Project Name,Item ARK,Parent ARK,Object Type,Visibility,File Name,Item Sequence,Type.genre,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Date.normalized,Format.dimensions,Title,Alt ID.local,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d2bp4,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0764.tif,,drawings (visual works)|~|letterforms,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of 4 miscellaneous sketches and drawings for materials intended to be printed. This drawing is likely planned for lettering and says, “The Studio.”",undated,,"8 x 2 1/4""",Untitled (Studio),CEG764,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bp4/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bqn,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0765.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink on paper,"One of 4 miscellaneous sketches and drawings for materials intended to be printed. The lettering on this sketch states, “Xerxes, Cryer of mustard.”",undated,,"8 x 6""",Untitled (Xerxes),CEG765,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bqn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bqn/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2br5,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0766.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of 4 miscellaneous sketches and drawings for materials intended to be printed. This sketch is marked, “Chasuble.”",undated,,7 ½ x 5 ¼”,Untitled (Chasuble),CEG766,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2br5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2br5/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bsp,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0767.tif,,woodcuts (prints)|~|wood engravings (prints)|~|proofs,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu","pencil, ink, wood engraving and woodblock print on paper","SANCTI IESU CHRISTI EVANGELI SECUNDUM…[Matthew and Luke] Proofs which include “Slaughter of the Innocents” and two original drawings, with the Latin text. Possibly never printed. (CEG767-770)",undated,,"5 3/4 x 8 3/4""",Untitled proofs,CEG767,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bsp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bsp/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bt6,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0771.tif,,woodcuts (prints),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,A mockup of the title-page for “The Highway”,1910 October,1910-10,9 ½ x 7 ½”,The Highway,CEG771,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bt6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bt6/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bvq,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0772.tif,,proofs,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",print,A proof of the title-page for “The Highway”,1910 October,1910-10,10 ½ x 7 ½”,The Highway,CEG772,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bvq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bvq/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bw7,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0774.tif,,wood engravings (prints),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",wood engraving,"Wood engraving entitled, “On the Downs,” depicting lovers embracing on the grass. On prior description, title is noted as “Lovers on a Bank.”",1924,1924,"4 1/2 x 7""",On the Downs,CEG774,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bw7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bw7/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bxr,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0775.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",ink on vellum,"Ink drawing entitled, “On the Downs,” depicting lovers embracing on the grass.",1924 September 10,1924-09-10,"4 1/2 x 7""",On the Downs,CEG775,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bxr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bxr/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2bz8,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0776.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",ink on paper,"Ink drawing entitled, “My Mother,” depicting a mother kneeling beside the bed of a child.",1924 September 10,1924-09-10,"4 7/8 x 7""",My Mother,CEG776,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2bz8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2bz8/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c08,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0777.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,Two sketches on one leaf. The top sketch is called “On the downs” and the second is called “My Mother.”,1924 September 8,1924-09-8,"4 1/8 x 12 1/8""",Untitled,CEG777,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c08/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c1s,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0778.tif,,wood engravings (prints)|~|proofs,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",wood engraving,"First proof of, “Boy with drawing board,” annotated as such by Gill and initialed in his hand.",1925,1925,"4 5/8 x 4""",Boy with drawing board,CEG778,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c1s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c1s/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c29,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0779.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on tracing paper,"Original drawing for, “Boy with drawing board,” for the Architect’s Journal. Dated and initialed in Gill’s hand.",1925 December 30,1925-12-30,"4 7/8 x 4""",Boy with drawing board,CEG779,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c29/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c3t,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0781.tif,,offset printing,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",offset print,Sample sheet from Architect’s Journal with Gill’s engraving at the top.,1926 January 27,1926-01-27,8 7/8 x 12 ½”,Architect's Journal,CEG781,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c3t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c3t/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c4b,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0782.tif,,offset printing,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",offset print,Sample sheet from Architect’s Journal with a sketch by Gill hand drawn in at the top.,1926 January 27,1926-01-27,8 7/8 x 12 ½”,Architect's Journal,CEG782,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c4b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c4b/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c5v,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0866.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Pencil sketches (annotated by Gill) of large church, floor plans, exterior and interior views. Gill V-a.",1921 October 30,1921-10-30,"9 x 6 3/4""",Untitled,CEG866,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c5v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c5v/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c6c,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0867.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Pencil sketches (annotated by Gill) of large church, floor plans, exterior and interior views. Gill V-a.",1921 October 30,1921-10-30,"9 x 6 3/4""",Untitled,CEG867,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c6c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c6c/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c7w,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0868.tif,,architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of three small sheets comprising holograph annotations regarding chapel, presumably at Ditchling.",192-?,1920/1929,"5 x 8""",Untitled,CEG868,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c7w/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c8d,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0869.tif,,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of three small sheets comprising holograph annotations regarding chapel, presumably at Ditchling.",192-?,1920/1928,"5 3/4 x 8 1/4""",Untitled,CEG869,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c8d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c8d/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2c9x,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0870.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of three small sheets comprising holograph annotations regarding chapel, presumably at Ditchling. This drawing shows a perspective view looking toward the altar of the chapel.",192-?,1920/1927,"5 3/4 x 8 1/4""",Untitled,CEG870,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2c9x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2c9x/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cbf,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0871.tif,,architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink on paper,Architectural drawing of Fragbarrow Field Chapel. Eric Gill V-a.,1920 January 29,1920-01-29,"9 7/8 x 8 1/8""",Chapel in Fragbarrow Field,CEG871,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cbf/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2ccz,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0872.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",ink on paper,Drawing in India ink of St Bartholomew’s Church in Brighton. Signed and dated “EG 9.2.21.” Removed from mounting.,1921 February 9,1921-02-9,"7 x 5""","S. Bartholomew's Ch., Brighton",CEG872,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2ccz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2ccz/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cdg,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0873.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink on paper,"Apse of an unidentified church, with lancet windows and heavy buttresses. Signed and dated in pencil “EG 28.4.28.”",1928 April 28,1928-04-28,"10 x 7 1/2""",Untitled,CEG873,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cdg/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cf0,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0874.tif,,drawings (visual works)|~|religious art,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"“Drawing of St. Mary for a window at Talbot Heath School, Bournemouth, 1935.” Eric Gill V-a.",1935,1935,"8 x 9 7/8""","St Mary, Talbot Heath School",CEG874,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cf0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cf0/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cgh,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0875.tif,,drawings (visual works)|~|religious art,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Westminster Cathedral’s mosaic tympanum over the high altar. Drawing is inscribed and identified by Gill, and squared for execution on the scale of 3/16” to the foot. Eric Gill V-a.",1938 November 7,1938-11-7,"16 x 10""",Untitled [Westminster Cathedral],CEG875,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cgh/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2ch1,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0876.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink on paper,"One of three unpublished, finished drawings of St. Peter Apostle, Gorleston-on-Sea. Drawing states that the view is from the Southwest. Eric Gill V-a.",1938 June 23,1938-06-23,"15 7/8 x 10 1/4""","St. Peter Apostle, Gorleston-on-Sea",CEG876,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2ch1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2ch1/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cjj,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0877.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of three unpublished, finished drawings of St. Peter Apostle, Gorleston-on-Sea.. Eric Gill V-a.",1938 June 29,1938-06-29,"15 3/4 x 10 1/4""","St. Peter Apostle, Gorleston-on-Sea",CEG877,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cjj/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2ck2,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0878.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"One of three unpublished, finished drawings. This drawing states that the view is from the “interior looking east.” Eric Gill V-a.",1938 June 19,1938-06-19,"15 7/8 x 10 1/4""","St. Peter Apostle, Gorleston-on-Sea",CEG878,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2ck2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2ck2/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cmk,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0879.tif,,drawings (visual works)|~|architectural drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil and ink wash on paper,"Drawing of Hopkins Crank Chapel (R.C., Order of St. Dominic), Ditchling Common.",1915 March 18,1915-03-18,"11 1/4 x 18""",Hopkins Crank Chapel,CEG879,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cmk/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d2cn3,ark:/21198/zz002czw6v,Work,,eric_gill/image/CEG0880.tif,,drawings (visual works),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,Working drawings and rough sketches for Mount St. Bernards Abbey Stalls. One of 7 drawings in a folder together. Eric Gill drawings V-a.,1939 February 9,1939-02-9,"10 3/4 x 6 3/8""",Mount St. Bernards Abbey Stalls,CEG880,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2cn3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d2cn3/manifest
