Becky's notes!,Project Name,Item ARK,Parent ARK,Object Type,Visibility,File Name,Item Sequence,Thumbnail,Type.genre,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Date.normalized,Format.dimensions,Title,Alt ID.local,IIIF Manifest URL
,Eric Gill Artwork Collection,ark:/21198/zz002d33p6,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33p6%2Fdf394215,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock for title page (right side of double page) of The Green Ship by Patrick Miller. Golden Cockerel Press, 1936. Gill #294, Gill Notebook III, Gill p 203.",1936,1936,"5 x 6 7/8""",The Green Ship title page,899|~|GILL588|~|CEG1657,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33p6/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33sr,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33sr%2Fgs275m51,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1660_a,CEG1660_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33sr/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d33vs,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33vs%2F8911dj00,wood engravings (prints)|~|proofs,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",wood engraving on paper,"Proof of a design for Ditchling Women’s Institute, 1918. CLC has two proofs of this engraving, possibly first and second, judging from the line quality. D110, E3, CLC5. Physick 138.",1918,1918,3 ¼ x 1 5/8” on a sheet measuring 7 x 8”,View of Ditchling,Physick 138|~|E3|~|D110|~|CLC5|~|CEG1663,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d33vs/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d343w,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d343w%2F8673n10p,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock of a Christ figure on a crucifix, entitled ""Spoil Bank Crucifix."" Cleverdon plate 38, Gill #B-17 (notebook)",undated,,"3 x 2""",Spoil Bank Crucifix,CEG1737,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d343w/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d3490,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F2b060x3m,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG1675,CEG1675,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d3490/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d34bh,ark:/21198/zz002czw6v,Work,private,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34bh%2Fb579v328,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,,"William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",,,,,,CEG16762_a,CEG16762_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d34bh/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d34c1,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34c1%2F1395gk4x,drawings (visual works)|~|sketchbooks,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",pencil on paper,"Small sketchbook has several drawings of mechanical processes (clutches, engines, carburetors…) as well as general notes, and notes recording overheard conversations on trains",undated,1914/1963,"3 7/8 x 5 1/2""",Engine sketchbook,CEG1676,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d34c1/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d34k4,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34k4%2F9r81n57g,bookplates|~|wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Woodblock for bookplate. Depicts a girl with a deer and text around the border: “Ex libris: Ananda Coomaraswamy.”,1920,1920,"2 1/2 x 2 1/4""",Untitled (Girl with Deer),664|~|D144|~|CEG1682,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d34k4/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d34mn,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34mn%2Fsg78t946,bookplates|~|wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Proof of a bookplate designed for the Hon. Angela Margaret and the Hon. Betty Constance Manners. Text reads, ""From the Library of The Twinnery Clovelly. Two cherubs flank the text with a peacock in between.",,,,Angela and Betty Manners bookplate (wood block),Physick 1|~|CEG1738,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d34mn/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d34tr,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34tr%2Fcx69vr29,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,Woodblock showing fanned out leaves; used as a tailpiece,undated,1914/1963,"7/8 x 1 1/4""",Untitled,Physick 139|~|D139|~|CEG1689,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d34tr/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d351b,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d351b%2F9v82np38,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock for intaglio, depicting a fawn running in a landscape. EG Notebook v.I.",1925,1925,"3 x 4""","""Like a young fawn""",EG59|~|CEG1695,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d351b/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d352v,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d352v%2F8j32np2p,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Illustration for Song of Songs (Cranach Pres, 1931), p. 9. Faber plate 61, Gill Notebook II. Depicts a nude male figure running through a landscape with two dogs.",1930,1930,"5 7/8 x 2 3/4""",Transiliens colles,666|~|EG369|~|CEG1696,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d352v/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d355d,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d355d%2Ffg94s818,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Woodblock for Enid Clay, Poems, 1925. See signed proof, #14 in V.I [1924-6] of EG Notebooks.",1925,1925,"5 1/8 x 3 3/8""",Death and the Lady,285|~|EG14|~|CEG1699,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d355d/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d356x,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d356x%2Fqk439k1m,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Illustration for p. 2 of Clothes (J. Cape, 1931). Block is in two parts.",1930,1930,"5 1/4 x 3""",Art and Prudence,Physick 714|~|EG414A|~|CEG1700,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d356x/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d357f,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d357f%2F7062b53k,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Woodblock illustration for Clothes (J. Cape, 1931). Engravings, plate 69. Depicts three figures, one nude, in a forest.",1930,1930,"5 1/2 x 3""",Nature & Nakedness,EG420|~|720|~|CEG1701,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d357f/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d358z,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d358z%2Fmd55gr79,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Woodblock for illustration of, p. 31, Vol II, No. 2of The Game (St. Dominic’s Press, Ditchling, Sussex). Cleverdon D-113; E.R.G.263; E.R.G.17. 1/2"" crack on right side",1918,1918,"5 1/2 x 3 1/2""",Ascension,140|~|D-113|~|CEG1702,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d358z/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35b0,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35b0%2F0r47p465,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales border. Shows a spray of 13 leaves. II: 7, 79, 150.",undated,1914/1963,"1 1/2 x 7 1/4""",Untitled (Canterbury Tales),EG305|~|CEG1704,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35b0/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35d1,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35d1%2F1643k39x,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales border. Shows a girl and a bird. I: 7, 37, 59, 87, 105, 105, 145; II: 136; III: 64.",undated,1914/1963,"1 1/8 x 7 3/8""",Untitled (Canterbury Tales),EG223|~|CEG1706,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35d1/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35hk,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35hk%2Fbm48kp79,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Woodblock for top 3” of border of p 171 (“lovers facing left”) of Troilus & Criseyde. Depicts 3 leaves of a plant. Top 3” of Physick 166.,1927,1927,"3 x 1 3/4""",Untitled (Troilus & Criseyde),Physick 166|~|CEG1709,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35hk/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35j3,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35j3%2Fg206kr0s,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Woodblock for top half of border of p 12 of Troilus & Criseyde. Depicts a plant with 4 leaves and 2 flowers. Top portion of Physick 127.,1927,1927,"3 x 1 1/4""",Untitled (Troilus & Criseyde),Physick 127|~|CEG1710,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35j3/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35nn,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35nn%2F1z23p148,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales border. Shows 3 sprays, each of 6 pointed leaves. III: 71; IV: 47, 111.",undated,1914/1963,"1 3/4 x 7 1/4""",Untitled (Canterbury Tales),EG303|~|CEG1713,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35nn/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35p5,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35p5%2F1s10xw66,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales border. Shows a spray of 9 rounded leaves. IV: 10, 50, 62, 118, 188; IV: 98.",undated,1914/1963,"1 3/8 x 7 1/4""",Untitled (Canterbury Tales),EG333|~|CEG1714,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35p5/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35qp,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35qp%2F2k52zt7w,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,Woodblock illustration for Canterbury Tales border. Depicts a snake with a phallic head.,undated,1914/1963,"1 7/8 x 7 3/8""",Untitled (Canterbury Tales),EG354|~|CEG1715,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35qp/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35r6,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35r6%2Fxm31dn5n,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales border. Shows a spray of 7 leave and flower head. I: 6, 58, 92; II: 33, 58, 149; III: 119.",undated,1914/1963,"1 1/8 x 7""",Untitled (Canterbury Tales),EG225|~|CEG1716,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35r6/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35t7,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35t7%2F82076s0w,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales II: 26, 68, 178; III: 33, 111, 154, 191; IV: 46, 72. Shows a bird with a spray of leaves in its beak.",undated,1914/1963,"1 1/8 x 7""",Bird with spray in his beak,EG290|~|CEG1718,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35t7/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35vr,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35vr%2Fdj84761q,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for Canterbury Tales showing 7 leaves and 4 curls. II: 12, 46, 172; III: 100; IV: 99.",undated,1914/1963,"1 1/4 x 7 1/4""",Untitled (Canterbury Tales border),EG280|~|CEG1719,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35vr/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35w8,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35w8%2Ftb956x03,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood,"Woodblock illustration for p 118 (Ch. 5) of The Green Ship by P. Miller (Golden Cockerel Press, 1936). Gill 294. Gill Notebook III. Gill p 203.",1936,1936,"5 1/8 x 3""",Mr. Brown,904|~|593|~|CEG1721,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35w8/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d35z9,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d35z9%2F3f36bp56,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Illustration for p. 15 Chapter 2 of “The Green Ship” by Patrick Miller, Golden Cockerel Press. Gill 294. Gill Notebook III. Gill p. 203.",1936,1936,"2 3/4 x 5""",Woman Sleeping,901|~|EG590|~|CEG1723,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d35z9/manifest
,Eric Gill Artwork Collection,ark:/21198/zz002d3609,ark:/21198/zz002czw6v,Work,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3609%2F80891112,wood blocks (printing blocks),"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940","William Andrews Clark Memorial Library, UCLA, Phone: (310) 794-5155, Email: clark@humnet.ucla.edu",carved wood block,"Illustration of woman diving for p. 74, Chapter 4 of “The Green Ship” by Patrick Miller, Golden Cockerel Press. Gill 294. Gill Notebook III. Gill p 203.",1936,1936,"2 3/4 x 5""",Woman Diving,903|~|EG592|~|CEG1724,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d3609/manifest
