Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Subject,Description.note,Summary,Title,Alt ID.local,Opac URL,Finding Aid URL,Bucketeer State,IIIF Access URL
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds4x8,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_122.tif,122,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 122",uclamss_107_b03_f03_122,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds4x8
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds4zs,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_123.tif,123,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 123",uclamss_107_b03_f03_123,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds4zs
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds50s,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_124.tif,124,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 124",uclamss_107_b03_f03_124,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds50s
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds519,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_125.tif,125,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 125",uclamss_107_b03_f03_125,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds519
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds52t,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_126.tif,126,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 126",uclamss_107_b03_f03_126,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds52t
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds53b,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_127.tif,127,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 127",uclamss_107_b03_f03_127,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds53b
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds54v,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_128.tif,128,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 128",uclamss_107_b03_f03_128,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds54v
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds55c,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_129.tif,129,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 129",uclamss_107_b03_f03_129,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds55c
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds56w,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_130.tif,130,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 130",uclamss_107_b03_f03_130,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds56w
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds57d,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_131.tif,131,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 131",uclamss_107_b03_f03_131,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds57d
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds58x,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_132.tif,132,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 132",uclamss_107_b03_f03_132,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds58x
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds59f,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_133.tif,133,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 133",uclamss_107_b03_f03_133,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds59f
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5bz,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_134.tif,134,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 134",uclamss_107_b03_f03_134,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5bz
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5cg,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_135.tif,135,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 135",uclamss_107_b03_f03_135,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5cg
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5d0,ark:/21198/zz002ds0q7,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f03_136.tif,136,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 3, 136",uclamss_107_b03_f03_136,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5d0
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5g1,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_001.tif,1,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 1",uclamss_107_b03_f04_001,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5g1
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5hj,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_002.tif,2,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 2",uclamss_107_b03_f04_002,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5hj
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5j2,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_003.tif,3,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 3",uclamss_107_b03_f04_003,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5j2
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5kk,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_004.tif,4,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 4",uclamss_107_b03_f04_004,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5kk
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5m3,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_005.tif,5,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 5",uclamss_107_b03_f04_005,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5m3
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5nm,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_006.tif,6,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 6",uclamss_107_b03_f04_006,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5nm
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5p4,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_007.tif,7,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 7",uclamss_107_b03_f04_007,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5p4
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5qn,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_008.tif,8,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 8",uclamss_107_b03_f04_008,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5qn
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5r5,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_009.tif,9,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 9",uclamss_107_b03_f04_009,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5r5
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5sp,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_010.tif,10,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 10",uclamss_107_b03_f04_010,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5sp
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5t6,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_011.tif,11,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 11",uclamss_107_b03_f04_011,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5t6
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5vq,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_012.tif,12,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 12",uclamss_107_b03_f04_012,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5vq
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5w7,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_013.tif,13,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 13",uclamss_107_b03_f04_013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5w7
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5xr,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_014.tif,14,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 14",uclamss_107_b03_f04_014,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5xr
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds5z8,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_015.tif,15,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 15",uclamss_107_b03_f04_015,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5z8
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds608,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_016.tif,16,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 16",uclamss_107_b03_f04_016,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds608
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds61s,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_017.tif,17,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 17",uclamss_107_b03_f04_017,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds61s
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds629,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_018.tif,18,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 18",uclamss_107_b03_f04_018,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds629
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds63t,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_019.tif,19,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 19",uclamss_107_b03_f04_019,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds63t
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds64b,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_020.tif,20,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 20",uclamss_107_b03_f04_020,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds64b
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds65v,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_021.tif,21,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 21",uclamss_107_b03_f04_021,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds65v
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds66c,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_022.tif,22,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 22",uclamss_107_b03_f04_022,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds66c
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds67w,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_023.tif,23,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 23",uclamss_107_b03_f04_023,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds67w
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds68d,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_024.tif,24,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 24",uclamss_107_b03_f04_024,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds68d
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds69x,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_025.tif,25,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 25",uclamss_107_b03_f04_025,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds69x
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6bf,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_026.tif,26,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 26",uclamss_107_b03_f04_026,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6bf
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6cz,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_027.tif,27,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 27",uclamss_107_b03_f04_027,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6cz
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6dg,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_028.tif,28,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 28",uclamss_107_b03_f04_028,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6dg
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6f0,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_029.tif,29,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 29",uclamss_107_b03_f04_029,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6f0
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6gh,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_030.tif,30,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 30",uclamss_107_b03_f04_030,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6gh
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6h1,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_031.tif,31,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 31",uclamss_107_b03_f04_031,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6h1
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6jj,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_032.tif,32,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 32",uclamss_107_b03_f04_032,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6jj
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6k2,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_033.tif,33,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 33",uclamss_107_b03_f04_033,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6k2
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6mk,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_034.tif,34,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 34",uclamss_107_b03_f04_034,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6mk
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6n3,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_035.tif,35,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 35",uclamss_107_b03_f04_035,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6n3
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6pm,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_036.tif,36,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 36",uclamss_107_b03_f04_036,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6pm
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6q4,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_037.tif,37,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 37",uclamss_107_b03_f04_037,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6q4
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6rn,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_038.tif,38,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 38",uclamss_107_b03_f04_038,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6rn
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6s5,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_039.tif,39,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 39",uclamss_107_b03_f04_039,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6s5
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6tp,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_040.tif,40,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 40",uclamss_107_b03_f04_040,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6tp
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6v6,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_041.tif,41,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 41",uclamss_107_b03_f04_041,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6v6
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6wq,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_042.tif,42,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 42",uclamss_107_b03_f04_042,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6wq
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6x7,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_043.tif,43,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 43",uclamss_107_b03_f04_043,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6x7
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds6zr,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_044.tif,44,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 44",uclamss_107_b03_f04_044,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds6zr
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds70r,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_045.tif,45,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 45",uclamss_107_b03_f04_045,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds70r
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds718,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_046.tif,46,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 46",uclamss_107_b03_f04_046,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds718
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds72s,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_047.tif,47,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 47",uclamss_107_b03_f04_047,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds72s
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds739,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_048.tif,48,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 48",uclamss_107_b03_f04_048,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds739
"Sleepy Lagoon Defense Committee Records, 1942-1945",ark:/21198/zz002ds74t,ark:/21198/zz002ds5fh,10,Completed with minimal metadata,Page,sleepylagoon/image/uclamss_107_b03_f04_049.tif,49,,,,,,,,text,unknown,,,,"UCLA LSC, Collection 107, Box 3, Folder 4, 49",uclamss_107_b03_f04_049,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds74t
