Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
American College of Neuropsychopharmacology,ark:/21198/z105961z,ark:/21198/zz001nf9bx,,,Page,acnp/image/21198-zz001nf9bx-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz105961z
American College of Neuropsychopharmacology,ark:/21198/z1vh7czk,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7czk
American College of Neuropsychopharmacology,ark:/21198/z1qr6n6t,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6n6t
American College of Neuropsychopharmacology,ark:/21198/z1m05whv,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05whv
American College of Neuropsychopharmacology,ark:/21198/z1g754tz,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g754tz
American College of Neuropsychopharmacology,ark:/21198/z1bg4d43,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4d43
American College of Neuropsychopharmacology,ark:/21198/z16q3nbg,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3nbg
American College of Neuropsychopharmacology,ark:/21198/z12z2wmr,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2wmr
American College of Neuropsychopharmacology,ark:/21198/z1z913gk,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z913gk
American College of Neuropsychopharmacology,ark:/21198/z1tj0brv,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0brv
American College of Neuropsychopharmacology,ark:/21198/z1pr9m10,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9m10
American College of Neuropsychopharmacology,ark:/21198/z1k08vcg,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08vcg
American College of Neuropsychopharmacology,ark:/21198/z1f783n4,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f783n4
American College of Neuropsychopharmacology,ark:/21198/z19g7bxd,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7bxd
American College of Neuropsychopharmacology,ark:/21198/z15q6m5n,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6m5n
American College of Neuropsychopharmacology,ark:/21198/z1224jvj,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224jvj
American College of Neuropsychopharmacology,ark:/21198/z1x942cn,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x942cn
American College of Neuropsychopharmacology,ark:/21198/z1sj39pc,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj39pc
American College of Neuropsychopharmacology,ark:/21198/z1ns2k1z,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2k1z
American College of Neuropsychopharmacology,ark:/21198/z1j11t9j,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11t9j
American College of Neuropsychopharmacology,ark:/21198/z1d812h9,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d812h9
American College of Neuropsychopharmacology,ark:/21198/z18k916r,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k916r
American College of Neuropsychopharmacology,ark:/21198/z14t88g1,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t88g1
American College of Neuropsychopharmacology,ark:/21198/z1127hrm,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127hrm
American College of Neuropsychopharmacology,ark:/21198/z1w97195,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97195
American College of Neuropsychopharmacology,ark:/21198/z1rj68mw,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj68mw
American College of Neuropsychopharmacology,ark:/21198/z1ms5hxm,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5hxm
American College of Neuropsychopharmacology,ark:/21198/z1h14s4q,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14s4q
American College of Neuropsychopharmacology,ark:/21198/z1cc2qt9,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2qt9
American College of Neuropsychopharmacology,ark:/21198/z17m201g,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m201g
American College of Neuropsychopharmacology,ark:/21198/z13v179r,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v179r
American College of Neuropsychopharmacology,ark:/21198/z1030gms,ark:/21198/zz001nf9cf,,,Page,acnp/image/21198-zz001nf9cf-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030gms
American College of Neuropsychopharmacology,ark:/21198/z1vb006s,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb006s
American College of Neuropsychopharmacology,ark:/21198/z1qj97dm,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj97dm
American College of Neuropsychopharmacology,ark:/21198/z1ks8gnf,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8gnf
American College of Neuropsychopharmacology,ark:/21198/z1g46fdn,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46fdn
American College of Neuropsychopharmacology,ark:/21198/z1bc5pm1,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5pm1
American College of Neuropsychopharmacology,ark:/21198/z16m4xw9,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4xw9
American College of Neuropsychopharmacology,ark:/21198/z12v466t,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v466t
American College of Neuropsychopharmacology,ark:/21198/z1z33psb,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33psb
American College of Neuropsychopharmacology,ark:/21198/z1tb2z1k,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2z1k
American College of Neuropsychopharmacology,ark:/21198/z1pk267b,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk267b
American College of Neuropsychopharmacology,ark:/21198/z1jx051p,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx051p
American College of Neuropsychopharmacology,ark:/21198/z1f49d88,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49d88
American College of Neuropsychopharmacology,ark:/21198/z19c8nh3,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8nh3
American College of Neuropsychopharmacology,ark:/21198/z15m7wtt,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7wtt
American College of Neuropsychopharmacology,ark:/21198/z11v753w,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v753w
American College of Neuropsychopharmacology,ark:/21198/z1x36nk2,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36nk2
American College of Neuropsychopharmacology,ark:/21198/z1sb5wtw,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5wtw
American College of Neuropsychopharmacology,ark:/21198/z1np3vhw,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3vhw
American College of Neuropsychopharmacology,ark:/21198/z1hx33r3,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx33r3
American College of Neuropsychopharmacology,ark:/21198/z1d52c13,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52c13
American College of Neuropsychopharmacology,ark:/21198/z18d1mbt,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1mbt
American College of Neuropsychopharmacology,ark:/21198/z14n0vp0,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0vp0
American College of Neuropsychopharmacology,ark:/21198/z10w03wr,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w03wr
American College of Neuropsychopharmacology,ark:/21198/z1w39md7,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39md7
American College of Neuropsychopharmacology,ark:/21198/z1rf7k4p,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7k4p
American College of Neuropsychopharmacology,ark:/21198/z1mp6tb2,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6tb2
American College of Neuropsychopharmacology,ark:/21198/z1gx62mq,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx62mq
American College of Neuropsychopharmacology,ark:/21198/z1c559xr,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c559xr
American College of Neuropsychopharmacology,ark:/21198/z17d4k8b,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4k8b
American College of Neuropsychopharmacology,ark:/21198/z13n3th5,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3th5
American College of Neuropsychopharmacology,ark:/21198/z1zw3b0t,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3b0t
American College of Neuropsychopharmacology,ark:/21198/z1v718pq,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v718pq
American College of Neuropsychopharmacology,ark:/21198/z1qg0hz0,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0hz0
American College of Neuropsychopharmacology,ark:/21198/z1kp9s74,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9s74
American College of Neuropsychopharmacology,ark:/21198/z1fx91kp,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx91kp
American College of Neuropsychopharmacology,ark:/21198/z1b588v8,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b588v8
American College of Neuropsychopharmacology,ark:/21198/z16d7j4z,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7j4z
American College of Neuropsychopharmacology,ark:/21198/z12n6scs,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6scs
American College of Neuropsychopharmacology,ark:/21198/z1z0507m,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0507m
American College of Neuropsychopharmacology,ark:/21198/z1t747hw,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_040.tif,40,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t747hw
American College of Neuropsychopharmacology,ark:/21198/z1pg3gs5,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_041.tif,41,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3gs5
American College of Neuropsychopharmacology,ark:/21198/z1jq2r39,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_042.tif,42,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2r39
American College of Neuropsychopharmacology,ark:/21198/z1dz20fv,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_043.tif,43,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz20fv
American College of Neuropsychopharmacology,ark:/21198/z19617p0,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_044.tif,44,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19617p0
American College of Neuropsychopharmacology,ark:/21198/z15f0gz8,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_045.tif,45,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0gz8
American College of Neuropsychopharmacology,ark:/21198/z11r8fm8,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_046.tif,46,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8fm8
American College of Neuropsychopharmacology,ark:/21198/z1x07z49,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_047.tif,47,,,,,,,,,,,,,,,,,,,Page 47,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07z49
American College of Neuropsychopharmacology,ark:/21198/z1s776dz,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_048.tif,48,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s776dz
American College of Neuropsychopharmacology,ark:/21198/z1ng6fr4,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_049.tif,49,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6fr4
American College of Neuropsychopharmacology,ark:/21198/z1hq5q28,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_050.tif,50,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5q28
American College of Neuropsychopharmacology,ark:/21198/z1cz4z93,ark:/21198/zz001nf9dz,,,Page,acnp/image/21198-zz001nf9dz-1-master_051.tif,51,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4z93
