Object Type,Parent ARK (fest),Parent ARK,Item ARK,File Name,Local identifier,Title,AltTitle.translated,AltTitle.other,Name.creator,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.dimensions,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Description.note,Contents note,Subject,Subject geographic,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1vt3vk1,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1012_pos00001.tif,pos_i2_1012|~|POS,Me blegtoret,With Livestock,,New Albania Film Studio,1987,1987,alb,still image,poster,39.5 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Me Blegtoret"". Director Gjovalin Hajati's doc looks at celebrations for the 40th anniversary of the 'Asim Zeneli' collective farm in the Albanian city of Gjirokastra.|~|Afishe origjinal e krijuar për filmin dokumentar shqiptar ""Me blegtorët"". Dokumentari i regjisorit Gjovalin Hajati tregon festimet për 40 vjetorin e kooperativës 'Asim Zeneli' në qytetin e Gjirokastrës.",1 copy in very good condition. Poster is printed on slick paper. Poster features hand-designed drawing image.|~|1 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të lëmuar. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Agriculture|~|Collective Farming|~|Cities|~|Gjirokastra|~|'Asim Zeneli' Collective Farm,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3vk1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3vk1/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1r233tj,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1013_pos00001.tif,pos_i2_1013|~|POS,Deri në vdekje Hasan Prishtina,Till the Death Hasan Prishtina,,New Albania Film Studio,1987,1987,alb,still image,poster,28.5 x 39.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Deri në vdekje Hasan Prishtina"". Director Marianthi Qemo's doc shows the return of the remains of politician Hasan Prishtina’s from neighboring Kosovo.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Deri në vdekje Hasan Prishtina"". Dokumentari i regjisores Marianthi Qemo tregon kthimin e eshtrave të politikanit Hasan Prishtina nga Kosova fqinje.",7 copies in very good condition. One copy has water damage on back of poster. Poster features hand-designed drawing image.|~|7 kopje në gjendje shumë të mirë. Një kopje ka dëmtime nga lagështia në pjesën e pasme. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Hasan Prishtina|~|Yugoslavia|~|Kosovo,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r233tj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r233tj/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1m92c37,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1019_pos00001.tif,pos_i2_1019|~|POS,Horizonteve të nëntokës,Underground Horizons,Horizontet e nëntokës|~|Underground Horizons,New Albania Film Studio,1988,1988,alb,still image,poster,39 x 28.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Horizonteve të nëntokës"". Director Todi Bozo's doc shows the work for producing machinery needed for miners.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Horizonteve të nëntokës"". Dokumentari i regjjisorit Todi Bozo tregon punën për prodhimin e makinerive të nevojshme për minatorët.",2 copies in fair condition. 1 copy has considerable tear in bottom right corner. 1 copy has tears and wrinkles on surface. Both copies are printed on delicate paper. Poster features hand-designed drawing image.|~|2 kopje në gjendje të rregullt. Njëra kopje ka grisje të konsiderueshme në cepin djathtas poshtë. Kopja tjetër ka grisje dhe rrudha në sipërfaqe. Të dyja kopjet janë shtypur në letër të hollë. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Economy|~|Coal Mining|~|Machinery,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m92c37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m92c37/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1gj1mgv,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1023_pos00001.tif,pos_i2_1023|~|POS,Frang Bardhi,Frang Bardhi,,New Albania Film Studio,1987,1987,alb,still image,poster,41.5 x 30.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Frang Bardhi"". Director Halil Kamberi's doc is a portrait of the 17th century Albanian Catholic bishop and writer, Frang Bardhi.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Frang Bardhi"". Dokumentari i regjisorit Halil Kamberi është një portret i peshkopit dhe shkrimtarit katolik shqiptar të shekullit të 17-të, Frang Bardhi.",8 copies in very good condition. Poster features hand-designed drawing.|~|8 kopje në gjendje shumë të mirë. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Frang Bardhi|~|Catholic Church in Literature,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1mgv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj1mgv/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1bv9k3d,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1024_pos00001.tif,pos_i2_1024|~|POS,Shqipëria,Albania,,New Albania Film Studio,1987,1987,alb,still image,poster,28 x 38 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shqipëria"". Director Donika Muçi's doc shows views of various cities, holiday and historical sites in Albania.|~|Afishe origjinale e krijuar për filmin dokumentar ""Shqipëria"". Dokumentari i regjisores Donika Muçi tregon pamje nga qytete të ndryshme, vende pushimi dhe historike në Shqipëri.",20 copies in fair condition. Many copies are wrinkled and have dirt smudges. 1 copy is badly damaged. Poster features hand-designed drawing image.|~|20 kopje në gjendje të rregullt. Shumë nga kopjet kanë rrudha dhe papastërti. 1 kopje ka dëmtime të shumta. Përman imazhe të vizatuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Travel|~|Tourism Industry|~|Cities|~|Historical Sites|~|Monuments|~|Economy|~|Factories,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9k3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv9k3d/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1738tfw,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1032_pos00001.tif,pos_i2_1032|~|POS,Kolë Idromeno,Kolë Idromeno,,New Albania Film Studio,1987,1987,alb,still image,poster,44 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Kolë Idromeno"". Director Adriana Elini's doc is a portrait of the Albanian painter Kolë Idromeno.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Kolë Idromeno"". Dokumentari i regjisores Adriana Elini është një film-portret i piktorit shqiptar Kolë Idromeno.",12 copies in very good condition. 1 copy has minor crease at bottom of poster. Poster features hand-designed drawing image.|~|12 kopje në gjendje shumë të mirë. Njëra nga kopjet ka pak rrudha në pjesën e poshtme. Posteri përmban imazhe të vizatuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Kolë Idromeno|~|Artists|~|Painters,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738tfw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738tfw/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z13b82p3,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1034_pos00001.tif,pos_i2_1034|~|POS,Thuaja këngës rini,"Sing Your Heart Out, Youth",,New Albania Film Studio,1987,1987,alb,still image,poster,29 x 43.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Thuaja këngës rini"". Director Halil Kamberi's doc presents highlights from the 9th Congress of Youth in the Albanian capital, Tirana.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Thuaja këngës rini"". Dokumentari i regjisorit Halil Kamberi paraqet momentet kryesore nga Kongresi i 9-të i Rinisë i mbajtur në kryeqytetin shqiptar, Tiranë.",3 copies in very good condition on slick paper All copies have been folded in half vertically. Poster features hand designed drawing image.|~|3 kopje në gjendje shumë të mirë shtypur në letër të lëmuar. Të gjitha kopjet janë palosur në gjysmë vertikalisht. Posteri përmban imazh vizatimi të dizajnuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Communist Party|~|Organizations|~|Kongresit të 9-të të Rinisë (9th Congress of Youth),Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b82p3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b82p3/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1zk7k5c,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1035_pos00001.tif,pos_i2_1035|~|POS,Në Vlorën e pavarësisë,In Vlora for Independence,,New Albania Film Studio,1987,1987,alb,still image,poster,34 x 43.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në Vlorën e pavarësisë"". Director Qerim Mata's doc shows festivities to mark the 75th anniversary of Albanian independence in the southern city of Vlora. Doc festures an appearance by the Albanian leader, Ramiz Alia.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Në Vlorën e pavarësisë"". Dokumentari i regjisorit Qerim Mata tregon festimet e organizuara me rastin e 75 vjetorit të pavarësisë së Shqipërisë në qytetin jugor të Vlorës. Dokumentari paraqet edhe liderin e asaj kohe, Ramiz Alia.",1 copy in fair condition. Poster copy is wrinkled from being folded in fourths. Poster has tears on top and bottom of poster. Poster is printed on slick paper. Poster design features hand-designed drawing. |~|1 kopje në gjendje të rregullt. Kopja e posterit është e rrudhur nga palosja në katërsh. Posteri ka grisje në pjesën e sipërme dhe të poshtme. Posteri është shtypur në letër të lëmuar. Dizajni i posterit përmban vizatime të punuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Independence Day|~|November 28|~|Cities|~|Vlora|~|Albanian Historical Personalities|~|Ramiz Alia,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7k5c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk7k5c/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1tt6tcr,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1036_pos00001.tif,pos_i2_1036|~|POS,Brigadieri i apasionuar,The Passionate Brigadier,,New Albania Film Studio,1987,1987,alb,still image,poster,31.5 x 43.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Brigadieri i apasionuar"". Director Xhezair Dafa's doc looks at the daily life and work of a cooperative farmer in the village of Maqellarë in the northern Peshkopia district.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Brigadieri i apasionuar"". Dokumentari i drejtorit Xhezair Dafa rrëfen jetën e përditshme dhe punën e një fermeri kooperativist në fshatin Maqellarë në rrethin verior të Peshkopisë.",2 copies in good condition. Both copies have minor tears and rips at bottom of poster.  Both copies are printed on slick paper. Poster features hand-designed image.|~| 2 kopje në gjendje të mirë. Të dy kopjet kanë grisje të vogla në pjesën e poshmte të posterit. Të dyja kopjet janë shtypur në letër të lëmuar. Posteri përmban imazh të punuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Agriculture|~|Collective Farming|~|Villages|~|Maqellarë|~|Regions|~|Peshkopi,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6tcr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt6tcr/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1q262qm,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1046_pos00001.tif,pos_i2_1046|~|POS,Vijat e bardha,White Lines,,New Albania Film Studio,1988,1988,alb,still image,poster,36 x 27.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Vijat e bardha"". Director Gjovalin Hajati's doc is an educational film about the public's need to follow traffic rules.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Vijat e bardha"". Dokumentari i regjisorit Gjovalin Hajati është një film edukativ për nevojën e publikut për të respektuar rregullat e trafikut.",14 copies in good condition. 1 copy is badly damaged and torn. 3 copies have minor tears and rips at bottom of poster. 1 poster has dirt smudge in bottom right corner. Poster design features hand-designed drawings. |~|14 kopje në gjendje të mirë. 1 kopje është shumë e dëmtuar dhe e grisur. 3 kopje kanë grisje të vogla në fund të posterit. 1 poster ka njolla papastërtie në cepin e poshtëm djathtas. Dizajni i posterit përmban vizatime të punuara me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Road Traffiic Safety,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q262qm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q262qm/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1kd41bq,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1047_pos00001.tif,pos_i2_1047|~|POS,Reportazh nga Shishtaveci,Report from Shishtaveci,,New Albania Film Studio,1988,1988,alb,still image,poster,27.5 x 38.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Reportazh nga Shishtaveci"". Director Liri Brahimi's doc is a portrait of a cooperative farm in the Shishtavec village in the northern Kukës region.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Reportazh nga Shishtaveci"". Dokumentari i regjisores Liri Brahimi paraqet një fermë kooperativiste në fshatin Shishtavec në rajonin verior të Kukësit.","4 copies in good condition.  All copies have been folded in center vertically.  All copies have wrinkles.  All copies feature hand-designed image.|~|4 kopje në gjendje të mirë. Të gjitha kopjet janë palosur në mes, vertikalisht. Të gjitha kopjet kanë rrudha. Të gjitha kopjet paraqesin imazh të punuar me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Agriculture|~|Collective Farming|~|Villages|~|Shishtaveci|~|Regions|~|Kukes,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd41bq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd41bq/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1fn38pw,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1048_pos00001.tif,pos_i2_1048|~|POS,Nje Qytet Ne Telajo,A City on Canvas,,New Albania Film Studio,1988,1988,alb,still image,poster,41 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Nje Qytet Në Telajo"". Director Kujtim Gjonaj's doc looks at an artist's residence in the fortress of Berat. Doc features Albanian painters Ksenofon Dilo and Zef Shoshi.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Nje Qytet Në Telajo"". Dokumentari i regjisorit Kujtim Gjonaj paraqet rezidencën e një artisti në kalanë e Beratit dhe piktorët shqiptarë Ksenofon Dilo dhe Zef Shoshi.",2 copies in good condition. 1 copy has tear at bottom right corner of poster. Both copies are printed on slick paper stock.  |~|2 kopje në gjendje të mirë. 1 kopje është grisur në cepin e poshtëm djathtas të posterit. Të dyja kopjet janë shtypur në letër të lëmuar.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Artists|~|Ksenofon Dilo|~|Zef Shoshi|~|Cities|~|Berat,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn38pw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn38pw/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z19w2j2x,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1050_pos00001.tif,pos_i2_1050|~|POS,Vajzat e Puseve,Women of the Oil Wells,,New Albania Film Studio,1988,1988,alb,still image,poster,39 x 29.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Vajzat e Puseve"". Director Donika Muçi's doc shows the life and work of four young women working in the Albanian oil industry.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Vajzat e puseve"". Dokumentari i regjisores Donika Muçi tregon jetën dhe veprën e katër të rejave që punojnë në industrinë e naftës në Shqipëri.",7 copies in very good condition. All copies have ink stain in bottom right corner of poster. Poster features hand-designed drawing image. |~|7 kopje në gjendje shumë të mirë. Të gjitha kopjet kanë njolla boje në cepin e poshtëm djathtas. Posteri paraqet vizatim të punuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Economy|~|Oil Production,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2j2x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w2j2x/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1641s8m,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1051_pos00001.tif,pos_i2_1051|~|POS,Muziktari Arbër,Arber Musician,,New Albania Film Studio,1988,1988,alb,still image,poster,60 x 44.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Muziktari Arbër"". Director Donika Muçi's doc is a portrait of the Byzantine composer, singer and saint, Jan Kukuzeli.|~|Afishe origjianle e krijuar për filmin dokumentar shqiptar ""Muziktari Arbër"". Dokumentari i regjisores Donika Muçi është portreti i kompozitorit, këngëtarit dhe shenjtorit bizantin, Jan Kukuzeli.",6 copies in very good condition. All copies have been folded in fourths. 1 copy has minor tears and rips at edges of poster. Poster is printed on delicate paper stock. Poster design features hand-designed image taken from film. |~|6 kopje në gjendje shumë të mirë. Të gjitha kopjet kanë qenë të palosura në katërsh. 1 kopje ka grisje dhe grisje të vogla në cepa. Posteri është printuar në letër delikate. Dizajni i posterit përmban imazh të punuar me dorë të marrë nga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Jan Kukuzeli|~|Singer|~|Composer|~|Byzantine Music|~|Eastern Orthodox Church|~|,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641s8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1641s8m/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z12c11j8,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1055_pos00001.tif,pos_i2_1055|~|POS,Dëshmitari,The Witness,,New Albania Film Studio,1988,1988,alb,still image,poster,39 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Dëshmitari"". Director Arben Kumbaro's doc is a poetic essay on historical events and daily life in the center of the Albanian capital, Scanderbeg Square.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Dëshmitari"". Dokumentari i regjisorit Arben Kumbaro është një ese poetike mbi ngjarjet historike dhe jetën e përditshme të Sheshit Skënderbej, shehi në qendër të kryeqytetit shqiptar, Tiranë.",6 copies in excellent condition. Poster copies are printed on slick paper. Poster image features hand-designed drawing. |~|6 kopje në gjendje shumë të mirë. Të gjitha kopjet janë shtypur në letër të lëmuar. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Essay|~|Archival Footage|~|Urban Centers|~|Scanderbeg Square,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c11j8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c11j8/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1xm0j03,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1060_pos00001.tif,pos_i2_1060|~|POS,Informatika,Informatics,,New Albania Film Studio,1989,1989,alb,still image,poster,43.5 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Informatika"". Director Xhovalin Hajati's doc looks at the use of infomatics system in the Albanian economy with a focus on the Informatics Institute in Tirana.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Informatika"". Dokumentari i regjisorit Xhovalin Hajati trajton përdorimin e sistemit informatik në ekonominë shqiptare me fokus në Institutin e Informatikës në Tiranë.",2 copies in fair to good condition. 1 copy has considerable tear at top right corner of poster. Both copies are printed on slick paper stock. Poster features hand-designed drawing image.|~|2 kopje në gjendje të mirë. 1 kopje ka grisje të konsiderueshme në cepin e sipërm djathtas. Të dyja kopjet janë shtypur në letër të lëmuar. Posteri përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Economy|~|Computational Systems|~|Infomatics|~|Infomatics Institute|~|Tirana,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0j03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm0j03/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1st9s98,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1063_pos00001.tif,pos_i2_1063|~|POS,Po ne ku do të luajmë?,Where Are We Going to Play?,,New Albania Film Studio,1989,1989,alb,still image,poster,37.5 x 28 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Po ne Ku do të Luajmë?"" Director Virgjil Muçi's doc looks at the problem of rapid urbanisation and lack of outdoor spaces for children.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Po ne Ku do të Luajmë?"" Dokumentari i regjisorit Virgjil Muçi trajton problemin e urbanizimit të shpejtë dhe mungesës së hapësirave për fëmijët.",19 copies in excellent condition. Poster is printed on slick paper. Poster features hand-designed drawn image.|~|19 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të lëmuar. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Urbanization|~|Urban Growth|~|Parks|~|Playgrounds,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9s98,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st9s98/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1p57qx8,Masters/othermasters/MEAPaqshf/images/aqshf_i2_1065_pos00001.tif,pos_i2_1065|~|POS,Ju përshëndes!,Greetings to You!,,New Albania Film Studio,1989,1989,alb,still image,poster,43.5 x 33 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Ju Përshëndes!"". Director Adriana Elini's doc looks at the life and death of the Second World War fighter, Manush Alimani.|~|Afishe origjinale e krojuar për filmin dokumentar shqiptar ""Ju Përshëndes!"". Dokumentari i regjisores Adriana Elini flet për jetën dhe vdekjen e luftëtarit të Luftës së Dytë Botërore, Manush Alimani.",4 copies in excellent condition. Poster is printed on slick paper. Poster features hand-designed drawn image.|~|4 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të lëmuar. Përmban imazh të vizatuar me dorë.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albanian Historical Personalities|~|Manush Alimani|~|Second World War|~|Nazi Germany|~|Occupation,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57qx8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p57qx8/manifest
