"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Name.photographer","Name.creator","Subject","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Name.subject","Rights.servicesContact","Name.repository","Rights.permission","Relation.isPartOf","Date.creation","Format.dimensions","Date.normalized","Format.medium","Title","Alt Identifier.local","Format.extent","Description.abstract","Bucketeer State","IIIF Access URL"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsc4","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsc4-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson at podium with Upper Voltian President Maurice Yaméogo, 1965 [10_1]","clus_686_b7_f7:132_10_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsc4"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsdn","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsdn-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [12A]  [side view]","clus_686_b7_f7:132_12A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsdn"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsf5","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsf5-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Johnson, Lady Bird, 1912-|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson & Lady Bird [backs to camera] greeting and Upper Voltian President Maurice Yaméogo, 1965 [6A]","clus_686_b7_f7:132_6A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsf5"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsgp","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsgp-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Johnson, Lady Bird, 1912-|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo and their wives, 1965 [4]","clus_686_b7_f7:132_4","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsgp"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsh6","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsh6-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [16A]","clus_686_b7_f7:132_16A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsh6"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsjq","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsjq-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Johnson, Lady Bird, 1912-|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm","1965-03","1 photograph|~|b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [10A]","clus_686_b7_f7:132_10A","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsjq"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsk7","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsk7-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo walking with General, 1965 [2]","clus_686_b7_f7:132_10_2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsk7"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsmr","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsmr-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Johnson, Lady Bird, 1912-|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo and their wives, 1965 [5]","clus_686_b7_f7:132_5","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsmr"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsn8","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsn8-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo facing each other, 1965 [19A]","clus_686_b7_f7:132_19A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsn8"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gsps","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gsps-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo waving, 1965 [15A]","clus_686_b7_f7:132_15A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gsps"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwck","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwck-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson at podium with Upper Voltian President Maurice Yaméogo, 1965 [9_1]","clus_686_b7_f7:132_9_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwck"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwd3","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwd3-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, Upper Voltian President Maurice Yaméogo and General walking, 1965 [8_2]","clus_686_b7_f7:132_8_2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwd3"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwfm","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwfm-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Johnson, Lady Bird, 1912-|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, Upper Voltian President Maurice Yaméogo, and Laby Bird, 1965 [8A]","clus_686_b7_f7:132_8A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwfm"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwg4","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwg4-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo with arm raised, 1965 [7]","clus_686_b7_f7:132_7","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwg4"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwhn","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwhn-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Grissom, Virgil I.|~|Young, John (John Watts), 1930-","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","Astronauts Gus Grissom and John Young exiting automobile, 1965 [6_1]","clus_686_b7_f7:132_6_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwhn"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwj5","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwj5-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, Upper Voltian President Maurice Yaméogo and General walking, 1965 [9_2]","clus_686_b7_f7:132_9_2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwj5"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwkp","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwkp-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson at podium with Upper Voltian President Maurice Yaméogo, 1965 [8_1]","clus_686_b7_f7:132_8_1","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwkp"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwm6","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwm6-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, Upper Voltian President Maurice Yaméogo and General walking, 1965 [7_2]","clus_686_b7_f7:132_7_2","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwm6"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwnq","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwnq-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [7A]","clus_686_b7_f7:132_7A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwnq"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwp7","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwp7-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson and Upper Voltian President Maurice Yaméogo, 1965 [6]","clus_686_b7_f7:132_6","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwp7"
"Bennett (Walter E.) Photographic Collection","ark:/21198/zz0009gwqr","ark:/21198/zz00011f8m","2","Completed","Work","bennett/masters/21198-zz0009gwqr-1-master.tif","","","","Bennett, Walter E. (Walter Edward), 1921-1995","","","still image","copyrighted","news photographs","Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Yaméogo, Maurice","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","University of California, Los Angeles. $b Library Special Collections","Y","Bennett (Walter E.) photographic collection, 1937-1983, bulk, 1952-1982","1965 March","35 mm.","1965-03","b&w negative","President Lyndon B. Johnson, Upper Voltian President Maurice Yaméogo and Yaméogo's wife, 1965 [9A]","clus_686_b7_f132_9A","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gwqr"
