Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","Helen Vinson, actress, 1925-1939",21198/zz002h2pj4,,Actresses $x American,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Vinson, Helen, $d 1907-1999","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,,uclamss_893_0404,"Helen Vinson, actress, 1925-1939",[between 1925-1939]|~|1925/1939,1 photographic negative,b&w nitrate negative,Half-length portrait photograph of actress Helen Vinson wearing a lamé fabric gown with a matching bolero style jacket and a double-strand pearl choker.,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Helen Vinson,,,,,uclamss_893_0404.jpg,uclamss_893_0404.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Helen Vinson, actress, 1925-1939",21198/zz002h2pkn,,Actresses $x American,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Vinson, Helen, $d 1907-1999","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1939,uclamss_893_0405,"Helen Vinson, actress, 1925-1939",[between 1925-1939],1 photographic negative,b&w nitrate negative,Bust-length portrait photograph of actress Helen Vinson wearing a lamé fabric gown with a matching bolero style jacket and a double-strand pearl choker.,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Helen Vinson,,,,,uclamss_893_0405.jpg,uclamss_893_0405.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Helen Vinson, actress, photomontage view, 1925-1939",21198/zz002h2pm5,,Actresses $x American,still image,copyrighted,Portrait photographs|~|photomontages|~|black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1939,uclamss_893_0406,"Helen Vinson, actress, photomontage view, 1925-1939",[between 1925-1939],1 photographic negative,b&w nitrate negative,Photomontage bust-length portrait of the actress Helen Vinson showing her face frontal and in left profile views.,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Helen Vinson,,,,,uclamss_893_0406.jpg,uclamss_893_0406.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Helen Vinson, actress, photomontage view, 1925-1939",21198/zz002h2pnp,,Actresses $x American,still image,copyrighted,Portrait photographs|~|photomontages|~|black-and-white photographs|~|cellulose nitrate film,"Vinson, Helen, $d 1907-1999","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1939,uclamss_893_0407,"Helen Vinson, actress, photomontage view, 1925-1939",[between 1925-1939],1 photographic negative,b&w nitrate negative,Photomontage bust-length portrait of the actress Helen Vinson showing her face frontal and in right profile views.,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Helen Vinson,,,,,uclamss_893_0407.jpg,uclamss_893_0407.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Seated Japanese man with sword, 1930-1960",21198/zz002h2pp6,,,still image,copyrighted,acetate film|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0408,"Seated Japanese man with sword, 1930-1960",[between 1930-1960],1 photographic negative,b&w acetate negative,Seated Japanese man with sword,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0408.jpg,uclamss_893_0408.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Japanese man holding a sword, 1930-1960",21198/zz002h2pqq,,,still image,copyrighted,acetate film|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0409,"Japanese man holding a sword, 1930-1960",[between 1930-1960],1 photographic negative,b&w acetate negative,"Japanese man in kimono, kneeling on a platform and holding a sword in one hand above his head and pointing downwards",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0409.jpg,uclamss_893_0409.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Asian-looking man standing, probably in Will Connell's photography studio, 1930-1960",21198/zz002h2pr7,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0410,"Asian-looking man standing, probably in Will Connell's photography studio, 1930-1960",,1 photographic negative,b&w nitrate negative,Asian-looking man wearing a cap and a dark Chinese style jacket and trousers against a white backdrop,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0410.jpg,uclamss_893_0410.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Asian-looking man seated, probably in Will Connell's photography studio, 1930-1960",21198/zz002h2psr,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0411,"Asian-looking man seated, probably in Will Connell's photography studio, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,"Photograph of an Asian-looking man seated on a bench and holding a paper in one hand, wearing a cap and a dark Chinese style jacket and trousers against a white backdrop",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0411.jpg,uclamss_893_0411.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Asian-looking man, probably in Will Connell's photography studio, 1930-1960",21198/zz002h2pt8,,,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0412,"Asian-looking man, probably in Will Connell's photography studio, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,Bust-length photographic portrait of an Asian-looking man wearing a cap and a dark Chinese style jacket,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0412.jpg,uclamss_893_0412.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Asian-looking man, probably in Will Connell's photography studio, 1930-1960",21198/zz002h2pvs,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0413,"Asian-looking man, probably in Will Connell's photography studio, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,Bust-length photographic portrait of an Asian-looking man smoking a cigarette (?) and wearing a dark Chinese style jacket,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0413.jpg,uclamss_893_0413.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man looking through a microscope, 1930-1960",21198/zz002h2pw9,,Microscopes,still image,copyrighted,acetate film|~|black-and-white photographs,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0414,"Man looking through a microscope, 1930-1960",[between 1930-1960],1 photographic negative,b&w acetate negative,"Close-up view of a man looking through a microscope, with tenebrist lighting",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0414.jpg,uclamss_893_0414.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man looking through a hand lens, 1930-1960",21198/zz002h2pxt,,Hand lenses,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0415,"Man looking through a hand lens, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,"Close-up view of a man looking through a magnifying glass, with tenebrist lighting",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0415.jpg,uclamss_893_0415.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man looking through a hand lens, 1930-1960",21198/zz002h2pzb,,Hand lenses,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0416,"Man looking through a hand lens, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,"Close-up view of a man looking through a magnifying glass, with tenebrist lighting",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0416.jpg,uclamss_893_0416.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man looking through a glasses with attached square lenses, 1930-1960",21198/zz002h2q0b,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1960,uclamss_893_0417,"Man looking through a glasses with attached square lenses, 1930-1960",[between 1930-1960],1 photographic negative,b&w nitrate negative,"Close-up view of a man looking through glasses with attached magnifying square lenses, with tenebrist lighting",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: David / Chinaman / Colonel Otto,,,,,uclamss_893_0417.jpg,uclamss_893_0417.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",21198/zz002h2q1v,,Cartoonists,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Herriman, George, $d 1880-1944|~|Herriman, George, $d 1880-1944","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0418,"George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Text from negative sleeve: Geo Herriman|~|Three-quarter length, three-quarter pose portrait photograph of George Herriman, seated and holding a cigarette, wearing a 3-piece suit|~|George Joseph Herriman was an American cartoonist best known for the comic strip Krazy Kat (1913–1944). An influential comic strip, Krazy Kat had an appreciative audience among people in the arts.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0418.jpg,uclamss_893_0418.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",21198/zz002h2q2c,,Cartoonists,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Herriman, George, $d 1880-1944","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0419,"George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Half-length portrait photograph of George Herriman, seated and holding a cigarette, wearing a 3-piece suit|~|George Joseph Herriman was an American cartoonist best known for the comic strip Krazy Kat (1913–1944). An influential comic strip, Krazy Kat had an appreciative audience among people in the arts.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0419.jpg,uclamss_893_0419.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",21198/zz002h2q3w,,Cartoonists,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Herriman, George, $d 1880-1944","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0420,"George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Bust-length, three-quarter view portrait photograph of George Herriman wearing a 3-piece suit|~|George Joseph Herriman was an American cartoonist best known for the comic strip Krazy Kat (1913–1944). An influential comic strip, Krazy Kat had an appreciative audience among people in the arts.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0420.jpg,uclamss_893_0420.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",21198/zz002h2q4d,,Cartoonists,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Herriman, George, $d 1880-1944","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0421,"George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"George Joseph Herriman was an American cartoonist best known for the comic strip Krazy Kat (1913–1944). An influential comic strip, Krazy Kat had an appreciative audience among people in the arts.|~|Three-quarter length, three-quarter pose  portrait photograph of George Herriman, seated and holding a cigarette, wearing a 3-piece suit",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0421.jpg,uclamss_893_0421.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",21198/zz002h2q5x,,Cartoonists,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Herriman, George, $d 1880-1944","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0422,"George Herriman, cartoonist of Krazy Kat, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"George Joseph Herriman was an American cartoonist best known for the comic strip Krazy Kat (1913–1944). An influential comic strip, Krazy Kat had an appreciative audience among people in the arts.|~|Bust-length, frontal view view portrait photograph of George Herriman, wearing a 3-piece suit",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0422.jpg,uclamss_893_0422.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",21198/zz002h2q6f,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0423,"Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Bust-length portrait photograph of Mabel ""Toots"" Herriman (1903-1962) or Barbara ""Bobbie"" Herriman (1908-1939), wearing a striped knit dress|~|Mabel ""Toots"" Herriman and Barbara ""Bobbie"" Herriman (1908-1939), were the daughters of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0423.jpg,uclamss_893_0423.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",21198/zz002h2q7z,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0424,"Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel ""Toots"" Herriman and Barbara ""Bobbie"" Herriman (1908-1939), were the daughters of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Mabel ""Toots"" Herriman (1903-1962) or Barbara ""Bobbie"" Herriman (1908-1939), seated on a bench and leaning back to look towards the viewer",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0424.jpg,uclamss_893_0424.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel Herriman and one of her daughters (Mabel or Barbara), Los Angeles, 1925-1931",21198/zz002h2q8g,,,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Herriman, Mabel Lillian Bridge, $d 1881-1931","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0425,"Mabel Herriman and one of her daughters (Mabel or Barbara), Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel Herriman was the wife of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Portrait photograph of Mabel Herriman (right) and one of her daughters, Mabel ""Toots"" Herriman (1903-1962), or Barbara ""Bobbie"" Herriman (1908-1939), seated on a bench and leaning back to look towards the viewer",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0425.jpg,uclamss_893_0425.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel Herriman, Los Angeles, 1925-1931",21198/zz002h2q90,,,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Herriman, Mabel Lillian Bridge, $d 1881-1931","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0426,"Mabel Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel Herriman was the wife of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Bust-length portrait photograph of Mabel Herriman, seated in profile, looking out toward the viewer",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0426.jpg,uclamss_893_0426.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel Herriman, Los Angeles, 1925-1931",21198/zz002h2qbh,,,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Herriman, Mabel Lillian Bridge, $d 1881-1931","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0427,"Mabel Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel Herriman was the wife of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Half-length portrait photograph of Mabel Herriman, seated in profile, looking out in three-quarter view",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0427.jpg,uclamss_893_0427.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",21198/zz002h2qc1,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0428,"Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel ""Toots"" Herriman and Barbara ""Bobbie"" Herriman (1908-1939), were the daughters of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Mabel ""Toots"" Herriman (1903-1962) or Barbara ""Bobbie"" Herriman (1908-1939), seated on a bench and looking down to the right",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0428.jpg,uclamss_893_0428.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",21198/zz002h2qdj,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1931,uclamss_893_0429,"Mabel ""Toots"" Herriman or Barbara ""Bobbie"" Herriman, Los Angeles, 1925-1931",[between 1925-1931],1 photographic negative,b&w nitrate negative,"Mabel ""Toots"" Herriman and Barbara ""Bobbie"" Herriman (1908-1939), were the daughters of George Joseph Herriman, an American cartoonist best known for the comic strip Krazy Kat (1913–1944).|~|Bust-length portrait photograph of Mabel ""Toots"" Herriman (1903-1962) or Barbara ""Bobbie"" Herriman (1908-1939), wearing a jacket and a striped knit neck scarf",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Geo Herriman,,,,,uclamss_893_0429.jpg,uclamss_893_0429.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Stand of trees, circa 1920",21198/zz002h2qf2,,Trees,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0430,"Stand of trees, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Photograph of a stand of trees, out of focus",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0430.jpg,uclamss_893_0430.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man smoking a pipe at a snowy lookout point, circa 1920",21198/zz002h2qgk,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0431,"Man smoking a pipe at a snowy lookout point, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0431.jpg,uclamss_893_0431.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Mountain meadow, circa 1920",21198/zz002h2qh3,,Meadows,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0432,"Mountain meadow, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0432.jpg,uclamss_893_0432.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Airplane in sky above tree tops and mountains, circa 1920",21198/zz002h2qjm,,Biplanes,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0433,"Airplane in sky above tree tops and mountains, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,Photograph of a biplane in the sky above tree tops and mountains,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0433.jpg,uclamss_893_0433.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (possibly) and another man next to parked motorcycles in front of a rural church, circa 1920",21198/zz002h2qk4,,Photographers $z United States,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0434,"Will Connell (possibly) and another man next to parked motorcycles in front of a rural church, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"View of 2 men, with motorcycles stopped in front of a small, rural wooden church across a dirt road. The man wearing the tall hat may by Will Connell. A fence is in the background on the left.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0434.jpg,uclamss_893_0434.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man in snow-covered landscape, circa 1920",21198/zz002h2qmn,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0435,"Man in snow-covered landscape, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0435.jpg,uclamss_893_0435.tif,Work,21198/zz002h2fpt
