Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Rights.publicationNote,Name.subject,Subject.geographicPlace,Rights.servicesContact,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Subject.category,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Coverage.spatialLatitude,Coverage.spatialLongitude,Alt ID.callNo,AltTitle.other,Alt ID.url,Description.abstract,masterImageName
Arkatov (James) Collection,21198/zz001hps5k,21198/zz001dzc12,Work,21198-zz001hps5k_1300137_master.tif,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,,"McFerrin, Bobby",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 2001",2001-02,Black and white photograph of American singer Bobby McFerrin seated and singing into a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin singing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps5k_1300137_master.tif
Arkatov (James) Collection,21198/zz001hps63,21198/zz001dzc12,Work,21198-zz001hps63_1299599_master.tif,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,,"McFerrin, Bobby",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People,"September, 1999",1999-09,Black and white photograph of American singer Bobby McFerrin singing into a microphone. Children are in both the foreground and background of the photograph.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin with an audience of children, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps63_1299599_master.tif
Arkatov (James) Collection,21198/zz001hps7m,21198/zz001dzc12,Work,21198-zz001hps7m_1299563_master.tif,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,,"McFerrin, Bobby",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1999",1999-09,Black and white photograph of American singer Bobby McFerrin holding a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin holding a microphone, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps7m_1299563_master.tif
Arkatov (James) Collection,21198/zz001hps84,21198/zz001dzc12,Work,21198-zz001hps84_1300150_master.tif,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,,"McFerrin, Bobby",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 2001",2001-02,Black and white photograph of American singer Bobby McFerrin singing into a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin singing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps84_1300150_master.tif
Arkatov (James) Collection,21198/zz001hps9n,21198/zz001dzc12,Work,21198-zz001hps9n_1300163_master.tif,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,,"McLean, Jackie",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"October, 1996",1996-10,Black and white photograph of American alto saxophonist Jackie McLean playing the saxophone.,California--Los Angeles,uclamus_340_b1_f13,"Jackie McLean playing the saxophone, Los Angeles, October 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps9n_1300163_master.tif
Arkatov (James) Collection,21198/zz001hpsb5,21198/zz001dzc12,Work,21198-zz001hpsb5_1300144_master.tif,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,,"McFerrin, Bobby",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 2001",2001-02,Black and white photograph of American singer Bobby McFerrin singing into a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin singing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hpsb5_1300144_master.tif
Arkatov (James) Collection,21198/zz001hq4s5,21198/zz001dzc12,Work,21198-zz001hq4s5_1300188_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,,"Mehldau, Brad",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing the piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4s5_1300188_master.tif
Arkatov (James) Collection,21198/zz001hq4tp,21198/zz001dzc12,Work,21198-zz001hq4tp_1300175_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Bass guitarists--United States,copyrighted,Y,unknown,,"Meeks, Charles",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Bass guitar,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"April, 1997",1997-04,"Black and white photograph of Charles Meeks, American bass guitarist. He is playing the bass guitar which is hanging on his shoulder strap.",California--Los Angeles,uclamus_340_b1_f13,Charles Meeks playing the bass guitar in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4tp_1300175_master.tif
Arkatov (James) Collection,21198/zz001hq4v6,21198/zz001dzc12,Work,21198-zz001hq4v6_1300199_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States,copyrighted,Y,unknown,,"Mehldau, Brad",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing an upright piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4v6_1300199_master.tif
Arkatov (James) Collection,21198/zz001hq4wq,21198/zz001dzc12,Work,21198-zz001hq4wq_1300172_master.tif,,still image,Black-and-white photographs,Pianists $z England,copyrighted,Y,unknown,,"McPartland, Marian",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,Black and white photograph of English pianist and bandleader Marian McPartland at the piano.,California--Los Angeles,uclamus_340_b1_f13,"Marian McPartland playing piano in Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hq4wq_1300172_master.tif
Arkatov (James) Collection,21198/zz001hq4x7,21198/zz001dzc12,Work,21198-zz001hq4x7_1300208_master.tif,,still image,Black-and-white photographs,Pianists $z United States|~|Jazz singers $z United States,copyrighted,Y,,,"Mehldau, Brad",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing an upright piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4x7_1300208_master.tif
Arkatov (James) Collection,21198/zz001hq4zr,21198/zz001dzc12,Work,21198-zz001hq4zr_1300166_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,,"McKenna, Dave",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 10, 1997",1997-06-10,Black and white photograph of American swing pianist Dave McKenna.,California--Los Angeles,uclamus_340_b1_f13,Dave McKenna playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4zr_1300166_master.tif
Arkatov (James) Collection,21198/zz001hq50r,21198/zz001dzc12,Work,21198-zz001hq50r_1300230_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,,"Parker, Leon",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,Black and white photograph of jazz percussionist and composer Leon Parker playing the drums.,California--Los Angeles,uclamus_340_b2_f14,"Leon Parker playing the drums, Los Angeles, September 1995 [descriptive].",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq50r_1300230_master.tif
Arkatov (James) Collection,21198/zz001hq518,21198/zz001dzc12,Work,21198-zz001hq518_1300238_master.tif,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,"Parks, Dean",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"March, 1998",1998-03,Black and white photograph of American guitarist Dean Parks.,California--Los Angeles,uclamus_340_b2_f14,"Dean Parks playing the guitar in Los Angeles , February 2000[descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hq518_1300238_master.tif
Arkatov (James) Collection,21198/zz001hq52s,21198/zz001dzc12,Work,21198-zz001hq52s_1300221_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Flute players--United States,copyrighted,Y,unknown,,"Payne, Cecil",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flutes,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June, 1999",1999-06,"Black and white photograph of Cecil Payne.  Payne, who is one of the finest American baritone saxophonists, is playing the flute.",California--Los Angeles,uclamus_340_b2_f14,Cecil Payne playing the flute in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq52s_1300221_master.tif
Arkatov (James) Collection,21198/zz001hq539,21198/zz001dzc12,Work,21198-zz001hq539_1300169_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,,"McKenna, Dave",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 10, 1997",1997-06-10,Black and white photograph of American swing pianist Dave McKenna playing piano.,California--Los Angeles,uclamus_340_b1_f13,Dave McKenna playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq539_1300169_master.tif
Arkatov (James) Collection,21198/zz001hq54t,21198/zz001dzc12,Work,21198-zz001hq54t_1300244_master.tif,,still image,color photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Pasqua, Alan",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"June, 2001",2001-06,Color photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hq54t_1300244_master.tif
Arkatov (James) Collection,21198/zz001hq55b,21198/zz001dzc12,Work,21198-zz001hq55b_1300251_master.tif,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Pasqua, Alan",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"June, 2001",2001-06,Black-and-white photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq55b_1300251_master.tif
Arkatov (James) Collection,21198/zz001hq56v,21198/zz001dzc12,Work,21198-zz001hq56v_1300292_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Payton, Nicholas",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing double bass in the background.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq56v_1300292_master.tif
Arkatov (James) Collection,21198/zz001hq57c,21198/zz001dzc12,Work,21198-zz001hq57c_1300311_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Payton, Nicholas",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing saxophone next to him.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq57c_1300311_master.tif
Arkatov (James) Collection,21198/zz001hq58w,21198/zz001dzc12,Work,21198-zz001hq58w_1300326_master.tif,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,,"Person, Eric",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of American saxophonist Eric Person playing a soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,"Eric Person playing soprano sax in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq58w_1300326_master.tif
Arkatov (James) Collection,21198/zz001hq59d,21198/zz001dzc12,Work,21198-zz001hq59d_1300301_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Payton, Nicholas",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing saxophone next to him.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq59d_1300301_master.tif
Arkatov (James) Collection,21198/zz001hq5bx,21198/zz001dzc12,Work,21198-zz001hq5bx_1300322_master.tif,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,,"Person, Eric",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"February, 1997",1997-02,Black and white photograph of American saxophonist Eric Person on soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,"Eric Person playing soprano sax in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq5bx_1300322_master.tif
Arkatov (James) Collection,21198/zz001hq5cf,21198/zz001dzc12,Work,21198-zz001hq5cf_1300259_master.tif,,still image,color photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Pasqua, Alan",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"June, 2001",2001-06,Color photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hq5cf_1300259_master.tif
Arkatov (James) Collection,21198/zz001hq5dz,21198/zz001dzc12,Work,21198-zz001hq5dz_1300268_master.tif,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Pasqua, Alan",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"June, 2001",2001-06,Black-and-white photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq5dz_1300268_master.tif
Arkatov (James) Collection,21198/zz001hq5fg,21198/zz001dzc12,Work,21198-zz001hq5fg_1300281_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Payton, Nicholas",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001hq5fg_1300281_master.tif
Arkatov (James) Collection,21198/zz001hq79c,21198/zz001dzc12,Work,21198-zz001hq79c_1300466_master.tif,,still image,Black-and-white photographs,Saxophonists--United States|~|Double bassists $z United States,copyrighted,Y,unknown,,"Colley, Scott|~|Potter, Chris",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[June 19, 2001?]",2001-06-19,Black and white photograph of Chris Potter playing soprano saxophone and Scott Colley on double bass.,California--Los Angeles,uclamus_340_b2_f14,Chris Potter and Scott Colley are performing in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq79c_1300466_master.tif
Arkatov (James) Collection,21198/zz001hq7bw,21198/zz001dzc12,Work,21198-zz001hq7bw_1300388_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Edwards, Teddy, $d 1924-2003|~|Ponomarev, Valery",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,"Black and white photograph of American trumpet player Teddy Edwards with American saxophonist Valery Ponomarev, performing. Ponomarev defected to the West from his native Russia in 1973.",California--Los Angeles,uclamus_340_b1_f5,"Teddy Edwards playing the tenor sax and Valery Ponomarev playing the trumpet, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7bw_1300388_master.tif
Arkatov (James) Collection,21198/zz001hq7cd,21198/zz001dzc12,Work,21198-zz001hq7cd_1300409_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,,"Ponomarev, Valery",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,Black and white photograph of American trumpeter Valery Ponomarev playing the trumpet. Ponomarev defected to the West from his native Russia in 1973.,California--Los Angeles,uclamus_340_b2_f14,"Valery Ponomarev playing the trumpet, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7cd_1300409_master.tif
Arkatov (James) Collection,21198/zz001hq7dx,21198/zz001dzc12,Work,21198-zz001hq7dx_1300460_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States|~|Double bassists $z United States,copyrighted,Y,unknown,,"Colley, Scott|~|Potter, Chris",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[June 19, 2001?]",2001-06-19,Black and white photograph of Chris Potter playing saxophone and Scott Colley on double bass.,California--Los Angeles,uclamus_340_b2-f14,Chris Potter and Scott Colley are performing in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7dx_1300460_master.tif
Arkatov (James) Collection,21198/zz001hq7ff,21198/zz001dzc12,Work,21198-zz001hq7ff_1300358_master.tif,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,"Pisano, John, 1931-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May, 2007",2007-05,Black and white photograph of American guitarist John Pisano.,California--Los Angeles,uclamus_340_b2_f14,"John Pisano playing guitar in Los Angeles, May 2007 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7ff_1300358_master.tif
Arkatov (James) Collection,21198/zz001hq7gz,21198/zz001dzc12,Work,21198-zz001hq7gz_1300440_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 19, 2001",2001-06-19,Black and white photograph of saxophonist Chris Potter playing soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,Chris Potter playing the soprano saxonphone in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7gz_1300440_master.tif
Arkatov (James) Collection,21198/zz001hq7hg,21198/zz001dzc12,Work,21198-zz001hq7hg_1300382_master.tif,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,"Pisano, John, 1931-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May, 2007",2007-05,Black and white photograph of American guitarist John Pisano.,California--Los Angeles,uclamus_340_b2_f14,"John Pisano playing guitar in Los Angeles, May 2007[descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7hg_1300382_master.tif
Arkatov (James) Collection,21198/zz001hq7j0,21198/zz001dzc12,Work,21198-zz001hq7j0_1300476_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,,"Colley, Scott",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[June 19, 2001?]",2001-06-19,"Black and white photograph of American double bass player Scott Colley, playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,"Scott Colley playing the double bass, Los Angeles, June 19, 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7j0_1300476_master.tif
Arkatov (James) Collection,21198/zz001hq7kh,21198/zz001dzc12,Work,21198-zz001hq7kh_1300391_master.tif,,still image,Black-and-white photographs,Trumpet players $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Edwards, Teddy, $d 1924-2003|~|Ponomarev, Valery",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1996",1996-08,"Black and white photograph of American saxophonist Teddy Edwards with American trumpet player Valery Ponomarev, performing. Ponomarev defected to the West from his native Russia in 1973.",California--Los Angeles,uclamus_340_b1_f5,"Teddy Edwards playing the tenor sax and Valery Ponomarev playing the trumpet, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7kh_1300391_master.tif
Arkatov (James) Collection,21198/zz001hq7m1,21198/zz001dzc12,Work,21198-zz001hq7m1_1300419_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,"Potter, Chris",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"June 19, 2001",2001-06-19,Black and white photograph of saxophonist Chris Potter playing soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,Chris Potter playing the soprano saxophone in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7m1_1300419_master.tif
Arkatov (James) Collection,21198/zz001hq7r3,21198/zz001dzc12,Work,21198-zz001hq7r3_1300491_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,,"Colley, Scott",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[June 19, 2001?]",2001-06-19,"Black and white photograph of American double bass player Scott Colley, playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,"Scott Colley playing the double bass, Los Angeles, June 19, 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7r3_1300491_master.tif
