Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sdsc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sdsc-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,Travel sketches|~|uclamss_1179_b0004_f14_1038,,Group of ten figures wearing brightly colored clothing and large hats.,Group of Ten Figures,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sdsc
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sdzz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sdzz-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,Travel sketches|~|uclamss_1179_b0004_f15_0444,,Group of three figures wearing [traditional] clothing.  One figure is wearing a red dome-shaped hat.,Group of Three Figures,1957,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sdzz
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sf20,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sf20-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,Travel sketches|~|uclamss_1179_b0004_f16_0441,,Full figure female standing with her arms spread out to her sides.,Ja[i],1957,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sf20
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sf41,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sf41-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",12 x 11.5 cm print on 22 x 20 cm tracing paper.,Travel sketches|~|uclamss_1179_b0004_f17_0210,,"Two figures, a man and a woman in a dancing stance, in front of a group of buildings in the background.",Man and Woman in Dancing Stance,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sf41
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sf5j,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sf5j-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",16 x 12.5 cm print on 28 x 23 cm paper.,Travel sketches|~|uclamss_1179_b0004_f18_1259,,"Print of a nude woman standing with her right arm bent.  A miniature person is standing in her open right hand.  The woman's knees are slightly bent, and she is holding the bottom of a [robe] in her left hand that is draped over her right elbow.",Mésalliance,1920,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sf5j
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqj3,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqj3-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20.5 x 8.5,Travel sketches|~|uclamss_1179_b0004_f19_1260,,"The drawing portrays a woman wearing [traditional clothing] standing, facing towards the viewer.",Nach Der Magern Darinka Bei Orasje,1915 March 16,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqj3
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqkm,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqkm-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",16 x 12.5 cm print on 32 x 24.5 cm paper.,Travel sketches|~|uclamss_1179_b0004_f20_1080,,"Print of a nude woman standing with her right arm bent.  A miniature person is standing in her open right hand.  The woman's knees are slightly bent, and she is holding the bottom of a [robe] in her left hand that is draped over her right elbow.",Nude Woman Holding Miniature Man,1919,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqkm
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqnn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqnn-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,California,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 27.5 cm,Travel sketches|~|uclamss_1179_b0004_f23_0087,,Drawing of a man wearing a [cowboy hat] standing next to a man on horseback.,Palomar,1932,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqnn
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqp5,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqp5-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",24 x 17.5 cm,Travel sketches|~|uclamss_1179_b0004_f24_1158,,View of a male shirtless figure lying down reading a book.  A closed trunk is sitting on the ground next to him.,Red Sea,19[38],,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqp5
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqqp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqqp-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",24 x 17.5 cm,Travel sketches|~|uclamss_1179_b0004_f26_0206,,"The drawing portrays three Sikhs standing near a fourth figure wearing a [military uniform] somewhere near the Himalaya.  A male Sikh, wearing traditional clothing, is facing towards the viewer.  Two female Sikhs, wearing traditional clothing, are standing next to the male Sikh, facing in opposite directions.  Standing next to the three Sikhs is a male [officer in uniform], facing away from the viewer.","Sikhs, Himalaya",193[3],,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqqp
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqr6,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqr6-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,Travel sketches|~|uclamss_1179_b0004_f27_0443,,"Two figures dancing.  The [male] figure is wearing a yellow top, black pants, and boots.  The [female] figure is wearing a black top and green skirt.",Two Figures Dancing,1957,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqr6
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqsq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqsq-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 27.5 cm,Travel sketches|~|uclamss_1179_b0004_f28_0442,,Two figures wearing [traditional] clothing standing facing away from the viewer.|~|Title supplied by archivist,Two Figures Facing Away from Viewer,1957,1 drawing,1957,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqsq
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqt7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqt7-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19 cm,Travel sketches|~|uclamss_11179_b0004_f29_0123,,Two figures in brightly colored costume facing towards the viewer.|~|Title supplied by archivist,Two Figures in Costume Facing Towards Viewer,1919,1 drawing,1919,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqt7
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqw8,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqw8-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",26.5 x 18 cm,Travel sketches|~|uclamss_1179_b0004_f30_1103,,"Standing full figure of an [Asian] woman dressed in black, facing slightly left towards the viewer.|~|Title supplied by archivist.",Woman Dressed in Black,,1 drawing,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqw8
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqxs,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqxs-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Switzerland,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",13 x 10 cm print on 32.5 x 24 cm paper.,Travel sketches|~|uclamss_1179_b0004_f31_1262,,"Print of Penthesilea nude on a large horse.  She is seated in a side saddle position, however no saddle is on the horse, and her left arm is outstretched with her hand holding on to the horses mane.|~|Inscription on print reads ""Zürich."" Inscription on paper reads ""Penthesilea [?]."" Signed on bottom left of print. Signed and dated below print on right.","Zurich, Penthesilea",1919,1 drawing,1919,pencil on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqxs
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sqz9,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sqz9-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 31.5 cm,Travel sketches|~|uclamss_1179_b0004_f32_1032,,"Drawing of a sedan chair with a domed roof, curved poles, and a curved front.",Sedan Chair,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sqz9
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sr09,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sr09-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 32 cm,Travel sketches|~|uclamss_1179_b0004_f33_0120,,Elevated view of two single-story structures and palm trees along the Amazon River.  The far bank of the river can be seen in the distance.,Amazon,1945,1 drawing,1945,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sr09
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sr2b,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sr2b-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19.5 cm,Travel sketches|~|uclamss_1179_b0004_f34_1166,,View through an archway with a path leading to an unidentified landscape.|~|Title supplied by archivist.,"Archway to Landscape, 1918",1918,1 drawing,1918,Charcoal? on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sr2b
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sr3v,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sr3v-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 31.5 cm,Travel sketches|~|uclamss_1179_b0004_f35_0121,,Close-up view of a Bunyan tree.,Bunyan,194?,1 drawing,1940/1949,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sr3v
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sr5w,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sr5w-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,Travel sketches|~|uclamss_1179_b0004_f36_9999,,"View of a [palm tree] next to a wall, with buildings [floating above the ground].  The sun is in the middle of the drawing.|~|Title supplied by archivist.",Children's Drawing of Buildings,,1 drawing,,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sr5w
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssd0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssd0-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x32 cm,Travel sketches|~|uclamss_1179_b0004_f37_1033,,Coastline view with mountain landscape.  Unidentified structures are along the shoreline.,Coastline with Mountain Landscape,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssd0
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssfh,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssfh-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19.5 cm,Travel sketches|~|uclamss_1179_b0004_f38_1165,,View of a covered bridge through a mountain pass.|~|Title supplied by archivist. Signed and dated on bottom right.,Covered Bridge in the Mountains,1918,1 drawing,1918,charcoal on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssfh
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssg1,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssg1-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",24 x 30.5 cm,Travel sketches|~|uclamss_1179_b0004_f39_0430,,Elevated view of a terraced hill with a mountain peak directly behind it.  Mountains are in the background.,Di[...],1959,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssg1
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sshj,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sshj-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",18 x 24.5 cm,Travel sketches|~|uclamss_1179_b0004_f40_0074,,Elevated view of a coastal town with mountains in the distant background.,Elevated View of a Coastal Town,1930,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sshj
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssj2,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssj2-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 17 cm,Travel sketches|~|uclamss_1179_b0004_f41_1128,,"Elevated view of a [river] running through a canyon, with mountains in the background.",Elevated View of Canyon with River,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssj2
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sskk,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sskk-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",19.5 x 27 cm,Travel sketches|~|uclamss_1179_b0004_f42_0014,,"Elevated view of structures on a hill covered with grass, bushes and trees.  Rolling hills with trees are in the foreground.  Mountains can be seen in the left background.",Elevated View of Structures on a Hill,1918,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sskk
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssm3,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssm3-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19.5 cm,Travel sketches|~|uclamss_1179_b0004_f43_0067,,Elevated view of unidentified structures on a mountaintop.  Below the mountaintop is a grassy field.  A mountain range is in the background.,Elevated View of Structures on a Mountaintop,1918,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssm3
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssnm,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssnm-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 17 cm,Travel sketches|~|uclamss_1179_b0004_f44_1239,,Close-up view of five yellow flowers with vines and shrubbery in the background.,Five Yellow Flowers,1918,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssnm
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssp4,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssp4-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19.5 cm,Travel sketches|~|uclamss_1179_b0004_f45_1048,,"View of a gazebo in a garden area behind a multi-storied home.  The gazebo features a dome top, columns, a balustrade, and a garden statue.  Behind the gazebo are green, yellow, and purple colored trees.",Gazebo Garden,1919,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssp4
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssqn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssqn-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 22.5 cm,Travel sketches|~|uclamss_1179_b0004_f46_1251,,View of a courtyard with an orange tree.  Columned archways are in the immediate background.,"Huejocingo, S. Miguel",1937,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssqn
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014ssr5,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014ssr5-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 19.5 cm,Travel sketches|~|uclamss_1179_b0004_f47_0144,,"Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: ""winter-dry brush in deep snow.""|~|View up a small hill towards a group of thin, leafless trees.",Leafless Trees on a Hill,1918,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ssr5
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0014sssp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0014sssp-1-master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 27.5 cm,Travel sketches|~|uclamss_1179_b0004_f48_1060,,View across grassy field towards a mountain range.,Mountains,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sssp
