Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Description.latitude,Name.fashionDesigner,Description.longitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbbk,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329573a.tif,,,,Presidents--United States--Election--1988|~|Government|~|People,still image,news photographs,"Dukakis, Michael S. (Michael Stanley), 1933",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"McKoy, Kirk",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3917_307364-1,"George W. H. Bush and Michael Dukakis at presidential debate at UCLA, 1988",,"October 14, 1988",1 photograph,b&w negative,35 mm.,1988-10-14,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbbk
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbc3,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329574a.tif,,,,Chinese American musicians|~|Violoncellists|~|People|~|Arts|~|Culture,still image,news photographs,"Ma, Yo-Yo, 1955- --Performances--California--Los Angeles",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Galvez, Jose",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3918_307415,"Cellist Yo-Yo Ma performing with the Los Angeles Philharmonic, 1988",Yo-Yo Ma brings muted passion to Haydn's C-major Cello Concerto with Andre Previn and Los Angeles Philharmonic at the Music Center.,"October 29, 1988",1 photograph,b&w negative,35 mm.,1988-10-29,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbc3
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbdm,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329575a.tif,,,,Reporters and reporting--California|~|Insurance--Law and legislation--California|~|Referendum--California|~|Political activists--United States|~|Government|~|People,still image,news photographs,"Nader, Ralph",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",California,,,,"Fry, George R.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3918_307430,"Ralph Nader talking with reporter during campaign for California Proposition 103, 1988",Ralph Nader on the stump for Proposition 103: talking to a TV reporter at the market..,"November 2, 1988",1 photograph,b&w negative,35 mm.,1988-11-02,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbdm
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbf4,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329576a.tif,,,,African American mayors--California--Los Angeles|~|Mayors--California--Los Angeles|~|Shopping malls--California--Los Angeles County|~|Dedications--California--Los Angeles County|~|Urban renewal--California--Los Angeles County|~|Government|~|People,still image,news photographs,"Bradley, Tom, 1917-1998 (Los Angeles Mayor : 1973-1993)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Officials and employees,,,,"Gabriel, Robert",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3919_307446,"Mayor Tom Bradley at podium during opening of Crenshaw Mall in Los Angeles, Calif., 1988","To accomplish the overhaul of the 100-store complex, Bradley said, ""we fought the doubts and fears of the community.""","November 5, 1988",1 photograph,b&w negative,35 mm.,1988-11-05,-118.345203995704,34.0172023182055,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbf4
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbgn,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329577a.tif,,,,"Multiculturalism--Political aspects--United States|~|Presidents--United States--Election--1988|~|Political campaigns--California, Southern|~|Government|~|People",still image,news photographs,"Bush, George, 1924- (U.S. Vice President : 1981-1988)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Covina (Calif.),,,,"McKoy, Kirk",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3919_307452,"George W. H. Bush with ethnic performers during presidential campaign stop in Covina, Calif., 1988",Reaching for victory-- George Bush mingles with ethnic performers at festival in Covina park.,"November 7, 1988",1 photograph,b&w negative,35 mm.,1988-11-07,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbgn
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbh5,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329578a.tif,,,,Public buildings $z California $z Los Angeles|~|Fires--California--Los Angeles County|~|Landmarks|~|Disaster,still image,news photographs,"Hall of Justice (Los Angeles County, Calif.)--Fire, 1988",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Los Angeles (Calif.)--Buildings, structures, etc.",,,,"Rapping, Anacleto",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3919_307466,"Fire at the Hall of Justice in Los Angeles, Calif., 1988",Black smoke billows from the Hall of Justice on Temple Street…,"November 9, 1988",1 photograph,b&w negative,35 mm.,1988-11-09,-118.243307,34.0550631,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbh5
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbjp,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061370a.tif,,,,"World War, 1939-1945--Veterans--California--Los Angeles|~|Cats|~|World War, 1939-1945--Anecdotes|~|Animals|~|War",still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b392_117856,"Pooli, cat who served aboard an United States attack transport during World War II celebrates 15th birthday","WAR VETERAN-Pooli, who rates three service ribbons and four battle stars, shows she can still get into her old uniform as she prepares to celebrate her 15th birthday.  The cat served aboard an attack transport during World War II.","July 4, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-07-04,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbjp
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbk6,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329579a.tif,,,,Political parades & rallies--California--Los Angeles County|~|Presidents--United States--Election--1988|~|Government|~|Activism|~|Culture,still image,news photographs,"Bush, George, 1924- (U.S. Vice President : 1981-1988)--Public opinion",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Keyes, Con",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3921_307480,"Supporters and protesters at George W. H. Bush presidential rally in Los Angeles, Calif., 1988",Los Angeles-area residents demonstrate diversity of expression with homemade signs at a rally for George Bush during campaign.,"November 11, 1988",1 photograph,b&w negative,35 mm.,1988-11-11,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbk6
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbmq,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329580a.tif,,,,Piers--California--Los Angeles County|~|Disaster,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Redondo Beach Pier (Redondo Beach, Calif.)",,,,"Shepler, Lori","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3924_307583,"Remains of fire and storm damaged Redondo Beach Pier, Calif., 1988",Two successive storms and a disastrous fire inflicted damage estimated as high as $6 million on the Redondo Beach Pier.,"December 4, 1988",1 photograph,b&w negative,35 mm.,1988-12-04,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbmq
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbn7,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329581a.tif,,,,Marching bands $z California $z Los Angeles County|~|African American musicians--California--Los Angeles|~|Youth|~|Arts,still image,news photographs,"Gordy, Berry--Awards",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Compton (Calif.),,,,"Galvez, Jose",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3924_307595,"Compton High School band at event honoring Berry Gordy in Compton, Calif., 1988",Compton High School band…waits to play for Berry Gordy.,"December 7, 1988",1 photograph,b&w negative,35 mm.,1988-12-07,-118.2243584,33.895537,"Photographer's note: ""9th grader Devell Howard is towered over by other members of the Compton H.S. band as they entertain for Berry Gordy at Compton City Hall.""",,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbn7
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbpr,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329582a.tif,,,,Fire fighters--California--Los Angeles County|~|Wildfires $z California $z Los Angeles County|~|Disaster,still image,news photographs|~|Night photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Glendale (Calif.),,,,"Friedman, Gary","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3924_307601-1,"Night scene of wild fire burning along Ventura Freeway in Glendale, 1988",Firestorm-- Brush burns along Ventura Freeway (Route 134) in Glendale...,"December 8, 1988",1 photograph,b&w negative,35 mm.,1988-12-08,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbpr
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbq8,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329583a.tif,,,,Christmas decorations--United States|~|Mexican American neighborhoods--California--Los Angeles County|~|Commercial strips--California--Los Angeles County|~|City & town life--California--Los Angeles|~|Signs and signboards|~|Pedestrians $z California $z Los Angeles|~|Storefronts--California--Los Angeles County|~|Lifestyle,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Sunset Boulevard (Los Angeles, Calif.)",,,,"Robinson, Scott","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3925_307631,"Street scene along Sunset Blvd. in Echo Park section of Los Angeles, Calif., 1988","Christmas decorations are in place in the Echo Place commercial section along Sunset Boulevard, here being crossed by a group of pedestrians.","December 18, 1988",1 photograph,b&w negative,35 mm.,1988-12-18,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbq8
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbrs,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329584a.tif,,,,Snow--California--Los Angeles County|~|Landmarks|~|Environment,still image,news photographs|~|Cityscape photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Los Angeles (Calif.)--Buildings, structures, etc.",,,,"Fry, George R.","University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3926_307645,"Cityscape of downtown Los Angeles with backdrop of snow covered mountains viewed from Baldwin Hills, Calif., 1988","Storm front that passed through the Southland left Los Angeles with rain-washed air and a snow-topped mountain backdrop, shown in this view from Baldwin Hills.","December 21, 1988",1 photograph,b&w negative,35 mm.,1988-12-21,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbrs
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbs9,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00329585a.tif,,,,Community centers--California--Los Angeles|~|Boxing--Coaching|~|Mexican American boxers|~|Children with social disabilities--California--Los Angeles County|~|Boxers (Sports)--California--Los Angeles|~|Sports|~|People,still image,news photographs,"Mahar House Community Center (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Wilmington (Los Angeles, Calif.)",,,,"Kennedy, Joe",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3926_307653-1,"Former boxer Mando Ramos working with boys at Mahar House in Wilmington, Calif., 1988","Mando Ramos, former world lightweight champion, works with young boxing prospects at Mahar House on the east side of Wilmington.","December 22, 1988",1 photograph,b&w negative,35 mm.,1988-12-22,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbs9
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbtt,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061371a.tif,,,,Industrial housing--California--Orange County|~|Ranches--California--Orange County|~|Environment,still image,news photographs,Irvine Company,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Irvine Ranch (Calif.),,,,"Carrick, Jack",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b395_118179,"Headquarters camp of Irvine Ranch in Bommer Canyon, Calif., 1959",GRAZING CATTLE-This is the headquarters camp of fabulous Irvine Ranch in Bommer Canyon.  Ranch provides homes like those under trees for most employees in vast operation covering sixth of Orange County.,"July 26, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-07-26,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbtt
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbvb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061372a.tif,,,,Festivals--California--Santa Barbara|~|Events|~|Lifestyle|~|Culture,still image,news photographs,"Santa Inés Mission (Solvang, Calif.)|~|Old Spanish Days Fiesta (Santa Barbara, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Santa Barbara County (Calif.),,,,"Malmin, John",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b396_118233,"Santa Barbara Fiesta, Calif., 1959","WONDERFUL DAYS of old California come to life at Santa Barbara Fiesta with heirloom costumes, songs, dancing and parades.  Ready for colorful annual event, posing before old Santa Ines Mission, Solvang, are, from left standing, Dana Matthew Merrill, Padre Irenaeus O'Sullivan, OFM; King Merrill and Mrs. Merrill (Elenita Francisca de la Cuesta); at fence, from left, Kevin Patrick Merrill, Amanda Bacon, Mrs. John Baptiste Ford Bacon Jr.  In carriage driven by Harvey MacDonald Mr. Bacon Jr. sits with Alicia.","August 2, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-08-02,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbvb
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbwv,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061373a.tif,,,,Beauty contestants--California--Los Angeles County|~|Beat generation--California--Los Angeles|~|Lifestyle|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Venice (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b398_118647,"Posing before a sample of beatnik art are Miss Beatnik of 1959 contestants in Venice, Calif.","BEATNIK BEAUTIES-Posing before a sample of beatnik art are contestants for the title of Miss Beatnik of 1959, which will be conferred Sept. 12 under sponsorship of the Venice Arts Committee.  From left are Michi Monteef, Sammy McCord, Patti McCrory, Shaunna Lea and, in rear, Jan Vandaveer.","August 27, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-08-27,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbwv
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbxc,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061374a.tif,,,,"Painters--California, Southern|~|Beat generation--California--Los Angeles|~|Hearings|~|People|~|Youth|~|Legal|~|Arts",still image,news photographs,"Van Den Heuvel, Nico",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b398_118697-1,"Holly Hanson sits on lap of artist Nico Van Den Heuvel as he waits to testify on behalf of the Gas House, Venice","BEATNIK ART-Holly Hanson, 4, sits on lap of artist Nico Van Den Heuvel to discuss one of his paintings.  The artist is waiting to testify on behalf of the Gas House, Venice, beatnik palace, in a hearing on issuance of an entertainment license to establishment.  Neighbors say they are forced to wear ear plugs.","August 29, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-08-29,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbxc
Los Angeles Times Photographic Archive,ark:/21198/zz0002qbzw,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061375a.tif,,,,Art--Exhibitions|~|Women musicians--California--Los Angeles|~|Beat generation--California--Los Angeles|~|Hearings|~|Lifestyle|~|People|~|Culture,still image,news photographs,"Gas House (Venice Beach, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b398_118697-2,"Beatniks Eric (Big Daddy) Nord and Julie Meredith at the Gas House in Venice Beach, Calif., 1959",WAY OUT ART-Eric (Big Daddy) Nord displays an item from beatnik exhibit as Julie Meredith plays guitar and sings a ballad during recess in Police Commission hearing on license for beatnik hangout.,"September 3, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-09-03,-118.466869,33.9790596,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qbzw
Los Angeles Times Photographic Archive,ark:/21198/zz0002qc0w,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00061376a.tif,,,,Crowds|~|Victory celebrations--California--Los Angeles|~|Sports|~|Youth,still image,news photographs,UCLA Bruins (Football team),copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Westwood (Los Angeles, Calif.)--Buildings, structures, etc.",,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b399_118735,"UCLA students in victory rally celebrating win over USC in football, 1959","CELEBRATION-UCLA students, celebrating last Saturday's 10-3 upset over SC, cheer coaches, players (arrow) at victory rally.","November 24, 1959",1 photograph,b&w negative,10 x 12.5 cm.,1959-11-24,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qc0w
Los Angeles Times Photographic Archive,ark:/21198/zz0002qc1d,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059279a.tif,,,,Multiculturalism--California--Los Angeles County|~|Events|~|International|~|Culture,still image,news photographs,International Institute of Los Angeles,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b4_43216,"International Day celebration at International Institute in Los Angeles, Calif., 1946","FROM MANY LANDS: Singers and dancers from many lands participated yesterday in an International Day celebration at International Institute. They included, left to right, Marian Stagner, Philippines; Ching-Ling Chow, China; Corina Valdez, Spain; Joseph Cernicek, Czechoslovakia; Victoria Jaurequi, Mexico, and Elsa Gippo, Norway.","October 14, 1946",1 photograph,b&w negative,10 x 12.5 cm.,1946-10-14,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qc1d
Los Angeles Times Photographic Archive,ark:/21198/zz0002qc2x,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059280a.tif,,,,Labor unions--California--Los Angeles County|~|Picketing--California--Los Angeles County|~|Sports|~|Activism,still image,news photographs,Building Service Employees' International Union,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b4_43300,"A.F.L. picketing the Los Angeles Rams-Detroit Lions game in Los Angeles, Calif., 1946","LINE MEN: Members of A.F.L. tellers, ushers and doormen's union picket Memorial Coliseum before professional Los Angeles Rams-Detroit Lions game, beginning early Sunday morning, after ""deadline"" for agreeing to union demands had passed.","October 21, 1946",1 photograph,b&w negative,10 x 12.5 cm.,1946-10-21,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qc2x
Los Angeles Times Photographic Archive,ark:/21198/zz0002qc3f,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059281a.tif,,,,"Luaus|~|Polynesian--Societies, etc.|~|Culture",still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b4_43301,"Polynesian Club luau, Los Angeles, Calif., 1946","THAT'S MEAT, FOLKS: Members of the Polynesian Club had themselves a luau yesterday, and it was a dilly. Here gorging on solid food are, left to right, Telu Mansfield, Hilo Hattie and George Piltz, president of the club. It was a charity affair.","October 21, 1946",1 photograph,b&w negative,10 x 12.5 cm.,1946-10-21,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002qc3f
