Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpcx3,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpcx3_749846_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two friends in the park,Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,3 x 4 1 /2,,CSRC_MENDOZA_PONCE_ELIZONDO_0038.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpcx3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpcx3/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpczm,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpczm_750723_master.tif,,,,,still image,,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Pete in school,Yolanda Retter-Vargas Papers,Elizondo Collection,,1 Photograph,2 1/4 x 3 1/4,,CSRC_MENDOZA_PONCE_ELIZONDO_0063.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpczm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpczm/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpd0m,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpd0m_750620_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Raquel singing with mariachi,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph,1 Photograph,5 1/8 x 3 1/4,,CSRC_MENDOZA_PONCE_ELIZONDO_0051.tif,cicra 1990s,1990/1999,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpd0m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpd0m/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpd14,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpd14_749786_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Woman at the beach,Yolanda Retter-Vargas Papers,Mendoza/Ponce Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0030.tif,1969 October,1960/1969,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpd14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpd14/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpd2n,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpd2n_750475_master.tif,,,,,still image,Black-and-white photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Raquel with little girl,Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,8 x 10,,CSRC_MENDOZA_PONCE_ELIZONDO_0042.tif,circa 1980s,1980/1999,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpd2n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpd2n/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpd4p,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpd4p_751643_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Kids at amusement park,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Print,1 Photograph,3 1/2 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0062.tif,circa 1970s,1970/1979,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpd4p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpd4p/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001bpd56,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001bpd56_750615_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Raquel with grandchild,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph,1 Photograph,4 3/4 x 3 5/8,,CSRC_MENDOZA_PONCE_ELIZONDO_0050.tif,circa 1990s,1990/1999,,Agfa Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpd56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bpd56/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4fd,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4fd_751872_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in room holding gun and rifle,Yolanda Retter-Vargas Papers,Torres Collection,Chormogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0076.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4fd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4fd/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4gx,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4gx_751797_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Side profile of Pete at park,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph,1 Photograph,6 x 4,,CSRC_MENDOZA_PONCE_ELIZONDO_0073.tif,circa 1990s,1990/1999,,Agfa Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4gx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4gx/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4hf,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4hf_751760_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,"Grandmother with baby in Zamora, Michoacan",Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,5 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0071.tif,circa 1960s,1960/1969,,,"Inscribed on back, ""Revevado e impresion Gonzalo Torres OchoaMader0 47-Zamora, Michoacan""",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4hf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4hf/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4jz,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4jz_751885_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino as part of medical exercise,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0077.tif,circa 1980s|~|1980/1989,,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4jz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4jz/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4kg,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4kg_751724_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Christmas at the zoo with the kids,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph (C-print),1 Photograph,3 5/8 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0068.tif,circa 1970s,1970/1979,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4kg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4kg/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4m0,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4m0_751863_master.tif,,,,,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino's National Association of Journalists' card,Yolanda Retter-Vargas Papers,Torres Collection,,1 Card,,,CSRC_MENDOZA_PONCE_ELIZONDO_0075B.tif,1988,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4m0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4m0/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4nh,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4nh_751709_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Christmas time at the zoo with kids,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph (C-print),1 Photograph,3 5/8 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0067.tif,circa 1970s,1970/1979,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4nh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4nh/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4p1,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4p1_751742_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Children in front of house,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph (C-print),1 Photograph,5 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0069.tif,circa 1960s,1960/1969,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4p1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4p1/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4qj,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4qj_752739_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0079.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4qj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4qj/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4r2,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4r2_751748_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Children in front of christmas tree,Yolanda Retter-Vargas Papers,Elizondo Collection,Chromogenic Photograph (C-print),1 Photograph,3 1/2 x 5,,CSRC_MENDOZA_PONCE_ELIZONDO_0070.tif,circa 1970s,1970/1970,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4r2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4r2/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4sk,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4sk_751852_master.tif,,,,,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,,,,Delfino's National Association of Journalist card,Yolanda Retter-Vargas Papers,Torres Collection,,1 Card,,,CSRC_MENDOZA_PONCE_ELIZONDO_0075A.tif,1988,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4sk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4sk/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4t3,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4t3_751697_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Family pinic,Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,5 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0066,circa 1960s,1960/1969,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4t3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4t3/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4vm,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4vm_751786_master.tif,,,,,still image,Black-and-white photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Family Portrait,Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0072.tif,1989 March,1980/1989,,Kodak Paper,Original photograph scanned and reprinted.,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4vm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4vm/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4w4,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4w4_751893_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino and his platoon burning marijuana,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0078.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4w4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4w4/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cb4xn,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cb4xn_751689_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Pete with drink next to christmas tree,Yolanda Retter-Vargas Papers,Elizondo Collection,Gelatin-Silver Photograph,1 Photograph,4 1/2 x 3 1/2,,CSRC_MENDOZA_PONCE_ELIZONDO_0064.tif,1957 January,1950/1959,,Kodak Velox Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb4xn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cb4xn/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkhf,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkhf_752805_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0095.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkhf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkhf/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkkg,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkkg_752748_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino on rocks among the clouds,Yolanda Retter-Vargas Papers,,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0081.tif,circa 1980s,1980/1989,Torres Collection,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkkg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkkg/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkr2,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkr2_752802_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,,1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0094.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkr2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkr2/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvksk,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvksk_752781_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino and others in truck,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0089.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvksk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvksk/manifest
