"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/gc79hh08","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjrx%2Fgc79hh08"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/sc200k3q","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjrx%2Fsc200k3q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/g8402c1g","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fg8402c1g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/k848678x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fk848678x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/kp38792x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fkp38792x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/mc29bt5z","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fmc29bt5z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/9b64nd3w","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjtz%2F9b64nd3w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/qr36308b","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjtz%2Fqr36308b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/qx63w14b","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjtz%2Fqx63w14b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/rn28mt7v","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjtz%2Frn28mt7v"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/6c02hz1t","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjvg%2F6c02hz1t"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/b084ht9h","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjvg%2Fb084ht9h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/mr903h7w","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjvg%2Fmr903h7w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/wx04cp1n","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjvg%2Fwx04cp1n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/0120ck9x","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjw0%2F0120ck9x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/gn971x0g","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjw0%2Fgn971x0g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/sv028c71","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjw0%2Fsv028c71"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/v4963n2f","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjw0%2Fv4963n2f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjxh/2j26pd6j","ark:/21198/zz002gcjxh","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF021_21_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjxh%2F2j26pd6j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjxh/br13nz65","ark:/21198/zz002gcjxh","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF021_21_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjxh%2Fbr13nz65"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjxh/t818w31x","ark:/21198/zz002gcjxh","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF021_21_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjxh%2Ft818w31x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjxh/w610bs4s","ark:/21198/zz002gcjxh","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF021_21_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjxh%2Fw610bs4s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjz1/5146j889","ark:/21198/zz002gcjz1","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF022_22_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjz1%2F5146j889"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjz1/d3096k4f","ark:/21198/zz002gcjz1","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF022_22_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjz1%2Fd3096k4f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjz1/x0839t15","ark:/21198/zz002gcjz1","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF022_22_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjz1%2Fx0839t15"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjz1/xb47rg9q","ark:/21198/zz002gcjz1","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF022_22_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjz1%2Fxb47rg9q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck01/5f634b24","ark:/21198/zz002gck01","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF023_23_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck01%2F5f634b24"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck01/5m21xv5t","ark:/21198/zz002gck01","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF023_23_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck01%2F5m21xv5t"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck01/5x94bz4g","ark:/21198/zz002gck01","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF023_23_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck01%2F5x94bz4g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck01/bj988337","ark:/21198/zz002gck01","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF023_23_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck01%2Fbj988337"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck1j/g542pj3h","ark:/21198/zz002gck1j","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF028_28_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck1j%2Fg542pj3h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck1j/m458kt64","ark:/21198/zz002gck1j","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF028_28_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck1j%2Fm458kt64"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck1j/rh81vn3k","ark:/21198/zz002gck1j","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DF028_28_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck1j%2Frh81vn3k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck22/5201vn6r","ark:/21198/zz002gck22","","","Page","satellite/image/Southern_Shanxi_DS1110-2232DF099_99_d.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck22%2F5201vn6r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck22/jr742829","ark:/21198/zz002gck22","","","Page","satellite/image/Southern_Shanxi_DS1110-2232DF099_99_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck22%2Fjr742829"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck22/q184qd98","ark:/21198/zz002gck22","","","Page","satellite/image/Southern_Shanxi_DS1110-2232DF099_99_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck22%2Fq184qd98"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck3k/33340f98","ark:/21198/zz002gck3k","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AA024_24_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck3k%2F33340f98"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck3k/r2755x3k","ark:/21198/zz002gck3k","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AA024_24_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck3k%2Fr2755x3k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck3k/v4835k1s","ark:/21198/zz002gck3k","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AA024_24_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck3k%2Fv4835k1s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck3k/wm744t4q","ark:/21198/zz002gck3k","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AA024_24_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck3k%2Fwm744t4q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck43/8g075c22","ark:/21198/zz002gck43","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF017_17_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck43%2F8g075c22"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck43/q445dc37","ark:/21198/zz002gck43","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF017_17_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck43%2Fq445dc37"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck43/qn24wt64","ark:/21198/zz002gck43","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF017_17_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck43%2Fqn24wt64"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck43/r552x41d","ark:/21198/zz002gck43","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF017_17_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck43%2Fr552x41d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck5m/8747vf1s","ark:/21198/zz002gck5m","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF019_19_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck5m%2F8747vf1s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck5m/c957gn8m","ark:/21198/zz002gck5m","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF019_19_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck5m%2Fc957gn8m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck5m/gq06t09f","ark:/21198/zz002gck5m","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF019_19_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck5m%2Fgq06t09f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck5m/jv785301","ark:/21198/zz002gck5m","","","Page","satellite/image/Southern_Shanxi_DS1111-1063AF019_19_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck5m%2Fjv785301"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck64/3n85133w","ark:/21198/zz002gck64","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF013_13_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck64%2F3n85133w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck64/3q81rp0j","ark:/21198/zz002gck64","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF013_13_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck64%2F3q81rp0j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck64/9543rt54","ark:/21198/zz002gck64","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF013_13_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck64%2F9543rt54"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck64/wr00c911","ark:/21198/zz002gck64","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF013_13_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck64%2Fwr00c911"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck7n/7f21g73k","ark:/21198/zz002gck7n","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF014_14_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck7n%2F7f21g73k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck7n/bz90fh4n","ark:/21198/zz002gck7n","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF014_14_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck7n%2Fbz90fh4n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck7n/ks65hb6p","ark:/21198/zz002gck7n","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF014_14_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck7n%2Fks65hb6p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck7n/pm345v16","ark:/21198/zz002gck7n","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF014_14_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck7n%2Fpm345v16"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck85/3n631q1d","ark:/21198/zz002gck85","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF018_18_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck85%2F3n631q1d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck85/5b93xc7s","ark:/21198/zz002gck85","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF018_18_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck85%2F5b93xc7s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck85/rt097j5n","ark:/21198/zz002gck85","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF018_18_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck85%2Frt097j5n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck85/t9958g19","ark:/21198/zz002gck85","","","Page","satellite/image/Southern_Shanxi_DS1116-2248DF018_18_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck85%2Ft9958g19"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckb6/36977g50","ark:/21198/zz002gckb6","","","Page","satellite/image/Suzhou_DS1105-2231DA085_85_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckb6%2F36977g50"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckb6/8w83ng7x","ark:/21198/zz002gckb6","","","Page","satellite/image/Suzhou_DS1105-2231DA085_85_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckb6%2F8w83ng7x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckb6/k2897f3s","ark:/21198/zz002gckb6","","","Page","satellite/image/Suzhou_DS1105-2231DA085_85_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckb6%2Fk2897f3s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckb6/rw450h4j","ark:/21198/zz002gckb6","","","Page","satellite/image/Suzhou_DS1105-2231DA085_85_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckb6%2Frw450h4j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckcq/1z72vh3m","ark:/21198/zz002gckcq","","","Page","satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckcq%2F1z72vh3m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckcq/j454c56n","ark:/21198/zz002gckcq","","","Page","satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckcq%2Fj454c56n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckcq/pf625f83","ark:/21198/zz002gckcq","","","Page","satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckcq%2Fpf625f83"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckcq/pr023x48","ark:/21198/zz002gckcq","","","Page","satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckcq%2Fpr023x48"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckd7/6c45m390","ark:/21198/zz002gckd7","","","Page","satellite/image/Xi'an_DS1052-2151DA058_58_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckd7%2F6c45m390"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckd7/6x721f83","ark:/21198/zz002gckd7","","","Page","satellite/image/Xi'an_DS1052-2151DA058_58_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckd7%2F6x721f83"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckd7/8876dt5f","ark:/21198/zz002gckd7","","","Page","satellite/image/Xi'an_DS1052-2151DA058_58_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckd7%2F8876dt5f"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckd7/9780rx4m","ark:/21198/zz002gckd7","","","Page","satellite/image/Xi'an_DS1052-2151DA058_58_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckd7%2F9780rx4m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/gf34hf9p","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fgf34hf9p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/h538tq70","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fh538tq70"
