Object Type,Item ARK,Parent ARK (festerize),Parent ARK,Title,STAGE URL,Local identifier,File Name,Thumbnail,Item Sequence,AltTitle.translated,collection.physical,Date.created,Date.normalized,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Subject geographic,viewingHint,Subject,volume/year,issue,IIIF Manifest URL
Work,ark:/21198/z1jh63mm,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo  Nº 18,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1jh63mm,AR-SERPAJ-H-SPJE-BNP-0007,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v7xtd,,Good News for the People,Hemeroteca,Janurary/February/March 1990,1990-01-01/1990-03-31,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,16 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,United States|~|Latin America,paged,International Women's Day|~|Indigenous peoples|~|Women|~|Feminism|~|Youth|~|Brazil|~|Cultural relations|~|United States--Foreign economic relations--Latin America|~|United States--Foreign relations--Latin America|~|Panama Canal (Panama)--History|~|Peace--Religious aspects--Christianity|~|Imperialism|~|Central America|~|Social conflict|~|Popular education|~|Human Rights|~|Community education,,no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh63mm/manifest
Work,ark:/21198/z1dr5bxb,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 19,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr5bxb,AR-SERPAJ-H-SPJE-BNP-0008,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1002k0p,,Good News for the People,Hemeroteca,June 1990,1990-06-01/1990-06-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",32 x 22 cm.,22 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,Election|~|Children's rights|~|Human rights|~|Ecology|~|Apathy|~|Peace movements|~|Pacifism|~|Pesticides industry|~|Pesticide residues in food,,no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr5bxb/manifest
Work,ark:/21198/z19339k6,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 20,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19339k6,AR-SERPAJ-H-SPJE-BNP-0009,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059zsx,,Good News for the People,Hemeroteca,September 1990,1990-09-01/1990-09-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",28 x 21 cm.,32 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,"Indigenous peoples|~|Indigenous peoples--Economic conditions|~|Indigenous peoples--Social conditions|~|Demonstrations|~|Free trade--Social aspects|~|Indians of South America|~|Land reform|~|Columbus Quincentenary, 1992-1993|~|America--Discovery and exploration",,no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19339k6/manifest
Work,ark:/21198/z15b2jwx,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 21,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z15b2jwx,AR-SERPAJ-H-SPJE-BNP-0010,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4m9c,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",29 x 22 cm.,20 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,"Civil disobedience|~|Peasants|~|Solidarity|~|Community organization|~|Columbus Quincentenary, 1992-1993|~|America--Discovery and exploration--Religious aspects--Catholic Church|~|Jesus Christ--Political and social views|~|Ecology|~|Human ecology|~|Community education|~|Church work with the poor",,no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b2jwx/manifest
Work,ark:/21198/z11k1t7h,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 22,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11k1t7h,AR-SERPAJ-H-SPJE-BNP-0011,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v14npb,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",28.5 x 22 cm.,20 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,"Community organization|~|Columbus Quincentenary, 1992-1993|~|Indigenous peoples|~|Demonstrations|~|Popular education|~|Conflict management|~|Pacisfism|~|Peace movements|~|Peace--Religious aspects--Christianity",,no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k1t7h/manifest
Work,ark:/21198/z1wt19p9,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 24,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1wt19p9,AR-SERPAJ-H-SPJE-BNP-0012,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29g1f,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",28.5 x 21 cm.,28 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Guayaquil (Ecuador),,SERPAJ,text,public domain,Latin America,paged,Christianity|~|Popular education|~|Solidarity|~|Human rights|~|Children's rights|~|Privatization|~|Free trade--Social aspects|~|Pacifism|~|Spirituality--Christianity|~|Church work with the poor|~|Church and social problems|~|Peace--Religious aspects--Christianity|~|Democracy,,no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt19p9/manifest
Work,ark:/21198/z1s20jzw,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 25,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1s20jzw,AR-SERPAJ-H-SPJE-BNP-0013,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9g8k,,Good News for the People,Hemeroteca,,,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",28 x 21 cm.,24 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,Quito (Ecuador),,SERPAJ,text,public domain,United States|~|Cuba|~|Latin America,paged,Privatization|~|Free trade--Social aspects|~|Solidarity|~|Indigenous peoples|~|Chile|~|Non-governmental organizations|~|Human rights|~|State-sponsored terrorism|~|Popular education|~|Alternative mass media|~|Racism against Black people|~|United States--Relations--Cuba,,no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s20jzw/manifest
Work,ark:/21198/z1n89t6k,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Buenas Nuevas para el Pueblo Nº 26,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1n89t6k,AR-SERPAJ-H-SPJE-BNP-0014,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r97fx,,Good News for the People,Hemeroteca,November 1996,1996-11-01/1996-11-30,"Buenas Nuevas para el Pueblo is a publication by Servicio Paz y Justicia Ecuador (the Ecuadorian branch of Servicio Paz y Justicia), containing issues from 1987 to 1996. It centers around news from countries all over Latin America (such as Nicaragua, Honduras or Colombia), mostly concerned with social unrest, rebellions, human rights violations, indigenous peoples, democratization processes, and the work of the Servicio Paz y Justicia organization, from a nonviolent, secular Christian approach.|~|Buenas Nuevas para el Pueblo es una publicación del Servicio Paz y Justicia Ecuador (la rama ecuatoriana del Servicio Paz y Justicia). Contiene números de entre los años 1987 y 1996. Se ocupa de compartir noticias de toda Latinoamérica, incluyendo un seguimiento de procesos como el de Nicaragua, Honduras o Colombia. Su foco principal está en el conflicto social, las violaciones a los derechos humanos, los pueblos originarios, los procesos de democratización y el trabajo del Servicio Paz y Justicia como organización, desde un enfoque no-violento cercano al cristianismo secular.",29.5 x 21 cm.,28 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Ecuador,,,SERPAJ,text,public domain,Latin America,paged,Human rights|~|Guerrillas--Colombia|~|Trial|~|Peasants|~|Pacifism|~|Peace--Religious aspects--Christianity|~|Conscientious objection|~|Popular education|~|Forced migration|~|Solidarity,,no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n89t6k/manifest
Work,ark:/21198/z1hh92g7,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Página Nº 2,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1hh92g7,AR-SERPAJ-H-SPJM-P-0001,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8x3w,,Page,Hemeroteca,April/May 1995,1995-04-01/1995-05-31,"Página is a bimonthly publication by Servicio Paz y Justicia México (the Mexican branch of Servicio Paz y Justicia), containing issues between 1995 and 1996. It focuses on social work in Mexico, and contains information regarding the 1994 Peasant Rebellion in Chiapas and the political movement that followed. It takes on a nonviolent, secular Christian approach, with an emphasis on pacifism.|~|Página es una publicación bimensual del Servicio Paz y Justicia México (rama mexicana del Servicio Paz y Justicia). Contiene números de los años 1995 y 1996. Su temática fundamental es el activismo social en México, y contiene información sobre el levantamiento zapatista de Chiapas en 1994 y el proceso político que surgió de ello. Toma una perspectiva basada en la no-violencia y el cristianismo secular, con un énfasis en el pacifismo.",28 x 22 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia México,Mexico City (Mexico),,SERPAJ,text,public domain,Mexico City (Mexico)|~|Mexico|~|Latin America,paged,"Nonviolence|~|Pacifism|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Peace|~|Pacifism|~|Peace--Religious aspects|~|Christianity|~|Indigenous people|~|Peasants",,no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh92g7/manifest
Work,ark:/21198/z1cv7157,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Página Nº 3,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cv7157,AR-SERPAJ-H-SPJM-P-0002,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz1vx6,,Page,Hemeroteca,June/July 1995,1995-06-01/1995-07-31,"Página is a bimonthly publication by Servicio Paz y Justicia México (the Mexican branch of Servicio Paz y Justicia), containing issues between 1995 and 1996. It focuses on social work in Mexico, and contains information regarding the 1994 Peasant Rebellion in Chiapas and the political movement that followed. It takes on a nonviolent, secular Christian approach, with an emphasis on pacifism.|~|Página es una publicación bimensual del Servicio Paz y Justicia México (rama mexicana del Servicio Paz y Justicia). Contiene números de los años 1995 y 1996. Su temática fundamental es el activismo social en México, y contiene información sobre el levantamiento zapatista de Chiapas en 1994 y el proceso político que surgió de ello. Toma una perspectiva basada en la no-violencia y el cristianismo secular, con un énfasis en el pacifismo.",28 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia México,Mexico City (Mexico),,SERPAJ,text,public domain,Mexico|~|Latin America,paged,"Police corruption|~|Detention of persons|~|Catholic Church--Clergy|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Democracy|~|Indigenous peoples|~|Pacifism",,no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv7157/manifest
Work,ark:/21198/z18368g8,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Página Nº 4,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z18368g8,AR-SERPAJ-H-SPJM-P-0003,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4tvq,,Page,Hemeroteca,September/October 1995,1995-09-01/1995-10-31,"Página is a bimonthly publication by Servicio Paz y Justicia México (the Mexican branch of Servicio Paz y Justicia), containing issues between 1995 and 1996. It focuses on social work in Mexico, and contains information regarding the 1994 Peasant Rebellion in Chiapas and the political movement that followed. It takes on a nonviolent, secular Christian approach, with an emphasis on pacifism.|~|Página es una publicación bimensual del Servicio Paz y Justicia México (rama mexicana del Servicio Paz y Justicia). Contiene números de los años 1995 y 1996. Su temática fundamental es el activismo social en México, y contiene información sobre el levantamiento zapatista de Chiapas en 1994 y el proceso político que surgió de ello. Toma una perspectiva basada en la no-violencia y el cristianismo secular, con un énfasis en el pacifismo.",28 x 21.5 cm.,18 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia México,Mexico City (Mexico),,SERPAJ,text,public domain,Mexico|~|Latin America,paged,"Pacifism|~|Democracy|~|Referendum|~|Indigenous peoples|~|Human Rights|~|Christianity|~|Social conflict|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-",,no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18368g8/manifest
Work,ark:/21198/z14b5hs0,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Página Nº 5,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z14b5hs0,AR-SERPAJ-H-SPJM-P-0004,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7zk0,,Page,Hemeroteca,March/April 1996,1996-03-01/1996-04-30,"Página is a bimonthly publication by Servicio Paz y Justicia México (the Mexican branch of Servicio Paz y Justicia), containing issues between 1995 and 1996. It focuses on social work in Mexico, and contains information regarding the 1994 Peasant Rebellion in Chiapas and the political movement that followed. It takes on a nonviolent, secular Christian approach, with an emphasis on pacifism.|~|Página es una publicación bimensual del Servicio Paz y Justicia México (rama mexicana del Servicio Paz y Justicia). Contiene números de los años 1995 y 1996. Su temática fundamental es el activismo social en México, y contiene información sobre el levantamiento zapatista de Chiapas en 1994 y el proceso político que surgió de ello. Toma una perspectiva basada en la no-violencia y el cristianismo secular, con un énfasis en el pacifismo.",28 x 21.5 cm.,12 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia México,Mexico City (Mexico),,SERPAJ,text,public domain,Mexico|~|Latin America,paged,"Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Human Rights|~|Children's rights|~|Women's rights|~|Christianity|~|Women in Christianity|~|Church work with the poor|~|Church and social problems|~|Catholic Church--Clergy|~|Police corruption|~|Peasants",,no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b5hs0/manifest
Work,ark:/21198/z10k4s2p,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,El Interbarrial Nº 4,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z10k4s2p,AR-SERPAJ-H-SPJRS-EI-0001,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6w6k,,The Inter-neighborhood,Hemeroteca,October 1987,1987-10-01/1987-10-31,"El Interbarrial is a monthly publication by Servicio Paz y Justicia Regional Sur, containing issues between 1987 and 1990. It focuses on neighborhood activism in Argentina, predominantly in the city of Buenos Aires and its metropolitan area, with some emphasis on housing issues and poverty, from a secular Christian approach.|~|El Interbarrial es una publicación mensual del Servicio Paz y Justicia Regional Sur (la rama del Cono Sur del Servicio Paz y Justicia), que contiene números entre 1987 y 1990. Se centra en el activismo barrial en Argentina, predominantemente en la ciudad de Buenos Aires y su área metropolitana, con cierto énfasis en temas de vivienda y pobreza, desde un enfoque cristiano laico",29 x 20 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Regional Sur,Buenos Aires (Argentina),Paz y Justicia SRL.,SERPAJ,text,public domain,Buenos Aires (Argentina)|~|Argentina|~|South America|~|Latin America,paged,Human Rights|~|Poverty|~|Power Suply|~|Police brutality|~|Housing|~|Low-income housing|~|Neighborhoods,,no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k4s2p/manifest
Work,ark:/21198/z1vt48kc,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,El Interbarrial Nº 5,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vt48kc,AR-SERPAJ-H-SPJRS-EI-0002,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9v26,,The Inter-neighborhood,Hemeroteca,,,"El Interbarrial is a monthly publication by Servicio Paz y Justicia Regional Sur, containing issues between 1987 and 1990. It focuses on neighborhood activism in Argentina, predominantly in the city of Buenos Aires and its metropolitan area, with some emphasis on housing issues and poverty, from a secular Christian approach.|~|El Interbarrial es una publicación mensual del Servicio Paz y Justicia Regional Sur (la rama del Cono Sur del Servicio Paz y Justicia), que contiene números entre 1987 y 1990. Se centra en el activismo barrial en Argentina, predominantemente en la ciudad de Buenos Aires y su área metropolitana, con cierto énfasis en temas de vivienda y pobreza, desde un enfoque cristiano laico",29 x 20 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Regional Sur,Buenos Aires (Argentina),Paz y Justicia SRL.,SERPAJ,text,public domain,Latin America,paged,Poverty|~|Housing|~|Low-income housing|~|Prefabricated houses,,no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt48kc/manifest
Work,ark:/21198/z1r23hvz,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,El Interbarrial Nº 6,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1r23hvz,AR-SERPAJ-H-SPJRS-EI-0003,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns3bv6,,The Inter-neighborhood,Hemeroteca,,,"El Interbarrial is a monthly publication by Servicio Paz y Justicia Regional Sur, containing issues between 1987 and 1990. It focuses on neighborhood activism in Argentina, predominantly in the city of Buenos Aires and its metropolitan area, with some emphasis on housing issues and poverty, from a secular Christian approach.|~|El Interbarrial es una publicación mensual del Servicio Paz y Justicia Regional Sur (la rama del Cono Sur del Servicio Paz y Justicia), que contiene números entre 1987 y 1990. Se centra en el activismo barrial en Argentina, predominantemente en la ciudad de Buenos Aires y su área metropolitana, con cierto énfasis en temas de vivienda y pobreza, desde un enfoque cristiano laico",29 x 20 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Regional Sur,Buenos Aires (Argentina),Paz y Justicia SRL.,SERPAJ,text,public domain,Argentina|~|Latin America,paged,Poverty|~|Housing|~|Low-income housing|~|Inflation (Finance)--Argentina,,no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r23hvz/manifest
Work,ark:/21198/z1md1gg2,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,El Interbarrial Nº 7,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1md1gg2,AR-SERPAJ-H-SPJRS-EI-0004,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms69qt,,The Inter-neighborhood,Hemeroteca,December 1988,1988-12-01/1988-12-31,"El Interbarrial is a monthly publication by Servicio Paz y Justicia Regional Sur, containing issues between 1987 and 1990. It focuses on neighborhood activism in Argentina, predominantly in the city of Buenos Aires and its metropolitan area, with some emphasis on housing issues and poverty, from a secular Christian approach.|~|El Interbarrial es una publicación mensual del Servicio Paz y Justicia Regional Sur (la rama del Cono Sur del Servicio Paz y Justicia), que contiene números entre 1987 y 1990. Se centra en el activismo barrial en Argentina, predominantemente en la ciudad de Buenos Aires y su área metropolitana, con cierto énfasis en temas de vivienda y pobreza, desde un enfoque cristiano laico",29 x 20 cm.,4 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Regional Sur,Buenos Aires (Argentina),Paz y Justicia SRL.,SERPAJ,text,public domain,Latin America,paged,Christmas|~|Christianity,,no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md1gg2/manifest
Work,ark:/21198/z1gn0qqw,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,El Interbarrial Nº 8,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1gn0qqw,AR-SERPAJ-H-SPJRS-EI-0005,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v213z,,The Inter-neighborhood,Hemeroteca,August 1989,1989-08-01/1989-08-31,"El Interbarrial is a monthly publication by Servicio Paz y Justicia Regional Sur, containing issues between 1987 and 1990. It focuses on neighborhood activism in Argentina, predominantly in the city of Buenos Aires and its metropolitan area, with some emphasis on housing issues and poverty, from a secular Christian approach.|~|El Interbarrial es una publicación mensual del Servicio Paz y Justicia Regional Sur (la rama del Cono Sur del Servicio Paz y Justicia), que contiene números entre 1987 y 1990. Se centra en el activismo barrial en Argentina, predominantemente en la ciudad de Buenos Aires y su área metropolitana, con cierto énfasis en temas de vivienda y pobreza, desde un enfoque cristiano laico",34 x 22 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia Regional Sur,Buenos Aires (Argentina),Paz y Justicia SRL.,SERPAJ,text,public domain,Latin America,paged,Solidarity|~|Labor Movement|~|Church work with the poor|~|Church and social problems,,no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn0qqw/manifest
