"File Name","Parent ARK","Parent ARK (ingest)","Item ARK","Object Type","Item Sequence","Title","Visibility","AltTitle.other","Type.typeOfResource","Date.creation","Date.normalized","Name.architect","Artist","Author","Name.creator","Name.photographer","Photocopier","Creator 1 Source|~|Creator 2 Source","Description.note","Description.abstract","Format.extent","Description.caption","Rights.copyrightStatus","Copyright Statement","Rights.rightsHolderName","Copyright Holder 1 Source","Rights.servicesContact","Series","Sub-series","Name.subject","Subject.name Role","Subject.name Source","Subject topic","Subject.topic Source","Subject place","Place Source","Description.latitude","Description.longitude","Type.genre","Genre Source","Source?","Physical Location","Thumbnail","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f07_003.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1fb6m1j","Work","","George Jenkins in his WWII Army uniform, 1941-1945","","Aaron Arthur Jenkins","still image","[1941-1945]","1941/1945","","","","","","","","Studio portrait of George Jenkins in the U.S. Army during WWII.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Jenkins, George Belton, 1919-2010","","local","African American soldiers","lcsh","","","","","Portrait photographs","tgm","Arthur Jenkins ; Aaron Arthur Jenkins","Box 10, Folder 7","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6m1j",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z19p4jn7","Work","","Ethel Johnson at a party, Los Angeles, 1930s (?)","","Ivan J. Johnson collection","still image","[1930s ?]","1930/1940","","","","","Cutler, George M. (George Miles), 1901-1949","","local","Ethel Johnson (right) seated at a dining table with a social gathering of women.|~|Ethel Johnson was the mother of attorney Lathean Johnson and  Ivan J. Johnson III  (1903-1975), a prominent Los Angeles attorney.","","1 photograph","Photographer's stamp on back of photo: Geo. M. Cutler, Jr. / Commercial - Portrait and Photo Arts / Photographs / Phone AD. 11407 2719 Griffith Ave. / Los Angeles, Calif.","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Johnson, Ethel, b. 1882","","local","African American women","lcsh","","","","","photographs","aat","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4jn7",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_002a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z15x3t0t","Work","","Soldier and woman dancing, 1941-1945","","Ivan J. Johnson collection","still image","[1941-1945]","1941/1945","","","","","","","","Man in a military uniform dancing with a women, who also wears a uniform. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","","","","African American soldiers","lcsh","","","","","photographs","aat","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x3t0t",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_003a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1253297","Work","","Sailor in uniform,  1941-1945 (?)","","Ivan J. Johnson collection","still image","[1941-1945]","1941/1945","","","","","","","","Young man in a sailor uniform, probably during WWII. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","","","","African American sailors","lcsh","","","","","Portrait photographs","tgm","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253297",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_004a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1xd2jq6","Work","","Ivan J. Johnson III with school (?) friends, Topeka,  circa 1915","","Ivan J. Johnson collection","still image","[circa 1915]","1915","","","","","","","","Group portrait of Ivan J. Johnson III with friends, probably classmates, in a grassy area beneath a tree and in front of a wooden building. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney.","","1 photograph","Written on back of photo: Ivan and his caddy friends of both races in Topeka, Kansas.  ","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Johnson, Ivan J., III, 1903-1975","","local","African American children.|~|African American students","lcsh|~|lcsh","Topeka (Kan.)","lcsh","","","Portrait photographs","tgm","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2jq6",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_005.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1sn1sz1","Work","","People at an outdoor social gathering, circa 1930s (?)","","Ivan J. Johnson collection","still image","[1930s ?]","1930/1940","","","","","","","","People posing for a group portrait at an outdoor gathering. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","","","","Parties|~|African American women","lcsh|~|lcsh","","","","","Portrait photographs","tgm","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn1sz1",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_006a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1nw128j","Work","","Ethel Johnson and another woman, Los Angeles, 1930s (?),","","Ivan J. Johnson collection","still image","[1930s ?]","1930/1940","","","","","","","","Ethel Johnson (right) seated on a sofa with another woman, behind a table with two cakes on it. The table is draped with a Hawaiian themed fabric. |~|Ethel Johnson was the mother of attorney Lathean Johnson and  Ivan J. Johnson III  (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Johnson, Ethel, b. 1882","","local","African American women","lcsh","","","","","photographs","aat","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw128j",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f08_007a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1j409m1","Work","","Ethel Johnson at a party, Los Angeles, 1930s (?),","","Ivan J. Johnson collection","still image","[1930s ?]","1930/1940","","","","","","","","Ethel Johnson (seated, 2nd from right) on a sofa at gathering. |~|Ethel Johnson was the mother of attorney Lathean Johnson and  Ivan J. Johnson III  (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Johnson, Ethel, b. 1882","","local","Parties|~|African American women","lcsh|~|lcsh","","","","","photographs","aat","Ivan J. Johnson ; Ivan J. Johnson collection","Box 10, Folder 8","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j409m1",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f09_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1df887k","Work","","Emma Gaines (Ivan J. Johnson's grandmother) and Ethel Mae Greer (Ivan's first cousin), circa 1910s (?)","","Emma Gaines (Ivan Johnson's grandmother) and Ethel Mae Greer (Ivan's first cousin) on embroidered frame","still image","[circa 1910s (?)]","1910/1920","","","","","","","","Emma Gaines (Ivan J. Johnson's grandmother) and Ethel Mae Greer (Ivan's first cousin) and an unidentified young man photographed outside with a house in the background. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney. |~|The photograph is framed with a mat covered with floral-embroidered fabric.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Gaines, Emma|~|Greer, Ethel Mae","","local|~|local","African American families","lcsh","","","","","Portrait photographs","tgm","Ivan J. Johnson ; Emma Gaines (Ivan Johnson's grandmother) and Ethel Mae Greer (Ivan's first cousin) on embroidered frame","Box 10, Folder 9","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df887k",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f10_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z18p7hm6","Work","","Theodore Johnson, probably related to Ivan J. Johnson, undated","","Theodore Johnson","still image","[undated]","undated","","","","","","","","Theodore Johnson standing in front of a tree and holding a photograph of a track and field athlete (?). Johnson was probably related to Ivan J. Johnson. |~|This photograph is from the collection of Ivan J. Johnson III (1903-1975), a prominent Los Angeles attorney.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Johnson, Theodore","","local","African American men","lcsh","","","","","photographs","aat","Ivan J. Johnson ; Theodore Johnson","Box 10, Folder 10","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7hm6",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f11_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z14x6rwg","Work","","Wedding of Gwen Jones and Dr. John F. Simmons, Los Angeles, 1941","","Clarence Jones","still image","1941","1941","","","","","","","","Family wedding photo Dr. John F. Simmons and Gwen Jones, with the parents, Edith Jones and Clarence Jones, on the left. The bride's maids might be Gwen's sisters, Edith and Corine. ","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Simmons, Gwen Ann Jones, 1920-2014|~|Simmons, John F. (John Few), 1915-1995|~|Jones, Edith A., 1891-1983|~|Jones, Clarence, 1886-1948","","local|~|local|~|local|~|local","African American families|~|Weddings|~|African American couples","lcsh|~|lcsh|~|lcsh","Los Angeles (Calif.)","lcsh","","","Portrait photographs","tgm","Clarence Jones ; Clarence Jones ; Unidentified individuals and groups ; Unidentified individuals and groups (2 of 2)","Box 10, Folder 11","","failed","",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f12_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z115614d","Work","","Sarah Mildred Jones, Sacramento, circa 1880s","","Sarah Mildred Jones","still image","[circa 1880s]","1880/1890","","","","","","","","Studio portrait of Sarah Mildred Jones. |~|Sarah Mildred Jones graduated from Oberlin College. She moved to Sacramento in 1873 to take charge of a segregated school. About 20 years later, when segregation was discontinued, she became principal of the Fremont Primary School. She retired in 1914. |~|Original photograph in The Center for Sacramento History, Clarissa Hundley Wildy Collection (200/061/40).","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Jones, Sarah Mildred, 1842-1925","","local","African American educators.","lcsh","Sacramento (Calif.)","lcsh","","","Portrait photographs","tgm","Sarah Mildred Jones ; Sarah Mildred Jones ; Daily Life in Black Los Angeles and California, 1885-1980 ; Educators, Students, and Libraries, ; Black educators and teachers in California","Box 10, Folder 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz115614d",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f12_002.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1wd5hkt","Work","","Petition protesting the ousting of Sarah Mildred Jones, (photographed 1930-1989)","","Sarah Mildred Jones","still image","[1930-1989]","1930/1989","","","","","","","","Photograph of a petition signed in 1894 by the teachers at Sacramento High School. They protested the ousting of Sarah Mildred Jones from her position as ""Principal [of] Fremont Primary School, Sacramento, Ca."" for reasons of ""Race Prejudice."" The petition was successful; Jones remained principal until her retirement in 1914. |~|Sarah Mildred Jones graduated from Oberlin College. She moved to Sacramento where she became the first black teacher at a ""colored"" school. About 20 years later, she became principal of the Fremont Primary School. She retired in 1914.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Jones, Sarah Mildred, 1842-1925","","local","African American educators.","lcsh","","","","","petitions","aat","Sarah Mildred Jones ; Sarah Mildred Jones ; Daily Life in Black Los Angeles and California, 1885-1980 ; Educators, Students, and Libraries, ; Black educators and teachers in California","Box 10, Folder 12","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5hkt",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f13_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1rn4rwj","Work","","Dr. Percy Lavon Julian with his family, Illinois, 1950s","","Dr. Percy Lavon Julian, chemist, and family.","still image","[1950s]","1950/1960","","","","","","","","Group portrait of the Percy Lavon Julian family: Anna Roselle Julian (wife, seated); standing (L to R): unidentified young man, Percy Lavon Julian, Faith Roselle Julian (daughter) and Percy Lavon Julian, Jr.  |~|Percy Lavon Julian was an organic chemist. He earned his BS from DePauw University, his MS from Harvard University and his PhD from the University of Vienna. He taught and later worked for the Glidden Company as a Research Director. He founded Julian Associates, and Julian Research Institute in 1964. Anna Roselle Julian was the first African-American woman awarded a PhD in sociology (1937) by the University of Pennsylvania, a civic activist, and fourth national president of Delta Sigma Theta. Percy Lavon Julian, Jr. became a noted civil rights lawyer in Madison, Wisconsin.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Julian, Percy Lavon, 1899-1975|~|Julian, Anna Roselle, 1903-1994|~|Julian, Percy Lavon, Jr., 1940-2008|~|Julian, Faith Roselle","","naf|~|local|~|local|~|local","African American chemists|~|African American sociologists","lcsh|~|lcsh","","","","","Portrait photographs","tgm","Lavon Julian ; Dr. Percy Lavon Julian, chemist, and family.","Box 10, Folder 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4rwj",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f13_002a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1n02qjd","Work","","Dr. Percy Lavon Julian with his family, Illinois, early 1950s","","Dr. Percy Lavon Julian, chemist, and family.","still image","[early 1950s]","1950/1955","","","","","","","","Group portrait of the Percy Lavon Julian family (left to right): Anna Roselle Julian, Percy Lavon Julian, Jr., Faith Roselle Julian, and Percy Lavon Julian.   |~|Percy Lavon Julian was an organic chemist. He earned his BS from DePauw University, his MS from Harvard University and his PhD from the University of Vienna. He taught and later worked for the Glidden Company as a Research Director. He founded Julian Associates, and Julian Research Institute in 1964. Anna Roselle Julian was the first African-American woman awarded a PhD in sociology (1937) by the University of Pennsylvania, a civic activist, and fourth national president of Delta Sigma Theta. Percy Lavon Julian, Jr. became a noted civil rights lawyer in Madison, Wisconsin.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Julian, Percy Lavon, 1899-1975|~|Julian, Anna Roselle, 1903-1994|~|Julian, Percy Lavon, Jr., 1940-2008|~|Julian, Faith Roselle","","naf|~|local|~|local|~|local","African American chemists|~|African American sociologists","lcsh|~|lcsh","","","","","Portrait photographs","tgm","Lavon Julian ; Dr. Percy Lavon Julian, chemist, and family.","Box 10, Folder 13","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02qjd",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f14_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1h71zv4","Work","","Ballinger Kemp at a tennis court, Los Angeles, 1916-1919","","Ballinger Kemp","still image","[1916-1919)]","1916/1919","","","","","","","","Ballinger Presley Kemp, holding a tennis racquet, standing in a tennis court. |~|Ballinger Presley Kemp was a champion tennis player from Los Angeles. ","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kemp, Ballinger Presley, 1894-1945","","local","African American tennis players","lcsh","Los Angeles (Calif.)","lcsh","","","photographs","aat","Ballinger Kemp ; Ballinger Kemp","Box 10, Folder 14","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h71zv4",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_001a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1cg1763","Work","","Louise Kenner, circa 1940","","Byron and Louise Kenner, and relatives","still image","[circa 1940]","1940","","","","","","","","Studio portrait of Louise Kenner.|~|Louise Kenner, wife of Byron Kenner, was a college graduate, active in social organizations, and an active member of the Alpha Kappa Alpha sorority. ","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kenner, Louise, b. 1897 or 98","","naf","African American families","lcsh","Los Angeles (Calif.)","lcsh","","","Portrait photographs","tgm","Kenner family ; Byron and Louise Kenner, and relatives","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1763",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_002.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z17q0gj8","Work","","Byron F. Kenner, Los Angeles, circa 1915","","Byron and Louise Kenner, and relatives","still image","[circa 1915]","1915","","","","","","","","Studio portrait of Byron F. Kenner.|~|Byron F, Kenner was a Los Angeles money order clerk. He was a founding west coast charter member of the Kappa Alpha Psi fraternity at UCLA. He was married to Louise Kenner.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kenner, Byron, b. 1893 or 94","","naf","African American families","lcsh","Los Angeles (Calif.)","lcsh","","","Portrait photographs","tgm","Kenner family ; Byron and Louise Kenner, and relatives","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0gj8",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_003.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z13x9qqn","Work","","Byron F. Kenner, Los Angeles, circa 1930","","Byron and Louise Kenner, and relatives","still image","[circa 1930]","1930","","","","","","","","Studio portrait of Byron F. Kenner.|~|Byron F, Kenner was a Los Angeles money order clerk. He was a founding west coast charter member of the Kappa Alpha Psi fraternity at UCLA. He was married to Louise Kenner.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kenner, Byron, b. 1893 or 94","","naf","African American families","lcsh","Los Angeles (Calif.)","lcsh","","","Portrait photographs","tgm","Kenner family ; Byron and Louise Kenner, and relatives","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9qqn",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_004.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1058zzs","Work","","Louise and Byron Kenner at Bruce's Beach, Manhattan Beach, circa 1920","","Byron and Louise Kenner, and relatives","still image","[circa 1920]","1920","","","","","","","","Louise and Byron Kenner in bathing suits at Bruce's Beach, with a beach house visible behind them. |~|Louise Kenner, wife of Byron Kenner, was a college graduate, active in social organizations, and an active member of the Alpha Kappa Alpha sorority. Byron F, Kenner was a Los Angeles money order clerk. He was a founding west coast charter member of the Kappa Alpha Psi fraternity at UCLA. |~|Bruce's Beach, in the city of Manhattan Beach, was on a beach front property purchased by Will and Charles Bruce in 1912. They built a black-only beach resort with a bath house and dining house. The city closed down the resort in the 1920s by proposing to build a park and imposing eminent domain.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kenner, Louise, b. 1897 or 98|~|Kenner, Byron, b. 1893 or 94","","naf|~|naf","African American families|~|Bruce's Beach (Manhattan Beach, Calif.)","lcsh|~|lcsh","Manhattan Beach (Calif.)","lcsh","","","photographs","aat","Kenner family ; Byron and Louise Kenner, and relatives ; Daily Life in Black Los Angeles and California, 1885-1980 ; Sports, Recreation, and Leisure, ; Bruce's Beach","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1058zzs",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_005.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1vd8ghb","Work","","[do not catalog; partial images of ostriches]","","Byron and Louise Kenner, and relatives","still image","","","","","","","","","","","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","","","","","","","","","","photographs","aat","Kenner family ; Byron and Louise Kenner, and relatives","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8ghb",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f15_006.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1qr6f4f","Work","","Retirement party for Byron Kenner, circa 1955","","Byron and Louise Kenner, and relatives","still image","[circa 1955]","1955","","","","","","","","Retirement party for Byron Kenner, with a group of 28 men seated behind a table in an office area. |~|Byron F, Kenner was a Los Angeles money order clerk. He was a founding west coast charter member of the Kappa Alpha Psi fraternity at UCLA. He was married to Louise Kenner.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kenner, Byron, b. 1893 or 94","","naf","Retirements|~|Parties|~|African American men","lcsh|~|lcsh|~|lcsh","Los Angeles (Calif.)","lcsh","","","photographs","aat","Kenner family ; Byron and Louise Kenner, and relatives","Box 10, Folder 15","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6f4f",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f16_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1m05pgx","Work","","Martha Kimbrough, mother of dentist, Dr. Jack Johnson Kimbrough, circa 1950","","Jack Kimbrough's grandmother","still image","[circa 1950]","1950","","","","","","","","Studio portrait of Martha Kimbrough. |~|Martha Kimbrough was the mother of Jack Kimbrough, a San Diego dentist. ","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Kimbrough, Martha Alice, 1876-1952","","naf","African American women","lcsh","","","","","Portrait photographs","tgm","Kimbrough family ; Jack Kimbrough's grandmother","Box 10, Folder 16","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05pgx",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f17_001.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1g74xt3","Work","","Pocahontas O. Whiteman Key, circa 1925","","Pocahontas O. Whiteman Key","still image","[circa 1925]","1925","","","","","","","","Studio portrait of Pocahontas O. Whiteman Key, wearing a sombrero and a red bandana.  |~|Pocahontas O. Whiteman Key, the widow of Dr. Fred Whiteman, married Dr. George Bernard Key in 1960. She was a member of the Women’s Auxiliary of the Medical, Dental, and Pharmaceutical Association.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Key, Pocahontas, 1907-1993","","naf","African American women","lcsh","","","","","Portrait photographs","tgm","Pocahontas O. Whiteman Key ; Pocahontas O. Whiteman Key","Box 10, Folder 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g74xt3",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f17_002.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1bg464m","Work","","Pocahontas O. Whiteman Key, circa 1925","","Pocahontas O. Whiteman Key","still image","[circa 1925]","1925","","","","","","","","Studio portrait of Pocahontas O. Whiteman Key, wearing a strapless gown and pearls. |~|Pocahontas O. Whiteman Key, the widow of Dr. Fred Whiteman, married Dr. George Bernard Key in 1960. She was a member of the Women’s Auxiliary of the Medical, Dental, and Pharmaceutical Association.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Key, Pocahontas, 1907-1993","","naf","African American women","lcsh","","","","","Portrait photographs","tgm","Pocahontas O. Whiteman Key ; Pocahontas O. Whiteman Key","Box 10, Folder 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg464m",""
"Masters/othermasters/dl_miriammatthews/box10/uclalsc_1889_b10_f17_003.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z16q3f9j","Work","","Pocahontas O. Whiteman Key, circa 1935","","Pocahontas O. Whiteman Key","still image","[circa 1935]","1935","","","","","","","","Studio portrait of Pocahontas O. Whiteman Key, wearing a print dress and pearls. |~|Pocahontas O. Whiteman Key, the widow of Dr. Fred Whiteman, married Dr. George Bernard Key in 1960. She was a member of the Women’s Auxiliary of the Medical, Dental, and Pharmaceutical Association.","","1 photograph","","unknown","","","","spec-coll@library.ucla.edu","Prominent Individuals and Families, 1885-1980","","Key, Pocahontas, 1907-1993","","naf","African American women","lcsh","","","","","Portrait photographs","tgm","Pocahontas O. Whiteman Key ; Pocahontas O. Whiteman Key","Box 10, Folder 17","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3f9j",""
