Item ARK,Parent ARK,Parent ARK (Californica),Object Type,Title,STAGE URL,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.artist,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Statement of Responsibility,Subject temporal,Subject,Subject geographic,Rights.rightsHolderContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z1dn5xzs,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,North Faizabad Bazaar,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dn5xzs,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00359.tif,Louis Dupree and Nancy Dupree Collection,,"June 13, 1976",1976-06-13,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00359,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Deh Afghanan|~|Khairya|~|Mahmud Tarzi|~|Khalilullah|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5xzs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5xzs/manifest
ark:/21198/z1dn5z0n,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Pashai Village, Modern House Constrcution",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dn5z0n,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00568.tif,Louis Dupree and Nancy Dupree Collection,,"December 4, 1976",1976-12-04,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00568,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Musahiban|~|Sardar M. Aziz Khan|~|Sardar M. Asef|~|Sardar M. Yosuf|~|Sardar Solaiman Khan|~|Nadir Khan|~|Sardar Shah Mahmud|~|Sardar M. Hashim|~|Sardar Ahmed Shah Khan|~|Sardar Shah Wali Khan|~|Sardar M. Ali Khan Yahya Khel,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5z0n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5z0n/manifest
ark:/21198/z1dn5z13,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,MBRL Position,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dn5z13,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_01036.tif,Louis Dupree and Nancy Dupree Collection,,"July 26, 1985",1985-07-26,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_01036,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Koti Londoni|~|Crowds|~|Machinkhana|~|Buildings|~|Men|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5z13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5z13/manifest
ark:/21198/z1dr4n2g,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,River swings to north,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n2g,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03091.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1962_03091,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Prince Nasrullah|~|Zain ul-Emorat|~|Dorchester House|~|Buildings|~|Drawn|~|Fine and Arts,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n2g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n2g/manifest
ark:/21198/z1dr4n3x,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Geologic Formations,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n3x,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1966_02307.tif,Louis Dupree and Nancy Dupree Collection,,1966,1966,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1966_02307,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Old City|~|Courtyards|~|Kashmiri-Style|~|Woodwork|~|Doors|~|Windows|~|Arches|~|Shutters|~|Oskar von|~|Niedermayer|~|Ernest Diez|~|Horses|~|Old Houses,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n3x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n3x/manifest
ark:/21198/z1dr4n4c,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Entrance To Gharluli,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n4c,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02620.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02620,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~| Eid Gah Mosque|~|Congregational Mosque|~|People|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n4c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n4c/manifest
ark:/21198/z1dr4n5t,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Zarshoy,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n5t,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02798.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02798,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Eid Gah Mosque|~|Congregational Mosque|~|Military Officers|~|Winter Uniform|~|White Plumed Helmets,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n5t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n5t/manifest
ark:/21198/z1dr4n68,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Clay Statuary From Tepe Sardar  Ghazni, Ghazni Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n68,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_02114.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1970_02114,"Taddei, Maurizio",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Qasre Stor|~|Star Building|~|Military|~|Porte-Cochere|~|Buildings|~|Two-Storey|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n68/manifest
ark:/21198/z1dr4n7q,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Wall Paintings On The Niche Of The Large Buddha; Bamiyan Province,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n7q,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1998_02127.tif,Louis Dupree and Nancy Dupree Collection,,1998,1998,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1998_02127,"Dupree, Nancy",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Foyer|~|Marble|~|Staircase|~|Floor|~|Electric|~|Buildings,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n7q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n7q/manifest
ark:/21198/z1dr4n85,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Figurines from Aq Kupruk Balkh Province,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n85,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_01814.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_01814,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Dilkusha|~|Heart's Desire|~|Palace|~|Bathrooms|~|Elegantly Tiled|~|Bath Tub|~|Shower,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n85/manifest
ark:/21198/z1dr4n9m,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Entrance to the Complex,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4n9m,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00149.tif,Louis Dupree and Nancy Dupree Collection,,"November 25, 1976",1976-11-25,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00149,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Deh Afghanan|~|Gulkhana|~|Hothouse|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4n9m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4n9m/manifest
ark:/21198/z1dr4nb2,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Faizabad to Kunduz by Road,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4nb2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00537.tif,Louis Dupree and Nancy Dupree Collection,,"June 15, 1976",1976-06-15,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00537,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Qasre Stor|~|Star Building|~|Audience Hall|~|Elaborate Interior,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4nb2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4nb2/manifest
ark:/21198/z1dr4nch,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4nch,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01856.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_01856,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Deh Afghanan|~|Sardar Enayatullah|~|Children|~|Dog Carts|~|Courtyards|~|Haremserai,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4nch,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4nch/manifest
ark:/21198/z1dr4ndz,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Multi-Barrel Rocket Launcher Position,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4ndz,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1985_01005.tif,Louis Dupree and Nancy Dupree Collection,,"July 26, 1985",1985-07-26,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1985_01005,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Prince Hayatullah's Residence|~|Prince Hayatullah|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4ndz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4ndz/manifest
ark:/21198/z1dr4nfd,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Amir Abdur Rahman Period: Murad Khani,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dr4nfd,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1995_01280.tif,Louis Dupree and Nancy Dupree Collection,,1995,1995,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1995_01280,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Prince Hayatullah's Residence|~|Buildings|~|Men|~|Soldiers|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4nfd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4nfd/manifest
ark:/21198/z1dv3bh7,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Jami Tomb,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bh7,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_02154.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_02154,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,King Amanullah Period|~|King Amanullah|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bh7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bh7/manifest
ark:/21198/z1dv3bjp,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Pass,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bjp,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02589.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02589,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,King Amanullah Period|~|Wars|~|Battlefield|~|Soldiers|~|Hills,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bjp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bjp/manifest
ark:/21198/z1dv3bk4,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Silver Bowl; Tapa Fullol (also Khosh Tapa), Baghlan Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bk4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_01904.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1970_01904,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,King Amanullah Period|~|Royal European Tour|~|Queens|~|Men|~|Women|~|Soldiers|~| Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bk4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bk4/manifest
ark:/21198/z1dv3bmk,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Limestone, Flint Valley",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bmk,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1975_02458.tif,Louis Dupree and Nancy Dupree Collection,,1975,1975,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1975_02458,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Koti Baghcha|~|Little Garden House|~|Palace|~|Balconies|~|Storeys|~|Alcoves|~|Ministry of Public Instruction|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bmk/manifest
ark:/21198/z1dv3bn1,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Sculpture From Shotorak; Shotorak, Kapisa Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bn1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1981_02099.tif,Louis Dupree and Nancy Dupree Collection,,1981,1981,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1981_02099,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Salaamkhana-i-Am|~|Arg|~|Citadel-Palace|~|Audience Hall|~|Gardens|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bn1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bn1/manifest
ark:/21198/z1dv3bpg,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Boys Playing Game Marchek + Bujul,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bpg,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1963_00038.tif,Louis Dupree and Nancy Dupree Collection,,"January 8, 1963",1963-01-08,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1963_00038,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Bagh-i-Babur|~|Haremserai|~|Queen's Palace|~|Gardens|~|Mountains|~|Men|~|Verandahs|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bpg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bpg/manifest
ark:/21198/z1dv3bqx,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Attitudinal Changes,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bqx,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_01581.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1970_01581,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman|~|Chihlsotoon Palace|~|Forty Pillars|~|Park-like Gardens|~|160 Jeribs|~|64 Acres Trees and Flowers|~|Buildings|~|Mountains|~|Chahr Deh Valley|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bqx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bqx/manifest
ark:/21198/z1dv3brc,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Kunduz to Faizabad By Air,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3brc,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_00328.tif,Louis Dupree and Nancy Dupree Collection,,"May 20, 1976",1976-05-20,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_00328,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Chihlsotoon Palace|~|Forty Pillars|~|Postcard|~|Buildings|~|Trees,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3brc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3brc/manifest
ark:/21198/z1dv3bst,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Gardens,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bst,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01463.tif,Louis Dupree and Nancy Dupree Collection,,February 1976,1976-02,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1976_01463,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Habibullah Period|~|Chihlsotoon Palace|~|Forty Pillars|~|President Babrak Karmal|~|Black and White|~|Postcard,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bst,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bst/manifest
ark:/21198/z1dv3bt8,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Attitudinal Changes,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dv3bt8,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1990_01583.tif,Louis Dupree and Nancy Dupree Collection,,"April 27, 1990",1990-04-27,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1990_01583,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Gardens Retreats|~|Mehtab Bagh|~|Moon Garden|~|Fleets of Motor Cars|~|Carriages|~|Postcards|~|Painting,Kabul|~|Afghanistan,info@acku.edu.af,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3bt8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bt8/manifest
ark:/21198/z1dz21z0,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,"Surkh Kotal Temple; Near Pul-i-Khumri, Baghlan Province",https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dz21z0,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1951_02004.tif,Louis Dupree and Nancy Dupree Collection,,1951,1951,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,,acku_dupree_slide_1951_02004,"Fussman, Gerard",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Koti Londoni|~|Buildings|~|Architectural Styles|~|Machinkhana|~|European Fashions|~|Postcards|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz21z0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz21z0/manifest
ark:/21198/z1dz220v,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Gold Buckle From Surkh Kotal,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dz220v,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1965_02011.tif,Louis Dupree and Nancy Dupree Collection,,1965,1965,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1965_02011,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Prince Nasrullah|~|Zain ul-Emorat|~|Palaces|~|Dorchester House Design|~|Pool|~|Fountain|~|Black and White,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz220v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz220v/manifest
ark:/21198/z1dz2219,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Clearing Livestock Retaining Wall,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dz2219,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1966_02276.tif,Louis Dupree and Nancy Dupree Collection,,1966,1966,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1966_02276,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Prince Nasrullah|~|Zain ul-Emorat|~|Gardens|~|Gulkhana|~|Hot House|~|Plants|~|Black and White|~|Souvenir Postcard,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2219,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2219/manifest
ark:/21198/z1dz222r,ark:/21198/z16d7kmn,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,Work,Baluchi Group,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dz222r,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_02767.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,,acku_dupree_slide_1969_02767,"Dupree, Louis",,,,,,ACKU Library Department Special Collection,still image,copyrighted,,,Amir Abdur Rahman Period|~|Shahrara|~|City's Adornment|~|Palace|~|Octagonal Tower|~|Pavilion Verandah|~|Central Hall|~|Souvenir Postcard,Kabul|~|Afghanistan,info@acku.edu.af,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz222r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz222r/manifest
