Object Type,Parent ARK,Item ARK,File Name,Local identifier,Title,Name.creator,Date.created,Date.normalized,Type.typeOfResource,Genre,Format.dimensions,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject,Subject geographic,Rights.statementLocal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1c26zzd,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03405.tif,acku_dupree_slide_1983_03405,Mujahideen With Their Horses Walking Beside The River,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Horses|~|River|~|Trees|~|Valley|~|Mountains,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26zzd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c26zzd/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1796744,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03406.tif,acku_dupree_slide_1983_03406,Mujahideen With Their Horses,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Horses|~|Streams|~|Fields|~|Houses|~|Trees|~|Villages|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796744,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1796744/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z13j5gcz,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03407.tif,acku_dupree_slide_1983_03407,Mujahideen Beside The Fields,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Girls|~|Streams|~|Fields|~|Villages|~|Houses|~|Hills|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5gcz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j5gcz/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1zs4zxq,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03408.tif,acku_dupree_slide_1983_03408,Ruin Wall,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Trees|~|Ruins|~|Walls|~|Fields|~|Villages,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4zxq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs4zxq/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1v14780,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03409.tif,acku_dupree_slide_1983_03409,Ruin Place,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Ruins|~|Place|~|Trees|~|Villages,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v14780,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v14780/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1qc25x4,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03410.tif,acku_dupree_slide_1983_03410,Man Stand With Their Gun,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Man|~|Gun|~|Fields|~|Trees|~|Houses|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc25x4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc25x4/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1km1f95,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03411.tif,acku_dupree_slide_1983_03411,House,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Houses|~|Fields|~|Villages,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1f95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km1f95/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1fv0phj,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03412.tif,acku_dupree_slide_1983_03412,Houses,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Houses|~|Man|~|Fields|~|Villages|~|Trees,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0phj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv0phj/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1b29xr4,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03413.tif,acku_dupree_slide_1983_03413,Corn Fields,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Corn Fields|~|Houses|~|Villages|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29xr4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29xr4/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z16995zw,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03414.tif,acku_dupree_slide_1983_03414,Ruin House,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Guns|~|Ruin House|~|Villages|~|Mountains,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16995zw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16995zw/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z12j8f7k,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03415.tif,acku_dupree_slide_1983_03415,Ruin House,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Ruin House|~|Mountains,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8f7k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j8f7k/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1xs7xv7,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03416.tif,acku_dupree_slide_1983_03416,Grave,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Graves|~|Cemetery,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7xv7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs7xv7/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1t45wjj,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03417.tif,acku_dupree_slide_1983_03417,Fields and Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Fields|~|Trees|~|Mountains,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45wjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45wjj/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1pc54w3,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03418.tif,acku_dupree_slide_1983_03418,Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Fields|~|Hills|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc54w3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc54w3/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1jm4d5s,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03419.tif,acku_dupree_slide_1983_03419,Man Riding a Horse in Dirt Road,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Men|~|Riding|~|Horse|~|Dirt Road|~|Valley|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4d5s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm4d5s/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1dv3nbq,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03420.tif,acku_dupree_slide_1983_03420,Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Man|~|Valley|~|Valley|~|Trees|~|Fields|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3nbq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3nbq/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1932wkv,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03421.tif,acku_dupree_slide_1983_03421,Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Valley|~|Fields|~|Trees|~|Houses|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932wkv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932wkv/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z15b24wz,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03422.tif,acku_dupree_slide_1983_03422,Man Riding a Horse in The Hill,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Men|~|Riding|~|Horses|~|Hills|~|Fields|~|Valleys,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b24wz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b24wz/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z11k1d80,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03423.tif,acku_dupree_slide_1983_03423,Ruin Place,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Ruin Place|~|Mountains|~|Trees,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1d80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k1d80/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1ww9m4k,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03424.tif,acku_dupree_slide_1983_03424,House in a Village,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,House|~|Village|~|Trees|~|Mountains,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9m4k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9m4k/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1s48vg2,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03425.tif,acku_dupree_slide_1983_03425,Men Bandage a Wounded Mujahid,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Men|~|Mujahideen|~|Bandage|~|Wounded|~|Gun,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48vg2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48vg2/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1nc83q8,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03426.tif,acku_dupree_slide_1983_03426,"Mujahideen, Room Made From Stones","Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Room|~|Stones|~|Trees,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc83q8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc83q8/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1hm7bw6,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03427.tif,acku_dupree_slide_1983_03427,Mujahideen,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Room|~|Stones|~|Guns,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7bw6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm7bw6/manifest
