Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z1f49fzn,ark:/21198/z16d7kmn,Work,Attitudinal Changes 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01584.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1585,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01584,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Outward-Oriented|~|Amir Abdur Rahman|~|Cypress Trees|~|Electric Pylon|~|Landscapes,,
ark:/21198/z19c8q6w,ark:/21198/z16d7kmn,Work,Sallygak with Deer,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01585.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1586,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01585,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Sallygak|~|Girls|~|Deer|~|Animal|~|Man,,
ark:/21198/z15m7zhm,ark:/21198/z16d7kmn,Work,Sallygak With Colorful Holiday Candies,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01586.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1587,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01586,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Sallygak|~|Girl|~|Candies,,
ark:/21198/z11v76s8,ark:/21198/z16d7kmn,Work,Zoo Vultures 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01587.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1588,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01587,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures,,
ark:/21198/z1x36qbr,ark:/21198/z16d7kmn,Work,Zoo Vultures 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01588.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1589,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01588,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures,,
ark:/21198/z1sf4p1r,ark:/21198/z16d7kmn,Work,Zoo Vultures 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01589.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1590,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01589,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures|~|Birds,,
ark:/21198/z1np3x8k,ark:/21198/z16d7kmn,Work,Zoo Vultures 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01590.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1591,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01590,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures|~|Birds,,
ark:/21198/z1hx35gb,ark:/21198/z16d7kmn,Work,Zoo Vultures 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01591.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1592,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01591,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures|~|Birds,,
ark:/21198/z1d52drx,ark:/21198/z16d7kmn,Work,Zoo Vultures 6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01592.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1593,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01592,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures|~|Birds,,
ark:/21198/z18d1p22,ark:/21198/z16d7kmn,Work,Zoo Vultures 7,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01593.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1594,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01593,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Zoo|~|Vultures|~|Birds,,
ark:/21198/z14n0xd7,ark:/21198/z16d7kmn,Work,Intercom And Bagh-i-Bala From Salang Highway,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01594.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1595,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01594,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Intercom|~|Bagh-i-Bala|~|Salang Highway|~|Fields|~|Snows|~|Mountains|~|Landscapes,,
ark:/21198/z10w05nf,ark:/21198/z16d7kmn,Work,Wild Pussycat in Compound of Duprees,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01595.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1596,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01595,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Wild Pussycat|~|Compound,,
ark:/21198/z1w68cmp,ark:/21198/z16d7kmn,Work,Lumberyard on Darulaman Road 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01596.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1597,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01596,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Lumberyard|~|Darulaman Road|~|Mountain|~|Landscapes,,
ark:/21198/z1rf7mwz,ark:/21198/z16d7kmn,Work,Lumberyard on Darulaman Road 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01597.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1598,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01597,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Lumberyard|~|Darulaman Road|~|Mountains|~|Carts|~|Landscapes,,
ark:/21198/z1mp6w29,ark:/21198/z16d7kmn,Work,Darulaman Deh Mezang,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01598.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1599,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01598,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Deh Mezang|~|Lumberyard|~|Darulaman Road|~|Asmai|~|Mountains|~|Cars|~|Landscapes,,
ark:/21198/z1gx64bz,ark:/21198/z16d7kmn,Work,Deh Mezang,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01599.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1600,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01599,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Deh Mezang|~|Men|~|Woman|~|Fields|~|Streets|~|Cars|~|Mountains|~|Landscapes,,
ark:/21198/z1c55cn0,ark:/21198/z16d7kmn,Work,Kids Collecting Manure in 5 Gal Tins at Koti Sangi,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01600.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1601,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01600,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Koti Sangi|~|Manure|~|Tins|~|Kids|~|Roads,,
ark:/21198/z17d4n11,ark:/21198/z16d7kmn,Work,"Shah Doshamshirah From Jadi-i-Maiwand, Corner",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01601.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1602,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01601,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Shah Doshamshirah|~|Jadi-i-Maiwand|~|Cars|~|Roads|~|Mosques|~|People|~|Mountains|~|Landscapes,,
ark:/21198/z13n3w99,ark:/21198/z16d7kmn,Work,Toward Kabul University From Jadi Mirwais,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01602.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1603,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01602,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Jadi Mirwais|~|Kabul University|~|Mountains|~|Landscapes,,
ark:/21198/z1001tzr,ark:/21198/z16d7kmn,Work,Chaman,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01603.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1604,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01603,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Sultan Bibi's Tomb|~|Chaman|~|Grass|~|Streets|~|Trees|~|Mountains|~|Landscapes,,
ark:/21198/z1v71bfd,ark:/21198/z16d7kmn,Work,Mosque at Chaman,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01604.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1605,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01604,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Jadi Maiwand|~|Chaman|~|Mosque|~|Intersection,,
ark:/21198/z1qg0kp7,ark:/21198/z16d7kmn,Work,Microrayon,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01605.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1606,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01605,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Microrayon|~|Makroryan|~|River|~|Mountains|~|Landscapes,,
ark:/21198/z1kp9txh,ark:/21198/z16d7kmn,Work,From Microrayon to Nadir Shah's Tomb,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01606.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1607,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01606,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Microrayon|~|Macroryan|~|Nadir Shah's Tomb|~|Mountains|~|Landscapes,,
ark:/21198/z1fx938g,ark:/21198/z16d7kmn,Work,"Bus Company on Lab-i-d,arya",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01607.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1608,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01607,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Bus Company|~|Lab-i-Darya|~|River|~|Mountains|~|Landscapes,,
ark:/21198/z1b58bkh,ark:/21198/z16d7kmn,Work,New Salang Highway in Kabul,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01608.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1609,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01608,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Salang Highway|~|Roads|~|People|~|Cars|~|Landscapes,,
ark:/21198/z16d7kvs,ark:/21198/z16d7kmn,Work,Darulaman Road,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01609.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1627,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01609,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Darulaman|~|Road|~|Fields|~|Poplar Trees|~|Mountain|~|Landscapes,,
ark:/21198/z12r5jjs,ark:/21198/z16d7kmn,Work,Central Square: Victory Arch (Taq-e-Zafar) 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01627.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1649,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01627,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Central Square|~|Victory Arch|~|Taq-e-Zafar|~|Taq-i-Zafar|~|Cultural Heritage|~|Unpaved Roads|~|Landscapes,,
ark:/21198/z1z05209,ark:/21198/z16d7kmn,Work,Bagh-i-Umomi: The Cafe/Bandstand 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01649.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1650,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01649,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Bagh-i-Umomi|~|Public Garden|~|Cafe|~|Bandstand,,
ark:/21198/z1t74974,ark:/21198/z16d7kmn,Work,Bagh-i-Umomi: The Cafe/Bandstand 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01650.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1659,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01650,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Bagh-i-Umomi|~|Public Garden|~|Cafe|~|Bandstand|~|Wrought-Iron Arches|~|Balcony|~|Men,,
ark:/21198/z1pg3jhd,ark:/21198/z16d7kmn,Work,The Amphitheater 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01659.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1671,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01659,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Amphitheater|~|Planted|~|Grass|~|Cows|~|Men|~|Landscapes,,
ark:/21198/z1jq2st4,ark:/21198/z16d7kmn,Work,The Theater 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01671.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1708,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01671,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Theater|~|Walls|~|Interior|~|Modestly Embellished|~|Damages Buildings,,
ark:/21198/z1dz226j,ark:/21198/z16d7kmn,Work,Paghman Picnic 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01708.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1709,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01708,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Picnic|~|Mussa|~|Nancy Dupree|~|Sheila|~|Men|~|Women,,
ark:/21198/z19900v0,ark:/21198/z16d7kmn,Work,Paghman Picnic 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01709.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1710,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01709,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Mussa|~|Nancy Dupree|~|Sheila|~|Men|~|Women|~|Cars|~|Trees,,
ark:/21198/z15h9844,ark:/21198/z16d7kmn,Work,Paghman Picnic 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01710.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1711,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01710,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Mussa|~|Nancy Dupree|~|Sheila|~|Women|~|Men|~|Cars|~|Trees,,
ark:/21198/z11r8hdd,ark:/21198/z16d7kmn,Work,King's Garden,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01711.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1712,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01711,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|King's Garden|~|Trees|~|Mountains|~|Landscapes,,
ark:/21198/z1x080vh,ark:/21198/z16d7kmn,Work,Amanullah's Openair Parliament,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01712.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1713,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01712,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|Paghman|~|Amanullah's Openair Parliament|~|Boys|~|Cows|~|Grasses|~|Trees|~|Landscapes,,
ark:/21198/z1s77846,ark:/21198/z16d7kmn,Work,Kabul From King's Gardens,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01713.tif,Louis Dupree and Nancy Dupree Collection,,1969,1969,,,,2020,1770,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01713,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Kabul|~|King's Garden|~|Trees|~|Lake|~|Mountains|~|Landscapes,,
ark:/21198/z1ng6hgc,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 11",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01770.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1771,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01770,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Rock-Shelter|~|Men|~|Landscapes|~|Mountains,,
ark:/21198/z1hq5rtj,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 12",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01771.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1772,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01771,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Rock-Shelter|~|Limestone Cliffs|~|Palaeolithic,,
ark:/21198/z1d23qfz,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 13",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01772.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1773,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01772,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Gharluli|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Rivers|~|Cave|~|Landscapes|~|Valley,,
ark:/21198/z1892zrp,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 14",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01773.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1774,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01773,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Wild Wheat|~|Rock Shelter,,
ark:/21198/z14j26zf,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 15",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01774.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1775,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01774,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Entrance|~|Rock Shelter,,
ark:/21198/z10s1g6p,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 16",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01775.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1776,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01775,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Boulders|~|Men|~|Foreign People,,
ark:/21198/z1w10zq9,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 17",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01776.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1777,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01776,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Interior|~|Men|~|Drip Line,,
ark:/21198/z1r80728,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 18",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01777.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1778,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01777,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Cave|~|100 m Deep|~|50 m High|~|Men|~|Entrance,,
ark:/21198/z1mg9gcf,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 1",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01778.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1779,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01778,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Stone Stools|~|Trenches|~|Nancy Hatch Dupree,,
