Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz0002wn5k,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wn5k-1-master.tif,,,,,Men,still image,unknown,Acquired Immunodeficiency Syndrome|~|Gay men|~|AIDS (Disease)--Patients--Care|~|Care of persons|~|Caregivers,,,,,Schorerstichting,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE035,"Schorer Buddyzorg, de link tussen jou & mij [inscribed]",,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE035.|~|One man stands in the foreground, smiling, with his hands in his pockets.  Another man stands behind him, slightly blurred, looking at him.  The poster is advertising buddies who will care for gay or lesbian AIDS patients.|~|Translated additional poster text: Something for you?  www.schorer.nl.  020 573 94 33.|~|Date on back of poster, 2006, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[2006],,"Schorer care buddies, the link between you & me",Additional poster text: Iets voor jou?  www.schorer.nl.  020 573 94 33.,,,2006,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wn5k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wn5k/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wn63,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wn63-1-master.tif,,,,,Employees,still image,unknown,AIDS (Disease)--Patients--Civil rights|~|Employment|~|HIV-positive persons--Conduct of life|~|AIDS (Disease)--Information services|~|HIV-positive persons--Services for,Coalition of Labor Union Women (U.S.)|~|AFL-CIO,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US060,AIDS doesn't discriminate.  Neither should workplaces. [inscribed],Labor responds to AIDS,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US060.|~|Part of ""Labor responds to AIDS"" campaign.|~|Poster shows photos of people in various types of labor related jobs.  Poster discourages AIDS-related discrimination in the work environment.  Poster also gives a gives a phone number and a website that has information about AIDS and the workplace.",[United States],[between 1986 and 2004],,,Additional poster text: Let's work in solidarity to stop the stigma & discrimination against people with AIDS; A message from the working women and men of America's unions; Labor responds to AIDS; For more information on developing workplace policies on HIV/AIDS call the CDC Business and Labor Resource Center at 1-800-458-5231 or visit www.hiv@work.org.,,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wn63,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wn63/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wn7m,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wn7m-1-master.tif,,,,,Men|~|Test tubes|~|Scientists,still image,unknown,HIV (Viruses)|~|Research,,,,,Aids Fonds,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE047,Zolang het aidsvirus actief is zijn wij dat ook [transcribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE047.|~|A male scientist is working with test tubes, presumably doing HIV research.  The text is printed in large orange letters, taking up more than half the poster.|~|Date on back of poster, 2004, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[2004?],,"As long as the AIDS virus is active, we are, too",,,,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wn7m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wn7m/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wn84,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wn84-1-master.tif,,,,,Men,still image,unknown,Acquired Immunodeficiency Syndrome|~|Gay men|~|AIDS (Disease)--Patients--Care|~|Care of persons|~|Caregivers,,,,,Schorerstichting,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE034,"Schorer Buddyzorg, de link tussen jou & mij [inscribed]",,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE034.|~|One man stands in the foreground with his thumb in his pocket.  Another man, blurred in the background, is looking fondly at the man in front.  The poster is advertising a care buddy service for gay men and lesbians with AIDS.|~|Translated additional poster text: www.schorer.nl.  020 573 94 33.  Something for you?|~|Date on back of poster, 2006, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[2006],,"Schorer care buddies, the link between you & me",Additional poster text: www.schorer.nl.  020 573 94 33.  Iets voor jou?,,,2006,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wn84,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wn84/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wn9n,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wn9n-1-master.tif,,,,,Ribbons|~|Hands|~|Candles,still image,unknown,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome,Aids Fonds,,,,Hiv Vereniging Nederland,"Kortekaas, Sandra",Studio van Stralen,,,,,,,,Grafische Industrie de Marne,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE042,Aids Memorial Day [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE042.|~|Votive candles are arranged in the shape of an AIDS ribbon.  One hand is visible putting a candle in place.|~|Translated additional poster text: Saturday, May 15, 2004.  Dominicuskerk.  Spuistraat 12, Amsterdam.  HIV Vereniging Netherlands.  www.hivnet.org.  Thanks to the Aids Fonds.  Begins at 4:45. After that doors close. House open: 4:00.",Amsterdam (Netherlands),[2004?],,,"Additional poster text: zaterdag 15 mei 2004.  Dominicuskerk.  Spuistraat 12, Amsterdam.  Hiv Verniging Nederland.  www.hivnet.org.  met dank aan het Aids Fonds.  aanvang 16.45 uur.  na aanvang geen toegan.  zaal open: 16.00 uur.",,,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wn9n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wn9n/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnb5,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnb5-1-master.tif,,,,,Beds|~|Girls|~|Hugging,still image,unknown,Sexually Transmitted Diseases--prevention & control|~|Safe Sex|~|Sexually transmitted diseases--Prevention|~|Condoms,ZonMw (Organization : Netherlands),,,,SOA AIDS Nederland,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE044,Two girls sit on a messy bed [descriptive],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE044.|~|Two girls are sitting on a bed in a messy teenage bedroom.  One girl (via a conversation bubble) is saying that she never thought she would get an STD from him.  The other girl has her arm around her, and she is thinking (via a thought bubble), how could anyone have sex without a condom?|~|Translated poster text: ... I never thought that I could get an STD from him ... Then who can screw without a condom?  www.safesex.nl.  AIDS and STD hotline: 0900-204 2040 (€ 0.10/min.)|~|Date on back of poster, 2004, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[Between 2004 and 2005],,,"... nooit gedacht dat ik een soa van hém zou oplopen ... wie laat zich dan ook naaien zonder condoom.  www.safesex.nl.  Aids Soa infolijn: 0900-204 2040 (€ 0,10 p/min)",,,2004/2005,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnb5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnb5/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wncp,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wncp-1-master.tif,,,,,People with disabilities,still image,unknown,Acquired Immunodeficiency Syndrome|~|Gay men|~|AIDS (Disease)--Patients--Care|~|Care of persons|~|Caregivers,,,,,Schorerstichting,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE036,"Schorer Buddyzorg, de link tussen jou & mij [inscribed]",,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE036.|~|Translated additional poster text: www.schorer.nl.  020 573 94 33.  Something for you?|~|A man in the foreground, standing with the help of crutches, is smiling.  A woman behind him, slightly out of focus, is looking fondly at him.  The poster is advertising care buddies, people who care for gay and lesbian AIDS patients.|~|Date on back of poster, 2006, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[2006],,"Schorer care buddies, the link between you & me",Additional poster text: www.schorer.nl.  020 573 94 33.  Iets voor jou?,,,2006,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wncp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wncp/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnd6,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnd6-1-master.tif,,,,,Nudes|~|Men,still image,unknown,AIDS (Disease)--Prevention|~|Condoms|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Sex,,,,,STOP AIDS Århus|~|STOP AIDS (Denmark)|~|STOP AIDS København,"Vesterskov, Knud","Waldorph, Peter",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK004,Faste forhold og løse forbindelser [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK004.|~|Translated additional poster text: “One time hook-ups and loose partners. No thanks, that’s not really me, given the way things are. I keep myself to one at a time.” (Ole, 41). “Condoms give a kind of freedom, I think. If, for example, I do something ‘wrong’ one day, then I don’t have to tell my lover/sweetheart just before we’re going to have sex. I can wait until I want to. And without having a bad conscience because of that. So, in one way, I think you can say that condoms give me a kind of ‘spiritual’ freedom."" (Svend, 34).|~|Multicolored blurred images of naked male couples embracing and kissing. Quotes from ""Ole"" and ""Svend"" talk about different kinds of sexual behavior in an environment where HIV infection is a risk.",Copenhagen (Denmark),[between 1986 and 2004],,Stable relationships and loose connections,"Additional poster text: Grafisk design: Peter Waldorph på foto af Knud Vesterskov.|~|Additional poster text: “Engangsknald og løse partnere? Nej tak, det er ikke lige mig, som tiderne er. Jeg holder mig til en ad gangen.” (Ole, 41) “Kondomer giver en slags frihed, synes jeg. Hvis jeg f.eks. en dag sku’ lave noget ‘forkert,’ sa behøver jeg ikke sige det til min kæreste, lige før vi skal bolle. Det kan jeg vente med, til jeg har lyst. Og uden at få dårlig samvittighed af den grund. Så på en måde synes jeg godt, man kan sige, at kondomer giver mig en slags ‘åndelig’ frihed.” (Svend, 34). Stop AIDS København tlf: 33112911. Stop AIDS Århus tlf: 86128800.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnd6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnd6/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnfq,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnfq-1-master.tif,,,,,HIV-positive women|~|Rural women,still image,pd_usfed,HIV-positive persons|~|Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Transmission,Centers for Disease Control and Prevention (U.S.)|~|United States. Public Health Service,,,,United States. Dept. of Health and Human Services,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US043,"Most people think HIV is only a problem in big cities.  Unfortunately, I was one of those people. [inscribed]",America responds to AIDS,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US043.|~|This poster features a message from Krista Blake: a Caucasian female infected with HIV, walking along a country road.  She urges viewers to learn more about HIV because it happens to everyone, regardless of where they live or their economic status.  She wants viewers to not make the same mistake she did.|~|Part of ""America responds to AIDS"" campaign.",United States,c1993,,,Additional poster text: One in 250 Americans is infected with HIV. 1-800-342-AIDS.,,,1993,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnfq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnfq/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wng7,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wng7-1-master.tif,,,,,Condoms,still image,copyrighted,AIDS (Disease)--Prevention|~|Safe Sex|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Verkerke,,,,,,"Groen, Didi",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Netherlands,,Bos-Shop Amsterdam,posters,,,,,NE049,Safe sex for all [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE049.|~|An array of condoms are pictured, depicting various jobs or personalities (""the doctor, the motor-cyclist,"" etc.).  Some are wearing hats or other costumes.",Ede (Netherlands),c1988,,,,,,1988,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wng7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wng7/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnhr,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnhr-1-master.tif,,,,,Gay men|~|Kissing,still image,unknown,Safe Sex|~|Syphilis,,,,,Landsforeningen for bøsser og lesbiske|~|STOP AIDS (Denmark),,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK010,Bøsser får også syfilis [inscribed],Tid til tjek,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK010.|~|Part of the ""Tid til tjek"" [Time to be checked] campaign.|~|Yellow and black image of two men kissing appears over poster text on a black background. Poster reminds viewers that AIDS is not the only risk for sexually active gay men, and encourages getting tested for sexually-transmitted diseases.",Copenhagen (Denmark),[2004],,Fags also get syphilis.,Additional poster text: Få mere information om sexsygdomme hos AIDS-Linien på 33 91 11 19 eller på tidtiltjek.dk.,,,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnhr/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnj8,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnj8-1-master.tif,,,,,Hearts (Symbols)|~|Gay men|~|Male symbols|~|Hugging,still image,unknown,Safe sex in AIDS prevention|~|AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,STOP AIDS (Denmark),"Beier, Nina Jan","Beier, Soffi|~|Stue, Gul|~|Bjarnhof, Sille",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK007,Skal jeg… altid bruge kondom sammen med kæresten? [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK007.|~|Poster depicts two young men embracing. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization. Poster directs readers to STOP AIDS as a resource for questions about sex and HIV.",Copenhagen (Denmark),[between 1999 and 2004],,Do I…always need to use a condom with my lover?”,,,,1999/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnj8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnj8/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnm9,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnm9-1-master.tif,,,,,Employees,still image,unknown,Employment|~|HIV-positive persons--Conduct of life,Centers for Disease Control and Prevention (U.S.)|~|United States. Dept. of Health and Human Services,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US056,HIV@Work [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US056.|~|Part of ""Business responds to AIDS; Labor responds to AIDS"".|~|Poster shows a photo of a road worker, fireman, construction worker, and a cleaning lady with solemn expressions looking at the audience.  Poster suggests that blue collar everyday people are living and working with HIV.  There is information available to prevent the disease from adversely affecting the workplace.|~|Part of ""American responds to AIDS campaign"".",[United States],[between 1986 and 2004],,,"Additional poster text: More people are living and working with HIV than ever; HIV hasn't gone away.  Neither have the concerns it raises--like worker morale, discrimination and productivity.  Get free workplace policy and educaiton information.  Check www.hivatwork.org, or call 1-800-458-5231.; HIV is still in business.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnm9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnm9/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnnt,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnnt-1-master.tif,,,,,Girls|~|Faces,still image,unknown,Acquired Immunodeficiency Syndrome|~|Orphans|~|Charitable organizations|~|AIDS (Disease)--Africa ,,,,,UNICEF,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dut,Netherlands,,,posters,,,,,NE031,"Als er niemand meer is die voor haar zorgt, zorgen wij voor haar [inscribed]","Unite for children, unite against AIDS","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item NE031.|~|Translated additional poster text: For this reason, register on unicef.nl now.  Joanina, 11 years old, Mozambique.|~|A close-up photograph of an African girl, identified as 11-year-old Joanina from Mozambique.  She is presumed to have been orphaned by AIDS.|~|Date on back of poster, 2006, reflects when the vendor received the copy later acquired by the UCLA Library.",Netherlands,[2006],,"If there is no one else there for her, we will care for her","Additional poster text: Word daarom nu lid op unicef.nl.  Joaninha, 11 jaar, Mozambique.",,,2006,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnnt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnnt/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnpb,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnpb-1-master.tif,,,,,Hearts (Symbols)|~|Men|~|Male symbols|~|T-shirts,still image,unknown,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome,STOP AIDS (Denmark),,,,,,"Sonne, Mikkel",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK006,Staying [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK006.|~|Color photograph with a partial profile of a man wearing a t-shirt with the slogan ""Staying."" The phrase ""Staying negative"" also appears near the bottom of the photograph. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization.",Copenhagen (Denmark),[2005?],,,"Additional poster text: T-shirt: 99,- ; Fås på Jailhouse Cph, Oscar Bar Cafe og [star] Homoware DK [T-shirt: 99, Can be purchased at Jailhouse Copenhagen, Oscar Bar Café and Homoware]; stopaids.dk",Staying negative,,2005,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnpb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnpb/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnqv,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnqv-1-master.tif,,,,,Hearts (Symbols)|~|Male symbols|~|Ice cream & ices,still image,unknown,Safe sex in AIDS prevention|~|Gay men|~|Acquired Immunodeficiency Syndrome--transmission|~|AIDS (Disease)--Transmission,,,,,STOP AIDS (Denmark),,"Beier, Soffi|~|Stue, Gul|~|Bjarnhof, Sille",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK009,Skal jeg… synke eller spytte? [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK009.|~|A young man in a white tank top and jeans is eating a popsicle. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization. Poster directs readers to STOP AIDS as a resource for questions about sex and HIV.",Copenhagen (Denmark),[between 1999 and 2004],,Should I... swallow or spit?,www.stopaids.dk|~|Additional poster text: Læs svaret på dette og andre spørgsmal om sex og hiv i STOP AIDS nye folder eller gå ind på den helf nye hjemmeside. [Read the answer to this and other questions about sex and HIV in the new STOP AIDS folder or visit the brand new homepage.],,,1999/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnqv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnqv/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnrc,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnrc-1-master.tif,,,,,Gay men,still image,unknown,Safe Sex|~|Hepatitis,,,,,Landsforeningen for bøsser og lesbiske|~|STOP AIDS (Denmark),,"Sonne, Mikkel",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK011,Bøsser får også hepatitis [inscribed],Tid til tjek,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK011.|~|Two men are depicted in black on a red background, standing one behind another. Poster text appears below on a black background. Poster reminds viewers that AIDS is not the only risk for sexually active gay men, and encourages getting tested for sexually-transmitted diseases.|~|Part of the ""Tid til tjek"" [Time to be checked] campaign.",Copenhagen (Denmark),[2004],,Fags also get hepatitis.,Additional poster text: Få mere information om sexsygdomme hos AIDS-Linien på 33 91 11 19 eller på tidtiltjek.dk.,,,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnrc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnrc/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnsw,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnsw-1-master.tif,,,,,Young adults|~|Smiling,,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,spa,United States,,,posters,,,,,US055_2,Me hice la prueba del VIH para tomar control de mi salud y mi vida. [inscribed],"Hazte la prueba, toma control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US055_2.|~|Poster is a picture of a group of young men and women smiling and looking at the audience.  Poster encourages to take pride in life and get tested for HIV.  It also promotes National HIV Testing Day on June 27th.|~|Part of ""Hazte la prueba, toma controle"" campaign.",[United States],[between 1986 and 2004],,I got tested for HIV to take control of my health and my life.,"Additional poster text: Toma el orgullo de tu vida, hazte la prueba; Dia nacional de 27 de Junio la prueba de VIH; Para mayor información: 1-800-CDC-INFO (232-4636); Para español marque el número 2; www.hivtest.org.|~|Translated poster text: Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO (232-4636); For spanish press the number 2; www.hivtest.org.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnsw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnsw/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wntd,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wntd-1-master.tif,,,,,Hearts (Symbols)|~|Men|~|Smiling|~|Male symbols|~|Bathing suits|~|Running,still image,unknown,AIDS (Disease)--Prevention|~|HIV infections|~|Acquired Immunodeficiency Syndrome--prevention & control,STOP AIDS (Denmark),,,,,,"Sonne, Mikkel",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK005,Staying negative… det gør vi! [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK005.|~|Color photograph of a group of multiracial young men in bathing suits smiling and running. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization.",Copenhagen (Denmark),[2005?],,Staying negative... That's what we do!,Website: stopaids.dk|~|Additional poster text: Der findes ingen kur mod hiv -– man er hiv-smittet resten af livet. [There is no cure for HIV -- you are HIV-positive the rest of your life.],,,2005,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wntd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wntd/manifest,,
