Object Type,Title,Item ARK,Parent ARK (fest),Parent ARK,File Name,Item Sequence,Date.created,Thumbnail,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,volume | issue,IIIF Manifest URL
Work,El Tipógrafo 1902-08-31,ark:/21198/z1pc5q9h,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,31 de Agosto de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d820c2,1902-08-31,4 pages,newspapers,spa,ihc_tipografo_19020831,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc5q9h/manifest
Work,El Tipógrafo 1902-09-07,ark:/21198/z1jq3nv9,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,7 de Septiembre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97z3n,1902-09-07,6 pages,newspapers,spa,ihc_tipografo_19020907,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq3nv9/manifest
Work,El Tipógrafo 1902-09-14,ark:/21198/z1dz2x7b,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,14 de Septiembre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r3fs7,1902-09-14,4 pages,newspapers,spa,ihc_tipografo_19020914,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2x7b/manifest
Work,El Tipógrafo 1902-09-21,ark:/21198/z19625gv,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,21 de Septiembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks9dh6,1902-09-21,6 pages,newspapers,spa,ihc_tipografo_19020921,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19625gv/manifest
Work,El Tipógrafo 1902-09-28,ark:/21198/z15f1dsk,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,28 de Septiembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb3vvg,1902-09-28,5 pages,newspapers,spa,ihc_tipografo_19020928,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f1dsk/manifest
Work,El Tipógrafo 1902-10-05,ark:/21198/z11p0p0c,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,5 de Octubre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8tmp,1902-10-05,4 pages,newspapers,spa,ihc_tipografo_19021005,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p0p0c/manifest
Work,El Tipógrafo 1902-10-10,ark:/21198/z1wx05jh,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,10 de Octubre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk62xv,1902-10-10,4 pages,newspapers,spa,ihc_tipografo_19021010,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wx05jh/manifest
Work,El Tipógrafo 1902-10-19,ark:/21198/z1s49dwf,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,19 de Octubre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1sh9,1902-10-19,1 page,newspapers,spa,ihc_tipografo_19021019,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s49dwf/manifest
Work,El Tipógrafo 1902-10-26,ark:/21198/z1ng7chj,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,26 de Octubre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w11q2,1902-10-26,4 pages,newspapers,spa,ihc_tipografo_19021026,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng7chj/manifest
Work,El Tipógrafo 1902-11-02,ark:/21198/z1hq6mvq,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,2 de Noviembre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8942,1902-11-02,4 pages,newspapers,spa,ihc_tipografo_19021102,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq6mvq/manifest
Work,El Tipógrafo 1902-11-16,ark:/21198/z1cz5w3z,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,16 de Noviembre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw47v5,1902-11-16,5 pages,newspapers,spa,ihc_tipografo_19021116,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz5w3z/manifest
Work,El Tipógrafo 1902-11-23,ark:/21198/z18654bg,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,23 de Noviembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b596q1,1902-11-23,4 pages,newspapers,spa,ihc_tipografo_19021123,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18654bg/manifest
Work,El Tipógrafo 1902-11-30,ark:/21198/z14f4cjv,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,30 de Noviembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46g17,1902-11-30,4 pages,newspapers,spa,ihc_tipografo_19021130,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f4cjv/manifest
Work,El Tipógrafo 1902-12-14,ark:/21198/z10p3mvk,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,14 de Diciembre de 1902 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19625h9,1902-12-14,10 pages,newspapers,spa,ihc_tipografo_19021214,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p3mvk/manifest
Work,El Tipógrafo 1902-12-21,ark:/21198/z1vx34fk,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,21 de Diciembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3mxg,1902-12-21,8 pages,newspapers,spa,ihc_tipografo_19021221,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 50,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx34fk/manifest
Work,El Tipógrafo 1902-12-28,ark:/21198/z1r8134w,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,28 de Diciembre de 1902,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs5jdd,1902-12-28,4 pages,newspapers,spa,ihc_tipografo_19021228,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 51,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r8134w/manifest
