"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Subject.descriptiveTopic","Type.typeOfResource","Subject.conceptTopic","Rights.copyrightStatus","Language","Coverage.geographic","Rights.publicationStatus","Name.repository","Publisher.publisherName","Subject.corporateName","Type.genre","Name.manufacturer","Name.subject","Name.printer","Name.retailer","Name.designer","Rights.rightsHolderContact","Name.artist","Name.creator","Name.sponsor","AltTitle.uniform","Title","Format.dimensions","Description.caption","Publisher.placeOfOrigin","Date.normalized","Date.creation","Description.note","AltTitle.other","Format.extent","AltTitle.descriptive","Alternate Title.former","AltTitle.translated","Opac url","Description.abstract","Bucketeer State","IIIF Access URL"
"Patent Medicine Cards","ark:/21198/zz0002hj6q/k393bp7x","ark:/21198/zz0002hj6q","","","Page","patentmedcards/masters/21198-zz0002hj6q-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj6q%2Fk393bp7x"
"Patent Medicine Cards","ark:/21198/zz0002hj77/c195hq88","ark:/21198/zz0002hj77","","","Page","patentmedcards/masters/21198-zz0002hj77-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj77%2Fc195hq88"
"Patent Medicine Cards","ark:/21198/zz0002hj77/hs36gb9f","ark:/21198/zz0002hj77","","","Page","patentmedcards/masters/21198-zz0002hj77-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj77%2Fhs36gb9f"
"Patent Medicine Cards","ark:/21198/zz0002hj8r/2w68dd7g","ark:/21198/zz0002hj8r","","","Page","patentmedcards/masters/21198-zz0002hj8r-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj8r%2F2w68dd7g"
"Patent Medicine Cards","ark:/21198/zz0002hj8r/wv979d2t","ark:/21198/zz0002hj8r","","","Page","patentmedcards/masters/21198-zz0002hj8r-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj8r%2Fwv979d2t"
"Patent Medicine Cards","ark:/21198/zz0002hj98/cd262g98","ark:/21198/zz0002hj98","","","Page","patentmedcards/masters/21198-zz0002hj98-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj98%2Fcd262g98"
"Patent Medicine Cards","ark:/21198/zz0002hj98/tw85kt1v","ark:/21198/zz0002hj98","","","Page","patentmedcards/masters/21198-zz0002hj98-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hj98%2Ftw85kt1v"
"Patent Medicine Cards","ark:/21198/zz0002hjc9/6025w76t","ark:/21198/zz0002hjc9","","","Page","patentmedcards/masters/21198-zz0002hjc9-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjc9%2F6025w76t"
"Patent Medicine Cards","ark:/21198/zz0002hjc9/7681mh1r","ark:/21198/zz0002hjc9","","","Page","patentmedcards/masters/21198-zz0002hjc9-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjc9%2F7681mh1r"
"Patent Medicine Cards","ark:/21198/zz0002hjdt/d880bd66","ark:/21198/zz0002hjdt","","","Page","patentmedcards/masters/21198-zz0002hjdt-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjdt%2Fd880bd66"
"Patent Medicine Cards","ark:/21198/zz0002hjdt/s856w35n","ark:/21198/zz0002hjdt","","","Page","patentmedcards/masters/21198-zz0002hjdt-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjdt%2Fs856w35n"
"Patent Medicine Cards","ark:/21198/zz0002hjfb/99507337","ark:/21198/zz0002hjfb","","","Page","patentmedcards/masters/21198-zz0002hjfb-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjfb%2F99507337"
"Patent Medicine Cards","ark:/21198/zz0002hjfb/mh992126","ark:/21198/zz0002hjfb","","","Page","patentmedcards/masters/21198-zz0002hjfb-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjfb%2Fmh992126"
"Patent Medicine Cards","ark:/21198/zz0002hjgv/4v995w0r","ark:/21198/zz0002hjgv","","","Page","patentmedcards/masters/21198-zz0002hjgv-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjgv%2F4v995w0r"
"Patent Medicine Cards","ark:/21198/zz0002hjgv/js69w72q","ark:/21198/zz0002hjgv","","","Page","patentmedcards/masters/21198-zz0002hjgv-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjgv%2Fjs69w72q"
"Patent Medicine Cards","ark:/21198/zz0002hjhc/6997213w","ark:/21198/zz0002hjhc","","","Page","patentmedcards/masters/21198-zz0002hjhc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjhc%2F6997213w"
"Patent Medicine Cards","ark:/21198/zz0002hjhc/hd744b62","ark:/21198/zz0002hjhc","","","Page","patentmedcards/masters/21198-zz0002hjhc-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjhc%2Fhd744b62"
"Patent Medicine Cards","ark:/21198/zz0002hjjw/33265w08","ark:/21198/zz0002hjjw","","","Page","patentmedcards/masters/21198-zz0002hjjw-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjjw%2F33265w08"
"Patent Medicine Cards","ark:/21198/zz0002hjjw/9r25nw08","ark:/21198/zz0002hjjw","","","Page","patentmedcards/masters/21198-zz0002hjjw-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjjw%2F9r25nw08"
"Patent Medicine Cards","ark:/21198/zz0002hjkd/vc94rm0g","ark:/21198/zz0002hjkd","","","Page","patentmedcards/masters/21198-zz0002hjkd-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjkd%2Fvc94rm0g"
"Patent Medicine Cards","ark:/21198/zz0002hjkd/vx267s5q","ark:/21198/zz0002hjkd","","","Page","patentmedcards/masters/21198-zz0002hjkd-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjkd%2Fvx267s5q"
"Patent Medicine Cards","ark:/21198/zz0002hjnf/dj794h79","ark:/21198/zz0002hjnf","","","Page","patentmedcards/masters/21198-zz0002hjnf-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjnf%2Fdj794h79"
"Patent Medicine Cards","ark:/21198/zz0002hjnf/n328sg4w","ark:/21198/zz0002hjnf","","","Page","patentmedcards/masters/21198-zz0002hjnf-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjnf%2Fn328sg4w"
"Patent Medicine Cards","ark:/21198/zz0002hjpz/3928rt9c","ark:/21198/zz0002hjpz","","","Page","patentmedcards/masters/21198-zz0002hjpz-3-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjpz%2F3928rt9c"
"Patent Medicine Cards","ark:/21198/zz0002hjpz/9c591z67","ark:/21198/zz0002hjpz","","","Page","patentmedcards/masters/21198-zz0002hjpz-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjpz%2F9c591z67"
"Patent Medicine Cards","ark:/21198/zz0002hjqg/g971nw7v","ark:/21198/zz0002hjqg","","","Page","patentmedcards/masters/21198-zz0002hjqg-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjqg%2Fg971nw7v"
"Patent Medicine Cards","ark:/21198/zz0002hjqg/vb46k74c","ark:/21198/zz0002hjqg","","","Page","patentmedcards/masters/21198-zz0002hjqg-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjqg%2Fvb46k74c"
"Patent Medicine Cards","ark:/21198/zz0002hjr0/2d89c48w","ark:/21198/zz0002hjr0","","","Page","patentmedcards/masters/21198-zz0002hjr0-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjr0%2F2d89c48w"
"Patent Medicine Cards","ark:/21198/zz0002hjr0/6v836m9k","ark:/21198/zz0002hjr0","","","Page","patentmedcards/masters/21198-zz0002hjr0-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjr0%2F6v836m9k"
"Patent Medicine Cards","ark:/21198/zz0002hjsh/3661pr60","ark:/21198/zz0002hjsh","","","Page","patentmedcards/masters/21198-zz0002hjsh-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjsh%2F3661pr60"
"Patent Medicine Cards","ark:/21198/zz0002hjsh/g658kc4b","ark:/21198/zz0002hjsh","","","Page","patentmedcards/masters/21198-zz0002hjsh-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjsh%2Fg658kc4b"
"Patent Medicine Cards","ark:/21198/zz0002hjt1/gv83vx7g","ark:/21198/zz0002hjt1","","","Page","patentmedcards/masters/21198-zz0002hjt1-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjt1%2Fgv83vx7g"
"Patent Medicine Cards","ark:/21198/zz0002hjt1/k317nm04","ark:/21198/zz0002hjt1","","","Page","patentmedcards/masters/21198-zz0002hjt1-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjt1%2Fk317nm04"
"Patent Medicine Cards","ark:/21198/zz0002hjvj/c967902h","ark:/21198/zz0002hjvj","","","Page","patentmedcards/masters/21198-zz0002hjvj-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjvj%2Fc967902h"
"Patent Medicine Cards","ark:/21198/zz0002hjvj/p010zc4b","ark:/21198/zz0002hjvj","","","Page","patentmedcards/masters/21198-zz0002hjvj-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjvj%2Fp010zc4b"
"Patent Medicine Cards","ark:/21198/zz0002hjw2/bv26cx5m","ark:/21198/zz0002hjw2","","","Page","patentmedcards/masters/21198-zz0002hjw2-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjw2%2Fbv26cx5m"
"Patent Medicine Cards","ark:/21198/zz0002hjw2/s034w41c","ark:/21198/zz0002hjw2","","","Page","patentmedcards/masters/21198-zz0002hjw2-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjw2%2Fs034w41c"
"Patent Medicine Cards","ark:/21198/zz0002hjxk/8j35qt2k","ark:/21198/zz0002hjxk","","","Page","patentmedcards/masters/21198-zz0002hjxk-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjxk%2F8j35qt2k"
"Patent Medicine Cards","ark:/21198/zz0002hjxk/vk32jc67","ark:/21198/zz0002hjxk","","","Page","patentmedcards/masters/21198-zz0002hjxk-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjxk%2Fvk32jc67"
"Patent Medicine Cards","ark:/21198/zz0002hjz3/nm51fx0w","ark:/21198/zz0002hjz3","","","Page","patentmedcards/masters/21198-zz0002hjz3-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjz3%2Fnm51fx0w"
"Patent Medicine Cards","ark:/21198/zz0002hjz3/rm96pw61","ark:/21198/zz0002hjz3","","","Page","patentmedcards/masters/21198-zz0002hjz3-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hjz3%2Frm96pw61"
"Patent Medicine Cards","ark:/21198/zz0002hk03/r3654074","ark:/21198/zz0002hk03","","","Page","patentmedcards/masters/21198-zz0002hk03-3-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk03%2Fr3654074"
"Patent Medicine Cards","ark:/21198/zz0002hk03/zp015n0g","ark:/21198/zz0002hk03","","","Page","patentmedcards/masters/21198-zz0002hk03-2-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk03%2Fzp015n0g"
"Patent Medicine Cards","ark:/21198/zz0002hk1m/74220f0f","ark:/21198/zz0002hk1m","","","Page","patentmedcards/masters/21198-zz0002hk1m-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk1m%2F74220f0f"
"Patent Medicine Cards","ark:/21198/zz0002hk1m/rz79h90b","ark:/21198/zz0002hk1m","","","Page","patentmedcards/masters/21198-zz0002hk1m-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk1m%2Frz79h90b"
"Patent Medicine Cards","ark:/21198/zz0002hk24/2c00sq87","ark:/21198/zz0002hk24","","","Page","patentmedcards/masters/21198-zz0002hk24-3-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk24%2F2c00sq87"
"Patent Medicine Cards","ark:/21198/zz0002hk24/p099rm74","ark:/21198/zz0002hk24","","","Page","patentmedcards/masters/21198-zz0002hk24-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk24%2Fp099rm74"
"Patent Medicine Cards","ark:/21198/zz0002hk24/vd81zf3d","ark:/21198/zz0002hk24","","","Page","patentmedcards/masters/21198-zz0002hk24-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk24%2Fvd81zf3d"
"Patent Medicine Cards","ark:/21198/zz0002hk3n/f3399j1n","ark:/21198/zz0002hk3n","","","Page","patentmedcards/masters/21198-zz0002hk3n-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk3n%2Ff3399j1n"
"Patent Medicine Cards","ark:/21198/zz0002hk3n/q770272r","ark:/21198/zz0002hk3n","","","Page","patentmedcards/masters/21198-zz0002hk3n-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk3n%2Fq770272r"
"Patent Medicine Cards","ark:/21198/zz0002hk45/9q369p1m","ark:/21198/zz0002hk45","","","Page","patentmedcards/masters/21198-zz0002hk45-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk45%2F9q369p1m"
"Patent Medicine Cards","ark:/21198/zz0002hk45/hk36hm6c","ark:/21198/zz0002hk45","","","Page","patentmedcards/masters/21198-zz0002hk45-3-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk45%2Fhk36hm6c"
"Patent Medicine Cards","ark:/21198/zz0002hk45/tq16pq9h","ark:/21198/zz0002hk45","","","Page","patentmedcards/masters/21198-zz0002hk45-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk45%2Ftq16pq9h"
"Patent Medicine Cards","ark:/21198/zz0002hk5p/bp79mw8t","ark:/21198/zz0002hk5p","","","Page","patentmedcards/masters/21198-zz0002hk5p-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk5p%2Fbp79mw8t"
"Patent Medicine Cards","ark:/21198/zz0002hk5p/xn28f66t","ark:/21198/zz0002hk5p","","","Page","patentmedcards/masters/21198-zz0002hk5p-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk5p%2Fxn28f66t"
"Patent Medicine Cards","ark:/21198/zz0002hk66/bk92f21r","ark:/21198/zz0002hk66","","","Page","patentmedcards/masters/21198-zz0002hk66-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk66%2Fbk92f21r"
"Patent Medicine Cards","ark:/21198/zz0002hk66/xc21hb8p","ark:/21198/zz0002hk66","","","Page","patentmedcards/masters/21198-zz0002hk66-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk66%2Fxc21hb8p"
"Patent Medicine Cards","ark:/21198/zz0002hk87/6q71c127","ark:/21198/zz0002hk87","","","Page","patentmedcards/masters/21198-zz0002hk87-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk87%2F6q71c127"
"Patent Medicine Cards","ark:/21198/zz0002hk87/f506fs1v","ark:/21198/zz0002hk87","","","Page","patentmedcards/masters/21198-zz0002hk87-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hk87%2Ff506fs1v"
"Patent Medicine Cards","ark:/21198/zz0002hkb8/c416bd28","ark:/21198/zz0002hkb8","","","Page","patentmedcards/masters/21198-zz0002hkb8-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkb8%2Fc416bd28"
"Patent Medicine Cards","ark:/21198/zz0002hkb8/hp53q74p","ark:/21198/zz0002hkb8","","","Page","patentmedcards/masters/21198-zz0002hkb8-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkb8%2Fhp53q74p"
"Patent Medicine Cards","ark:/21198/zz0002hkcs/55070269","ark:/21198/zz0002hkcs","","","Page","patentmedcards/masters/21198-zz0002hkcs-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkcs%2F55070269"
"Patent Medicine Cards","ark:/21198/zz0002hkcs/p1598t4z","ark:/21198/zz0002hkcs","","","Page","patentmedcards/masters/21198-zz0002hkcs-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkcs%2Fp1598t4z"
"Patent Medicine Cards","ark:/21198/zz0002hkd9/1x088t5c","ark:/21198/zz0002hkd9","","","Page","patentmedcards/masters/21198-zz0002hkd9-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkd9%2F1x088t5c"
"Patent Medicine Cards","ark:/21198/zz0002hkd9/k368wk9p","ark:/21198/zz0002hkd9","","","Page","patentmedcards/masters/21198-zz0002hkd9-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkd9%2Fk368wk9p"
"Patent Medicine Cards","ark:/21198/zz0002hkft/vg93kb87","ark:/21198/zz0002hkft","","","Page","patentmedcards/masters/21198-zz0002hkft-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkft%2Fvg93kb87"
"Patent Medicine Cards","ark:/21198/zz0002hkft/xm29r938","ark:/21198/zz0002hkft","","","Page","patentmedcards/masters/21198-zz0002hkft-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkft%2Fxm29r938"
"Patent Medicine Cards","ark:/21198/zz0002hkhv/7v60dk2s","ark:/21198/zz0002hkhv","","","Page","patentmedcards/masters/21198-zz0002hkhv-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkhv%2F7v60dk2s"
"Patent Medicine Cards","ark:/21198/zz0002hkhv/px344652","ark:/21198/zz0002hkhv","","","Page","patentmedcards/masters/21198-zz0002hkhv-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkhv%2Fpx344652"
"Patent Medicine Cards","ark:/21198/zz0002hkjc/5q32h00v","ark:/21198/zz0002hkjc","","","Page","patentmedcards/masters/21198-zz0002hkjc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkjc%2F5q32h00v"
"Patent Medicine Cards","ark:/21198/zz0002hkjc/gz32rq6h","ark:/21198/zz0002hkjc","","","Page","patentmedcards/masters/21198-zz0002hkjc-3-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkjc%2Fgz32rq6h"
"Patent Medicine Cards","ark:/21198/zz0002hkjc/nv93d54b","ark:/21198/zz0002hkjc","","","Page","patentmedcards/masters/21198-zz0002hkjc-2-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkjc%2Fnv93d54b"
