"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Rights.servicesContact","Name.subject","Name.architect","Name.creator","Subject","AltTitle.uniform","Relation.isPartOf","Name.repository","Format.dimensions","Title","Date.creation","Format.extent","Alt ID.local","Date.normalized","Description.note","Coverage.geographic","Format.medium","Description.contents","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4svh","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4svh_765450_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_3","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4svh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4svh/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sw1","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sw1_765453_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_4","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sw1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sw1/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4sxj","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4sxj_765456_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_5","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4sxj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4sxj/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t02","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t02_765460_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_6","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t02","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t02/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t1k","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t1k_765463_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_7","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t1k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t1k/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t23","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t23_765468_master.tif","","private","","","still image","color photographs","","Annenberg, Walter H., 1908-2002","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_8","1963-11","Walter Annenberg at Palm Springs, CA future site of his estate ""Sunnyland.""","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t23","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t23/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t3m","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t3m_765471_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_9","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t3m","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t3m/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t44","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t44_765474_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_10","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t44","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t44/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t65","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t65_765478_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_11","1963-11","","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t65","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t65/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t7p","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t7p_765483_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_12","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t7p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t7p/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4t9q","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4t9q_765487_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_13","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4t9q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4t9q/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tb7","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tb7_765494_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_14","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tb7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tb7/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4td8","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4td8_765498_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_15","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4td8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4td8/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tfs","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tfs_765503_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_16","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tfs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tfs/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tg9","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tg9_765506_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_17","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tg9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tg9/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tht","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tht_765511_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_18","1963-11","View of land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color negative","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tht","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tht/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tkv","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tkv_765515_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_19","1963-11","View of Jones and others with truck and seedlings on land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tkv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tkv/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tmc","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tmc_765520_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s12_20","1963-11","Construction equipment on land near Palm Springs, CA, future site of Walter Annenberg's estate, ""Sunnylands.""","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tmc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tmc/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tnw","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tnw_765523_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_1","1963-11","Construction equipment on land near Palm Springs, CA, future site of Walter Annenberg's estate, ""Sunnylands.""","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tnw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tnw/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tpd","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tpd_765526_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_2","1963-11","Fiber Tube Forms at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tpd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tpd/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4trf","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4trf_765530_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_3","1963-11","Construction workers beginning construction at Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4trf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4trf/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tsz","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tsz_765535_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_4","1963-11","Lathes and blue and white flagging at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tsz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tsz/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4ttg","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4ttg_765538_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_5","1963-11","Construction workers beginning construction at Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4ttg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4ttg/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4twh","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4twh_765542_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_6","1963-11","Electric machinery at Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4twh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4twh/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tx1","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tx1_765546_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_7","1963-11","Construction workers beginning Annenberg's Sunnyland estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tx1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tx1/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4tzj","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4tzj_765553_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_8","1963-11","Foundation being built at Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4tzj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4tzj/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4v0j","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4v0j_765556_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_9","1963-11","Workman at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4v0j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4v0j/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4v2k","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4v2k_765560_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_10","1963-11","Surveying equipment on land near Palm Springs, CA, future site of Walter Annenberg's estate, Sunnylands.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4v2k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4v2k/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4v33","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4v33_765563_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_11","1963-11","Septic tank pump at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4v33","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4v33/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4wvz","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4wvz_765568_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_12","1963-11","Cement tubing at Palm Springs, CA, future site of Walter Annenberg's estate, ""Sunnylands.""","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4wvz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4wvz/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4wwg","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4wwg_765571_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_13","1963-11","Workmen at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4wwg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4wwg/manifest"
"Jones, A. Quincy (Archie Quincy).  Collection 1692","ark:/21198/zz001d4wx0","ark:/21198/zz000945v6","1","In progress","Work","jones/masters/21198-zz001d4wx0_765574_master.tif","","private","","","still image","color photographs","","","","Jones, A. Quincy (Archie Quincy), 1913-1979","Architects--California, Southern--Archival resources|~|Sunnylands (Rancho Mirage, Calif.)","","A. Quincy Jones Papers, 1942-1979 (Collection 1692).  Department of Special Collections, Charles E. Young Research Library, UCLA","","35 mm","Walter Annenberg Palm Springs Site","November 1963","1 slide","c1692_b1593_s13_14","1963-11","Workmen at the Palm Springs, CA construction site of Walter Annenberg's ""Sunnylands"" estate.","Rancho Mirage (Calif.)","color slide","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d4wx0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4wx0/manifest"
