Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8tz,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-005,"Benachrichtigung, 1904 January 16",1904-01-16,"Notification, 16 January 1904, regarding an undelivered telegram to America due to an error in the address, the Post Office returns 1.05 Marks.",Two holes punched along left edge and 1 hole punched along upper left edge.,"Print, 1 leaf (2 pages), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8vg,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-006,"Quittung, 1904 January 21",1904-01-21,"Receipt, January 21, 1904 for 1200 Marks to Miss Duncan for 2 performances, signed by representative [illegible] for Suddeutscher Bühnenverlag Mohr & Comp., Munich, 21 January 1904.","Folded, with 2 holes punched along left center edge.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8w0,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-007,"[Cash accounting?], 1904 February 16",1904-02-16,"Cash accounting for a performance by Isadora Duncan on February 21 prepared for Raymond Duncan, 16 February 1904, signed by [illegible] Wagner.","2 holes punched along left center edge, right torn (half-sheet).","Manuscript on half-sheet, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8xh,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-009,"Nachweistung, 1904 September",1904-09,"Proof of payment, dated Wednesday, 28 September(?) 1904.","Folded, with 2 holes punched along left center edge. Lower right corner torn away. Lower left corner torn and folded, with some paper loss too.","Print, 1 leaf (1 page), with manuscript anntations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8z1,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-011,"Kassen-Rapport, 1904 October",1904-10,"Cash accounting for guest performance by Isadora Duncan, dated Wednesday, 5 October 1904. Signed by M. Bayer for Stuttgarter Residenztheater.",,"Print, 1 leaf (1 page) with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd901,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-012,"Kassen-Rapport, 1904 November 15",1904-11-15,"Cash accounting for guest performance by Isadora Duncan, dated 15 November 1904.",Folded and generally wrinkled. With tears along upper edge. Right corner folded. Lower left corner folded.,"Print, 1 leaf (2 pages), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd91j,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-013,"Kassen-Rapport, n.d.",no date,Cash accounting. Kassen-Rapport des Alten Stadttheaters,"Folded, with 4 holes along left edge. Vertical tear at upper center fold. Verso has several pieces of tape.","Print. 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd922,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-014,"[Receipt for purchase of tickets by Verein zur Förderung der Kunst], 1904 December 29",1904-12-29,Receipt dated 29 December 1904 for 115 Marks.,"Half-sheet, folded, with stains and abrading in uppper left quadrant.","Typescript, 1 leaf (1 page, half-sheet), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd93k,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-015,"Kassen-Rapport, 1904 December 9",1904-12-09,"Cash accounting for 4 performances by Isadora Duncan, dated 9 December 1904.","Folded, with 2 holes punched along left center edge. Tape repairs made on verso.","Print, 1 leaf (2 pages), with manuscript annotations on recto and verso.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd943,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"7|~|02. Box Office Statements, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-017,"Kassen-Rapport, 1905 March 7",1905-03-07,"Cash accounting for guest appearance by Isadora Duncan, dated Tuesday, 7 March 1905.","Folded, with 4 holes punched along horizontal center fold. Vertical tear at center upper edge.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd95m,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-019,"Abrechnung, 1906 March",1906-03,Statement of account for performances by Isadora Duncan on 27 and 29 March 1906.,"Folded, with 2 holes punched along left center edge. Top and right edges torn and folded, with discoloration.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd964,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-020,"[Cash accounting], 1906 April 5",1906-04-05,"Cash accounting statement for performance by Isadora Duncan, Thursday, 5 April 1906, signed by [illegible], ""Administradeur.""","Folded, with 3 holes punched along left edge.  Folds along upper left edge and top right edge.","Print, 1 leaf (1 page), with manuscript annotations on recto and verso, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd97n,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-021,"[Cash accounting], 1906 April 6",1906-04-06,"Cash accounting for performance by Isadora Duncan, dated 6 April 1906, signed [illegible].","Folded, with 3 holes punched along left edge. Small tears and paper loss along upper edge. Lower left corner torn and folded.","Print, 1 leaf (2 pages), with manuscript annotations, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd985,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-023,"Rachunek, 1904 October 21",1904-10-21,"Reckoning of account for Filharmonii Warshauskiej, dated 21 October 1904. Stamped ""Kasa Filharmonii Warszawskiej"", dated 22 October(?) 1907 and signed [illegible].",Two holes punched along left center edges.,"Manuscript, 1 leaf (4 pages),folded, signed.",pol,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd99p,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-024,"Abrechung, 1906 December 24",1906-12-24,"Statement of costs, dated 24 December, for a performance by Isadora Duncan on 22 December.","Folded, with 2 holes punched along left center edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9b6,ark:/21198/zz0008c2pw,2,Completed,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-025-01,"[Cash accounting], 1904 January 11",1904-01-11,"Cash accounting, dated 11 January, for a performance by Isadora Duncan.",Folded vertically through the center with 4 holes punched along center fold.,"Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9cq,ark:/21198/zz002hd82k,2,Completed,Page,holtzman/image/uclamss_1729_000-001_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-001_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9d7,ark:/21198/zz002hd82k,2,Completed,Page,holtzman/image/uclamss_1729_000-001_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-001_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9fr,ark:/21198/zz002hd82k,2,Completed,Page,holtzman/image/uclamss_1729_000-001_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-001_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9g8,ark:/21198/zz002hd82k,2,Completed,Page,holtzman/image/uclamss_1729_000-001_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-001_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9hs,ark:/21198/zz002hd833,2,Completed,Page,holtzman/image/uclamss_1729_000-002_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-002_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9j9,ark:/21198/zz002hd833,2,Completed,Page,holtzman/image/uclamss_1729_000-002_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-002_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9kt,ark:/21198/zz002hd833,2,Completed,Page,holtzman/image/uclamss_1729_000-002_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-002_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9mb,ark:/21198/zz002hd833,2,Completed,Page,holtzman/image/uclamss_1729_000-002_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_000-002_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9nv,ark:/21198/zz002hd84m,2,Completed,Page,holtzman/image/uclamss_1729_001-016_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-016_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9pc,ark:/21198/zz002hd84m,2,Completed,Page,holtzman/image/uclamss_1729_001-016_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-016_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9qw,ark:/21198/zz002hd84m,2,Completed,Page,holtzman/image/uclamss_1729_001-016_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-016_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9rd,ark:/21198/zz002hd84m,2,Completed,Page,holtzman/image/uclamss_1729_001-016_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-016_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9sx,ark:/21198/zz002hd854,2,Completed,Page,holtzman/image/uclamss_1729_001-017_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-017_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9tf,ark:/21198/zz002hd854,2,Completed,Page,holtzman/image/uclamss_1729_001-017_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-017_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9vz,ark:/21198/zz002hd854,2,Completed,Page,holtzman/image/uclamss_1729_001-017_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-017_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9wg,ark:/21198/zz002hd854,2,Completed,Page,holtzman/image/uclamss_1729_001-017_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-017_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9x0,ark:/21198/zz002hd86n,2,Completed,Page,holtzman/image/uclamss_1729_001-029_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-029_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9zh,ark:/21198/zz002hd875,2,Completed,Page,holtzman/image/uclamss_1729_001-030_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-030_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb0h,ark:/21198/zz002hd875,2,Completed,Page,holtzman/image/uclamss_1729_001-030_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-030_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb11,ark:/21198/zz002hd875,2,Completed,Page,holtzman/image/uclamss_1729_001-030_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-030_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb2j,ark:/21198/zz002hd875,2,Completed,Page,holtzman/image/uclamss_1729_001-030_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-030_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb32,ark:/21198/zz002hd88p,2,Completed,Page,holtzman/image/uclamss_1729_001-032_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-032_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb4k,ark:/21198/zz002hd88p,2,Completed,Page,holtzman/image/uclamss_1729_001-032_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-032_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb53,ark:/21198/zz002hd88p,2,Completed,Page,holtzman/image/uclamss_1729_001-032_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-032_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb6m,ark:/21198/zz002hd88p,2,Completed,Page,holtzman/image/uclamss_1729_001-032_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-032_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb74,ark:/21198/zz002hd896,2,Completed,Page,holtzman/image/uclamss_1729_001-040_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-040_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb8n,ark:/21198/zz002hd896,2,Completed,Page,holtzman/image/uclamss_1729_001-040_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-040_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdb95,ark:/21198/zz002hd896,2,Completed,Page,holtzman/image/uclamss_1729_001-040_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-040_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbbp,ark:/21198/zz002hd896,2,Completed,Page,holtzman/image/uclamss_1729_001-040_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-040_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbc6,ark:/21198/zz002hd8bq,2,Completed,Page,holtzman/image/uclamss_1729_001-042_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-042_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbdq,ark:/21198/zz002hd8bq,2,Completed,Page,holtzman/image/uclamss_1729_001-042_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-042_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbf7,ark:/21198/zz002hd8bq,2,Completed,Page,holtzman/image/uclamss_1729_001-042_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-042_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbgr,ark:/21198/zz002hd8bq,2,Completed,Page,holtzman/image/uclamss_1729_001-042_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-042_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbh8,ark:/21198/zz002hd8c7,2,Completed,Page,holtzman/image/uclamss_1729_001-051_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-051_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbjs,ark:/21198/zz002hd8c7,2,Completed,Page,holtzman/image/uclamss_1729_001-051_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-051_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbk9,ark:/21198/zz002hd8c7,2,Completed,Page,holtzman/image/uclamss_1729_001-051_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-051_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbmt,ark:/21198/zz002hd8c7,2,Completed,Page,holtzman/image/uclamss_1729_001-051_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-051_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbnb,ark:/21198/zz002hd8dr,2,Completed,Page,holtzman/image/uclamss_1729_001-053_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-053_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbpv,ark:/21198/zz002hd8dr,2,Completed,Page,holtzman/image/uclamss_1729_001-053_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-053_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
