"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfk56","ark:/21198/zz0009gx4f","2","Completed","Work","","165","","","paged","","","","text","Manuscripts","pd","fre","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 108. SONGE DU VERGIER","","1475-1500","","ROUSE MS 108","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Contents:f. 1r, blank1. f. 1v: Ecce soporatus sum et exurexi [Ps. 3:6]. J’ay pris somme et me suis … j’ay grand doubte et grant paoine que en ce [catchword: present]//2. ff. 2-3v: //qu’un songe ie n’aye … en ce tabernacle ce que ie//The translation of Evart de Tremaugon’s Somnium viridari composed at the request of Charles V of France ca. 1374-1375 and translated for Charles, perhaps by Evart in 1378. Edited from the dedication copy and two other manuscripts by M. Schnerb-Lievre, Le songe du Vergier édité d’après le manuscrit Royal 19 C IV de la British Library, 2 vols. (Paris 1982).|~|Physical description:Paper (very thin), 3 leaves (a separate leaf and a bifolium), 265 x 193 (218 x 138) mm. In 2 columns of 50 to 60 lines, not ruled. Written by one scribe in a late batarde script. The ink has bled through, making the text hard to read.|~|Provenance:Written in France in the last quarter of the fifteenth century. Bought from Les Enluminures, Paris, by Richard and Mary Rouse in January 2008. Given to UCLA in 2011.","","","France","","France|~|s. XV4/4","","","","3 fragments parchment.","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfk56/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfx2g","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","161","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 104. PSEUDO AUGUSTINE, SOLILOQUES and MEDITATIONS, in French.","","1475","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","N. France","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfx2g/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfx72","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","160","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 103. BREVIARY.","","1548","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","England|~|Southern Netherlands","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfx72/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfx8k","ark:/21198/zz0009gx4f","1","In progress","Work","","159","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 102. CALENDAR in French from a Book of Hours.","","1425-1450","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France, probably Paris","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfx8k/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfxtv","ark:/21198/zz0009gx4f","10","Completed with minimal metadata","Work","","158","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 101. GUIDO DE MONTE ROQUERIO, MANIPULUS CURATORUM.","","1450-1470 (before 6 August 1471)","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy, probably Verona","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfxtv/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nfxvc","ark:/21198/zz0009gx4f","1","In progress","Work","","157","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 100. SMALL OFFICE OF THE HOLY SPIRIT. In Latin and French.","","1828","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France, Paris?","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfxvc/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001ng2z9","ark:/21198/zz0009gx4f","1","In progress","Work","","130","","","paged","","","","text","fragments","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 76. BOOK OF HOURS: Office of the Dead.","","XV½","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ng2z9/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhg7p","ark:/21198/zz0009gx4f","1","In progress","Work","","156","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 99. UNIDENTIFIED LATIN SERMONS, 2 folios.","","XIII1/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","France (Paris?)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg7p/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhg86","ark:/21198/zz0009gx4f","1","In progress","Work","","151","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 94. Regula sororum sanctae Clarae, in Latin with 13 lines of Dutch.","","1475-1500","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Flanders or the Netherlands","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg86/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhg9q","ark:/21198/zz0009gx4f","1","In progress","Work","","155","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 98. PETRARCH, Trionfo d'Amore & Trionfo della Pudicita.","","1450","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy (probably Florence)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg9q/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhgb7","ark:/21198/zz0009gx4f","1","In progress","Work","","154","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 97. BREVIARY.","","1375","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","England (Hereford)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhgb7/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhhdr","ark:/21198/zz0009gx4f","1","In progress","Work","","152","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 95. BOOK OF HOURS(?) in Dutch, 4 leaves.","","XV 1/2","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Netherlands","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhhdr/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhhf8","ark:/21198/zz0009gx4f","1","In progress","Work","","150","","","paged","","","","text","Manuscripts","pd","fre","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 93. BULL OF CLEMENT V (contemporary copy).","","1313","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy (Venice?)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhhf8/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhhgs","ark:/21198/zz0009gx4f","1","In progress","Work","","149","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 92. DISPUTE RESOLUTION BY POPE MARTIN V.","","29 April 1420","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Florence","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhhgs/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhhh9","ark:/21198/zz0009gx4f","1","In progress","Work","","131","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 77. GUY DE FOLQUEYS (1203-1268; Pope Clement IV, 1265-1268), Le sept joies de la Vierge in Provençal. 1 biofolium.","","XIV 2/4","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Provence","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhhh9/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhhjt","ark:/21198/zz0009gx4f","1","In progress","Work","","136","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 78. BOOK COVER.","","XVI","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Bavaria","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhhjt/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nj0j1","ark:/21198/zz0009gx4f","2","Completed","Work","","139","","","paged","","","","text","Manuscripts","pd","lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 81. FERIAL PSALTER. Latin.","","XVmed","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Germany","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nj0j1/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nj0xq","ark:/21198/zz0009gx4f","1","In progress","Work","","147","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 90. HISTORICAL MISCELLANY, in Italian.","","1633","","clus_360_Rouse MS90","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","31.5 x 22 cm","","","","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nj0xq/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nj8t1","ark:/21198/zz0009gx4f","1","In progress","Work","","146","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 89. MISCELLANEA, humanist and theological, 1 quire.","","XVI in","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Cremona?","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nj8t1/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njwzs","ark:/21198/zz0009gx4f","1","In progress","Work","","145","","","paged","","","","text","fragments","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 88. COMMENTARY ON CIVIL LAW, fragment.","","XV ½","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njwzs/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx0s","ark:/21198/zz0009gx4f","1","In progress","Work","","144","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 87. OBITUARY. Parchment. Two bifolia.","","XV-XVI in","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Ocques (France)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njx0s/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njz5v","ark:/21198/zz0009gx4f","1","In progress","Work","","143","","","paged","","","","text","fragments","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 86. PS. ALBERTUS MAGNUS, MARIALE; fragment.","","1275","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njz5v/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nk89q","ark:/21198/zz0009gx4f","1","In progress","Work","","141","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 83. ORDO, CANON OF THE MASS, PRAYERS.","","1490-1500","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Northwest France","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nk89q/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nspmv","ark:/21198/zz0009gx4f","1","In progress","Work","","140","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 82. MISSALE ROMANUM, incomplete (pr. bk.); and CANON OF THE MASS (manuscript)","","1481|~|XVex","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Germany","","","","incomplete (pr. bk.)","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nspmv/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nv899","ark:/21198/zz0009gx4f","1","In progress","Work","","142","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 85. PS. THOMAS AQUINAS, DE BEATITUDINE.","","1497-98","","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","","","","","Mainz or Wiesbaden","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nv899/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nw30p","ark:/21198/zz0009gx4f","2","Completed","Work","","27","","","paged","","","","text","Manuscripts","pd","fre","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 25. GRAND COUTUMIER DE NORMANDIE, in prose.","","XIIIex / XIVin","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 25","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","14.5 x 11.5 cm","Written in France, presumably Normandy, at the end of the thirteenth century or the beginning of the fourteenth. Bought at Sotheby’s sale 21 June 1988, lot 81, by Krown & Spellman. Bought from Krown & Spellman by Richard and Mary Rouse on 15 July 1988. Given to UCLA in 2005.","","1375 - 1425","France (Normandy).","Parchment","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nw30p/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nwkn8","ark:/21198/zz0009gx4f","2","Completed","Work","","191","","","paged","","","","text","Manuscripts","pd","ita","Manuscripts, Italian --Italy.","University of California, Los Angeles. Library Special Collections","","Coll. 170. MS. 559. RIFUGIO DEI MISERI.","","XV^2|~|Mid 15th Century","Bound Manuscripts next hit Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","170/ 559","","","","","","","Northeastern Italy (Verona or Venice)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nwkn8/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nwmvv","ark:/21198/zz0009gx4f","2","Completed","Work","","28","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 26. DIONYSIUS AREOPAGITA, De celestia hierarchia.","","XVIin","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 26","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Italy probably in the early sixteenth century, to judge from script and watermark. This codex dates from the time when scholars were arguing the authenticity of the Areopagite attribution. Ex libris effaced, f. l bottom margin. English typed label, s.XIXex, on front pastedown, on which is the number 75. Acquired from Krown & Spellman, 20 August 1988, by Richard and Mary Rouse. Given to UCLA in 2005.","19 x 12.5 cm","","","1600 - 1625","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nwmvv/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nwqjn","ark:/21198/zz0009gx4f","2","Completed","Work","","16","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 11. CALENDAR, 1 quire.","","s. XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 11","Richard H. and Mary A. Rouse Collection of Manuscripts.","Calendar, use of the area around Rugny in northern France. Indicates days for each month with (reading from the left) lunar cycle number (cycle of the new moon), dominical letter, date in Roman calendar, and a blank column in which the date in the Gregorian calendar was added much later in arabic numerals. For the period March 21-April 18, roughly the Easter boundaries, alternate lunar numbers are listed in ink by the text-scribe in the left-most column.","","Written at or for the church in the village of Rugny in Burgundy near Tonnerre (dép. Yonne; or, less likely, Rugney in Lorraine near Charmes, dép. Vosges); Rugny is named on folios 2 and 5 (“Rugney”), 6 (“Rugneye”), 6v (“Ruigny”), 7 (“Ruygne,” “Rugnei”), etc., and a gift is recorded from the chatelain of Rugny (folio 6v at 18 June). Saints indicating a northern French origin include Eligius, bishop of Noyon (25 Jun., 1 Dec.); Dyonisius, first bishop of Paris (9 Oct.); and Gatianus (2 May, 19 Oct.), Martin (4 Jul., 11 Nov., 13 Dec.), and Briccius (13 Nov.), all archbishops of Tours in Late Antiquity. The calendar remained in use at Rugny until the late sixteenth or early seventeenth century. It shows continued use over time by its extensive annotations, written in hands that range from the fifteenth century to the late sixteenth or the seventeenth. The modern pagination begins with p. 51, suggesting that the calendar was bound with other works in the modern period, since the calendar is routinely the first work in a breviary or similar book. Belonged to Sir Thomas Phillipps, his no. 16577 (folio 1); passed to the Robinson Trust. Acquired from them by H.P. Kraus, New York. Bought from Kraus by Richard and Mary Rouse in July 1987. Given to UCLA in 2005.","","1500","France (Rugny)","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nwqjn/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0025kj8n","ark:/21198/zz0009gx4f","2","Completed","Work","","192","","","paged","","","","text","Manuscripts","","ger","","University of California, Los Angeles. Library Special Collections","","Coll. 170. MS. 575. REINMAR VON ZWETER, POEMS.","","XIII 3/4","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","170/ 575","","","39 x 12","","","1275/1300","Germany","parchment","","","2 double-sided, unbound pages","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kj8n/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0027v5qg","ark:/21198/zz0009gx4f","2","Completed","Work","","24","","","paged","","","","text","Manuscripts","","lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS 21. COLLECTS, fragment.","","XIII 1/2","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 21","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in England in the first half of the thirteenth century, to judge from paleographic and codicological features. Probably from the Phillipps collection. Bought from H.P. Kraus, New York, in 1983 by Richard and Mary Rouse, along with other fragments including Rouse MS 105 (see for modern provenance). Given to UCLA in 2005.","221 x 163 (169 x 105) mm.","Five folios, no two consecutive, from a book of collects, including collects for the following saints: Ciryacus, Donatus, Eusebius, Hippolytus, Ireneus, John, Leo, the Maccabean Martyrs, Martin, Paul, Peter, Sixtus, Stephen, and Tiburtius.","","1350-1399","England","Vellum","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027v5qg/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0027wshh","ark:/21198/zz0009gx4f","2","Completed","Work","","12","","","paged","","","","text","Manuscripts","pd","fre","","University of California, Los Angeles. Library Special Collections","","ROUSE MS 7. GUILLELMO DE MANDAGOTO, LIBELLUS ELECTIONUM (or Summa de electionibus, etc.).","","s. XIV in","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 7","Richard H. and Mary A. Rouse Collection of Manuscripts","Parchment, 2 half-leaves, trimmed horizontally, turned 90o, and bound together: folio 1: 155 x 153 (112 x 113) mm.; folio 2: 148 x 212 (158 x 124) mm. 2 columns (full column width survives in all cases), of perhaps 38/44 line originally (19/20 lines survive), ruled with lead point. Written by one scribe in hybrida libraria, in dark brown ink. Substantial fifteenth-century marginalia from before the sheets were trimmed, in two different hands|~|Bound in modern (s. XIX) paper over boards; printed Phillipps label on spine with number 16920. Modern handwriting on spine reads “MANDAGOTO de ELECTIO – NIBUS.”","","Written in northern France in the early fourteenth century. Dismembered, these sheets trimmed and reused as pastedowns; stains of leather foldovers on both, and two nail holes in folio 1. Belonged to Sir Thomas Phillipps (his no. 16920); bought with the last unsold items in his estate by the Robinson Trust; bought from the trust by H.P. Kraus, Inc., New York. Bought from Kraus in May 1987 by Richard and Mary Rouse. Given to UCLA in 2005.","","1450/1499","Northern France","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027wshh/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0027wsr4","ark:/21198/zz0009gx4f","2","Completed","Work","","17","","","paged","","","","text","Manuscripts","pd","lat","","University of California, Los Angeles. Library Special Collections","","Rouse MS 13. BREVIARY, fragment.","","s. XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 13","Collection of Richard and Mary Rouse","","197 x 138 (104 x 70) mm.","Written in Italy in the fifteenth century, possibly Milan, to judge from parchment, script, and decoration. Purchased by Goodspeeds, Boston, in Copenhagen; acquired from Goodspeeds in February 1988 by Richard and Mary Rouse. Given to UCLA in 2005.","","1500","Italy (Milan).","Parchment.","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027wsr4/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0027wtv5","ark:/21198/zz0009gx4f","2","Completed","Work","","18","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 14. PRIEST'S MANUAL.","","XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 14","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Germany in the middle of the fifteenth century, to judge from script, decoration, and the latest watermark; the copying, and perhaps the composition, are the owner’s. Acquired by Bernard Rosenthal, San Francisco, in or before 1983 (his no. 53, folio 1); bought from Rosenthal in March 1988 by Richard and Mary Rouse. Given to UCLA in 2005.","","Two quires of an anonymous handbook for a priest, perhaps composed and copied by its first owner.Unbound. Once sewn on eight or nine bands into larger manuscript. Both quires show evidence of having later been glued into a binding.","","1500","Germany","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027wtv5/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002813f1","ark:/21198/zz0009gx4f","2","Completed","Work","","19","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 15. CHOIR BOOK in Czech (?), 4 fragments.","","XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Bohemia, in Prague or the region around Prague, in the fifteenth century. Perhaps reused as book covers. Acquired by J.G. Kunzle in Germany. Inherited by David M. Kunzle. Bought from him by Richard and Mary Rouse in 1994. Given to UCLA in 2011.|~|Music:Prague notation on five-line staffs inked in red. Using the punctum, pes, clivis(?), plica(?) or other liquescent, and other unidentified ligatures. Pitch given by F letter clefs on the third or fourth line of each staff (where visible). A B-flat accidental appears on fragment 1; as the clef has been obscured, it is not possible to say with certainty what pitch it modifies, but it is most likely an E-flat or B-flat. The large size of both notation and text as well as the low register of the chant melodies indicates that the original manuscript was indeed intended for choral performance. Undoubtedly produced in or near Prague due to the distinctive regional notation; the rhomb-shaped noteheads are characteristic of the city’s medieval sign system.","4 fragments: 1: 308 x 214 mm.; 2: 295 x 230 mm.; 3: 73 x 215 mm.; 4: 25 (at most) x 262 mm.","Written by one scribe in a large textualis formata script. The ink (of the text only, not the notation) has eaten through the paper in several places on the second fragment, with a clumsy paper-tape repair (295 x 50 mm.) along one edge. Decoration: 3 large ornate black initials (45-50 mm. in height), with red trim on yellow ground; 5 smaller simple initials (20-40 mm. in height) in red or dusty pale blue. Unbound.","","1500","Bohemia","Paper (thick and slightly rough-surfaced).","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002813f1/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0028140s","ark:/21198/zz0009gx4f","2","Completed","Work","","21","","","paged","","","","text","Manuscripts","pd","","","University of California, Los Angeles. Library Special Collections","","Rouse MS 17. LEGAL AND THEOLOGICAL NOTES, HOURS OF THE CROSS.","","XIII 1/2","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","217 x 120 (195 x c. 95) mm.","Written in Southern France in the first half of the thirteenth century. Bought at Sotheby’s, December 1980 (#81) by Quaritch for Bernard Rosenthal, San Francisco; his gift, March 1988, to Richard and Mary Rouse. Given to UCLA in 2005.","","1401/1450","Southern France","Parchment (washed and reused).","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028140s/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002814w7","ark:/21198/zz0009gx4f","2","Completed","Work","","26","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS. 24. EXEMPLA, fragment.","","XV","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 24","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","","240 x 175 (145 x 75) mm","Written by a “Frater Marius” (colophon) in Italy (Verona?) in the second half of the fifteenth century, to judge from the teardrop “a,” southern “qui” abbreviation, general roundish appearance of the script, the invisible ruling, and the Veronese watermark. Sold at Sotheby’s in June 1988 (lot #82) to Krown & Spellman. Bought from them by Richard and Mary Rouse in July 1988. Given to UCLA in 2005.","","","Italy","Paper","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002814w7/manifest"
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286m3b","ark:/21198/zz0009gx4f","2","Completed","Work","","29","","","paged","","","","text","Manuscripts","pd","ita","","University of California, Los Angeles. Library Special Collections","","Rouse MS 27. BREVIARIUM.","","XVex","Richard H. and Mary A. Rouse Collection of Manuscripts. (Collection 360). Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","Rouse MS 27","Richard and Mary Rouse Collection of Medieval and Renaissance Manuscripts","Written in Italy in the late fifteenth century, to judge from paleographical features and watermark. A tiny book meant for personal use, this text may once have belonged to a longer breviary but the prayers and readings represent a consciously selected self-contained unit. Bought from Bernard Rosenthal (his MS 75, penciled on front pastedown) in August 1988 by Richard and Mary Rouse. Given to UCLA in 2005.","","","","1575-1599","Italy","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00286m3b/manifest"
