"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009hhx0","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hhx0-1-master.tif","309","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 303]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hhx0"
"Armenian Manuscripts","ark:/21198/zz0009hhzh","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hhzh-1-master.tif","310","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 304]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hhzh"
"Armenian Manuscripts","ark:/21198/zz0009hj0h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj0h-1-master.tif","311","text","Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)|~|Second Painter","","","[Gladzor Gospels: page 305]","Gospel of Luke.|~|The Annunciation.","This illumination is attributed to both the Second Painter and T'oros of Taron.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj0h"
"Armenian Manuscripts","ark:/21198/zz0009hj11","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj11-1-master.tif","312","text","","pd","","","","","","[Gladzor Gospels: page 306]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj11"
"Armenian Manuscripts","ark:/21198/zz0009hj2j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj2j-1-master.tif","313","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 307]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj2j"
"Armenian Manuscripts","ark:/21198/zz0009hj32","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj32-1-master.tif","314","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 308]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj32"
"Armenian Manuscripts","ark:/21198/zz0009hj4k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj4k-1-master.tif","315","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 309]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj4k"
"Armenian Manuscripts","ark:/21198/zz0009hj53","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj53-1-master.tif","316","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 310]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj53"
"Armenian Manuscripts","ark:/21198/zz0009hj6m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj6m-1-master.tif","317","text","","pd","","","","","","[Gladzor Gospels: page 311]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj6m"
"Armenian Manuscripts","ark:/21198/zz0009hj74","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj74-1-master.tif","318","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 312]","The Visitation.|~|Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj74"
"Armenian Manuscripts","ark:/21198/zz0009hj8n","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj8n-1-master.tif","319","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 313]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj8n"
"Armenian Manuscripts","ark:/21198/zz0009hj95","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hj95-1-master.tif","320","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 314]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hj95"
"Armenian Manuscripts","ark:/21198/zz0009hjbp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjbp-1-master.tif","321","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 315]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjbp"
"Armenian Manuscripts","ark:/21198/zz0009hjc6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjc6-1-master.tif","322","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 316]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjc6"
"Armenian Manuscripts","ark:/21198/zz0009hjdq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjdq-1-master.tif","323","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 317]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjdq"
"Armenian Manuscripts","ark:/21198/zz0009hjf7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjf7-1-master.tif","324","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 318]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjf7"
"Armenian Manuscripts","ark:/21198/zz0009hjgr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjgr-1-master.tif","325","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 319]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjgr"
"Armenian Manuscripts","ark:/21198/zz0009hjh8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjh8-1-master.tif","326","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 320]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjh8"
"Armenian Manuscripts","ark:/21198/zz0009hjjs","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjjs-1-master.tif","327","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 321]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjjs"
"Armenian Manuscripts","ark:/21198/zz0009hjk9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjk9-1-master.tif","328","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 322]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjk9"
"Armenian Manuscripts","ark:/21198/zz0009hjmt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjmt-1-master.tif","329","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 323]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjmt"
"Armenian Manuscripts","ark:/21198/zz0009hjnb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjnb-1-master.tif","330","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 324]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjnb"
"Armenian Manuscripts","ark:/21198/zz0009hjpv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjpv-1-master.tif","331","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 325]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjpv"
"Armenian Manuscripts","ark:/21198/zz0009hjqc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjqc-1-master.tif","332","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 326]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjqc"
"Armenian Manuscripts","ark:/21198/zz0009hjrw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjrw-1-master.tif","333","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 327]","Gospel of Luke.|~|Christ Reading in the Synagogue.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjrw"
"Armenian Manuscripts","ark:/21198/zz0009hjsd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjsd-1-master.tif","334","text","","pd","","","","","","[Gladzor Gospels: page 328]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjsd"
"Armenian Manuscripts","ark:/21198/zz0009hjtx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjtx-1-master.tif","335","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 329]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjtx"
"Armenian Manuscripts","ark:/21198/zz0009hjvf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjvf-1-master.tif","336","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 330]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjvf"
"Armenian Manuscripts","ark:/21198/zz0009hjwz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjwz-1-master.tif","337","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 331]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjwz"
"Armenian Manuscripts","ark:/21198/zz0009hjxg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjxg-1-master.tif","338","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 332]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjxg"
"Armenian Manuscripts","ark:/21198/zz0009hjz0","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hjz0-1-master.tif","339","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 333]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hjz0"
"Armenian Manuscripts","ark:/21198/zz0009hk00","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk00-1-master.tif","340","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 334]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk00"
"Armenian Manuscripts","ark:/21198/zz0009hk1h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk1h-1-master.tif","341","text","","pd","","","","","","[Gladzor Gospels: page 335]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk1h"
"Armenian Manuscripts","ark:/21198/zz0009hk21","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk21-1-master.tif","342","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 336]","Gospel of Luke.|~|The Cure of the Paralytic.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk21"
"Armenian Manuscripts","ark:/21198/zz0009hk3j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk3j-1-master.tif","343","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 337]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk3j"
"Armenian Manuscripts","ark:/21198/zz0009hk42","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk42-1-master.tif","344","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 338]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk42"
"Armenian Manuscripts","ark:/21198/zz0009hk5k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk5k-1-master.tif","345","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 339]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk5k"
"Armenian Manuscripts","ark:/21198/zz0009hk63","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk63-1-master.tif","346","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 340]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk63"
"Armenian Manuscripts","ark:/21198/zz0009hk7m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk7m-1-master.tif","347","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 341]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk7m"
"Armenian Manuscripts","ark:/21198/zz0009hk84","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk84-1-master.tif","348","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 342]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk84"
"Armenian Manuscripts","ark:/21198/zz0009hk9n","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hk9n-1-master.tif","349","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 343]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hk9n"
"Armenian Manuscripts","ark:/21198/zz0009hkb5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkb5-1-master.tif","350","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 344]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkb5"
"Armenian Manuscripts","ark:/21198/zz0009hkcp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkcp-1-master.tif","351","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 345]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkcp"
"Armenian Manuscripts","ark:/21198/zz0009hkd6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkd6-1-master.tif","352","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 346]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkd6"
"Armenian Manuscripts","ark:/21198/zz0009hkfq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkfq-1-master.tif","353","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 347]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkfq"
"Armenian Manuscripts","ark:/21198/zz0009hkg7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkg7-1-master.tif","354","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 348]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkg7"
"Armenian Manuscripts","ark:/21198/zz0009hkhr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkhr-1-master.tif","355","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 349]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkhr"
"Armenian Manuscripts","ark:/21198/zz0009hkj8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkj8-1-master.tif","356","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 350]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkj8"
"Armenian Manuscripts","ark:/21198/zz0009hkks","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkks-1-master.tif","357","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 351]","The Anointing of Christ at Simon's House.|~|Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkks"
"Armenian Manuscripts","ark:/21198/zz0009hkm9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkm9-1-master.tif","358","text","","pd","","","","","","[Gladzor Gospels: page 352]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkm9"
"Armenian Manuscripts","ark:/21198/zz0009hknt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hknt-1-master.tif","359","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 353]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hknt"
"Armenian Manuscripts","ark:/21198/zz0009hkpb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkpb-1-master.tif","360","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 354]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkpb"
"Armenian Manuscripts","ark:/21198/zz0009hkqv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkqv-1-master.tif","361","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 355]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkqv"
"Armenian Manuscripts","ark:/21198/zz0009hkrc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkrc-1-master.tif","362","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 356]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkrc"
"Armenian Manuscripts","ark:/21198/zz0009hksw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hksw-1-master.tif","363","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 357]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hksw"
"Armenian Manuscripts","ark:/21198/zz0009hktd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hktd-1-master.tif","364","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 358]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hktd"
"Armenian Manuscripts","ark:/21198/zz0009hkvx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkvx-1-master.tif","365","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 359]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkvx"
"Armenian Manuscripts","ark:/21198/zz0009hkwf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkwf-1-master.tif","366","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 360]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkwf"
"Armenian Manuscripts","ark:/21198/zz0009hkxz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkxz-1-master.tif","367","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 361]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkxz"
"Armenian Manuscripts","ark:/21198/zz0009hkzg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hkzg-1-master.tif","368","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 362]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hkzg"
"Armenian Manuscripts","ark:/21198/zz0009hm0g","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm0g-1-master.tif","369","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 363]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm0g"
"Armenian Manuscripts","ark:/21198/zz0009hm10","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm10-1-master.tif","370","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 364]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm10"
"Armenian Manuscripts","ark:/21198/zz0009hm2h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm2h-1-master.tif","371","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 365]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm2h"
"Armenian Manuscripts","ark:/21198/zz0009hm31","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm31-1-master.tif","372","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 366]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm31"
"Armenian Manuscripts","ark:/21198/zz0009hm4j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm4j-1-master.tif","373","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 367]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm4j"
"Armenian Manuscripts","ark:/21198/zz0009hm52","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm52-1-master.tif","374","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 368]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm52"
"Armenian Manuscripts","ark:/21198/zz0009hm6k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm6k-1-master.tif","375","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 369]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm6k"
"Armenian Manuscripts","ark:/21198/zz0009hm73","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm73-1-master.tif","376","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 370]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm73"
"Armenian Manuscripts","ark:/21198/zz0009hm8m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm8m-1-master.tif","377","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 371]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm8m"
"Armenian Manuscripts","ark:/21198/zz0009hm94","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hm94-1-master.tif","378","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 372]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hm94"
"Armenian Manuscripts","ark:/21198/zz0009hmbn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmbn-1-master.tif","379","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 373]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmbn"
