Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psk1,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0686.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,Arts|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 1,"Unidentified African American woman modeling, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0686,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psk1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psk1/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psmj,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0687.tif,,,,,,,Secretaries $z California $z Los Angeles|~|African American lawyers--California--Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Harris, Joe, $d 1910-1985|~|Garcia, Catherine|~|Taylor, Curtis C. $q (Cavielle), $d 1896-1967",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 1,"Catherine Garcia, Joe Harris and Curtis Taylor, Los Angeles, 1940s",,"L to R: Catherine Garcia, Joe Harris, two unidentified women, Curtis Taylor, and a police officer known only as ""Hat."" ""Hat"" was an officer at the Newton Street Police Station, one of a number of new young officers who started about the same time as future Los Angeles Mayor Tom Bradley.|~|All information concerning the content and description of the image was provided by Walter Gordon.",687|~|YRLSC_gordonphotos_0687,"Joe ""Smoke Rings"" Harris was a Los Angeles reporter.|~|Curtis C. Taylor was a successful attorney, educated at Howard University.|~|Catherine Garcia was Walter L. Gordon Jr.'s secretary.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psmj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psmj/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psn2,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0688.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Noble, $d 1889-1975|~|Browning, Ivan, $d 1891-1978|~|Sissle, Ethel|~|Johnson, Dorothy Vena, $d 1898-1970|~|Johnson, Ivan J., $c III, $d 1903-1975",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Nobel & Ethel Sissle and guests, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0688,"Ivan J. Johnson III was a Los Angeles attorney. He was one of the first African Americans to letter in track at USC and UC Berkeley. He was a charter member of the Alpha Phi Alpha Fraternity. Shortly before his death, he was honored by the Langston Law Club as the dean of  local attorneys.|~|Ivan Harold Browning was a noted tenor.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Dorothy Vena Johnson was a poet and educator. With Juanita Miller, a social worker and wife of civil rights attorney Loren Miller, she founded the League of Allied Arts in 1939.|~|Noble Sissle was a jazz composer, bandleader and playwright.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psn2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psn2/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pspk,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0689.tif,,,,,,,African American musicians|~|Harpists--United States,still image,copyrighted,unknown,Black-and-white photographs,"Miller, Olivette",People|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Harpist Olivette Miller, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Portrait of harpist Olivette Miller playing the harp.,689|~|YRLSC_gordonphotos_0689,,1940/1949,[1940s?],1 photograph : b&w,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pspk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pspk/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psq3,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0690.tif,,,,,,,African American physicians--California--Los Angeles|~|African American lawyers--California--Los Angeles|~|African American jazz musicians--California--Los Angeles|~|African American dentists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cole, Nat King, $d 1919-1965|~|Cole, Maria, $d 1922-2012|~|Sissle, Noble, $d 1889-1975|~|Sissle, Ethel|~|Howard, Sonny (Roy)|~|Taylor, Curtis C. $q (Cavielle), $d 1896-1967|~|Towles, H. H. $q (Henry Howard), $d 1888-1964|~|Howard, Paul, $d 1895-1980|~|King, N. Curtis $q (Norris Curtis), $d 1894-1960",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Hansen, A.",,,,,,,Collection 1867 Box 6 Folder 2,"Nat King Cole, Noble Sissle, and others, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Seated, L to R: Curtis Taylor, Ethel Sisle, Nat King Cole, Maria Cole, and Curtis King. Standing, L to R: Noble Sisle, an unidentified woman, H. H. Towles, Sonny Howard, and Paul Howard.",YRLSC_gordonphotos_0690,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Noble Lee Sissle was an African-American jazz composer, lyricist, bandleader, singer, and playwright, best known for the Broadway musical ""Shuffle Along"" (1921), and its hit song I'm Just Wild About Harry.|~|Dr. N. Curtis King was a physician who founded the Rose Netta Hospital in Los Angeles. It was known for having an interracial staff, and the first interracial blood bank, established by the Red Cross in 1942. Dr. King was also head of the Los Angeles Venereal Clinic and several other clinics.|~|Sonny Howard was a well known ""sportsman"" (gambler) on Central Avenue.|~|Curtis C. Taylor was a successful   attorney. He earned his law degree at Howard University .|~|Maria Cole was a jazz singer who worked with Count Basie and Duke Ellington, among others. She  married to Nat King Cole in 1948.|~|Paul Leroy ""Ox Blood"" Howard (1895-1980, Los Angeles) was an American jazz saxophonist and clarinetist.|~|H. H. Towles was a prominent physician and pioneer director of Golden State Mutual Life.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psq3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psq3/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psrm,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0691.tif,,,,,,,African American lawyers--California--Los Angeles|~|Judges $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012|~|Dunn, Katie|~|Gates, Samuel, $c Judge",Crime|~|People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Accused murderer Katie Dunn with her lawyer Walter L. Gordon, Jr., and Judge Samuel Gates, Los Angeles, June 1940",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Katie Dunn, Attorney Walter L. Gordon, Judge Samuel Gates.",YRLSC_gordonphotos_0691,"Katie Dunn was accused of killing actor Henry Washington by stabbing him in the heart. A plea of self defense was accepted by the court. She was represented by attorney Walter L. Gordon, Jr. and the case was heard by Judge Samuel Gates.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940-06,"June, 1940",1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psrm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psrm/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pss4,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0692.tif,,,,,,,African American dancers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Ball, Juliette, $d 1923-2010",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Juliette Ball, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,692|~|YRLSC_gordonphotos_0692,Juliette Ball was a showgirl and actress.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pss4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pss4/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pstn,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0693.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Deloach, Evelyn",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Evelyn Deloach in Los Angeles, 1940s",,Evelyn Deloach visited Los Angeles from Martha's Vineyard.|~|All information concerning the content and description of the image was provided by Walter Gordon.,693|~|YRLSC_gordonphotos_0693,Evelyn Deloach worked for Massachusetts Governor Leverett Saltonstall.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pstn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pstn/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psv5,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0694.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Three African American women models, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0694,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psv5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psv5/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pswp,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0695.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Vivian, $d b. 1916 or 17",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Vivian Jackson in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,695|~|YRLSC_gordonphotos_0695,"Vivian Jackson was married to Eddie Jackson, a member The Charioteers, an American gospel nd pop vocal group from 1930 to 1957.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pswp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pswp/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025psx6,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0696.tif,,,,,,,African American fashion designers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Griffin, L'Tanya, $d 1919-1996",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Reed, John E.",,,,,,,Collection 1867 Box 6 Folder 2,"L'Tanya, fashion designer, 1940s",,"LaTanya (L'Tanya) Griffin inscribed this photo to Walter L. Gordon, Jr.: ""To the 'Great One': It is my pleasure knowing you. -- L'Tanya Griffin. At the bottom of the photo, Walter L. Gordon, Jr. has inscribed the photo as ""Red Griffin's Pygmalion"" (Red Griffin was LaTanya's husband).|~|All information concerning the content and description of the image was provided by Walter Gordon.",696|~|YRLSC_gordonphotos_0696,"LaTanya Griffin (or ""L'Tanya,"" or ""L'Tanya Martinique"") was a society woman, a model and a fashion designer. In her early twenties, she was awarded a contract by the Guild Studios to design gowns for Ida Lapino.  She was contracted to with the Edward D. Wood Production company to design gowns for 20 of its films in 1954, making her the first African American designer to have a contract with a Hollywood film studio. She and Earl Griffin divorced in 1949.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025psx6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025psx6/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pszq,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0697.tif,,,,,,,African American models $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Joyce, Ruby",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Model Ruby Joyce, Los Angeles, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,697|~|YRLSC_gordonphotos_0697,Ruby Joyce was a well-known model in Los Angeles.,1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pszq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pszq/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt0q,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0698.tif,,,,,,,African American baseball players,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Jackie, $d 1919-1972|~|Robinson, Rachel, $d 1922-",Lifestyle|~|People,Weddings $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 6 Folder 2,"Wedding of Jackie Robinson to Rachel (Isum) Robinson, Los Angeles, 1946",,"Jackie Robinson wed Rachel Isum at the Peoples' Independent Church in Los Angeles on February 10, 1946.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0698,"A year after his wedding on February 10, 1946, Jackie Robinson broke the Major League Baseball's color barrier when he started with the Brooklyn Dodgers.",1946-02-10,"Feb. 10, 1946",1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt0q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt0q/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt17,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0699.tif,,,,,,,African American fashion designers $z California $z Los Angeles|~|African American models $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Joyce, Ruby|~|Clark, Betty Whitfield Wilson, $d 1912 or 13-1998",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 1,"Betty Clark and Ruby Joyce, Los Angeles, 1940s",,"L to R: Betty Clark, Ruby Joyce|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0699,"Ruby Joyce was a well-known model in Los Angeles.|~|Betty Clark (née Betty Whitfield Wilson), was the wife of Horace Clark . Mrs. Clark, a former fashion designer, had been married to a police officer Arthur Wilson. She divorced Wilson, and later married Horace P. Clark, Sr., proprietor of the Clark Hotel. After his death, she became the full-time manager of the hotel. Betty was also the sister of Mal (Malvin) Whitfield, Olympic track medalist and member of the Tuskegee Airmen who also spent 47 years in Africa training athletes.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt17/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt2r,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0700.tif,,,,,,,African American dancers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Frances Turnham",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 1,"Frances (Turnham) Robinson and an unidentified woman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,700|~|YRLSC_gordonphotos_0700,"Frances Robinson was a well-known dancer in Los Angeles. She was the daughter of Edith (aka Edythe) Turnham, also a dancer, and the sister of musician Floyd Turnham.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt2r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt2r/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt38,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0701.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"McClain, Leonard, $d 1915-1958",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 1,"Leonard McClain and his sisters at a dinner party, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Another photograph taken at the same event is image no. z0025pt6t.,YRLSC_gordonphotos_0701,"Leonard McClain was an ex-football player, later owner of the Leonard McClain Bail Bond Company.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt38/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt4s,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0702.tif,,,,,,,African American jazz musicians--California--Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Beavers, Jessie Mae Brown, $d 1923-1989|~|Hampton, Lionel|~|Hampton, Gladys",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 1,"Lionel and Gladys Hampton, Jessie Mae Beavers and others, Los Angeles, 1940s",,"Left to right: unidentified man, Lionel Hampton, unidentified man, Gladys Hampton, and Jessie Mae Beavers.",YRLSC_gordonphotos_0702,"Lionel Leo Hampton was an American jazz vibraphonist, pianist, percussionist, bandleader and actor.|~|Jessie Mae Beavers was a journalist at the Los Angeles Sentinel.|~|Gladys Hampton was the wife of jazz musician Lionel Hampton.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt4s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt4s/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt59,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0703.tif,,,,,,,African American actors $z California $z Los Angeles|~|African American businesspeople,still image,copyrighted,unknown,Black-and-white photographs,"Muse, Clarence|~|Clark, Horace, $d 1899-1967|~|Miles, Mitchell Bruce, $d 1903-1997|~|Maddox, Albert, $d 1903-1995|~|Nickerson, William, $c Jr., $d 1879-1945|~|Goodloe, William Andrew, $d 1894-1973|~|Goodloe, Juanita Anne Jones, $d 1915-2016",Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,,"African American business figures, Los Angeles, 1940s",,"Seated at table, left to right: Mitchell Miles, Mabel Miles, Dr. William A. Goodloe and Juanita Goodloe, and an unidentified man. Standing in rear, left to right: Horace Clark, Albert (Al) Maddox, William Nickerson, Clarence Muse, and an unidentified man (in waiter's costume).|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0703,"Albert (Al) Maddox was a real estate broker.|~|Clarence Muse was an African American vaudevillian and actor.|~|Dr. William Goodloe was a physician from Washington D.C. who later served more than 2 years in prison for performing an abortion, as well as obstructing justice and bribery charges.|~|Juanita Goodloe was the wife of Dr. William A. Goodloe. She was an ex-chorus girl with Ethel Sissle Gordon, Walter L. Gordon, Jr.'s wife.|~|Mitchell Miles was a wealthy man from Buffalo, NY. He and his brother ran a gambling business, but they were pushed out of Buffalo by the mob. They eventually moved to Los Angeles.|~|Horace P. Clark, Sr. from Mississsippi, graduated from Alcorn College. He relocated to Chicago and became a railroad man. He moved to Los Angeles where he and his first wife, Vera, built the Clark Hotel.|~|William Nickerson, Jr. was the founder of Golden State Mutual Life Insurance Company.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt59,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt59/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt6t,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0704.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Chase, Jack, $d 1917-1972|~|Randolph, Lillian, $d 1898-1980",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 1,"Lillian Randolph and Jack Chase at a dinner party, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Lillian Randolph is seated in the center with her husband, Jack Chase standing behind her. The woman seated to the right of Lillian may be a sister of Leonard McClain (see image no. zz0025pt38 ).",704|~|YRLSC_gordonphotos_0704,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt6t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt6t/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt7b,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0707.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Lewis, Henry|~|Washington, Roscoe C. $q (Roscoe Conkling), $d 1902-1996|~|Gant, Bess M., $d 1896-1962|~|Key, Alyce, $d 1911-2010|~|Hampton, Lionel|~|Hampton, Gladys",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 3,"Lionel and Gladys Hampton, Alyce Key, and Bessie Gant, Los Angeles, 1940s",,"L to R: Roscoe ""Rocky"" Washington, Henry Lewis (in the background), Alyce Key, Lionel Hampton, Gladys Hampton, Bessie Gant.|~|All information concerning the content and description of the image was provided by Walter Gordon.",707|~|YRLSC_gordonphotos_0707,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt7b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt7b/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt8v,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0708.tif,,,,,,,African American boxers $z California $z Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Muse, Clarence|~|Chase, Jack, $d 1917-1972|~|Randolph, Lillian, $d 1898-1980|~|Verble, Willabelle, $d 1895-1982",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 3,"Clarence Muse, Lillian Randolph, Henry Armstrong, and others, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0708,"Clarence Muse was an African American vaudevillian, actor, screenwriter, director, composer, and lawyer. Muse was the first African American to ""star"" in a film. He acted for more than sixty years, and appeared in more than 150 movies.|~|Jack Chase was a West Coast fighter. He was married to actress Lillian Randolph Chase.|~|Lillian Randolph (later Lillian Randolph Chase) was an African American radio, television and film actress, as well as a singer. She was the younger sister of Amanda Randolph (who went on to become an actress). In the 1940s, she and her husband, boxer Jack Chase, purchased a home in the ""Sugar Hill"" district (West Adams), but could not move in because of restrictive racial covenants. The US Supreme Court declared such covenants unconstitutional in 1948.|~|Willabelle Verble and Clarence Muse were married from 1925 to 1948, when they divorced.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt8v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt8v/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pt9c,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0709.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Lewis, Henry|~|Gant, Bess M., $d 1896-1962|~|Hampton, Lionel|~|Hampton, Gladys",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 5 Folder 3,"Lionel and Gladys Hampton, Bessie Gant and others, Los Angeles, 1940s",,"L to R: Henry Lewis (in background), unidentified man, Lionel Hampton, unidentified man (in background), Gladys Hampton, Bessie Gant.|~|All information concerning the content and description of the image was provided by Walter Gordon.",709|~|YRLSC_gordonphotos_0709,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pt9c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pt9c/manifest
