Object Type,Local identifier,Item ARK,Parent ARK,File Name,Title,AltTitle.other,Name.creator,Contributor,Date.created,Date.normalized,Language,Type.typeOfResource,Format.extent,Format.medium,Format.dimensions,Genre,Repository,collection.physical,Rights.copyrightStatus,Rights.rightsHolderContact,Summary,Contents note,Description.latitude,Description.longitude,Name.subject,Note,Place of origin,Publisher.publisherName,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,RS0803,ark:/21198/z1zs4p26,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0057_a.wav,Bajra Seminar 1989 - 10,"Seminar organized in 1989 for the study of culture, region and economy around the agriculture of  bajra (pearl millet) in Rajasthan. Tape 10","Kothari, Komal","Kothari, Komal|~|Detha, Vijaydan|~|Detha, Chandidan|~|Bithu, Narsinghdan|~|Saraswati. Vaidyanath","August 9, 1989",1989-08-09,hin,sound recording,46 min. 57 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a seminar on the topic of cultural, economic and social significance of pearl millets in India, held at Rupayan Sansthan, Borunda, with the support of Indira Gandhi National Centre for Arts, New Delhi. This tape contains a group discussion led by Komal Kothari, a concluding not by Vaidyanath Saraswati and a lecture presentation by Komal Kothari.","1. A discussion among the participants of the seminar, led by Komal Kothari, on different kinds of ashes resulting from various kinds of wood. The discussion between Kothari and the participants includes the vernacular vocabulary of the types of ashes and its uses like the ash used for ritual, farming, the ash remaining in the stove, the remains left after cremation of a dead body etc. 2. A summary and conclusion of the seminar presented by Vaidyanath Saraswati from Indira Gandhi National Centre for Arts, New Delhi. 3. A concluding lecture presentation by Komal Kothari on his work at Rupayan Sansthan including his study of vegetation, agriculture, folklore and music in Rajasthan. Kothari also discusses the future prospects of such research through community support and funding.",26.4687,73.8037,,,,,,"Workshops (Seminars)|~|Oral Tradition|~|Folklore|~|Rajasthan (India)--Social life and customs|~|Agriculture|~|Land use, Rural|~|Lectures and lecturing","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/zs/4p/26/21198=z1zs4p26/ark%2B=21198=z1zs4p26.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1zs4p26%2Faudiowaveform.dat,,,2819.595073,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs4p26/manifest
Work,RS0803,ark:/21198/z1v13xc7,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0057_b.wav,Bajra Seminar 1989 - 10,"Seminar organized in 1989 for the study of culture, region and economy around the agriculture of  bajra (pearl millet) in Rajasthan.","Kothari, Komal","Kothari, Komal|~|Detha, Vijaydan|~|Saraswati, Vaidyanath|~|Kothari, Uttara","August 9, 1989",1989-08-09,hin,sound recording,46 min. 56 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a seminar on the topic of cultural, economic and social significance of pearl millets in India, held at Rupayan Sansthan, Borunda, with the support of Indira Gandhi National Centre for Arts, New Delhi. This tape contains a lecture presentation by Komal Kothari followed by comments and questions from the floor.","1. A concluding lecture presentation by Komal Kothari on his work at Rupayan Sansthan including his study of vegetation, agriculture, folklore and music in Rajasthan. Kothari also discusses the necessary resources, timeframe and methodologies required for such research. 2. Response to the concluding lecture presentation of Komal Kothari by other speakers at the seminar including Baidyanath Saraswati and Uttara Kothari.",26.4687,73.8037,,,,,,"Workshops (Seminars)|~|Oral Tradition|~|Folklore|~|Rajasthan (India)--Social life and customs|~|Agriculture|~|Land use, Rural|~|Vocabulary|~|Lectures and Lecturing","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/v1/3x/c7/21198=z1v13xc7/ark%2B=21198=z1v13xc7.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1v13xc7%2Faudiowaveform.dat,,,2819.0,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v13xc7/manifest
Work,RS0804,ark:/21198/z1q835qs,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0058_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Vajpeyi, Ashok|~|Bahadur, Rajesh","September 16, 1989",1989-09-16,hin,sound recording,47 min. 12 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains an introduction to the seminar by Ashok Vajpeyi and a lecture presentation by Rajesh Bahadur.","1. An introduction to the Sarangi Mela camp by Ashok Vajpeyi, the chairman of Bharat Bhawan. 2. Lecture presentation by Rajesh Bahadur, a student of Sarangi maestro  Bundu Khan. Bahadur speaks about the gap between the input in terms of the difficulty to learn the Sarangi and the output in terms of financial reward and societal status of the Sarangi player.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing|~|Pedagogy (Music),"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/q8/35/qs/21198=z1q835qs/ark%2B=21198=z1q835qs.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1q835qs%2Faudiowaveform.dat,,,2832.042063,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q835qs/manifest
Work,RS0804,ark:/21198/z1km14ds,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0058_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Vajpeyi, Ashok|~|Bahadur, Rajesh|~|Khan, Mohammad|~|Lath, Mukund","September 16, 1989",1989-09-16,hin,sound recording,47 min. 16 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains response and comments on the lecture presentation by Rajesh Bahadur from the floor.","1. Summary of the lecture presented by Rajesh Bahadur, by the moderator, Ashok Vajpeyi, the chairman of Bharat Bhawan. 2. Response to the lecture presentation of Rajesh Bahadur by other participants at the Camp including Sarangi player Mohammad Khan, cultural historian Mukund Lath and musicologist Gajendra Narayan Singh. 3. Announcement by the moderator, Ashok Vajpeyi, for the next lecture presentation by Dhruba Jyoti Ghosh.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing|~|Pedagogy (Music),"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/km/14/ds/21198=z1km14ds/ark%2B=21198=z1km14ds.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1km14ds%2Faudiowaveform.dat,,,2838.498417,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km14ds/manifest
Work,RS0805,ark:/21198/z1fv0cnm,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0059_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal",,"September 16, 1989",1989-09-16,hin,sound recording,48 min. 23 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains recording of evening performances during the camp.","1. Evening programme of Sarangi performances by various musicians at the Sarangi Mela organized at Bharat Bhawan, Bhopal, Madhya Pradesh.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/fv/0c/nm/21198=z1fv0cnm/ark%2B=21198=z1fv0cnm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1fv0cnm%2Faudiowaveform.dat,,,2898.944927,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv0cnm/manifest
Work,RS0805,ark:/21198/z1b29mw6,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0059_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Vajpeyi, Ashok|~|Kothari, Komal|~|Khan, Ridmal|~|Khan, Yasin","September 16, 1989",1989-09-16,hin,sound recording,47 min. 32 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains recording of perfomance, lecture presentations by Komal Kothari and Yasin Khan and a group discussion led by Ashok Vajpeyi.","1. Evening programme of Sarangi performances by various musicians at the Sarangi Mela organized at Bharat Bhawan, Bhopal, Madhya Pradesh (Contd. from arcers0059_a ). 2. Welcome note by Ashok Vajpeyi, chairman of Bharat Bhawan. 3. Lecture presentation by Komal Kothari on the study and promotion of Sindhi Sarangi and Kamaicha at Rupayan Santhan, Borunda and Rajasthan. Kothari describes the structure, material and measurements involved in the fabrication of a Sarangi. 4. An interview of Ridmal Khan Langa conducted by Komal Kothari on the wood and measurement systems utilized in the making of the Sindhi Sarangi. 5. Lecture presentation by Yasin Khan, a Sarangi player and maker from Delhi and Meerut, on the process of making of Sarangi. 6. A concluding discussion among the participants at the Camp, led by Ashok Vajpeyi on future strategies for preservation and promotion of Sarangi and Sarangi musicians.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing|~|Pedagogy (Music),"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/b2/9m/w6/21198=z1b29mw6/ark%2B=21198=z1b29mw6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1b29mw6%2Faudiowaveform.dat,,,2854.506667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29mw6/manifest
Work,RS0806,ark:/21198/z1698w4f,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0060_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Lath, Mukund|~|Babulal|~|Vajpeyi, Ashok|~|Khan, Hafizullah","September 16, 1989",1989-09-16,hin,sound recording,47 min. 20 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains lecture presentation by Mukund Lath, Shri Babulal and another speaker followed by a Sarangi recital by  Hafizullah Khan.","1. Lecture presentation by Mukund Lath, a cultural historian, on the history and role of Sarangi in the musical genres like Khayal, Thumri, Tappa etc. 2. Lecture presentation by a Sarangi player. 3. Lecture presentation by Shri Babulal on the role of Sarangi accompaniment in Indian classical music. 4. Concluding note of the session presented by Ashok Vajpeyi, chairman of Bharat Bhawan. 5. Hindustani classical Sarangi performance by  Hafizullah Khan with Tabla accompaniment.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/69/8w/4f/21198=z1698w4f/ark%2B=21198=z1698w4f.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1698w4f%2Faudiowaveform.dat,,,2840.0,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1698w4f/manifest
Work,RS0806,ark:/21198/z12j84d3,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0060_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Khan, Hafizullah|~|Khan, Latif Hussain","September 16, 1989",1989-09-16,hin,sound recording,47 min. 32 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains Sarangi recitals by  Hafizullah Khan and  Latif Hussain Khan.",1. Hindustani classical Sarangi performance by  Hafizullah Khan with Tabla accompaniment. 2. A Hindustani classical Sarangi performance by Latif Hussain Khan with Tabla accompaniment.|~|Feedback and tapping sounds on source recording.,23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/2j/84/d3/21198=z12j84d3/ark%2B=21198=z12j84d3.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz12j84d3%2Faudiowaveform.dat,,,2852.36374,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j84d3/manifest
Work,RS0807,ark:/21198/z1xs7n0q,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0061_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Bor, Joep","September 16, 1989",1989-09-16,hin,sound recording,48 min. 17 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains performances and a lecture presentation by Joep Bor.","1. Hindustani classical vocal performance in by a male singer with Sarangi and Tabla accompaniment; Vilambit followed by Drut laya. 2. A Thumri performed by the same male singer with Sarangi and Tabla accompaniment. 3. An introduction to the session on 'The future of Sarangi' presented by a moderator. 4. Lecture presentation by Joep Bor, a researcher and a student of Sarangi from the Netherlands, on his experiences and ideas for the future of Sarangi. The lecture contains intermittent translations into Hindi by the moderator.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing|~|Pedagogy (Music),"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/xs/7n/0q/21198=z1xs7n0q/ark%2B=21198=z1xs7n0q.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1xs7n0q%2Faudiowaveform.dat,,,2897.152,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs7n0q/manifest
Work,RS0807,ark:/21198/z1t16w9r,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0061_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Bor, Joep","September 16, 1989",1989-09-16,hin,sound recording,47 min. 15 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains a lecture presentation by Joep Bor followed by response and comments on his lecture from the floor.","1. Lecture presentation by Joep Bor, a researcher and a student of Sarangi from the Netherlands, on his experiences and ideas for the future of Sarangi. The lecture contains intermittent translations into Hindi by the moderator (Contd. from arcers0061_a  ). 2. Question answer session with Joep Bor on his lecture. Among the respondents are  Kiran Deshpande, a Tabla player, and Mukund Lath, a musicologist.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Lectures and lecturing|~|Pedagogy (Music),"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/t1/6w/9r/21198=z1t16w9r/ark%2B=21198=z1t16w9r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1t16w9r%2Faudiowaveform.dat,,,2835.705156,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t16w9r/manifest
Work,RS0808,ark:/21198/z1pc4tzw,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0062_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal",,"September 15, 1989",1989-09-15,hin,sound recording,32 min. 4 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India.  This tape contains a recording of a Sarangi recital.",1. Hindustani classical Rag Miyan ki Todi played on the Sarangi with Tabla accompaniment.|~|Feedback and tapping sounds on source recording.,23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/pc/4t/zw/21198=z1pc4tzw/ark%2B=21198=z1pc4tzw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1pc4tzw%2Faudiowaveform.dat,,,1917.089052,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4tzw/manifest
Work,RS0808,ark:/21198/z1jm438d,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0062_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal",,"September 15, 1989",1989-09-15,hin,sound recording,30 min. 43 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains a recording of a Sarangi recital.",1. Hindustani classical Rag Miyan ki Todi played on the Sarangi with Tabla accompaniment (Contd. ). 2. Another Hindustani classical Rag played on the Sarangi with Tabla accompaniment.|~|Feedback and tapping sounds on source recording.,23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/jm/43/8d/21198=z1jm438d/ark%2B=21198=z1jm438d.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1jm438d%2Faudiowaveform.dat,,,1843.0,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm438d/manifest
Work,RS0810,ark:/21198/z1dv3bgs,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0064_a.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal","Vajpeyi, Ashok|~|Narayan, Ram","September 16, 1989",1989-09-16,hin,sound recording,47 min. 55 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains a group discussion led by Ashok Vajpeyi followed by a Thumri recital by a female vocalist.","1. A session on the creation of a charter of recommendations among the participants at the camp including musicians and scholars, led by Ashok Vajpeyi. 2. Thumri in Rag Bhairavi sung by a female singer of Banaras gharana with Tabla and Sarangi accompaniment.|~|Feedback and tapping sounds on source recording.",23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/dv/3b/gs/21198=z1dv3bgs/ark%2B=21198=z1dv3bgs.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bgs%2Faudiowaveform.dat,,,2877.824,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3bgs/manifest
Work,RS0810,ark:/21198/z1932kqx,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0064_b.wav,Sarangi Mela Bhopal 1989,"A workshop organized at Bharat Bhawan, Bhopal, Madhya Pradesh  in 1989 on the study and revitalization of the Sarangi.","Kothari, Komal",,"September 16, 1989",1989-09-16,hin,sound recording,48 min. 8 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Proceedings of a workshop on the Sarangi organized at Bharat Bhawan, Bhopal, Madhya Pradesh. The Sarangi is a fiddle used in the classical and regional traditions of India. This tape contains a Thumri recital by a female vocalist followed by a Sarangi recital.",1. Thumri in Rag Bhairavi sung by a female singer of Banaras gharana with Tabla and Sarangi accompaniment (Contd. from arcers0064_a ). 2. A Dadra in Rag Bhairvi sung by a female singer of Banaras gharana with Tabla and Sarangi accompaniment. 3. A Kajri sung by a female singer of Banaras gharana with Tabla and Sarangi accompaniment. 4. Hindustani classical Rag Miyan ki Todi played on the Sarangi.|~|Feedback and tapping sounds on source recording.,23.2599,77.4126,,,,,,Workshops (Seminars)|~|Sarangi|~|Hindustani music|~|Oral Tradition|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players,"Bharat Bhawan, Bhopal, Madhya Pradesh (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/93/2k/qx/21198=z1932kqx/ark%2B=21198=z1932kqx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1932kqx%2Faudiowaveform.dat,,,2890.873583,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932kqx/manifest
Work,RS0811,ark:/21198/z15b1v12,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0065_a.wav,Shilpagram- Udaipur,"Survey of artists conducted by Komal Kothari at Shilpagram, Udaipur","Kothari, Komal","Kothari, Komal","October 8, 1989",1989-10-08,mwr,sound recording,48 min. 29 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","An ethnographic survey of several handicraft and handloom artisans, and folk musicians visiting the annual Shilpagram fair held at Shilpagram, Udaipur Rajasthan. Kothari ask several artisans questions about their origin, caste, occupation and the process of their craft.","1. An ethnographic survey of several handicraft and handloom artisans, and folk musicians visiting the annual Shilpagram fair held at Shilpagram, Udaipur Rajasthan. Kothari ask several artisans questions about their origin, caste, occupation and the process of their craft.|~|Speed variation from 35:00 to 48:29.",24.5854,73.7125,,,,,,"Handicraft|~|Folk festivals|~|Fairgrounds|~|Fairs in art|~|Folk Songs, Rajasthani--India--Rajasthan","Shilpagram, District Udaipur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/5b/1v/12/21198=z15b1v12/ark%2B=21198=z15b1v12.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz15b1v12%2Faudiowaveform.dat,,,2911.872563,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b1v12/manifest
