Object Type,Item ARK,Parent ARK,File Name,Local identifier,Title,Creator,Publisher.publisherName,Place of origin,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.extent,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject name,Subject geographic,Subject topic,Summary,Contents note,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z11c3xc7,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700973.mp4,2700973,"El Mundo al Día, 1966-1968",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"February 1966- October 18, 1968",1966-02/1968-10-18,spa,moving image,broadcasts,00h 27m 23s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Escoto Martínez, Marcos Radhamés|~|López Balaguer, José Manuel|~|Mercedes Mota, Gloria|~|Bosch Gaviño, Juan Emilio",Santo Domingo,Graduation|~|Political activities|~|Students|~|Military,"News Program El Mundo al Día: Firefighters Academy Graduation. Military donate blood to the Dominican Red Cross. Miss Chess 1968. Juan Bosch goes to recognize a man's corpse. Graduation ceremony. Arrival of people at the airport.  Singer José Manuel López Balaguer. Social event in honor of Latin America. Young people in political activity. Shipment of Dewar's White Label rum. Meeting at the Ministry of Health and Social Welfare. Tribute to the patrician Francisco del Rosario Sánchez. Gaspar Hernandez statue. View of the Cathedral of Santo Domingo. Young people carry wreath in commemoration of the students members of the Revolutionary Students Union (UER) killed in front of the National Palace. View of the launch of the first Dominican woman parachutist, nurse Gloria Mercedes Mota.|~|Noticiario El Mundo al Día: Graduación de la Academia del Cuerpo de Bomberos. Militares donan sangre a la Cruz Roja Dominicana. Miss Ajedrez 1968. Juan Bosch va a reconocer cadáver de hombre. Acto de graduación. Llegada de personas al aeropuerto. Cantante José Manuel López Balaguer. Evento social en honor a Latinoamérica. Jóvenes en actividad política. Cargamento de ron Dewar's White Label. Reunión en el Ministerio de Salud y Previsión Social. Honores al patricio Francisco del Rosario Sánchez. Estatua de Gaspar Hernández. Vista de la Catedral de Santo Domingo. Jóvenes llevan ofrenda floral en conmemoración de los estudiantes miembros de la Unión de Estudiantes Revolucionarios (UER) asesinados frente al Palacio Nacional. Vista del lanzamiento de la primera mujer paracaidista dominicana, la enfermera Gloria Mercedes Mota.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/1c/3x/c7/21198=z11c3xc7/ark%2B=21198=z11c3xc7.mp4{},,2048,1530,1643.114667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c3xc7/manifest
Work,ark:/21198/z1wm3dzt,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700977.mp4,2700977,"El Mundo al Día, 1963",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),1963,1963,spa,moving image,broadcasts,00h 21m 26s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Nivar Seijas, Neit Rafael|~|Viñas Román, Víctor Elby|~| Portalatín Sosa, Lilia|~|Bennett, William Tapley Jr.|~|Reid Cabral, Donald Joseph|~| Cáceres Troncoso, Ramón",Santo Domingo,Education|~|Political activities|~|Diplomacy|~|Military|~|Strikes|~|Workers,"News Program El Mundo al Día: Swearing-in at the Autonomous University of Santo Domingo (UASD). Painting exhibition. Act at the Gastón Fideligne Cultural Center. Delivery of certificates to members of the National Army by General Víctor Elby Viñas Román. Meeting of the Secretary of State for Education, Lilia Portalatín Sosa, with [teachers]. Plans of Punta Caucedo International Airport. Activities in which the american ambassador, William Tapley Benett Jr., and the Secretary of Education, Lilia Portalatín Sosa, participate. Workers strike. Presentation of credentials to the government of the triumvirate of Donald Reid Cabral and Ramón Cáceres Troncoso. |~|Noticiario El Mundo al Día: Juramentación en la Universidad Autónoma de Santo Domingo (UASD). Exposición de pintura. Acto del Centro Cultural Gastón Fideligne. Entrega de certificados a miembros del Ejército Nacional por el general Víctor Elby Viñas Román. Encuentro de la secretaria de Estado de Educación, Lilia Portalatín Sosa, con [maestras]. Planos del aeropuerto internacional Punta Caucedo. Actividades donde participa el embajador norteamericano, William Tapley Benett Jr. y la secretaria de Educación Lilia Portalatín Sosa. Denuncia de obreros. Presentación de credenciales al gobierno del triunvirato de Donald Reid Cabral y Ramón Cáceres Troncoso.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/wm/3d/zt/21198=z1wm3dzt/ark%2B=21198=z1wm3dzt.mp4{},,2048,1530,1286.997333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm3dzt/manifest
Work,ark:/21198/z1rv2pbv,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700978.mp4,2700978,"El Mundo al Día, 1968-12",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),December 1968,1968,spa,moving image,broadcasts,00h 18m 09s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Bonelly Fondeur, Rafael Filiberto|~|Martin, John Bartlow|~|Imbert Barrera, Antonio Cosme",Santo Domingo,Celebrations|~|Political activities,"News Program El Mundo al Día: Fashion show attended by Rafael Filiberto Bonelly, Antonio Imbert Barreras and John Bartlow Martin. Meetings of men and women. People board a Caribair company plane. Wedding celebration in which Rafael Filiberto Bonnelly and John Bartlow Martin sign as witnesses. Meeting of the National Civic Union. Workers meeting. Children's birthday. Hotel Apolo Restaurant.|~|Noticiario El Mundo al Día: Desfile de moda al que asisten Rafael Filiberto Bonelly, Antonio Imbert Barreras y John Bartlow Martin. Reuniones de hombres y mujeres. Personas abordan avión de la compañía Caribair. Celebración de bodas en las que Rafael Filiberto Bonnelly y John Bartlow Martin firman como testigos. Reunión de la Unión Cívica Nacional (UCN). Reunión de trabajadores. Cumpleaños infantil. Hotel Apolo Restaurant.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/rv/2p/bv/21198=z1rv2pbv/ark%2B=21198=z1rv2pbv.mp4{},,2048,1596,1089.962667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv2pbv/manifest
Work,ark:/21198/z1n60mxd,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700984.mp4,2700984,"El Mundo al Día, 1969-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 2, 1969",1969-05-02,spa,moving image,broadcasts,00h 05m 51s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Brugal Muñoz, Francisco|~|Brugal, Magaly|~|Devia Tafur, Rubén|~|Jiménez, Guillermo A.|~|Mayor de Jackson, Hilda|~|Suárez, Luis H.|~|Naranjo, Carmen|~|Beras Mateo, Consuelo|~|Fernández Mena, Mario|~|Sánchez Zamora, Rafael",Santo Domingo,International relations|~|International cooperation|~|Education|~|Workers,"News Program El Mundo al Día: Arrival of Carmen Naranjo, secretary general of the Costa Rican Social Security Fund, to the Dominican Republic to advise the Dominican Social Security Institute on public relations. Celebration of 20 years of Consuelo Beras Mateo as an employee of the General Directorate of National Assets. The Secretary of State for Labor inaugurated the Worker's Education School Institute at the Workers Social Center. The Secretary of State for Health and Social Assistance, Mario Fernández Mena, delivers certificates to participants in the course for plumbers and masters. Visit of Rafael Sánchez Zamora, official of the Mexican Institute of Social Security to see the progress and achievements of the dominican social security. Inauguration of the first agricultural training course by the secretariats of the Armed Forces and Agriculture.|~|Noticiario El Mundo al Día: Llegada de Carmen Naranjo, secretaria general de la Caja Costarricense del Seguro Social, a la República Dominicana para asesorar al Instituto Dominicano de Seguros Sociales en materia de relaciones públicas. Celebración de los 20 años de Consuelo Beras Mateo como empleada de la Dirección General de Bienes Nacionales. La Secretaría de Estado de Trabajo inauguró el Instituto Escuela de Educación Obrera en el Centro Social Obrero. El secretario de Estado de Salud y Asistencia Social, Mario Fernández Mena entrega certificados a participantes en el curso de maestros y oficiales plomeros. Visita de Rafael Sánchez Zamora, funcionario del Instituto Mexicano de Seguros Sociales para ver los avances y logros del seguro social dominicano. Inauguración del primer curso de adiestramiento agropecuario por las secretarías de Fuerzas Armadas y Agricultura.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/n6/0m/xd/21198=z1n60mxd/ark%2B=21198=z1n60mxd.mp4{},,2048,1520,351.765333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n60mxd/manifest
Work,ark:/21198/z1hd9w8f,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701011.mp4,2701011,"El Mundo al Día, 1969-09",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"September 8, 1969 - September 9, 1969",1969-09-08/1969-09-09,spa,moving image,broadcasts,00h 28m 51s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do",Pittaluga Aybar,Porto Rico,International relations,News Program El Mundo al Día: Interview with Dr. Pittaluga Aybar in Puerto Rico about the Dominican Republic-Haiti situation.|~|Noticiario El Mundo al Día: entrevista al doctor Pittaluga Aybar en Puerto Rico sobre la situación domínico-haitiana.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/hd/9w/8f/21198=z1hd9w8f/ark%2B=21198=z1hd9w8f.mp4{},,2048,1530,1739.328,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hd9w8f/manifest
Work,ark:/21198/z1cn94hn,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701014.mp4,2701014,"El Mundo al Día, 1969-10",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"September 10, 1969 - September 29, 1969",1969-09-10/1969-09-29,spa,moving image,broadcasts,00h 25m 27s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Jiménez, Ramón Emilio |~|Gómez Bergés, Víctor|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio|~|Beras, Octavio Antonio",Santo Domingo,Political activities|~|Catholic church|~|Car accident|~|Agriculture,"News Program El Mundo al Día: President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales visit Johnson and Company C. x A. Officials and personalities greet President Balaguer at the National Palace. Political meetings and activities. Vaccination program for children in rural zone. Officials visit orange plantation. Vice President Goico Morales attends a mass officiated by Monsignor Octavio Beras. Political activity of the Reformist Party, they deliver flowers to Emma Balaguer.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer y vicepresidente Carlos Rafael Goico Morales visitan la Johnson y Compañía C. por A. Funcionarios y personalidades saludan al presidente Balaguer en el Palacio Nacional. Reuniones y actividades políticas. Jornada de vacunación de niños en zona rural. Funcionarios visitan plantación de naranjas. Vicepresidente Goico Morales asiste a misa oficiada por monseñor Octavio Beras. Actividad política del Partido Reformista, entregan flores a Emma Balaguer.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cn/94/hn/21198=z1cn94hn/ark%2B=21198=z1cn94hn.mp4{},,2048,1612,1527.04,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cn94hn/manifest
Work,ark:/21198/z17w8cq1,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701020.mp4,2701020,"El Mundo al Día, 1969-12",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"December 23, 1969 - December 31, 1970",1969-12-23/1970-12-31,spa,moving image,broadcasts,00h 10m 51s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio",Santo Domingo,International relations|~|Public works|~|Schools,News Program El Mundo al Día: President Joaquín Balaguer receives a delegation at the National Palace. Signature of agreement with the [colombian Ambassador at the Dominican Republic]. Floral offering by the Minister of Foreign Affairs to the Fathers of the Nation. Inauguration of school by President Balaguer. Christmas activities.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer recibe delegación en el Palacio Nacional. Firma de acuerdo con [Embajador de Colombia en República Dominicana]. Ofrenda floral por el Ministro de Relaciones Exteriores a los Padres de la Patria. Inauguración de escuela por el presidente Balaguer. Actividades de Navidad.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/7w/8c/q1/21198=z17w8cq1/ark%2B=21198=z17w8cq1.mp4{},,2046,1530,651.157333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17w8cq1/manifest
Work,ark:/21198/z1447mz5,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701025.mp4,2701025,"El Mundo al Día, 1970-02",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"February 20, 1970 - February 25, 1970",1970-02-20/1970-02-25,spa,moving image,broadcasts,00h 20m 02s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Perdomo Rosario, Elio Osiris|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,International relations|~|Public works|~|Plots|~|Aviation accidents,News Program El Mundo al Día: celebration of mass in memory of the athletes who died in a plane crash [where the dominican boxer Carlos Teo Cruz died]. A group of ladies meets with President Joaquín Balaguer. Balaguer visits the community and delivers plot titles. Argentine painter gives oil paintings to President Balaguer. President Balaguer visits cooperative center in community. Meeting of the Industries Association of the Dominican Republic.|~|Noticiario El Mundo al Día: celebración de misa en memoria de los deportistas fallecidos en accidente aéreo [donde muere el boxeador dominicano Carlos Teo Cruz]. Grupo de damas se reúne con el presidente Joaquín Balaguer. Balaguer visita comunidad y entrega títulos de parcelas. Pintora argentina regala óleos al presidente Balaguer. Presidente Balaguer visita centro cooperativo en comunidad. Encuentro de la Asociación de Industrias de la República Dominicana.,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/44/7m/z5/21198=z1447mz5/ark%2B=21198=z1447mz5.mp4{},,2048,1564,1202.474667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1447mz5/manifest
Work,ark:/21198/z10c6w9r,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701027.mp4,2701027,"El Mundo al Día, 1970-1973",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),February 1970 - 1973,1970-02/1973,spa,moving image,broadcasts,00h 19m 35s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Vallejo, Rubén Darío|~|Lora, Rafael T.|~|Mañón, José Ramón|~|Rodríguez, Nelson|~|Balaguer Ricardo, Joaquín Antonio",Samaná,Tourism|~|Public works|~|Industries|~|Housing|~|Hotels|~|Education,"News Program El Mundo al Día: View of a factory. Eliseo Demorizi School. Reports on the public works plan of the government of President Joaquín Balaguer in Samaná; construction of the Cayacoa and Cayo Levantado hotels, the Samaná School, commercial buildings and premises, and the Samaná boardwalk. Housing construction plan for the Armed Forces.|~|Noticiario El Mundo al Día: Recorrido por fábricas. Escuela Eliseo Demorizi. Reportajes sobre el plan de obras públicas del gobierno del presidente Joaquín Balaguer en Samaná; construcción del hotel Cayacoa y Cayo Levantado, Escuela Samaná, edificios y locales comerciales y malecón de Samaná. Plan de construcción de viviendas para las Fuerzas Armadas.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/0c/6w/9r/21198=z10c6w9r/ark%2B=21198=z10c6w9r.mp4{},,2046,1530,1175.594667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c6w9r/manifest
Work,ark:/21198/z1vm6cvw,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701028.mp4,2701028,"El Mundo al Día, 1977-02",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"February 20, 1977 - February 27, 1977",1977-02-20/1977-02-27,spa,moving image,broadcasts,00h 04m 24s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Nivar Seijas, Neit Rafael|~|Goico Morales, Carlos Rafael|~|Beras Rojas, Octavio Antonio|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Agriculture|~|Fairs|~|Industries,"News Program El Mundo al Día: President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales attend the opening ceremony of the National Livestock Fair at the Livestock City of Santo Domingo; opening words of Monsignor Octavio Antonio Beras.|~|Noticiario El Mundo al Día: el presidente Joaquín Balaguer y el vicepresidente Carlos Rafael Goico Morales asisten al acto de inauguración de la Feria Nacional Ganadera en la Ciudad Ganadera de Santo Domingo, con las palabras de monseñor Octavio Antonio Beras.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vm/6c/vw/21198=z1vm6cvw/ark%2B=21198=z1vm6cvw.mp4{},,2048,1530,264.362667,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm6cvw/manifest
Work,ark:/21198/z1qz4bhf,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701035.mp4,2701035,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"August 03, 1970 - August 21, 1970",1970-08-03/1970-08-21,spa,moving image,broadcasts,00h 17m 19s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Malaret, Marisol|~|Fernández Reyes, Sobeida Alejandra|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio|~|Amiama Tió, Fernando",Tierra Nueva (Jimaní)|~|Santo Domingo,Elections|~|International relations|~|Political activities|~|Diplomacy,"News Program El Mundo al Día: President Joaquín Balaguer attends the inauguration of public works at the community of Tierra Nueva, Jimaní; speech by Altagracia Bautista de Suárez. Inauguration of the Manuel Tejada Florentino Library. Miss Universe 1970, the representative of the Dominican Republic, Sobeida Alejandra Fernández is chosen as Miss Tourism. Balaguer gives an interview to journalists. Heads of Missions present credentials at the National Palace to President Balaguer accompanied by Foreign Minister Fernando Amiama Tió.|~|Noticiario El Mundo al Día: presidente Joaquín Balaguer asiste a inauguración de obras en  la comunidad de Tierra Nueva, Jimaní; alocución de Altagracia Bautista de Suárez. Inauguración de la Biblioteca Manuel Tejada Florentino. Miss Universe 1970, la representante de República Dominicana, Sobeida Alejandra Fernández es elegida como Miss Turismo. Balaguer da entrevista a periodistas. Jefes de Misiones presentan credenciales en el Palacio Nacional al presidente Balaguer acompañado del canciller Fernando Amiama Tió.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/qz/4b/hf/21198=z1qz4bhf/ark%2B=21198=z1qz4bhf.mp4{},,2046,1530,1039.317333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz4bhf/manifest
Work,ark:/21198/z1m63kwc,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701036.mp4,2701036,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"August 03, 1970 - August 21, 1970",1970-08-03/1970-08-21,spa,moving image,broadcasts,00h 15m 27s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez Sánchez, Eliseo|~|Beras, Octavio Antonio|~|Polanco Brito, Hugo Eduardo|~|Pepén y Solimán, Juan Félix|~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Tourism|~|Diplomacy|~|International relations|~|Political activities,"News Program El Mundo al Día: officials and ambassadors present credentials to Chancellor Fernando Amiama Tió. Mass attended by the Vice President, Carlos Rafael Goico Morales and the Secretary of Education Altagracia Bautista de Suárez. Act attended by President Joaquín Balaguer in a rural area with the presence of Monsignor Octavio Antonio Beras. Swearing in of officials. Symphony concert.|~|Noticiario El Mundo al Día: funcionarios y embajadores entregan cartas de credenciales al canciller Fernando Amiama Tió. Misa a la que asiste el vicepresidente, Carlos Rafael Goico Morales y la secretaria de Educación Altagracia Bautista de Suárez. Acto a la que asiste el presidente Joaquín Balaguer en zona rural con la presencia de monseñor Octavio Antonio Beras. Juramentación de funcionarios. Concierto sinfónico.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/m6/3k/wc/21198=z1m63kwc/ark%2B=21198=z1m63kwc.mp4{},,2046,1531,927.44,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m63kwc/manifest
Work,ark:/21198/z1gf2v35,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701037.mp4,2701037,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"August 14, 1970 - August 29, 1970",1970-08-14/1970-08-29,spa,moving image,broadcasts,00h 18m 46s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Bautista de Suárez, Altagracia|~|Gómez Bergés, Víctor |~|Perdomo Rosario, Elio Osiris|~|Beras, Octavio Antonio|~|Polanco Brito, Hugo Eduardo",Santo Domingo,Swearing-ins|~|Inauguration|~|Political activities|~|International relations,"Noticiario El Mundo al Día: Event [on housing projects] attended by President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales, in rural zone with the presence of Monsignor Octavio Antonio Beras. Chancellor Fernando Amiama Tió arrives with an official at the airport aboard a US. Air Force. Inauguration ceremony of President Joaquin Balaguer in 1970, mass at the Santo Domingo Cathedral and reception at the National Palace.|~|Noticiario El Mundo al Día: Acto [sobre proyectos de viviendas] al que asisten el presidente Joaquín Balaguer y vicepresidente Carlos Rafael Goico Morales, en zona rural con la presencia de monseñor Octavio Antonio Beras. Canciller Fernando Amiama Tió llega junto a funcionario al aeropuerto a bordo de un avión del US. Air Force. Acto de toma de posesión del presidente Joaquín Balaguer en el 1970, misa en la Catedral de Santo Domingo y recepción en el Palacio Nacional.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/gf/2v/35/21198=z1gf2v35/ark%2B=21198=z1gf2v35.mp4{},,2048,1531,1126.64,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf2v35/manifest
Work,ark:/21198/z1bp23bc,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701038.mp4,2701038,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"August 14, 1970 - August 29, 1970",1970-08-14/1970-08-29,spa,moving image,broadcasts,00h 15m 44s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Perdomo Rosario, Elio Osiris|~|Malaret Contreras, Marisol|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Tourism|~|Public works|~|International relations|~|Political activities|~|Catholic church,"News Program El Mundo al Día: People greet and congratulate President Joaquín Balaguer. Arrival to the airport of a mission of priests. Review of the housing project ""The Thousand Dominicans in New York"". Chief of Police, Elio Osiris Perdomo meets with officers to hand over vehicles. Miss Universe, Marisol Malaret, visits the National Palace along with the other contestants.|~|Noticiario El Mundo al Día: Personas saludan y felicitan al presidente Joaquín Balaguer. Llegada al aeropuerto de una misión de sacerdotes. Explican proyecto de la urbanización ""Los mil dominicanos en Nueva York"". Jefe de la Policía, Elio Osiris Perdomo se reúne con oficiales para entrega de vehículos. Miss Universe, Marisol Malaret, visita el Palacio Nacional junto con las demás participantes.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/bp/23/bc/21198=z1bp23bc/ark%2B=21198=z1bp23bc.mp4{},,2046,1531,944.16,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp23bc/manifest
Work,ark:/21198/z16x1bk6,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701039.mp4,2701039,"El Mundo al Día, 1970-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),August 1970,1970-08,spa,moving image,broadcasts,00h 29m 28s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Bautista de Suárez, Altagracia|~|Gómez Bergés, Víctor|~|Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Jiménez Reyes, Ramón Emilio, Milo|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Schools|~|Political activities|~|Agriculture|~|Workers|~|Sugar|~|Busts,"News Program El Mundo al Día: President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales attend an event on Sugar Day; words by Minister of Agriculture, Fernando Álvarez Bogaert. President Balaguer attends the inauguration of a school together with the Minister of Education, Víctor Gómez Bergés. Vice President Carlos Rafael Goico Morales unveils bust at the Colonial Zone. Delivery of checks to rural workers.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer y vicepresidente Carlos Rafael Goico Morales asisten a acto en el Día del Azúcar; palabras de Fernando Álvarez Bogaert ministro de Agricultura. Presidente Balaguer asiste a inauguración de escuela junto al ministro de educación Víctor Gómez Bergés. Vicepresidente Carlos Rafael Goico Morales desvela busto en la Zona Colonial. Entrega de cheques a obreros campesinos.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/6x/1b/k6/21198=z16x1bk6/ark%2B=21198=z16x1bk6.mp4{},,2048,1531,1768.2,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x1bk6/manifest
