"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0w5","ark:/21198/zz0015w1xw","2","Completed","Work","","157","","","","copyrighted","","Jones, Buster","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","April 3, 1973","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Buster Jones, Los Angeles, April 3 1973","uclapasc_342_062_007_a|~|uclapasc_342_062_007_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1973-04-03","1 audiocassette (01:04:15)","","Los Angeles (Calif.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0w5/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0xp","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_008_M_a.wav","159","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/xp/21198=zz002dw0xp/ark%2B=21198=zz002dw0xp.mp4{}","copyrighted","","Jagger, Mick","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","August 16, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Mick Jagger by Regina Jones, August 16 1978","uclapasc_342_062_008_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-08-16","1 audiocassette (00:31:06)","Side B is blank.","","","","","","","","","","","","1866.98","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0xp/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0z6","ark:/21198/zz0015w1xw","2","Completed","Work","","160","","","","copyrighted","","Jackson, Jesse, 1941-|~|Reeves, George|~|Dyson, Ronnie|~|Kerr, George","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Terry, Mike","compact cassette","","","","September 1978|~|1970","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Jesse Jackson and George Reeves by Mike Terry, September 1978; George Kerr; Ronnie Dyson, New York, 1970","uclapasc_342_062_009_b|~|uclapasc_342_062_009_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-09|~|1970","1 audiocassette (01:05:38)","","New York (N.Y).","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw0z6/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw106","ark:/21198/zz0015w1xw","2","Completed","Work","","162","","","","copyrighted","","Hutchinson-Whitt, Sheila|~|Hutchinson Hawes, Jeanette|~|Emotions (Musical group)|~|Hutchinson, Wanda","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 8, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Emotions, January 8 1977","uclapasc_342_062_010_a|~|uclapasc_342_062_010_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-08","1 audiocassette (00:44:35)","The first 00:08:19 minutes of side B are blank.","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw106/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw11q","ark:/21198/zz0015w1xw","2","Completed","Work","","164","","","","copyrighted","","Brothers Johnson|~|Womack, Bobby","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","February 23, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bobby Womack and The Brothers Johnson, February 23 1976","uclapasc_342_062_011_a|~|uclapasc_342_062_011_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-02-23","1 audiocassette (00:58:23)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw11q/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw127","ark:/21198/zz0015w1xw","2","Completed","Work","","166","","","","copyrighted","","James, Rick, $d 1948-2004","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Pitts, Leonard","compact cassette","","","","January 10, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Rick James by Leonard Pitts, January 10 1979","uclapasc_342_062_012_a|~|uclapasc_342_062_012_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-10","1 audiocassette (01:02:48)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw127/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw13r","ark:/21198/zz0015w1xw","2","Completed","Work","","168","","","","copyrighted","","Ali, Muhammad, 1942-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 4, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Muhammad Ali, January 4 1979","uclapasc_342_062_013_a|~|uclapasc_342_062_013_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-04","1 audiocassette (01:33:08)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw13r/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw148","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_014_M_a.wav","170","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w1/48/21198=zz002dw148/ark%2B=21198=zz002dw148.mp4{}","copyrighted","","Dogs of War (Music pool)|~|Green, Ernest|~|McWilliams, R. C.|~|Sladek, Ed|~|Hernandez, Ricardo|~|Hill, George|~|Thomas, Eddie","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","March 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Dogs of War, Chicago, March 1977","uclapasc_342_062_014_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-03","1 audiocassette (00:31:54)","Disc jockeys interviewed include: Ernest Greene, R. C. McWilliams, Stuart Con (?) George Hill, James Milnei/Milner (?), Ed Sladek, and Ricardo Hernandez. Dogs of War founder Eddie Thomas is also interviewed, along with an unidentified man.|~|Side B is blank.","Chicago (Ill.)","","","","","","","","","","","1914.93","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw148/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw15s","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc_342_062_015_M_a.wav","171","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w1/5s/21198=zz002dw15s/ark%2B=21198=zz002dw15s.mp4{}","copyrighted","","Crawford, Randy","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","December 22, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Randy Crawford by Janet Robinson, December 22 1976","uclapasc_342_062_015_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-12-22","1 audiocassette (00:30:43)","Side B is blank.","","","","","","","","","","","","1843.77","audio/wav","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw15s/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw169","ark:/21198/zz0015w1xw","2","Completed","Work","","172","","","","copyrighted","","Beard, Stymie, $d 1925-1981","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","ca. 1976-1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Stymie, Vegas, ca. 1976-1977","uclapasc_342_062_016_a|~|uclapasc_342_062_016_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976/1977","1 audiocassette (01:05:39)","","Las Vegas (Nev.)","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw169/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw17t","ark:/21198/zz0015w1xw","2","Completed","Work","","174","","","","copyrighted","","Cole, Natalie, $d 1950-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Natalie Cole, 1975","uclapasc_342_062_017_b|~|uclapasc_342_062_017_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975","1 audiocassette (00:55:26)","","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw17t/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjg9q","ark:/21198/zz0015w1xw","1","In progress","Work","","7","","","","","","","","","","","","","","","","","","","Sample magazine record - March 1975","","","","","","","","","","","","paged","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjg9q/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjgb7","ark:/21198/zz002kjg9q","1","In progress","Page","","1","","","","","","","","","","","","","","","","","","","Sample page image record - Upload the first page image here","","","","","","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq51","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq51_2412499_master.tif","1","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 11 no. 13]","Collection PASC 342","","","December 20, 1976","00m 00s","The Jacksons","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjq51/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq6j","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq6j_2412502_master.tif","2","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 12 no. 5]","Collection PASC 342","","","June  20, 1977","00m 00s","11th Anniversary Special: Gladys Knight & The Pips, Billy Dee Williams, Diana Ross and many more.","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjq6j/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq72","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq72_2412505_master.tif","3","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 12 no. 6]","Collection PASC 342","","","July 4, 1977","00m 00s","Earth, Wind, & FireSaundra Sharp Adam Wade","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjq72/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq8k","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq8k_2412508_master.tif","4","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 6]","Collection PASC 342","","","July 3, 1978","00m 00s","T.G.I.F. the Disco Monster Stalks AmericaHarold Melvin ArrestedBarney Miller's Ron Glass - Token or Talent?Brook Benton Makin' Love Is GoodNancy Wilson - From Fancy Life to Preacher's Wife. Michael St. John Now With SoulStill Alive and Outrageous","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjq8k/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq93","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq93_2412511_master.tif","5","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 11]","Collection PASC 342","","","September 4, 1978","00m 00s","Marvin Gaye ""I'm Very Egotistical""Tina Turner -On Ike, Dope, and BisexualityIt's Chic to ""Dance, Dance, Dance""Stanley Clarke ""I play Rock as well as white boys.""","","","","","","","","","","","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjq93/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjqbm","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjqbm_2412514_master.tif","6","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 17]","Collection PASC 342","","","November 27, 1978","00m 00s","Donna Reveals: The Pain She Tries to HideThe Debt Ray Parker & Michael Henderson Owe-BohannonMelba Moore Success Came EasySOUL Introduces: Atlantic Starr","","","","","","","","","","",,,,"https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kjqbm/manifest"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwsq/8345jp78","ark:/21198/zz002dvwsq","","","Page","soul/audio/uclapasc_342_057_002_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/sq/=8/34/5j/p7/8/21198=zz002dvwsq=8345jp78/ark%2B=21198=zz002dvwsq=8345jp78.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 17s","","","","","","","","","","","","","1937.18","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwsq/c930vc6r","ark:/21198/zz002dvwsq","","","Page","soul/audio/uclapasc_342_057_002_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/sq/=c/93/0v/c6/r/21198=zz002dvwsq=c930vc6r/ark%2B=21198=zz002dvwsq=c930vc6r.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 58s","","","","","","","","","","","","","1978.520021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwt7/7s64061s","ark:/21198/zz002dvwt7","","","Page","soul/audio/uclapasc_342_057_003_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/t7/=7/s6/40/61/s/21198=zz002dvwt7=7s64061s/ark%2B=21198=zz002dvwt7=7s64061s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 59s","","","","","","","","","","","","","1979.01","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwt7/bd50r31z","ark:/21198/zz002dvwt7","","","Page","soul/audio/uclapasc_342_057_003_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/t7/=b/d5/0r/31/z/21198=zz002dvwt7=bd50r31z/ark%2B=21198=zz002dvwt7=bd50r31z.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 58s","","","","","","","","","","","","","1978.940021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwvr/0480d10t","ark:/21198/zz002dvwvr","","","Page","soul/audio/uclapasc_342_057_004_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/vr/=0/48/0d/10/t/21198=zz002dvwvr=0480d10t/ark%2B=21198=zz002dvwvr=0480d10t.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","20m 53s","","","","","","","","","","","","","1253.791313","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwvr/bw32g32s","ark:/21198/zz002dvwvr","","","Page","soul/audio/uclapasc_342_057_004_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/vr/=b/w3/2g/32/s/21198=zz002dvwvr=bw32g32s/ark%2B=21198=zz002dvwvr=bw32g32s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 20s","","","","","","","","","","","","","2780.99001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvww8/df44r11x","ark:/21198/zz002dvww8","","","Page","soul/audio/uclapasc_342_057_005_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/w8/=d/f4/4r/11/x/21198=zz002dvww8=df44r11x/ark%2B=21198=zz002dvww8=df44r11x.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","44m 17s","","","","","","","","","","","","","2657.65001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvww8/xd87qx8f","ark:/21198/zz002dvww8","","","Page","soul/audio/uclapasc_342_057_005_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/w8/=x/d8/7q/x8/f/21198=zz002dvww8=xd87qx8f/ark%2B=21198=zz002dvww8=xd87qx8f.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","13m 26s","","","","","","","","","","","","","806.787458","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwxs/db61095f","ark:/21198/zz002dvwxs","","","Page","soul/audio/uclapasc_342_057_006_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/xs/=d/b6/10/95/f/21198=zz002dvwxs=db61095f/ark%2B=21198=zz002dvwxs=db61095f.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 20s","","","","","","","","","","","","","1940.61076","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwxs/np23454h","ark:/21198/zz002dvwxs","","","Page","soul/audio/uclapasc_342_057_006_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/xs/=n/p2/34/54/h/21198=zz002dvwxs=np23454h/ark%2B=21198=zz002dvwxs=np23454h.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 18s","","","","","","","","","","","","","1938.40001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwz9/9f10zz4n","ark:/21198/zz002dvwz9","","","Page","soul/audio/uclapasc_342_057_007_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/z9/=9/f1/0z/z4/n/21198=zz002dvwz9=9f10zz4n/ark%2B=21198=zz002dvwz9=9f10zz4n.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","19m 49s","","","","","","","","","","","","","1189.693031","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwz9/gh94nf5s","ark:/21198/zz002dvwz9","","","Page","soul/audio/uclapasc_342_057_007_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vw/z9/=g/h9/4n/f5/s/21198=zz002dvwz9=gh94nf5s/ark%2B=21198=zz002dvwz9=gh94nf5s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","34m 06s","","","","","","","","","","","","","2046.793156","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx09/31749h3q","ark:/21198/zz002dvx09","","","Page","soul/audio/uclapasc_342_057_008_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/09/=3/17/49/h3/q/21198=zz002dvx09=31749h3q/ark%2B=21198=zz002dvx09=31749h3q.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","32m 59s","","","","","","","","","","","","","1979.887823","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx09/zs37dw9w","ark:/21198/zz002dvx09","","","Page","soul/audio/uclapasc_342_057_008_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/09/=z/s3/7d/w9/w/21198=zz002dvx09=zs37dw9w/ark%2B=21198=zz002dvx09=zs37dw9w.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 57s","","","","","","","","","","","","","1977.26","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx1t/6v266346","ark:/21198/zz002dvx1t","","","Page","soul/audio/uclapasc_342_057_009_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/1t/=6/v2/66/34/6/21198=zz002dvx1t=6v266346/ark%2B=21198=zz002dvx1t=6v266346.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","17m 15s","","","","","","","","","","","","","1035.740646","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx1t/9c81kr10","ark:/21198/zz002dvx1t","","","Page","soul/audio/uclapasc_342_057_009_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/1t/=9/c8/1k/r1/0/21198=zz002dvx1t=9c81kr10/ark%2B=21198=zz002dvx1t=9c81kr10.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","47m 20s","","","","","","","","","","","","","2840.77001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx2b/9h69k78b","ark:/21198/zz002dvx2b","","","Page","soul/audio/uclapasc_342_057_010_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/2b/=9/h6/9k/78/b/21198=zz002dvx2b=9h69k78b/ark%2B=21198=zz002dvx2b=9h69k78b.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","01h 01m 30s","","","","","","","","","","","","","3690.84001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx2b/q683595g","ark:/21198/zz002dvx2b","","","Page","soul/audio/uclapasc_342_057_010_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/2b/=q/68/35/95/g/21198=zz002dvx2b=q683595g/ark%2B=21198=zz002dvx2b=q683595g.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","22m 25s","","","","","","","","","","","","","1345.746865","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx3v/hq597s7v","ark:/21198/zz002dvx3v","","","Page","soul/audio/uclapasc_342_057_011_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/3v/=h/q5/97/s7/v/21198=zz002dvx3v=hq597s7v/ark%2B=21198=zz002dvx3v=hq597s7v.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 51s","","","","","","","","","","","","","1911.64","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx3v/zf41rr0n","ark:/21198/zz002dvx3v","","","Page","soul/audio/uclapasc_342_057_011_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/3v/=z/f4/1r/r0/n/21198=zz002dvx3v=zf41rr0n/ark%2B=21198=zz002dvx3v=zf41rr0n.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 41s","","","","","","","","","","","","","1901.850021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx5w/2f13382n","ark:/21198/zz002dvx5w","","","Page","soul/audio/uclapasc_342_057_013_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/5w/=2/f1/33/82/n/21198=zz002dvx5w=2f13382n/ark%2B=21198=zz002dvx5w=2f13382n.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","46m 32s","","","","","","","","","","","","","2792.82001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx5w/4822jw8g","ark:/21198/zz002dvx5w","","","Page","soul/audio/uclapasc_342_057_013_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/5w/=4/82/2j/w8/g/21198=zz002dvx5w=4822jw8g/ark%2B=21198=zz002dvx5w=4822jw8g.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 25s","","","","","","","","","","","","","2785.49001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx6d/7868wd4f","ark:/21198/zz002dvx6d","","","Page","soul/audio/uclapasc_342_057_014_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vx/6d/=7/86/8w/d4/f/21198=zz002dvx6d=7868wd4f/ark%2B=21198=zz002dvx6d=7868wd4f.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 32s","","","","","","","","","","","","","1892.92001","audio/wav",""
