Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9bq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F1/G6014_Zeebrugge_10_IGM_1905.tif,2226,,,cartographic,map,unknown,unknown,,,fre,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1905,,,,"Zeebrugge (Amsterdam, Netherlands)",Plan Général de l'avant-port de Zeebrugge,,,,,,,G6014_Zeebrugge_10_IGM_1905|~|DR710F1,,,1905,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9c7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F2/G5970_500_IGN_1941.tif,2227,,,cartographic,map,unknown,unknown,,,fre,"Ajaccio Region (France)--Maps, Topographic.",,"Ajaccio Region (France)--Maps, Topographic.",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1941,,,,Ajaccio Region (France),Ajaccio,,,,,,,G5970_500_IGN_1941|~|DR710F2,,,1941,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9dr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F2/G5971_C2_800_OSS_1942.tif,2228,,,cartographic,map,unknown,unknown,,,eng,Corsica (France)--Historical geography--Maps.,,Corsica (France)--Historical geography--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,,,,Corsica (France),Corsica Physiographic Records,,,,,,,G5971_C2_800_OSS_1942|~|DR710F2,,,1942,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9f8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F2/G5971_E22_800_OSS_1942.tif,2229,,,cartographic,map,unknown,unknown,,,eng,Corsica (France)--Historical geography--Maps.,,Corsica (France)--Historical geography--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,,,,Corsica (France),Corsica Density of Population,,,,,,,G5971_E22_800_OSS_1942|~|DR710F2,,,1942,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9gs,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F2/G5971_P1_500_AMS_1943.tif,2230,,,cartographic,map,unknown,unknown,,,eng,Corsica (France)--Historical geography--Maps.,,Corsica (France)--Historical geography--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1943,,,,Corsica (France),Corsica Special Strategic Map,,,,,,,G5971_P1_500_AMS_1943|~|DR710F2,,,1943,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9h9,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F2/G5971_P1_500_AMS_1945.tif,2231,,,cartographic,map,unknown,unknown,,,eng,Corsica (France)--Historical geography--Maps.,,Corsica (France)--Historical geography--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945,,,,Corsica (France),Corsica Special Strategic Map,,,,,,,G5971_P1_500_AMS_1945|~|DR710F2,,,1945,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9jt,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5990_1_25m_csh_1945.tif,2232,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps|~|Belgium--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945,,,,Netherlands,The Netherlands (Holland) Belgium and Lexemburg,,,,,,,G5990_1_25m_csh_1945|~|DR710F3,,,1945,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9kb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5990_1_45m_wakj_1915.tif,2233,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps|~|Belgium--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1915,,,,Belgium|~|Netherlands,Netherlands Belgium and Luxemburg,,,,,,,G5990_1_45m_wakj_1915|~|DR710F3,,,1915,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9mv,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5990_Van_Doetecum_1598.tif,2234,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,,lat,"--Maps, Pictorial|~|Early maps|~|1501--1844",,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1598,,,,,Leo Belgicus - Jan Van Doetecum,,,,,,,G5990_Van_Doetecum_1598|~|DR710F3,,,1598,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9nc,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5991_P1_1m_AMS_1945.tif,2235,,,cartographic,map,unknown,unknown,,United States. Army Map Service.,eng,Transportation--Netherlands--Maps|~|Transportation--Luxembourg--Maps|~|Transportation--Belgium--Maps,,Luxembourg--Maps|~|Netherlands--Maps|~|Belgium--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945,"""Lambert conformal conic projection.""|~|Elevations shown by hachures and spot heights in meters.|~|Two classes of roads and five classes of railroads are shown.",,Washington|~|dcu,Netherlands|~|Belgium|~|Luxembourg,Lowlands,1 map : col. ; 58 x 46 cm.,1000000,,,,G5991 .P1 1m AMS 1945,G5991_P1_1m_AMS_1945|~|DR710F3,,,1945,map47000118,,,1st ed.-AMS 1.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9pw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5991_P5_1_5m_OSS_1935.tif,2236,,,cartographic,map,unknown,unknown,United States. Army Map Service.,Great Britain. War Office. General Staff. Geographical Section.,eng,Railroads--Netherlands--Maps|~|Nautical charts--Netherlands|~|Waterways--Netherlands--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"1942, 1943 printing","compiled, drawn, and photolithogaphed at War Office, 1942.|~|""6/42/G.S.G.S.""|~|""5-43.""|~|Five classes of railroads with various traffic facilities, and navigable canals and rivers are shown.|~|""War Office, 1942.""|~|""N5047-E402/239x309.""|~|Includes inset maps: Continuation west -- Amsterdam -- Rotterdam -- Antwerp.",,"enk|~|Washington, D.C|~|[London]",Netherlands,Railways and waterways of Holland,1 map : col. ; 99 x 76 cm.,300000,,"War Office|~|Army Map Service, U.S. Army",,G5991 P5 1.5m OSS 1935,G5991_P5_1_5m_OSS_1935|~|DR710F3,northernmost:N0532800|~|southernmost:N0504500|~|easternmost:E0071400|~|westernmost:E0032500,,1942,map47000006,,,1st ed.-AMS 1.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9qd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5992_4_27ma.tif|~|Masters/Maps/Bruman-Maps/image/DR710F3/G5992_4_27mb.tif,2237,,,cartographic,map,unknown,unknown,,,,,,Belgium--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,Belgium,[Part of Luxembourg and Belgium],,,,,,,G5992_4_27ma|~|DR710F3,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9rx,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F3/G5995_var_NIB.tif|~|Masters/Maps/Bruman-Maps/image/DR710F3/G5992_blaeu_ca_1650a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F3/G5992_blaeu_ca_1650b.tif,2238,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,,eng,Early maps,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1650,,,,Netherlands,"[The Netherlands in Europe, Western Hemisphere and in the East]",,,,,,,G5992_blaeu_ca_1650a|~|DR710F3,,,1650,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9sf,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/6001_P15_NS_TVN_1935.tif,2239,,,cartographic,map,unknown,unknown,,,ger,,,Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1935,,,,Germany,How Far Is It? [Hoe Ver Het Is?],,,,,,,6001_P15_NS_TVN_1935|~|DR710F4,,,1935,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9tz,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_16--_V57_1989.tif,2240,,,cartographic,map,unknown,unknown,"International Conference on the History of Cartography 1989 : Amsterdam, Netherlands and Hague, Netherlands).","Visscher, Claes Jansz. 1586 or 7-1652.",lat,Netherlands--Maps--Early works to 1800--Facsimiles,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[1989?],"Facsimile.|~|""Oude kaarten en hun makers. XIIIth International Conference on the History of Cartography, Amsterdam, 26-30 June 1989.""|~|Cl. J. Visscher ; affiche ontwerp, Jolijn van de Wouw.|~|""Erudito ac probo Adolescenti, D. Ioanni Reynierssonio de Swaen, Nicolaus Ioannis Visserherus hunc suum novissimeÌ€, et accuratissmeÌ€ delineatum, Leonem Belgicum, D.D.""--Cartouche in upper left.|~|Original version: Amsterdam : Claes Iansz. Visscher, [16--].|~|Map superimposed on the figure of a lion.",,ne|~|Amsterdam,Netherlands,Leo Belgicus,"1 map : col. ; 37 x 36 cm., on sheet 59 x 42 cm.",1500000,,Muller's drukkerij,,G6000 16-- V57 1989,G6000_16--_V57_1989|~|DR710F4,,,1989,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9vg,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_1604_B53_199.tif,2241,,,cartographic,map,unknown,unknown,Explokart (Program).,"Blaeu, Willem Janszoon. 1571-1638.",eng,Netherlands--Maps--Early works to 1800,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,198u|~|197u|~|[197-?-198-?],"Willem Janszoon [Blaeu].|~|""Facsimile of the original preserved in the University Library of Amsterdam.""",,gw|~|Utrecht,Netherlands,Map of Holland of 1604,1 map : ill. ; 51 x 63 cm.,,,Explokart,,G6000 1604 B53 199-,G6000_1604_B53_199|~|DR710F4,,,1604,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9w0,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_1608_B53_1989.tif,2242,,,cartographic,map,unknown|~|public domain,unknown,"Ende, Josua van den. approximately 1584-approximately 1634.|~|Visscher, Claes Jansz. 1586 or 1587-1652.|~|Rijksuniversiteit te Utrecht.|~|International Conference on the History of Cartography 1989). Amsterdam, and The Hague, Netherlands).","Blaeu, Willem Janszoon. 1571-1638.",dut,,,Netherlands--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1989,"Relief represented pictorially.|~|van nieus verbetert ende vermeerdert door Willem Janszoon : met privilegie der heeren staten van Hollandt ende Westvrieslandt, met expres verbodt niet nagemaect te moghen werden, ofte elders naghemaect inde voorseyde provincie vercocht te werden, in eeniger maniere op alsulcke peine als blijct inde brievē vā Octroy verleent den 5. Augu. 1608.|~|""Facsimile of the original preserved in the map-collection of the Faculty of Geographical Sciences.""|~|""Offered by the Faculty of Geographical Sciences, University of Utrecht, Utrecht, The Netherlands"" to participants in the 13th International Conference on the History of Cartography, Amsterdam and the Hague, June 26-July 1, 1989.|~|Engraved by Josua van den Ende; border decorations by Visscher.",4675866,[Utrecht]|~|ne,Netherlands,Comitatus Hollandia : t' Graefschap Hollandt,1 map ; 48 x 63 cm.,,,"Faculty of Geographical Sciences, University of Utrecht?",20785307,G6000 1608 .B53 1989,G6000_1608_B53_1989|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9xh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_1670_V57_1989a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6000_1670_V57_1989b.tif,2243,,,cartographic,map,unknown|~|public domain,unknown,"Doncker, Hendrick. 1626-1699.|~|Universiteit van Amsterdam. Biliotheek.|~|International Conference on the History of Cartography 1989). Amsterdam, and The Hague, Netherlands).|~|Werner, Jan W. H.","Visscher, Claes Jansz. 1586 or 1587-1652.",lat,Early maps--Facsimiles|~|Netherlands--Maps--Early works to 1800,,Netherlands--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1989,"This edition is the same as Allardt's 1665 edition with the exception of the imprint and was probably published between 1670-1699.|~|""Leo Belgicus gedruckt door Hendrick Doncker : een beknopte toelichting"" by Jan W.H. Werner on verso.|~|Map superimposed on the figure of a lion.|~|""Uitgegeven door de Universiteitsbibliotheek van Amsterdam ter gelegenheid van de XIIIde Internationale Conferentie voor de Geschiedenis van de Kartografie (Amsterdam, 26 juni-30 juni 1989).""|~|Facsimile of original with imprint: [Amsterdam] : Ghedruckt t'Amsterdam by Hend. Doncker inde nieuwe-brugh stegh, anno [blank].|~|Scale ca. 1:320,000.",4675862,Leiden|~|ne,Netherlands,Leo Belgicvs,1 map : col. ; 44 x 56 cm.,,,Universiteitsbibliotheek van Amsterdam,20787665,G6000 1670 .V57 1989,G6000_1670_V57_1989a|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz9z1,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_Keere_1622a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6000_Keere_1622b.tif,2244,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,,rus|~|eng|~|fre,Early maps|~|1501--1844,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1622,,,,Netherlands,A Map of the Netherlands (1622),,,,,,,G6000_Keere_1622a|~|DR710F4,,,1622,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb01,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6000_Visscher_1648_1745.tif,2245,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,3753726,,,"Map of Holland (Leo Hollandicus) by Nicolas Visscher, 1648",,,,,,G6000 .Visscher 1648/1745,G6000_Visscher_1648_1745|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb1j,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_C3_380_OSS_1945.tif,2246,,,cartographic,map,unknown,unknown,,United States. Office of Strategic Services. Research and Analysis Branch.,eng,Floods--Netherlands--Maps,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945,"R & A, OSS.|~|""No. 5889.""|~|Shows areas inundated in 1944, areas subject to inundation, flood control centers, etc.",,"[Washington, D.C.]|~|dcu",Netherlands,"Netherlands, areas of inundation",1 map : col. ; 67 x 53 cm.,400000,,"Reproduction Branch, OSS",,G6001 .C3 380 OSS 1945,G6001_C3_380_OSS_1945|~|DR710F4,,,1945,,,,Provisional ed.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb22,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_E2_1M_1942.tif,2247,,,cartographic,map,unknown|~|public domain,unknown,,United States. Office of Strategic Services.,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,"drawn in Geography Division, O.S.S.|~|""Map No. 604, June 25, 1942.""",3514154,"dcu|~|[Washington, D.C.?]",Netherlands,Population density of the Netherlands,1 map ; 42 x 38 cm. on sheet 46 x 42 cm.,,,Office of Strategic Services,33100169,G6001 .E2 1M 1942,G6001_E2_1M_1942|~|DR710F4,southernmost:N0503000|~|northernmost:N0334000|~|easternmost:E0073000|~|westernmost:E0032900,,,,,,Provisional ed.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb3k,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_E2_1M_OSS_1942.tif,2248,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,,,,Netherlands,Population Density of the Netherlands,,,,,,,G6001_E2_1M_OSS_1942|~|DR710F4,,,1942,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb43,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_F7_750_OSS_1944.tif,2249,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Netherlands,The Netherlands Administrative Divisions,,,,,,,G6001_F7_750_OSS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb5m,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_M1_3M_HWWI_1940.tif,2250,,,cartographic,map,unknown,unknown,,,ger,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1940,,,,Netherlands,Verteilung der Bodenschätze und Standorte der Industrie in den Niederlanden,,,Distribution of mineral resources and industrial sites in the Netherlands,,,,G6001_M1_3M_HWWI_1940|~|DR710F4,,,1940,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb64,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_N2_1M_OSS_1942.tif,2251,,,cartographic,map,unknown,unknown,,,eng,Water-supply--Netherlands--Maps.,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,,,,Netherlands,Central Water Supply Systems in the Netherlands 1933,,,,,,,G6001_N2_1M_OSS_1942|~|DR710F4,,,1942,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb7n,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_P1_2m_1944.tif,2252,,,cartographic,map|~|Road maps.,unknown,unknown,,,eng,Railroads--Netherlands--Maps,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Netherlands,The Netherlands,,,,,,,G6001_P1_2m_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb85,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_P3_P5_300_OSS_1942.tif,2253,,,cartographic,map,unknown|~|public domain,unknown,United States. Army Map Service.,Great Britain. War Office. General Staff. Geographical Section.,eng,Railroads--Netherlands--Maps|~|Nautical charts--Netherlands|~|Waterways--Netherlands--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"1942|~|1942, 1943 printing","Includes inset maps: Continuation west -- Amsterdam -- Rotterdam -- Antwerp.|~|Five classes of railroads with various traffic facilities, and navigable canals and rivers are shown.|~|""N5047-E402/239x309.""|~|compiled, drawn, and photolithogaphed at War Office, 1942.|~|""War Office, 1942.""|~|""5-43.""|~|""6/42/G.S.G.S.""",1421586,"[London]|~|enk|~|Washington, D.C",Netherlands,Railways and waterways of Holland,1 map : col. ; 99 x 76 cm.,300000,,"Army Map Service, U.S. Army|~|War Office",06629654,G6001 .P3 & P5 300 OSS 1942,G6001_P3_P5_300_OSS_1942|~|DR710F4,westernmost:E0032500|~|easternmost:E0071400|~|southernmost:N0504500|~|northernmost:N0532800,,,map47000006,,,1st ed.-AMS 1.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czb9p,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_P3_P5_300_OSS_1942_No.2.tif,2254,,,cartographic,map,unknown|~|public domain,unknown,United States. Army Map Service.,Great Britain. War Office. General Staff. Geographical Section.,eng,Railroads--Netherlands--Maps|~|Nautical charts--Netherlands|~|Waterways--Netherlands--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"1942|~|1942, 1943 printing","Includes inset maps: Continuation west -- Amsterdam -- Rotterdam -- Antwerp.|~|Five classes of railroads with various traffic facilities, and navigable canals and rivers are shown.|~|""N5047-E402/239x309.""|~|compiled, drawn, and photolithogaphed at War Office, 1942.|~|""War Office, 1942.""|~|""5-43.""|~|""6/42/G.S.G.S.""",1421586,"[London]|~|enk|~|Washington, D.C",Netherlands,Railways and waterways of Holland,1 map : col. ; 99 x 76 cm.,300000,,"Army Map Service, U.S. Army|~|War Office",06629654,G6001 .P3 & P5 300 OSS 1942,G6001_P3_P5_300_OSS_1942_No.2|~|DR710F4,westernmost:E0032500|~|easternmost:E0071400|~|southernmost:N0504500|~|northernmost:N0532800,,,map47000006,,,1st ed.-AMS 1.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbb6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6001_p5_1m_OSS_1942.tif,2255,,,cartographic,map,unknown|~|public domain,unknown,,United States. Office of Strategic Services. Geography Division.,eng,Nautical charts--Netherlands,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,"drawn in Geography Division, O.S.S.|~|""Map no. 603.""|~|Shows annual capacity in metric tons, and canals under construction.",3514151,"[Washington, D.C]|~|dcu",Netherlands,Netherlands: important inland waterways,1 map ; 35 x 29 cm.,920000,,O.S.S.,34121488,G6001 .P5 1M OSS 1942,G6001_p5_1m_OSS_1942|~|DR710F4,,,,,,,Provisional ed.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbcq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6002_25_AMS_1944.tif,2256,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,"Holland, East",Geldern,,,,,,,G6002_25_AMS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbd7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6002_25_AMS_1944_Blittersijk.tif,2257,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Netherlands,Blitterswijk,,,,,,,G6002_25_AMS_1944_Blittersijk|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbfr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6002_25_AMS_1944_Millingen.tif,2258,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Millingen,Millingen,,,,,,,G6002_25_AMS_1944_Millingen|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbg8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6002_Cruquiius_1712a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6002_Cruquiius_1712b.tif,2259,,,cartographic,map|~|Index maps.,unknown,unknown,,,eng,Early maps,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1712,,,,Netherlands,Index Sheet to the Map of the Polder Region of Delftland,,,,,,,G6002_Cruquiius_1712a|~|DR710F4,,,1712,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbhs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6002_R55_1614_B35_1989a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6002_R55_1614_B35_1989b.tif,2260,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1989,,,,,G6002_R55_1614_B35_1989a,,,,,,,G6002_R55_1614_B35_1989a|~|DR710F4,,,1989,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbj9,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6003_N7_168_D68_2000.tif,2261,,,cartographic,map,unknown,unknown,,"Dou, Johan. 1642-1690.",eng,North Holland (Netherlands)--Maps--Early works to 1800--Facsimiles,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,2000,"Relief represented pictorially.|~|Facsimile.|~|Oriented with north to the left.|~|Original version: [Amsterdam : s.n., 1682 or 1683] A reduced version in 1 sheet of the 1680 original map, issued in 16 sheets.|~|Includes 7 col. coats-of-arms and col. ill.",,S.l|~|xx,North Holland (Netherlands),Hoogh-heemraetschap vande uytwaterende sluysen in Kennemerlant ende West-Frieslant,1 map : col. ; 52 x 67 cm.,105000,,s.n.,,G6003 N7 168- D68 2000,G6003_N7_168_D68_2000|~|DR710F4,,,2000,,,,,,
