Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Subject topic
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 13",ark:/21198/z1rv2n1d,ark:/21198/z1t45sc2,,,,,"Witnesses: von Below (page 1201), Spengler (page 1210)",,1960-05-04,,,,,141 pages,,reports,afr|~|eng,b7617662_commission_v013,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 14",ark:/21198/z1n31w8j,ark:/21198/z1t45sc2,,,,,"Witnesses: Spengler (page 1301), Pienaar (page 1317)",,1960-05-05,,,,,128 pages,,reports,eng|~|afr,b7617662_commission_v014,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 15",ark:/21198/z1hd9v0f,ark:/21198/z1t45sc2,,,,,Witness: Pienaar (page 1429),,1960-05-06,,,,,87 pages,,reports,afr|~|eng,b7617662_commission_v015,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 16",ark:/21198/z1cn9383,ark:/21198/z1t45sc2,,,,,"Witnesses: Robinson (page 1543), Hoek (page 1575), Sacks (page 1591), Tholo (page 1631), Knoetze (page 1637), Van Wyk (page 1651)",,1960-05-09,,,,,119 pages,,reports,eng|~|afr,b7617662_commission_v016,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 17",ark:/21198/z17w8bgg,ark:/21198/z1t45sc2,,,,,"Witnesses: Bakwane (page 1659), Khaole (page 1679), Maroo (page 1696), Ishabangu (page 1715), Mashita (page 1728), Molapi (page 1745), Peter Molefi (page 1745), Thabe (page 1786)",,1960-05-10,,,,,144 pages,,reports,afr|~|eng,b7617662_commission_v017,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 26",ark:/21198/z1447kr2,ark:/21198/z1t45sc2,,,,,"Witnesses: More (page 2528), Tsolo (page 2528), Van Vuuren (page 2534), Mostert (page 2583, 2533), Pienaar (page 2540), Kasa (page 2567), Kele (page 2567), Visser (page 2587), Heyl (page 2599), Olivier (page 2600, 2612, 2620, 2642), Els (page 2606, 2626), Beyl (page 2607), Van Wyk (page 2615), Pieterse (page 2616, 2666)",,1960-05-25,,,,,158 pages,,reports,afr|~|eng,b7617662_commission_v017a,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 18",ark:/21198/z10c6v26,ark:/21198/z1t45sc2,,,,,"Witnesses: Thabe (page 1793), Dholefa (page 1843), Ian Berry (page 1847), Lenyatso (page 1862)",,1960-05-12,,,,,87 pages,,reports,eng,b7617662_commission_v018,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 19",ark:/21198/z1vm6bkw,ark:/21198/z1t45sc2,,,,,"Witnesses: Musibi (page 1875), Musiri (page 1875), Mahlase (page 1901), Motha (page 1914), Griffiths (page 1940)",,1960-05-13,,,,,78 pages,,reports,eng,b7617662_commission_v019,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 20",ark:/21198/z1qv5kwm,ark:/21198/z1t45sc2,,,,,"Witnesses: Mkwawazi (page 1950), Lekobo (page 1974), Makboba (page 1981), Qtwata (page 1988), Mofoking (page 1997), Lenyatso (page 2004), Smit (page 2016), Molatule (page 2071)",,1960-05-16,,,,,139 pages,,reports,eng,b7617662_commission_v020,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 21",ark:/21198/z1m63jmc,ark:/21198/z1t45sc2,,,,,,,1960-05-18,,,,,34 pages,,reports,eng,b7617662_commission_v021,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 22",ark:/21198/z1gf2sv6,ark:/21198/z1t45sc2,,,,,"Witnesses: Timane (page 2181), Mashetedi (page 2200), Masbosani (page 2237), Malema (page 2240), Badebe (page 2247)",,1960-05-19,,,,,75 pages,,reports,eng,b7617662_commission_v022,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 23",ark:/21198/z1bp223t,ark:/21198/z1t45sc2,,,,,"Witnesses: Lidia (page 2272), Dkose (page 2258)",,1960-05-23,,,,,97 pages,,reports,eng|~|afr,b7617662_commission_v023,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 24",ark:/21198/z16x19bn,ark:/21198/z1t45sc2,,,,,"Witnesses: Mingo (page 2344), Maja (page 2356), Theron (page 2429)",,1960-05-23,,,,,109 pages,,reports,afr|~|eng,b7617662_commission_v024,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 25",ark:/21198/z1350jnp,ark:/21198/z1t45sc2,,,,,"Witnesses: van den Bergh (page 2450), Tsolo (page 2465), More (page 2521), Arnold (page 2511)",,1960-05-24,,,,,81 pages,,reports,afr|~|eng,b7617662_commission_v025,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Commission, Volume 27",ark:/21198/z1zd0267,ark:/21198/z1t45sc2,,,,,"Witnesses: Litelu (page 2683), van den Bergh (page 2693), Menatong (page 2702), Nkosi (page 2710, 2727), Pooi (page 2727), Mofoking (page 2732), Khoali (page 2734), Kathoahole (page 2739), Saaiham (page 2743), Kotera (page 2794)",,1960-06-01,,,,,129 pages,,reports,afr|~|eng,b7617662_commission_v027,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Judgement of the Magistrate, Volume 01",ark:/21198/z1tm99gz,ark:/21198/z1t45sc2,,,,,,,1965-02-15,,,,,37 pages,,reports,eng,b7617662_judgment_v001,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Judgement of the Magistrate, Volume 02",ark:/21198/z1pz784h,ark:/21198/z1t45sc2,,,,,,,1965-06-22,,,,,140 pages,,reports,eng,b7617662_judgment_v002,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
Work,"Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Exhibits and other documents",ark:/21198/z1k66hfj,ark:/21198/z1t45sc2,,,,,,,1960/1961,,,,,450 pages,,reports,eng|~|afr,b7617662_exhibits,,,,"Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections",text,unknown,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566",,,,paged,"Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961"
