Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.subject,Name.repository,Rights.statementLocal,Rights.copyrightStatus,Name.creator,Note,Title,Alt ID.local,Description.note,Coverage.geographic,AltIdentifier.local,Date.creation,Subject temporal,Format.dimensions,Format.medium,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79fb,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79fb_2386823_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Jammu - Kashmir,cleth_201401_ams_bw-038|~|BW-38,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79fb,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79fb/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79gv,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79gv_2386775_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Bihar,BW-22|~|cleth_201401_ams_bw-022,Tape 69.3 - 3,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79gv,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79gv/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79hc,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79hc_2386799_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Gujarat,BW-30|~|cleth_201401_ams_bw-030,Tape 69.3 - 4 to 6,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79hc,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79hc/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79jw,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79jw_2386817_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Haryana,cleth_201401_ams_bw-036|~|BW-36,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79jw,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79jw/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79kd,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79kd_2386832_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,BW-41|~|cleth_201401_ams_bw-041,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79kd,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79kd/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79mx,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79mx_2386862_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,BW-51|~|cleth_201401_ams_bw-051,Tape 69.3 - 13,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79mx,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79mx/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79nf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79nf_2386889_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Bhutan,cleth_201401_ams_bw-060|~|BW-60,"Tape 69.3 - 25, 26, 27, 28, 29, 30",India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79nf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79nf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79pz,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79pz_2386838_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,cleth_201401_ams_bw-043|~|BW-43,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79pz,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79pz/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79qg,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79qg_2386865_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,cleth_201401_ams_bw-052|~|BW-52,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79qg,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79qg/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79r0,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79r0_2386886_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Tripura float,cleth_201401_ams_bw-059|~|BW-59,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79r0,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79r0/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79sh,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79sh_2386844_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,cleth_201401_ams_bw-045|~|BW-45,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79sh,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79sh/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79t1,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79t1_2386868_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,BW-53|~|cleth_201401_ams_bw-053,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79t1,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79t1/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79vj,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79vj_2386883_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Tripura float,cleth_201401_ams_bw-058|~|BW-58,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79vj,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79vj/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79w2,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79w2_2386850_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Nagaland,BW-47|~|cleth_201401_ams_bw-047,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79w2,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79w2/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79xk,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79xk_2386871_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,cleth_201401_ams_bw-054|~|BW-54,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79xk,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79xk/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k79z3,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k79z3_2386847_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,BW-46|~|cleth_201401_ams_bw-046,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k79z3,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k79z3/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b03,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b03_2386853_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Nagaland,BW-48|~|cleth_201401_ams_bw-048,,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b03,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b03/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b1m,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b1m_2386874_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,cleth_201401_ams_bw-055|~|BW-55,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b1m,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b1m/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b24,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b24_2386841_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,cleth_201401_ams_bw-044|~|BW-44,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b24,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b24/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b3n,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b3n_2386856_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Nagaland,BW-49|~|cleth_201401_ams_bw-049,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b3n,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b3n/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b45,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b45_2386877_master.tif,,,,still image,,Music--Japan|~|Festivals--India|~|Music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,cleth_201401_ams_bw-056|~|BW-56,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b45,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b45/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b5p,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b5p_2386835_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Mysore,cleth_201401_ams_bw-042|~|BW-42,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b5p,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b5p/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b66,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b66_2386859_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Punjab,cleth_201401_ams_bw-050|~|BW-50,,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b66,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b66/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b7q,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b7q_2386880_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Rajasthan,cleth_201401_ams_bw-057|~|BW-57,Tape 69.3 - 13,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b7q,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b7q/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b87,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b87_2386919_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Maharashtra,cleth_201401_ams_bw-070|~|BW-70,(Tape 69.3 - 37,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b87,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b87/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7b9r,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7b9r_2386944_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Pondicherry,BW-79|~|cleth_201401_ams_bw-079],Tape 69.3 - 43,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7b9r,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7b9r/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7bb8,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7bb8_2386892_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Bhutan,BW-61|~|cleth_201401_ams_bw-061,"Tape 69.3 - 25, 26, 27, 28, 29, 30",India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7bb8,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7bb8/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7bcs,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7bcs_2386922_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Maharashtra,BW-71|~|cleth_201401_ams_bw-071,Tape 69.3 - 37,India,"2014.01|~|Wade, Bonnie C.",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7bcs,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7bcs/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7bd9,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7bd9_2386947_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes -Tamiland,BW-80|~|cleth_201401_ams_bw-080,Tape 69.3 - 43,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7bd9,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7bd9/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz002k7bft,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz002k7bft_2386898_master.tif,,,,still image,,Festivals--India|~|Music--India|~|Folk dance music--India,,"University of California, Los Angeles. Ethnomusicology Archive","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,"Wade, Bonnie C.",,Republic Day Folk Dance Troupes - Assam,cleth_201401_ams_bw-063|~|BW-63,Tape 69.3 - 28,India,"Wade, Bonnie C.|~|2014.01",1969,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7bft,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7bft/manifest
