Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x49,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0093.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-90.062871,Access to this collection is generously supported by Arcadia funds.,"Buildings with a wrought iron balconies in the French Quarter, New Orleans, 1910",uclamss_119_0093,1 photographic negative,b&w nitrate negative,29.959359,1910,Louisiana--New Orleans,,Photograph of a street in the French Quarter of New Orleans with buildings with a wrought iron balconies and a cobblestone or brick street.,Text from negative sleeve: NY. New Orleans. 1910,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x49/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x5t,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0094.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Unidentified location with a large building and houses beyond, New Orleans, 1910",uclamss_119_0094,1 photographic negative,b&w nitrate negative,,,Louisiana--New Orleans,,Unidentified location in New Orleans with a large building and houses behind a picket fence beyond.,Text from negative sleeve: NY. New Orleans. 1910,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x5t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x5t/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x6b,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0095i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0095i   -   Metadata source image - not to be cataloged,uclamss_119_0095i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x6b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x6b/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x7v,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0096.tif,,,,private,,exterior views|~|black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,Dwellings $z California $z Los Angeles|~|Historic buildings $z Massachusetts $z Boston,,,"Longfellow House (Cambridge, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.126668,Access to this collection is generously supported by Arcadia funds.,"Longfellow House, photographed by Olive Percival, Cambridge (Mass.), 1903 or 1910",uclamss_119_0096,1 photographic negative,b&w nitrate negative,42.3763,1903/1910,Massachusetts--Cambridge,,105 Brattle Street in Cambridge|~|General view of the Longfellow House in Cambridge.,Text from negative sleeve: Boston 1903. Boston 1910.|~|Handwritten on negative: Longfellow,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x7v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x7v/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x8c,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0097.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Historic buildings $z Massachusetts $z Boston,,,"Old Corner Book Store (Boston, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Old Corner Book Store, Boston, 1903 or 1910",uclamss_119_0097,1 photographic negative,b&w nitrate negative,-71.058369|~|42.357371,1903/1910,Massachusetts--Boston,,"View of the Old Corner Bookstore Building, photographed by bibliophile Olive Percival during a trip to Boston, with well-dressed men and women and a horse and carriage going about their business on the brick-paved street in front. Tenant signs read: ""Pants to measure in any style $3.50. Eclipse Pants Co. No.3,"" ""Most Liberal Loans at Lowest Interests,"" and ""Fresh Home Made.""|~|The Old Corner Book Store was built in 1712 and is said to be the oldest brick building in Boston. It is located at the corner of Washington and School Streets.",Text from negative sleeve: Boston 1903. Boston 1910.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x8c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x8c/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2x9w,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0098.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,Dwellings $z Massachusetts $z Boston|~|Historic buildings $z Massachusetts $z Boston,"Benjamin, Asher, $d 1773-1845",,"Headquarters House (Boston, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.068389,Access to this collection is generously supported by Arcadia funds.,"Headquarters House (or William H. Prescott House) on Beacon St. Beacon St., Boston, 1903 or 1910",uclamss_119_0098,1 photographic negative,b&w nitrate negative,42.356427,1903/1910,Massachusetts--Boston,,"View towards the historic Headquarters House (center), designed by architect Asher Benjamin, located at 55 Beacon St. in Boston",Text from negative sleeve: Boston 1903. Boston 1910.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2x9w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2x9w/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xbd,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0099.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,Dwellings $z Massachusetts $z Boston,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"House at 44 Beacon St., Boston, 1903 or 1910",uclamss_119_0099,1 photographic negative,b&w nitrate negative,,1903/1910,Massachusetts--Boston,,"View of the house at 44 Beacon Street, just to the left of the Somerset Club.",Text from negative sleeve: Boston 1903. Boston 1910.|~|Handwritten on negative: Beacon St. O.W.H. Also Somerset Club.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xbd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xbd/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xcx,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0100.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film|~|travel photography,still image,,Cemeteries $x American $z Massachusetts $z Boston,,,"Granary Burying Ground (Boston, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.061755,Access to this collection is generously supported by Arcadia funds.,"Tomb of Judge Samuel Sewall (1652-1739) at the Granary Burying Ground, Boston, 1903 or 1910",uclamss_119_0100,1 photographic negative,b&w nitrate negative,42.357432,1903/1910,Massachusetts--Boston,,View of the tomb of Judge Samuel Sewall at the Granary Burying Ground in Boston with office buildings in the background.,Handwritten on negative: Sewell?|~|Text from negative sleeve: Boston 1903. Boston 1910.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xcx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xcx/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xdf,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0101.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z Massachusetts $z Boston,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.068819,Access to this collection is generously supported by Arcadia funds.,"House that William Dean Howells (possibly) lived in on Louisburg Square (possibly), Boston, 1903 or 1910",uclamss_119_0101,1 photographic negative,b&w nitrate negative,42.358465,1903/1910,Massachusetts--Boston,,"View of a house in Boston. The negative inscriptions ""L sq""  and ""Howells"" suggest Louisburg Square as the location and author   William Dean Howells as the resident. Howells did rent at least 2 houses in Louisburg Square.",Handwritten on negative: L. Sq. Howells|~|Text from negative sleeve: Boston 1903. Boston 1910.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xdf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xdf/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xfz,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0102.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cemeteries $x American $z Massachusetts $z Boston,,,"Copp’s Hill Burying Ground (Boston, Mass.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-71.056444,Access to this collection is generously supported by Arcadia funds.,"Copp’s Hill Burying Ground in the snow, Boston, 1903 or 1910",uclamss_119_0102,1 photographic negative,b&w nitrate negative,42.367226,1903/1910,Massachusetts--Boston,,"View of Copp’s Hill Burying Ground in the snow, beyond a wrought iron fence.",Text from negative sleeve: Boston 1903. Boston 1910.|~|Handwritten on negative: Copp's Hill,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xfz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xfz/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xgg,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0103.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Unidentified house photographed by Olive Percival, Boston, 1903 or 1910",uclamss_119_0103,1 photographic negative,b&w nitrate negative,,1903/1910,Massachusetts--Boston,,Unidentified house photographed by Olive Percival during a trip to Boston.,Text from negative sleeve: Boston 1903. Boston 1910.,[1903 or 1910],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xgg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xgg/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xh0,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0104.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Cats $z California|~|San Pascual Avenue (Los Angeles, Calif.)",,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"San Pascual Avenue from the front yard of Olive Percival's Arroyo Seco property, Los Angeles, 1933",uclamss_119_0104,1 photographic negative,b&w nitrate negative,34.116540,1933,California--Los Angeles,,"Photograph of San Pascual Avenue from the front yard of Olive Percival's home, Down-hyl Claim. Her cat is in the foreground resting on river stones that mark the property line.",Handwritten on negative: 1933,1933,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xh0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xh0/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xjh,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0105.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Pasadena,"Wright, Frank Lloyd, 1867-1959",,"Millard, George M., $c Mrs., $d 1873-1938|~|Millard House (Pasadena, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.161825,Access to this collection is generously supported by Arcadia funds.,"Alice Millard outside her textile block house designed by Frank Lloyd Wright, Pasadena, 1929",uclamss_119_0105,1 photographic negative,b&w nitrate negative,34.155397,1929-07-12,California--Pasadena,,"Photograph of rare book dealer Alice Millard outside her house during a visit by Olive Percival. The Millard House, also called La Miniatura, is a textile block style house  designed by Frank Lloyd Wright. It was completed in 1923 and is located at 645 Prospect Crescent in Pasadena.",Text from negative sleeve:Alice Millard & Millard House. 7/13/29,"July 13, 1929",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xjh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xjh/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xk1,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0106.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Pasadena,"Wright, Frank Lloyd, 1867-1959",,"Millard House (Pasadena, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.161825,Access to this collection is generously supported by Arcadia funds.,"Alice Millard residence, a textile block house designed by Frank Lloyd Wright, Pasadena, 1929",uclamss_119_0106,1 photographic negative,b&w nitrate negative,34.155397,1929-07-13,California--Pasadena,,"Distant view towards the house of rare book dealer Alice Millard, the Millard House (also known as La Miniatura), a textile block designed by Frank Lloyd Wright. The house was completed in 1923 and is located at 645 Prospect Crescent in Pasadena.",Handwritten on negative: 7-13-29|~|Text from negative sleeve: Alice Millard & Millard House. 7/13/29,"July 13, 1929",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xk1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xk1/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xmj,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0107.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,"Millard, George M., $c Mrs., $d 1873-1938","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Alice Millard on the sidewalk in front of Olive Percival's house, 1915-1938",uclamss_119_0107,1 photographic negative,b&w nitrate negative,,1915/1938,California--Los Angeles,,"Alice Millard, rare book dealer, on the sidewalk in a long fur coat in front of Olive Percival's house, Down-hyl Claim.|~|Alice Millard and Olive Percival were friends from the time of Millard's move to the Los Angeles area in 1915 to her death in 1938.|~|Alice Millard (bibliophile)",Text from negative sleeve: Millard & Millard House. 7/13/29,[between 1915-1938],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xmj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xmj/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xn2,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0108.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,"Millard, George Madison, $d 1845 or 1846-1918","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"George Millard (?), rare book dealer, perhaps at his home, South Pasadena, 1918",uclamss_119_0108,1 photographic negative,b&w nitrate negative,,1918-05-21,California--South Pasadena,,"Photograph of a man and dog in a formal garden, perhaps rare book dealer George Millard (negative in same envelope as images of his wife, Alice).",Handwritten on negative: 5/21/18|~|Text from negative sleeve: Alice Millard & Millard House. 7/13/29.,"May 21, 1918",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xn2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xn2/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xpk,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0109.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Deserts $z California $z Palm Springs,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Desert hillside and palm trees, (Palm Springs?), 1927",uclamss_119_0109,1 photographic negative,b&w nitrate negative,,1927-04-10,California--Palm Springs,,Photograph of a rocky desert hillside and palm trees taken by Olive Percival.,Text from negative sleeve: Salton Sea. Palm Springs. 1932 [Negative mis-filed? Different date written on negative]|~|Handwritten on negative: 4-10-1927,"April 10, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xpk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xpk/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xq3,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0110.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Joshua trees $z California $z Lancaster,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Joshua tree landscape photographed by Olive Percival, (Lancaster vicinity?), 1936",uclamss_119_0110,1 photographic negative,b&w nitrate negative,,1936,California--Lancaster,,View of a large Joshua tree in the foreground with others in the distance in a dry grass landscape.,Handwritten on negative: 1936|~|Text from negative sleeve: Salton Sea. Palm Springs. 1932 [date written on negative reads 1936],1936,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xq3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xq3/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xrm,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0111.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Churches $z California $z Los Angeles|~|Catholic churches $z California $z Los Angeles ,,,"Plaza Church (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.239048,Access to this collection is generously supported by Arcadia funds.,"Plaza Church photographed by Olive Percival, Los Angeles, 1897",uclamss_119_0111,1 photographic negative,b&w nitrate negative,34.056277,1897,California--Los Angeles,,"Photograph of the Plaza Church (also known as La Iglesia de Nuestra Señora la Reina de Los Ángeles, or The Church of Our Lady the Queen of the Angels) from a dirt road, with a horse-drawn wagon stopped on either side of the main doorway. A man is seated on the wagon on the left facing away from the horse. The church is located at 535 North Main Street.","Text from negative sleeve: Our Old Plaza 1897. Chapel, Pool, Pico House. Our Old Plaza 1898.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xrm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xrm/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xs4,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0112.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Churches $z California $z Los Angeles|~|Catholic churches $z California $z Los Angeles ,,,"Plaza Church (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.239273,Access to this collection is generously supported by Arcadia funds.,"Plaza Church, portal on north facade, photographed by Olive Percival, Los Angeles, 1897",uclamss_119_0112,1 photographic negative,b&w nitrate negative,34.057079,1897,California--Los Angeles,,"Photograph of the north facade portal of the  Plaza Church (also known as La Iglesia de Nuestra Señora la Reina de Los Ángeles, or The Church of Our Lady the Queen of the Angels), with a wooden walkway in front. The church is located at 535 North Main Street.","Text from negative sleeve: Our Old Plaza 1897. Chapel, Pool, Pico House. Our Old Plaza 1898.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xs4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xs4/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xtn,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0113.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Fountains $z California $z Los Angeles|~|Los Angeles Plaza (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.238575,Access to this collection is generously supported by Arcadia funds.,"Fountain in the Plaza, Los Angeles, 1897",uclamss_119_0113,1 photographic negative,b&w nitrate negative,34.056597,1897,California--Los Angeles,,Photograph of the fountain in the Los Angeles historic Plaza,"Text from negative sleeve: Our Old Plaza 1897, Chapel Pool, Pico House. Our Old Plaza 1898.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xtn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xtn/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xv5,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0114.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Hotels $z California $z Los Angeles|~|Plazas $z California $z Los Angeles|~|Fountains $z California $z Los Angeles|~|Los Angeles Plaza (Los Angeles, Calif.)",,,"Pico House (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.238575,Access to this collection is generously supported by Arcadia funds.,"Pico House seen from the fountain in the center of the Plaza, Los Angeles, 1897",uclamss_119_0114,1 photographic negative,b&w nitrate negative,34.056597,1897,California--Los Angeles,,Distant view of the Pico House from the fountain in the center of the Los Angeles Plaza.,"Text from negative sleeve: Our Old Plaza 1897, Chapel Pool, Pico House. Our Old Plaza 1898.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xv5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xv5/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xwp,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0115.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,City & town halls $z California $z Los Angeles,,,"Los Angeles City Hall (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.241515,Access to this collection is generously supported by Arcadia funds.,"Los Angeles City Hall the year it was completed, 1928",uclamss_119_0115,1 photographic negative,b&w nitrate negative,34.053886,1928-05-07,California--Los Angeles,,,Handwritten on negative: 5-7-28. Fr Nadeau [?]|~|Text from negative sleeve: Our new City Hall 5/7/28,"May 7, 1928",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xwp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xwp/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xx6,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0116.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,City & town halls $z California $z Los Angeles,,,"Los Angeles City Hall (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Los Angeles City Hall the year it was completed, 1928",uclamss_119_0116,1 photographic negative,b&w nitrate negative,34.051015|~|-118.244401,1928-05-07,California--Los Angeles,,View of the new Los Angeles City Hall from 2nd and Main.,"Handwritten on negative: 5-7-28. Fr. 2"" ~ Main|~|Text from negative sleeve: Our new City Hall 5/7/28","May 7, 1928",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xx6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xx6/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2xzq,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0117.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,City & town halls $z California $z Los Angeles,,,"Los Angeles City Hall (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.241708,Access to this collection is generously supported by Arcadia funds.,"Los Angeles City Hall the year it was completed, 1928",uclamss_119_0117,1 photographic negative,b&w nitrate negative,34.049281,1928-05-07,California--Los Angeles,,View of the new Los Angeles City Hall from 2nd and S. San Pedro.,Text from negative sleeve: Our new City Hall 5/7/28|~|Handwritten on negative: 5-7-28. 2nd / S. Pedro,"May 7, 1928",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2xzq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2xzq/manifest
