Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Subject,Type.genre,Coverage.geographic,Rights.servicesContact,Language,Name.creator,Name.photographer,Name.subject,Name.repository,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,AltTitle.uniform,Title,Alt ID.local,Description.caption,Date.creation,Date.normalized,Description.note,Description.abstract,Description.latitude,Description.longitude,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Blaney (Harry French) Papers,ark:/21198/zz002jk5vp,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00122.tif,,,,,private,still image,copyrighted,Croplands $z California $z Imperial County|~|Lettuce $z California $z Imperial County|~|Combines (Agricultural machinery),Black-and-white photographs|~|cellulose nitrate film,Imperial County (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Preparation of land (second working) for lettuce, Imperial Valley, 1936",uclamss_1682_00122,"Text from negative sleeve: 104.1. Preparation of land for lettuce, Imperial Valley-second working. Neg.: 46. Taken by: CC. Date: Aug. 1936.",August 1936,1936-08,View of a combine moving across a field during the second working in preparation for growing lettuce in the Imperial Valley.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk5vp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk5vp/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk5w6,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00123.tif,,,,,private,still image,copyrighted,Orchards $z California $z Riverside|~|Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Penetration of rain into sandy soil on the south side of field S-1 at the Cirtus Experiment Station, Riverside, 1936",uclamss_1682_00123,Text from negative sleeve: 106.25. Penetration of rain into sandy soil on south of S-1. First rain of season. Citrus Experiment Station. Neg.: 51. Taken by: CC. Date: Oct. 1936.,October 1936,1936-10,"View of a shovel posed above a trench at the south end of field S-1, with the water line visible in the soil after the first rain of the season, at the Citrus Experiment Station.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk5w6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk5w6/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk5xq,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00124.tif,,,,,private,still image,copyrighted,Orchards $z California $z Riverside|~|Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Penetration of rain into sandy soil on the south side of field S-1 at the Cirtus Experiment Station, Riverside, 1936",uclamss_1682_00124,Text from negative sleeve: 106.25. Penetration of rain into sandy soil on south of S-1. First rain of season. Citrus Experiment Station. Neg.: 51. Taken by: CC. Date: Oct. 1936.,October 1936,1936-10,"View of a shovel posed above a trench at the south end of field S-1, with the water line visible in the soil after the first rain of the season, at the Citrus Experiment Station.",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk5xq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk5xq/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk5z7,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00125.tif,,,,,private,still image,copyrighted,Reservoirs $z California $z Redlands,Black-and-white photographs|~|cellulose nitrate film,Redlands (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Damage caused by the break at the Canyon Crest Reservoir, Redlands, 1936",uclamss_1682_00125,Handwritten on negative: CC 52|~|Text from negative sleeve: 150.7. General view of Damage caused by reservoir break--Canyon Crest Reservoir. Neg.: 52. Taken by: CC. Date: Oct. 1936.,October 1936,1936-10,View of a swath in the earth with orchard trees in the background and mountains in the distance.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk5z7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk5z7/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk607,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00126.tif,,,,,private,still image,copyrighted,Orange trees $z California $z Riverside|~|Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Leaves of the 1st, 2nd and 3rd cycle of growth of a navel orange tree from field S-3 at the Citrus Experiment Station, Riverside, 1936",uclamss_1682_00126,"Handwritten on negative: CC 54|~|Text from negative sleeve: 106.144 & 106.25. Leaves of the 1st, 2nd and 3rd cycle of growth, Navel orange, field S-3. Neg.: 54 and [no. crossed out:] CC 7. Taken by: C Compton. Date: 11/16/36.","November 16, 1936",1936-11-16,Photograph of three navel orange tree leaves on paper beside a six inch ruler.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk607,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk607/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk61r,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00127.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting from field S-3 at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00127,Handwritten on negative: CC 55|~|Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beneath it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk61r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk61r/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk628,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00128.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,San Bernardino (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting from field S-3 at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00128,Handwritten on negative: CC 56|~|Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beneath it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk628,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk628/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk63s,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00129.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting from field S-3 at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00129,Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.|~|Handwritten on negative: CC 57,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beneath it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk63s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk63s/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk649,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00130.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00130,Handwritten on negative: CC 58|~|Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beside it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk649,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk649/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk65t,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00131.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00131,Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.|~|Handwritten on negative: CC 56,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beside it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk65t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk65t/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk66b,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00132.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00132,Handwritten on negative: CC 60|~|Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beside it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk66b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk66b/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk67v,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00133.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Oranges $z California $z Riverside,Black-and-white photographs|~|cellulose nitrate film,Riverside (Calif.),,zxx,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Navel orange with splitting at the Citrus Experiment Station, Riverside 1936",uclamss_1682_00133,Handwritten on negative: CC 61|~|Text from negative sleeve: (7 films) 106.144 & 106.25. Types of splitting of Navel oranges--field S-3. Neg.: 55-61 and [no. crossed out:] 635.1 CC 6. Taken by: C. Compton. Date: 11/16/36.,"November 16, 1936",1936-11-16,View of a naval orange showing a type of splitting condition with a ruler beside it at the Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk67v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk67v/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk68c,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00134.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Cumulative Tree Growth. Navel Orange Trees. 1931-1937,"" 1937",uclamss_1682_00134,Handwritten on negative: CC 64|~|Text from negative sleeve: 106.144. Cumulative tree growth. navel orange tree 1931-1937. Frequent and infrequent irrigation. [Neg.:] 64. [Taken by:] CC. [Date:] Jan. 1937.,January 1927,1927-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk68c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk68c/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk69w,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00135.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film|~|bar graphs,,,,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Size Distribution"" of navel oranges, 1937",uclamss_1682_00135,"Text from negative sleeve: 106.144. Size distribution--Navels**40%, 60%, and 90% soil irrigation. [Neg.:] 65. [Taken by:] CC. [Date:] Jan. 1937.|~|Handwritten on negative: CC - 65",January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk69w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk69w/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6bd,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00136.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|bar graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Size Distribution 1936"" of navel oranges, 1937",uclamss_1682_00136,Text from negative sleeve: 106.144. Size distribution--Navels. Frequent and infrequent irrigation. 1946. [Neg.:] 66. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6bd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6bd/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6cx,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00137.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Cumulative Tree Growth. Navel Orange Trees. 1931-1937,"" 1937",uclamss_1682_00137,Text from negative sleeve: 106.144. Cumulative tree growth--Navel orange trees-- 1931-1937. Frequent and infrequent irrigation. [Neg.:] 67. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6cx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6cx/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6df,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00138.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Growth - Navel Oranges. C. E. S. 1936,"" 1937",uclamss_1682_00138,"Text from negative sleeve: 106.25. Fruit growth--Navels. Citrus Experiment Station, 1936. Frequent and infrequent irrigation. [Neg.:] 68. [Taken by:] CC. [Date:] Jan. 1937.",January 1937,1937-01,C. E. S. stands for University of California Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6df,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6df/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6fz,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00139.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|bar graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Yields 1934-35-36. Navel Orange Trees,"" 1937",uclamss_1682_00139,Text from negative sleeve: 106.144. Yields 1934-35-36. Navel oranges. Frequent and infrequent 40-60-90% irrigation treatments. [Neg.:] 69. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6fz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6fz/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6gg,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00140.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Growth Period. Navel Oranges. 1936,"" 1937",uclamss_1682_00140,Text from negative sleeve: 106.144. Growth period--Navel oranges. 1936. 40-60-90% irrigation. [Neg.:] 70. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6gg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6gg/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6h0,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00141.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Growth Period. Navel Trees. 1935-36,"" 1937",uclamss_1682_00141,Text from negative sleeve: 106.144. Growth period--Navels--1935-36. Frequent and infrequent irrigation. [Neg.:] 71. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6h0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6h0/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6jh,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00142.tif,,,,,private,still image,copyrighted,Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Growth Period. Navel Orange Trees. 1936,"" 1937",uclamss_1682_00142,Text from negative sleeve: 106.144. Growth period--Navels--1936. Frequent and infrequent irrigation. [Neg.:] 72. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6jh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6jh/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6k1,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00143.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Response to Irrigation. Navel Oranges. 1932,"" 1937",uclamss_1682_00143,Text from negative sleeve: 106.144. Fruit response to irrigation. Navel oranges--1932. [Neg.:] 73. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6k1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6k1/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6mj,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00144.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-",,"University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Response to Irrigation. Navel Oranges. 1932,"" 1937",uclamss_1682_00144,Text from negative sleeve: 106.144. Fruit response to irrigation. Navel oranges--1932. [Neg.:] 74. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6mj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6mj/manifest
Blaney (Harry French) Papers,ark:/21198/zz002jk6n2,ark:/21198/zz002jjxtb,2,Completed,Work,blaney/tiff/uclamss_1682_00145.tif,,,,,private,still image,copyrighted,Citrus fruits $x Research|~|Citrus $x Irrigation,Black-and-white photographs|~|cellulose nitrate film|~|line graphs,,,eng,,"Compton, O. C. $q (Oliver Cecil), $d 1903-","University of California, Riverside. $b Citrus Research Center and Agricultural Experiment Station","University of California, Los Angeles. $b Library Special Collections",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Harry French Blaney Papers. Department of Special Collections, Charles E. Young Research Library, UCLA. : local",,"Graph titled ""Fruit Response to Irrigation. Grapefruit. C. E. S. 1932,"" 1937",uclamss_1682_00145,Text from negative sleeve: 106.144. Fruit response to irrigation. Grapefruit--1932. [Neg.:] 75. [Taken by:] CC. [Date:] Jan. 1937.,January 1937,1937-01,C. E. S. stands for the University of California Citrus Experiment Station.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jk6n2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jk6n2/manifest
