[folder],Parent ARK,Item ARK,Text direction,viewingHint,Title,AltTitle,AltTitle,AltTitle,AltTitle,AltTitle,AltTitle.uniform,AltIdentifier.local,Type.typeOfResource,Type.genre,Date.creation,Date.normalized,Publication/Origination Info,Author,Illustrator,Creator 1 Role,Editor,Contributor Role - 1,Engraver,Page layout,Format? binding?,Provenance,Additions,Colophon,Illustrations,Condition,Contents note,Description 1 Note,Description 2 Note,Description 3 Note,Description 5 Note,Format.extent,Language,Subject topic,Subject.place,Rights.copyrightStatus,Rights.servicesContact,Name.repository
uclaeal_wahon_B05_bib3320008_vol11,,ark:/21198/z1cn8jz2,right-to-left,individuals,Tiantai san da bu bu zhu : kan 11 | 天台三大部補注 : 巻 11,Tendai sandaibu hochū,大部補注 | Ta pu pu chu. [Title in postscript],Daibu hochū,法華三大部補注 | Fa hua san ta pu pu chu,Hokke sandaibu hochū,,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 [Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4]","從義, 1042-1091 [Congyi, 1042-1091]",,,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,"On double leaves, oriental style. ",,Library's set has some red marking on text.,,,"Library's set slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,Caption title.,"""古活字版."" [""Gu hao zi ban.""]",,,14 volumes ; 29 cm,jpn,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4784,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B05_bib3320008_vol12,,ark:/21198/z17w7t69,right-to-left,individuals,Tiantai san da bu bu zhu : kan 12 | 天台三大部補注 : 巻 12,Tendai sandaibu hochū,大部補注 | Ta pu pu chu. [Title in postscript],Daibu hochū,法華三大部補注 | Fa hua san ta pu pu chu,Hokke sandaibu hochū,,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 [Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4]","從義, 1042-1091 [Congyi, 1042-1091]",,,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,"On double leaves, oriental style. ",,Library's set has some red marking on text.,,,"Library's set slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,Caption title.,"""古活字版."" [""Gu hao zi ban.""]",,,14 volumes ; 29 cm,jpn,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4783,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B05_bib3320008_vol13,,ark:/21198/z14472g8,right-to-left,individuals,Tiantai san da bu bu zhu : kan 13 | 天台三大部補注 : 巻 13,Tendai sandaibu hochū,大部補注 | Ta pu pu chu. [Title in postscript],Daibu hochū,法華三大部補注 | Fa hua san ta pu pu chu,Hokke sandaibu hochū,,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 [Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4]","從義, 1042-1091 [Congyi, 1042-1091]",,,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,"On double leaves, oriental style. ",,Library's set has some red marking on text.,,,"Library's set slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,Caption title.,"""古活字版."" [""Gu hao zi ban.""]",,,14 volumes ; 29 cm,jpn,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4782,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B05_bib3320008_vol14,,ark:/21198/z10c69s0,right-to-left,individuals,Tiantai san da bu bu zhu : kan 14 | 天台三大部補注 : 巻 14,Tendai sandaibu hochū,大部補注 | Ta pu pu chu. [Title in postscript],Daibu hochū,法華三大部補注 | Fa hua san ta pu pu chu,Hokke sandaibu hochū,,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 [Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4]","從義, 1042-1091 [Congyi, 1042-1091]",,,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,"On double leaves, oriental style. ",,Library's set has some red marking on text.,,,"Library's set slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,Caption title.,"""古活字版."" [""Gu hao zi ban.""]",,,14 volumes ; 29 cm,jpn,Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4781,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B06_bib2507972,,ark:/21198/z1vm5tb5,right-to-left,individuals,Nanbanji kōhaiki | 南蠻寺興廢記,重刻南蠻寺興廢記 | Jūkoku Nanbanji kōhaiki [Title from postscript],南蠻寺記 | Nanbanji ki. [Title in center column of preface],,,,,BX1668.N36 1868,text,Church history|~|Controversial literature|~|Early works,[1868],1868,"[Japan] : 杞憂道人[養鸕徹定]校刻, 慶應4 [[Japan] : Kiyū Dōjin [Ukai Tetsujō] kōkoku, Keiō 4]",,,,,,"養鸕徹定, 1814-1891 [Ukai, Tetsujō, 1814-1891]","Within single border, except outside double (18.6 x 11.5 cm); text in 10 vertical lines.","On double leaves, oriental style.",,,,,,Publisher's catalog on the last leaf.,Publication date from postscript.,End of text dated 正保5 [Shōho] [1648].,木活字本 [Mokukatsujibon],,"1, 47, [1] leaves ; 26 cm",jpn,Catholic Church--Japan--History|~|Christianity Controversial literature--Early works to 1800.|~|Japan--Church history--To 1868,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4780,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B07_bib3044932_vol01,,ark:/21198/z1qv52mt,right-to-left,individuals,Senjūshō : kan 1 | 撰集抄 : 巻 1,,,,,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 [[Kyoto] : Sawada Shōzaemon, Keian 3]",,,,,,"西行, 1118-1190 [Saigyō, 1118-1190]","Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.","On double leaves, oriental style. ","UCLA Library copy: Library set has ""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,Statement of responsibility from preface.,,,,9 volumes in 5 ; 26 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4779,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B07_bib3044932_vol02,,ark:/21198/z1m631c1,right-to-left,individuals,Senjūshō : kan 2 | 撰集抄 : 巻 2,,,,,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 [[Kyoto] : Sawada Shōzaemon, Keian 3]",,,,,,"西行, 1118-1190 [Saigyō, 1118-1190]","Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.","On double leaves, oriental style. ","UCLA Library copy: Library set has ""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,Statement of responsibility from preface.,,,,9 volumes in 5 ; 26 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4778,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B07_bib3044932_vol03,,ark:/21198/z1gf28kd,right-to-left,individuals,Senjūshō : kan 3 | 撰集抄 : 巻 3,,,,,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 [[Kyoto] : Sawada Shōzaemon, Keian 3]",,,,,,"西行, 1118-1190 [Saigyō, 1118-1190]","Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.","On double leaves, oriental style. ","UCLA Library copy: Library set has ""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,Statement of responsibility from preface.,,,,9 volumes in 5 ; 26 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4777,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B07_bib3044932_vol04,,ark:/21198/z1bp1ht7,right-to-left,individuals,Senjūshō : kan 4 | 撰集抄 : 巻 4,,,,,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 [[Kyoto] : Sawada Shōzaemon, Keian 3]",,,,,,"西行, 1118-1190 [Saigyō, 1118-1190]","Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.","On double leaves, oriental style. ","UCLA Library copy: Library set has ""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,Statement of responsibility from preface.,,,,9 volumes in 5 ; 26 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4776,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B07_bib3044932_vol05,,ark:/21198/z16x0s3x,right-to-left,individuals,Senjūshō : kan 5 | 撰集抄 : 巻 5,,,,,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 [[Kyoto] : Sawada Shōzaemon, Keian 3]",,,,,,"西行, 1118-1190 [Saigyō, 1118-1190]","Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.","On double leaves, oriental style. ","UCLA Library copy: Library set has ""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,Statement of responsibility from preface.,,,,9 volumes in 5 ; 26 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4775,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B08_bib1728441_vol05,,ark:/21198/z13501db,right-to-left,individuals,Tamakushige : kan 5 | 玉くしけ : 巻 5,玉櫛笥 | Tamakushige [Title from postscript],玉くしげ | Tamakushige.  [End title of v. 4],,,,,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 [Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai]","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,"On double leaves, oriental style.","UCLA Library set has ""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,Library set lacks vols. 1-3.,,Title from caption of v. 5.,Statement of responsibility from: 国書総目錄 [ Kokusho sōmokuroku] (1963).,Publication date from postscript.,,7 volumes : illustrations ; 25 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4774,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B08_bib1728441_vol06,,ark:/21198/z1zc9j0d,right-to-left,individuals,Tamakushige : kan 6 | 玉くしけ : 巻 6,玉櫛笥 | Tamakushige [Title from postscript],玉くしげ | Tamakushige.  [End title of v. 4],,,,,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 [Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai]","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,"On double leaves, oriental style.","UCLA Library set has ""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,Library set lacks vols. 1-3.,,Title from caption of v. 5.,Statement of responsibility from: 国書総目錄 [ Kokusho sōmokuroku] (1963).,Publication date from postscript.,,7 volumes : illustrations ; 25 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4773,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B08_bib1728441_vol07,,ark:/21198/z1tq7gm3,right-to-left,individuals,Tamakushige : kan 7 | 玉くしけ : 巻 7,玉櫛笥 | Tamakushige [Title from postscript],玉くしげ | Tamakushige.  [End title of v. 4],,,,,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 [Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai]","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,"On double leaves, oriental style.","UCLA Library set has ""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,Library set lacks vols. 1-3.,,Title from caption of v. 5.,Statement of responsibility from: 国書総目錄 [ Kokusho sōmokuroku] (1963).,Publication date from postscript.,,7 volumes : illustrations ; 25 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4772,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B09_bib1561056_vol03-05,,ark:/21198/z1pz6qxt,right-to-left,individuals,Hachiman Tarō ichidaiki : kan 3-5 | 八幡太郎一代記 : 巻 3-5,黄表紙八幡太郎一代記 | Kibyōshi Hachiman Tarō ichidaiki [Title piece from cover],,,,,,PL793.H33,text,,[between 1716 and 1780?],1716/1780,[Japan] : [publisher not identified],,,,,,,Within single border (16.0 x 11.9 cm.).,"On double leaves, oriental style. ",,Titles pieces (hand-written) mounted at later time.,,,Library's set is missing vols. 1-2.,Library's set bound together (v. 3-5).,黒本 [Kurohon],Number of 卷 from: 国書総目錄 (1963). [Number of kan from: Kokusho sōmokuroku (1963).],,,5 volumes : illustrations ; 18 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4771,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B10_bib3013228,,ark:/21198/z1k6605r,right-to-left,individuals,Nanairo gatenmame : eiga otoko nidaime | 七色合點豆 : 榮花男二代目,七いろ | Nanairo,榮花男二代目七色合點豆 | Eiga otoko nidaime nanairo gatenmame,,,,,PL798.N36 1804,text,,[1804],1804,"[Edo] : 耕書堂, 享和 4 [[Edo] : Kōshodō, Kyōwa 4]","山東京傳, 1761-1816 [Santō, Kyōden, 1761-1816]",,,,,,Within single border (15.6 x 11.3 cm.).,"On double leaves, oriental style.",,,,,,,蔦重版 [Tsutajū ban],黄表紙 [Kibyōshi],Title and imprint from label on cover.,Edition statement from colophon.,3 volumes in 1 (15 leaves) : illustrations ; 18 cm,jpn,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4770,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B11_bib1563926,,ark:/21198/z1ff57dk,right-to-left,individuals,Haikai sanjūrokkasen | 俳諧三十六歌僊,三十六歌僊 | Sanjūrokkasen,俳仙集 | Haisenshū. [Title from preface],,,,,PL794.7.Z5 H35 1799,text,,[1799],1799,"京都 : 野田治兵衞 ; 大坂 : 鹽屋忠兵衞 : 河內屋太助, 寬政11 [Kyōto : Noda Jihē ; Ōsaka : Shioya Chūbē : Kawachiya Tasuke, Kansei 11]",,"与謝蕪村, 1716-1784 [Yosa, Buson, 1716-1784]",,,,,,"On double leaves, oriental style. ","UCLA Library copy has ""浪華書肆心斎橋通本町北江入塩屋彌七製本之記"" [""Naniwa Shoshi Shinsaibashi-dōri Honmachi kita e iru Shioya Yashichi seihon no ki""] stamped.",,,,,,Title from title piece.,"Preface, dated 寬政己未 [1799]. [Preface, dated Kansei kibi [1799].]","Kokusho sōmokuroku (Hoteiban), v. 4, p. 199",,"19 leaves, 2 unnumbered leaves : portraits (woodcuts) ; 29 cm",jpn,"Renku|~|Haikai |~|Japanese poetry--Edo period, 1600-1868|~|Haiga|~|Painting, Japanese--Edo period, 1600-1868",,pd,http://www.library.ucla.edu/eastasian; (310) 825-4769,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B12_bib2530549_vol01,,ark:/21198/z19p4gpv,right-to-left,individuals,Fusō in'itsuden : kan 1 | 扶桑隠逸傳 : 巻 1,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4768,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B12_bib2530549_vol02,,ark:/21198/z15x3r00,right-to-left,individuals,Fusō in'itsuden : kan 2 | 扶桑隠逸傳 : 巻 2,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4767,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B12_bib2530549_vol03,,ark:/21198/z12530bv,right-to-left,individuals,Fusō in'itsuden : kan 3 | 扶桑隠逸傳 : 巻 3,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4766,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B13_bib2530549_vol01,,ark:/21198/z1xh1660,right-to-left,individuals,Fusō in'itsuden : kan 1 | 扶桑隠逸傳 : 巻 1,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4765,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B13_bib2530549_vol02,,ark:/21198/z1sr0fhq,right-to-left,individuals,Fusō in'itsuden : kan 2 | 扶桑隠逸傳 : 巻 2,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4764,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B13_bib2530549_vol03,,ark:/21198/z1nz9pqj,right-to-left,individuals,Fusō in'itsuden : kan 3 | 扶桑隠逸傳 : 巻 3,扶桑隠逸傳. | Fu sang yin yi zhuan. Japanese & Chinese,,,,,,PL795.N53 F87 1664,text,Biography,[1664],1664,"[Kyoto] : 梅村三郎兵衛, 寬文甲辰 [[Kyoto] : Umemura Saburōbē, Kanbun kōshin]","元政, 1623-1668 [Gensei, 1623-1668]","元政, 1623-1668 [Gensei, 1623-1668]",,,,,Within single border (20.5 x 13.7 cm.); text in 9 vertical lines.,"On double leaves, oriental style in case.  ",,Library's set has red markings.,,,,,Library's 2nd set is 1 cm. smaller and has marginal notes.,"Chinese, with Japanese reading marks.",,,3 volumes : illustrations ; 28 cm,,Buddhists Biography,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4763,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol01,,ark:/21198/z1j68xzp,right-to-left,individuals,Tōkaidō meisho zue : kan 1 | 東海道名所圖繪 : 巻 1,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4762,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol02,,ark:/21198/z1df867r,right-to-left,individuals,Tōkaidō meisho zue : kan 2 | 東海道名所圖繪 : 巻 2,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4761,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol03,,ark:/21198/z18p7fkx,right-to-left,individuals,Tōkaidō meisho zue : kan 3 | 東海道名所圖繪 : 巻 3,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4760,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol04,,ark:/21198/z14x6pwn,right-to-left,individuals,Tōkaidō meisho zue : kan 4 | 東海道名所圖繪 : 巻 4,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4759,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol05,,ark:/21198/z1184nkz,right-to-left,individuals,Tōkaidō meisho zue : kan 5 | 東海道名所圖繪 : 巻 5,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4758,"Richard C. Rudolph East Asian Library, UCLA"
uclaeal_wahon_B14_bib482867_vol06,,ark:/21198/z1wh454h,right-to-left,individuals,Tōkaidō meisho zue : kan 6 | 東海道名所圖繪 : 巻 6,,,,,,,PL762.K9 A98,text,,[1791?],1791,江戶 : 須原屋茂兵衛 [Edo : Suharaya Mohei],"秋里籬島, active 1780-1814 (Akisato, Ritō, active 1780-1814) .","竹原春泉齋, active 1789-1817 [Takehara, Shunsensai, active 1789-1817]",,,,,Within single border (21.2 x 15.8 cm.).,"On double leaves, oriental style.",Library set has owner's seal stamped on last page of each volume.,,,,,,Title from title piece on cover.,,,,6 volumes : illustrations ; 26 cm,jpn,東海道 (Japan)--Description and travel [Tōkaidō (Japan)--Description and travel],Tōkaidō (Japan),pd,http://www.library.ucla.edu/eastasian; (310) 825-4757,"Richard C. Rudolph East Asian Library, UCLA"
