Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9htm,Page,ethiopian/masters/21198-zz001h9htm_1283581_master.tif,Ms. 16_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9htm,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9hv4,Page,ethiopian/masters/21198-zz001h9hv4_1283584_master.tif,Ms. 16_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Miracle of St. Mary ተአምረ ማርያም ; ተአምሪሃ፡ ለእግዝእትነ፡ ማርያ፡ ወላዲተ፡ አምላክ፡ ጸሎታ፡ ወበረከታ፡ የሃሉ፡ ምስለ፡ ገብራ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9hv4,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pgv,Page,ethiopian/masters/21198-zz001h9pgv_1283993_master.tif,Ms. 16_136,,,136,Page 136,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pgv,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9phc,Page,ethiopian/masters/21198-zz001h9phc_1283996_master.tif,Ms. 16_137,,,137,Page 137,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9phc,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pjw,Page,ethiopian/masters/21198-zz001h9pjw_1283999_master.tif,Ms. 16_138,,,138,Page 138,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pjw,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pkd,Page,ethiopian/masters/21198-zz001h9pkd_1284002_master.tif,Ms. 16_139,,,139,Page 139,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pkd,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pmx,Page,ethiopian/masters/21198-zz001h9pmx_1284005_master.tif,Ms. 16_140,,,140,Page 140,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pmx,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pnf,Page,ethiopian/masters/21198-zz001h9pnf_1284008_master.tif,Ms. 16_141,,,141,Page 141,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pnf,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ppz,Page,ethiopian/masters/21198-zz001h9ppz_1284011_master.tif,Ms. 16_142,,,142,Page 142,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ppz,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pqg,Page,ethiopian/masters/21198-zz001h9pqg_1284014_master.tif,Ms. 16_143,,,143,Page 143,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pqg,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pr0,Page,ethiopian/masters/21198-zz001h9pr0_1284017_master.tif,Ms. 16_144,,,144,Page 144,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pr0,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9psh,Page,ethiopian/masters/21198-zz001h9psh_1284022_master.tif,Ms. 16_145,,,145,Page 145,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9psh,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pt1,Page,ethiopian/masters/21198-zz001h9pt1_1284025_master.tif,Ms. 16_146,,,146,Page 146,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pt1,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pvj,Page,ethiopian/masters/21198-zz001h9pvj_1284028_master.tif,Ms. 16_147,,,147,Page 147,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pvj,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pw2,Page,ethiopian/masters/21198-zz001h9pw2_1284031_master.tif,Ms. 16_148,,,148,Page 148,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pw2,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pxk,Page,ethiopian/masters/21198-zz001h9pxk_1284034_master.tif,Ms. 16_149,,,149,Page 149,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pxk,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9pz3,Page,ethiopian/masters/21198-zz001h9pz3_1284037_master.tif,Ms. 16_150,,,150,Page 150,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9pz3,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q03,Page,ethiopian/masters/21198-zz001h9q03_1284040_master.tif,Ms. 16_151,,,151,Page 151,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q03,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q1m,Page,ethiopian/masters/21198-zz001h9q1m_1284043_master.tif,Ms. 16_152,,,152,Page 152,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q1m,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q24,Page,ethiopian/masters/21198-zz001h9q24_1284046_master.tif,Ms. 16_153,,,153,Page 153,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q24,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q3n,Page,ethiopian/masters/21198-zz001h9q3n_1284049_master.tif,Ms. 16_154,,,154,Page 154,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q3n,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q45,Page,ethiopian/masters/21198-zz001h9q45_1284052_master.tif,Ms. 16_155,,,155,Page 155,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q45,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q5p,Page,ethiopian/masters/21198-zz001h9q5p_1284055_master.tif,Ms. 16_156,,,156,Page 156,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q5p,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q66,Page,ethiopian/masters/21198-zz001h9q66_1284058_master.tif,Ms. 16_157,,,157,Page 157,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q66,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q7q,Page,ethiopian/masters/21198-zz001h9q7q_1284061_master.tif,Ms. 16_158,,,158,Page 158,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q7q,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q87,Page,ethiopian/masters/21198-zz001h9q87_1284066_master.tif,Ms. 16_159,,,159,Page 159,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q87,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9q9r,Page,ethiopian/masters/21198-zz001h9q9r_1284069_master.tif,Ms. 16_160,,,160,Page 160,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9q9r,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9qb8,Page,ethiopian/masters/21198-zz001h9qb8_1284072_master.tif,Ms. 16_161,,,161,Page 161,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9qb8,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9qcs,Page,ethiopian/masters/21198-zz001h9qcs_1284075_master.tif,Ms. 16_162,,,162,Page 162,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9qcs,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9qd9,Page,ethiopian/masters/21198-zz001h9qd9_1284078_master.tif,Ms. 16_163,,,163,Page 163,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9qd9,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9qft,Page,ethiopian/masters/21198-zz001h9qft_1284081_master.tif,Ms. 16_164,,,164,Page 164,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9qft,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9qgb,Page,ethiopian/masters/21198-zz001h9qgb_1284084_master.tif,Ms. 16_165,,,165,Page 165,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9qgb,
