Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Coverage.geographic,Coverage.temporal,Subject,Alt ID.local,Title,Name.creator,AltTitle.uniform,Relation.isPartOf,Summary,Description.note,Date.creation,Date.normalized,Publisher.placeOfOrigin,Publisher.publisherName,Name.subject,Name.photographer,Name.repository,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL
Han Yu-Shan Collection,ark:/21198/zz001d7ph7,ark:/21198/zz001d4k58,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7ph7_772354_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,Renhe Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China),,Civil service--China--Examinations.,uclamss_1372_b18_023_21-22,uclamss_1372_b18_023_21-22,Lou Zhen|~|樓震,咸豐九年殿試-樓震,Seal Stamped on Verso|~|Paste-down|~|彌縫後卷背|~|折頁|~|擬名次|~|Rank,,應殿試舉人臣樓震年叁拾陸歲浙江杭州府仁和縣人由附學生應咸豐元年鄉試中式由舉人應咸豐玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖文煥	祖昌	父延齡|~|Age: 32|~|Rank 2 No. 12,1859,1859,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7ph7
Han Yu-Shan Collection,ark:/21198/zz001d7q0z,ark:/21198/zz001d4k6s,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7q0z_772391_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)",,Civil service--China--Examinations.,uclamss_1372_b18_024,uclamss_1372_b18_024,He Ding|~|何鼎,咸豐十年殿試-何鼎,Overview|~|全式,,Age: 34|~|應殿試舉人臣何鼎年叁拾肆歲貴州貴陽府貴筑縣人由附學生應道光貳拾肆年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖德修	祖瀚	父應權|~|Rank 2 No. 76,1860,1860,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7q0z
Han Yu-Shan Collection,ark:/21198/zz001d7q1g,ark:/21198/zz001d4k6s,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7q1g_772453_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)",,Civil service--China--Examinations.,uclamss_1372_b18_024_4,uclamss_1372_b18_024_4,何鼎|~|He Ding,咸豐十年殿試-何鼎,彌縫後卷背|~|擬名次|~|Rank|~|騎縫關防|~|Seal Stamped on Verso,,應殿試舉人臣何鼎年叁拾肆歲貴州貴陽府貴筑縣人由附學生應道光貳拾肆年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖德修	祖瀚	父應權|~|Rank 2 No. 76|~|Age: 34,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7q1g
Han Yu-Shan Collection,ark:/21198/zz001d7q20,ark:/21198/zz001d4k6s,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7q20_772459_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)",,Civil service--China--Examinations.,uclamss_1372_b18_024_9-10,uclamss_1372_b18_024_9-10,He Ding|~|何鼎,咸豐十年殿試-何鼎,彌縫後卷背|~|滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso,,應殿試舉人臣何鼎年叁拾肆歲貴州貴陽府貴筑縣人由附學生應道光貳拾肆年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖德修	祖瀚	父應權|~|Rank 2 No. 76|~|Age: 34,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7q20
Han Yu-Shan Collection,ark:/21198/zz001d7q3h,ark:/21198/zz001d4k6s,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7q3h_772467_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)",,Civil service--China--Examinations.,uclamss_1372_b18_024_13-14,uclamss_1372_b18_024_13-14,何鼎|~|He Ding,咸豐十年殿試-何鼎,滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso,,Rank 2 No. 76|~|Age: 34|~|應殿試舉人臣何鼎年叁拾肆歲貴州貴陽府貴筑縣人由附學生應道光貳拾肆年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖德修	祖瀚	父應權,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7q3h
Han Yu-Shan Collection,ark:/21198/zz001d7q41,ark:/21198/zz001d4k6s,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7q41_772486_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)",,Civil service--China--Examinations.,uclamss_1372_b18_024_21-22,uclamss_1372_b18_024_21-22,He Ding|~|何鼎,咸豐十年殿試-何鼎,Rank|~|Paste-down|~|彌縫後卷背|~|Seal Stamped on Verso|~|折頁|~|擬名次,,應殿試舉人臣何鼎年叁拾肆歲貴州貴陽府貴筑縣人由附學生應道光貳拾肆年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖德修	祖瀚	父應權|~|Rank 2 No. 76|~|Age: 34,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7q41
Han Yu-Shan Collection,ark:/21198/zz001d7s7j,ark:/21198/zz001d4k79,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7s7j_772511_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_025,uclamss_1372_b18_025,何慶恩|~|He Qing'en,咸豐十年殿試-何慶恩,全式|~|Overview,,Rank 3 No. 74|~|應殿試舉人臣何慶恩年貳拾玖歲貴州貴陽府開州人由附學生應道光貳拾玖年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學泗	祖正忠	父大觀,1860,1860,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7s7j
Han Yu-Shan Collection,ark:/21198/zz001d7s82,ark:/21198/zz001d4k79,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7s82_772549_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_025_4,uclamss_1372_b18_025_4,何慶恩|~|He Qing'en,咸豐十年殿試-何慶恩,彌縫後卷背|~|Rank|~|騎縫關防|~|Seal Stamp|~|Seal Stamped on Verso|~|擬名次,,Rank 3 No. 74|~|應殿試舉人臣何慶恩年貳拾玖歲貴州貴陽府開州人由附學生應道光貳拾玖年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學泗	祖正忠	父大觀|~|Age: 29,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7s82
Han Yu-Shan Collection,ark:/21198/zz001d7s9k,ark:/21198/zz001d4k79,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7s9k_772558_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_025_9-10,uclamss_1372_b18_025_9-10,He Qing'en|~|何慶恩,咸豐十年殿試-何慶恩,Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背,,應殿試舉人臣何慶恩年貳拾玖歲貴州貴陽府開州人由附學生應道光貳拾玖年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學泗	祖正忠	父大觀|~|Age: 29|~|Rank 3 No. 74,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7s9k
Han Yu-Shan Collection,ark:/21198/zz001d7sb3,ark:/21198/zz001d4k79,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sb3_772561_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_025_13-14,uclamss_1372_b18_025_13-14,He Qing'en|~|何慶恩,咸豐十年殿試-何慶恩,滿漢合璧禮部印|~|Seal Stamped on Verso|~|彌縫後卷背,,應殿試舉人臣何慶恩年貳拾玖歲貴州貴陽府開州人由附學生應道光貳拾玖年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學泗	祖正忠	父大觀|~|Age: 29|~|Rank 3 No. 74,,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sb3
Han Yu-Shan Collection,ark:/21198/zz001d7scm,ark:/21198/zz001d4k79,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7scm_772571_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Kai Zhou (Guizhou Sheng, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_025_21,uclamss_1372_b18_025_21,He Qing'en|~|何慶恩,咸豐十年殿試-何慶恩,彌縫後卷背|~|Paste-down|~|Seal Stamped on Verso|~|折頁|~|擬名次|~|Rank,,Age: 29|~|Rank 3 No. 74|~|應殿試舉人臣何慶恩年貳拾玖歲貴州貴陽府開州人由附學生應道光貳拾玖年鄉試中式由舉人應咸豐拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學泗	祖正忠	父大觀,1860,1860,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7scm
Han Yu-Shan Collection,ark:/21198/zz001d7sp8,ark:/21198/zz001d4k8t,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sp8_772642_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_026,uclamss_1372_b18_026,Xie Shutang|~|謝樹棠,同治元年殿試-謝樹棠,全式|~|Overview,,Rank 2 No. 23|~|應殿試舉人臣謝樹棠年叁拾歲廣西貴林府臨桂縣人由附學生應咸豐陸年鄉試中式由舉人應同治元年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖琯	祖昕	父振垣|~|Age: 30,1863,1863,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sp8
Han Yu-Shan Collection,ark:/21198/zz001d7sqs,ark:/21198/zz001d4k8t,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sqs_772660_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,,uclamss_1372_b18_026_4,uclamss_1372_b18_026_4,謝樹棠|~|Xie Shutang,同治元年殿試-謝樹棠,Seal Stamp|~|擬名次|~|Rank|~|騎縫關防|~|彌縫後卷背|~|Seal Stamped on Verso,,Rank 2 No. 23|~|應殿試舉人臣謝樹棠年叁拾歲廣西貴林府臨桂縣人由附學生應咸豐陸年鄉試中式由舉人應同治元年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖琯	祖昕	父振垣|~|Age: 30,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sqs
Han Yu-Shan Collection,ark:/21198/zz001d7sr9,ark:/21198/zz001d4k8t,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sr9_772663_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_026_9-10,uclamss_1372_b18_026_9-10,Xie Shutang|~|謝樹棠,同治元年殿試-謝樹棠,彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印,,應殿試舉人臣謝樹棠年叁拾歲廣西貴林府臨桂縣人由附學生應咸豐陸年鄉試中式由舉人應同治元年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖琯	祖昕	父振垣|~|Age: 30|~|Rank 2 No. 23,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sr9
Han Yu-Shan Collection,ark:/21198/zz001d7sst,ark:/21198/zz001d4k8t,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sst_772666_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_026_13-14,uclamss_1372_b18_026_13-14,Xie Shutang|~|謝樹棠,同治元年殿試-謝樹棠,滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso,,應殿試舉人臣謝樹棠年叁拾歲廣西貴林府臨桂縣人由附學生應咸豐陸年鄉試中式由舉人應同治元年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖琯	祖昕	父振垣|~|Age: 30|~|Rank 2 No. 23,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sst
Han Yu-Shan Collection,ark:/21198/zz001d7stb,ark:/21198/zz001d4k8t,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7stb_772669_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_026_21-22,uclamss_1372_b18_026_21-22,Xie Shutang|~|謝樹棠,同治元年殿試-謝樹棠,擬名次|~|Rank|~|Seal Stamp|~|彌縫後卷背,,應殿試舉人臣謝樹棠年叁拾歲廣西貴林府臨桂縣人由附學生應咸豐陸年鄉試中式由舉人應同治元年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖琯	祖昕	父振垣|~|Age: 30|~|Rank 2 No. 23,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7stb
Han Yu-Shan Collection,ark:/21198/zz001d7svv,ark:/21198/zz001d4k9b,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7svv_772673_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_027,uclamss_1372_b18_027,Zhou Weihan|~|周為翰,同治貳年殿試-周為翰,Overview|~|全式,,應殿試舉人臣周為翰年叁拾壹歲廣西貴林府臨桂縣人由附學生應咸豐拾壹年鄉試中式由舉人應同治貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖仲銓	祖政廣	父隆俊|~|Rank 2 No. 27|~|Age: 31,1863,1863,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7svv
Han Yu-Shan Collection,ark:/21198/zz001d7swc,ark:/21198/zz001d4k9b,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7swc_772676_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_027_4,uclamss_1372_b18_027_4,Zhou Weihan|~|周為翰,同治貳年殿試-周為翰,Seal Stamped on Verso|~|Rank|~|騎縫關防|~|擬名次|~|彌縫後卷背,,應殿試舉人臣周為翰年叁拾壹歲廣西貴林府臨桂縣人由附學生應咸豐拾壹年鄉試中式由舉人應同治貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖仲銓	祖政廣	父隆俊|~|Age: 31|~|Rank 2 No. 27,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7swc
Han Yu-Shan Collection,ark:/21198/zz001d7sxw,ark:/21198/zz001d4k9b,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7sxw_772679_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_027_9-10,uclamss_1372_b18_027_9-10,Zhou Weihan|~|周為翰,同治貳年殿試-周為翰,Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背,,應殿試舉人臣周為翰年叁拾壹歲廣西貴林府臨桂縣人由附學生應咸豐拾壹年鄉試中式由舉人應同治貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖仲銓	祖政廣	父隆俊|~|Age: 31|~|Rank 2 No. 27,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7sxw
Han Yu-Shan Collection,ark:/21198/zz001d7szd,ark:/21198/zz001d4k9b,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7szd_772682_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_027_13-14,uclamss_1372_b18_027_13-14,Zhou Weihan|~|周為翰,同治貳年殿試-周為翰,滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso|~|彌縫後卷背,,應殿試舉人臣周為翰年叁拾壹歲廣西貴林府臨桂縣人由附學生應咸豐拾壹年鄉試中式由舉人應同治貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖仲銓	祖政廣	父隆俊|~|Age: 31|~|Rank 2 No. 27,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7szd
Han Yu-Shan Collection,ark:/21198/zz001d7t0d,ark:/21198/zz001d4k9b,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d7t0d_772685_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)",,Civil service--China--Examinations.,uclamss_1372_b18_027_21-22,uclamss_1372_b18_027_21-22,Zhou Weihan|~|周為翰,同治貳年殿試-周為翰,擬名次|~|Rank|~|Seal Stamped on Verso|~|折頁|~|Paste-down|~|彌縫後卷背,,應殿試舉人臣周為翰年叁拾壹歲廣西貴林府臨桂縣人由附學生應咸豐拾壹年鄉試中式由舉人應同治貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖仲銓	祖政廣	父隆俊|~|Age: 31|~|Rank 2 No. 27,1863,1863,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7t0d
Han Yu-Shan Collection,ark:/21198/zz001d8c8q,ark:/21198/zz001d4kbv,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8c8q_774170_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)|~|Changsha Xian (Hunan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_028,uclamss_1372_b18_028,Cao Changqi|~|曹昌祺,同治十年殿試-曹昌祺,Overview|~|全式,,應殿試舉人臣曹昌祺年貳拾陸歲湖南長沙府長沙縣人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖誠堂	祖澹如	父蔭萼|~|Rank 2 No. 73,1871,1871,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8c8q
Han Yu-Shan Collection,ark:/21198/zz001d8c97,ark:/21198/zz001d4kbv,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8c97_774198_master.tif,2,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)|~|Changsha Xian (Hunan Sheng, China)",,,uclamss_1372_b18_028_4,uclamss_1372_b18_028_4,曹昌祺|~|Cao Changqi,同治十年殿試-曹昌祺,彌縫後卷背|~|Seal Stamped on Verso|~|騎縫關防|~|擬名次|~|Rank,,Age: 26|~|應殿試舉人臣曹昌祺年貳拾陸歲湖南長沙府長沙縣人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖誠堂	祖澹如	父蔭萼|~|Rank 2 No. 73,1871,1871,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8c97
Han Yu-Shan Collection,ark:/21198/zz001d8cbr,ark:/21198/zz001d4kbv,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8cbr_774248_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)|~|Changsha Xian (Hunan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_028_9-10,uclamss_1372_b18_028_9-10,曹昌祺|~|Cao Changqi,同治十年殿試-曹昌祺,彌縫後卷背|~|滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso,,Rank 2 No. 73|~|應殿試舉人臣曹昌祺年貳拾陸歲湖南長沙府長沙縣人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖誠堂	祖澹如	父蔭萼|~|Age: 26,1871,1871,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8cbr
Han Yu-Shan Collection,ark:/21198/zz001d8cc8,ark:/21198/zz001d4kbv,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8cc8_774251_master.tif,4,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)|~|Changsha Xian (Hunan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_028_13-14,uclamss_1372_b18_028_13-14,Cao Changqi|~|曹昌祺,同治十年殿試-曹昌祺,滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso|~|彌縫後卷背,,應殿試舉人臣曹昌祺年貳拾陸歲湖南長沙府長沙縣人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖誠堂	祖澹如	父蔭萼|~|Age: 26|~|Rank 2 No. 73,1871,1871,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8cc8
Han Yu-Shan Collection,ark:/21198/zz001d8cds,ark:/21198/zz001d4kbv,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8cds_774254_master.tif,5,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Hunan Sheng (China)|~|Changsha (Hunan Sheng, China)|~|Changsha Xian (Hunan Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_028_21-22,uclamss_1372_b18_028_21-22,Cao Changqi|~|曹昌祺,同治十年殿試-曹昌祺,折頁|~|Paste-down|~|彌縫後卷背|~|Seal Stamped on Verso|~|擬名次|~|Rank,,Age: 26|~|Rank 2 No. 73|~|應殿試舉人臣曹昌祺年貳拾陸歲湖南長沙府長沙縣人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖誠堂	祖澹如	父蔭萼,1871,1871,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8cds
Han Yu-Shan Collection,ark:/21198/zz001d8gg8,ark:/21198/zz001d5kgc,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8gg8_774269_master.tif,1,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_030,uclamss_1372_b18_030,Luo Wenbin|~|羅文彬,同治十年殿試-羅文彬,Overview|~|全式,,應殿試舉人臣羅文彬年貳拾陸叁歲貴州貴陽府人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖毓龍	祖萬繡	父廷棻|~|Age: 23|~|Rank 2 No. 36,1871,1871,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8gg8
Han Yu-Shan Collection,ark:/21198/zz001d8ghs,ark:/21198/zz001d5kgc,10,Completed with minimal metadata,Page,yuhan/masters/21198-zz001d8ghs_774343_master.tif,3,,,,,,,,still image|~|text,manuscripts (document genre),pd,,chi,"Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)",,Civil service--China--Examinations.,uclamss_1372_b18_030_4,uclamss_1372_b18_030_4,羅文彬|~|Luo Wenbin,同治十年殿試-羅文彬,Seal Stamped on Verso|~|騎縫關防|~|擬名次|~|Rank|~|彌縫後卷背,,應殿試舉人臣羅文彬年貳拾陸叁歲貴州貴陽府人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖毓龍	祖萬繡	父廷棻|~|Rank 2 No. 36|~|Age: 23,1871,1871,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8ghs
