"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Subject temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001d4kp1","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5s7n","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_004|~|Microfilm R2-22","1876 Palace Examination - Huang Guojin","黃國瑾|~|Huang Guojin","光緒二年殿試-黃國瑾","","","應殿試舉人臣黃國瑾年貳拾捌歲貴州貴陽府貴筑縣人由監生應光緒元年鄉試中式由舉人應光緒貳年今會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖運裳	祖輔辰	父彭年|~|Age: 28|~|Rank 2 No. 24|~|Province: Guizhou Sheng (China)","1876","1876","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kp1/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kqj","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5s5m","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guangzhou (China)|~|Henan Sheng (China)|~|Shangcheng Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b19_005|~|Microfilm R2-23","1876 Palace Examination - Huang Yi'nian","黃彛年|~|Huang Yi'nian","光緒二年殿試-黃彛年","","","應殿試舉人臣黃彛年年貳拾柒歲河南光州商城縣人由附生應同治三年鄉試中式由舉人應光緒貳年今會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖思頴	祖樹先	父殿林|~|Age: 27|~|Rank 2 No. 43|~|Province: Henan Sheng (China)","1876","1876","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kqj/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kr2","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5s01","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Houguan Xian (China)|~|Fujian Sheng (China)|~|Fuzhou Fu (Fujian Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b19_006|~|R2-24","1876 Palace Examination - Lin Qi","林啟|~|Lin Qi","光緒二年殿試-林啟","","","應殿試舉人臣林啟年叁拾壹歲福建福州府侯官縣人由廪生應同治肆年鄉試中式由舉人應光緒貳年今會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖邦棟	祖景銓	父玉蓉|~|Rank 2 No. 93|~|Province: Fujian Sheng (China)|~|Age: 31","1876","1876","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kr2/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4ksk","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5khw","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","","uclamss_1372_b19_007|~|Microfilm R2-25","1876 Palace Examination - Zhang Zhujing","張主敬|~|Zhang Zhujing","光緒二年殿試-張主敬","","","應殿試舉人臣張主敬年貳拾肆歲貴州貴陽府貴筑縣人由附生應同治捌年鄉試中式由舉人應光緒貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖尚文	祖金鑒	父茂萱|~|Rank 2 No. 47|~|Province: Guizhou Sheng (China)|~|Age: 24","1876","1876","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4ksk/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kvm","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5c07","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Bijie Xian (China)|~|Dading Fu (China)","","","uclamss_1372_b19_008|~|Microfilm R2-26","1876 Palace Examination - Zhou Zhao","周照|~|Zhou Zhao","光緒二年殿試-周照","","","應殿試舉人臣周照年肆拾貳歲貴州大定府畢節縣人由廪貢生應同治陸年鄉試中式由舉人應光緒貳年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖履安	祖銘德	父??|~|Age: 42|~|Province: Guizhou Sheng (China)|~|Rank 2 No. 111","1876","1876","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kvm/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kw4","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d591s","paged","","","","still image|~|text","still image|~|Examinations (documents)","pd","","chi","Chang'an Xian (China)|~|Shaanxi Sheng (China)|~|Xi'an Fu (Shaanxi Sheng, China)","","","uclamss_1372_b19_009|~|Microfilm R2-27","1877 Palace Examination - Li Chongguang","李崇洸|~|Li Chongguang","光緒三年殿試-李崇洸","","","應殿試舉人臣李崇洸年貳拾肆歲陜西西安府長安縣人由附生應光緒貳年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖步瀛	祖宗沆	父應疇|~|Rank 3 No. 26|~|Province: Shaanxi Sheng (China)|~|Age: 24","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kw4/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kxn","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d56fj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","","uclamss_1372_b19_010|~|Microfilm R2-28","1877 Palace Examination - Li Tianxi","李天錫|~|Li Tianxi","光緒三年殿試-李天錫","","","應殿試舉人臣李天錫年叁拾叁歲貴州貴陽府貴筑縣人由監生應光緒貳年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖明昌	祖盛義	父正芳|~|Province: Guizhou|~|Age: 33|~|Rank 3 No. 167","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kxn/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4kz5","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d55k4","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangsu Sheng (China)|~|Suzhou (Jiangsu Sheng, China)|~|Changshu Xian (China)","","","uclamss_1372_b19_011|~|Microfilm R2-29","1877 Palace Examination - Pan Wenxiong","潘文熊|~|Pan Wenxiong","光緒三年殿試-潘文熊","","","應殿試舉人臣潘文熊年叁拾肆歲江蘇蘇州府常熟縣人由增生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖鎮	祖宗潢	父栻|~|Province: Guizhou Sheng (China)|~|Age: 34|~|Rank 2 No. 107","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4kz5/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4m05","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d556f","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Tianjin Xian (China)|~|Tianjin (China)","","","uclamss_1372_b19_012|~|Microfilm R2-30","1877 Palace Examination - Wang En'gui","王恩溎|~|Wang En'gui","光緒三年殿試-王恩溎","","","應殿試舉人臣王恩溎年貳拾柒歲直隸天津府天津縣人由附生應同治陸年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖殿元	祖永泰	父積善|~|Rank 3 No. 47|~|Province: Zhili Sheng (China)|~|Age: 27","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4m05/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d4m1p","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d54vs","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jishui Xian (China)|~|Jiangxi Sheng (China)|~|Ji'an Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b19_013|~|Microfilm R2-32","1877 Palace Examination – Xu Daokun","徐道焜|~|Xu Daokun","光緒三年殿試-徐道焜","","","應殿試舉人臣徐道焜年貳拾伍歲江西吉安府吉水縣人由優貢生應光緒元年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖廷芬	祖品陸	父一舫|~|Rank 2 No. 25|~|Age: 25|~|Jiangxi Sheng (China)","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4m1p/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d5kgc","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8gg8","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b18_030|~|Microfilm R2-14","1871 Palace Examination - Luo Wenbin","羅文彬|~|Luo Wenbin","同治十年殿試-羅文彬","","","應殿試舉人臣羅文彬年貳拾陸叁歲貴州貴陽府人由優廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖毓龍	祖萬繡	父廷棻|~|Age: 23|~|Province: Guizhou Sheng (China)|~|Rank 2 No. 36","1871","1871","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5kgc/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001d8h53","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8h74","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","","uclamss_1372_b18_029|~|Microfilm R2-13","1871 Palace Examination - Huang Jie","Huang Jie|~|黃杰","同治十年殿試-黃杰","","","應殿試舉人臣黃杰年叁拾陸歲貴州貴陽府貴筑縣人由廪生應同治玖年鄉試中式由舉人應同治拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖第簡	祖坤倫	父應元|~|Province: Guizhou Sheng (China)|~|Age: 36|~|Rank 2 No. 93","1871","1871","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d8h53/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf47z","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4dj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","Microfilm R2-33|~|uclamss_1372_b19_014","1877 Palace Examination - Yang Tiaoyuan","楊調元|~|Yang Tiaoyuan","光緒三年殿試-楊調元","","","應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Age: 22|~|Rank 2 No. 43|~|Province: Guizhou Sheng (China)","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf47z/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf490","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4k4","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Pingyue Fu (China)|~|Guizhou Sheng (China)|~|Yuqing Xian (China)","","","Microfilm R2-34|~|uclamss_1372_b19_015","1877 Palace Examination - Yu Tao","余焘|~|Yu Tao","光緒三年殿試-余焘","","","應殿試舉人臣余焘年肆拾叁歲貴州平越州餘慶縣人由廪生應同治陸年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖顯達	祖鎮溶	父大士|~|Rank 3 No. 169|~|Province: Guizhou Sheng (China)|~|Age: 43","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf490/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf4bh","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4rq","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Houguan Xian (China)|~|Fujian Sheng (China)|~|Fuzhou Fu (Fujian Sheng, China)","","","Microfilm R2-35|~|uclamss_1372_b19_016","1877 Palace Examination - Zhong Dakun","鍾大焜|~|Zhong Dakun","光緒三年殿試-鍾大焜","","","應殿試舉人臣鍾大焜年叁拾壹歲福建福州府侯官縣人由增生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖廷山	祖炳泰	父肇英|~|Rank 2 No. 35|~|Age: 31|~|Fujian Sheng (China)","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf4bh/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf4c1","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4x9","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Qingzhen Xian (China)|~|Anshui Fu (Guizhou Sheng, China)","","","Microfilm R2-36|~|uclamss_1372_b19_017","1880 Palace Examination - Du Qingyuan","杜慶元|~|Du Qingyuan","光緒六年殿試-杜慶元","","","應殿試舉人臣杜慶元年貳拾肆歲貴州安順府清鎮縣人由附生應光緒貮年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖琇	祖繼芳	父燮|~|Age: 24|~|Province: Guizhou Sheng (China)|~|Rank 2 No. 66","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf4c1/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf53c","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf58z","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","","Microfilm R2-31|~|uclamss_1372_b19_018","1880 Palace Examination - Xie Tingze","謝廷澤|~|Xie Tingze","光緒三年殿試-謝廷澤","","","應殿試舉人臣謝廷澤年貳拾捌歲貴州貴陽府人由附生應同治捌年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖奎光	祖懿和	父寶善|~|Age: 28|~|Rank 2 No. 109|~|Province: Guizhou Sheng (China)","1877","1877","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf53c/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf54w","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf5fj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangxi Sheng (China)|~|Ganzhou Fu (Jiangxi Sheng, China)|~|Xingguo Xian (China)","","Civil service--China--Examinations.","Microfilm R2-37|~|uclamss_1372_b19_019","1880 Palace Examination - Huang Chengcai","黃成采|~|Huang Chengcai","光緒六年殿試-黃成采","","","應殿試舉人臣黃成采年叁拾貮歲江西贛州府興國縣人由廪生應同治叁年鄉試中式由舉人應光緒陸 年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖敬熙	祖炳猷	父瑞玕|~|Age: 35|~|Rank 3 No. 125|~|Province: Jiangxi Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf54w/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf55d","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf5m4","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Henan Sheng (China)|~|Nanyang Fu (Henan Sheng, China)|~|Nanzhao Xian (China)","","","Microfilm R2-38|~|uclamss_1372_b19_020","1880 Palace Examination - Li Debing","李德炳|~|Li Debing","光緒六年殿試-李德炳","","","應殿試舉人臣李德炳年貳拾陸歲河南南陽府南召縣人由優貢生應光緒伍年鄉試中式由舉人應光緒陸 年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖懷清	祖應卜	父布瀛|~|Age: 26|~|Rank 2 No. 22|~|Province: He'nan Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf55d/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf56x","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7g1","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Nancheng Xian (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)","","","Microfilm R2-39|~|uclamss_1372_b19_021","1880 Palace Examination - Lian Peiji","連培基|~|Lian Peiji","光緒六年殿試-連培基","","","應殿試舉人臣連培基年貳拾玖歲江西建昌府南城縣人由附生應同治陸年鄉試中式由舉人應光緒陸 年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖學治	祖茂森	父熾臧|~|Age: 29|~|Rank 3 No. 13|~|Province: Jiangxi Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf56x/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf57f","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7t6","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Hefei Xian (China)|~|Luzhou (Anhui Sheng, China : To 1912)|~|Anhui Sheng (China)","","","Microfilm R2-40|~|uclamss_1372_b19_022","1880 Palace Examination - Li Jingshi","李經世|~|Li Jingshi","光緒六年殿試-李經世","","","應殿試舉人臣李經世年貳拾伍歲安徽廬州府合肥縣人由優貢生應光緒貮年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖殿華	祖文安	父蘊章|~|Age: 25|~|Rank 2 No. 36|~|Province: Anhui Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf57f/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf808","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf86c","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)","","Civil service--China--Examinations.","Microfilm R2-42|~|uclamss_1372_b19_023","1880 Palace Examination - Liu Mingyu","劉名譽|~|Liu Mingyu","光緒六年殿試-劉名譽","","","應殿試舉人臣劉名譽年貳拾歲廣西桂林府臨桂縣人由附生應光緒伍年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖功	祖啟元	父榘|~|Age: 20|~|Rank 2 No. 78|~|Province: Jiangxi Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf808/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf81s","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf9p3","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Henan Sheng (China)|~|Weihui Fu (Henan Sheng, China)|~|Hua Xian (Henan Sheng, China)","","","Microfilm R2-43|~|uclamss_1372_b19_024","1880 Palace Examination - Tian Guang'en","田廣恩|~|Tian Guang'en","光緒六年殿試-田廣恩","","","應殿試舉人臣田廣恩年叁拾貮歲河南衞輝府滑縣人由增生應光緒貮年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖璞	祖公養	父畯慰|~|Age: 32|~|Rank 3 No. 165|~|Province: Guangdong Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf81s/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf829","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf9vp","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guangzhou (China)|~|Guangdong Sheng (China)|~|Panyu Xian (China)","","","Microfilm R2-45|~|uclamss_1372_b19_025","1880 Palace Examination - Wu Guozhen","吳國鎮|~|Wu Guozhen","光緒六年殿試-吳國鎮","","","應殿試舉人臣吳國鎮年貮拾柒歲廣東廣州府番禺縣人由附生應光緒元年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖文桂	祖廷熊	父學均|~|Age: 27|~|Province: Guangdong Sheng (China)|~|Rank 2 No. 44","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf829/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf83t","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfb1r","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guangzhou (China)|~|Guangdong Sheng (China)|~|Panyu Xian (China)","","","Microfilm R2-44|~|uclamss_1372_b19_026","1880 Palace Examination - Zhang Jiashu","張嘉澍|~|Zhang Jiashu","光緒六年殿試-張嘉澍","","","應殿試舉人臣張嘉澍年叁拾伍歲廣東廣州府番禺縣人由附生應咸豐拾壹年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖懋誠	祖光榮	父玉繩|~|Age: 35|~|Rank 2 No. 71|~|Province: Guangdong Sheng (China)","1880","1880","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf83t/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf84b","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfb6b","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jianshui Xian (China)|~|Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Sheng (China)","","","Microfilm R2-46|~|uclamss_1372_b19_027","1883 Palace Examination - Duan Lin","段鏻|~|Duan Lin","光緒九年殿試-段鏻","","","應殿試舉人臣段鏻年貮拾伍歲雲南臨安府建水縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖齊軾	祖淇	父世榮|~|Age: 25|~|Rank 3 No. 164|~|Province: Yunnan Sheng (China)","1883","1883","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf84b/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nf85v","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfc8v","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Zunyi Fu (China)|~|Zunyi Xian (China)","","","Microfilm R2-41|~|uclamss_1372_b19_028","1883 Palace Examination - Li Yinrong","黎尹融|~|Li Yinrong","光緒六年殿試-黎尹融","","","應殿試舉人臣黎尹融年貮拾肆歲貴州遵義府遵義縣人由附生應光緒伍年鄉試中式由舉人應光緒陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖安理	祖愷	父庶焘|~|Province: Guizhou Sheng (China)|~|Age: 24|~|Rank 3 No. 86","1883","1883","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nf85v/manifest"
"Han Yu-Shan Collection","ark:/21198/zz001nfcff","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfcnj","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jingzhou (Hejian Fu, China)|~|Hejian Fu (China)","","Civil service--China--Examinations.","Microfilm R2-47|~|uclamss_1372_b19_029","1883 Palace Examination - Li Yinluan","李蔭鑾|~|Li Yinluan","光緒九年殿試-李蔭鑾","","","應殿試舉人臣李蔭鑾年貮拾捌歲直隸河間府景州人由優增生應同治玖年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖彥	祖葆光	父逢春|~|Age: 26|~|Province: Zhili Sheng (China)|~|Rank 2 No. 106","1883","1883","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nfcff/manifest"
