Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b0x7w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002b0x7w_1978462_master.tif,,,,,,still image,Pylon|~|Birth House (Mammisi),copyrighted,unknown,UCLA Encyclopedia of Egyptology,Architecture|~|Birth House (Mammisi),Ptolemaic |~|Reign of Ptolemy V,"Kockelmann, Holger",,Stone|~|Brick,,N,Philae|~|Philae,,,First Pylon and Mammisi at Philae,Partial,Figure 2. First pylon and mammisi at Philae.,uee1522,Article: Birth House (Mammisi)|~|Horizontal,p000277|~|UEE_1522v1_fig02|~|21198/zz0026wfgr,,,205/180,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307263,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0x7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0x7w/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b0xbf,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002b0xbf_1978487_master.tif,,,,,,still image,Birth House (Mammisi),copyrighted,published,UCLA Encyclopedia of Egyptology|~|AEgArOn (Ancient Egyptian Architecture Online),Architecture|~|Birth House (Mammisi),Ptolemaic |~|Reign of Ptolemy V,,,,AEgArOn (Ancient Egyptian Architecture Online),Y,Philae,,,Reconstruction of the Mammisi at Philae,Total,Figure 3. Reconstruction of the mammisi on the island of Philae.,uee1522,Article: Birth House (Mammisi)|~|Bird's Eye|~|Drawing,p000368|~|UEE_1522v1_fig03|~|21198/zz0026wfgr,,,205/180,,http://dai.aegaron.ucla.edu,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307264,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0xbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0xbf/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b0xh1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002b0xh1_1978510_master.tif,,,,,,still image,Birth House (Mammisi),copyrighted,unknown,UCLA Encyclopedia of Egyptology,Architecture|~|Birth House (Mammisi),Ptolemaic |~|Reign of Ptolemy VIII|~|Reign of Ptolemy IX,"Kockelmann, Holger",,Stone,,Y,Edfu|~|Edfu,,,"Birth House, Temple of Edfu",Total,Figure 4. Birth house of the Temple of Edfu.,uee1522,Article: Mammisi (Birth House)|~|Horizontal,p000385|~|UEE_1522v1_fig04|~|21198/zz0026wfgr,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307265,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0xh1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0xh1/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b1pdj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002b1pdj_1980461_master.tif,,,,,,still image,Relief,copyrighted,unknown,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Categories of Deities|~|Religion|~|Child Deities,Ptolemaic |~|Roman Period,"Budde, Dagmar",,Sandstone,,Y,Esna|~|Esna,,,"Child Deity Heka-pa-khered, Temple of Esna",Detail,Figure 2. The child deity Heka-pa-khered in a ritual scene in the temple of Esna.,uee1041,Article: Child Deities|~|45 degree|~|Relief,p000207|~|UEE_1041v1_fig02|~|21198/zz0025sr1m,,,180/250,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307266,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1pdj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1pdj/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2651,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2651_2036857_master.tif,,,,,,still image,Relief,copyrighted,published,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,,,,,N,Dendara,,,Drawing of Morning Hymn Relief at Dendera,,"Figure 1. Names and epithets are here arranged in long lists, together forming a morning hymn that was recited to wake the gods in the temple at daybreak. Inner sanctuary, temple of Hathor in Dendera.",uee1038,"Article: Epithets, Divine",p000191|~|UEE_1038v1_fig01|~|21198/zz0028t1z4,,,,1934,"Chassinat, Émile 1934 Le temple de Dendara. Vol. 1. Cairo: Institut français d'archéologie orientale. Pg. 4.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307267,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2651,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2651/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29qr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29qr_2036860_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,Roman Period,"Verhoeven, Ursula",,,,N,Dendara,,,Horus of Edfu Relief at Dendera,partial,"Figure 2. Names and epithets often served as labels to deities in wall scenes, thus identifying the god depicted here as Horus of Edfu. Roman mammisi in Dendera.",uee1038,"Article: Epithets, Divine|~|horizontal|~|Carved",p000191|~|UEE_1038v1_fig02|~|21198/zz0028t1z4,,,30/395,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307268,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29qr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29qr/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29r8,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29r8_2036863_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,Roman Period,"Verhoeven, Ursula",,,,N,Dendara,,,Hathor Relief at Dendera,partial,Figure 3. Names and epithets identifying the goddess depicted here as Hathor of Dendera. Roman mammisi in Dendera.,uee1038,"Article: Epithets, Divine|~|horizontal|~|Carved",p000191|~|UEE_1038v1_fig03|~|21198/zz0028t1z4,,,30/395,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307269,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29r8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29r8/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29ss,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002c29ss_2036866_master.tif,,,,,,still image,Relief,copyrighted,published,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,,,,,N,Dendara,,,Drawing of Door Lintel Relief at Dendera,,"Figure 4. Names and epithets could be integrated with wall decoration as is done here with name and “personal epithets” of Horus of Edfu. Door lintel, main temple of Edfu.",uee1038,"Article: Epithets, Divine",p000191|~|p000385|~|UEE_1038v1_fig04|~|21198/zz0028t1z4,,,,1929,"Chassinat, Émile 1929 Le temple d’Edfou. Vol. 9. Cairo: Institut français d'archéologie orientale. Pl. 74.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307270,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29ss,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29ss/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29t9,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/21198-zz002c29t9_2036869_master.tif,,,,,private,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,"Budde, Dagmar",,,,N,Dendara,,,Epithets of Hathor Relief at Dendera,detail,Figure 5. Names and epithets could be written cryptographically for visual effect as is done here with the name and “personal epithets” of Hathor of Dendera. Dendera main temple.,uee1038,"Article: Epithets, Divine|~|horizontal|~|Carved",p000191|~|UEE_1038v1_fig05|~|21198/zz0028t1z4,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307271,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29t9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29t9/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29vt,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29vt_2036872_master.tif,,,,,,still image,Headrest,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Ritual|~|Daily Life Objects",New Kingdom |~|18th Dynasty|~|Reign of Tutankhamen,"Nicholson, Paul T.",,Gold|~|Glass,,Y,Valley of the Kings,,,Headrest of Tutankhamen,total,Figure 1. Glass headrest of Tutankhamen. This is believed to have been cast and cold worked. It was made in two parts joined by a wooden dowel and covered by a gold band. Carter’s number 403a.,uee1081,"Article: Glassworking, Use and Discard|~|horizontal|~|Casting",403a [Carter's Number]|~|p000675|~|p000626|~|UEE_1081v1_fig01|~|21198/zz00289zd5,,,1328/1319,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307272,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29vt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29vt/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29wb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29wb_2036875_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,,,Y,,,,Drying Core for Glassworking,,Figure 2. A core drying before being heated and coated in glass.,uee1081,"Article: Glassworking, Use and Discard",UEE_1081v1_fig02|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307273,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29wb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29wb/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29xv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29xv_2036887_master.tif,,,,,,still image,Kohl Tube,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Kohl Tube Replica,,"Figure 6. A completed replica of a kohl tube in the form of a palm. The piece has been annealed and still contains the core, which now has to be broken up to remove it.",uee1081,"Article: Glassworking, Use and Discard",UEE_1081v1_fig06|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307274,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29xv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29xv/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29zc,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29zc_2036878_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Applying Glass to a Core,,Figure 3. Applying glass to a dried and heated core.,uee1081,"Article: Glassworking, Use And Discard",UEE_1081v1_fig03|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307275,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29zc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c29zc/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b0c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b0c_2036881_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Core Covered in Glass,,Figure 4. A core covered in glass being rolled on the marver stone. Note that the rim has been given a band of white glass.,uee1081,"Article: Glassworking, Use and Discard",UEE_1081v1_fig04|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307276,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2b0c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2b0c/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b1w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b1w_2036890_master.tif,,,,,,still image,Bowl,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Roman Ribbed Bowl Replica,,Figure 7. A replica of a Roman ribbed bowl being slumped over a former.,uee1081,"Article: Glass Working, Use and Discard",UEE_1081v1_fig07|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307277,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2b1w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2b1w/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b2d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b2d_2036884_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Forming Decoration on Glass,,Figure 5. Using a metal tool to draw up some of the bands of applied decoration to form them into swags or zigzags.,uee1081,"Article: Glass Working, Use and Discard",UEE_1081v1_fig05|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307278,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2b2d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2b2d/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b3x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b3x_2036893_master.tif,,,,,,still image,Bowl,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,Y,,,,Roman Ribbed Bowl Replica in Furnace,,Figure  8. A replica Roman bowl slumping over its former in the furnace.,uee1081,"Article: Glass Working, Use and Discard",UEE_1081v1_fig08|~|21198/zz00289zd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307279,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2b3x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2b3x/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b4f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b4f_2036955_master.tif,,,,,,still image,,copyrighted,published,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,,,,,N,,,,Quarry and Mines Map of Egypt,,Figure 1. Map of Egypt showing ancient quarries and mines mentioned in the text.,uee1089,Article: Quarrying and Mining (Stone),UEE_1089v1_fig01|~|21198/zz0026jkd5,,,,2002,"Shaw, Ian 2002 Life on the edge: Gemstones, politics and stress in the deserts of Egypt and Nubia. In Egypt and Nubia: Gifts of the desert, ed. Renée Friedman, pp. 244 - 251. London: British Museum Press.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307280,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2b4f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2b4f/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dgk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dgk_2036958_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Old Kingdom,"Bloxam, Elizabeth",,Basalt,,Y,Fayum,,,Widan el-Faras Basalt Quarries,overview,"Figure 2. Widan el-Faras. Old Kingdom basalt quarries, Northern Fayum desert.",uee1089,Article: Quarrying and Mining (Stone)|~|horizontal,UEE_1089v1_fig02|~|21198/zz0026jkd5,,,2670/2168,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307281,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dgk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dgk/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dh3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dh3_2036985_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom,"Bloxam, Elizabeth",,,,Y,Aswan,,,Gebel Gulab Paved Roads,overview,"Figure 10. Converging New Kingdom paved roads at Gebel Gulab, west bank Aswan.",uee1089,Article: Quarrying and Mining (Stone)|~|horizontal,p000621|~|UEE_1089v1_fig10|~|21198/zz0026jkd5,,,1548/1086,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307282,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dh3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dh3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2djm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2djm_2036970_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Middle Kingdom,"Bloxam, Elizabeth",,Carnelian,,Y,Nubia,,,Lower Nubian Carnelian Mine,overview,"Figure 5. Longitudinal subterranean Middle Kingdom carnelian mine bordered with spoil heaps. Stele Ridge, Lower Nubia.",uee1089,Article: Quarrying and Mining (Stone)|~|horizontal,p000157|~|UEE_1089v1_fig05|~|21198/zz0026jkd5,,,2040/1656,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307283,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2djm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2djm/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dk4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dk4_2036979_master.tif,,,,,,still image,Statue|~|Block,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",4th Dynasty|~|Old Kingdom|~|Reign of Khafra,"Heldal, Tom",,Gneiss,,N,,,,Gebel el-Asr Quarry Gneiss Block,total,"Figure 8. “Chephren gneiss” block at Gebel el-Asr (“Chephren’s Quarry”) roughly shaped into a statue. Old Kingdom, 4th Dynasty.",uee1089,Article: Quarrying and Mining (Stone)|~|45 degree,p000623|~|UEE_1089v1_fig08|~|21198/zz0026jkd5,,,2600/2480,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307284,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dk4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dk4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dmn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dmn_2036973_master.tif,,,,,,still image,Statue|~|Obelisk,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom,"Bloxam, Elizabeth",,Quartzite,,Y,Aswan,,,Unfinished Quartzite Ornamental Object,total,"Figure 6. Partially completed silicified sandstone (quartzite) ornamental object of the New Kingdom (either an Osiride statue or truncated obelisk) showing marks of pounders. Khnum Quarry, west bank Aswan.",uee1089,Article: Quarrying and Mining (Stone)|~|45 degree,UEE_1089v1_fig06|~|21198/zz0026jkd5,,,1548/1086,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307285,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dmn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dmn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dn5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dn5_2036964_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,"Bloxam, Elizabeth",,Sandstone,,Y,Gebel el-Silsila,,,Gebel el-Silsila Sandstone Quarries,overview,Figure 3. Gebel el-Silsila sandstone quarries between Edfu and Aswan.,uee1089,Article: Quarrying and Mining (Stone)|~|horizontal,p000210|~|UEE_1089v1_fig03|~|21198/zz0026jkd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307286,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dn5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dn5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dpp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dpp_2036982_master.tif,,,,,,still image,,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,"Bloxam, Elizabeth",,Carnelian,,Y,Nubia,,,Excavation of Nubian Mine,partial,"Figure 9. Partially excavated carnelian mine, 1 meter deep. Stone pounder alongside was found in the base of the mine. Stele Ridge, Lower Nubia.",uee1089,Article: Quarry and Mining (Stone)|~|45 degree,p000157|~|UEE_1089v1_fig09|~|21198/zz0026jkd5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307287,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dpp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dpp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dq6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dq6_2036967_master.tif,,,,,,still image,Statue,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",4th Dynasty|~|Old Kingdom|~|Reign of Khafra,"Bloxam, Elizabeth",,Gneiss,,Y,,"Egyptian Museum, Cairo",,Khafra Gneiss Statue,total,"Figure 4. “Chephren gneiss” life-size statue of Khafra in the Egyptian Museum, Cairo. 4th Dynasty.",uee1089,Article: Quarrying and Mining (Stone)|~|horizontal|~|Carved,p000675|~|UEE_1089v1_fig04|~|21198/zz0026jkd5,,,2600/2480,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307288,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2dq6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2dq6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2drq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2drq_2036976_master.tif,,,,,,still image,Statue,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom,"Bloxam, Elizabeth",,Granite,,Y,Aswan,,,Osiride Statue in Aswan Quarry,overview,Figure 7. Osiride statue (New Kingdom) lying in the Aswan granite quarries.,uee1089,Article: Quarrying and Mining (Stone)|~|horizontal|~|Carved,p000175|~|UEE_1089v1_fig07|~|21198/zz0026jkd5,,,1548/1086,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307289,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2drq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2drq/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2ggj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2ggj_2037078_master.tif,,,,,,still image,Statuette,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,Serpentine,,N,,Walters Art Museum,,Khaemwaset Statuette,total,"Figure 1. Statuette of Khaemwaset. Black serpentine, h. 86 mm.",uee1471,Article: Block Statue|~|horizontal|~|Carved|~|8.6 cm (height),22.68 [Walters Art Museum]|~|p000692|~|p000351|~|UEE_1471v1_fig01|~|21198/zz002b24rf,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307290,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2ggj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2ggj/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gh2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gh2_2037081_master.tif,,,,,,still image,Statue,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,,"Schulz, Regine|~|Seidel, Matthias",N,,,,Block Statue Basic Shapes,,Figure 2. Basic shapes of block statue types.,uee1471,Article: Block Statue,UEE_1471v1_fig02|~|21198/zz002b24rf,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307291,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2gh2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2gh2/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gjk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gjk_2037084_master.tif,,,,,,still image,Statue,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,,"Schulz, Regine|~|Seidel, Matthias",N,,,,Block Statue Varieties,,Figure 3. Varieties of block statue types.,uee1471,Article: Block Statue,UEE_1471v1_fig03|~|21198/zz002b24rf,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307292,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2gjk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2gjk/manifest
