Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bwv5j,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bwv5j%2Fzq02fs8r,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Aswan-Kom Ombo,,,"Kockelmann, Holger",,,,,,Y,,,Philae,,,,,Philae,,uee1581,,,,,,"The island of Philae, located amid the First Cataract some 7 kilometers south of modern Aswan, housed an ancient settlement and one of the most extensive and best preserved temple complexes of Ptolemaic and Roman Egypt. Together with the abaton on the neighboring island of Biga, Philae was the most important cultic center of Isis and Osiris in Upper Egypt and Nubia. According to the ground plan published by Lyons in 1896, the island measured c. 385 meters in length (orientated south-north) and c. 176 meters in width. Today it is submerged in the lake between the first Aswan Dam and the modern Aswan High Dam. For their preservation, the monuments of Philae were transferred to the nearby island of Agilkia.",فيلة,Philae,Philae,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bzzgj,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzzgj%2Fvh76281s,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Texts of Royal Propaganda|~|Law (classical and later periods) ,,,"Lippert, Sandra Luisa",,,,,,Y,,,,,,,,Law (Definitions and Codification),,uee8019,,,,,,"When considering “law” in ancient Egypt, it is necessary to try to distinguish between our modern concepts and ancient aspects of Egyptian law. The word hp is most commonly translated as “law” and was used in the sense of “(single) law” throughout Egyptian history, but it also refers to any other type of binding rule. 0pw and, in Demotic, also hp can refer to the totality of laws and therefore come close to our modern understanding of “law.” Although maat is often translated as “justice,” it covered much more than legal justice, making it difficult to identify the Egyptian equivalent of “law” in its more general sense (cf. German Recht). The modern distinction between civil and criminal law is also hard to transfer to ancient Egyptian practice. There was no state prosecution for actions we would consider criminal such as theft or assault, but the injured party had to act as plaintiff. Only crimes against the pharaoh and gods, like conspiracies or theft from royal tombs or temples, were prosecuted by officials. There is no clear evidence for written laws before the Middle Kingdom and only indirect evidence for the period preceding the New Kingdom. The codification under Darius I may have been the first attempt at collecting all earlier laws still valid at that period in one single corpus. This collection of laws continued to form the basis for Egyptian jurisdiction even during the Ptolemaic Period.",(القانون (مابين التعريف والتدوين,Droit (définitions et codification),Recht (Definitionen und Kodifizierung),2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c10gb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002c10gb-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Stone|~|Mineral Materials",,,"Harrell, James A.",,,,,,Y,,,,,,,,Building Stones,,uee8751,,,,,,"The building stones of ancient Egypt are those relatively soft, plentiful rocks used to construct most temples, pyramids, and mastaba tombs. They were also employed for the interior passages, burial chambers, and outer casings of mud-brick pyramids and mastabas. Similarly, building stones were used in other mud-brick structures of ancient Egypt wherever extra strength was needed, such as bases for wood pillars, and lintels, thresholds, and jambs for doors. Limestone and sandstone were the principal building stones employed by the Egyptians, while anhydrite and gypsum were also used along the Red Sea coast. A total of 128 ancient quarries for building stones are known (89 for limestone, 36 for sandstone, and three for gypsum), but there are probably many others still undiscovered or destroyed by modern quarrying.",أحجار البناء,Pierre Construction,Bausteine,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2651,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2651_2036857_master.tif,,,,,still image,Relief,copyrighted,published,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,,,,,,,,N,Dendara,,Dendara,,,,,Drawing of Morning Hymn Relief at Dendera,,UEE_1038v1_fig01|~|21198/zz0028t1z4,"Figure 1. Names and epithets are here arranged in long lists, together forming a morning hymn that was recited to wake the gods in the temple at daybreak. Inner sanctuary, temple of Hathor in Dendera.",uee1038,"Article: Epithets, Divine",p000191,,,,,,,1934,"Chassinat, Émile 1934 Le temple de Dendara. Vol. 1. Cairo: Institut français d'archéologie orientale. Pg. 4.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29qr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29qr_2036860_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,Roman Period,"Verhoeven, Ursula",,,,,Carved,,N,Dendara,,Dendara,,,,,Horus of Edfu Relief at Dendera,partial,UEE_1038v1_fig02|~|21198/zz0028t1z4,"Figure 2. Names and epithets often served as labels to deities in wall scenes, thus identifying the god depicted here as Horus of Edfu. Roman mammisi in Dendera.",uee1038,"Article: Epithets, Divine",p000191,,,,,,-30/395,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29r8,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29r8_2036863_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,Roman Period,"Verhoeven, Ursula",,,,,Carved,,N,Dendara,,Dendara,,,,,Hathor Relief at Dendera,partial,UEE_1038v1_fig03|~|21198/zz0028t1z4,Figure 3. Names and epithets identifying the goddess depicted here as Hathor of Dendera. Roman mammisi in Dendera.,uee1038,"Article: Epithets, Divine",p000191,,,,,,-30/395,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29ss,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29ss_2036866_master.tif,,,,,still image,Relief,copyrighted,published,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,,,,,,,,N,Dendara,,Dendara,,,,,Drawing of Door Lintel Relief at Dendera,,UEE_1038v1_fig04|~|21198/zz0028t1z4,"Figure 4. Names and epithets could be integrated with wall decoration as is done here with name and “personal epithets” of Horus of Edfu. Door lintel, main temple of Edfu.",uee1038,"Article: Epithets, Divine",p000191|~|p000385,,,,,,,1929,"Chassinat, Émile 1929 Le temple d’Edfou. Vol. 9. Cairo: Institut français d'archéologie orientale. Pl. 74.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29t9,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/21198-zz002c29t9_2036869_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion,,"Budde, Dagmar",,,,,Carved,,N,Dendara,,Dendara,,,,,Epithets of Hathor Relief at Dendera,detail,UEE_1038v1_fig05|~|21198/zz0028t1z4,Figure 5. Names and epithets could be written cryptographically for visual effect as is done here with the name and “personal epithets” of Hathor of Dendera. Dendera main temple.,uee1038,"Article: Epithets, Divine",p000191,,,,,,,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29vt,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29vt_2036872_master.tif,,,,,still image,Headrest,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Ritual|~|Daily Life Objects",New Kingdom |~|18th Dynasty|~|Reign of Tutankhamen,"Nicholson, Paul T.",,Gold|~|Glass,,,Casting,,Y,Valley of the Kings,,Valley of the Kings,,,,,Headrest of Tutankhamen,total,UEE_1081v1_fig01|~|21198/zz00289zd5,Figure 1. Glass headrest of Tutankhamen. This is believed to have been cast and cold worked. It was made in two parts joined by a wooden dowel and covered by a gold band. Carter’s number 403a.,uee1081,"Article: Glassworking, Use and Discard",p000675|~|p000626,403a [Carter's Number],,,,,-1328/-1319,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29wb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29wb_2036875_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,,,,,,Y,,,,,,,,Drying Core for Glassworking,,UEE_1081v1_fig02|~|21198/zz00289zd5,Figure 2. A core drying before being heated and coated in glass.,uee1081,"Article: Glassworking, Use and Discard",,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29xv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29xv_2036887_master.tif,,,,,still image,Kohl Tube,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Kohl Tube Replica,,UEE_1081v1_fig06|~|21198/zz00289zd5,"Figure 6. A completed replica of a kohl tube in the form of a palm. The piece has been annealed and still contains the core, which now has to be broken up to remove it.",uee1081,"Article: Glassworking, Use and Discard",,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c29zc,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c29zc_2036878_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Applying Glass to a Core,,UEE_1081v1_fig03|~|21198/zz00289zd5,Figure 3. Applying glass to a dried and heated core.,uee1081,,,,,,,,,,,,"Article: Glassworking, Use And Discard",,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b0c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b0c_2036881_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Core Covered in Glass,,UEE_1081v1_fig04|~|21198/zz00289zd5,Figure 4. A core covered in glass being rolled on the marver stone. Note that the rim has been given a band of white glass.,uee1081,"Article: Glassworking, Use and Discard",,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b1w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b1w_2036890_master.tif,,,,,still image,Bowl,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Roman Ribbed Bowl Replica,,UEE_1081v1_fig07|~|21198/zz00289zd5,Figure 7. A replica of a Roman ribbed bowl being slumped over a former.,uee1081,"Article: Glass Working, Use and Discard",,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b2d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b2d_2036884_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Forming Decoration on Glass,,UEE_1081v1_fig05|~|21198/zz00289zd5,Figure 5. Using a metal tool to draw up some of the bands of applied decoration to form them into swags or zigzags.,uee1081,"Article: Glass Working, Use and Discard",,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b3x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b3x_2036893_master.tif,,,,,still image,Bowl,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Daily Life Objects",,"Nicholson, Paul T.",,Glass,,,,,Y,,,,,,,,Roman Ribbed Bowl Replica in Furnace,,UEE_1081v1_fig08|~|21198/zz00289zd5,Figure  8. A replica Roman bowl slumping over its former in the furnace.,uee1081,,,,,,,,,,,,"Article: Glass Working, Use and Discard",,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2b4f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2b4f_2036955_master.tif,,,,,still image,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,,,,,,,,N,,,,,,,,Quarry and Mines Map of Egypt,,UEE_1089v1_fig01|~|21198/zz0026jkd5,Figure 1. Map of Egypt showing ancient quarries and mines mentioned in the text.,uee1089,Article: Quarrying and Mining (Stone),,,,,,,,2002,"Shaw, Ian 2002 Life on the edge: Gemstones, politics and stress in the deserts of Egypt and Nubia. In Egypt and Nubia: Gifts of the desert, ed. Renée Friedman, pp. 244 - 251. London: British Museum Press.",,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dgk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dgk_2036958_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Old Kingdom,"Bloxam, Elizabeth",,Basalt,,,,,Y,Fayum,,Fayum,,,,,Widan el-Faras Basalt Quarries,overview,UEE_1089v1_fig02|~|21198/zz0026jkd5,"Figure 2. Widan el-Faras. Old Kingdom basalt quarries, Northern Fayum desert.",uee1089,Article: Quarrying and Mining (Stone),,,,,,,-2670/-2168,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dh3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dh3_2036985_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom ,"Bloxam, Elizabeth",,,,,,,Y,Aswan,,Aswan,,,,,Gebel Gulab Paved Roads,overview,UEE_1089v1_fig10|~|21198/zz0026jkd5,"Figure 10. Converging New Kingdom paved roads at Gebel Gulab, west bank Aswan.",uee1089,Article: Quarrying and Mining (Stone),p000621,,,,,,-1548/-1086,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2djm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2djm_2036970_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Middle Kingdom ,"Bloxam, Elizabeth",,Carnelian,,,,,Y,Nubia,,Nubia,,,,,Lower Nubian Carnelian Mine,overview,UEE_1089v1_fig05|~|21198/zz0026jkd5,"Figure 5. Longitudinal subterranean Middle Kingdom carnelian mine bordered with spoil heaps. Stele Ridge, Lower Nubia.",uee1089,Article: Quarrying and Mining (Stone),p000157,,,,,,-2040/-1656,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dk4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dk4_2036979_master.tif,,,,,still image,Statue|~|Block,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",4th Dynasty|~|Old Kingdom|~|Reign of Khafra,"Heldal, Tom",,Gneiss,,,,,N,,,,,,,,Gebel el-Asr Quarry Gneiss Block,total,UEE_1089v1_fig08|~|21198/zz0026jkd5,"Figure 8. “Chephren gneiss” block at Gebel el-Asr (“Chephren’s Quarry”) roughly shaped into a statue. Old Kingdom, 4th Dynasty.",uee1089,Article: Quarrying and Mining (Stone),p000623,,,,,,-2600/-2480,,,45 degree,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dmn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dmn_2036973_master.tif,,,,,still image,Statue|~|Obelisk,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom ,"Bloxam, Elizabeth",,Quartzite,,,,,Y,Aswan,,Aswan,,,,,Unfinished Quartzite Ornamental Object,total,UEE_1089v1_fig06|~|21198/zz0026jkd5,"Figure 6. Partially completed silicified sandstone (quartzite) ornamental object of the New Kingdom (either an Osiride statue or truncated obelisk) showing marks of pounders. Khnum Quarry, west bank Aswan.",uee1089,Article: Quarrying and Mining (Stone),,,,,,,-1548/-1086,,,45 degree,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dn5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dn5_2036964_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,"Bloxam, Elizabeth",,Sandstone,,,,,Y,Gebel el-Silsila,,Gebel el-Silsila,,,,,Gebel el-Silsila Sandstone Quarries,overview,UEE_1089v1_fig03|~|21198/zz0026jkd5,Figure 3. Gebel el-Silsila sandstone quarries between Edfu and Aswan.,uee1089,Article: Quarrying and Mining (Stone),p000210,,,,,,,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dpp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dpp_2036982_master.tif,,,,,still image,,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",,"Bloxam, Elizabeth",,Carnelian,,,,,Y,Nubia,,Nubia,,,,,Excavation of Nubian Mine,partial,UEE_1089v1_fig09|~|21198/zz0026jkd5,"Figure 9. Partially excavated carnelian mine, 1 meter deep. Stone pounder alongside was found in the base of the mine. Stele Ridge, Lower Nubia.",uee1089,Article: Quarry and Mining (Stone),p000157,,,,,,,,,45 degree,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2dq6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2dq6_2036967_master.tif,,,,,still image,Statue,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",4th Dynasty|~|Old Kingdom|~|Reign of Khafra,"Bloxam, Elizabeth",,Gneiss,,,Carved,,Y,,,,"Egyptian Museum, Cairo",,,,Khafra Gneiss Statue,total,UEE_1089v1_fig04|~|21198/zz0026jkd5,"Figure 4. “Chephren gneiss” life-size statue of Khafra in the Egyptian Museum, Cairo. 4th Dynasty.",uee1089,Article: Quarrying and Mining (Stone),p000675,,,,,,-2600/-2480,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2drq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2drq_2036976_master.tif,,,,,still image,Statue,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",New Kingdom ,"Bloxam, Elizabeth",,Granite,,,Carved,,Y,Aswan,,Aswan,,,,,Osiride Statue in Aswan Quarry,overview,UEE_1089v1_fig07|~|21198/zz0026jkd5,Figure 7. Osiride statue (New Kingdom) lying in the Aswan granite quarries.,uee1089,Article: Quarrying and Mining (Stone),p000175,,,,,,-1548/-1086,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2fj3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002c2fj3-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Aswan,,,"Kucharek, Andrea",,,,,,Y,,,Gebel el-Silsila,,,,,Gebel el-Silsila,,uee8501,,,NOTE: We do have official permissions that the author received from EES to publish the images she provides with this article.  A transcript of the email detailing this permission is included in the e-file for this article.,,,"Gebel el-Silsila, located on both banks of the Nile between Edfu and Kom Ombo, is a place whose significance was defined by its unique topographic features, namely, the extremely narrow river bed hemmed in by sandstone hills. From the New Kingdom on, huge quantities of sandstone for temple building were quarried here, and during the New Kingdom, Gebel el-Silsila was of considerable religious importance as a place of worship of the inundation. It was also a place of conspicuous royal favor towards private individuals. All of this resulted in a substantial number of monuments, from temples down to graffiti, most of them cut into the rock and thus still in situ.",جبل السلسلة,Gebel Silsileh,Gebel el-Silsila,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2ggj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2ggj_2037078_master.tif,,,,,still image,Statuette,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,Serpentine,,,Carved,8.6 cm (height),N,,,,Walters Art Museum,,,,Khaemwaset Statuette,total,UEE_1471v1_fig01|~|21198/zz002b24rf,"Figure 1. Statuette of Khaemwaset. Black serpentine, h. 86 mm.",uee1471,Article: Block Statue,p000692|~|p000351,22.68 [Walters Art Museum],,,,,,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gh2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gh2_2037081_master.tif,,,,,still image,Statue,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,,,"Schulz, Regine|~|Seidel, Matthias",,,N,,,,,,,,Block Statue Basic Shapes,,UEE_1471v1_fig02|~|21198/zz002b24rf,Figure 2. Basic shapes of block statue types.,uee1471,Article: Block Statue,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gjk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gjk_2037084_master.tif,,,,,still image,Statue,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,,,"Schulz, Regine|~|Seidel, Matthias",,,N,,,,,,,,Block Statue Varieties,,UEE_1471v1_fig03|~|21198/zz002b24rf,Figure 3. Varieties of block statue types.,uee1471,Article: Block Statue,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gk3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gk3_2037087_master.tif,,,,,still image,Statue,copyrighted,unknown,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,Limestone,,,Carved,14.7 cm (height),N,,,,Walters Art Museum,,,,Ipy and His Wife Statue Group,total,UEE_1471v1_fig04|~|21198/zz002b24rf,"Figure 4. Statue group of Ipy and his wife. Limestone, h. 14.7 cm.",uee1471,,p000692,22.76 [Walters Art Museum],,,,,,,,horizontal,Article: Block Statue,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4jx4,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Necropolis|~|Assiut|~|Deir el-Gabrawi,,,"Moreno Garcia, Juan Carlos ",,,,,,Y,,,,,,,,Deir el-Gabrawi,,uee8743,,,,431,,"Deir el-Gabrawi, the most important Old Kingdom necropolis of the Upper Egyptian 12th nome, is formed of two cliffs, the northern one near the village of Arab el-Atiyat and the southern one near the village of Deir el-Gabrawi. Its tombs date back to the late Old Kingdom, although an earlier chronology has been suggested. However, no trace of a contemporary town has yet been found. Later on, a late Roman locality called Hierakon and the quartering of a Roman cohort were built in its close vicinity, and the dead from these settlements were buried in the tombs of the old necropolis. A rather peculiar characteristic of Deir el-Gabrawi is that some local governors simultaneously controlled the 12th as well as the 8th Upper Egyptian nomes during the 6th Dynasty.",دير الجبراوي,Deir el-Gebraoui,Deir al-Gabrâwi,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4k99,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c4k99%2F9267q247,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Religion|~|Pantheon,,,"Stadler, Martin",,,,,,Y,,,,,,,,Thoth,,uee1899,,,,,,"The Egyptian god Thoth is best known as a god of writing and wisdom, a lunar deity, and vizier of the gods, but was also a cosmic deity, creator god, and warrior. Being one of the oldest deities of the Egyptian pantheon, he is attested in many sources from the earliest periods of Egyptian history up to the Roman Period. The etymology of his name remains unexplained, possibly due to the name's antiquity. Under the influence of Hellenism, he transformed into Hermes Trismegistos in Roman times and lived on as such well into the European renaissance.",جحوتي,Thot,Thot,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002cbdg5,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cbdg5%2Fw180zg6z,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Marriage / Divorce|~|Private Life,,,"Toivari-Viitala, Jaana",,,,,,Y,,,,,,,,Marriage and Divorce,,uee8461,,,,,,"Marriage formed a central social construct of ancient Egyptian culture. It provided the normative framework for producing children, who would act as one’s rightful heirs. The latter were responsible for performing one’s funerary cult, thereby securing one’s eternal life. The economic effects of marriage were also notable. The husband, wife, and children were all perceived as having equal rights to the conjugal joint-property consisting of a 1/3 share each. In addition to this, the spouses might own private property of their own. As marriage modified many aspects of daily life such as social status, domicile, and the intricate network of interpersonal rights and obligations, it was not a relationship entered into at random. A sequence consisting of a choice of partner followed by an exchange of gifts and assets preceded the actual marrying. Once the marital status was a fact, both parties were expected to abstain from extramarital relationships. However, it was possible for men to have several wives.",الزواج والطلاق,Mariage et divorce,Ehe und Scheidung,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx07,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czx07%2F2610dx16,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Moreno Garcia, Juan Carlos ",,,,,,Y,,,,,,,,Households,,uee8707,,,,,,"The household was the basic unit of ancient Egyptian social organization. Its composition varied, however, depending on administrative or sociological considerations: administrative records focus on nuclear families, while private sources stress the importance of the extended family. Households included not only people linked by family ties, but also serfs, clients, dependants, and “friends,” sometimes encompassing hundreds of people. As for their sources of wealth, households consisted of patrimonial and institutional goods, and strategies were employed to keep and increase resources within the family. Nevertheless, menaces such as debts, shortages, or disputes over inheritances could lead to the disappearance of households—hence the importance of ideological values that tied together their members while celebrating their cohesion, autonomy, and genealogical pride.",(العائلات (الأسر,"Maison, Maisonnée",Haushalt,2012,,,,,,,,
