Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Language,Type.genre,Subject,Relation.isPartOf,Relation.rectoVerso,Name.creator,Name.repository,Date.creation,Alt ID.local,Format.extent,Format.dimensions,Description.abstract,Title,Date.normalized,Description.note,Representative Image,Masthead
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90p9,ark:/21198/zz0009c4d4,2,Completed,Work,,32,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90p9%2Fc8478d15,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 15, 1738","Box 20, Folder 48",1 leaf,308 x 215 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Marco Antonio and his wife, Maria Teresa of San Simon Pochtlan. Mentions testament of Don Pascual de los Reyes.","Contract for sale of land, Atzcapotzalco, 1738",1738-10-15,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90qt,ark:/21198/zz0009c4d4,2,Completed,Work,,33,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90qt%2Fhc49pb53,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 20, 1738","Box 20, Folder 51",1 leaf,309 x 215 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonio y Garcia from Andres de los Reyes and his wife, Luisa Francisco, of San Simon Pochtlan. Sale appears to be the result of the testament of Don Pascual de los Reyes, taken in 1732 September 4. Stamp of King Philip V on recto.","Contract for sale of land, Atzcapotzalco, 1738",1738-11-20,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90rb,ark:/21198/zz0009c4d4,2,Completed,Work,,34,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90rb%2Frp47q18m,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"January 13, 1781","Box 20, Folder 52",1 leaf,310 x 215 mm.,"Deals with a debt, possibly in the context of a testament. Stamp of King Philip V on recto.","Receipt for debt, San Juan Bautista, Metepec",1781-01-13,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h90sv,ark:/21198/zz0009c4d4,2,Completed,Work,,35,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90sv%2Fc956vb8x,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 15, 1745","Box 20, Folder 53",1 leaf,311 x 216 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonio y Garcia, from Don Juan Ignacion Marquez, his wife, Manuela Josepha, and children, Isabel Maria, Francisco Paula, and Julain Valentin, of San Martin Xochahuac. Stamp of King Philip V on recto.","Contract for sale of land, Atzcapotzalco, 1745",1745-11-15,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9240,ark:/21198/zz0009c4d4,2,Completed,Work,,36,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9240%2Frs29s86d,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"April 14, 1745","Box 20, Folder 54",2 leaves,310 x 218 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Don Bartolome de Vargas, his wife Doña Maria, and their children, Margarita Simona and Maria del Carmen, of San Mateo. Both leaves bear the stamp of King Philip V on the recto.","Contract for sale of land, Atzcapotzalco, 1745",1745-04-14,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h925h,ark:/21198/zz0009c4d4,2,Completed,Work,,37,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h925h%2Ftv79wb5d,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 5, 1738","Box 20, Folder 55",1 leaf,312 x 216 mm.,"Purchase of land by Don Juan Soriano and his wife, Doña Manuela Antonia y Garcia, from Francisca Maria, a widow, of San Simon Pochtla, and her son Santiago Cristobal. Mentions the will of Don Pascual de los Reyes, ""notlazotatzin.""","Contract for sale of land, San Juan Bautista, Metepec",1738-10-05,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h927j,ark:/21198/zz0009c4d4,2,Completed,Work,,38,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h927j%2Fhr97k35d,paged,,,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"November 17, 1726 and September 10, 1810","Bos 20, Folder 56",3 leaves,310 x 212 mm.,"Includes an original 1726 contract, in Nahuatl, and an 1810 certification of the sale, in Spanish. Purchase of land by Don Juan de los Santos from Son Cruz de los Santos Castañeda and his wife, Doña Barbara Severina. Stamped.","Contract for sale of land, San Juan Bautista, Metepec",1726/1810,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9282,ark:/21198/zz0009c4d4,2,Completed,Work,,39,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9282%2Fnj91fc8t,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"October 14, 1785","Box 20, Folder 57",1 bifolium,306 x 215 mm.,Testimony taken by Juan Hilario Hernandez regarding a piece of land.,"Testimony regarding certification of land, San Lucas, Tlacochcalco",1785-10-14,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h93bk,ark:/21198/zz0009c4d4,2,Completed,Work,,40,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h93bk%2Fkt10857r,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 24, 1760","Box 20, Folder 58",1 leaf,215 x 158 mm.,"Final will and testament of a man and his wife. Signed by Thomas Joseph, scribe.","Testament of Juan Pablo and Catalina Ursula, San Juan Bautista, Metepec",1760-06-24,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95jn,ark:/21198/zz0009c4d4,2,Completed,Work,,41,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h95jn%2Fjr09wq78,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"March 25, 1780","Box 20, Folder 59",1 bifolium,210 x 150 mm.,"Final will and testament of Maria Teresa, widow of Juan de los Santos, from Santa Cruz Tianguistenco. Signed by Simon de la Cruz, scribe.","Testament of Maria Teresa, San Juan Bautista, Metepec",1780-03-25,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95k5,ark:/21198/zz0009c4d4,2,Completed,Work,,42,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h95k5%2Fgm16wt42,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 27, 1737","Box 20, Folder 62",1 leaf,211 x 155 mm.,"Final will and testament, with instructions for mass and burial. Sebastian's wife was Monica Francisca. Includes notation by Fray Gaspar Valdivia that the mass ordered in the testament was completed.","Testimony of Gregorio Sebastian, San Juan Bautista, Metepec",1737-06-27,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95mp,ark:/21198/zz0009c4d4,2,Completed,Work,,43,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h95mp%2F7583v98b,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 19, 1785","Box 20, Folder 63",1 bifolium,210 x 153 mm.,"Possible addendum to a contract, and/or testament, involving Josepha Teresa.","Testament fragment, San Juan Bautista, Metepec",1785-06-19,see MS 15,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95n6,ark:/21198/zz0009c4d4,2,Completed,Work,,44,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h95n6%2Fj562tw39,paged,,,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"June 3, 1733","Box 20, Folder 64",1 leaf,308 x 214 mm.,"Confirmation of ownership for a piece of land for Pedro Tadeo and his wife, Maria Nolasco. On the verso is a notation dated 1766 August 22, stating that the document was sold to Juan Hernando Casco by Blas de Santiago, a mestizo, for 4 reales. Stamp of King Philip V on recto.","Land title for Pedro Tadeo and Maria Nolasco, Puebla de Los Angeles[?]",1733-06-03,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95pq,ark:/21198/zz0009c4d4,1,In progress,Work,,45,,,,paged,,private,,text,pd,,spa|~|nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"May 5, 1705-May 6, 1722","Box 20, Folder 49",8 leaves,307 x 212 mm.,"Documentation regarding the lands of Angelina Maria in San Simon Pochutla (See MS 4). Includes reference to Phelipe de Santiago and other names, and lands in San Domingo. Stamp of King Philip V on all leaves.","Contracts for sale of land, Atzcapotzalco",1705/1722,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95q7,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95q7_1274563_master.tif,1,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95rr,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95rr_1274569_master.tif,2,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95s8,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95s8_1274578_master.tif,3,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95ts,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95ts_1274584_master.tif,4,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95v9,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95v9_1274589_master.tif,5,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 5",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95wt,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95wt_1274593_master.tif,6,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 6",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95xb,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95xb_1274599_master.tif,7,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 7",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h95zv,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h95zv_1274604_master.tif,8,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 8",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h960v,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h960v_1274610_master.tif,9,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 9",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h961c,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h961c_1274616_master.tif,10,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 10",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h962w,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h962w_1274622_master.tif,11,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 11",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h963d,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h963d_1274628_master.tif,12,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 12",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h964x,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h964x_1274631_master.tif,13,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 13",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h965f,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h965f_1274634_master.tif,14,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 14",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h966z,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h966z_1274637_master.tif,15,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",r,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 15",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h967g,ark:/21198/zz001h95pq,2,Completed,Page,mcafee/masters/21198-zz001h967g_1274640_master.tif,16,,,,,,,,text,pd,,,,,"Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",v,,,,,,,,"Contracts for sale of land, Atzcapotzalco, page 16",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz001h9680,ark:/21198/zz0009c4d4,2,Completed,Work,,46,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9680%2F9t512v1k,paged,,,,text,pd,,nah,manuscripts (document genre),"Nahuatl language --Texts|~|Nahuatl language--Archival resources.|~|Nahuas--Social life and customs--Archival resources.|~|Mexico--History--Conquest, 1519-1540--Archival resources.|~|Mexico--History--Spanish colony, 1540-1810--Archival resources.|~|Nahuas--History--Archival resources.","Byron McAfee Papers (Collection 339). UCLA Library Special Collections, Charles E. Young Research Library.",,,,"August 1, 1617",,1 bifolium,313 x 210 mm.,"Final will and testament, containing a prayer, bell-ringing and mass instructions, and directions for the complex division of his property, land, and debts. Signed by witnesses. Annotation in a separate hand on recto, signed by Fray Juan de Peralta, confirming the mass was celebrated as requested.","Testament of Juan Fabián, San Bartolomé Atenco",1617-08-01,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq10,ark:/21198/zz001gpx53,1,In progress,Page,mcafee/masters/21198-zz0025jq10_1698986_master.tif,1,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Maria Teresa and Estevan Domingo, Santa Cruz, Tianguistenco, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq2h,ark:/21198/zz001gpx53,1,In progress,Page,mcafee/masters/21198-zz0025jq2h_1698993_master.tif,2,,,,,,,,text,pd,,,,,,r,,,,,,,,"Testament of Maria Teresa and Estevan Domingo, Santa Cruz, Tianguistenco, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq31,ark:/21198/zz001gpx53,1,In progress,Page,mcafee/masters/21198-zz0025jq31_1699002_master.tif,3,,,,,,,,text,pd,,,,,,v,,,,,,,,"Testament of Maria Teresa and Estevan Domingo, Santa Cruz, Tianguistenco, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq4j,ark:/21198/zz001gpx53,1,In progress,Page,mcafee/masters/21198-zz0025jq4j_1699007_master.tif,4,,,,,,,,still image,pd,,,,,,r,,,,,,,,"Testament of Maria Teresa and Estevan Domingo, Santa Cruz, Tianguistenco, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq8m,ark:/21198/zz001h90p9,1,In progress,Page,mcafee/masters/21198-zz0025jq8m_1699069_master.tif,1,,,,,,,,text,pd,,,,,,r,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jq94,ark:/21198/zz001h90p9,1,In progress,Page,mcafee/masters/21198-zz0025jq94_1699072_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqbn,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqbn_1699075_master.tif,1,,,,,,,,text,pd,,,,,,r,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqc5,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqc5_1699078_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqdp,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqdp_1699087_master.tif,3,,,,,,,,text,pd,,,,,,r,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqf6,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqf6_1699090_master.tif,4,,,,,,,,text,pd,,,,,,v,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqgq,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqgq_1699093_master.tif,5,,,,,,,,text,pd,,,,,,r,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 5",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqh7,ark:/21198/zz001gpx6m,1,In progress,Page,mcafee/masters/21198-zz0025jqh7_1699096_master.tif,6,,,,,,,,text,pd,,,,,,v,,,,,,,,"Contract for sale of land, San Felipe Santiago, Azcapotzalco, page 6",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqjr,ark:/21198/zz001gpx74,1,In progress,Page,mcafee/masters/21198-zz0025jqjr_1699099_master.tif,1,,,,,,,,text,pd,,,,,,v,,,,,,,,Page 1,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqk8,ark:/21198/zz001gpx74,1,In progress,Page,mcafee/masters/21198-zz0025jqk8_1699102_master.tif,2,,,,,,,,text,pd,,,,,,r,,,,,,,,Page 2,,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqms,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqms_1699105_master.tif,1,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqn9,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqn9_1699108_master.tif,2,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqpt,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqpt_1699111_master.tif,3,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 3",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqqb,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqqb_1699114_master.tif,4,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 4",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqrv,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqrv_1699117_master.tif,5,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 5",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqsc,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqsc_1699120_master.tif,6,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 6",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqtw,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqtw_1699123_master.tif,7,,,,,,,,text,pd,,,,,,r,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 7",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqvd,ark:/21198/zz001gpxf7,1,In progress,Page,mcafee/masters/21198-zz0025jqvd_1699126_master.tif,8,,,,,,,,text,pd,,,,,,v,,,,,,,,"Petition by the people of Coatlan de Puertos Abaxo, Coatlan, page 8",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqwx,ark:/21198/zz001gq082,1,In progress,Page,mcafee/masters/21198-zz0025jqwx_1699129_master.tif,1,,,,,,,,text,pd,,,,,,,,,,,,,,"Contract for sale of land, San Juan Bautista, Metepec, page 1",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqxf,ark:/21198/zz001gq082,1,In progress,Page,mcafee/masters/21198-zz0025jqxf_1699132_master.tif,2,,,,,,,,text,pd,,,,,,,,,,,,,,"Contract for sale of land, San Juan Bautista, Metepec, page 2",,,,
McAfee (Byron) Papers.  Collection 339,ark:/21198/zz0025jqzz,ark:/21198/zz001gq082,1,In progress,Page,mcafee/masters/21198-zz0025jqzz_1699135_master.tif,3,,,,,,,,text,pd,,,,,,,,,,,,,,"Contract for sale of land, San Juan Bautista, Metepec, page 3",,,,
