Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Alt ID.local,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Name.subject,Name.creator,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.photographer,Publisher.publisherName,Coverage.geographic,Subject,Rights.servicesContact,Language,Rights.statementLocal,Author,Name.repository,Description.note,Title,Date.creation,Date.normalized,Description.caption,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bjg,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bjg-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Millett, Kate",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Kate Millett,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bjg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bjg/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bk0,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bk0-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown",Founding Celebration: Women at the podium,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bk0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bk0/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bmh,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bmh-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown",Founding Celebration: Three attendees,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bmh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bmh/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bn1,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bn1-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Jardine, Lauren",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Lauren Jardine, unknown women|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration: Lauren Jardine and two attendees,"May 9, 1986",1986-05-09,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bn1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bn1/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140bwn,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140bwn-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Barboza, Carla",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Carla Barboza,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140bwn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140bwn/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cbv,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cbv-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|Jardine, Lauren",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Left to right: Del Martinez, Lauren Jardine|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Del Martinez and Lauren Jardine,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cbv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cbv/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140ccc,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140ccc-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|Jardine, Lauren",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Left to right: Carla Barboza (half of figure at far left), unknown, Lauren Jardine, Del Martinez|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Lauren Jardine and Del Martinez on stage,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140ccc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140ccc/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cdw,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cdw-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Del Martinez at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cdw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cdw/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cfd,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cfd-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|MacCulloch, Bunny",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: Nancy ""Bunny"" MacCulloch, Del Martinez",Founding Celebration II: Bunny MacCulloch and Del Martinez at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cfd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cfd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cgx,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cgx-1-master.tif,,,,text,,,,,"Connexxus (Center)|~|Martinez, Del|~|Jardine, Lauren|~|MacCulloch, Bunny",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: Nancy ""Bunny"" MacCulloch, Del Martinez, Lauren Jardine","Founding Celebration II: Bunny MacCulloch, Del Martinez, Lauren Jardine on stage","May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cgx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cgx/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140chf,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140chf-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Reddy, Helen",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown, Helen Reddy",Founding Celebration II: Helen Reddy at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140chf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140chf/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cjz,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cjz-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Barboza, Carla|~|Martinez, Del|~|Jardine, Lauren",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown, Lauren Jardine, Del Martinez, unknown, Carla Barboza",Founding Celebration II: Connexxus women at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cjz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cjz/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140ckg,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140ckg-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Reddy, Helen",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Left to right: unknown, Helen Reddy|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Helen Reddy at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140ckg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140ckg/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cm0,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cm0-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: Del Martinez, unknown",Founding Celebration II: Del Martinez and attendee,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cm0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cm0/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cnh,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cnh-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Woman at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cnh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cnh/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cqj,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cqj-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Woman at podium,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cqj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cqj/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140cr2,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140cr2-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Reddy, Helen",,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown, Helen Reddy",Founding Celebration II: Helen Reddy and attendee,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140cr2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140cr2/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140ct3,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140ct3-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County|~|Dance--California--Los Angeles|~|Dance--United States--1980-1990,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California",Founding Celebration II: Attendees on the dance floor,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140ct3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140ct3/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140d1p,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140d1p-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,N,unpublished,"Whitlock, Mary",,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Hotels $z California $z Los Angeles County,,zxx,,,,"Rights.generalNote: Need to obtain permission to publish from copyright holder (photographer).|~|Crystal Ballroom at The Biltmore Hotel, Los Angeles, California|~|Left to right: unknown",Founding Celebration II: Three attendees,"May 15, 1987",1987-05-15,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140d1p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140d1p/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dgd,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dgd-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Summer Soiree: Woman singing and playing guitar,[July 198-?],1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dgd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dgd/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dhx,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dhx-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Jardine, Lauren",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.|~|Left to right: Lauren Jardine (second from left),Summer Soiree: Lauren Jardine and Connexxus women,[July 198-?],1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dhx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dhx/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140djf,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140djf-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Summer Soiree: Woman at microphone,[July 198-?],1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140djf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140djf/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dkz,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dkz-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Connexxus office: Sign,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dkz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dkz/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dmg,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dmg-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Connexxus office: The Women's Center wall,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dmg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dmg/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dn0,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dn0-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Del Martinez(?), unknown",Connexxus office: Front desk,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dn0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dn0/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dph,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dph-1-master.tif,,,,still image,,,,,"Córdova, Jeanne|~|Connexxus (Center)",,copyrighted,unknown,,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles|~|Gay men--California--Los Angeles,,zxx,unpublished,,,"Rights.generalNote: Orphan work.|~|Standing left to right: Dina Bachelor, Art Hagopian, Phil Sheley, John OlsonSitting left to right: Carol Anderson, Lee Werbel, Jeanne Cordova",Connexxus office: Brothers for Sisters Committee Members Start Construction on Wall of Support for Connexxus,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dph,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dph/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dq1,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dq1-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Connexxus office: Woman at desk,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dq1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dq1/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140drj,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140drj-1-master.tif,,,,still image,,,,,"Smith, Margaret|~|Connexxus (Center)",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: unknown, Margaret Smith",Connexxus office: Margaret Smith and woman at desk,between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140drj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140drj/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140ds2,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140ds2-1-master.tif,,,,still image,,,,,"Connexxus (Center)|~|Martinez, Del|~|Mazer, June|~|Jardine, Lauren",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,,zxx,,,,"Rights.generalNote: Orphan work.|~|Left to right: Del Martinez, Lauren Jardine, June Mazer","Connexxus office: Del Martinez, Lauren Jardine, June Mazer in library",Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140ds2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140ds2/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140dtk,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140dtk-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Connexxus office: Woman with stack of newsletters,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140dtk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140dtk/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140f0n,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140f0n-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians—Services for—California—Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Connexxus office: Three women preparing Connexxus mailings,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140f0n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140f0n/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140vzx,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140vzx-1-master.tif,,,,still image,,,,,"Juaréz, Guadalupe|~|Connexxus (Center)",,copyrighted,N,unpublished,"Aguilar, Laura, 1959-  ",,Los Angeles (Calif.)|~|East Los Angeles (Calif.),Hispanic American women--California--Los Angeles County|~|Lesbians $z California $z Los Angeles,,zxx,,,,"Rights.generalNote: Contains photographic model release form on back of contact sheet.  Photographer unknown, but assumed to be Laura Aguilar. Need to obtain permission to publish.",Connexxus East: Guadalupe Juaréz (contact sheet),"September 27, 1986",1986-09-27,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140vzx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140vzx/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140w0x,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140w0x-1-master.tif,,,,still image,,,,,"Trelles, Guadalupe|~|Connexxus (Center)|~|Siegel, Sharon",,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),"Lesbians $z California $z Los Angeles|~|Trelles, Guadalupe",,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Sharon Siegel and Guadalupe Trelles,"April, 1990",1990-04,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140w0x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140w0x/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140w40,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140w40-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Woman with dark glasses,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140w40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140w40/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140xh5,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140xh5-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Lesbians $z California $z Los Angeles,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Three women at a party,Between 1984 and 1990,1984/1990,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140xh5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140xh5/manifest
Connexxus/Centro de Mujeres Collection,ark:/21198/zz00140xjp,ark:/21198/zz000s19ng,2,Completed,Photographs,Work,connexxus/images/masters/21198-zz00140xjp-1-master.tif,,,,still image,,,,,Connexxus (Center),,copyrighted,unknown,unpublished,Unknown,,Los Angeles (Calif.),Fund raising--California--Los Angeles County|~|Lesbians $z California $z Los Angeles|~|Five Plus Connexxus Campaign,,zxx,,,,Rights.generalNote: Orphan work.,Miscellaneous: Three women working the door at event,[1988],1988,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00140xjp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00140xjp/manifest
