Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Subject,Type.genre,Type.typeOfResource,Name.subject,Coverage.geographic,Name.fashionDesigner,Coverage.spatialLongitude,Name.repository,Rights.rightsHolderContact,Name.artist,Name.architect,Name.photographer,Language,Publisher.publisherName,Name.illustrator,Rights.permission,Coverage.spatialLatitude,Relation.hasVersion,Relation.isPartOf,Name.compiler,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Rights.copyrightStatus,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Rights.countryCreation,Rights.servicesContact
Los Angeles Times Photographic Archive,ark:/21198/zz002h8zs9,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11020.tif,,,,,,news photographs|~|cellulose nitrate film,still image,American Legion,Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11020,"Two men and two women at an American Legion event, Los Angeles, 1920s",Text from negative sleeve: American Legion. Early negs.,[1920s],1 photograph,b&w nitrate negative,,copyrighted,1920/1929,,,"Two couples, the men in 3-piece suits and the women in 1920s style outfits, attend an American Legion event with others visible in the background.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h92rp,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11106.tif,,,,,Theatrical managers $z California $z Los Angeles|~|Dancers $x American $z California $z Los Angeles|~|Arrivals & departures $x American $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Behymer, Lynden Ellsworth|~|Allan, Maud",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11106,"L. E. Behymer and Maud Allan, Los Angeles, 1925","Handwritten text on negative: Maud Allen, Behymer|~|Text accompanying photograph: Maud Allan and L. E. Behymer.|~|Text from negative sleeve: ALLEN, MAUD MISSIONARY",1925-12-23,1 photograph,b&w nitrate negative,,copyrighted,"December 23, 1925",,,"Name spelled incorrectly on negative and negative sleeve, should be Maud Allan. Also Allan was a famous dancer, not a missionary.|~|L. E. Behymer (left) grasps the hand of Maud Allan. Behymer wears a three piece suit. Maud Allan wears a fur edged coat and cloche hat. Her right hand holds a purse. They are facing each other.|~|This photograph appears in ""Day of days marks her return : interpretive dancer glad to get home,"" Los Angeles Times, 24 Dec 1925: A5.|~|Maud Allan, interpretive dancer, returns to Los Angeles after a five-year absence and is greeted by theatrical manager, L. E. Behymer.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h93nm,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11132.tif,,,,,Military officers $x American $z California $z Los Angeles|~|Newspaper editors $x American|~|Generals $x American|~|Banquets $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Arnold, Henry Harley, $d 1886-1950|~|Macauley, Edward, $d 1875-1964|~|United States. $b Federal Civil Works Administration|~|Hanique, Jules E. (Jules Edmund), 1873-1946|~|Craemer, Justus F., $d 1886-1966",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11132,"Colonel Henry H. Arnold, Justus Craemer, Edward Macauley, and Jules Hanique at a banquet, Los Angeles, 1930s","Text from negative sleeve: Arnold, H.H. Col|~|Handwritten on negative: L to R--Col. H. H. Arnold, Justus Craemer, Edward Macauley, Jules Hanique",[1930-1940],1 photograph,b&w nitrate negative,,copyrighted,1930/1940,,,"Henry Harley ""Hap"" Arnold became an American General holding the ranks of General of the Army and General of the Air Force. Arnold was also the founder of Project RAND, which evolved into one of the world's largest non-profit global policy think tanks, the RAND Corporation, and one of the founders of Pan American World Airways. In the 1930s, he was the Commander of the Civilian Conservation Corps.|~|Colonel Henry H. Arnold, Justus Craemer, an unidentified man, Edward Macauley, and Jules Hanique seated at a banquet table with carved wooden panels behind them. This photograph was probably taken when Macauley and Hanique were appointees in the Civil Works Administration (C.W.A.).|~|Justus Craemer owned the Orange Daily News and co-owner of the San Rafael Daily Independent.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h93r5,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11135.tif,,,,,Consulates $x American $z China|~|Government officials $x American,news photographs|~|cellulose nitrate film|~|Group portraits,still image,"Waterbury, Howard E.|~|Graves, Elizabeth M.|~|Judge, J.J.|~|Murchison, Claudius Temple, $d 1889-1968|~|Arnold, Julean, $d 1876-1946|~|Eicholz, Alvin C., $d 1901-1989|~|Mattox, E. Tilden|~|United States. $b Department of Commerce|~|Measday, Walter|~|Woodard, Granville|~|Wheeler, J.R.",,,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,zxx,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11135,"Elizabeth M. Graves, Alvin C. Eichols, Walter Measday, E. Tilden Mattox, Howard E. Waterbury, J.R. Wheeler, J.J. Judge, Granville Woodard, Julean Arnold and Claudius Murchison, 1930s","Text from negative sleeve: ARNOLD, JULEAN [handwritten:] do not catalog dup. of group shot w/ names – picture of original + for I.D. purposes of original|~|Handwritten on duplicate negative: Standing L. to R. front row Miss Elizabeth M. Graves, Alvin C. Eichols, Walter Measday, E. Tildon Mattox and Howard E. Waterbury and J.R. Wheeler Back row L to R. J.J. Judge and Granville Woodard Seated L. to R. Julean Arnold and Clauduis Murchison",1930s,1 photograph,b&w nitrate negative,,copyrighted,1930/1939,,,"Ten people (9 men and 1 woman, 2 seated, 8 standing behind the 2 chairs) posed for a group photograph.  Several, and possibly all of them, work for the United States Department of Commerce. The men all wear suits, the woman wears a mid-length dress.|~|E. Tilden Mattox and Claudius Murchison are spelled differently on the duplicate negative than in Los Angeles Times articles.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9b47,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11310.tif,,,,,Employment $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Porter, John C. $q (John Clinton), $d 1871-1959",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11310,"Florence Gilmore employment contract, Los Angeles, 1929","Text from negative sleeve: PORTER, JOHN C. X (a few being cleaned) Box 28","March 15, 1929",1 photograph,b&w nitrate negative,,copyrighted,1929-03-15,,,"Text from the contract: I, Florence Gilmore, agree to give my service to the Women's Division of the Porter for Mayor campaign, in speaking and delivering literature, for the sum of $20.00 per week until a future date to be agreed upon by both parties.|~|Possibly related to article, ""PORTER AIDE FACES WINE TRIAL TODAY: Woman Campaign Orator Lays Raid on Home and Charges to 'Frame Up,'"" Los Angeles Times, 6 Feb 1930: A9.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9b5r,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11311.tif,,,,,Women $x Political activity $z United States,news photographs|~|cellulose nitrate film|~|typescripts,still image,,,,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11311,"Document related to ""Women for John C. Porter,"" 1929","Handwritten on document: Women's [division?]--OK ...|~|Text from negative sleeve: PORTER, JOHN C. X (a few being cleaned) Box 28",1929,1 photograph,b&w nitrate negative,,copyrighted,1929,,,"Some text from the document: ""In this campaign, women ,especially, have the biggest opportunity to show to the world that their ideas are concerning civic morality. In order that the women voters of Los Angeles...Those who are associated with Mrs. Layton on an advisory committee are women who have had experience in organizations interested in the study of civic affairs and in the betterment of conditions: Mrs. Ilot Johnson, Mrs. Hattie Doughty, Mrs. Charles S. McKelvey, Mrs. Julia D. Noble, Mrs. J. B. Green, and Mrs. Kate Read Humphreys.""|~|John C. Porter won and served as Mayor of Los Angeles from 1929-1933.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9b68,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11312.tif,,,,,Women $x Political activity $z United States,news photographs|~|cellulose nitrate film|~|typescripts,still image,"Porter, John C. $q (John Clinton), $d 1871-1959",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11312,"Document related to ""Women for John C. Porter,"" 1929","Handwritten on document: F.L. Gilman|~|Text from negative sleeve: PORTER, JOHN C. X (a few being cleaned) Box 28",1929,1 photograph,b&w nitrate negative,,copyrighted,1929,,,"Some text from the document: ""They feel that now is the time to put into practice their ideals for city government, when a man of integrity and with the highest moral standards has consented to become a candidate. Mrs. Algot Nordstrom is the first to perfect her plans for local headquarters in the vicinity of West Adams Street and La Brea Avenue. Women who are interested are asked to register with local workers or to call at Porter headquarters in the Hayward Hotel.|~|John C. Porter won and served as Mayor of Los Angeles from 1929-1933.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9cgw,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11349.tif,,,,,Air pilots $x American $z California $z Los Angeles|~|Men,news photographs|~|cellulose nitrate film,still image,"Rickenbacker, Eddie, $d 1890-1973",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11349,"Eddie Rickenbacker with New York reporters, 1934","Handwritten on negative: Eddie Rickenbacker in center + news men from N. Y.|~|Handwritten on negative sleeve: Rickenbacker, Eddie (WWI ace flyer) X",1934,1 photograph,b&w nitrate negative,,copyrighted,1934,,,Eddie Rickenbacker on one couch with 5 other news reporters from N.Y. Eddie is relaxed and in a robe while the other men are in suits.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9jcr,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11491.tif,,,,,Police $z Arizona $z Douglas|~|Lawyers $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"McPherson, Aimee Semple, $d 1890-1944|~|Murchison, Alonzo B., $d b. 1886|~|Ryan, Joseph, $d 1901-1969",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11491,"District Attorney Lickbey (?), Chief of Police Alonzo B. Murchison and Dept. District Attorney Joe Ryan, Los Angeles, 1926","On caption with negative: Dept, Dist, Atty, Lickbey [?]/ Chief of police, Murchison / Dept, Dist, Att, Joe Ryan  [1429_11492i]|~|Text from negative sleeve: RYAN, JOE, DEP. D. A.",1926,1 photograph,b&w nitrate negative,,copyrighted,1926,,,The men in this photograph were involved in the Aimee McPherson disappearance case.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9kpw,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11529.tif,,,,,Consuls $x Japanese $z California $z Los Angeles|~|Gifts,news photographs|~|cellulose nitrate film,still image,"Wright, Rosemonde Rae $d 1873-1956|~|Cleudenon, W. J.|~|Satow, Toshito, $d b. 1890 or 91",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11529,"Japanese Consul Toshito Satow with Rosemonde Rae Wright and W. J. Cleudenon, Los Angeles, 1929","Text from negative sleeve: Satow, Toshito. Jap Consul, 1929.|~|Handwritten on negative: [L to R] Toshito Satow, Mrs. Rosemonde Roe Wright, W. J. Cleudenon",[circa 1929],1 photograph,b&w nitrate negative,,copyrighted,1929,,,Toshito Satow receiving or giving gift with Mrs. Wright.,,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9krx,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11531.tif,,,,,Railroads,news photographs|~|cellulose nitrate film|~|Group portraits,still image,"Saunders, J. T.|~|Southern Pacific Railroad Company",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11531,"J. T. Saunders and other members of the Southern Pacific Railroad Company, Los Angeles, 1930","Text from negative sleeve: Saunders, J. T., S. P. R. R., 1930",1930,1 photograph,b&w nitrate negative,,copyrighted,1930,,,"J. T. Saunders, vice-president of freight traffic for the Southern Pacific Railroad Company (bottom left) with other members of the company.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9nz0,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11595.tif,,,,,Consuls $x British $z California $z Los Angeles|~|Bankers $z California $z Los Angeles,news photographs|~|cellulose nitrate film,still image,"Stamp, Josiah Charles, $c Sir, $d 1880-1941|~|Evans, Francis Edward, $d 1897-1983",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11595,"Sir Josiah Stamp and Francis Evans, Los Angeles, 1935","Text from negative sleeve: Stamp, Josiah Sir, 1929 w/ Francis Evans, RR Pres, on Dawes Commission, Dir. of Bank of England.|~|Handwritten on negative: L to R--Josiah Stamp, Francis Evans","May 20, 1935",1 photograph,b&w nitrate negative,,copyrighted,1935-05-20,,,"Reported, with a similar photograph, in ""Bank of England director visitor here,"" Los Angeles Times, 21 May 1935: 1.|~|Francis Evans, British Consul in Los Angeles, points while Sir Josiah Stamp, Director of the Bank of England,  looks on.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9pks,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11613.tif,,,,,,news photographs|~|cellulose nitrate film|~|Portrait photographs,still image,"Steele, Clara J. Crookshank, $d 1879-1921",,,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11613,"Portrait photograph of Clara Steele, 1921","Text from negative sleeve: STEELE, GERTRUDE DR. MURDER CASE, 1921 [handwritten:] • plastic surgeon, naturopath, ""beauty doctor"" • license revoked at least 2x • charged w/ manslaughter + had lots of other legal trouble|~|Handwritten on negative: Steele Case - 15","[circa June 9, 1921]",1 photograph,b&w nitrate negative,,copyrighted,1921-06-09,,,"This photograph is related to the article, ""SEEK CLEWS TO DOUBLE MURDER IN HOME RUIN.: Friends of Dead Rich Man and Wife Suspect Slaying by Incendiary; Accident, Officers Believe. Figure in Pomona's Grewsome Mystery. DOUBLE MURDER CLEWS HUNTED; Sift Ashes of Dead Couple's Burned Residence; Friends and Police Advance Differing Theories; Slaying is Indicated by Several Circumstances,"" Los Angeles Times, 10 Jun. 1921: II1|~|Company that took the picture: ""Bushnell, 627 S. Broadway, Los Angeles""|~|The information supplied on the negative sleeve incorrectly identifies this and related photographs as relating to Dr. Gertrude Steele. These photos instead relate to William and Clara Steele.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9pm9,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11614.tif,,,,,,news photographs|~|cellulose nitrate film|~|Portrait photographs,still image,"Steele, William, $d d. 1921",,,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11614,"Portrait photograph of William Steele, 1921","Handwritten on negative: Steele Case - 15|~|Text from negative sleeve: STEELE, GERTRUDE DR. MURDER CASE, 1921 [handwritten:] • plastic surgeon, naturopath, ""beauty doctor"" • license revoked at least 2x • charged w/ manslaughter + had lots of other legal trouble","[circa June 9, 1921]",1 photograph,b&w nitrate negative,,copyrighted,1921-06-09,,,"This photograph is related to the article, ""SEEK CLEWS TO DOUBLE MURDER IN HOME RUIN.: Friends of Dead Rich Man and Wife Suspect Slaying by Incendiary; Accident, Officers Believe. Figure in Pomona's Grewsome Mystery. DOUBLE MURDER CLEWS HUNTED; Sift Ashes of Dead Couple's Burned Residence; Friends and Police Advance Differing Theories; Slaying is Indicated by Several Circumstances,"" Los Angeles Times, 10 Jun. 1921: II1|~|The information supplied on the negative sleeve incorrectly identifies this and related photographs as relating to Dr. Gertrude Steele. These photos instead relate to William and Clara Steele.|~|Company that took the picture: ""Bushnell, 627 S. Broadway, Los Angeles""",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9ppb,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11616.tif,,,,,Fires $z California $z Pomona|~|Dwellings $z California $z Pomona,news photographs|~|cellulose nitrate film,still image,"Steele, Clara J. Crookshank, $d 1879-1921",Pomona (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11616,"William and Clara Steele's house before it was destroyed by fire, Pomona, 1921","Text from negative sleeve: STEELE, GERTRUDE DR. MURDER CASE, 1921 [handwritten:] • plastic surgeon, naturopath, ""beauty doctor"" • license revoked at least 2x • charged w/ manslaughter + had lots of other legal trouble|~|Handwritten on negative: Steele case 15","[circa June 9, 1921]",1 photograph,b&w nitrate negative,,copyrighted,1921-06-09,,,"Picture is of the front of the house with dirt trail in front of it.|~|This photograph is related to the article, ""SEEK CLEWS TO DOUBLE MURDER IN HOME RUIN.: Friends of Dead Rich Man and Wife Suspect Slaying by Incendiary; Accident, Officers Believe. Figure in Pomona's Grewsome Mystery. DOUBLE MURDER CLEWS HUNTED; Sift Ashes of Dead Couple's Burned Residence; Friends and Police Advance Differing Theories; Slaying is Indicated by Several Circumstances,"" Los Angeles Times, 10 Jun. 1921: II1|~|The information supplied on the negative sleeve incorrectly identifies this and related photographs as relating to Dr. Gertrude Steele. These photos instead relate to William and Clara Steele.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9psw,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11619.tif,,,,,Fires $z California $z Pomona|~|Ranches $z California $z Pomona|~|Death $z California $z Pomona,news photographs|~|cellulose nitrate film,still image,"Steele, Clara J. Crookshank, $d 1879-1921|~|Steele, William, $d d. 1921",Pomona (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11619,"Men sift through and clean-up debris around the ruins of William and Clara Steele's ranch home, Pomona, 1921","Handwritten on negative: case - 15|~|Text from negative sleeve: STEELE, GERTRUDE DR. MURDER CASE, 1921 [handwritten:] • plastic surgeon, naturopath, ""beauty doctor"" • license revoked at least 2x • charged w/ manslaughter + had lots of other legal trouble|~|Text from newspaper caption: Mr. and Mrs. William S. Steele and Ruins of Their Burned Ranch Home. [Los Angeles Times, 10 Jun. 1921: II1]","[circa June 9, 1921]",1 photograph,b&w nitrate negative,,copyrighted,1921-06-09,,,"The information supplied on the negative sleeve incorrectly identifies this and related photographs as relating to Dr. Gertrude Steele. These photos instead relate to William and Clara Steele.|~|This photograph appears with the article, ""SEEK CLEWS TO DOUBLE MURDER IN HOME RUIN.: Friends of Dead Rich Man and Wife Suspect Slaying by Incendiary; Accident, Officers Believe. Figure in Pomona's Grewsome Mystery. DOUBLE MURDER CLEWS HUNTED; Sift Ashes of Dead Couple's Burned Residence; Friends and Police Advance Differing Theories; Slaying is Indicated by Several Circumstances,"" Los Angeles Times, 10 Jun. 1921: II1",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9q31,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11628.tif,,,,,,news photographs|~|cellulose nitrate film,still image,"Stensland, Norris Gilbert, $d 1891-1956",Los Angeles (Calif.),,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11628,"Norris Stensland looking over fingerprints with Lester Jones and R. V. Rogers, Los Angeles, 1931","Text from negative sleeve: STENSLAND, NORRIS DEP. SHERRIF [sic] 1931|~|Handwritten on negative: L to R Norris Stensland Lester Jones R.V. Rogers",1931,1 photograph,b&w nitrate negative,,copyrighted,1931,,,"L to R--Norris Stensland, Lester Jones, and R. V. Rogers. Norris Stensland has pipe in mouth while Lester Jones is leaning over desk.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
Los Angeles Times Photographic Archive,ark:/21198/zz002h9q6k,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_11631.tif,,,,,Arrivals & departures $x American $z California $z Los Angeles|~|Military spouses $z United States|~|Military officers $x American,news photographs|~|cellulose nitrate film,still image,"Stephenson, Naomi A. $q (Naomi Antoinette), $d 1898-1977|~|Monterey (Ocean liner)|~|United States. $b Navy|~|Stephenson, Charles S., $d 1887-1965","San Pedro (Los Angeles, Calif.)",,,"University of California, Los Angeles. $b Library Special Collections","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Los Angeles Times,,Y,,,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_11631,"Commander Charles S. Stephenson, U.S. Navy, and his wife, Naomi A. Stephenson, on the passenger ship Monterey, San Pedro (Los Angeles), 1933","Handwritten on negative: Chas S. Stephenson & Sonya|~|Text on negative sleeve: [typed:] Stephenson, Charles S. [handwritten:] & Sonya; .commander of U.S. Navy .naval medical officer .sailed on Monterey to American Samoa in charge of public health","[May 3, 1933]",1 photograph,b&w nitrate negative,,copyrighted,1933-05-03,,,"Naomi A. Stephenson (née Naomi A. Ackley) was misidentified as Sonya Stephenson on negative sleeve and negative.|~|The Stephensons sailed on the Monterey to American Samoa where Commander Stephenson would be in charge of public health.|~|Related to ""Navy Man Sails for Samoa Post,"" Los Angeles Times, 04 May 1933: A2.|~|Commander Charles S. and Naomi A. Stephenson onboard the ship, Monterey. They stand on a shuffleboard floor. Charles wears a double breasted suit and holds a hat in his hands behind his back. Naomi wears a long dark belted coat, hat, and a spray of flowers on her coat. She holds her gloved hands in front of her.",,,,Access to this collection is generously supported by Arcadia funds.,,,,US,
