Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pdzd,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0357.tif,350,,,,private,,African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Creswell, Maudine Simmons, $d b. 1912 or 13|~|Creswell, Nelson",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 6,"Nelson Cresswell and Maudine Simmons Creswell, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,357|~|YRLSC_gordonphotos_0357,"Nelson Creswell was the owner of the Cress Bar in 1947, was known as a fastidious dresser and was frequently mentioned in social reporting in the Los Angeles Sentinel. According to Walter Gordon, Jr., he was known as someone who occasionally sold goods door to door, and who never squealed on anyone as to where they got something.|~|Maudine went by the last names Simmons and Creswell at different times.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf0d,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0358.tif,351,,,,private,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Unidentified woman posing, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,358|~|YRLSC_gordonphotos_0358,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf1x,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0360.tif,352,,,,private,,African American dancers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Arts|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Unidentified African American dancers, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,360|~|YRLSC_gordonphotos_0360,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf2f,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0361.tif,353,,,,private,,African American singers|~|African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Calloway, Cab, $d 1907-1994",Entertainment|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Cab Calloway performing in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,361|~|YRLSC_gordonphotos_0361,Cab (Cabell) Calloway was a popular American jazz singer and bandleader.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf3z,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0363.tif,354,,,,private,,African American musicians--California--Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Mosby, Esvan|~|Moreland, Mantan|~|Jordan, Louis, $d 1908-1975|~|Watkins, Bill",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Mantan Moreland, Bill Watkins, and Louis (Louie) Jordan, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Mantan Moreland, unidentified man (husband of Viney?), Bill Watkins, Esvon Mosby, unidentified woman, and Louis (Louie) Jordan.",YRLSC_gordonphotos_0363,"Esvan Mosby was a well-known African American dancer who danced at New York's Cotton Club and the Apollo Theater in the 1930s and 1940s. He also owned several nightclubs on Central Avenue in Los Angeles after World War II, and was sometimes called the ""Mayor of Central Avenue."" He died in 1986.|~|Bill Watkins was the owner of the Watkins Hotel.|~|Mantan Moreland was an American actor and comedian during the 1930s and 1940s.|~|Louis Jordan was a musician.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf4g,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0364.tif,355,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",Entertainment|~|Events|~|Lifestyle|~|Culture,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,"Brooks, Louise Mae, $d 1884-1960",,,,,Collection 1867 Box 2 Folder 6,"Garden party at the home of Cassie Harris in Los Angeles, 1940s",,"Party held at Cassie Harris' house on 109th Street. Ethel (Sissle) Gordon is standing between two men, wearing a light colored peasant-style blouse. Louise Brooks is second from the right. The other people in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",364|~|YRLSC_gordonphotos_0364,"Louise Brooks was in charge of the kitchens at clubs such as the Dunbar Grill and the F-Fortune Club.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf50,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0365.tif,356,,,,private,,Singers $z United States|~|African American women jazz singers--California--Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Sinatra, Frank, $d 1915-1998.|~|Brooks, Hadda|~|Green, Eddie, $d 1901-1950|~|Bates, Peg Leg",Entertainment|~|People|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Eddie Green, Hadda Brooks, ""Peg Leg"" Bates, and Frank Sinatra, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Eddie Green (facing left), Hadda Hopgood Brooks, Clayton ""Peg Leg"" Bates, and Frank Sinatra.",365|~|YRLSC_gordonphotos_0365,Eddie Green played the character Eddie the waiter on the radio program Duffy's Tavern.|~|Hadda Brooks was a jazz singer.|~|Peg Leg Bates was a dancer who overcame a childhood accident in which he lost his leg.|~|Frank Sinatra was a singer and actor.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf6h,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0366.tif,357,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Club Alabam (Los Angeles, Calif.)",Events,Nightclubs $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Benefit event at the Club Alabam, Los Angeles, 1940s",,"Walter L. Gordon, Jr. believes this was an event organized by promoter Bill Hefflin to benefit the Legionnaires.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|The Club Alabam was located at 4015 S. Central Ave.",366|~|YRLSC_gordonphotos_0366,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.010371,-118.256883,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf71,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0367.tif,358,,,,private,,Nightclubs $z California $z Los Angeles|~|African American dancers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Entertainment,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Performance at a Central Avenue nightclub, Los Angeles, 1940s",,Performers and nightclub are unidentified; however it was likely one of the nightclubs on Central Avenue in Los Angeles.|~|All information concerning the content and description of the image was provided by Walter Gordon.,367|~|YRLSC_gordonphotos_0367,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf8j,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0368.tif,359,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Club Alabam (Los Angeles, Calif.)",Entertainment,Nightclubs $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Benefit event at the Club Alabam, Los Angeles, 1940s",,"Walter L. Gordon, Jr. believes this was an event organized by promoter Bill Hefflin to benefit the Legionnaires.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|The Club Alabam was located at 4015 S. Central Ave.",368|~|YRLSC_gordonphotos_0368,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.010371,-118.256883,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf92,ark:/21198/zz002311rn,2,Completed,Work,,360,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pf92%2Fsc377z2p,African American dancers|~|African American singers|~|African American lawyers--California--Los Angeles|~|Arrangers (Musicians)--United States|~|Tap dancers $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Mundy, Jimmy|~|Mundy, Dorothy, $d 1909-1947|~|Reed, Leonard|~|Mills, Lillian|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Mills, Herbert, $d 1912-1989",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Ted's Photos (Firm),,,,,,,Collection 1867 Box 2 Folder 6,"Herbert and Lillian Mills, Walter L. Gordon, Jr., Leonard Reed, and Jimmy and Dorothy Mundy, Los Angeles, 1940s",,"L to R: Herbert Mills, Walter L. Gordon, Jr., Lillian (Lil) Mills (Herbert Mill's wife?),  Leonard Reed, and Jimmy and Dorothy Mundy.|~|All information concerning the content and description of the image was provided by Walter Gordon.",369|~|YRLSC_gordonphotos_0369,"Herbert Mills was a member of the Mills Brothers.|~|Jimmy Mundy (1907-1983) was an arranger, composer, and jazz saxophonist. He worked with popular musicians such as Bennie Goodman, Count Bassie and Earl Hines.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Leonard Reed started his career as a dancer, became an all-around entertainer. Later he kept a booking office in Hollywood.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfbk,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0370.tif,361,,,,private,,African American physicians--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs|~|Portrait photographs,"Hawkins, Dickerson, $c Dr.",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Dr. Dickerson Hawkins, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0370,"Dr. Dickerson Hawkins, brother of Augustus F. Hawkins (California's first African American representative in the US Congress).",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfc3,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0371.tif,362,,,,private,,African American dentists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Kappa Alpha Psi Fraternity|~|Hatcher, Jerome G. $q (Jerome Gordon), $d 1903-1954",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Cloud's Studio,,,,,,,Collection 1867 Box 2 Folder 7,"Dr. Jerome Hatcher, Los Angeles, 1930s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0371,Dr. Jerome Hatcher was a Los Angeles dentist and member of the Kappa Alpha Psi fraternity.,1930/1939,[1930s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfdm,ark:/21198/zz002311rn,2,Completed,Work,,363,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfdm%2Fp7529v63,African American soldiers $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Hansen, A.",,,,,,,Collection 1867 Box 2 Folder 7,"Ethel (Sissle) Gordon with African American soldiers, New York City, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Ethel (Sissle) Gordon is the 2nd woman from the left in the foreground of the photograph. The other men and women in the photograph are unidentified.,YRLSC_gordonphotos_0372,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York,"Inscription on back, partially obscured: ""[gymna]sium at the headquarters of 372nd [Infantry Regiment?]... [New York] city"" and ""Property of Floyd G. Snelson.""",,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pff4,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0374.tif,364,,,,private,,Spouses of clergy $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Russell, Gwendolyn Eloise Diggs, $d 1908-1965",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Portrait of Gwendolyn Russell, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,374|~|YRLSC_gordonphotos_0374,"Gwendolyn or Gwen Russell was married to Rev. Clayton D. Russell of the People's Independent Church of Christ, and later the Church of Divine Guidance. She was involved with organizations such as the Independent Guild, which sponsored young men and women financially so they could go to college, and with charity groups such as the 13 Aides Charity Club.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfgn,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0375.tif,365,,,,private,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Honoré, Beulah, $d 1908-1985|~|Sissle, Ethel|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Barrow, Dickie, $d d. 1978|~|Reed, Mildred",Entertainment|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Night out at an Oakland nightclub, 1940s",,"L to R: Mildred Reed, unidentified nightclub owner, Beulah Honoré, Ethel (Sissle) Gordon, Walter L. Gordon, Jr., Dickie Barrow.|~|All information concerning the content and description of the image was provided by Walter Gordon.",375|~|YRLSC_gordonphotos_0375,"Beulah Honoré, a former dancer with the Regalettes in Chicago, and also an interior designer and milliner, was married to Gideon Honoré, a member of Duke Ellington's orchestra.|~|Dickie Barrow was a local gay socialite who hosted and emceed social events such as fashion shows.|~|Mildred Reed, known for her work with charity organizations such as 13 Aides,  was a hairdresser. She was best friends with Ethel Sissle Gordon and the sister of Beulah Honore.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Oakland,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfh5,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0376.tif,366,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Forrest, Ernest",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,,"Ernest Forrest, Los Angeles, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,376|~|YRLSC_gordonphotos_0376,"Ernest Forrest owned several racehorses, and was considered a good judge of horses. He was also involved for many years in the El Negocio Social Club.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfjp,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0377.tif,367,,,,private,,African American women journalists $z California $z Los Angeles|~|African American dancers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Johnson, Mae, $d 1916-1999|~|Gibson-Penland, Gertrude, $d 1923-1999",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Mae Johnson (?), Lillian Lomax, and Gertrude Gipson in Los Angeles, 1940s",,"The women in the photograph, L to R: Mae Johnson (?), Lillian Lomax, and her sister Gertrude Gipson-Penland. The woman to the far left was identified by Mr. Gordon as Mae Johnson, but the woman's identity is undetermined.|~|All information concerning the content and description of the image was provided by Walter Gordon.",377|~|YRLSC_gordonphotos_0377,"Gertrude Gipson-Penland was a columnist for the California Eagle and later the Entertainment Editor for the Los Angeles Sentinel.|~|Lillian Lomax was the sister of Gertrude Gipson. Lomax later married oral surgeon Dr. Delo Overstreet Gray.|~|Mae Johnson was a showgirl, dancer, singer and actress who was well known in the black entertainment world in the 1930s and 1940s. Her career began with nightclub performances  in New York. She had the staring role in the film ""Keep Punching."" On the west coast she appeared in a few Hollywood films that had black musical numbers, giving a memorable performance in Lena Horne's ""Stormy Weather."" She recorded some songs with Austin McCoy and co-starred in the hit play ""Two in a bed"" with Louise Beavers.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfk6,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0378.tif,368,,,,private,,African American beauty operators $z California $z Los Angeles|~|African American gay men $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Deason, Eadward B., $d 1921-1976 ",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Eddie Deason and others, Los Angeles, 1940s",,Deason is pictured here with a number of other young African American men and women.|~|All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0378,"Eddie (known professionally as Eadward) Deason was a popular hair stylist who operated ""houses of charm"" in Los Angeles, San Francisco and Pasadena. He was also an openly gay man.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfmq,ark:/21198/zz002311rn,2,Completed,Work,,369,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfmq%2F3629574g,African American fraternal organizations $z California $z Los Angeles|~|African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Events,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 2 Folder 7,"Fraternity affair in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,379|~|YRLSC_gordonphotos_0379,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfn7,ark:/21198/zz002311rn,2,Completed,Work,,370,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfn7%2F2942rh6c,African American women,still image,copyrighted,unknown,Black-and-white photographs,,Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Unidentified African American women posing on a wall, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,380|~|YRLSC_gordonphotos_0380,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfpr,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0381.tif,371,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Ethel (Sissle) Gordon seated with cigarette, Los Angeles, 1940s (2nd copy ?)",,All information concerning the content and description of the image was provided by Walter Gordon.,381|~|YRLSC_gordonphotos_0381,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfq8,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0382.tif,372,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Snelson, Floyd|~|Harris, Joe, $d 1910-1985",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Dinner party in Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Professor and journalist Floyd Snelson is standing at far end of table. Journalist Joe Harris is at the table, far left.",YRLSC_gordonphotos_0382,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfrs,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0383.tif,373,,,,private,,African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Hill, Herman, $d 1906-1991|~|Levette, Harry|~|Cutler, Harry, $c photographer",Entertainment|~|Events|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Large gathering of prominent African Americans, Los Angeles, between 1925 and 1930",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Harry Levette is at the far right. Harry Cutler is seated at the far left, and Herman Hill is 2nd from the left, against the wall. All of the others are unidentified.|~|These are all people that Walter L. Gordon, Jr. remembers as being in circulation when he was in his teens. He described this photograph as a good, representative group of socially prominent people in Los Angeles in the 1920s and 1930s.",YRLSC_gordonphotos_0383,Harry Cutler was a photographer.|~|Harry Levette (sometimes spelled Levett) was a journalist.|~|Herman Hill was a publicist and was also the first African American to play varsity basketball at USC.,1925/1930,[between 1925 and 1930?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfs9,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0384.tif,374,,,,private,,Secretaries $z California $z Los Angeles|~|African American models,still image,copyrighted,unknown,Black-and-white photographs,"Spaulding, Marva Louis, $d 1915-2000|~|Sissle, Ethel|~|Garcia, Catherine",Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Women at garden party at Noble Sissle's house, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|In 1946, Noble Sissle lived at 2126 S. Harvard. Blvd. in Los Angeles.|~|Taken at Noble Sissle's house on Juliet Street.|~|Ethel Sissle is standing, 2nd from right, and Catherine Garcia is standing 4th from right. Marva Louis is seated on the bridge railing.",YRLSC_gordonphotos_0384,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Marva Louis, stenographer and big band singer, married and divorced heavyweight boxing champion Joe Louis twice between 1935 and 1949; during their marriage, she also worked as a model. She married physician Albert Lee Spaulding in 1950.|~|Catherine Garcia, Walter L. Gordon Jr.'s secretary for many years, was politically active and worked to motivate other women to be active in civic organizations.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.036510,-118.306523,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pftt,ark:/21198/zz002311rn,2,Completed,Work,,375,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pftt%2Fx0641g5m,African American actors $z California $z Los Angeles|~|African American dancers $z California $z Los Angeles|~|African American actresses $z California $z Los Angeles|~|African American comedians $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Freddie.|~|Glenn, Roy, $d 1915-1971.|~|Hairston, Margaret., $d 1912-1986",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Freddie Gordon, Margaret Hairston, and Roy Glenn, Los Angeles, 1950s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|From left to right: Freddie Gordon, Margaret (Marge) Hairston, and Roy Glenn.",YRLSC_gordonphotos_0385,"Freddie Gordon was a dancer, comic and master of ceremonies. He performed in the comedy dance team ""Timmie Rogers and Freddie Gordon"" from 1932 to 1944.|~|Roy E. Glenn, Sr. (1914–1971) was an American character actor.|~|Margaret Hairston was a soprano who was reported as performing locally in 1947, ""Guest Artists Make YW Pop Concert Success,"" Los Angeles Sentinel, 4 Sep. 1947: 4.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfvb,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0386.tif,376,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Seltzer, Benita|~|Sissle, Ethel",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Ethel (Sissle) Gordon and her sister Benita Seltzer, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Ethel (Sissle) Gordon is in the center, her sister Benita (Bennie) Seltzer is on the right. The woman on the left is unidentified.",YRLSC_gordonphotos_0386,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
