Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,"Shades of Change: a two man play, National Museum, 1982",fp_medu_089,ark:/21198/z1pr9pk0,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-132.tif,,,,1982,1982,,,"Medu Art Ensemble presents a two man play: Shades of Change. National Museum, 4 February 1982, 8 pm.",,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9pk0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9pk0/manifest
Work,"Culture and Resistance, symposium and festival, Gaborone, 1982",fp_medu_091,ark:/21198/z1k08xzx,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session06-478.tif,,,,1982,1982,,,"Culture and resistance symposium and festival, Gaborone. July 5th - 9th. Poster by Medu Art Ensemble",,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08xzx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k08xzx/manifest
Work,"Post. Post Sunday Post. World. Weekend World. Joe Thloloe. Philip Mtimkhulu and others, 1981",fp_medu_092,ark:/21198/z1f78670,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-172.tif,,,,1981,1981,,,"Post, Sunday Post, World Weekend w Orld, Joe Thloloe, Philip Mtimkulu, Marumatu Subramoney, Mathata Tsedu Zwelakhe Sisulu, Don Mattera, Judy Maye... Medu Art Ensemble",,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78670,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f78670/manifest
Work,"Figure with musical instrument by Miles Pelo, 1979",fp_medu_093,ark:/21198/z19g7fgt,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-195.tif,,,,1979,1979,,,"Drawing 10-327- Miles Pelo, 1979.",,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7fgt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7fgt/manifest
Work,A soldier's destiny to liberation at Sunrise by Miles Pelo,fp_medu_094,ark:/21198/z15q6pp6,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-199.tif,,,,,,,,"A soldier’s destiny to liberation at Sunrise. Miles Pelo, 10 – 328.",,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6pp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6pp6/manifest
Work,"Flute player, 1979",fp_medu_095,ark:/21198/z11z5z1s,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-204.tif,,,,1979,1979,,,"10-326. Miles Pelo, 1979.",,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5z1s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z5z1s/manifest
Work,"Unity, democracy and courage: The people's power will break South Africa's Aggression, 1981",fp_medu_096,ark:/21198/z1x944w6,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-107.tif,,,,1981,1981,,,Unity democracy and courage. The peoples power: will break South Africa's aggression,,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x944w6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x944w6/manifest
Work,Figures,fp_medu_097,ark:/21198/z1sj3d7s,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-197.tif,,,,,,,,Drawing 10-330. Miles Pelo.,,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3d7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj3d7s/manifest
Work,"June 16: The courage of the youth ensures our victory, 1981",fp_medu_099,ark:/21198/z1ns2nkz,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01-089.tif,,,,1981,1981,,,June 16: courage of the youth ensures our victory. MEDU Art Ensemble,,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2nkz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2nkz/manifest
Work,"Figures, 1980",fp_medu_100,ark:/21198/z1j11wvj,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-192.tif,,,,1980,1980,,,"Drawing 10-342. Miles Pelo, 1980.",,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11wvj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j11wvj/manifest
Work,15th Avenue,fp_medu_101,ark:/21198/z1d8152q,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-187.tif,,,,,,,,15th Avenue 10-344. Alexandra Getha.,,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d8152q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d8152q/manifest
Work,Drawing,fp_medu_102,ark:/21198/z18h0d9j,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-190.tif,,,,,,,,Dawing 10-343. Miles Pelo.,,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0d9j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h0d9j/manifest
Work,The End,fp_medu_103,ark:/21198/z14q9nmq,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session02-186.tif,,,,1979,1979,,,"The end, 10-325. '79 Miles Pelo.",,1 drawing,,drawings,,"Pelo, Miles",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9nmq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14q9nmq/manifest
Work,"MEDU in Botswana culture and societies in Southern Africa 1970s and 1980s, Octagon Gallery, Botswana",fp_medu_104,ark:/21198/z1127m8k,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day01_Session03-236.tif,,,,Between 1979-1985,1979/1985,,,"MEDU in Botswana culture and societies in Southern Africa 1970s and 1980s: an exhibition of posters produced in Botswana by the Medu Art Ensemble sponsored by the Embassy of France in Botswana, Octagon Gallery from 28 November to 13 December",,1 poster,,posters,,Medu Art Ensemble,,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127m8k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127m8k/manifest
Work,"Wally Serote painting the exhibition panels white at the Hall of Anglican Church, Gaborone, Botswana, 1982",fp_medu_105,ark:/21198/z1w973v5,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-325.tif,,,Copied from an original photographic print,1982,1982,,,"Wally Serote painting the exhibition panels white at the Hall of Anglican Church, Gaborone, Sitting on the floor Gordon Metz. Beginning of June 1982. Exhibition Art Toward Social Development",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w973v5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w973v5/manifest
Work,"Mongane Wally Serote drying the Marumo poster in Gaborone, 1979",fp_medu_106,ark:/21198/z1rj6c59,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-329.tif,,,Copied from an original photographic print,Jun-79,1979-06-01/1979-06-30,,,"Mongane Wally Serote drying the Marumo poster in Gaborone, June 1979",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6c59,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6c59/manifest
Work,"Sammy Shoba and Joko Scott rehearsing ""Shades of Change"", 1982",fp_medu_107,ark:/21198/z1ms5mg1,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-331.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"Sammy Shoba (standing) and Joko Scott rehearsing ""Shades of Change"" by Wally Serote. End of Januuary 1982, National Museum and Art Gallery, Gaborone",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5mg1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5mg1/manifest
Work,"Thami Mnyele speaking at Women's Day function, Swedish Embassy, Gaborone, Botswana, 1981",fp_medu_108,ark:/21198/z1h14vn8,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-333.tif,,,Copied from an original photographic print,1981,1981,,,"Thami Mnyele speaking at Women's Day function, 1981, Swedish Embassy's reception room, Development House, Gaborone. Lulu Emmig sitting facing the camera",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14vn8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h14vn8/manifest
Work,"Bachana wa Mokwena speaking at the Swedish Embassy, Gaborone, Botswana, 1981",fp_medu_109,ark:/21198/z1c843wg,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-335.tif,,,Copied from an original photographic print,16-Jun-81,1981-06-16,,,"Bachana wa Mokwena speaking at the Swedish Embassy's ground floor, June 16, 1981, Gaborone",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c843wg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c843wg/manifest
Work,"Joko Scott and Sammy Shoba rehearsing ""Shades of Change"", 1982",fp_medu_110,ark:/21198/z17h3c6m,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-339.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"Joko Scott rehearsing (with Sammy Shoba at the background) ""Shades of Change"" by Wally Serote, National Museum and Art Gallery, Gaborone, End of January 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3c6m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3c6m/manifest
Work,"Thami Mnyele in Pudutogo Crescent, Pudulogo Crescent, Gaborone, Botswana, 1981",fp_medu_111,ark:/21198/z13v19t9,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-340.tif,,,Copied from an original photographic print,1981,1981,,,"Thami Mnyele in Pudutogo Crescent, Pudulogo Crescent, Gaborone, 1981",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v19t9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v19t9/manifest
Work,"Joko Scott rehearsing 'Shades of Change', National Museum and Art Gallery, Gaborone, Botswana, 1982",fp_medu_112,ark:/21198/z1030k56,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-341.tif,,,Copied from an original photographic print,End of January 1982,1982-01-01/1982-01-31,,,"Joko Scott rehearsing 'Shades of Change', National Museum and Art Gallery, Gaborone, End of January 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030k56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030k56/manifest
Work,"Poetry recital, 70 years anniversary of the ANC, University of Botswana, Gaborone, 1982",fp_medu_113,ark:/21198/z1vb02rs,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-343.tif,,,Copied from an original photographic print,1982,1982,,,"Poetry recital, 70 years anniversary of the ANC at the Univ of Botswana, Lulu Emmig reading poetry, Gaborone, 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb02rs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb02rs/manifest
Work,"Rhona Mnyele and Teresa Devant outside Main Hall of the University of Botswana selling posters and publications, 1982",fp_medu_114,ark:/21198/z1qj99zm,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-344.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Rhona Mnyele and Teresa Devant outside Main Hall of the University of Botswana selling posters and publications. Symposium on Culture and Resistance, July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj99zm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qj99zm/manifest
Work,"Thami Mnyele showing poster exhibition at the Swedish Embassy, Gaborone, Botswana, 1981",fp_medu_115,ark:/21198/z1ks8k6v,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-345.tif,,,Copied from an original photographic print,1981,1981,,,"Thami Mnyele showing poster exhibition at the Swedish Embassy, ground floor, Development House, Gaborone, Thami's art classes for children, 1981",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8k6v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks8k6v/manifest
Work,"Medu poster exhibition, Swedish Embassy, Gaborone, Botswana, 1980",fp_medu_116,ark:/21198/z1g17tdj,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-348.tif,,,Copied from an original photographic print,1980,1980,,,"Medu poster exhibition. Ground Floor of the Development House. Swedish Embassy, Gaborone, 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17tdj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g17tdj/manifest
Work,"Printing the poster for Thami Mnyele's exhibition 'Statement in Spring', 1980",fp_medu_117,ark:/21198/z1b872r3,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-352.tif,,,Copied from an original photographic print,Sep-80,1980-09-01/1980-09-30,,,"Printing the poster for Thami Mnyele's exhibition 'Statement in Spring' at the NMAG, Gaborone, Basil Jones printing. Thami and Tim Williams holding posters. September 1980. Exhibition 'Statements in Spring'",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b872r3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b872r3/manifest
Work,"Thami Mnyele's exhibition at the National Museum and Art Gallery, Gaborone, Botswana, 1980",fp_medu_118,ark:/21198/z16m51f3,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-355.tif,,,Copied from an original photographic print,Sep-80,1980-09-01/1980-09-30,,,"Thami Mnyele's exhibition at the NMAG, Gaborone, September 1980",42 cm x 30 cm,1 photograph,,color photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m51f3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m51f3/manifest
Work,"Thami Mnyele during his marriage to Rhona, Gaborone, Botswana, 1985",fp_medu_119,ark:/21198/z12v48s8,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-357.tif,,,Copied from an original photographic print,1985,1985,,,"Thami Mnyele during his marriage to Rhona. District Commissioner's Office, Gaborone, 1985",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v48s8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v48s8/manifest
Work,"Basil Jones speaking at Thami's exhibition, National Museum and Art Gallery, Gaborone, Botswana, 1980",fp_medu_120,ark:/21198/z1z33sc6,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-361.tif,,,Copied from an original photographic print,Sep-80,1980-09-01/1980-09-30,,,"Basil Jones speaking at Thami's exhibition at the NMAG, Holding the mic (to the right of Basil), Adrian Kohler, filming is Albio Gonzalez, September 1980",42 cm x 30 cm,1 photograph,,color photographs,,"Devant, Teresa",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33sc6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z33sc6/manifest
Work,"Making Music outside the Main Hall, University of Botswana. Symposium on Culture and Resistance, 1982",fp_medu_121,ark:/21198/z1tb31md,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-318.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Making Music outside the Main Hall, University of Botswana. Symposium on Culture and Resistance, July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb31md,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb31md/manifest
Work,"University of Botswana, 1982",fp_medu_122,ark:/21198/z1pk28sb,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-320.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"University of Botswana, July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk28sb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk28sb/manifest
