Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz00010bjv,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f407.tif,18,,,,,,,,"Books|~|Grotesques - Italy - Bologna - 1300|~|Physicians|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Bruno, da Longoburgo, ca. 1200-1286|~|Teaching|~|Teachers",still image,still image,pd,,,,Bruno da Longoburgo instructs students.,"In initial ""R"" of ""Rogasti,"" Bruno da Longoburgo, bearded, is seated l. wearing a green cap, black stockings, blue robe and red cape with white collar trim, holding out a book in his r. hand to three students r. while resting his l. hand on his l. knee. A student, seated upper r. in initial ""R,"" wearing blue robe, extends both arms out towards teacher l. Two students, seated lower r. in initial ""R,"" hold r. hands up in discussion. The student further l. wears a blue robe and the student further r. wears a pink robe. In the l. side margin, are two hybrid blue birds with red wings and long necks, having the head and legs of a lion. The upper beast bites its neck, while the lower beast, with a blue head, bites the elaborate extension of the upper beast's tail.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: In Christi nomine amen. Incipit cyrugia magistri Bruni Longubucensis ex dictis sapientum veterum breviter et lucide compillata.|~|Text to immediate right of image: Rogasti me iam est diu andrea vicentine venerabilis amice mi quod te brevi et aperto|~|Text immediately below image: sermone in medicatione cyrurgie librum describerem collectum et exceptum ex dictis gloriosissimi: Galenus, Avicenna, Almansoris, Albuchasim et alii nec non aliorum peritorum veterum ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 813 [i.e. fol. 407],"Bruno, da Longoburgo, ca. 1200-1286. Cyrurgia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, pp. 18-19.",image 45 x 50 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bjv
Index of Medieval Medical Images,ark:/21198/zz00010bkc,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f439v.tif,131,,,,,,,,"Trumpet, Curved|~|Grotesques - Italy - Bologna - 1300|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Musicians",still image,illuminated manuscripts,pd,,,,Teacher and student. Grotesque man playing trumpet.,"In initial ""P"" of ""Postquam"", seated teacher (Bruno da Longoburgo?) on l., wearing black cap and red hanging-sleeved robed over green hooded gown holds a book in l. hand while pointing with r. hand; student in white gown gestures with r. hand.  In bottom margin, helmeted semi-human grotesque (part man, part vine that emerges from bottom of initial) in a blue tunic and white mantle plays a long, curved red trumpet.  Adjacent text: Bruno da Longoburgo's Cyrurgia.","Italy (Bologna?), 1300 (?)|~|Rubricated text immediately preceding image: Explicit prima pars huius libri. Incipit secundam.|~|Text to immediate right of image: Postquam [in alternating red and blue letters with contrasting background stripes] Ego brunus longobucensis in prima par.|~|Text immediately below image: te huius libri de solutione sanuitatis [sic] tam simplici quam composita secundum omnes eius species tibi amice sufficienter complevi ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 878 [i.e. fol. 439v],"Bruno, da Longoburgo, ca. 1200-1286. Cyrurgia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 19.",image 45 x 48 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bkc
Index of Medieval Medical Images,ark:/21198/zz00010bmw,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f46.tif,132,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Galen|~|Birds|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Swine|~|Teachers|~|Monkeys,still image,illuminated manuscripts,pd,,,,"Teacher gives book to pupil, frequently dissected animals in margins.","In initial ""E"" of ""Ego"", Galen (?), facing to r., wearing gray hood, blue robe, red academic gown, red ermine-trimmed hat, sits on green bench holding out a closed book with both hands.  A standing pupil in blue robe extends both hands toward book.  Standing on the top l. corner of the initial, in marginal space, brown monkey or ape stands holding a ring or piece of food to snout with l. hand.  Below, a red pig, also in marginal space, appears to bite the lower l. corner of the initial.  Further down, grotesque vine-bird in blue, red, green, tan, seeks to bite the tail of the pig. Entire decorated area, 315 x 75 mm. Adjacent text: Anatomia Ricardi.","Italy (Bologna?), 1300 (?).|~|Text in red and blue letters with contrasting background stripes to immediate right of image: Ego Galienus in te.|~|Text below image: gni atestor quod quicumque interiorum membrorum cognitor esse desiderat eum in anothomiis diligentem esse oportet.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 91 [i.e. fol. 46],"Anatomia Ricardi.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12. Bd., n.F. 3, p. 14, abbildung 1.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 5.",115 x 75 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bmw
Index of Medieval Medical Images,ark:/21198/zz00010bnd,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f462v.tif,19,,,,,,,,"Horn players|~|Physicians|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Bruno, da Longoburgo, ca. 1200-1286|~|Trumpet, Straight|~|Teaching|~|Teachers|~|Soldiers",still image,illuminated manuscripts,pd,,,,Bruno da Longoburgo teaches.,"In initial ""U"" of ""Ut"", seated teacher (Bruno da Longoburgo?) on l. in a red, fur-trimmed beret lectures with both hands.  Before him stands a student on r. with his hands on his chest.  Two red canine heads facing opposite directions blow blue trumpet-like instruments in top margin. Man between columns, to l. and below initial, holds long shield.  Adjacent text: Bruno da Longoburgo's Cyrurgia parva.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit brevis compositio cyrurgie magistri Bruni longobucensis post compositionem alterius magne et primo prologus incipit.|~|Text to immediate right of image: Ut de opera [in alternating red and blue letters with contrasting background stripes] Tione [sic] manuali librum componens breviorem similitudinem et apertiorem quam.|~|Text immediately below image: composuerim andree tuam in petitionem paduanensis lacare porrexisti ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 924 [i.e. fol. 462v],"Bruno, da Longoburgo, ca. 1200-1286. Cyrurgia parva.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 19.",image 50 x 55 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bnd
Index of Medieval Medical Images,ark:/21198/zz00010bpx,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f472.tif,110,,,,,,,,"Grotesques - Italy - Bologna - 1300|~|Physicians|~|Roland, of Parma.|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Dragons|~|Teaching|~|Fiddle, Slightly Waisted|~|Teachers|~|Medicine",still image,illuminated manuscripts,pd,,,,Roland of Parma and students blessed by male personification of medicine.,"The initial ""M"" of ""Medicina"" is comprised of a man (Personification of Medicine?) in pink gown as the central vertical stroke; he faces forward, hands held up at sides in a gesture of benediction; two pink dragons have their mouths on his shoulders, curve away and down to become other vertical strokes on ""M"". Under the l. arch sits a master (Roland of Parma?) in a blue gown, with red ermine-trimmed mantle and cap, holding r. hand up. Three men face l. on other side of central figure. Man in foreground wears lavender, kneels, holds r. hand up. Man behind him wears pink, holds r. hand up. Third man in back wears blue. Grotesque in l. margin has human male top half, wearing blue tunic and plumed red hat, and plays a slightly-waisted fiddle, perhaps a rebec; below, it has wings and lion's legs. Canine-headed vine dragon dangles from mouth in lower l. margin. Adjacent text: Roland of Parma's Cyrurgia.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit prologus in libro cyrugie [ie-cyrurgie] magistri Rolandi parmensis.|~|Text to immediate right of image: Medicina equivocatur [in alternating red and blue letters with contrasting background stripes].|~|Text immediately below image: ad duo. Uno enim sensu dicitur instrumentum medici, alio vero dicitur ipsa ars secundum quod ipsa dividitur in theoricam et praticam [sic] ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 943 [i.e. fol. 472],"Roland, of Parma. Cyrurgia.|~|Sudhoff. Codex Fritz Paneth, p. 14, Abb. 4.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 20.",image 150 x 80 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bpx
Index of Medieval Medical Images,ark:/21198/zz00010bqf,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f489.tif,111,,,,,,,,Books|~|Physicians|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Teachers,still image,illuminated manuscripts,pd,,,,Roland of Parma holds book.,"In initial ""N""of ""Nemo"", a master (Roland of Parma?) stands alone, wearing brown cap and blue mantle over red robe, and holding a large white book.  In l. margin, man looks and points upward at scene; he wears red gown, blue mantle held up with large brown clasp, and green hood.  Adjacent text; Roland of Parma's Cyrurgia.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Explicit prima particula. Incipit prologus secunde particule.|~|Text to immediate right of image: Nemo [in alternating red and blue letters with contrasting background stripes] prolixitatis uter rudis sermonis crimen michi imponat. Cum multa paucis implicata obscuritatem potius.|~|Text immediately below image: et confusionem quod compendii commoditatem parere solent. Et ego non solum ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 977 [i.e. fol. 489],"Roland, of Parma. Cyrurgia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 20.",image 110 x 80 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bqf
Index of Medieval Medical Images,ark:/21198/zz00010brz,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f496.tif,81,,,,,,,,"Grotesques - Italy - Bologna - 1300|~|Kings and rulers|~|Historiated initials - Italy - Bologna - 1300|~|Harp|~|Authorial portraits - Italy - Bologna - 1300|~|David as Psalmist|~|David, King of Israel",still image,illuminated manuscripts,pd,,,,King David playing his harp.,"In initial ""Q"" of ""Quod"", a young beardless king (David?), wearing a blue cloak over a red embroidered gown and a high golden crown, strums a harp, portrayed here perhaps to connect themes of suffering in David's psalms to the long list of wounds and painful therapies covering the next page. He is facing three-quarters right. The tail of the ""Q"" is formed by a red, canine-headed grotesque clinging by his jaws to the bottom of the ""O"" portion of the letter and draping away downwards. It has blue wings and a green arm. A similarly-shaped grotesque hangs from his tail, but with a blue head and wings, white body, and a red arm. Adjacent text: Roland of Parma's Cyrurgia.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Explicit secunda particula, Incipit prologus tertie particule.|~|Text to immediate right of image: Quod [in alternating red and blue letters with contrasting background stripes] tanti operis utilitatem tractare tentavi et ordine certo doctorum moorum [i.e.-modorum] scientiam in hanc artem re.|~|Text immediately below image: digere desideravi plus fuit de voto presentibus et futuris proficiendi ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 991 [i.e. fol. 496],"Roland, of Parma. Cyrurgia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 20.",image 50 x 44,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010brz
Index of Medieval Medical Images,ark:/21198/zz00010bsg,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f507.tif,112,,,,,,,,"Books|~|Grotesques - Italy - Bologna - 1300|~|Physicians|~|Roland, of Parma.|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers",still image,illuminated manuscripts,pd,,,,Roland of Parma lectures.,"In free-standing miniature, a teacher (Roland of Parma?), wearing a red ermine-trimmed cap and a blue ermine-trimmed cloak over a red gown, lectures from a book held open in l. hand, pointing upwards with r. hand. He faces three-quarters right. In margin to r. of image, a canine-headed grotesque faces right, wearing ermine collar, blue tunic with button sleeves; a white pleated drapery covers its torso. Adjacent text: Roland of Parma's Cyrurgia.","Italy, (Bologna?) 1300 (?).|~|Rubricated text immediately preceding image: Explicit tertia particula. Incipit prologus quarte particule.|~|Text to immediate right of image: In parce [in alternating red and blue letters with contrasting background stripes] deo annuente disposui operi finem imponere, sed non cum sublimi stilo non colorato sermone.|~|Text immediately below image: in artem redacta cuncta perfecte supersecutus. Diligens lector michi veniam prestet ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1013 [i.e. fol. 507],"Roland, of Parma. Cyrurgia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 20.",image 45 x 45 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bsg
Index of Medieval Medical Images,ark:/21198/zz00010bt0,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f510.tif,98,,,,,,,,"Books|~|Cross, Sign of the|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Physicians|~|Education, Medical|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Roger, de Baron|~|Constantine, the African, ca. 1020-1087|~|Orbs",still image,illuminated manuscripts,pd,,,,"Physician, perhaps Roger de Baron, in initial S, above three authorities, including Constantinus Africanus.  In initial D, another portrait of Constantinus Africanus.","In initial ""S"" of ""Sicut"", within the uppper curve of the letter, a beardless master (Roger de Baron?) holds a book. He is depicted only from the waist up, facing three-quarters r. He wears a red ermine-trimmed cap and a blue ermine-trimmed cloak over a red robe. Three medical authorities stand in the lower curve of the ""S"", also depicted from the waist up. On the left is a tonsured monk (Constantinus Africanus?) in a blue habit, facing three-quarters r. and gesturing with his r. hand. The bearded physician in the center faces the same direction and gestures with the same hand; he wears a red ermine-trimmed cap and a red ermine-trimmed cloak over a blue gown. The bearded physician on the r. faces three-quarters l. and gestures with l. hand. He wears a black cap and a blue ermine-trimmed cloak over a green gown. Lower on page, in initial ""D"" of ""De"", half figure of a monk (Constantinus Africanus?) in a blue habit and cowl faces three-quarters r., points upwards with r. hand. In l. margin, a white bird with open beak faces r. A canine-headed grotesque with blue body, white wings and red arms hangs by his mouth from corner of ""S"" frame. To the l. of and just below the ""D"", a man-shaped grotesque wears a tall pointed blue hat, topped by a white spherical decoration, and a white cloak over a blue embroidered gown. He points upwards with his r. hand. To his left is a golden sphere surmounted by a cross, which appears to be supported by his l. hand under the cloak. Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit Rogerina maior et minor.|~|Text to immediate right of image: Sicut ab antiquis [in alternating red and blue letters with contrasting background stripes].|~|Text immediately below image: auctoribus habemus et earundem non eodem comunis generalium noticia particularium cognitionem non excludit ...|~|Text to immediate right of second image: De dicit lore capitis Constantinus. In viatico dolor capitis quoque fit a cerebro quo a stoma.|~|Text immediately below second image: cho. Si a cerebro continuus est dolor. Si a stomacho interpolatur ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. MS 28 p. 1019 [i.e. fol. 510],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 390 x 75 mm.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bt0
Index of Medieval Medical Images,ark:/21198/zz00010bvh,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f52v.tif,99,,,,,,,,"Grotesques - Italy - Bologna - 1300|~|Body, Human|~|Historiated initials - Italy - Bologna - 1300|~|Dissection|~|Slaughtering and slaughter-houses|~|Swine",still image,illuminated manuscripts,pd,,,,"Pig being slaughtered, perhaps for dissection.","In initial ""Q"" of ""Quoniam,"" a bare-legged man, with red kilted tunic, facing r., holds a black pig between his legs and with l. hand; holds a blade to the throat of the pig, which has a white band around its middle. In margin, above initial, a naked youth standing on a bird-head holds a sword over l. shoulder. In margin, below initial, a bald ermine-collared grotesque vine-man holds a round object in r. hand. Entire decorated area, 300 x 60 mm.  Adjacent text: Maurus Salernitanus's Anatomia.","Italy (Bologna?), 1300 (?).|~|Text to right of image: Quoniam huma [in alternating red and blue letters, with contrasting background stripes] ni corporis noticia ex partium cognitione consur|~|Text immediately below image: git et quorundam partium cognitio perfecte haberi non potest nisi per anothomiam...",,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 104 [i.e. fol. 52v],"Maurus, of Salerno, ca. 1130-1214. Anatomia.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, pp. 5-6.",140 x 60 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bvh
Index of Medieval Medical Images,ark:/21198/zz00010bw1,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f54.tif,17,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Historiated initials - Italy - Bologna - 1300|~|Dragons|~|Bloodletting,still image,illuminated manuscripts,pd,,,,Bloodletting scene in initial F.,"In initial ""F"" of ""Flebothomia"", man in blue robe, black hat, white headcovering standing, with instrument in r. hand, opening blood vessel of seated figure.  Seated figure bareheaded, in orange-red robe, holds out r. arm and, gestures laterally to l. with other arm. Vine-dragon grotesque supports vertical of initial F. Adjacent text: [Bloodletting tract].","Italy (Bologna?), 1300 (?).|~|Text to immediate right of image: FLEBO[sic]thomia est universalis purgatio multitudinem solvens ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 107 [i.e. fol. 54],"Flebothomia est universalis purgatio multitudinem solvens|~|Metropolitan Museum (N.Y.).  Secular spirit, p. 197.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 6.",50 x 35 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bw1
Index of Medieval Medical Images,ark:/21198/zz00010bxj,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f55.tif,133,,,,,,,,"Gilles, de Corbeil, fl. 1200|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Urine Flasks|~|Teaching|~|Teachers|~|Uroscopy",still image,illuminated manuscripts,pd,,,,Teacher performing uroscopy for students.,"In initial ""D"" of ""Dicitur"" seated teacher (Gilles de Corbeil?) wearing red ermine-trimmed hat and matching cape over gray robe holds urine flask in his l. hand and lectures to two students standing in front of him. Students face l., nearest gesturing with both open hands. Adjacent text: Gilles de Corbeil's Carmen de urinis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipiunt versus urinarum magistri egidii.|~|Text in red and blue letters with contrasting background stripes to immediate right of image: Dicitur urina.|~|Text immediately below image: QUONI[sic]am sit renibus una...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 109 [i.e. fol. 55],"Gilles, de Corbeil, fl. 1200? Carmen de urinis.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, pp. 6-7.",53 x 57 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bxj
Index of Medieval Medical Images,ark:/21198/zz00010bz2,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f560v.tif,109,,,,,,,,"Grotesques - Italy - Bologna - 1300|~|Physicians|~|Historiated initials - Italy - Bologna - 1300|~|Goblets|~|Patients|~|Authorial portraits - Italy - Bologna - 1300|~|Roger, de Baron|~|Drinking|~|Teachers",still image,illuminated manuscripts,pd,,,,Roger de Baron instructs a feverish patient.,"In initial ""P"" of ""Post"", a master physician (Roger de Baron?) in a black cap gestures with his r. hand. Before him, a patient (?) in a pink robe drinks from a goblet in his r. hand. In l. margin, a canine-headed grotesque hangs from the bottom of the ""P"" by his mouth. Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit tractatus de febribus. Et primo de effimera.|~|Text to immediate right of text: Post tractatum et executionem particularium egritudinum restat dicere de universalibus summis febribus. Febrium ergo alia habent summis (?).|~|Text immediately below image: ex distemperancia spiritualium. Et dicitur effimera alia ex principali distemperancia membrorum et dicitur ethica.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1120 [i.e. fol. 560v],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 70 x 42 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010bz2
Index of Medieval Medical Images,ark:/21198/zz00010c02,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f57.tif,6,,,,,,,,"Gilles, de Corbeil, fl. 1200|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Pulse|~|Students|~|Patients|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers|~|Soldiers",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Gilles de Corbeil, with student attending, takes a pulse.","A physician (Gilles de Corbeil?), at a sickbed, wearing a red ermine-trimmed hat and blue sleeveless ermine-mantled gown over pink robes, with his student behind him, takes the pulse of the patient's l. hand with his own r. hand, and gestures with l.  All three figures wear white headcoverings. In margin to l., grotesque vine-man with flail-like weapon, shield and helmet looks on.  At top end of foliage decoration, a bird stands, facing l. Entire decorated area, 75 x 80 mm. Adjacent text: Gilles de Corbeil's De pulsibus.",Created in Italy (Bologna?) in 1300 (?).|~|Rubricated text immediately preceding image: Incipiunt versus egidii de pulsibus. Et primo prohemium in prima parte ipsius operis incipit.|~|Text immediately to the right of image: Ingenii vires [in alternating red and blue letters with contrasting background stripes] modicis conatibus impar.,Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. MS 28 p. 113 [i.e. fol. 57],"Gilles, de Corbeil, fl. 1200? Carmen de urinis.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 7.",53 x 53 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c02
Index of Medieval Medical Images,ark:/21198/zz00010c1k,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f571v.tif,108,,,,,,,,"Books|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Physicians|~|Fishes|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Roger, de Baron",still image,illuminated manuscripts,pd,,,,Roger de Baron delivers a formal lecture.,"In initial ""H"" of ""Humana"", a master (Roger de Baron?) stands facing front, holding a book with r. hand. He wears a red hat (mitre?), and a blue ermine-trimmed cloak over a red gown. In the space between columns of writing to the l. of the image, a white bird perches at the top, with a blue fish in its beak. To the left of and below the image, a bald, man-shaped grotesque, naked but for a blue cloak, reaches up and touches image with r. hand.  Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Text immediately preceding image: Incipit tractatus de aquis medicinalibus.|~|Text immediately to the right of image: Humana natura non minus indiguis aquis physicalibus quam aliis medicinis. Unde.|~|Text immediately below image: contra diversas egritudines diverse fiunt aque medicinales.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1142 [i.e. fol. 571v],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 50 x 45 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c1k
Index of Medieval Medical Images,ark:/21198/zz00010c23,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f577.tif,93,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Historiated initials - Italy - Bologna - 1300|~|Patients|~|Drugs|~|Helmets|~|Drinking|~|Shields,still image,illuminated manuscripts,pd,,,,Patient drinking medicinal syrup.,"In initial ""P"" of ""Post"", standing patient in blue gown facing r. gestures with r. hand, holds gray vessel (of syrup?) with two necks in l. hand, and drinks from one of the necks. In the l. margin, a semi-human grotesque wears a red helmet and holds a blue and green shield, and looks towards l.  Chapter heading noted above is at bottom of the r. col. of the facing page, p. 1152, i.e., f. 576v. Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Text immediately preceding image: Incipit tractatus de syrupis.|~|Text to immediate right of image: Post tractatum de oleis breviter expediamus nos de syrupis. Syruporum ergo quidam sunt frigidi et laxativi, quidam frigidi et con.|~|Text immediately below image: strictivi, quidam calidi et laxativi, quidam calidi et constrictivi.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1153 [i.e. fol. 577],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 55 x 38 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c23
