Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgwd,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgwd_2416845_master.tif,158,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_157,Page 142,"Three photographs of Jess Brown cooking near Gull Lake.|~|[captions]Jess Brown cooking in the snow Gull Lake 1919. Jess with a home made net after trout,Jess and some of the trout we got out of the little creek that connects Gull and June Lake. The trout were coming up to spawn and the little stream was full of them. We laid our rods down...",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmns8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmns8_2417407_master.tif,159,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_158,Page 142_01,"[captions]Front yard of the Bystle place at Redding, Calif. About 1912. The youngest boy is ""Babe"" Bystle, son of Mr and Mrs Ade Bystle. Mrs Bystle has endorsed on this picture that the rest are ""Mrs R's four."" whoever they are.When Dave F. Smith and myself and families went to Lake Tahoe via Sacramento in 1912/3, we stopped to visit Sutter's Fort at Sacramento...The Buick loaded as we are returning from Mendocine- Shasta County trip in 1914/16 This photo was taken in front of the Mission at Santa Barbara.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh4h,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh4h_2416848_master.tif,160,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",,Page 143,"Seven photographs of Fishing at San Gabriel canyon.|~|[captions]A trout pool in Santa Anita canyon, May 1, 1927. See the man sitting at right on edge of pool.Fishing in San Gabriel canyon about 1933. L to R. Hebard West, Forrest Whitake, Mr Baker and his two boys,May 30, 1933, I took may car, with Hebard and Will Shaw for a trout fishing trip to Seven Oaks, above Redlands, Calif. L to R: our bed by the stream; Hebard West in camp; will Shaw going out to get a few.Two views of our camp at Seven Oaks, May 30, 1933.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh2g,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh2g_2416851_master.tif,161,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_160,Page 144,"Four photographs of group trekking through Pacoima canyon stream and path.|~|[captions]Pacoima Canyon.Pacoima canyon before the dam was built. L to R: Bess Velzy, Marie [crossed out] Holden and Mr Holden. 1912L to R: Mrs and Mr Holden Bess Velzy taking a picture. 1912Looking down into the canyon from the trail. A fine stream of water and plenty of shade. 1912/ 1914",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh30,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh30_2416854_master.tif,162,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",Uclalsc_98_b123_161,Page 145,"Photograph of the Kes couple who were neighbors with West family.|~|[captions]Mr Kos and wife Catherine Kos. Catherine was a neighbor of ours at 165 South Harvard Blvd., and married Mr Kos, a jeweler, who afterward bought an orange ranch at Porterville, where they lived. Taken 1919Pacoima canyon; unknown persons. Looks like a camp over under the tree. Some one standing there.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgb4,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgb4_2416857_master.tif,163,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_162,Page 146,"Three photographs of car, Monument Central Park, and skaters in Central Park.|~|[captions]In January 1917 I took a business trip east, visiting Chicago, New York, Boston, Lexington and Concord, Bunker Hill, Lowell, Providence, R.I. Worcester, Mass., Bristol, Conn. Hartford, Conn. Brooklyn, Coney Island, Philadelphia, Washington and Niagara Falls.I took a picture of this auto in Chicago to show the covering over the hood and radiator. It looked so strange to see the hoods so covered, that I wanted a picture of one.Monument Central Park, new York City,Skating in Central Park, News York City.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh0f,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh0f_2416860_master.tif,164,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_163,Page 147,"Four photographs of Central Park and Fifth Avenue, NY.|~|[captions]Two views of Central Park, New York City.Fifth Avenue, New York, in front of Public Library.Busses on Fifth Avenue New York.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmghq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmghq_2416863_master.tif,165,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_164,Page 148,"Four photographs of various cities (Burlington, Winslow, Santa Fe, and Chicago).|~|[captions]Burlington, Iowa, 1917Winslow, Arizona 1917En route east on Santa Fe 1917Chicago in January 1917",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgp9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgp9_2416866_master.tif,166,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_165,Page 148_01,"Four photographs of St. Louis and Ottumwa.|~|[captions]St Louis, Mo. Dec 1916. Stoves in streetcars to warm themSteam and frosty air in Massachusetts, 1917Main street, St Louis, 1916Ottumwa, Iowa, snapped form train 1916",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgvw,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgvw_2416869_master.tif,167,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_166,Page 149,"Three photographs of Grand Central Railroad and Aster Hotel in New York City.|~|[captions]East 1917Grand Central Railroad Station, New York City,Astor Hotel New York City where I stopped It is on Broadway, at Times Square.Another view of the Astor Hotel",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh1z,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh1z_2416872_master.tif,168,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_167,Page 150,"Five photographs of Fifth Avenue street goers and a group of manufacturers and their wives near factories in New York City.|~|[captions]Fifth Avenue, New York, in front of Public LibraryFifth Avenue, New York.Two views taken from the window of my room in Astor Hotel.A group of Manufacturers and their wives, who were taking us around New York City to see the sights. This was taken near the approach to the Brooklyn Bridge.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgfp,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgfp_2416875_master.tif,169,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_168,Page 151,"Three photographs of electric cars and one concession on street,|~|[captions]East 1917Marcel H Tisne, Sales Manager A. Schrader's Son, Inc., took me over to Coney Island to see the place. It was the dead of winter. Above are two photos of the electric cars, and below one of the concessions. Scarcely anyone stirring at that time of the year.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgg6,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgg6_2416878_master.tif,170,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_169,Page 152,"Three photographs of bridge across Charles River and the Old State House in Boston.|~|[captions]The bridge across the Charles River in Boston to Cambridge. On this bridge, it is said the poet Longfellow got his inspiration for his poem ""I stood on the Bridge at Midnight,"". This photo was taken in January 1917.Front and rear of the old State House, Boston. This picture of the rear end of the State House was taken from almost the exact spot where the Boston Massacre occurred April 1770. Set in the sidewalk, flush with the pavement, where I stood was a huge brass arrow pointing out into the street...",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgkr,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgkr_2416881_master.tif,171,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_170,Page 153,"[captions]East 1917Fanuel Hall is in a dirty part of Boston, and when I was there in 1917 was used down stairs as a fish market. The up stairs had a great lot of Revolutionary War relics, including some magnificent oil paintaings [paintings]…The old ""Granary"" burying ground at Boston.Boston State Capitol. In the corridors of this Capitol were many Revolutionary flags, drums, rifles, etc.|~|Four photographs of Fanuel Hall, ""Granary"", and State Capitol in Boston.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgm8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgm8_2416884_master.tif,172,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_171,Page 154,"Four photographs of Paul Revere's residence, First Church of Christian Science, and Boston's streets.|~|[captions]I visited the residence of Paul Revere. His house was well preserved. The front room had a whale of a fireplace.First Church, Christian Science, Boston. Not so large but beautiful inside; soft suede color rubber tiling. I attended Sunday Services.Boston's narrow crooked streets.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgns,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgns_2416887_master.tif,173,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_172,Page 155,"Four photographs of various churches and monuments in Boston.|~|[captions]East 1917Old South Meeting House, Boston. This church was used by the British as a riding academy during the Revolution.Tablet on the church.Bunker Hill monument.Bunker Hill monument. Prescott's statue.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgrb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgrb_2416890_master.tif,174,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_173,Page 156,[captions]Old South Church.The Old North Church where the lanterns were for Paul Revere.|~|Four images of Boston streets including Old State House and scene of Boston Massacre.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgsv,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgsv_2416893_master.tif,175,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_174,Page 157,"Three photographs of Bunker Hill and views from its highest point.|~|[captions]East 1917 BostonThe fortifications on Bunker and Breed Hill are carefully marked with tablets, such as the one shown.Two views of Charleston and Boston from Bunker Hill monument.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgzf,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgzf_2417410_master.tif,176,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_175,Page 158,"Three photographs of skaters on ""Frog pond"".|~|[captions]This is the way the ""Frog pond"" looked in January 1917 when I was in Boston. This frog pond was where the boys skated during the Revolutionary War, and the British soldiers broke the ice. The boys united and marched to General Gage and made complaint.Skating on the ice on Boston Common",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgtc,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgtc_2416899_master.tif,177,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_176,Page 159,"[captions]East 1917 BostonViews of the ice on Boston Common, January 1917.Ice on the Boston Common, Jan. 1917|~|Four photographs of skaters on Boston Common ice.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmgxx,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmgxx_2416902_master.tif,178,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_177,Page 160,"One photographs of boys playing shinny on Boston Common ice.|~|[captions]Boys playing shinny on the ice in Boston Common, Jan. 1917. I used to play this game on the ice on the old north bayou at Red Oak, Iowa.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhww,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhww_2416905_master.tif,179,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_178,Page 161,"Four photographs of Lexington monument, and an old belfry at Lexington.|~|[captions]East 1917Even the street car signs give you a thrillThe old belfry at Lexington. From this belfry hung the bell that was rung to call the Minute Men after arrical of Paul Revere. Taken Jan. 1917Lexington Monument",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh72,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh72_2416908_master.tif,180,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_179,Page 162,"Four photographs of Lexington Monument, old cemetery at Concord, and Concord bridge.|~|[captions]Monument Lexingtoninscription on the monumentOld cemetery at Concord.View below the old Concord Bridge.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh8k,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh8k_2416911_master.tif,181,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_180,Page 163,"Four photographs of bridge and various monuments at Concord.|~|[captions]East 1917Another view from the old Concord bridgeMonument across the bridgeMonuments at Concord, N.H. Jan 1917",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj0x,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj0x_2416914_master.tif,182,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_181,Page 164,"[captions]The present bridge at Concord.Niagara Falls, Jan, 1917.|~|Four photographs bridge at Concord and Niagara Falls.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhh6,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhh6_2416917_master.tif,183,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_182,Page 165,Four shots of Niagara Falls.|~|[captions]East 1917 Niagara FallsFour views of Niagara Falls. Jan. 1917.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhtv,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhtv_2416920_master.tif,184,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_183,Page 166,Four photographs of Niagara Falls.|~|[captions]Four more views of Niagara Falls. Jan. 1917.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhbm,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhbm_2416923_master.tif,185,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_184,Page 167,"Three photographs of Niagara falls from Canada in winter.|~|[captions]East 1917 Niagara Falls.A heavy storm had just occurred as I reached Niagara Falls. Everything was crusted with ice and snow.Two views at Niagara Falls, from the Canadian side.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhn8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhn8_2416926_master.tif,186,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_185,Page 168,"Three photographs of a group of soldiers marching near the falls in Canada, the Washington monument, and the Potomac River.|~|[captions]The world war was on. A company of Canadian soldiers marching in the snow on the Canadian side of the river at Niagara Falls. Seems to me there was a soldiers guard at the suspension bridge.Washington monument, Jan. 1917.The Potomac River on the way to Mt. Vernon.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhps,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhps_2416929_master.tif,187,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_186,Page 169,"Four photographs of Mt Vernon and the Potomac|~|[captions]East 1917 WasingtonStreet scene at Alexandria, Va. On way to Mt, Vernon. jan. 1917Mt Vernon and the Potomac.Mt. Vernon, January 1917.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhgp,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhgp_2416932_master.tif,188,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_187,Page 170,Four photographs of Mt. Vernon vaults (both old and new).|~|[captions]Mt. Vernon and the Potomac from the front of the house. Jan. 9171The old vault at Mt. Vernon.The new vault. Jan. 1917.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhf5,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhf5_2416935_master.tif,189,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_188,Page 171,"East 1917The Mt. Vernon Tomb of George and Martha Washington, mt Vernon, Jan. 1917.Soldiers at New Orleans, Jan. 1917Ducks in the cage at the New Orlans park.Two views taken in New Orleans, January 1917.|~|Six photographs of Washington tomb on Mt. Vernon, soldiers, ducks, and various residents of New Orleans.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh93,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh93_2416938_master.tif,190,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_189,Page 172,Five photographs of streets views in New Orleans.|~|[captions]New Orleans 1917Another picture of the ducks at the park.Street scene New Orleans.New Orleans.Unloading coffee at the wharf.Street scene New Orleans.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhzx,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhzx_2416943_master.tif,191,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_190,Page 173,"[captions]New Orleans 1917The cemetery New Orleans, January 1917. Owing to the water rising to the level of the surface, no graves are dug. Burials are in tombs.I do not know why I picked out this tablet to take a photo, unless to show the general design of the inscriptions.Moored to the wharf was an old prison ship, which I visited. All over the ship were implements of punishment; stocks, whips, etc, etc. Many a poor unfortunate screamed with pain in punishment on this old hulk. It was the convict Brig SUCCESS of Melbourne. Notice the huge parasol like iron wheels slipped over the mooring ropes, the way they prevented rats from coming ashore off the ship. Rats bring the plague. Taken January 1917.|~|Four photographs of cemetery in New Orleans and old prison ship.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhvc,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhvc_2416946_master.tif,192,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_191,Page 174,"Six photographs of Cline family and others in their town, Searchlight, Nevada.|~|[captions]Clarence Cline found some shallow oil wells near Virgin, Utah, and was interesting capital to develop them. he interested a young man named Majors enough that Majors said he would ge[t] up and look at the field. He had a new Buick car, and Clarence finally got up a party to go along, consisting of Majors, Wilfred Cline, Clarence Cline, Hattie Cline, Frances Cline and H.H. West. We left Los Angeles in the afternoon and stopped over night at Goff station; then to Searchlight the next day. July 1922.L to R: Clarence Cline, Frances Cline, Hattie Cline, Paul majors.Changing a tire near Searchlight, Nov.Majors and Cline putting up a sign for motorists. Near Searchlight, Nov.Traveling thru the desert between Searchlight and Las Vegas, July 1922.The Covered Wagon between Searchlight and Las Vegas, Nov. July 1922.The street scene at Searchlight Nevada, July 1922.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj1f,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj1f_2416949_master.tif,193,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_192,Page 175,"Six photographs of cars and homes near Las Vegas and surrounding areas.|~|[captions]The hotel in Searchlight where we stopped.L to R: Majors, Clarence Cline, Wilfrid Cline, Hattie Cline, Utah, July 1922.Near Las Vegas, Nev. July 1922. L to R: Frances Cline, Paul Majors, Hattie Cline in care.Parked in Las Vegas, Nev. for lunch. Watermelon tasted good.The hotel at Bunkerville, Utah. We stopped here all night; I took a blanket and slept out in the grass in the front yard, and the big toads hopped all over me all night. On the wall of the living room, over a fire place, hung a picture of the old Mormon Bunker. He looked like the strictest puritan. We had fine buttermilk here; all we could drink,July 1922. Somewhere in UtahIt was during prohibition, but those Mormons were making good beer everywhere. The best was at St Thomas.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhmr,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhmr_2416952_master.tif,194,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_193,Page 176,"Two photographs of Agnew Lake and mountain with campers.|~|[captions]Long Valley.A picture of Agnew Lake taken May 19, 1925 by Glen Velzy. Agnew is above Silver lake, and quite a bit of a hike up.A camp on Hilton Creek when I had Stavnow, Cole and Schmitz along with me. The mountains were covered with snow and the wind blew hard and cold. We fished Hilton, McGee and Convict Creeks, with our sweaters on. We laid the fish in snow banks over night. Stavnow was fishing in McGee creek, and walked off a steep bank when wading through the snow and went down in the snow to his arm pits.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhsb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhsb_2416955_master.tif,195,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_194,Page 177,"Two photographs of H.H. West with his catch at Sherwin Creek and a landscape shot of the lake and mountains surrounding campsite.|~|[captions]In 1921 I took Elizabeth West, Wilfrid Cline and Frank Beckett to long Valley, thence up over Tioga to Yosemite and home. We made camp where the road rom Convict Lake to mammoth crosses Sherwin Creek. We fished up above camp to the Sherwin Lakes. Got some nice fish here. August 1921. H.H. West and Sherwin Creek fish.A photo of the country around xxx June Lake. !916",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmh6j,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmh6j_2416958_master.tif,196,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_195,Page 178,"Four photographs of Buick on street and camp on Big River.|~|[captions]A vacation trip to Mendicino County, California in August and Sept. 1916.My Buick on the road from Boonsville to Mendocino.Same, with Elizabeth West by the car.My Buick and Glen Velzy's Buiick [Buick] as we pulled in to the mendincoOur camp on Big River in the big Redwoods.The party consisted of Al and Ray Schmitz in Ray's car; Glen Velzy and Mrs George M. West. Glen Velzy had lived in Mendocino and knew the Chambers family. Chambers was now Sheriff and got us a permit from the Mendocino Lumber Company to go over to their ranch and camp on Big River.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhc4,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhc4_2416961_master.tif,197,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_196,Page 179,"Two photographs of hunted animals and hikers on trail.|~|[captions]Al Schmitz, Ray Schmitz and Glen Velzy walking down the road to the Ranch house.When the deer season opened one of the ranch hands took Al Schmitz and myself for a deer hunt on ""Buckskin Flat."" I drove my car with Al and the ranch hand, and his dog, about a mile below the ranch house, and we were to go up on the ridge above the river...",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhjq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhjq_2416964_master.tif,198,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_197,Page 180,"Four photographs of the Falls and Burney Butte.|~|[captions]Some pictures taken around Burney Falls in Shasta County in 1916 when on a vacation up there.The country between the Falls and burney butte in the back ground.The Hotel at Burney, and the pump out in font. Elizabeth or Frances West is at the pump.I am taking on gas at the Burney garage. View of Burney Falls form above.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhq9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhq9_2416967_master.tif,199,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_198,Page 181,"Four different views of Burney Falls.|~|[captions]An old view of Burney Falls.Several years late from almost the same spot.Burney Falls.Burney Falls from below, showing the big pool at the foot of the falls. I am fishing this pool when this picture was taken, and my hat and pole may be seen at the center of the extreme lower edge.",,,,,,,,,,
