"Object Type","Title","Item ARK","Parent ARK","File Name","Item Sequence","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Summary","Format.dimensions","Format.extent","Format.medium","Genre","Language","Local identifier","Thumbnail","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","Statement of Responsibility","Subject geographic","Subject temporal","viewingHint","Subject topic","IIIF Manifest URL"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 28","ark:/21198/z1t1730k","ark:/21198/z1t45sc2","","","","","Witnesses: Mabuya (page 1995), Grove (page 2000), Nyepisi (page 2003), Motsei (page 2009), Selanyane (page 2016), Mabote (page 2020), Moshloli (page 2026), Maphiki (page 2033), Dethedo ( page 2039), Kok (page 2042), Lambinon (page 2052)","","1960-12-02","","","","","61 pages","","reports","eng|~|afr","b7617662_courtcase_v028","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3x1r","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t1730k/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 29","ark:/21198/z1p86b7d","ark:/21198/z1t45sc2","","","","","Witnesses: Vermaak (page 2054), Thoba (page 2059), Mabuya (page 2060), Kok (page 2061), Dethedo ( page 2083), van Zyl (page 2086), Kumalo (2123)","","1960-12-08","","","","","88 pages","","reports","eng|~|afr","b7617662_courtcase_v029","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8jkp","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p86b7d/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 30","ark:/21198/z1jh5kfs","ark:/21198/z1t45sc2","","","","","Witnesses: Mentour (page 2138), Van Rensburg (page 2141), van Zyl (page 2170), de Vries (page 2182), Ngumbuxa (page 2190)","","1960-12-09","","","","","73 pages","","reports","afr|~|eng","b7617662_courtcase_v030","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s202ph","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh5kfs/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 31","ark:/21198/z1dr4trh","ark:/21198/z1t45sc2","","","","","Witnesses: van Zyl (page 2210), Pretorius (page 2249), van Niekerk (page 2273), Steyn (page 2280)","","1960-12-12","","","","","92 pages","","reports","afr|~|eng","b7617662_courtcase_v031","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3ch8","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4trh/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 32","ark:/21198/z190432b","ark:/21198/z1t45sc2","","","","","Witnesses: Mokebda (page 2298), Meyer (page 2325), Olivier (page 2344)","","1960-12-15","","","","","73 pages","","reports","eng|~|afr","b7617662_courtcase_v032","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0m74","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz190432b/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 33","ark:/21198/z1573bbm","ark:/21198/z1t45sc2","","","","","Witnesses: Gray (page 2370), Doubada (page 2349), Smit (page 2392), Dekker (page 2394), Kutivane (page 2397), Mvala (page 2405), Spies (page 2425)","","1960-12-19","","","","","70 pages","","reports","eng|~|afr","b7617662_courtcase_v033","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3x26","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1573bbm/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 34","ark:/21198/z11g2kkf","ark:/21198/z1t45sc2","","","","","Witnesses: Coetzee (page 2438), Motsoahole (page 2447), Halebese (page 2461), Mavimbela (page 2464), Tatai (page 2473)","","1960-12-20","","","","","54 pages","","reports","afr|~|eng","b7617662_courtcase_v034","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030rqf","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g2kkf/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 35","ark:/21198/z1wt0sjx","ark:/21198/z1t45sc2","","","","","Witnesses: Reyneke (page 2490), Ntikane (page 2499), Tatai (page 2502), Mpempe (page 2507), Moroena (page 2514), Mota (page 2518)","","1960-12-21","","","","","68 pages","","reports","afr|~|eng","b7617662_courtcase_v035","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1pn0","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0sjx/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 36","ark:/21198/z1s201tw","ark:/21198/z1t45sc2","","","","","Witnesses: Malgas (page 2554), Exilishe (page 2559), Olifant (page 2562), Mohoerra (page 2567), Ndaba (page 2570), Willers (page 2576), Wessels (page 2591), Smuts (page 2600)","","1961-01-03","","","","","23 pages","","reports","eng","b7617662_courtcase_v036","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17101q7","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s201tw/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 37","ark:/21198/z1n89914","ark:/21198/z1t45sc2","","","","","Witnesses: Litelu (page 2618), Joubert (page 2622), Smit (page 2632), Ngurenya (page 2633), Mtimkulu (page 2645)","","1961-01-04","","","","","80 pages","","reports","afr|~|eng","b7617662_courtcase_v037","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9nzt","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n89914/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 38","ark:/21198/z1hh8j9d","ark:/21198/z1t45sc2","","","","","Witnesses: Bester (page 2658), Fourie (2659), Cioffi (page 2654), Blake (page 2656), Mekhoe (page 2662), Seetsi (page 2676)","","1961-01-05","","","","","38 pages","","reports","eng|~|afr","b7617662_courtcase_v038","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36xs2","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh8j9d/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 39","ark:/21198/z1cr7snk","ark:/21198/z1t45sc2","","","","","Witnesses: Kxilishe (page 2679), Van Rensburg (page 2689), Potgieter (page 2691), Fourie (2709), Mynhardt (page 2727), Scheepers (page 2755), Saarman (page 2759), Dollery (page 2787)","","1961-01-09","","","","","103 pages","","reports","eng|~|afr","b7617662_courtcase_v039","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3072","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr7snk/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 40","ark:/21198/z18071z0","ark:/21198/z1t45sc2","","","","","Witnesses: January (2788), Engelbrecht (page 2801), Nthekoa (page 2835)","","1961-01-23","","","","","60 pages","","reports","eng|~|afr","b7617662_courtcase_v040","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9w6j","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18071z0/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 41","ark:/21198/z1476967","ark:/21198/z1t45sc2","","","","","Witnesses: Nthekoa (page 2845), Fourie (page 2847), van Beloll (page 2850), Robinson (page 2854), Doubada (page 2868), Laurens (page 2869), Makgoe (page 2899)","","1961-01-26","","","","","58 pages","","reports","eng|~|afr","b7617662_courtcase_v041","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z058g2","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1476967/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 42","ark:/21198/z10k47wt","ark:/21198/z1t45sc2","","","","","Witnesses: Aswegan (page 2902), Tregoux (page 2906), Makabela (page 2912)","","1961-01-27","","","","","18 pages","","reports","afr|~|eng","b7617662_courtcase_v042","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn36fx","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k47wt/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 43","ark:/21198/z1vt3rc3","ark:/21198/z1t45sc2","","","","","Witness: Wessels (page 2925)","","1961-03-09","","","","","17 pages","","reports","eng","b7617662_courtcase_v043","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476b6n","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3rc3/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 44","ark:/21198/z1r230mm","ark:/21198/z1t45sc2","","","","","Witnesses: Burger (page 2954), Mmotong (page 2957), Els (page 2959)","","1961-04-10","","","","","39 pages","","reports","eng|~|afr","b7617662_courtcase_v044","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1rd9","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r230mm/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 45","ark:/21198/z1m927ww","ark:/21198/z1t45sc2","","","","","Witnesses: Maja (page 2995), Motaung (page 3024), Lethege (page 3038), Thabane (page 3048), Seretho (page 3058)","","1961-04-17","","","","","89 pages","","reports","eng","b7617662_courtcase_v045","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd60vk","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m927ww/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 46","ark:/21198/z1gj1h7g","ark:/21198/z1t45sc2","","","","","Witnesses: Musibi (page 3074), Gopane (page 3097), Ndamse (page 3099), Moleko (page 3101), E. Moleko (page 3112), Maisanga (page 3117)","","1961-05-01","","","","","75 pages","","reports","eng","b7617662_courtcase_v046","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz57hg","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj1h7g/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 47","ark:/21198/z1bs0rg9","ark:/21198/z1t45sc2","","","","","Witnesses: Motaung (page 3131), Sakwane (page 3133), Morobe (page 3140), Mhlambi (page 3142), Peter Molefi (page 3175)","","1961-05-02","","","","","69 pages","","reports","eng","b7617662_courtcase_v047","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz795c","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs0rg9/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 48","ark:/21198/z17100r8","ark:/21198/z1t45sc2","","","",""," ","","1961-05-09","","","","","18 pages","","reports","eng","b7617662_courtcase_v048","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4wjz","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17100r8/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 49","ark:/21198/z13b7zgs","ark:/21198/z1t45sc2","","","","","Witness: Robert Sobukwe (page 3217)","","1961-05-10","","","","","67 pages","","reports","eng","b7617662_courtcase_v049","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx99t4","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b7zgs/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 50","ark:/21198/z1zk7g0w","ark:/21198/z1t45sc2","","","","","Witness: Ian Berry (page 3278)","","1961-05-12","","","","","32 pages","","reports","eng","b7617662_courtcase_v050","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8dh2","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk7g0w/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 51","ark:/21198/z1tt6q68","ark:/21198/z1t45sc2","","","","","Witness: Gabuse (page 3316)","","1961-05-12","","","","","25 pages","","reports","eng","b7617662_courtcase_v051","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28zh4","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt6q68/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 52","ark:/21198/z1q25zh9","ark:/21198/z1t45sc2","","","","","Witnesses: Potlako Leballo (page 3287, 3308), David Ramodibe (page 3332) ","","1961-05-15","","","","","12 pages","","reports","eng","b7617662_courtcase_v052","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb738v","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25zh9/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Court Cases, Volume 53","ark:/21198/z1k956td","ark:/21198/z1t45sc2","","","","","Witness: David Ramodibe (page 3340)","","1961-05-24","","","","","10 pages","","reports","eng","b7617662_courtcase_v053","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd60w1","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k956td/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Judgement of the Magistrate, Volume 01","ark:/21198/z1tm99gz","ark:/21198/z1t45sc2","","","","","","","1965-02-15","","","","","37 pages","","reports","eng","b7617662_judgment_v001","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0d6h","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm99gz/manifest"
"Work","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960, Judgement of the Magistrate, Volume 02","ark:/21198/z1pz784h","ark:/21198/z1t45sc2","","","","","","","1965-06-22","","","","","140 pages","","reports","eng","b7617662_judgment_v002","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767fp4","","","","Johannesburg, South Africa","Commission of Enquiry into the Occurrences at Sharpeville (and other places) on the 21st March, 1960","University of California, Los Angeles. Library. Department of Special Collections","text","unknown","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2566","","","","individuals","Sharpeville Massacre, Sharpeville, South Africa, 1960|~|Massacres--South Africa|~|South Africa--History--1909-1961","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz784h/manifest"
