Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/zz001njkvw,ark:/21198/zz001njgf7,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njkvw-1-master.pdf,1,,,,event program,,,,"Mental Health Archive (LB, MHA Wellness Center Binder Subfolder)|~|Mental Health Archive",,eng,,,none given,,,,,,"2004 8-30 MHA Main Street and Wellness Center Information, Opening Event and other Events",8-30-2004,"8-30-2004 Main Street and Wellness Center Opening Information and other Events (Long Beach, CA:) Mission Statement, ""Does This Sound Like You?"" Description and if interested/enrolling in Main Street & The Wellness Center, Events, Mapquest maps, ""Power In Information"" Health-Related Topics Discussion (Diabetes,) Services-Oriented Wellness Center Chart, 8-26-2004 Focus Group Agenda's Meeting Outline and Minutes, and 7-29-2004 Focus Group Agenda's Meeting Minutes.",Long Beach,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njkvw-1-master.pdf,Long Beach,Packet,,,DMH,
Mental Health Archive,ark:/21198/zz001njkwd,ark:/21198/zz001njgf7,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njkwd-1-master.pdf,2,,,,,report,,,"Mental Health Archive (LB, MHA Wellness Center Binder Subfolder)|~|Mental Health Archive",,eng,,,,,none given,DMH,,DMH,2004 11-30 Draft Attachment B--DMH MHSA Vision Statement County Plans for SOC Component,11-30-2004,11-30-2004 Draft Attachment B--DMH MHSA Vision Statement County Plans for SOC Component,2004,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njkwd-1-master.pdf,,Attachment,,,,
Mental Health Archive,ark:/21198/zz001njkzf,ark:/21198/zz001njgf7,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njkzf-1-master.pdf,4,,,,report,,,,"Mental Health Archive (LB, MHA Wellness Center Binder Subfolder)|~|Mental Health Archive",,eng,,,,,,CCCMHA,,National Council for Community Behavioral Healthcare (NCCBH),2004 12-08 1st Draft MHA Response To 11-30-2004 DMH Guidance on County Planning General Comments,12-08-2004,12-08 2004 1st Draft MHA Response To 11-30-2004 DMH Guidance on County Planning General Comments as well as additional steps and requirements suggested by the CCCMHA.,,,11-30-2004 to 12-08-2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njkzf-1-master.pdf,,Response,,,,
Mental Health Archive,ark:/21198/zz001njm0f,ark:/21198/zz001njgf7,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm0f-1-master.pdf,5,,,,letter,,,,"Mental Health Archive (LB, MHA Wellness Center Binder Subfolder)|~|Mental Health Archive",,eng,,,,,,California Department of Mental Health,,DMH,2004 12-17 DMH Provider Site Short Doyle Certification,12-17-2004,12-17-2004 Application and Attachments for the (Re-)Certification Protocol of Providers involving County Owned/operated Short-Doyle/Medi-Cal sites.,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm0f-1-master.pdf,,Application with direction Attachments,,,,
Mental Health Archive,ark:/21198/zz001njm1z,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm1z-1-master.pdf,1,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,"Steinberg, Darrell",,,Darrell Steinberg,,California State Government,2003 5-22 Assemblymember Steinberg's Request for Funds Letter to support the Mental Health Ballot Initiative,5-22-2003,5-22-2003 Assemblymember Steinberg's Initiative letter to support the Mental Health Ballot Initiative (Prop 63) to fund Mental Health Services in California.,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm1z-1-master.pdf,,,,,,
Mental Health Archive,ark:/21198/zz001njm2g,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm2g-1-master.pdf,2,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)",,eng,,,,,"Buck, John",CCCMHA,,National Council for Community Behavioral Healthcare (NCCBH),2003 08-27 MHSA Contribution FAQ,08-27-2003,08-27-2003 CCCMHA's FAQ for contributions to the Mental Health Initiative csampaign via 501(c)3 Non-Profit Agencies.,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm2g-1-master.pdf,,FAQ,,,,
Mental Health Archive,ark:/21198/zz001njm30,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm30-1-master.pdf,3,,,,report,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,,,none given,Campaign For Mental Health,,,2003 03 Mental Health Service Act Voter Polling,March 2003,A March 2003 Poll asking potential voters about their opinion on the Mental Health Services Act with four levels of different information and polling questions associated with that level of information released,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm30-1-master.pdf,,Poll,,,Mental Health Association in California,
Mental Health Archive,ark:/21198/zz001njm4h,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm4h-1-master.pdf,4,,,,report,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)",,eng,,,,,none given,,,,2003-2004 Mental Health and Mental Health Service Act Newspaper Articles,2003-2004,2003-2004 Mental Health and Mental Health Service Act Newspaper Articles,,,2003-2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm4h-1-master.pdf,California,Newspaper Articles,,,MHSA,
Mental Health Archive,ark:/21198/zz001njm51,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm51-1-master.pdf,5,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,"Mahler, Jay",,,,,California Network of Mental Health Clients (CNMHC),2004 06-17 Jay Mahler's Keynote on the Mental Health Initiative Act for California Network of Mental Health Clients' Capitol Day,,06-17-2004 Jay Mahler's Keynote address on the Mental Health Initiative Act for California Network of Mental Health Clients' Capitol Day,,,6-17-2004,2004 06-17 Jim Mahler Keynote on the Mental Health Initiative Act for CNMHC Capitol Day,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm51-1-master.pdf,,Keynote Speech,,,,
Mental Health Archive,ark:/21198/zz001njm72,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm72-1-master.pdf,7,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,,,"O'Brien, Mary Jo",California Network of Mental Health Clients (CNMHC),,California Network of Mental Health Clients (CNMHC),2004 09 California Network of Mental Health Clients Mental Health Services Act Position Paper,September 2004,September 2004 California Network of Mental Health Clients Mental Health Services Act Position Paper,California,,2004,2004 09 CNMHC MHSA Position Paper,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm72-1-master.pdf,,Political Position Paper,,,,
Mental Health Archive,ark:/21198/zz001njm8k,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm8k-1-master.pdf,8,,,,report,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,none given,,,Campaign for Mental Health.Org,,Mental Health America,2004 Basic Facts About the Mental Health Initiative Act,2004,A bullet-point listing of facts regarding the MH Initiative Act.,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm8k-1-master.pdf,,Basic Facts on MHSA Election Initiative,,,,
Mental Health Archive,ark:/21198/zz001njm93,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njm93-1-master.pdf,9,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,,,,,,none given,Campaign for Mental Health,,Mental Health America,2004 Campaign For Mental Health Contribution and Schedule of Meetings forms and letter,2004,2004 Campaign For Mental Health Contribution and Schedule of Meetings form and letter,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njm93-1-master.pdf,,Forms,,,,
Mental Health Archive,ark:/21198/zz001njmdn,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmdn-1-master.pdf,12,,,,,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,2004 02 Final Turn in Of Volunteer Signatures,02-2004,FInal Tally and Turn in of Voter Signatures to get the MHSA on the November 2004 Ballot,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmdn-1-master.pdf,California,Signature Statistics Report,,,California State Government,
Mental Health Archive,ark:/21198/zz001njmf5,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmf5-1-master.pdf,13,,,,report,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)|~|Mental Health Archive",,eng,,,,,none given,Campaign for Mental Health,,,2004 Do you Know?: Mental Health Facts from California and the Nation,Unknown,"2004: Do you Know? Mental Health Facts from California and the Nation regarding the MHSA balloted measure on November 2004, including the bill summary and newspaper articles.",,,California|~|United States,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmf5-1-master.pdf,,Facts,,,Mental Health America,
Mental Health Archive,ark:/21198/zz001njmgp,ark:/21198/zz001njggr,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmgp-1-master.pdf,14,,,,letter,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)",,eng,,,,,,Campaign for Mental Health,,,Questions and Answers on the Mental Health Services Act unknown date,Unknown,Unknown date A Q&A from the Campaign for Mental Health what the MHSA will cover.,California,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmgp-1-master.pdf,,Q&A,,,Mental Health America,
Mental Health Archive,ark:/21198/zz001njmh6,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmh6-1-master.pdf,1,,,,manuscripts (document genre),,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,MHA,1998 3-11 Barriers for Home Barriers,3-11-1998,"Topics Home Buyers under the My Front Door Program need to qualify for to get Banker/Lender Approval (such as: Credit history, Down Payment, Loan Income Payment Ratio, etc.)","Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmh6-1-master.pdf,"Long Beach, CA",FAQ,,,,
Mental Health Archive,ark:/21198/zz001njmjq,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmjq-1-master.pdf,2,,,,,,,,"Mental Health Archive (LB, My Front Door Subfolder)",,eng,,,,,none given,,,MHA,1998 3-11 My Front Door Letter and Application Form to a Specific Consumer,3-11-1998,,"Long Beach, CA",,,,My Front Door Letter and Application Form tgo a specific Consumer,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmjq-1-master.pdf,"Long Beach, CA",Application,,,,
Mental Health Archive,ark:/21198/zz001njmk7,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmk7-1-master.pdf,3,,,,proposal,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,MHA,1998 My Front Door Presentation,1998,My Front Door (PowerPoint) Presentation,"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmk7-1-master.pdf,"Long Beach, CA",Powerpoint Presentation,,,,
Mental Health Archive,ark:/21198/zz001njmmr,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmmr-1-master.pdf,4,,,,proposal,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,MHA,1998 My Front Door Overiew,1998,Summary of the My Front Door Program and the MHA.,"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmmr-1-master.pdf,"Long Beach, CA",Overview,,,,
Mental Health Archive,ark:/21198/zz001njmn8,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmn8-1-master.pdf,5,,,,report,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,"Head, Kathleen",,,,1999 12-16 My Front Door Program Auditor Report,12-16-1999,Auditor KMA report on My Front Door Program,"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmn8-1-master.pdf,"Long Beach, CA",,,,MHA,
Mental Health Archive,ark:/21198/zz001njmps,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmps-1-master.pdf,6,,,,event program,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,none given,,,,,MHA,2000 My Front Door Application Template,2000,"Template letter, self-test and application form. Also, see http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmjq-1-master.pdf","Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmps-1-master.pdf|~|http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmjq-1-master.pdf,"Long Beach, CA",Template,,,,
Mental Health Archive,ark:/21198/zz001njmq9,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmq9-1-master.pdf,7,,,,data tables,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,MHA,My Front Door Budget Summary June 2000 to May 2003,2000,,"Long Beach, CA",,,,Data Tables for 2000-2003 MFD Budget.,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmq9-1-master.pdf,"Long Beach, CA",,,,,
Mental Health Archive,ark:/21198/zz001njmrt,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmrt-1-master.pdf,8,,,,proposal,,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,Memorandum of Agreement,MHA,My Front Door Housing Proposal No Listed Date,Unknown Date,Proposal of Memorandum of Agreement for My Front Door to the Long Beach Housing Authority (no date listed.),"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmrt-1-master.pdf,"Long Beach, CA",,,,,
Mental Health Archive,ark:/21198/zz001njmsb,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmsb-1-master.pdf,9,,,,manuscripts (document genre),,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,MHA,,MHA,My Front Door Overview No Listed Date,None Given,History of MFD and the MHA in Pamphlet form.,"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmsb-1-master.pdf,,Pamphlet,,,,
Mental Health Archive,ark:/21198/zz001njmtv,ark:/21198/zz001njgh8,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmtv-1-master.pdf,10,,,,manuscripts (document genre),,,,"Mental Health Archive (LB, My Front Door Subfolder)|~|Mental Health Archive",,eng,,,,,none given,MHA,,MHA,Notes on My Front Door no year Given,"January 12 at 10:30 A.M., no year given.",,"Long Beach, CA",,,,My Front Door notes detailing its benefits for consumers.,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmtv-1-master.pdf,,Notes,,,,
Mental Health Archive,ark:/21198/zz001njmvc,ark:/21198/zz001njgjs,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmvc-1-master.pdf,1,,,,proposal,,,,"Mental Health Archive (LB, Peer Support Training Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,2004 Advanced Peer Support Training,2004,2004 Synopsis and details on the Advanced Peer Support Training Class.,,,2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmvc-1-master.pdf,"Los Angeles County, CA",Training Summary,,,DMH,
Mental Health Archive,ark:/21198/zz001njmww,ark:/21198/zz001njgjs,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmww-1-master.pdf,2,,,,proposal,,,,"Mental Health Archive (LB, Peer Support Training Subfolder)|~|Mental Health Archive",,eng,,,"Bond, Catherine",,,Project Return: The Next Step,,,2004 07 Peer Support Training for July 2004,07-08-2004,Peer Support Training and class syllabus for July 2004.,,,07-08-2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmww-1-master.pdf,,Training Syllabus,,,DMH,
Mental Health Archive,ark:/21198/zz001njmzx,ark:/21198/zz001njgjs,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njmzx-1-master.pdf,4,,,,report,,,,"Mental Health Archive (LB, Peer Support Training Subfolder)|~|Mental Health Archive",,eng,,,"Bond, Catherine",,,Mental Health Los Angeles,,,2006 8-20 Course For Peer providers DRAFT,8-20-2006,"Draft Report on the 15-day class for Peer Providers of all kinds (counselors, advocates, supporters, bridgers, mentors, etc.)",,,8-20-2006,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njmzx-1-master.pdf,,Draft Training Program,,,DMH|~|MHA,
Mental Health Archive,ark:/21198/zz001njn0x,ark:/21198/zz001njgjs,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn0x-1-master.pdf,5,,,,proposal,,,,"Mental Health Archive (LB, Peer Support Training Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,Peer Support and Model Questions/Ideas no date,Unknown Date,"Rough talking Points, hourly breakdown Wellness Center ""Golden Rules"" and penned notes about Peer Support, unknown date.","Los Angeles County, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn0x-1-master.pdf,"Los Angeles County, CA",Outline Notes,,,DMH,
Mental Health Archive,ark:/21198/zz001njn1f,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn1f-1-master.pdf,1,,,,,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,"Compton, William",,,The Mental Health Association in Los Angeles County,,,2003 6-17 MH Los Angeles Letter about Project Return: The Next Step Proposed South Los Angeles Wellness Center,6-17-2003,Letter from The Mental Health Association in Los Angeles County's William Compton about Project Return: The Next Step's Proposal for their own Wellness Center.,South Los Angeles,,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn1f-1-master.pdf,,Information on PR:TNS Proposal,,,DMH,
Mental Health Archive,ark:/21198/zz001njn2z,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn2z-1-master.pdf,2,,,,,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,,,none given,MHA,,MHA,2006-2007 FY Prospective Budget for Pearl E Johnson MHA Wellness Center  Willowbrook/Watts,2006,2006-2007 FY Prospective Budget for Pearl E Johnson  MHA Wellness Center  Willowbrook/Watts,"Willowbrook/Watts, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn2z-1-master.pdf,,,,,,
Mental Health Archive,ark:/21198/zz001njn3g,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn3g-1-master.pdf,3,,,,report,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,MHA,2006 10-20 Pearl Ella Johnson Wellness Center Membership Monthly Reports,10-20-2006,10-20-2006 Pearl Ella Johnson Wellness Center membership monthly reports listing duplicated and un-duplicated members in reverse order (from April 2005 to August 2006.),"Willowbrook/Watts, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn3g-1-master.pdf,"Willowbrook/Watts, CA",Monthly Membership Reports,,,,
Mental Health Archive,ark:/21198/zz001njn40,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn40-1-master.pdf,4,,,,event program,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,,,"Jenkins, Robert Eric|~|Zaldivar, Maria",Pearlk Ella Johnson Wellness Center,,DMH,2006 10 Wellness Center October 2006 Calendar,2006,2006 10 Wellness Center October 2006 Events Calendar.,,,2006,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn40-1-master.pdf,,Calendar,,,,
Mental Health Archive,ark:/21198/zz001njn5h,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn5h-1-master.pdf,5,,,,letter,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,"Hobson, William D. Jr.",,,Watts Healthcare Corporation,,MHA,2006 11-03 Memorandum of Understanding Between Watts Healthcare Corporation and the Mental Health Association to Serve Clients of the Pearl Ella Johnson Wellness Center,,11-03-2006 Memorandum of Understanding Between Watts Health Care Corporation and the Mental Health Association to Serve Clients of the Pearl Ella Johnson Wellness Center,,,"Willowbrook/Watts, CA",,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn5h-1-master.pdf,,Memorandum of Understanding,,,,
Mental Health Archive,ark:/21198/zz001njn61,ark:/21198/zz001njgk9,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn61-1-master.pdf,6,,,,report,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)|~|Mental Health Archive",,eng,,,,,none given,Project Return: The Next Step,,,Project Return: The Next Step Wellness Center Pilot Program,Unknown Date,Details of Project Return: The Next Step's Wellness Center.,"Los Angeles County, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn61-1-master.pdf,,,,,DMH,
Mental Health Archive,ark:/21198/zz001njn7j,ark:/21198/zz001njgmt,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn7j-1-master.pdf,2,,,,event program,,,,"Mental Health Archive (LB, Prop 63 Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,2004 11-02 Yes on Proposition 63 Pamphlet,11-02-2004,"Pamphlet listing supporters and causes why toi vote ""Yes"" on Prop. 63.",,,2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn7j-1-master.pdf,CA,Pamphlet,,,DMH,
Mental Health Archive,ark:/21198/zz001njn82,ark:/21198/zz001njgmt,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn82-1-master.pdf,1,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,2004 7-30 About Proposition 63 Full Text,7-30-2004,Full Text description of Prop. 63,,,2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn82-1-master.pdf,CA,Proposition Full Text,,,DMH,
Mental Health Archive,ark:/21198/zz001njn9k,ark:/21198/zz001njgmt,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njn9k-1-master.pdf,4,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Subfolder)|~|Mental Health Archive",,eng,,,,,"Delchert, Kristen",DMH,,DMH,2004 11-08 Tenative Timeline for State Implementation of Proposition 63,11-08-2004,Arrow Based Time-line State Implementation proposal for Prop 63.,,,11-08-2004,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn9k-1-master.pdf,,Time-Line,,,,
Mental Health Archive,ark:/21198/zz001njnb3,ark:/21198/zz001njgmt,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njnb3-1-master.pdf,5,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Subfolder)|~|Mental Health Archive",,eng,,,,,,,,,2004 11-02 Pamphlet Page 1,11-02-2004,"Page 1 (Title Page only) of ""Yes on Prop. 63"" Pamphlet. Also, see Item Sequence Link 2 in this Section.(http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn7j-1-master.pdf)",,,2004,"2004 11-02 ""Yes On Proposition 63"" Pamphlet, Page 1",,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njnb3-1-master.pdf|~|http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njn7j-1-master.pdf,CA,Pamphlet,,,DMH,
Mental Health Archive,ark:/21198/zz001njncm,ark:/21198/zz001njgmt,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njncm-1-master.pdf,7,,,,report,,,,"Mental Health Archive (LB, Prop 63 Subfolder)|~|Mental Health Archive",,eng,,,,,"Ragins, Mark",,,DMH,2005 Proposition 63 Begins: An Implementation Toolbox Draft,2004-2005,Listing how to change and follow thew transformations to a Recovery-Based Model for Prop. 63 Funding of all Providers.,CA,,,2005 The Mental Health Service Act: A Draft Implementation Toolbox of Proposition 63,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njncm-1-master.pdf,CA,Draft Toolbox,,,,
Mental Health Archive,ark:/21198/zz001njnd4,ark:/21198/zz001njgnb,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njnd4-1-master.pdf,1,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Village Interests Subfolder)|~|Mental Health Archive",,eng,,,,,"Bloomgarden, Dena",,,DMH,2004 9-12 Village Planning Effort,9-12-2004,Planning Ideas for the Village Center (before and after Prop 63's passage) and to have every Idea people have/will throw out on the Drawing Board or in Development as well as to have a collective group working.,"Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njnd4-1-master.pdf,,Planning,,,,
Mental Health Archive,ark:/21198/zz001njnfn,ark:/21198/zz001njgnb,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njnfn-1-master.pdf,2,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Village Interests Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,,2004 Village Grouped Interests,2004,"Staff Interests for Running Village Projects Grouped (""where more than one person implied group interest"" in a subject.)","Long Beach, CA",,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njnfn-1-master.pdf,"Long Beach, CA",Grouped Interest,,,DMH,
Mental Health Archive,ark:/21198/zz001njng5,ark:/21198/zz001njgnb,1,In progress,ChildWork,neuropsych/pdf/masters/21198-zz001njng5-1-master.pdf,3,,,,proposal,,,,"Mental Health Archive (LB, Prop 63 Village Interests Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,DMH,2004 04 Seven Propositions as Conditions for Replication,April 2004,Seven Village Traits that are suggested be implemented or introduced to new and existing  Centers.,"Long Beach, CA",,,2004 04 Seven (Village) Propositions as Conditions for Replication (to Other Centers),,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njng5-1-master.pdf,"Long Beach, CA",,,,,
