Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.caption,Format.dimensions,Relation.hasPart,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Mental Health Archive,ark:/21198/zz002czrr6,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrr6_2107736_master.tif,21,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County|~|National Alliance for the Mentally Ill NAMI,,eng,,,,,"Schultz, Mary Jane",,1 p.,AMI-ABLE,Mary Jane Schultz NAMI Plays Piano Photo,,Mary Jane Schultz NAMI Plays Piano Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrr6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrr6/manifest
Mental Health Archive,ark:/21198/zz002czrsq,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrsq_2107739_master.tif,22,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County|~|National Alliance for the Mentally Ill NAMI,,eng,,,,,"Doyle, John|~|Schultz, Peter",,1 p.,AMI-ABLE,Peter Schultz and John Doyle NAMI Photo,,Peter Schultz and John Doyle NAMI Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrsq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrsq/manifest
Mental Health Archive,ark:/21198/zz002czrt7,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrt7_2107742_master.tif,23,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,Prize Winning Poster Photo,,Prize Winning Poster Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrt7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrt7/manifest
Mental Health Archive,ark:/21198/zz002czrvr,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrvr_2107745_master.tif,24,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Van Horn, Richard|~|Crowell, Areta|~|Crowell, Clarence",,1 p.,AMI-ABLE,"Richard Van Horn, Clarence Crowell, and Dr. Areta Crowell Photo",,"Richard Van Horn, Clarence Crowell, and Dr. Areta Crowell Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrvr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrvr/manifest
Mental Health Archive,ark:/21198/zz002czrw8,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrw8_2107748_master.tif,25,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Villano, Sandy|~|Bailey, Joyce|~|Gurney, Gloria|~|Sternquist, Sandy",,1 p.,AMI-ABLE,"Sandy Sternquist, Joyce Bailey, Sandy Villano, Gloria Gurney Photo",,"Sandy Sternquist, Joyce Bailey, Sandy Villano, Gloria Gurney Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrw8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrw8/manifest
Mental Health Archive,ark:/21198/zz002czrxs,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czrxs_2107751_master.tif,26,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,Staff Member's Child in Front of Poster Photo,,Staff Member's Child in Front of Poster Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czrxs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czrxs/manifest
Mental Health Archive,ark:/21198/zz002czs09,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czs09_2107756_master.tif,28,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,Suzane Wilbur Welcoming Speech Photo,,Suzane Wilbur Welcoming Speech Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czs09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czs09/manifest
Mental Health Archive,ark:/21198/zz002czs1t,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czs1t_2107759_master.tif,29,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Reed, Dolly|~|Sternquist, Sandy|~|Lancon, Ann|~|Forster, Bella|~|Dennen, Teal",,1 p.,AMI-ABLE,"Teal Dennen, Dolly Reed, Ann Lancon, Sandy Sternquist, Bella Forster Photo",,"Teal Dennen, Dolly Reed, Ann Lancon, Sandy Sternquist, Bella Forster Photo",,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czs1t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czs1t/manifest
Mental Health Archive,ark:/21198/zz002czs2b,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czs2b_2107762_master.tif,30,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Dennen, Teal",,1 p.,AMI-ABLE,Teal Dennen seated Photo,,Teal Dennen seated Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czs2b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czs2b/manifest
Mental Health Archive,ark:/21198/zz002czs3v,ark:/21198/zz001d36st,1,In progress,Work,neuropsych/masters/21198-zz002czs3v_2107765_master.tif,31,,,,private,,still image,,pd_holder,,AMI-ABLE|~|Department of Mental Health-- California-- Los Angeles County,,eng,,,,,"Wilbur, Suzane",,1 p.,AMI-ABLE,View of the Drop In Room Photo,,View of the Drop In Room Photo,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czs3v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czs3v/manifest
