File name,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place
barb_eph_ghi0069.pdf,Welchman Hall Gully Guide for Visitors,,,Barbados National Trust,,,Barbados,Between 1965 and 1970,1965/1970,eng,text,Program guides |~| Event programs,8 pages,21.5 cm x 12.4 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Guide for visitors to Welchman Hall Gully, a ravine with lush tropical vegetation and animals. The guide contains information about the different sections and plants of the gully.",,Natural areas--public use |~| Visitor use of natural areas |~| Gullies,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Thomas (Barbados)
barb_eph_ghi0070.pdf,Barbados National Trust Open Houses 1967,,,Barbados National Trust,,,Barbados,1967,1967,eng,text,Brochures |~| Event programs,3 pages,21.5 cm x 12.4 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1967.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0071.pdf,Barbados National Trust Open Houses 1968,,,Barbados National Trust,,,Barbados,1968,1968,eng,text,Brochures |~| Event programs,4 pages,21.5 cm x 12.4 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1968.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0072.pdf,Barbados National Trust Open Houses 1969,,,Barbados National Trust,,,Barbados,1969,1969,eng,text,Brochures |~| Event programs,4 pages,20.5 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1969.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0073.pdf,Barbados National Trust Open Houses 1970,,,Barbados National Trust,,,Barbados,1970,1970,eng,text,Brochures |~| Event programs,4 pages,20.5 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1970.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0074.pdf,Barbados National Trust Open Houses 1971,,,Barbados National Trust,,,Barbados,1971,1971,eng,text,Brochures |~| Event programs,4 pages,20.4 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,13,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1971.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0075.pdf,Barbados National Trust Open Houses 1972,,,Barbados National Trust,,,Barbados,1972,1972,eng,text,Brochures |~| Event programs,4 pages,20.4 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1972.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0076.pdf,Barbados National Trust Open Houses 1973,,,Barbados National Trust,,,Barbados,1973,1973,eng,text,Brochures |~| Event programs,4 pages,20.4 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1973.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0077.pdf,Barbados National Trust Open Houses 1974,,,Barbados National Trust,,,Barbados,1974,1974,eng,text,Brochures |~| Event programs,4 pages,20.4 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1974.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0078.pdf,Barbados National Trust Open Houses 1975,,,Barbados National Trust,,,Barbados,1975,1975,eng,text,Brochures |~| Event programs,4 pages,20.4 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1975.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0079.pdf,Barbados National Trust Open Houses 1976,,,Barbados National Trust,,,Barbados,1976,1976,eng,text,Brochures |~| Event programs,4 pages,21.6 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February, March and April of 1976.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0080.pdf,Barbados National Trust Open Houses 1978,,,Barbados National Trust,,,Barbados,1978,1978,eng,text,Brochures |~| Event programs,6 pages,21.6 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1978.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0081.pdf,Barbados National Trust Open Houses 1982,,,Barbados National Trust,,,Barbados,1982,1982,eng,text,Brochures |~| Event programs,6 pages,21.6 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1982.",,Tours |~| Historic sites |~| Barbados,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0082.pdf,Barbados National Trust Open Houses 2006,,,Barbados National Trust,,,Barbados,2006,2006,eng,text,Brochures |~| Event programs,7 pages,22.8 cm x 10.1 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February, March and April of 2006.",,Tours |~| Historic sites |~| Barbados,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_ghi0083.pdf,"Seminar Series: ""Spotlight on Women: 1975 - Education for Better Citizenship""",,,Barbados Youth Council |~| University of West Indies (Extra-Mural Department),,,Barbados,1975,1975,eng,text,Conference programs |~| Event programs |~| Seminar proceedings,5 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,GHI,14,public domain,published,Barbados Department of Archives,"Series of seminars about women in politics & business, health, education, and the home. The seminars were conducted over June and July of 1975, and were arranged jointly by the Barbados Youth Council and the Extra-Mural Department of the University of West Indies, Cave Hill campus, Barbados. Seminars were held at the Extra-Mural Centre at the Pine.",,Seminars |~| Seminar proceedings |~| Women in politics |~| Women in business |~| Women in education |~| Women,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_ghi0084.pdf,Women's Opportunity Bazaar,,,Business & Professional Women's Club of Barbados,,,Barbados,Between 1974 and 1975,1974/1975,eng,text,Brochures |~| Event programs,3 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C320,GHI,14,public domain,published,Barbados Department of Archives,Brochure for the Women's Opportunity Bazaar held in November and December 1975 at Queen's Park. The event was meant to showcase the many opportunities for academic study available to women.,,Women |~| Women--employment |~| Women in education |~| Adult education of women |~| Women in higher education,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_ghi0085.pdf,"Women in Action 1976 Planning Document: ""Yesterday, Today, Tomorrow""",,,International Women's Year Steering Committee,,,Barbados,"November 6, 1976",1976-11-06,eng,text,Program booklets |~| Event programs,4 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C321,GHI,14,public domain,published,Barbados Department of Archives,"Booklet for the fundraising event by ""Women in Action,"" with proceeds going to children's charity. The booklet contains the agenda of the event, names of council members, associate members, etc. The event was held in November 1976.",,Charity |~| Contributions to charity |~| Charities |~| Children--charities |~| Fundraising,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0001.pdf,Programme of Coronation Celebrations on the Occasion of the Coronation of His Majesty King George VI and Queen Elizabeth,,,Coronation Committee,,,Barbados,"May 10, 1937",1937-05-10,eng,text,Program booklets |~| Event programs,21 pages,25.2 cm x 18.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,1,public domain,published,Barbados Department of Archives,"Booklet with the program of the celebrations for the coronation of King George VI and Queen Elizabeth that were held in Barbados during the week of May 10, 1937. The celebrations were organized by the Coronation Committee and headed by the Governor-General. The booklet contains information about various events (athletics, art performances, religious services, etc.) held throughout the island.",,Coronations |~| Kings and rulers--coronation |~| Crowning of sovereigns |~| Celebrations,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_kq0002.pdf,Souvenir Programme of the Celebration of the Coronation of their Majesties King George VI and Queen Elizabeth,,,School Children's Coronation Committee |~| Joint Council of Scouts and Guides,,,Barbados,"May 11, 1937",1937-05-11,eng,text,Program booklets |~| Event programs |~| Souvenir programs,7 pages,25.3 cm x 16.7 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,1,public domain,published,Barbados Department of Archives,Souvenir booklet with the program for the grand rally and display by the scouts and guides held in honor of the coronation of King George VI and Queen Elizabeth. The event took place in Queen's Park under the patronage of Governor-General Sir Mark Young.,,Coronations |~| Kings and rulers--coronation |~| Crowning of sovereigns |~| Celebrations |~| Rallies |~| Scouts and scouting,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0003.pdf,"A Form of Divine Service for Use on Wednesday, May 12, 1937, Being the Day of the Coronation of their Majesties King George VI and Queen Elizabeth",,,Coronation Committee,,,Barbados,"May 12, 1937",1937-05-12,eng,text,Program booklets |~| Event programs,12 pages,20.5 cm x 15.3 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,1,public domain,published,Barbados Department of Archives,Booklet outlining the religious service celebrating the coronation of King George VI and Queen Elizabeth.,,Coronations |~| Kings and rulers--coronation |~| Crowning of sovereigns |~| Celebrations |~| Religious services,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",U.K.
barb_eph_kq0004.pdf,Programme of Music for the Coronation of their Majesties King George VI and Queen Elizabeth,,,Government of Barbados,,,Barbados,"May 12, 1937",1937-05-12,eng,text,Program booklets |~| Event programs,3 pages,20.5 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,1,public domain,published,Barbados Department of Archives,"Program of music performed to celebrate the coronation of King George VI and Queen Elizabeth, held at the Government House.",,Coronations |~| Kings and rulers--coronation |~| Crowning of sovereigns |~| Celebrations |~| Music |~| Performances,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0005.pdf,King George V Silver Jubilee Celebrations,,,Jubilee Committee,,,Barbados,May 1935,1935-05,eng,text,Program booklets |~| Event programs,15 pages,25.2 cm x 18.7 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,1,public domain,published,Barbados Department of Archives,"Booklet in honor of the celebrations commemorating the twenty-fifth anniversary of King George V's ascension to the throne (1910-1935). The booklet outlines various events held throughout the week. The celebration started on May 6, 1935, a public holiday, with mass and the King's address broadcasted on Radio Distribution (Barbados) Ltd. On May 7, public schools presented a pageant ""representing Brittania and the Empire"" with parts of the Empire (in Britain, Canada, Australia, New Zealand, India, Africa, and the West Indies) shown in costumes. Other events, such as parades, marches, athletics, horse races, and performances took place the rest of the week.",,Commemorations |~| Coronations |~| Kings and rulers--coronation |~| Crowning of sovereigns |~| Celebrations |~| Music |~| Performances,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_kq0006.pdf,Sir Winston Scott Memorial Lecture by Dr. E. F. Schumacher,,,Central Bank of Barbados,,,Barbados,"November 29, 1976",1976-11-29,eng,text,Program booklets |~| Event programs |~| Lectures,4 pages,17.9 cm x 12.7 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Booklet with the program for a lecture delivered by Dr. Schumacher on November 29, 1976 at the Conference Center of the Caribbean Development Bank in Wildey, St. Michael. The lecture was the first in the ""Sir Winston Scott Memorial Lectures,"" sponsored by the Central Bank of Barbados. Sir Arleigh Winston Scott (1900-1976) became Barbados' first native Governor-General in 1967 until his death in 1976.",,Lectures |~| Memorial services,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0007.pdf,25th Anniversary Lecture on Innovation and Entrepreneurship by Dr. Colin Hudson,,,Barbados Association of Professional Engineers,,,Barbados,1989,1989,eng,text,Brochures |~| Event programs |~| Lectures,3 pages,23.8 cm x 11 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,Brochure with the program for a lecture by Dr. Colin Hudson on the occasion of the 25th anniversary of the establishment of the Barbados Association of Professional Engineers (BAPE). No information provided for date or location.,,Lectures |~| Anniversaries,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",
barb_eph_kq0008.pdf,"""Historiography and Society in the Caribbean Colonies of Exploitation"": Lecture by Prof. Lloyd Best",,,University of West Indies |~| Department of History and Philosophy,,,Barbados,"October 14, 1994",1994-10-14,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.5 cm x 17.7 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure with the program for the twelfth Elsa Goveia Memorial Lecture delivered by Prof. Lloyd Best on October 14, 1994, at the New Teaching Complex at the University of West Indies, Cave Hill campus. The lecture was titled ""Historiography and Society in the Caribbean Colonies of Exploitation."" Prof. Elsa Goveia, a Guyanese by birth, was the first woman to achieve the distinction of being a professor at UWI and had a teaching career spanning thirty years with a focus on West Indian history.",,Lectures |~| Memorial services |~| Historiography,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0009.pdf,"""West Indies Cricket - The Way Forward"": Lecture by Michael Anthony Holding",,,University of the West Indies |~| Centre for Cricket Research,,,Barbados,"March 26, 1998",1998-03-26,eng,text,Program booklets |~| Event programs |~| Lectures,11 pages,20.9 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Booklet with information about the fifth Barclays/UWI Sir Frank Worrell Memorial Lecture, delivered by Michael Anthony Holding on March 26, 1998. The lecture's title was ""West Indies Cricket - The Way Forward."" The event was organized by the Centre for Cricket Research at the University of West Indies, Cave Hill campus, and took place at the new Teaching Complex. Sir Frank Worrell (1924-1967) was a famed Barbadian cricket player, who became the first black captain of the West Indies cricket team in 1959.",,Lectures |~| Memorial services |~| Cricket,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0010.pdf,"""George Lamming and Kamau Brathwaite: Nationalists, Caribbean Regionalists, Internationalists"": Lecture by Prof. Gordon Rohlehr",,,Central Bank of Barbados,,,Barbados,"November 22, 1999",1999-11-22,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,27.9 cm x 10.8 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure with the program for the 24th Sir Winston Scott Memorial lecture delivered by Prof. Gordon Rohlehr with the title ""George Lamming and Kamau Brathwaite: Nationalists, Caribbean Regionalists, Internationalists."" The lecture took place on November 22, 1999, at Frank Collymore Hall, Tom Adams Financial Centre, in Bridgetown. Sir Arleigh Winston Scott (1900-1976) became Barbados' first native Governor-General in 1967 until his death in 1976.",,Lectures |~| Memorial services |~| Caribbean Area--politics and government,20th Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0011.pdf,"""Constructing Gender: Non-White Women in Pre-Emancipation Bridgetown"": Lecture by Dr. Pedro Welch",,,University of West Indies |~| Department of History and Philosophy |~| National Cultural Foundation,,,Barbados,"March 7, 2000",2000-03-07,eng,text,Fliers |~| Event programs |~| Lectures,1 page,27.7 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Flyer for a lecture delivered by Dr. Pedro Welch titled ""Constructing Gender: Non-White Women in Pre-Emancipation Bridgetown"" on March 7, 2000 at the Steel Shed, Queen's Park. This was the first in the special lecture series ""Gender and Caribbean History.""",,Lectures |~| Caribbean Area--history |~| Gender,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0012.pdf,"""The UNESCO Slave Route Project"": Lecture by Leslie Atherley",,,Caribbean African Association of Barbados,,,Barbados,"February 25, 2001",2001-02-25,eng,text,Fliers |~| Event programs |~| Lectures,4 pages,27.8 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Flyer for a lecture and discussion about the UNESCO Slave Route Project on February 25, 2001, at the Casuarina Beach Club, St. Lawrence Gap. The lecture was delivered by Leslie Atherley, and was followed by an African fashion show, demonstrations of wearing head wraps, and performances.",,Lectures |~| Slavery--Caribben Area--History |~| Slave trade |~| Fashion--African influences,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Christ Church (Barbados)
barb_eph_kq0013.pdf,"""Whither Work? A Comparative Analysis of Women and Work in the Caribbean and Canada in the New Era of Globalization"": Lecture by Prof. Ann Denis",,,University of West Indies |~| Centre for Gender & Development Studies,,,Barbados,"March 8, 2001",2001-03-08,eng,text,Event programs |~| Lectures,4 pages,21.5 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Program for a lecture delivered by Prof. Ann Denis titled ""Whither Work? A Comparative Analyis of Women and Work in the Caribbean and Canada in the New Era of Globalization."" The event, celebrating International Women's Day, took place on March 8, 2001, at the Teaching Complex, University of West Indies, Cave Hill campus.",,Lectures |~| Women--Employment |~| International Women's Day |~| Women--West Indies,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0014.pdf,"""Making Money in Barbados: Sugar and a Family from Yorkshire"": Prof. James Walvin",,,University of West Indies |~| Department of History and Philosophy |~| Nation Publishing Company,,,Barbados,"October 9, 2001",2001-10-09,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.6 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure for the nineteenth Elsa Goveia Memorial Lecture delivered by Prof. James Walvin and titled ""Making Money in Barbados: Sugar and a Family from Yorkshire."" The event took place on October 9, 2001, at the Teaching Complex, University of West Indies, Cave Hill campus. Prof. Elsa Goveia, a Guyanese by birth, was the first woman to achieve the distinction of being a professor at UWI and had a teaching career spanning thirty years with a focus on West Indian history.",,Lectures |~| Memorial services |~|,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0015.pdf,"""Travelling Mercies"": Lecture by Ms. Lorna Goodison",,,University of the West Indies |~| Centre for Gender & Development Studies,,,Barbados,"November 16, 2001",2001-11-16,eng,text,Lectures,4 pages,21.6 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Lecture delivered by Ms. Lorna Goodison, titled ""Travelling Mercies,"" on November 16, 2001, at the Teaching Complex, University of West Indies, Cave Hill campus. The lecture was the seventh annual lecture in the series ""Caribbean Women: Catalysts for Change,"" which was presented by the UWI Centre for Gender & Development Studies in honor of the late Dame Nita Barrow, late Governor-General of Barbados.",,Lectures |~| Women--Caribbean Area |~| Women--West Indies,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0016.pdf,"""The Rt. Excellent Sir Garfield Sobers: A Great National Hero"": Lecture by Prof. A. P. Sandiford",,,Government of Barbados,,,Barbados,"April 23, 2002",2002-04-23,eng,text,Event programs |~| Lectures,4 pages,21.6 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Program for the Annual National Heroes Lecture, ""The Rt. Excellent Sir Garfield Sobers: A Great National Hero,"" delivered by Prof. A. P. Sandiford on April 23, 2002, at Frank Collymore Hall.",,Lectures,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0017.pdf,"""The West Indies in England"": Lecture by Rt. Hon. John Major, CH",,,University of the West Indies |~| Centre for Cricket Research,,,Barbados,"May 2, 2002",2002-05-02,eng,text,Program booklets |~| Event programs |~| Lectures,9 pages,21.7 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Booklet with the program for the ninth Barclays/UWI Sir Frank Worrell Memorial Lecture, titled ""The West Indies in England,"" delivered by the Rt. Hon. John Major on May 2, 2002. The event was organized by the Centre for Cricket Research at the University of West Indies, Cave Hill campus, and took place at the new Teaching Complex. Sir Frank Worrell (1924-1967) was a famed Barbadian cricket player, who became the first black captain of the West Indies cricket team in 1959.",,Lectures |~| Memorial services |~| Cricket |~| West Indies,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0018.pdf,"""Rock Hall - The First Free Village"": Lecture by Prof. Woodville Marshall",,,Government of Barbados,,,Barbados,"July 24, 2002",2002-07-24,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.5 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure for the sixth Annual Emancipation Lecture, titled ""Rock Hall - The First Free Village,"" delivered by Prof. Woodville Marshall on July 24, 2002, at Lester Vaughan Secondary School.",,"Lectures |~| Slaves--Emancipation--West Indies, British--Anniversaries, etc.",21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Thomas (Barbados)
barb_eph_kq0019.pdf,"""National Insurance: Yesterday, Today and Tomorrow"": Lecture by Mr. Warren McGillivray",,,National Insurance Board,,,Barbados,"June 5, 2002",2002-06-05,eng,text,Invitations |~| Lectures,1 page,17.7 cm x 12.6 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Invitation to a lecture for the 35th anniversary of the National Insurance Board, titled ""National Insurance: Yesterday, Today and Tomorrow."" The lecture was delivered by Mr. Warren McGillivray on June 5, 2002, at Frank Collymore Hall.",,Lectures |~| Anniversaries |~| Insurance |~| Insurance industry,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0020.pdf,"""Anti-racism, Anti-fascism, and Anti-colonialism in the 1930s: Padmore and Activism in the Atlantic World"": Lecture by Dr. Susan Pennybacker",,,University of the West Indies - Faculty of Humanities and Education,,,Barbados,"September 20, 2002",2002-09-20,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.6 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure with the program for the lecture ""Anti-racism, Anti-fascism, and Anti-colonialism in the 1930s: Padmore and Activism in the Atlantic World"" presented by Dr. Susan Pennybacker on September 20, 2002, at the Law Lecture Theatre, University of West Indies, Cave Hill campus.",,Lectures |~| Anti-racism |~| Anti-colonialism |~| 1930s,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0021.pdf,"""The Great Perils and Limited Prospects of Small Societies in a Greedy Globalizing World"": Lecture by Prof. Franklin W. Knight",,,University of West Indies |~| Guild of Graduates |~| Caribbean Commercial Bank |~| Pan African Affairs Commission,,,Barbados,"October 22, 2002",2002-10-22,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.7 cm x 14 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure with the program for the Sir Philip Sherlock Memorial Lecture delivered by Prof. Franklin W. Knight, titled ""The Great Perils and Limited Prospects of Small Societies in a Greedy Globalizing World."" The event took place on October 22, 2002 at Lecture Theatre One, University of West Indies, Cave Hill campus. It was organized by the Guild of Graduates.",,Lectures |~| Memorial Services |~| Globalization,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0022.pdf,"""Women and Islam in Africa in the 21st Century: An African Feminist Perspective"": Lecture by Dr. Fatou Sow",,,University of the West Indies |~| Centre for Gender & Development Studies,,,Barbados,"November 15, 2002",2002-11-15,eng,text,Brochures |~| Event programs |~| Lectures,4 pages,21.5 cm x 13.9 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Brochure with the program for the eighth annual public lecture in the series ""Caribbean Women: Catalysts for Change,"" organized in honor of the late Governor-General of Barbados, Dame Nita Barrow. The lecture was delivered by Dr. Fatou Sow, and was titled ""Women and Islam in Africa in the 21st Century: An African Feminist Perspective."" It took place on November 15, 2002, at Lecture Theatre One, Teaching Centre, University of West Indies, Cave Hill campus.",,Lectures |~| Women--Caribbean Area |~| Women in Islam |~| Women--Africa |~| Feminism--Africa,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
barb_eph_kq0023.pdf,"""Grinding Air, Climbing to Salvation: The Treadmill as a Civilising Instrument?"" Invitation",,,University of West Indies |~| Department of History and Philosophy,,,Barbados,"January 23, 2003",2003-01-23,eng,text,Invitations |~| Lectures,1 page,27.7 cm x 21.6 cm,Barbados Department of Archives,Ephemera Collection,C319,KQ,2,public domain,published,Barbados Department of Archives,"Print-out of email with invitation for the twentieth Elsa Goveia Memorial Lecture, held on February 3, 2003. The title of the lecture was ""Grinding Air, Climbing to Salvation: The Treadmill as a Civilising Instrument?"" and it was delivered by Prof. Sidney Mintz at Lecture Theatre One, Teaching Centre, University of West Indies, Cave Hill campus.",,Lectures |~| Memorial services |~| Treadmills (exercise equipment) |~| Treadmill exercise,21st Century,Barbados Ephemera Collection,"13.1939° N, 59.5432° W",Saint Michael (Barbados)
