Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.servicesContact,Type.typeOfResource,Name.repository,Type.genre,Name.creator,Title
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9t0g,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9t0g-1-master.wav,229,,,,,sound recording-musical,,,,1493 Jane Powell Pilot
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9t10,ark:/21198/zz000n8zrp,2,Completed,Work,,230,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t10%2Ffp22vx1p,,sound recording-musical,,,,1495 People Will Talk
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9t2h,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9t2h-1-master.wav,231,,,,,sound recording-musical,,,,1510 Crime and Punishment
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vj7,ark:/21198/zz000n8zrp,2,Completed,Work,,232,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9vj7%2Fdk30nn72,,sound recording-musical,,,,1586 The Getter
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vkr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vkr-1-master.wav,233,,,,,sound recording-musical,,,,1604 Bard
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vm8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vm8-1-master.wav,234,,,,,sound recording-musical,,,,1605 Detectives
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vns,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vns-1-master.wav,235,,,,,sound recording-musical,,,,1606 Moon Is Blue
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vp9,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vp9-1-master.wav,236,,,,,sound recording-musical,,,,1652 Has Anybody Seen Chris
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vqt,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vqt-1-master.wav,237,,,,,sound recording-musical,,,,1653 Burke's Law Theme
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vrb,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vrb-1-master.wav,238,,,,,sound recording-musical,,,,1654 Rogue's Sample
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9vsv,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9vsv-1-master.wav,239,,,,,sound recording-musical,,,,1655 Johnny Crawford
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0c1,ark:/21198/zz000n8zrp,2,Completed,Work,,240,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0c1%2F5j52wt07,,sound recording,,,,1235 Langston Hughs
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0dj,ark:/21198/zz000n8zrp,2,Completed,Work,,241,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0dj%2Fjm18cw7m,,sound recording,,,,1236 Langston Hughs
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0f2,ark:/21198/zz000n8zrp,2,Completed,Work,,242,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0f2%2F3t632f3h,,sound recording-nonmusical,,,,1438 Will Lorin Phone Call
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0gk,ark:/21198/zz000n8zrp,2,Completed,Work,,243,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0gk%2Fsh23fh5q,,sound recording-nonmusical,,,,1439 Will Lorin Phone Call
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0h3,ark:/21198/zz000n8zrp,2,Completed,Work,,244,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0h3%2Fwp97dz9d,,sound recording,,,,1440 Will Lorin Phone Call
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0jm,ark:/21198/zz000n8zrp,2,Completed,Work,,245,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0jm%2F9p79jt7b,,sound recording-nonmusical,,,,1441 Will Lorin Phone Call
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0k4,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0k4-1-master.wav,246,,,,,sound recording-musical,,,,1442 The Big Caper
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0mn,ark:/21198/zz000n8zrp,2,Completed,Work,,247,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0mn%2Fx1790j4r,,sound recording-nonmusical,,,,1443 The Hot and The Cool
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0n5,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0n5-1-master.wav,248,,,,,sound recording-nonmusical,,,,1444 Lorin First Draft
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0pp,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0pp-1-master.wav,249,,,,,sound recording-nonmusical,,,,1445 Blumofe
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0q6,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0q6-1-master.wav,250,,,,,sound recording-nonmusical,,,,1446 Marchat
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0rq,ark:/21198/zz000n8zrp,2,Completed,Work,,251,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0rq%2Fmw47xc2q,,sound recording,,,,1447 Marchat
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0s7,ark:/21198/zz000n8zrp,2,Completed,Work,,252,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sb0s7%2Fhc70tj2c,,sound recording-nonmusical,,,,1448  Phone Max Youngstein
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0tr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0tr-1-master.wav,253,,,,,sound recording-musical,,,,1611 BMI Theatre
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sb0v8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sb0v8-1-master.wav,254,,,,,sound recording-musical,,,,1612 Hands On Wry 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbds1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbds1-1-master.wav,255,,,,,sound recording,,,,1613 Hands On Wry 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdtj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbdtj-1-master.wav,256,,,,,sound recording-nonmusical,,,,1614 Hands On Wry 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdv2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbdv2-1-master.wav,257,,,,,sound recording-nonmusical,,,,1615 Hands On Wry 5
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdwk,ark:/21198/zz000n8zrp,2,Completed,Work,,258,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sbdwk%2F7q394q5h,,sound recording-nonmusical,,,,1619 Conversation
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdx3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbdx3-1-master.wav,259,,,,,sound recording-musical,,,,1620 In Elysian Fields
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdzm,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbdzm-1-master.wav,260,,,,,sound recording-nonmusical,,,,1622 Conversation
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf0m,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbf0m-1-master.wav,261,,,,,sound recording-nonmusical,,,,1624 Herschel Shouts
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf14,ark:/21198/zz000n8zrp,2,Completed,Work,,262,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sbf14%2Ft565817k,,sound recording-nonmusical,,,,1625 Conversation
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf2n,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sbf2n-1-master.wav,263,,,,,sound recording-nonmusical,,,,1626
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf35,ark:/21198/zz000n8zrp,2,Completed,Work,,264,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sbf35%2Fj921kd24,,sound recording-nonmusical,,,,1627 Herschel's 44 bit
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3jh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc3jh-1-master.wav,265,,,,,sound recording-nonmusical,,,,1628 Aug 24 1962
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3k1,ark:/21198/zz000n8zrp,2,Completed,Work,,266,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc3k1%2Ff392981j,,sound recording-nonmusical,,,,1630 Conversation
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3mj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc3mj-1-master.wav,267,,,,,sound recording-musical,,,,1631 Wedding 1969
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3n2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc3n2-1-master.wav,268,,,,,sound recording-musical,,,,1632 Wedding 1969
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3pk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc3pk-1-master.wav,269,,,,,sound recording,,,,1633 Message to Hawaii
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3q3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc3q3-1-master.wav,270,,,,,sound recording,,,,1634 Dylan Reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7tk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc7tk-1-master.wav,271,,,,,sound recording-musical,,,,1635 Dylan Reel 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7v3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc7v3-1-master.wav,272,,,,,sound recording-nonmusical,,,,1636 Dylan Reel 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7wm,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sc7wm-1-master.wav,273,,,,,sound recording,,,,1637 Paul Gilbert Piano
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7x4,ark:/21198/zz000n8zrp,2,Completed,Work,,274,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc7x4%2F8h392b6v,,sound recording-musical,,,,1638 Gilbert Rehearsal
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7zn,ark:/21198/zz000n8zrp,2,Completed,Work,,275,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc7zn%2Fnm529j83,,sound recording-nonmusical,,,,1639 Paul Gilbert 1-11-59
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc80n,ark:/21198/zz000n8zrp,2,Completed,Work,,276,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sc80n%2Fzj06kb3c,,sound recording-nonmusical,,,,1640 Conversation
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdkc,ark:/21198/zz000n8zrp,2,Completed,Work,,277,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdkc%2Fvw35274h,,sound recording,,,,1641 Piano Lessons
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdmw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000scdmw-1-master.wav,278,,,,,sound recording-musical,,,,1642 Group Rehearsal
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdnd,ark:/21198/zz000n8zrp,2,Completed,Work,,279,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdnd%2F71081f1k,,sound recording,,,,1643 Toby at Piano 10-2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdpx,ark:/21198/zz000n8zrp,2,Completed,Work,,280,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdpx%2F1r20px5h,,sound recording,,,,1644 Gross Wedding
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdqf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000scdqf-1-master.wav,281,,,,,sound recording-nonmusical,,,,1645 Conversations
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz,ark:/21198/zz000n8zrp,2,Completed,Work,,282,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdrz%2Fj219600j,,sound recording,,,,1646 Toby
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdsg,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000scdsg-1-master.wav,283,,,,,sound recording-nonmusical,,,,1647 Toby Xmas Eve 1948
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdt0,ark:/21198/zz000n8zrp,2,Completed,Work,,284,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdt0%2Frr31c15p,,sound recording,,,,1648 Art Linkletter
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdvh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000scdvh-1-master.wav,285,,,,,sound recording,,,,1649 Wedding 7-13-69
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdw1,ark:/21198/zz000n8zrp,2,Completed,Work,,286,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scdw1%2F8z79zn1d,,sound recording-nonmusical,,,,1650 Auntie Pearl 7-71
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2hz,ark:/21198/zz000n8zrp,2,Completed,Work,,287,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd2hz%2Ffm72034b,,sound recording-nonmusical,,,,1651 Auntie Pearl
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2jg,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sd2jg-1-master.wav,288,,,,,sound recording,,,,1656 Gwen Germaine
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2k0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sd2k0-1-master.wav,289,,,,,sound recording,,,,1657 Toby Birthday 1948
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2mh,ark:/21198/zz000n8zrp,2,Completed,Work,,290,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd2mh%2Fst625z5p,,sound recording-nonmusical,,,,1658 Phone Frances Poker
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2n1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000sd2n1-1-master.wav,291,,,,,sound recording-nonmusical,,,,1659 Gwen Paul
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2pj,ark:/21198/zz000n8zrp,2,Completed,Work,,292,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd2pj%2Fr312d523,,sound recording-nonmusical,,,,1660 Interviews
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmg0,ark:/21198/zz000n8zrp,2,Completed,Work,,293,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xmg0%2Fw3824f12,,sound recording-nonmusical,,,,1661 Daddy Gwen
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmhh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013xmhh-1-master.wav,294,,,,,sound recording-nonmusical,,,,1662 Farkas Family
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmj1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013xmj1-1-master.wav,295,,,,,sound recording-nonmusical,,,,1663 Lennine Bruce
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmkj,ark:/21198/zz000n8zrp,2,Completed,Work,,296,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xmkj%2Fx949db2q,,sound recording-nonmusical,,,,1664 Lennine Bruce
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx45,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013xx45-1-master.wav,297,,,,,sound recording-musical,,,,40 Rifleman Reel 12 St or
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx5p,ark:/21198/zz000n8zrp,2,Completed,Work,,298,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xx5p%2Fb903dt85,,sound recording-musical,,,,51 The Rifleman 100-103
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx66,ark:/21198/zz000n8zrp,2,Completed,Work,,299,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xx66%2F6536gg96,,sound recording-musical,,,,52 The Rifleman 104-106
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx7q,ark:/21198/zz000n8zrp,2,Completed,Work,,300,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xx7q%2Fm443992h,,sound recording-musical,,,,53 The Rifleman 107
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx87,ark:/21198/zz000n8zrp,2,Completed,Work,,301,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xx87%2Fs029mx1p,,sound recording-musical,,,,54 The Rifleman 109-111
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx9r,ark:/21198/zz000n8zrp,2,Completed,Work,,302,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013xx9r%2Fhz02mj3q,,sound recording-musical,,,,55 The Rifleman 112-116
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xxb8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013xxb8-1-master.wav,303,,,,,sound recording-musical,,,,56 The Rifleman 117-123
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xxcs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013xxcs-1-master.wav,304,,,,,sound recording-musical,,,,57 The Rifleman 124-126
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3qt,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3qt-1-master.wav,305,,,,,sound recording-musical,,,,58 The Rifleman 127-133
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3rb,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3rb-1-master.wav,306,,,,,sound recording-musical,,,,59 The Rifleman 135-137
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3sv,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3sv-1-master.wav,307,,,,,sound recording-musical,,,,60 The Rifleman 138-140
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3tc,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3tc-1-master.wav,308,,,,,sound recording-musical,,,,61 The Rifleman 188-191
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3vw,ark:/21198/zz000n8zrp,2,Completed,Work,,309,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z3vw%2Fg483rp2v,,sound recording-musical,,,,62 The Rifleman 192-195
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3wd,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3wd-1-master.wav,310,,,,,sound recording-musical,,,,63 The Rifleman Album Demo
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3xx,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3xx-1-master.wav,311,,,,,sound recording-musical,,,,64 The Rifleman Big Country
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3zf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z3zf-1-master.wav,312,,,,,sound recording-musical,,,,65 The Rifleman Suite 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z40f,ark:/21198/zz000n8zrp,2,Completed,Work,,313,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013z40f%2F0w28m19w,,sound recording-musical,,,,66 The Rifleman Suite 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z41z,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013z41z-1-master.wav,314,,,,,sound recording-musical,,,,67 The Rifleman 4820
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcd1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zcd1-1-master.wav,315,,,,,sound recording-musical,,,,68 The Rifleman Suite M
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcfj,ark:/21198/zz000n8zrp,2,Completed,Work,,316,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zcfj%2Fzb04jt40,,sound recording-musical,,,,69 The Rifleman Album D
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcg2,ark:/21198/zz000n8zrp,2,Completed,Work,,317,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zcg2%2F3h47cj3z,,sound recording-musical,,,,70 The Rifleman 4832
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zchk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zchk-1-master.wav,318,,,,,sound recording-musical,,,,71 The Rifleman Munich
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcj3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zcj3-1-master.wav,319,,,,,sound recording-musical,,,,72 The Rifleman 1000-1009
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zckm,ark:/21198/zz000n8zrp,2,Completed,Work,,320,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zckm%2Fsb14jf1f,,sound recording-musical,,,,74 The Rifleman SFX
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zd09,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zd09-1-master.wav,321,,,,,sound recording-musical,,,,75 The Rifleman '62 107-119
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zd1t,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zd1t-1-master.wav,322,,,,,sound recording-musical,,,,76 The Rifleman 4912
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zd2b,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zd2b-1-master.wav,323,,,,,sound recording-musical,,,,77 The Rifleman 4801
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zd3v,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zd3v-1-master.wav,324,,,,,sound recording-musical,,,,78 The Rifleman 4808-4811
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zd4c,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zd4c-1-master.wav,325,,,,,sound recording-musical,,,,79 The Rifleman 4808-4813
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdtq,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zdtq-1-master.wav,326,,,,,sound recording-musical,,,,80 The Rifleman 4812
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdv7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zdv7-1-master.wav,327,,,,,sound recording-musical,,,,81 The Rifleman 4812B
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdwr,ark:/21198/zz000n8zrp,2,Completed,Work,,328,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zdwr%2F6p15hs1f,,sound recording-musical,,,,82 The Rifleman 4813
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdx8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zdx8-1-master.wav,329,,,,,sound recording-musical,,,,83 The Rifleman 4832
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdzs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zdzs-1-master.wav,330,,,,,sound recording-musical,,,,84 The Rifleman 4820
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf0s,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf0s-1-master.wav,331,,,,,sound recording-musical,,,,85 The Rifleman 196-198
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf19,ark:/21198/zz000n8zrp,2,Completed,Work,,332,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zf19%2F8j40hb95,,sound recording-musical,,,,116Thief Exerpts
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf2t,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf2t-1-master.wav,333,,,,,sound recording-musical,,,,129 Rifleman Main Title
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf3b,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf3b-1-master.wav,334,,,,,sound recording-musical,,,,131 Rifleman Song
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf4v,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf4v-1-master.wav,335,,,,,sound recording-musical,,,,143 The Rifleman 5212-5215
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf5c,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf5c-1-master.wav,336,,,,,sound recording-musical,,,,144 The Rifleman 5412-5415
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf6w,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz0013zf6w-1-master.wav,337,,,,,sound recording-musical,,,,145 The Rifleman 5216-5223
