Item ARK,Parent ARK,Object Type,Title,File Name,Item Sequence,AltTitle.other,AltTitle.translated,collection.physical,Description.note,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,Subject,Subject,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z1h1517b,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը - բոլոր քիմիկներին,Masters/othermasters/DEParmenianposters/images/soviet_00396_p_arm_1427.tif,,,Experience of the apprentice - Chemists,,,,,,,,Work experience of Vener Nicolin from the Kirovakan Chemical Plant. Վեներ Նիկոլինի աշխատանքային փորձը Կիրովականի քիմիական կոմբինատում,60 x 45 cm. (23.6 x 17.7 in.),1 poster,,posters,rus,,Scientific Institute of Technology|~|SSR National Economy Council|~|Գիտական տեխնոլոգիաների ինստիտուտ|~|ՀԽՍՀ ազգային էկոնոմիկայի խորհուրդ,,,Ереван,Госуниверситет (StateUniversity),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h1517b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h1517b/manifest
ark:/21198/z1c848hm,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը - բոլոր քիմիկներին. Նավթային ալդեհիդներ ստանալու լավագույն ձեւը,Masters/othermasters/DEParmenianposters/images/soviet_00397_p_arm_1421.tif,,,Experience of the apprentice - Chemists,,,,,,,,Leading experience of B. Israelyan in the field of chemistry. Բ. Իսրայելյանի առաջատար փորձը քիմիայի բնագավառում,60 x 45 cm. (23.6 x 17.7 in.),1 poster,,posters,rus,,Scientific Institute of Technology|~|SSR National Economy Council|~|Գիտական տեխնոլոգիաների ինստիտուտ|~|ՀԽՍՀ ազգային էկոնոմիկայի խորհուրդ,"Israelyan, B.",,Ереван,Госуниверситет (StateUniversity),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c848hm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c848hm/manifest
ark:/21198/z17h3hsw,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը - բոլոր սննդամթերք արտադրողների,Masters/othermasters/DEParmenianposters/images/soviet_00398_p_arm_1423.tif,,,Experience of the apprentice - Food producers,,,,,,,,Innovations and achievements of Gevorg Gevorgyan in winemaking. Գեւորգ Գեւորգյանի նորարարությունը եւ ձեռքբերումները գինեգործության մեջ,60 x 45 cm. (23.6 x 17.7 in.),1 poster,,posters,rus,,Scientific Institute of Technology|~|SSR National Economy Council|~|Գիտական տեխնոլոգիաների ինստիտուտ|~|ՀԽՍՀ ազգային էկոնոմիկայի խորհուրդ,"Gevorgyan, Gevorg",,Ереван,Госуниверситет (StateUniversity),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3hsw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3hsw/manifest
ark:/21198/z13r2s31,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը - բոլոր քիմիկներին. Անվադողերի հավաքող Մանուկ Կարամանուկյանի աշխատանքային մեթոդը,Masters/othermasters/DEParmenianposters/images/soviet_00399_p_arm_1424.tif,,,Experience of the apprentice - Chemists: Manuk Karamanukyan's method of working as an auto tire picker,,,,,,,,Manuk Karamanukian's work experience and achievements. Մանուկ Կարամանուկյանի աշխատանքային փորձը եւ ձեռքբերումները,60 x 45 cm. (23.6 x 17.7 in.),1 poster,,posters,rus,,Scientific Institute of Technology|~|SSR National Economy Council|~|Գիտական տեխնոլոգիաների ինստիտուտ|~|ՀԽՍՀ ազգային էկոնոմիկայի խորհուրդ,"Karamanukyan, Manuk",,Ереван,Госуниверситет (StateUniversity),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2s31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r2s31/manifest
ark:/21198/z10021c0,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը - Էլեկտրոտեխնիկական արդյունաբերության բոլոր աշխատողներին,Masters/othermasters/DEParmenianposters/images/soviet_00400_p_arm_1426.tif,,,Experience of the apprentice - Electrotechnical Industry workers,,,,,,,,Work experience of the employees of the Yerevan Semiconductor and Electro-Metal Ceramics Plant. Երեւանի կիսահաղորդիչների եւ Էլեկտրոմետաղակերամիկական գործարանի աշխատողների աշխատանքային փորցը,61 x 46 cm.  (24 x 18.1 in.),1 poster,,posters,rus,,Scientific Institute of Technology|~|SSR National Economy Council|~|Գիտական տեխնոլոգիաների ինստիտուտ|~|ՀԽՍՀ ազգային էկոնոմիկայի խորհուրդ,,,Ереван,Госуниверситет (StateUniversity),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10021c0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10021c0/manifest
ark:/21198/z1v71htd,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – մեքենաշինական արդյունաբերության բոլոր աշխատողներին / Բազմահմուտ վարպետը,Masters/othermasters/DEParmenianposters/images/soviet_00401_p_arm_1201.tif,,,Experience of the pioneers. To all the employees at the Machinery Industry: The multiskilled master,,,,,,,,"Կաղապարող Գևորգ Գրիգորյանի առաջարկությամբ կաղապարման հին ձևը փոխարինվեց կոկիլայինի: Այս նոր մեթոդով մեկ գործողությամբ ստացվում է երկու դետալ և գործարանը ստացավ մի քանի հազար ռուբլու օգուտ, տնտեսվեց մեծ քանակությամբ ալյումին:",61 x 42 cm.  (24 x 16.5 in.),1 poster,,posters,arm,,"State plan of the Council of Ministers Armenian SSR, Central regulatory research station|~|Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան",Գրիգորյան Գևորգ,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71htd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v71htd/manifest
ark:/21198/z1qg0s33,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам станкостроительной промышленности / Мастер на все руки,Masters/othermasters/DEParmenianposters/images/soviet_00402_p_arm_1204.tif,,Առաջավորների փորձը – մեքենաշինական արդյունաբերության բոլոր աշխատողներին / Բազմահմուտ վարպետը,Experience of the pioneers. To all the employees at the Machinery Industry: The multiskilled master,,,,,,,,"Կաղապարող Գևորգ Գրիգորյանի առաջարկությամբ կաղապարման հին ձևը փոխարինվեց կոկիլայինի: Այս նոր մեթոդով մեկ գործողությամբ ստացվում է երկու դետալ և գործարանը ստացավ մի քանի հազար ռուբլու օգուտ, տնտեսվեց մեծ քանակությամբ ալյումին:",62 x 42 cm.  (24.4 x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Գրիգորյան Գևորգ,,Ереван,Главное управление полиграфической промышленности Арм. ССР,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0s33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg0s33/manifest
ark:/21198/z1ks8qs4,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – մեքենաշինական արդյունաբերության բոլոր աշխատողներին / Խառատային հաստոցի հենոցի վերակառուցումը,Masters/othermasters/DEParmenianposters/images/soviet_00403_p_arm_1120.tif,,,Experience of the pioneers. To all the employees at the Machinery Industry: The reconditioning of the Lathe Machine,,,,,,,,"Հաստոցաշինական գործարանի գլխավոր տեխնոլոգ  Ալեքսանդր Արզումանյանի ավանդը արտադրության մոդեռնիզացման, ավտոմատացման և մեխանիզացման գործում անգնահատելի է:  Նա առաջարկել և արտադրության մեջ ներ է դրել մոտ 10 ռացիոնալիզատորական առաջարկություն",79 x 46 cm. (31.1 x 18.1 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Արզումանյան Ալեքսանդր Անուշավանի,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8qs4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks8qs4/manifest
ark:/21198/z1g18012,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам станкостроительной промышленности / Реконструкция станины токарного станка,Masters/othermasters/DEParmenianposters/images/soviet_00404_p_arm_1205.tif,,Առաջավորների փորձը – մեքենաշինական արդյունաբերության բոլոր աշխատողներին / Խառատային հաստոցի հենոցի վերակառուցումը,Experience of the pioneers. To all the employees at the Machinery Industry: The reconditioning of the Lathe Machine,,,,,,,,"Հաստոցաշինական գործարանի գլխավոր տեխնոլոգ  Ալեքսանդր Արզումանյանի ավանդը արտադրության մոդեռնիզացման, ավտոմատացման և մեխանիզացման գործում անգնահատելի է:  Նա առաջարկել և արտադրության մեջ ներ է դրել մոտ 10 ռացիոնալիզատորական առաջարկություն",61 x 42 cm. (24  x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Արզումանյան Ալեքսանդր Անուշավանի,,Ереван,Главное управление полиграфической промышленности Арм. ССР,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18012,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g18012/manifest
ark:/21198/z1b877bs,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / ПС – 10 տիպի (провод) սնման աղբյուրների ձևափոխումը,Masters/othermasters/DEParmenianposters/images/soviet_00405_p_arm_1198.tif,,,Experience of the pioneers. To all the employees at the Mining Industry: The modification of 10 types of wires for different sources,,,,,,,,"Գլխավոր էներգետիկներ,  երտասարդ ռացիոնալիզատորներ Հակոբ Կոստանդյանի ու Վարդան Կարախանյան ի բազմաթիվ նորարարական առաջարկություններ ներդրվեցին արտադրության մեջ",61 x 42 cm. (24  x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Կոստանդյան Հակոբ Կարապետի|~|Կարախանյան Վարդան Աբգարի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b877bs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b877bs/manifest
ark:/21198/z16h6gnh,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам горнорудной промышленности / Реконструкция источников питания приводов ПС – 10,Masters/othermasters/DEParmenianposters/images/soviet_00406_p_arm_1208.tif,,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / ПС – 10 տիպի (провод) սնման աղբյուրների ձևափոխումը,Experience of the pioneers. To all the employees at the Mining Industry: The modification of 10 types of wires for different sources,,,,,,,,"Գլխավոր էներգետիկներ,  երտասարդ ռացիոնալիզատորներ Հակոբ Կոստանդյանի ու Վարդան Կարախանյան ի բազմաթիվ նորարարական առաջարկություններ ներդրվեցին արտադրության մեջ",61 x 42 cm. (24  x 16.5 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Կոստանդյան Հակոբ Կարապետի|~|Կարախանյան Վարդան Աբգարի,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6gnh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16h6gnh/manifest
ark:/21198/z12r5qxs,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / 2100X1500 չափսի այտավոր ջարդիչի մոդեռնիզացիան,Masters/othermasters/DEParmenianposters/images/soviet_00407_p_arm_1197.tif,,,Experience of the pioneers. To all the employees at the Mining Industry: 2100X1500 scale chewing gear modernization,,,,,,,,Ֆաբրիկայի գլխավոր տեխնոլոգ  Գրիշա Կիրակոսյանը  ջանք ու եռանդ չի խնայում կատարելու և գերակատարելու ստանձնած սոցիալիստական պարտավորությունները,61 x 42 cm. (24 x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Կիրակոսյան Գրիշա Գարեգինի,,Ереван,Главное управление полиграфической промышленности Арм. ССР,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5qxs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12r5qxs/manifest
ark:/21198/z1z057c9,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам горнорудной промышленности / Новая компановка флотационного оборудования,Masters/othermasters/DEParmenianposters/images/soviet_00408_p_arm_1207.tif,,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / Ֆլոտացիոն սարքավորումների նոր հարմարադասում,Experience of the pioneers. To all the employees at the Mining Industry: New customization of flotation equipment,,,,,,,,Ֆաբրիկայի գլխավոր տեխնոլոգ  Գրիշա Կիրակոսյանը  ջանք ու եռանդ չի խնայում կատարելու և գերակատարելու ստանձնած սոցիալիստական պարտավորությունները,61 x 42 cm. (24 x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Կիրակոսյան Գրիշա Գարեգինի,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z057c9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z057c9/manifest
ark:/21198/z1t74gnk,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – թեթև արդյունաբերության բոլոր աշխատողներին / Ռետինաթելի խնայման արդյունավետ միջոցը,Masters/othermasters/DEParmenianposters/images/soviet_00409_p_arm_1202.tif,,,Experience of the pioneers. To all the employees at the lightweight industry: An effective remedy for rubber supplements,,,,,,,,"Լենինականի գուլպայի ֆաբրիկայի առաջավոր ռացիոնալիզատորներն են Սերյոժա Գրիգորյանը, Վոլոդյա Գրիգորյանը, Զարիկ Սարգսյանը, Հունան Հանբեկյանը: Նրանց պրպտուն մտքի շնորհիվ հաջողվեց գտնել արտադրության թերությունների վերացման ուղիները: Այդ փոփոխությունների արդյունքում  ֆաբրիկան ունեցավ մեծ շահույթ",61 x 42 cm. (24 x 16.5 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Գրիգորյան Սերյոժա|~|Գրիգորյան Վոլոդյա|~|Սարգսյան Զարիկ|~|Հանբեկյան Հունան,,Ереван,Главное управление полиграфической промышленности Арм. ССР,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74gnk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t74gnk/manifest
ark:/21198/z1pk2fc1,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам  лёгкой промышленности / Экономия резиновой  жилки,Masters/othermasters/DEParmenianposters/images/soviet_00410_p_arm_1209.tif,,Առաջավորների փորձը –  թեթև արդյունաբերության բոլոր աշխատողներին / Ռետինաթելի խնայման արդյունավետ միջոցը,Experience of the pioneers. To all the employees at the lightweight industry: An effective remedy for rubber supplements,,,,,,,,"Լենինականի գուլպայի ֆաբրիկայի առաջավոր ռացիոնալիզատորներն են Սերյոժա Գրիգորյանը, Վոլոդյա Գրիգորյանը, Զարիկ Սարգսյանը, Հունան Հանբեկյանը: Նրանց պրպտուն մտքի շնորհիվ հաջողվեց գտնել արտադրության թերությունների վերացման ուղիները: Այդ փոփոխությունների արդյունքում  ֆաբրիկան ունեցավ մեծ շահույթ",61 x 42 cm. (24 x 16.5 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Գրիգորյան Սերյոժա|~|Գրիգորյան Վոլոդյա|~|Սարգսյան Զարիկ|~|Հանբեկյան Հունան,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2fc1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk2fc1/manifest
ark:/21198/z1jt1pn9,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / Ֆլոտացիոն սարքավորումների նոր հարմարադասում,Masters/othermasters/DEParmenianposters/images/soviet_00411_p_arm_1199.tif,,,Experience of the pioneers. To all the employees at the Mining Industry: New customization of flotation equipment,,,,,,,,Ռացիոնալիզատորներ Մարգար Բարլաուխովը և Վլադիկ Մկրտչյանը համատեղ ուժերով մշակել ու արտադրության մեջ ներ են դրել մի քանի արժեքավոր ռացիոնալիզատորական առաջարկություններ,61 x 43 cm. (24  x 17 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Բարլաուխով Մարգար Գաբրիելի|~|Մկրտչյան Վլադիկ Արսենի,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1pn9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt1pn9/manifest
ark:/21198/z1f20xxw,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Опыт передовиков - всем работникам горнорудной промышленности / Модернизация  щековой дробилки 2100Х1500,Masters/othermasters/DEParmenianposters/images/soviet_00412_p_arm_1206.tif,,Առաջավորների փորձը – լեռնահանքային արդյունաբերության բոլոր աշխատողներին / Ֆլոտացիոն սարքավորումների նոր հարմարադասում,Experience of the pioneers. To all the employees at the Mining Industry: New customization of flotation equipment,,,,,,,,Ռացիոնալիզատորներ Մարգար Բարլաուխովը և Վլադիկ Մկրտչյանը համատեղ ուժերով մշակել ու արտադրության մեջ ներ են դրել մի քանի արժեքավոր ռացիոնալիզատորական առաջարկություններ,60 x 42 cm. (23.6 x 16.5 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Բարլաուխով Մարգար Գաբրիելի|~|Մկրտչյան Վլադիկ Արսենի,,Երևան,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20xxw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f20xxw/manifest
ark:/21198/z199068v,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – գունավոր մետալուրգիայի բոլոր աշխատողներին / Ձուլողների բրիգադավար Արշակ Եփրեմի Մկրտչյանը,Masters/othermasters/DEParmenianposters/images/soviet_00413_p_arm_2340.tif,,,Experience of the pioneers. To all the employees at the Colorful Metallurgy: The Head Expert Moulder Arshak Ephrem Mkrtchyan,,,,,1966,,,"Արտադրության առաջավոր, նորարար Արշակ Մկրտչյանը շատ նորարարական առաջարկություններ է կատարել, որոնք զգալիորեն թեթևացրել են ձուլողների ծանր աշխատանքը",60 x 42 cm. (23.6 x 16.7 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Մկրտչյան Արշակ Եփրեմի,,Ереван,ՀՍՍՀ Մինիստրների սովետի մամուլի պետական կոմիտեի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz199068v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz199068v/manifest
ark:/21198/z15h9fh4,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը –  թեթև արդյունաբերության բոլոր աշխատողներին / Առաջավոր փաթաթող Ազատուհի Բոդրումյան,Masters/othermasters/DEParmenianposters/images/soviet_00414_p_arm_2962.tif,,,Experience of the pioneers. To all the employees at the lightweight industry: Lead Wrapper Azatuhi Bondumyan,,,,,1967,,,"Երևանի մետաքսի կոմբինատում է աշխատում արտադրության  առաջավոր, փաթափող Ազատուհի Բոդրումյանը",60 x 41 cm. (23.6  x 16.1 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Բոդրումյան Ազատուհի,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9fh4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15h9fh4/manifest
ark:/21198/z11r8psd,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը –  բոլոր պղնձագործներին  / Պղնձագործ ռացիոնալիզատորների ավանդը,Masters/othermasters/DEParmenianposters/images/soviet_00415_p_arm_2958.tif,,,"Experience of the pioneers. To all the copper workers: The contribution of the chain conveyor ""Rationalizers""",,,,,,,,Մեծ է պղնձագործ ռացիոնալիզատորներ Հրաչիկ Ղազարյանի և Կառլեն Իսրայելյանի ավանդը Ալավերդու պղնձաքիմիական գործարանում,60 x 41 cm. (23.6  x 16.1 in.),1 poster,,posters,rus,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Ղազարյան Հրաչիկ Արշակի|~| Իսրայելյան Կառլեն Աղասու,,Ереван,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8psd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11r8psd/manifest
ark:/21198/z1x0868c,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Առաջավորների փորձը – էլեկտրատեխնիկական արդյունաբերության բոլոր աշխատողներին / Շղթայական կոնվեյեր,Masters/othermasters/DEParmenianposters/images/soviet_00416_p_arm_2337.tif,,,"Experience of the pioneers. To all the employees at the Electrotechnical Industry: The contribution of the chain conveyor ""Rationalizers""",,,,,,,,"Երևանի «Էլեկտրաշարժիչ» գործարանում հրամայական պահանջ դարձավ ստատորների կոմպլեքսային ձևով փաթաթելու հարցը, որի լուծմանը ձեռնամուխ եղան Էդիկ Շուշանյանը, Երվանդ Աշչյանը, Սեդրակ Կուրազյանը, Արշակ Նավասարդյանը և շատ ուրիշներ",61 x 45 cm. (24 x 17.9 in.),1 poster,,posters,arm,,Հայկական ՍՍՀ Մինիստրների սովետի պետպլան|~|Կենտրոնական նորմատիվա-հետազոտական կայան,Շուշանյան Էդիկ|~|Աշչյան Երվանդ|~|Կուրազյան Սեդրակ|~|Նավասարդյան Արշակ,,Երևան,ՀՍՍՀ Մինիստրների սովետի պոլիգրաֆարդյունաբերության գլխավոր վարչություն,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,,"Environment, Science, and Technology|~|Բնապահպանություն, գիտություն եւ տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x0868c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x0868c/manifest
