"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Title","Relation.rectoVerso","Description.abstract","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx1d","2","Completed","Page","polygraph/masters/21198-zz001ngx1d-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0443","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx1d",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx2x","2","Completed","Page","polygraph/masters/21198-zz001ngx2x-1-master.tif","32","","","","","","","text","","Polygraph Newsletter_0444","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx2x",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx3f","2","Completed","Page","polygraph/masters/21198-zz001ngx3f-1-master.tif","33","","","","","","","text","","Polygraph Newsletter_0445","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx3f",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx4z","2","Completed","Page","polygraph/masters/21198-zz001ngx4z-1-master.tif","34","","","","","","","text","","Polygraph Newsletter_0446","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx4z",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx5g","2","Completed","Page","polygraph/masters/21198-zz001ngx5g-1-master.tif","35","","","","","","","text","","Polygraph Newsletter_0447","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx5g",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx60","2","Completed","Page","polygraph/masters/21198-zz001ngx60-1-master.tif","36","","","","","","","text","","Polygraph Newsletter_0448","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx60",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx7h","2","Completed","Page","polygraph/masters/21198-zz001ngx7h-1-master.tif","37","","","","","","","text","","Polygraph Newsletter_0449","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx7h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx81","2","Completed","Page","polygraph/masters/21198-zz001ngx81-1-master.tif","38","","","","","","","text","","Polygraph Newsletter_0450","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx81",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngx9j","2","Completed","Page","polygraph/masters/21198-zz001ngx9j-1-master.tif","39","","","","","","","text","","Polygraph Newsletter_0451","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngx9j",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngxb2","2","Completed","Page","polygraph/masters/21198-zz001ngxb2-1-master.tif","40","","","","","","","text","","Polygraph Newsletter_0452","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxb2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngvzd","ark:/21198/zz001ngxck","2","Completed","Page","polygraph/masters/21198-zz001ngxck-1-master.tif","41","","","","","","","text","","Polygraph Newsletter_0453","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxck",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxfm","2","Completed","Page","polygraph/masters/21198-zz001ngxfm-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0454","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxfm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxg4","2","Completed","Page","polygraph/masters/21198-zz001ngxg4-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0455","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxg4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxhn","2","Completed","Page","polygraph/masters/21198-zz001ngxhn-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0456","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxhn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxj5","2","Completed","Page","polygraph/masters/21198-zz001ngxj5-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0457","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxj5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxkp","2","Completed","Page","polygraph/masters/21198-zz001ngxkp-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0458","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxkp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxm6","2","Completed","Page","polygraph/masters/21198-zz001ngxm6-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0459","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxm6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxnq","2","Completed","Page","polygraph/masters/21198-zz001ngxnq-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0460","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxnq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxp7","2","Completed","Page","polygraph/masters/21198-zz001ngxp7-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0461","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxp7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxqr","2","Completed","Page","polygraph/masters/21198-zz001ngxqr-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0462","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxqr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxr8","2","Completed","Page","polygraph/masters/21198-zz001ngxr8-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0463","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxr8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxss","2","Completed","Page","polygraph/masters/21198-zz001ngxss-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0464","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxss",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxt9","2","Completed","Page","polygraph/masters/21198-zz001ngxt9-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0465","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxt9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxvt","2","Completed","Page","polygraph/masters/21198-zz001ngxvt-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0466","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxvt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxwb","2","Completed","Page","polygraph/masters/21198-zz001ngxwb-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0467","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxwb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxxv","2","Completed","Page","polygraph/masters/21198-zz001ngxxv-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0468","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxxv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngxd3","ark:/21198/zz001ngxzc","2","Completed","Page","polygraph/masters/21198-zz001ngxzc-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0469","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngxzc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz1w","2","Completed","Page","polygraph/masters/21198-zz001ngz1w-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0470","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz1w",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz2d","2","Completed","Page","polygraph/masters/21198-zz001ngz2d-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0471","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz2d",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz3x","2","Completed","Page","polygraph/masters/21198-zz001ngz3x-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0472","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz3x",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz4f","2","Completed","Page","polygraph/masters/21198-zz001ngz4f-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0473","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz4f",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz5z","2","Completed","Page","polygraph/masters/21198-zz001ngz5z-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0474","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz5z",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz6g","2","Completed","Page","polygraph/masters/21198-zz001ngz6g-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0475","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz6g",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz70","2","Completed","Page","polygraph/masters/21198-zz001ngz70-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0476","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz70",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz8h","2","Completed","Page","polygraph/masters/21198-zz001ngz8h-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0477","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz8h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngz91","2","Completed","Page","polygraph/masters/21198-zz001ngz91-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0478","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngz91",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzbj","2","Completed","Page","polygraph/masters/21198-zz001ngzbj-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0479","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzbj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzc2","2","Completed","Page","polygraph/masters/21198-zz001ngzc2-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0480","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzc2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzdk","2","Completed","Page","polygraph/masters/21198-zz001ngzdk-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0481","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzdk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzf3","2","Completed","Page","polygraph/masters/21198-zz001ngzf3-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0482","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzf3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzgm","2","Completed","Page","polygraph/masters/21198-zz001ngzgm-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0483","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzgm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzh4","2","Completed","Page","polygraph/masters/21198-zz001ngzh4-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0484","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzh4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzjn","2","Completed","Page","polygraph/masters/21198-zz001ngzjn-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0485","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzjn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzk5","2","Completed","Page","polygraph/masters/21198-zz001ngzk5-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0486","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzk5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzmp","2","Completed","Page","polygraph/masters/21198-zz001ngzmp-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0487","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzmp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzn6","2","Completed","Page","polygraph/masters/21198-zz001ngzn6-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0488","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzn6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzpq","2","Completed","Page","polygraph/masters/21198-zz001ngzpq-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0489","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzpq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzq7","2","Completed","Page","polygraph/masters/21198-zz001ngzq7-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0490","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzq7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzrr","2","Completed","Page","polygraph/masters/21198-zz001ngzrr-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0491","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzrr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzs8","2","Completed","Page","polygraph/masters/21198-zz001ngzs8-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0492","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzs8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzts","2","Completed","Page","polygraph/masters/21198-zz001ngzts-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0493","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzts",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzv9","2","Completed","Page","polygraph/masters/21198-zz001ngzv9-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0494","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzv9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzwt","2","Completed","Page","polygraph/masters/21198-zz001ngzwt-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0495","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzwt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzxb","2","Completed","Page","polygraph/masters/21198-zz001ngzxb-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0496","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzxb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001ngzzv","2","Completed","Page","polygraph/masters/21198-zz001ngzzv-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0497","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngzzv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh009","2","Completed","Page","polygraph/masters/21198-zz001nh009-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0498","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh009",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh01t","2","Completed","Page","polygraph/masters/21198-zz001nh01t-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0499","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh01t",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh02b","2","Completed","Page","polygraph/masters/21198-zz001nh02b-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0500","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh02b",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh03v","2","Completed","Page","polygraph/masters/21198-zz001nh03v-1-master.tif","32","","","","","","","text","","Polygraph Newsletter_0501","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh03v",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh04c","2","Completed","Page","polygraph/masters/21198-zz001nh04c-1-master.tif","33","","","","","","","text","","Polygraph Newsletter_0502","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh04c",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh05w","2","Completed","Page","polygraph/masters/21198-zz001nh05w-1-master.tif","34","","","","","","","text","","Polygraph Newsletter_0503","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh05w",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh06d","2","Completed","Page","polygraph/masters/21198-zz001nh06d-1-master.tif","35","","","","","","","text","","Polygraph Newsletter_0504","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh06d",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh07x","2","Completed","Page","polygraph/masters/21198-zz001nh07x-1-master.tif","36","","","","","","","text","","Polygraph Newsletter_0505","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh07x",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh08f","2","Completed","Page","polygraph/masters/21198-zz001nh08f-1-master.tif","37","","","","","","","text","","Polygraph Newsletter_0506","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh08f",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh09z","2","Completed","Page","polygraph/masters/21198-zz001nh09z-1-master.tif","38","","","","","","","text","","Polygraph Newsletter_0507","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh09z",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0bg","2","Completed","Page","polygraph/masters/21198-zz001nh0bg-1-master.tif","39","","","","","","","text","","Polygraph Newsletter_0508","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0bg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0c0","2","Completed","Page","polygraph/masters/21198-zz001nh0c0-1-master.tif","40","","","","","","","text","","Polygraph Newsletter_0509","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0c0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0dh","2","Completed","Page","polygraph/masters/21198-zz001nh0dh-1-master.tif","41","","","","","","","text","","Polygraph Newsletter_0510","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0dh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0f1","2","Completed","Page","polygraph/masters/21198-zz001nh0f1-1-master.tif","42","","","","","","","text","","Polygraph Newsletter_0511","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0f1",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0gj","2","Completed","Page","polygraph/masters/21198-zz001nh0gj-1-master.tif","43","","","","","","","text","","Polygraph Newsletter_0512","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0gj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0h2","2","Completed","Page","polygraph/masters/21198-zz001nh0h2-1-master.tif","44","","","","","","","text","","Polygraph Newsletter_0513","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0h2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0jk","2","Completed","Page","polygraph/masters/21198-zz001nh0jk-1-master.tif","45","","","","","","","text","","Polygraph Newsletter_0514","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0jk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0k3","2","Completed","Page","polygraph/masters/21198-zz001nh0k3-1-master.tif","46","","","","","","","text","","Polygraph Newsletter_0515","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0k3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0mm","2","Completed","Page","polygraph/masters/21198-zz001nh0mm-1-master.tif","47","","","","","","","text","","Polygraph Newsletter_0516","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0mm",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0n4","2","Completed","Page","polygraph/masters/21198-zz001nh0n4-1-master.tif","48","","","","","","","text","","Polygraph Newsletter_0517","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0n4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0pn","2","Completed","Page","polygraph/masters/21198-zz001nh0pn-1-master.tif","49","","","","","","","text","","Polygraph Newsletter_0518","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0pn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0q5","2","Completed","Page","polygraph/masters/21198-zz001nh0q5-1-master.tif","50","","","","","","","text","","Polygraph Newsletter_0519","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0q5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0rp","2","Completed","Page","polygraph/masters/21198-zz001nh0rp-1-master.tif","51","","","","","","","text","","Polygraph Newsletter_0520","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0rp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0s6","2","Completed","Page","polygraph/masters/21198-zz001nh0s6-1-master.tif","52","","","","","","","text","","Polygraph Newsletter_0521","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0s6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngz0c","ark:/21198/zz001nh0tq","2","Completed","Page","polygraph/masters/21198-zz001nh0tq-1-master.tif","53","","","","","","","text","","Polygraph Newsletter_0522","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nh0tq",""
