File Name,Title,Object Type,Parent ARK,Item ARK,Item Sequence,AltID.local,Type.typeOfResource,Date.creation,Date.normalized,Creator,Note.summary,Note.description,Language,Copyright Status,Copyright Statement,Copyright Holder 1 Name,Copyright Contact,Type.genre,Provenance,Repository
Masters/othermasters/dl_quinn/ATQ_2_09_ClassifiedFourm_106.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1932brg,,ATQ_2_09_ClassifiedFourm_106,text,1990,1990,"Kent Brewster, Classified Forum, Santa Monica College",,"Kent Brewster, Classified Forum, Santa Monica Community College to Alfred Thomas Quinn regarding a campaign endorsement event.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5955,correspondence,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_DottieElectATQsign_094.jpg,"Dorothy ""Dottie"" Quinn posing with an Elect Al Quinn election sign. ",Work,,ark:/21198/z15b1m2m,,ATQ_2_09_DottieElectATQsign_094,image,1990,1990,Alfred T. Quinn,,"Dorothy ""Dottie"" Quinn posing with an Elect Al Quinn election sign",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5943,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_EdAQtorunforboardatSMC_098.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z11k0vds,,ATQ_2_09_EdAQtoRunForBoardatSMC_098,text,1990,1990,"Tom Jennings, staff writer",,Newspaper Clipping. Educator Al Quinn to run for board at SM College.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5947,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_IssuesSMCGrowthandParking_099.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1wt0bvk,,ATQ_2_09_IssuesSMCGrowthAndParking_099,text,1990,1990,"Tom Jennings, staff writer",,"Newspaper Clipping, Issues in SM College race are growth and parking.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5948,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_LetterfromAlQuinforBOT_093.jpg,Election flyer Al Quinn for Santa Monica College Board of Trustees,Work,,ark:/21198/z1s19m24,,ATQ_2_09_LetterfronAlQuinnforBOT_093,text,1990,1990,Alfred T. Quinn,,Campaign letter from the Committee to Elect Al Quinn to Santa Monica College District Board of Trustees.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5942,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_PoliticalAd_105.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1n88vbd,,ATQ_2_09_PoliticalAd_105,image,1990,1990,The Outlook,,Newspaper clipping of campaign advertisement for Alfred Thomas Quinn for Santa Monica College Board of Trustees in the Outlook,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5954,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_TheOutlookNov590_108.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1hm6t0z,,ATQ_2_09_TheOutlookNov590_108,text,1990,1990,The Outlook newspaper,,Newspaper clipping of endorsements from the The Outlook.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5957,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_TrusteeCandPullnoLB_104.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1cv6292,,ATQ_2_09_TrusteeCandPullnoLB_104,text,1990,1990,"Barbara Koh, Times Staff Writer",,"Newspaper clipping, Trustees: Candidates Pull No Low Blows, J8",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5953,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_10_OutlookLtr_118.jpg,Outlook Editorial on 1992 Los Angeles Riots,Work,,ark:/21198/z18359m3,,ATQ_2_10_OutlookLtr_118,text,1992,1992,Alfred T. Quinn,,Newspaper Clipping  from The Outlook (Santa Monica). Alfred T. Quinn Letter to the Editor regarding Los Angeles Riots.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5967,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_01_AfricanMethodismCover_122.jpg,Book Jacket for The Romance of African Methodism by George Singleton,Work,,ark:/21198/z14b4jxt,,ATQ_3_01_AfricanMethodismCover_122,text,1952,1952,"Reverend George A. Singleton, Exposition Press",,"Book jacket for The Romance of African Methodism by George A. Singleton, NY: Exposition Press, [1952]. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5971,book jackets,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_01_FourHorsemn_119.jpg,Romance of African Methodism: The Four Horsemen,Work,,ark:/21198/z10k3t52,,ATQ_3_01_FourHorsemn_119,text,1952,1952,Reverend George A. Singleton,,"Excerpt from The Romance of African Methodism by George A. Singleton, NY: Exposition Press, [1952]. The Four Horsemen - Founders of the African Methodist Episcopal Church: Bishop Richard Allen, Bishop William Paul Quinn, Bishop Daniel A. Payne, Bishop Henry M. Turner.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5968,excerpts,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_04_AKerruthersGiant_124.jpg,Newspaper clipping of Reverend  Alfred Kerruthers Quinn Obituary ,Work,,ark:/21198/z1vt39mv,,ATQ_3_04_AKerruthersGiant_124,text,1981,1981,"Virgie W. Murray, Sentinel Religion Editor",,Newspaper clipping of Rev. Alfred Kerruthers Quinn Obituary in Los Angeles Sentinel. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5973,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_05_AKQDRDivinity_127.jpg,Alfred Kerruthers Quinn Doctor of Divinity from Western University,Work,,ark:/21198/z1r22jxw,,ATQ_3_05_AKQDRDivinity_127,text,1947,1947," Bishop N.W. Williams School of Religion, Western University at Kansas City, Kansas",,Alfred Kerruthers Quinn Doctorate of Divinity from Western University Bishop N. W. Williams School of Religion in Kansas in 1947.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5976,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_05_MrMrsKerruthersQuinn_126.jpg,Newspaper clipping of Reverend  Alfred Kerruthers Quinn and Effie Caroline Quinn ,Work,,ark:/21198/z1md0hj0,,ATQ_3_05_MrMrsKerruthersQuinn_126,text,1941,1941,,,Newspaper clipping. Reverend Alfred Kerruthers Quinn returns to Santa Monica AME and his wife Effie Caroline Quinn dies of lingering illness.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5975,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_09_JillSchool_131.jpg,Scrapbook page of Jill Quinn,Work,,ark:/21198/z1gm9rv5,,ATQ_3_09_JillSchool_131,image,1970,1970,,,"Scrapbook page with Jill's school photo, a credit certificate from UCLA Extension and a photo of Jill in the Kitchen.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5980,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_3_11_JillMemorial_130.jpg,Newspaper clipping about Jill's Memorial Service,Work,,ark:/21198/z1bv9164,,ATQ_3_11_JillMemorial_130,text,1972,1972,,,Newspaper clipping announcing the memorial service for Jill Renee Quinn 11am Saturday December 9th. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5979,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_01_SantaMonicaAirportAerial_136.jpg,Aerial view of Santa Monica Airport,Work,,ark:/21198/z17388h5,,ATQ_4_01_SantaMonicaAirportAerial_136,image,,,,,Aerial View of Santa Monica Airport (domed structure in upper left corner).,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5985,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_01_SMCAerial(Picoonright)_132.jpg,Aerial View of Santa Monica College,Work,,ark:/21198/z13b7hqj,,ATQ_4_01_SMCAerial(Picoonright)_132,image,,,,,Aerial view  of Santa Monica College (Pico Blvd. is on the right side of the Picture) and part of The Alfred Thomas Quinn Research Center ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5981,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_01_SMCityHall&Sears_133.jpg,Aerial View of Santa Monica,Work,,ark:/21198/z1zk7166,,ATQ_4_01_SMCityHall&Sears_133,image,,,,,Aerial view of Santa Monica including Sears Roebuck and Company and Santa Monica City Hall.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5982,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_01_SMTechSchool_134.jpg,Santa Monica Technical School ,Work,,ark:/21198/z1tt68gg,,ATQ_4_01_SMTechSchool_134,image,,,,,Exterior photograph of Santa Monica Technical School: A Free Public Trade School with several students exiting the building and standing outside. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5983,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_01_SMTechSchoolAerial_135.jpg,Aerial view of Santa Monica Technical School,Work,,ark:/21198/z1q5475s,,ATQ_4_01_SMTechSchoolAerial_135,image,,,,,Aerial view of Santa Monica Technical School. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5984,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_AKQandEssie_142.jpg,Alfred Kerruthers Quinn and Essie Carolyne Quinn ,Work,,ark:/21198/z1kd3ggh,,ATQ_4_02_AKQandEssie1_142,image,,,,,Alfred Kerruthers Quinn (left) and Essie Carolyne Quinn. Undated,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5991,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_AKQandEssie2_143.jpg,Alfred Kerruthers Quinn and Essie Carolyne Quinn,Work,,ark:/21198/z1fn2qs7,,ATQ_4_02_AKQandEssie2_143,image,,,,,Alfred Kerruthers Quinn (left) and Essie Carolyne Quinn. Undated,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5992,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_AKQRevFord_145.jpg,Reverend Jerry W. Ford ,Work,,ark:/21198/z19w2046,,ATQ_4_02_AKQRevFord_145,image,1975,,,,"Reverend Jerry W. Ford (standing), Reverend Alfred Keruthers Quinn seated (center), 1975.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5994,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_AKQwithDog_144.jpg,Alfred Kerruthers Quinn with dog ,Work,,ark:/21198/z164179f,,ATQ_4_02_AKQwithDog_144,image,1950s,1950/1959,,,Alfred Kerruthers Quinn playing with dog  in front of his home.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5993,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_AlfredKQuinn_140.jpg,Alfred Kerruthers Quinn in yard,Work,,ark:/21198/z12c0gkq,,ATQ_4_02_AlfredKQuinn_140,image,,,,,Alfred Kerruthers Quinn as an elderly man posing outside of his home.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5989,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_FamilyPicATQBaby_141.jpg,Quinn Family photo,Work,,ark:/21198/z1xm0048,,ATQ_4_02_FamilyPicATQBaby_141,image,,,,,"Quinn Family Photo. (left to right) Alfred Kerruthers Quinn (far left)  holding Alfred Thomas Quinn, Phillys (Sheila) , Essie Carolyne Quinn (nee Jones), sister.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5990,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_Phylis(Sheila)Quinn_137.jpg,Phyllis (Shelia) Quinn,Work,,ark:/21198/z1sx7xr1,,ATQ_4_02_Phylis(Sheila)Quinn_137,image,,,,,"Phyllis (Shelia) Quinn, Alfred Thomas Quinn's sister. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5986,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_RevAKQ_146.jpg,Reverend Alfred K. Quinn and Reverend Jerry W. Ford ,Work,,ark:/21198/z1p5762v,,ATQ_4_02_RevAKQ_146,image,1975,,,,"Reverend Alfred Kerruthers Quinn (speaking) and Reverend Jerry W. Ford seated (far left), 1975.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5995,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_RevAKQandEssieCoats_147.jpg,Alfred Kerruthers Quinn and Essie Carolyne Quinn,Work,,ark:/21198/z1jd6fck,,ATQ_4_02_RevAKQandEssieCoats_147,image,,,,,Alfred Kerruthers Quinn and wife Essie Carolyne Quinn as a younger couple. Undated.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5996,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_RoseQuinn_138.jpg,Alfred Kerruthers Quinn and wife Rose Quinn,Work,,ark:/21198/z1dn5pnv,,ATQ_4_02_RoseQuinn_138,image,,,,,Alfred Kerruthers Quinn (left) and his wife Rose Quinn.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5987,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_02_RoseQuinn(Restored)_139.jpg,Alfred Kerruthers Quinn and wife Rose Quinn,Work,,ark:/21198/z18w4xwp,,ATQ_4_02_RoseQuinn(Restored)_139,image,,,,,Retouched photograph of Alfred Kerruthers Quinn (left) and his wife Rose Quinn.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5988,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_03_ATQBoxingMatch_150.jpg,Young Alfred T. Quinn boxing,Work,,ark:/21198/z154464m,,ATQ_4_03_ATQBoxingMatch_150,image,1941,1941,,,"Alfred Thomas Quinn: Al (Slow Freight) Quinn boxing with an opponent, April 23, 1941.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5999,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_03_ATQRiffleclub_149.jpg,Alfred T.Quinn and Student,Work,,ark:/21198/z11c3ffb,,ATQ_4_03_ATQRifleClub_149,image,,,"Rifle Club, Lincoln Jr. High School, SMUSD",,Alfred T. Quinn pinning a medal on Bob Czack a member of Lincoln Jr. High School Rifle Club. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5998,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_03_ATQTeachSMCC_148.jpg,Alfred T. Quinn in classroom,Work,,ark:/21198/z1wq1n9g,,ATQ_4_03_ATQTeachSMCC_148,image,1967,,,,"Alfred Thomas Quinn seated on desk in front of a chalkboard in Santa Monica City College classroom, circa 1967.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5997,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_03_SMBBALL_151.jpg,Original Santa Monica Basketball Team ,Work,,ark:/21198/z1rz0wm6,,ATQ_4_03_SMBBALL_151,image,undated,1922/2003,,,Alfred Thomas Quinn (far right) Coach for Original Santa Monica basketball team.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6000,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQ&Dottieinred_163.jpg,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1n604z2,,ATQ_4_04_ATQ&DottieInRed_163,image,1990,1990,,,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn as a middle aged couple.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6012,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQ&DottieYoungcenter_164.jpg,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1hd9d8n,,ATQ_4_04_ATQ&DottieYoungCenter_164,image,1990,1990,,,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn in their home. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6013,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQDottieatdinner_165.jpg,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1cn8ng1,,ATQ_4_04_ATQDottieAtDinner_165,image,1990,1990,,,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn at dinner in a restaurant.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6014,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQDottieoutdoors_166.jpg,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z17w7wr9,,ATQ_4_04_ATQDottieOutdoors_166,image,1970,1970,,,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn at a table outside.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6015,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_4_04_ATQDottieswimwear_167.jpg,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn",Work,,ark:/21198/z1475vfm,,ATQ_4_04_ATQDottieSwimwear_167,image,1950,1950,,,"Alfred T. Quinn and Sylvia Dorothy ""Dottie"" Quinn wearing swimwear at the beach.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-6016,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
