Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nvxz9,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image|~|text,paged,,private,,Sections|~|detail drawings,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 28 cm,c1179_b306_f(8)_02|~|c1179_b306_f(8)_01|~|c1179_b306_f(8)_03,,"This folder contains detail drawings of resilient surfaces for flooring, base, and wainscoting.|~|Contains details used as reference by the architectural firm to create detail drawings for projects that were designed by the firm.","Reference details, resilient surfaces, undated",Between 1946 and 1967,3 p.,1946/1967,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nzkq6,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,paged,,,,detail drawings,,,California,,,Architecture--California--20th century|~|schools (buildings),,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(9)_02|~|c1179_b306_f(9)_01|~|c1179_b306_f(9)_04|~|c1179_b306_f(9)_03,,Five drawings of classroom door and partition details for unnamed project.,"Reference details, schools, undated",Between 1946 and 1967,5 p.,1946/1967,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nzkx9,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,paged,,,,detail drawings,,,California,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(10)_05|~|c1179_b306_f(10)_10|~|c1179_b306_f(10)_03|~|c1179_b306_f(10)_08|~|c1179_b306_f(10)_13|~|c1179_b306_f(10)_01|~|c1179_b306_f(10)_06|~|c1179_b306_f(10)_11|~|c1179_b306_f(10)_02|~|c1179_b306_f(10)_07|~|c1179_b306_f(10)_12|~|c1179_b306_f(10)_04|~|c1179_b306_f(10)_09,,"Thirteen detail drawings of ornamental and sheet metal for skylights, recessed lighting, vents, and flashing (building component).","Reference details, sheet metal, undated",Between 1946 and 1967,13 p.,1946/1967,"pen and ink on linen, graphite on tracing paper",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001p0rqg,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,paged,,,,detail drawings,,,California,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(11)_04|~|c1179_b306_f(11)_01|~|c1179_b306_f(11)_06|~|c1179_b306_f(11)_02|~|c1179_b306_f(11)_07|~|c1179_b306_f(11)_05|~|c1179_b306_f(11)_03|~|c1179_b306_f(11)_08,,"Eight detail drawings include designs for rain gutters, vents, and pipes.","Reference details, structural steel, undated",Between 1946 and 1967,8 p.,1946/1967,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001pzbrr,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(12)_02|~|c1179_b306_f(12)_07|~|c1179_b306_f(12)_12|~|c1179_b306_f(12)_18|~|c1179_b306_f(12)_24|~|c1179_b306_f(12)_22|~|c1179_b306_f(12)_03|~|c1179_b306_f(12)_08|~|c1179_b306_f(12)_13|~|c1179_b306_f(12)_19|~|c1179_b306_f(12)_25|~|c1179_b306_f(12)_04|~|c1179_b306_f(12)_09|~|c1179_b306_f(12)_14|~|c1179_b306_f(12)_15|~|c1179_b306_f(12)_20|~|c1179_b306_f(12)_05|~|c1179_b306_f(12)_10|~|c1179_b306_f(12)_16|~|c1179_b306_f(12)_21|~|c1179_b306_f(12)_01|~|c1179_b306_f(12)_06|~|c1179_b306_f(12)_11|~|c1179_b306_f(12)_17|~|c1179_b306_f(12)_23,,"Folder 12 of the construction reference files includes specifications of closet, bathroom, and miscellaneous accessories.","Specifications, accessories, undated",Between 1946 and 1967,25 p.,1946/167,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001pzffj,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(13)_07|~|c1179_b306_f(13)_19|~|c1179_b306_f(13)_11|~|c1179_b306_f(13)_03|~|c1179_b306_f(13)_13|~|c1179_b306_f(13)_15|~|c1179_b306_f(13)_17|~|c1179_b306_f(13)_01|~|c1179_b306_f(13)_02|~|c1179_b306_f(13)_05|~|c1179_b306_f(13)_06|~|c1179_b306_f(13)_09|~|c1179_b306_f(13)_18|~|c1179_b306_f(13)_20|~|c1179_b306_f(13)_04|~|c1179_b306_f(13)_08|~|c1179_b306_f(13)_10|~|c1179_b306_f(13)_12|~|c1179_b306_f(13)_14|~|c1179_b306_f(13)_16,,"Folder 13 of the construction reference files includes specifications of materials and labor for carpentry, millwork, and accessories.","Specifications, carpentry, millwork, and accessories, undated, 1 of 5",Between 1946 and 1967,20 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0023120r,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(13)_21|~|c1179_b306_f(13)_28|~|c1179_b306_f(13)_23|~|c1179_b306_f(13)_32|~|c1179_b306_f(13)_34|~|c1179_b306_f(13)_40|~|c1179_b306_f(13)_25|~|c1179_b306_f(13)_30|~|c1179_b306_f(13)_37|~|c1179_b306_f(13)_42|~|c1179_b306_f(13)_22|~|c1179_b306_f(13)_24|~|c1179_b306_f(13)_26|~|c1179_b306_f(13)_27|~|c1179_b306_f(13)_29|~|c1179_b306_f(13)_31|~|c1179_b306_f(13)_33|~|c1179_b306_f(13)_35|~|c1179_b306_f(13)_36|~|c1179_b306_f(13)_38|~|c1179_b306_f(13)_39|~|c1179_b306_f(13)_41,,"Folder 13 of the construction reference files includes specifications of materials and labor for carpentry, millwork, and accessories. Also includes specifications of furniture and cabinet work, doors, closets, wainscoting and framing, with materials, finishes, and nailing schedule.","Specifications, carpentry, millwork, and accessories, undated, 2 of 5",Between 1946 and 1967,22 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002312t5,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(13)_43|~|c1179_b306_f(13)_51|~|c1179_b306_f(13)_45|~|c1179_b306_f(13)_52|~|c1179_b306_f(13)_44|~|c1179_b306_f(13)_46|~|c1179_b306_f(13)_47|~|c1179_b306_f(13)_48|~|c1179_b306_f(13)_49|~|c1179_b306_f(13)_50|~|c1179_b306_f(13)_53,,"Folder 13 of the construction reference files includes specifications of materials and labor for carpentry, millwork, and accessories. Also includes specifications of scope.","Specifications, carpentry, millwork, and accessories, undated, 3 of 5",Between 1946 and 1967,11 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002316gx,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(13)_54|~|c1179_b306_f(13)_57|~|c1179_b306_f(13)_61|~|c1179_b306_f(13)_62|~|c1179_b306_f(13)_63|~|c1179_b306_f(13)_66|~|c1179_b306_f(13)_70|~|c1179_b306_f(13)_72|~|c1179_b306_f(13)_56|~|c1179_b306_f(13)_59|~|c1179_b306_f(13)_73|~|c1179_b306_f(13)_64|~|c1179_b306_f(13)_71|~|c1179_b306_f(13)_65|~|c1179_b306_f(13)_69|~|c1179_b306_f(13)_55|~|c1179_b306_f(13)_58|~|c1179_b306_f(13)_60|~|c1179_b306_f(13)_67|~|c1179_b306_f(13)_68,,"Folder 13 of the construction reference files includes specifications of materials and labor for carpentry, millwork, and accessories.","Specifications, carpentry, millwork, and accessories, undated, 4 of 5",Between 1946 and 1967,20 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002317ph,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(13)_74|~|c1179_b306_f(13)_75|~|c1179_b306_f(13)_79|~|c1179_b306_f(13)_88|~|c1179_b306_f(13)_90|~|c1179_b306_f(13)_92|~|c1179_b306_f(13)_93|~|c1179_b306_f(13)_95|~|c1179_b306_f(13)_97|~|c1179_b306_f(13)_80|~|c1179_b306_f(13)_81|~|c1179_b306_f(13)_82|~|c1179_b306_f(13)_84|~|c1179_b306_f(13)_86|~|c1179_b306_f(13)_87|~|c1179_b306_f(13)_89|~|c1179_b306_f(13)_94|~|c1179_b306_f(13)_96|~|c1179_b306_f(13)_77|~|c1179_b306_f(13)_76|~|c1179_b306_f(13)_78|~|c1179_b306_f(13)_83|~|c1179_b306_f(13)_85|~|c1179_b306_f(13)_91,,"Folder 13 of the construction reference files includes specifications of materials and labor for carpentry, millwork, and accessories. Also includes specifications of kitchen equipment.","Specifications, carpentry, millwork, and accessories, undated, 5 of 5",Between 1946 and 1967,24 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00231bqg,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(14)_1|~|c1179_b306_f(14)_2|~|c1179_b306_f(14)_3|~|c1179_b306_f(14)_4_side 1|~|c1179_b306_f(14)_4_side 2,,"Folder 14 of the construction reference files includes specifications of carpeting. Also includes print advertisment of Kentshah Carpets, Kent-Costikyan, Importers of Oriental Rugs, New York.","Specifications, carpeting, undated",Between 1946 and 1967,4 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253qfc,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(15)_01|~|c1179_b306_f(15)_04|~|c1179_b306_f(15)_05|~|c1179_b306_f(15)_09_side 1|~|c1179_b306_f(15)_09_side 2|~|c1179_b306_f(15)_17|~|c1179_b306_f(15)_19|~|c1179_b306_f(15)_22|~|c1179_b306_f(15)_24|~|c1179_b306_f(15)_13|~|c1179_b306_f(15)_14|~|c1179_b306_f(15)_35|~|c1179_b306_f(15)_37|~|c1179_b306_f(15)_38|~|c1179_b306_f(15)_06|~|c1179_b306_f(15)_10|~|c1179_b306_f(15)_15|~|c1179_b306_f(15)_16|~|c1179_b306_f(15)_20|~|c1179_b306_f(15)_25|~|c1179_b306_f(15)_29|~|c1179_b306_f(15)_30|~|c1179_b306_f(15)_31|~|c1179_b306_f(15)_32|~|c1179_b306_f(15)_02|~|c1179_b306_f(15)_07|~|c1179_b306_f(15)_11|~|c1179_b306_f(15)_21|~|c1179_b306_f(15)_26|~|c1179_b306_f(15)_28|~|c1179_b306_f(15)_33|~|c1179_b306_f(15)_36|~|c1179_b306_f(15)_03|~|c1179_b306_f(15)_08|~|c1179_b306_f(15)_12|~|c1179_b306_f(15)_18|~|c1179_b306_f(15)_23|~|c1179_b306_f(15)_27|~|c1179_b306_f(15)_34,,"Folder 15 of the construction reference files includes specifications of cold asphaltic paving, concrete, and masonry.","Specifications, concrete and masonry, undated, 1 of 4",Between 1946 and 1967,38 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253t7q,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(15)_40|~|c1179_b306_f(15)_42|~|c1179_b306_f(15)_43|~|c1179_b306_f(15)_45|~|c1179_b306_f(15)_47|~|c1179_b306_f(15)_39|~|c1179_b306_f(15)_41|~|c1179_b306_f(15)_44|~|c1179_b306_f(15)_46,,"Folder 15 of the construction reference files includes specifications of concrete and masonry for steps, fireplace, cement tile work, and glass brick panels. Also includes an index to the scope sheets.","Specifications, concrete and masonry, undated, 2 of 4",Between 1946 and 1967,9 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253tkw,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(15)_49|~|c1179_b306_f(15)_50|~|c1179_b306_f(15)_51|~|c1179_b306_f(15)_53|~|c1179_b306_f(15)_55|~|c1179_b306_f(15)_56|~|c1179_b306_f(15)_48|~|c1179_b306_f(15)_52|~|c1179_b306_f(15)_54,,"Folder 15 of the construction reference files includes specifications of concrete and masonry for gravel, broken stone, concrete slabs, tile and terazzo floors, fireplace, agricultural drain, incinerator, flues, and cesspool. Also includes pricing.","Specifications, concrete and masonry, undated, 3 of 4",Between 1946 and 1967,9 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253tx2,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(15)_59|~|c1179_b306_f(15)_60|~|c1179_b306_f(15)_62|~|c1179_b306_f(15)_57|~|c1179_b306_f(15)_58|~|c1179_b306_f(15)_61,,"Folder 15 of the construction reference files includes pricing and specifications of concrete slabs, floors, and stairway. Also includes specifications of cement, sand, gravel, broken stones, reinforcing, mix, forms, and pouring.","Specifications, concrete and masonry, undated, 4 of 4",Between 1946 and 1967,6 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253v55,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(16)_01,,"Folder 16 of the construction reference files includes specifications of drapes and hangings and a single print of scanned file folder inscribed: curtain tracks, tapes, etc.","Specifications, drapes, undated",Between 1946 and 1967,2 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253v8q,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(17)_01|~|c1179_b306_f(17)_02|~|c1179_b306_f(17)_03|~|c1179_b306_f(17)_06|~|c1179_b306_f(17)_07|~|c1179_b306_f(17)_04|~|c1179_b306_f(17)_05,,"Folder 17 of the Construction Reference Files contains specifications for the installation of a dumbwaiter. The specifications include details about general conditions, drawings, regulations, permits and inspection, tests, and the machine's components.","Specifications, dumbwaiters, undated",Between 1946 and 1967,7 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253vjv,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(18)_01|~|c1179_b306_f(18)_02|~|c1179_b306_f(18)_03|~|c1179_b306_f(18)_05|~|c1179_b306_f(18)_07|~|c1179_b306_f(18)_08|~|c1179_b306_f(18)_04|~|c1179_b306_f(18)_06|~|c1179_b306_f(18)_09,,"Folder 18 of the Construction Reference Files contains specifications of material and equipment for excavating, filling, back-filling, grading, and cleaning the site. Also includes provision for special and extra work.","Specifications, earthwork, undated, 1 of 2",Between 1946 and 1967,9 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253wb7,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(18)_10|~|c1179_b306_f(18)_11|~|c1179_b306_f(18)_14|~|c1179_b306_f(18)_16|~|c1179_b306_f(18)_17|~|c1179_b306_f(18)_15|~|c1179_b306_f(18)_12|~|c1179_b306_f(18)_13|~|c1179_b306_f(18)_18,,"Folder 18 of the Construction Reference Files contains specifications of earthwork, including excavating, filling, grading, and clearing the site. Also includes specifications of workmanship, tests, and proposal criteria for the project engineer.","Specifications, earthwork, undated, 2 of 2",Between 1946 and 1967,9 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253wqx,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_005|~|c1179_b306_f(19)_006|~|c1179_b306_f(19)_001|~|c1179_b306_f(19)_003|~|c1179_b306_f(19)_004|~|c1179_b306_f(19)_002|~|c1179_b306_f(19)_007|~|c1179_b306_f(19)_008|~|c1179_b306_f(19)_009,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This set includes the dummy's cover and title page and specifications of wages, subcontractors, payments, and insurance.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 01 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253x96,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_011|~|c1179_b306_f(19)_012|~|c1179_b306_f(19)_013|~|c1179_b306_f(19)_014|~|c1179_b306_f(19)_015|~|c1179_b306_f(19)_010|~|c1179_b306_f(19)_016,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section includes general procedures, equipment costs, a list of drawings, and divisions of work. Also includes specifications of Division A. Inscription reads: the work under this division includes the furnishing of all labor, materials, equipment, appliances necessary to properly complete all site clearing, excavating, back-filling, and grading indicated on drawings, required, and specified.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 02 of 30",Between 1947 and 1949,7 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00253xkb,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_017|~|c1179_b306_f(19)_019|~|c1179_b306_f(19)_021|~|c1179_b306_f(19)_023|~|c1179_b306_f(19)_020|~|c1179_b306_f(19)_018|~|c1179_b306_f(19)_022,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section includes specifications of labor, materials, equipment, and appliances for divisions B and C: concrete and cement finish, and masonry.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 03 of 30",Between 1947 and 1949,7 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002554q6,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_028|~|c1179_b306_f(19)_033|~|c1179_b306_f(19)_027|~|c1179_b306_f(19)_032|~|c1179_b306_f(19)_029|~|c1179_b306_f(19)_026|~|c1179_b306_f(19)_031|~|c1179_b306_f(19)_024|~|c1179_b306_f(19)_025|~|c1179_b306_f(19)_030,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications for Division D, tile work. Details include scope, materials, preparation of surfaces, and setting of tile for floors, counters, and walls.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 04 of 30",Between 1947 and 1949,10 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
