"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12cs","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12cs_755352_master.tif","251","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 450","","","","",":ledge of it - The principal part is a","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12cs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12d9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12d9_755357_master.tif","252","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 451","","","no text on page aside from number","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12d9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12ft","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12ft_755372_master.tif","253","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 452","","","","","also which I explained to you before may","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12ft",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12gb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12gb_755382_master.tif","254","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 454","","","","","expensive where large quantities of mat:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12gb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12hv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12hv_755385_master.tif","255","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 456","","","","","and it is placed so low that the mel:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12hv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12jc","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12jc_755400_master.tif","256","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 458","","","","","the progress of the baking - When this is...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12jc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12kw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12kw_755406_master.tif","257","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 460","","","","","this building is kept as close below as pos:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12kw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12md","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12md_755410_master.tif","258","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 462","","","","",":torts but in other respects it is of the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12md",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12nx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12nx_755416_master.tif","259","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 464","","","","","of the [?] are called Balnea or Baths","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12nx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d12pf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d12pf_755597_master.tif","260","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 466","","","","","that it is designed to have a flame that shall","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d12pf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14ht","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14ht_755607_master.tif","261","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 468","","","","","to too great a height the bottom of the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14ht",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14jb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14jb_755627_master.tif","262","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 470","","","","",":siderable height in the form of a town","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14jb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14kv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14kv_755641_master.tif","263","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 472","","","","",":naces I have now described comprehend","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14kv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14mc","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14mc_755656_master.tif","264","","","","","","","","Illustrations","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 473","","","Illustration of ""Doctor Blacks Furnace""","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14mc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14nw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14nw_755673_master.tif","265","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 474","","","","","of the furnace and which is circular, and","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14nw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14pd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14pd_755686_master.tif","266","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 476","","","","","quite tight for the body, fireplace ash:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14pd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14qx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14qx_755701_master.tif","267","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 478","","","","",":try you will observe that for a melting fur:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14qx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d14rf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d14rf_755715_master.tif","268","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 480","","","","","they use is this  For preserving the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d14rf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d165m","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d165m_755727_master.tif","269","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 482","","","","","with broken crucibles which are covered","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d165m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1664","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1664_755742_master.tif","270","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 484","","","","",":sary and even in the distillation of","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1664",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d167n","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d167n_755758_master.tif","271","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 486","","","","","such as contain only earthy substances -","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d167n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1685","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1685_755774_master.tif","272","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 488","","","","","cracking the glass especially if it is thin","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1685",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d169p","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d169p_755794_master.tif","273","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 490","","","","","violence of the fire, form parts of Sand to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d169p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d16b6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d16b6_755823_master.tif","274","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 492","","","","","such and beat solid in the same man:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d16b6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d16cq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d16cq_755840_master.tif","275","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 494","","","","","Part the Fifth","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d16cq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d16d7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d16d7_755854_master.tif","276","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 496","","","","","not to be compounded of any other...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d16d7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d174k","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d174k_755869_master.tif","277","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 498","","","","","and the Cold, Hot, and besides Air is of...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d174k",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1753","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1753_755881_master.tif","278","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 500","","","","","Section the First - Of Salts","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1753",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d176m","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d176m_755891_master.tif","279","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 502","","","","","heat or other substances","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d176m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1774","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1774_755906_master.tif","280","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 504","","","","","They will all mix with water.","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1774",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d178n","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d178n_755923_master.tif","281","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 506","","","","",":tities, and water also of different tempe:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d178n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1795","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1795_755941_master.tif","282","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 508","","","","","this glass of water through a tube with","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1795",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17bp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17bp_755953_master.tif","283","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 510","","","","","evaporated some of the Salt is carried off with","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17bp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17c6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17c6_755968_master.tif","284","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 512","","","","","it is then drawn over the edge of the glass","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17c6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17dq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17dq_755988_master.tif","285","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 514","","","","",":ized be put in the attraction of the Latent","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17dq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17f7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17f7_756020_master.tif","286","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 516","","","","","Spontaneous Calcination of a Salt","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17f7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17gr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17gr_756033_master.tif","287","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 518","","","","","it is no proof that the particles of Salts","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17gr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17h8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17h8_756045_master.tif","288","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 520","","","","","knows that it must ultimately arise","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17h8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d17js","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d17js_756060_master.tif","289","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 522","","","","","the power of the difference of their vola:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d17js",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b1g","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b1g_756188_master.tif","290","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 524","","","","","Chapter the Second","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b1g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b20","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b20_756191_master.tif","291","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 526","","","","","Of Potash","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b20",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b3h","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b3h_756194_master.tif","292","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 528","","","","","hereafter - The vegetable alkalies are","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b3h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b41","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b41_756197_master.tif","293","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 530","","","","","this Salt from Egypt where it is found","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b41",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b5j","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b5j_756200_master.tif","294","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 532","","","","",":li is in a Solid form it is very diffi:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b5j",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b62","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b62_756203_master.tif","295","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 534","","","","","Muriatic and Nitric Acids, as the Alkalies have","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b62",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b7k","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b7k_756206_master.tif","296","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 536","","","","","Chapter the Third","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b7k",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b83","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b83_756209_master.tif","297","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 538","","","","","freezing as well as by joining them","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b83",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1b9m","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1b9m_756212_master.tif","298","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 540","","","","","Of the Vitriolic or Sulphuric Acid","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1b9m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bb4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bb4_756215_master.tif","299","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 541","","","","","If equal parts by weight of Sulphuric...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bb4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bcn","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bcn_756218_master.tif","300","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 542","","","","","ounces and a half of water - and the acid","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bcn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bd5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bd5_756221_master.tif","301","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 544","","","","","been entirely changed by the addition","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bd5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bfp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bfp_756224_master.tif","302","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 546","","","","","Sulphur is formed though certainly:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bfp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bg6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bg6_756227_master.tif","303","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 548","","","","","is some alkali melted in water to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bg6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bhq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bhq_756230_master.tif","304","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 550","","","","","fourth of the air of the atmosphere, the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bhq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bj7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bj7_756233_master.tif","305","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 552","","","","","it is found combined in many","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bj7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bkr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bkr_756236_master.tif","306","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 556","","","","","Snow - The cold produced on this occa:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bkr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bm8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bm8_756239_master.tif","307","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 558","","","","","state is of a bright yellow color but it is","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bm8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bns","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bns_756242_master.tif","308","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 560","","","","","in the earth and Sea","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bns",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bp9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bp9_756245_master.tif","309","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 562","","","","","Of water, there is a mucilagenous matter...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bp9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bqt","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bqt_756248_master.tif","310","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 564","","","","","a strong attraction for vinegar amongst","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bqt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1brb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1brb_756251_master.tif","311","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 566","","","","","Of the Tartarous Acid","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1brb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bsv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bsv_756254_master.tif","312","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 568","","","","","or less similar to the tartar of wine but","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bsv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1btc","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1btc_756260_master.tif","313","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 570","","","","","of wine to the flame of which is then bur:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1btc",""
