Project Name,Item ARK,Parent ARK,Visibility,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject,Name.repository,Name.subject,Name.photographer,Name.creator,Title,Representative image,Masthead,Description.abstract,Description.note,Coverage.geographic,Description.latitude,Description.fundingNote,Alt ID.local,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Description.caption,Description.longitude,Subject.temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq3t,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0250.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Bathing -- Turkey -- Kelkit|~|Kelkit River (Turkey),"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben preparing to bathe in a stream en route from Şebinkarahisar to Kelkit, (Kelkit vicinity?), Turkey, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben between two Humber bicycles preparing to bathe in a stream (the Kelkit River?) en route from Şebinkarahisar to Kelkit.,Turkey--Kelkit,40.18307,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0250,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 10, 1891",1891-06-10,"Handwritten on negative: 1602|~|Text from negative sleeve: No. 35. June 10, 1891. Bathing in the stream mentioned in No. 32. One form of Turkish bath.",39.221191,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq3t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq3t/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq4b,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0251.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben on his bicycle after a performance for the Kaimacam, Mehemet Bey, Kelkit, Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben on his Humber bicycle after a performance for the Kaimacam, Mehemet Bey in Kelkit with spectators are in the background. Thomas Allen's bicycle is on the right.",Turkey--Kelkit,40.122191,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0251,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 11, 1891",1891-06-11,"Handwritten on negative: 1602|~|Text from negative sleeve: No. 35. June 11, 1891. In Kelkid Tschiflik, taken just after our performance for the Kaimacam, Mehemet Bey.",39.439545,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq4b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq4b/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq5v,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0252.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben greeted by local people on a road outside of Bayburt, Turkey, 1891",,,,"Photograph of William Sachtleben on his Humber bicycle (R) on the Erzurum road with Bayburt in the distance. Three local men are on the left, a local man stands next to Thomas Alan's bicycle and two children are on the right.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Bayburt,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0252,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 13, 1891",1891-06-13,"Text from negative sleeve: No. 39. June 13, 1891. A distant view of Baiburt from the road to Erzeroum.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq5v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq5v/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq6c,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0253.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film|~|multiple exposure,,Bicycle touring -- Asia|~|Karasu (Turkey)|~|Bridges -- Turkey -- Erzurum,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben on a wooden bridge over the Karasu (Kara River), the western branch of the Euphrates River, Erzurum vicinity, Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Text from negative sleeve: No. 41. June 14, 1891. A bridge on the Trebizond-Erzeroum caravan route over the western branch of the historic Euphrates not very far from Erzeroum.|~|Photograph of William Sachtleben on his Humber bicycle on a wooden bridge over the Karasu (Kara River), the western branch of the Euphrates River near Erzurum. This image appears to be a double-exposure.",Turkey--Erzurum,39.910263,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0253,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 14, 1891",1891-06-14,Handwritten on negative: 1602,41.260529,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq6c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq6c/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq7w,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0254.tif,,still image,pd,bird's-eye views|~|black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"View of Erzeroum taken from the roof of the American School looking southwest, Turkey, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Turkey--Erzurum,39.897621,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0254,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 15, 1891",1891-06-15,"Text from negative sleeve: No. 44. June 15, 1891. A view of Erzeroum taken from the roof of the American School looking southwest.",41.27203,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq7w/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq8d,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0255.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Roman roads -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben walking with his bicycle on a (Roman?) road, (Erzurum vicinity?), Turkey, 1891",,,,"Photograph of William Sachtleben walking his bicycle on a stone-paved [Roman?] road, possibly on the way to Erzurum.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Erzurum,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0255,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June, 1891",1891-06,"Text from negative sleeve: No. 46. June 16, 1891: Russian and French Consulates. Turgomen of English Consul and Sachtleben in the foreground. [Negative in wrong sleeve;  description does not match image.]|~|Handwritten on negative: 1602",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq8d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq8d/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfq9x,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0256.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Families -- Turkey -- Erzurum|~|Green roofs (gardening) -- Turkey -- Erzurum,"University of California, Los Angeles. $b Library Special Collections","Tatarian, Yuseph Effendi","Sachtleben, William Lewis",,"Yuseph Effendi Tartarian with his family and William Sachtleben on his sod roof top, Erzurum, Turkey, 1891",,,,Photograph of Yuseph Effendi Tartarian and his family including his 3 women and a boy with William Sachtleben (3rd from L) on their sod roof top in Erzurum.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Turkey--Erzurum,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0256,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 16, 1891",1891-06-16,"Text from negative sleeve: No. 47. June 16, 1891. Mr. Tartarian (Yuseph Effendi) and family on the house top in Erzeroum. Beauty on the roof.|~|Handwritten on negative: 1602",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfq9x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfq9x/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqbf,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0257.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Schools -- Turkey -- Erzurum|~|Libraries -- Turkey -- Erzurum,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben and others in front of the boys school and library building of the American missionaries, Erzurum, Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William, Sachtleben (L) in front of the boys school and library building of the American missionaries in Erzeroum with Mr. Tartarian (white jacket) and another man (pointing). Two men are in the background.",Turkey--Erzurum,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0257,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 16, 1891",1891-06-16,"Text from negative sleeve: No. 48. June 16, 1891. The boys school and library building of the American missionaries in Erzeroum.|~|Handwritten on negative: 1602",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqbf/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqcz,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0258.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Consulates $x British -- Turkey -- Erzurum,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"English Consulate, Erzurum, Turkey, 1891",,,,View of the English consulate in Erzurum with men and women walking in front.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Turkey--Erzurum,39.897621,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0258,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 16, 1891",1891-06-16,"Handwritten on negative: 1602|~|Text from negative sleeve: No. 49. June 16, 1891. The English Consulate in Erzeroum (building belongs to the missionaries).",41.27203,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqcz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqcz/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqdg,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0259.tif,,still image,pd,bird's-eye views|~|black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"View from the roof of the Sanasarian School, Erzurum, Turkey, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,,39.897621,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0259,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","June 17, 1891",1891-06-17,"Text from negative sleeve: No. 51. June 17, 1891. View of Erzeroum from the roof of the Sanasarian School.|~|Handwritten on negative: 1602",41.27203,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqdg/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqf0,ark:/21198/zz001nx6sg,Private,Work,sacht/image/uclamss_1841_0260i.tif,,still image,pd,,,,"University of California, Los Angeles. $b Library Special Collections",,,,"z - not for dlcs portal - Header card with Sachtleben negatives ""Nos. 1-53. 4/3/91-4/14/91. Turkey. 35""",,,,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0260i,,,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqf0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqf0/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqgh,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0261.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Railroad tracks -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben standing next to the tracks of the Trans-Bosphorus Railway on the route from Istanbul to İzmit, Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben in an open landscape with a Humber bicycle, standing next to the tracks of the Trans-Bosphorus Railway, on the route from Istanbul to İzmit, and holding an American flag. Thomas Allen's bicycle is in the foreground and a road with a stone bridge is on the right.",Turkey--Kocaeli İli,40.789900,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0261,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 3, 1891",1891-04-03,"Text from negative sleeve: No. 1. Lot. A. Scene on the Constantinople Ismid railroad. From Constantinople, Turkey, to Angora, Asia Minor. 53 Negatives.",29.393921,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqgh/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqh1,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0262.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,"Bicycle touring -- Asia|~|Bays -- Turkey|~|Railroad tracks -- Turkey|~|İzmit, Gulf of (Turkey)","University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben with his bicycle on the north shore of the Gulf of İzmit and bext to the tracks of the Trans-Bosphorus Railway, Turkey, 1871",,,,Photograph of William Sachtleben with his Humber bicycle on the north shore of the Gulf of İzmit next to the tracks of the Trans-Bosphorus Railway on the Constantinople-Ismit route. Thomas Allen's bicycle is on the left.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Turley--Kocaeli İli,40.880295,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0262,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 4, 1891",1891-04-04,"Text from negative sleeve: No. 3. April 4, 1891. On the pretty bay of Ismid, before reaching Ismid.|~|Handwritten on negative: 668a",29.240112,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqh1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqh1/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqjj,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0263.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Sapanca Gölü (Turkey)|~|Lakes & ponds -- Turkey -- Sapanca,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben on the shore of a lake, Sapanca Gölü, Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben on the shore of Sapanca Gölü, a lake, with his Humber bicycle.",Turkey--Sapanca,40.676472,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0263,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 6, 1891",1891-04-06,"Handwritten on negative: 668a|~|Text from negative sleeve: No. 7. April 6, 1891. On the shore of the Savanja lake between Ismid and Geiveh.",30.257721,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqjj/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqk2,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0264.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Streams -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Thomas Allen and William Sachtleben crossing a stream after leaving İzmit, Turkey, 1891",,,,"Phototograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of Thomas Allen (L), next to a stream, and William Sachtleben crossing the stream on a narrow wooden plank bridge, with their Humber bicycles, after leaving İzmit. They were on route to Geyve.",Turkey--Kocaeli İli,40.760781,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0264,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 6, 1891",1891-04-06,"Text from negative sleeve: No. 9. April 6, 1891. Crossing a mountain stream the morning after leaving Ismid on the road to Geiveh.|~|Handwritten on negative: 668a",29.970703,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqk2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqk2/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqmk,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0265.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Carts & wagons $x Turkish -- Turkey|~|Ox teams -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben walking his bicycle alongside an oxcart near Torbali, between Geyve and  Beypazari, Turkey, 1891",,,,"Photograph of William Sachtleben walking his Humber bicycle alongside an oxcart near Torbali, on the road from Geyve to Beypazari.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Bolu İli|~|Turkey--Ankara İli,40.323514,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0265,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 7, 1891",1891-04-07,"Text from negative sleeve: No. 10. April 7, 1891. A Turkish oxcart and the modern bicycle. Road scene nearing Torbali.|~|Handwritten on negative: 668a",31.124268,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqmk/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqn3,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0266.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Guards -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben on the road through the mountain pass between Geyve and ""Darakler"" (Tarakli?), Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben walking his Humber bicycle on the road crossing the mountain range between Geyve and ""Darakler"" [Tarakli?], on the way to Torbali. A man on horseback is on the road behind Sachtleben and 2 carts are visible in the distance. The man on horseback may by the mounted guard appointed by the authorities to protect Sachtleben and Thomas Allen on this portion of their journey (as recounted in their book, Across Asia on a bicycle).",Turkey--Sakarya İli,40.442767,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0266,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 7, 1891",1891-04-07,"Text from negative sleeve: No. 11. April 7, 1891. Crossing the mountain range between Geiveh and Darakler on the road to Torbali. A splendid road for Asia Minor.",30.377197,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqn3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqn3/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqpm,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0267.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Guards -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben on the road through the mountain pass between Geyve and (Tarakli?), Turkey, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben riding his Humber bicycle on the road through the mountain pass between Geyve and [Tarakli?] on the way to Torbali. The man on horseback behind Sachtleben may by the mounted guard appointed by the authorities to protect Sachtleben and Thomas Allen on this portion of their journey (as recounted in their book, Across Asia on a bicycle).",Turkey--Sakarya İli,40.442767,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0267,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 7, 1891",1891-04-07,"Text from negative sleeve: No. 15. April 7, 1891. Coming down the pass over the mountains from Geiveh to Darakler on way to Torbali.|~|Handwritten on negative: 668a",30.377197,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqpm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqpm/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqq4,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0268.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Bridges -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben riding his bicycle on the road leading to the old bridge from the mountains east of Geyve, Turkey, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben riding his bicycle on the road leading to the old bridge from the mountains east of Geyve. Men on horseback are visible beyond him.,Turkey--Sakarya İli,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0268,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 7, 1891",1891-04-07,"Text from negative sleeve: No. 16. April 7, 1891. The road leading to the old bridge from the mountains east of Geiveh.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqq4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqq4/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqrn,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0269.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Bridges -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben gazing at the old bridge on the road from Sivas to Erzincan, Turkey, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben standing with his Humber bicycle gazing at the old arched stone bridge on the road from the mountains east of Geyve to Ankara.,Turkey,39.749434,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0269,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",June 1891,1891-06,"Text from negative sleeve: No. 17. April 7, 1891. An old style Turkish bridge on the road to Angora. In the valley across the Geiveh range. A close at-hand view of Turkish bridge building.",38.232422,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqrn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqrn/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfqs5,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0270.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mills -- Turkey,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis","Allen, Thomas Gaskell",,"William Sachtleben with bicycle next to a flour mill along the route from Geyve to Beypazari, Turkey, 1891",,,,"A drawing after this photograph appears with the caption ""A Turkish Flour-Mill"" in the book by Thomas Allen and William Sachtleben, Across Asia on a Bicycle (1897), p. 13.|~|Photograph of William Sachtleben standing with his Humber bicycle next to a flour mill on the route from Geyve to Beypazari. A low stone wall is on the left with hills beyond.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Ankara İli,40.323514,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0270,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","April 8, 1891",1891-04-08,"Text from negative sleeve: No. 20. April 8, 1891. A Turkish mill for making flour.",31.124268,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfqs5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfqs5/manifest
