"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjvvn","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjvvn-1-master.tif","64","","","","","","","","Accounts|~|Canvas|~|Account books|~|Prices","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/65","Page 63","","","1 Double Page","Variation in the cost of canvas.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjvw5","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjvw5-1-master.tif","65","","","","","","","","Accounts|~|Canvas|~|Account books|~|Prices|~|Yarn","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/66","Page 64","1811-1818","1811/1818","1 Double Page","Table of prices of yarns, ducks and canvases.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjvxp","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjvxp-1-master.tif","66","","","","","","","","Accounts|~|Account books|~|Prices|~|Yarn","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/67","Page 65","1804-1811","1804/1811","1 Double Page","Table of variations in the price of yarns.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjvz6","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjvz6-1-master.tif","67","","","","","","","","Accounts|~|Canvas|~|Account books|~|Prices","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/68","Page 66","1804-1811","1804/1811","1 Double Page","Table of variations in the price of canvas.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw06","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw06-1-master.tif","68","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/69","Page 67","1818-1819","1818/1819","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw1q","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw1q-1-master.tif","69","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/70","Page 68","1806-1810","1806/1810","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw27","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw27-1-master.tif","70","","","","","","","","Accounts|~|Account books|~|Prices","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/71","Page 69","1807","1807","1 Double Page","Accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw3r","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw3r-1-master.tif","71","","","","","","","","Accounts|~|Account books|~|Prices","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/72","Page 70","1804","1804","1 Double Page","Accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw48","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw48-1-master.tif","72","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/73","Page 71","1804","1804","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw5s","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw5s-1-master.tif","73","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/74","Page 72","1804-1805","1804/1805","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw69","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw69-1-master.tif","74","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/75","Page 73","1805","1805","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw7t","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw7t-1-master.tif","75","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/76","Page 74","1805","1805","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw8b","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw8b-1-master.tif","76","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/77","Page 75","1805","1805","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjw9v","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjw9v-1-master.tif","77","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/78","Page 76","1805-1806","1805/1806","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwbc","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwbc-1-master.tif","78","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/79","Page 77","1806","1806","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwcw","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwcw-1-master.tif","79","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/80","Page 78","1806","1806","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwdd","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwdd-1-master.tif","80","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/81","Page 79","1806-1807","1806/1807","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwfx","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwfx-1-master.tif","81","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/82","Page 80","1807","1807","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwgf","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwgf-1-master.tif","82","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/83","Page 81","1807-1808","1807/1808","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwhz","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwhz-1-master.tif","83","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/84","Page 82","1808","1808","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwjg","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwjg-1-master.tif","84","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/85","Page 83","1808-1809","1808/1809","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwk0","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwk0-1-master.tif","85","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/86","Page 84","1809-1810","1809/1810","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwmh","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwmh-1-master.tif","86","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/87","Page 85","1810","1810","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwn1","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwn1-1-master.tif","87","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/88","Page 86","1810-1811","1810/1811","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwpj","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwpj-1-master.tif","88","","","","","","","","Accounts|~|Account books|~|Wages","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/89","Page 87","1811","1811","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwq2","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwq2-1-master.tif","89","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/90","Page 88","1811-1812","1811/1812","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwrk","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwrk-1-master.tif","90","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/91","Page 89","1812","1812","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjws3","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjws3-1-master.tif","91","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/92","Page 90","1812-1813","1812/1813","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwtm","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwtm-1-master.tif","92","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/93","Page 91","1813","1813","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwv4","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwv4-1-master.tif","93","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/94","Page 92","1813-1814","1813/1814","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwwn","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwwn-1-master.tif","94","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/95","Page 93","1814","1814","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwx5","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwx5-1-master.tif","95","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/96","Page 94","1814-1815","1814/1815","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjwzp","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjwzp-1-master.tif","96","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/97","Page 95","1815","1815","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjx0p","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjx0p-1-master.tif","97","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/98","Page 96","1815-1816","1815/1816","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjx16","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjx16-1-master.tif","98","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/99","Page 97","1816","1816","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjx2q","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjx2q-1-master.tif","99","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/100","Page 98","1816-1817","1816/1817","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjx37","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjx37-1-master.tif","100","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/101","Page 99","1817","1817","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzq1","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzq1-1-master.tif","101","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/102","Page 100","1817-1818","1817/1818","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzrj","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzrj-1-master.tif","102","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/103","Page 101","1818","1818","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzs2","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzs2-1-master.tif","103","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/104","Page 102","1818-1819","1818/1819","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjztk","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjztk-1-master.tif","104","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/105","Page 103","1819","1819","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzv3","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzv3-1-master.tif","105","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/106","Page 104","1819-1820","1819/1820","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzwm","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzwm-1-master.tif","106","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/107","Page 105","1820","1820","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzx4","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzx4-1-master.tif","107","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/108","Page 106","1820-1821","1820/1821","1 Double Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjzzn","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bjzzn-1-master.tif","108","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/109","Page 107","1821","1821","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk003","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk003-1-master.tif","109","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/110","Page 108","1821","1821","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk01m","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk01m-1-master.tif","110","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/111","Page 109","1822","1822","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk024","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk024-1-master.tif","111","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/112","Page 110","1822-1823","1822/1823","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk03n","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk03n-1-master.tif","112","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/113","Page 111","1823","1823","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk045","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk045-1-master.tif","113","","","","","","","","Weaving|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/114","Page 112","1823-1824","1823/1824","1 Double Page","Weaving account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk05p","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk05p-1-master.tif","114","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/116","Page 114","1821-1822","1821/1822","1 Double Page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk066","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk066-1-master.tif","115","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/117","Page 115","1822","1822","1 Double Page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk07q","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk07q-1-master.tif","116","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/118","Page 116","1822-1823","1822/1823","1 Double page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk087","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk087-1-master.tif","117","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/119","Page 117","1822-1823","1822/1823","1 Double Page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk09r","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk09r-1-master.tif","118","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/120","Page 118","1823-1824","1823/1824","1 Double Page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0b8","ark:/21198/zz0009cfgh","2","Completed","ChildWork","","119","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk0b8%2F1p419m6n","","","","","General Statements|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/121","Page 119","1836-1839","1836/1839","1 Double Page and 1 folded insert","General statement.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0d9","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0d9-1-master.tif","121","","","","","","","","Spinning|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/124","Page 122","1818-1824","1818/1824","1 Double Page","Spinning account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0ft","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0ft-1-master.tif","122","","","","","","","","General Statements|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/125","Page 123","1810-1816","1810/1816","1 Double Page","General accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0gb","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0gb-1-master.tif","123","","","","","","","","General Statements|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/126","Page 124","1810-1816","1810/1816","1 Double Page","General accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0hv","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0hv-1-master.tif","124","","","","","","","","General Statements|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/127","Page 125","1817-1824","1817/1824","1 Double Page","General accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0jc","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0jc-1-master.tif","125","","","","","","","","General Statements|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/128","Page 126","1825-1835","1825/1835","1 Double Page","General accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0kw","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0kw-1-master.tif","126","","","","","","","","General Statements|~|Accounts|~|Account books","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/129","Page 127","1821-1823","1821/1823","1 Double Page","General accounts.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0md","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0md-1-master.tif","127","","","","","","","","Accounts|~|Account books|~|Yearly statements","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/130","Page 128","1824-1828","1824/1828","1 Double Page","Annual Check account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0nx","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0nx-1-master.tif","128","","","","","","","","Accounts|~|Account books|~|Yearly statements","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/131","Page 129","1829-1835","1829/1835","1 Double Page","Annual Check account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0pf","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0pf-1-master.tif","129","","","","","","","","Accounts|~|Account books|~|Yearly statements","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/132","Page 130","1836-1842","1836/1842","1 Double Page","Annual Check account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0qz","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0qz-1-master.tif","130","","","","","","","","Accounts|~|Account books|~|Yearly statements","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/133","Page 131","1843-1846","1843/1846","1 Double Page","Annual Check account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0rg","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0rg-1-master.tif","131","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/136","Page 134","1823-1824","1823/1824","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0s0","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0s0-1-master.tif","132","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/137","Page 135","1823","1823","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0th","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0th-1-master.tif","133","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/138","Page 136","1822-1823","1822/1823","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0v1","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0v1-1-master.tif","134","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/139","Page 137","1822","1822","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0wj","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0wj-1-master.tif","135","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/140","Page 138","1821-1822","1821/1822","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0x2","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0x2-1-master.tif","136","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/141","Page 139","1821","1821","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk0zk","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk0zk-1-master.tif","137","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/142","Page 140","1820-1821","1820/1821","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk10k","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk10k-1-master.tif","138","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/143","Page 141","1820","1820","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk113","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk113-1-master.tif","139","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/144","Page 142","1819-1820","1819/1820","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk12m","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk12m-1-master.tif","140","","","","","","","","Account books|~|Yearly statements","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/145","Page 143","1818-1821","1818/1821","1 Double Page","Accounts.","",""
