Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.creator,Language,Subject,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.other,Title,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.uniform,Alt ID.local,Description.caption,Date.creation,Date.publication,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jsq,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E2_ca275_ACSC_1937_black.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Automobile Club of Southern California. Engineering Department.,eng,,,Los Angeles Metropolitan Area (Calif.)--Population--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map showing distribution of population, Los Angeles Metropolitan Area, as of 1924","Engineering Dept., Automobile Club of Southern California","""Compiled from official records furnished by Mr. Wm. H. Kerr, Registrar of Voters, Los Angeles County.""|~|Map is a copy of plate no. 2 from Automobile Club of Southern California. Engineering Dept. Traffic Survey, Los Angeles metropolitan area, nineteen hundred thirty-seven.|~|Relief represented by hachures.","[Los Angeles, Calif.]|~|cau",1 map : photocopy ; 26 x 33 cm,Los Angeles Metropolitan Area (Calif.),24446710,G4363 L.A. Co. E2 ca.275 ACSC 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534214,275000,,G4363_LACo_E2_ca275_ACSC_1937_black,,1937,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jsq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1jsq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jt7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E2_ca275_RPC_194.tif,,,,,,,cartographic,map,unknown,unknown,,Los Angeles County (Calif.). Regional Planning Commission.,eng,Los Angeles County (Calif.)--Population--Maps,,Los Angeles County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Distribution of population for 1940-44, metropolitan area-County of Los Angeles","Regional Planning Commission, County of Los Angeles","Relief shown by hachures.|~|""Transportation planning project, metropolitan area, County of Los Angeles, California.""|~|""P.A.N. 8-3-41.""","[Los Angeles, Calif.]",1 map : photocopy ; on sheet 28 x 45 cm.,Los Angeles County (Calif.),24451256,G4363 L.A. Co. .E2 280 RPC 1941,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2244006,,,G4363_LACo_E2_ca275_RPC_194,,1941,,1941,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jt7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1jt7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jvr,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E51_NS_NP_c1939.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Plague--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Plague survey, Nov. 1938 to Jan. 20th 1939",,Shows plague locations in northern Los Angeles County.|~|Relief represented by hachures.|~|Colored pencil on blue line print base map.,xx,1 ms. map : col. ; on sheet 79 x 108 cm.,Los Angeles County|~|California,24460548,G4363 L.A. Co. E51 N.S. N.P. c1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2756192,,,G4363_LACo_E51_NS_NP_c1939,,1939|~|[1939?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jvr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1jvr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jw8,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E635_NS_BVT_1939.tif,,,,,,,cartographic,map,copyrighted,unknown,,"Van Tuyle, Bert.",eng,,,Los Angeles County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Location map of interesting places to see in Los Angeles and vicinity,[Know Your California],"Reprint. Originally published in: Van Tuyle, Bert. Know your Los Angeles, that unusual guide book. Los Angeles : Know Your California, c1938.|~|""Know your California""--Lower left corner.|~|""B.V.T.-1938.""|~|""The numbers on this map are the location numbers for the Interesting places section of 'Know your Los Angeles.' ""|~|Shows major roads and parks.",[Los Angeles]|~|cau,,Los Angeles County (Calif.),727368557,G4363 L.A. Co. .E635 NS BVT 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6687529,,,G4363_LACo_E635_NS_BVT_1939,,c1939,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jw8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1jw8/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k09,ark:/21198/zz0028tr8x,3,Pending,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E73_150_FHA_1937.tif,,,,private,,,cartographic,map,pd_usfed,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Housing--California--Los Angeles Metropolitan Area--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of a portion of the Los Angeles area showing areas covered in survey of single family residences vacant and under construction as of the week of November 8, 1937","Federal Housing Administration, Division of Economicss & Statistics","""Source: field survey conducted through cooperation of U.S. Post Offices and mail carriers in the several cities.""|~|Includes table: Summary of single family residences vacant and under construction.|~|Brown line print.","[Washington, D.C.?]|~|cau",1 map : photocopy ; 45 x 75 cm.,Los Angeles Metropolitan Area|~|California,24776904,G4363 L.A. Co. E73 150 FHA 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504450,170000,,G4363_LACo_E73_150_FHA_1937,,[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k09/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k1t,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_F7_120_1937.tif,,,,,,,cartographic,map,pd_usfed,unknown,Federal Writers' Project.,,eng,Cities and towns--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Southern portion of Los Angeles County showing incorporated cities & c, 1937",,"Pen-and-ink on coated translucent cloth.|~|""Federal Writers' Project manuscript F7"" handwritten in pencil at lower right.",xx,"1 ms. map : col., cloth ; 70 x 102 cm.",California|~|Los Angeles County,24709599,G4363.F7 120 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3230129,120000,,G4363_LACo_F7_120_1937,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k1t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k1t/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k2b,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_G2_LATRD_1940.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Los Angeles County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Major economic areas, Los Angeles County (southern portion), based on county tract plan, business index, and statistical areas",Los Angeles Times Research Dept.,"""11-’40.""|~|Negative.","[Los Angeles, Calif.]",1 map : photocopy ; on sheet 43 x 55 cm.,Los Angeles County (Calif.),24625413,G4363 L.A. Co. .G2 LATRD [1940],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2244653,,,G4363_LACo_G2_LATRD_1940,,[1940],,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k2b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k2b/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k3v,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_G465_NS_FWP_1937.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Federal Writers' Project.,eng,Land grants--California--Los Angeles County--Maps|~|Cities and towns--California--Los Angeles County--Maps,,Los Angeles County (Calif.)--History--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Mexican & Spanish land grants AD 1784-1822, & cities & towns AD 1937, southern portion Los Angeles County",,"Relief represented pictorially.|~|""Newmarch/37.""",xx,1 ms. map ; 40 x 64 cm.,Los Angeles County (Calif.)|~|California,24537697,G4363 L.A. Co. G465 NS FWP 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1303017,,"Mexican and Spanish land grants AD 1784-1822, and cities and towns AD 1937, southern portion Los Angeles County",G4363_LACo_G465_NS_FWP_1937,,1937|~|[1937],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k3v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k3v/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k4c,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_G47_NS_FHA_1937.tif,,,,,,,cartographic,map,pd_usfed,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Tax collection--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Los Angeles County showing percentage of total assessed valuation delinquent in current taxes for the year 1936-37 by elementary school districts,"Federal Housing Administration, Division of Economics and Statistics","Brownline print.|~|""Map 26.""|~|Includes index to elementary school districts.","dcu|~|[Washington, D.C.?]",1 map : photocopy ; 43 x 46 cm.,Los Angeles County|~|California,24537692,G4363 L.A. Co. G47 NS FHA 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504453,,,G4363_LACo_G47_NS_FHA_1937,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k4c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k4c/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k5w,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_G4_ca260_RPC_1937.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Land subdivision--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the southern portion of Los Angeles County, showing subdivided land",,"Includes location map.|~|""Source: Regional Planning Commission, Los Angeles County, Calif.""|~|Relief represented by hachures.|~|Yellow ink on photocopy negative patchwork.",xx,1 ms. map ; 29 x 48 cm.,Los Angeles County|~|California,24625415,G4363 L.A. Co. .G4 ca.260 RPC 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2274098,260000,,G4363_LACo_G4_ca260_RPC_1937,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k5w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k5w/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k6d,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_H8_NS_FHA_1937.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Oil fields--California--Los Angeles County--Maps|~|Oil fields--California--Orange County--Maps,,Los Angeles County (Calif.)--Maps|~|Orange County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of a portion of Los Angeles and Orange Counties, California, showing location of producing oil fields in the Los Angeles Basin as of October 20, 1937",,"""Source: the Texas Company.""|~|Includes location map.|~|Pen-and-ink and transparent patterned overlays on paper patchwork.",,1 ms. map ; 63 x 77 cm.,Orange County (Calif.)|~|Los Angeles County (Calif.),24665534,G4363 L.A. Co. H8 NS FHA 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504448,,,G4363_LACo_H8_NS_FHA_1937,,[1937],,1937,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k6d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k6d/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k7x,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_N23_NS_FHA_1937_copy1.tif,,,,,,,cartographic,map,pd_usfed,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Housing--California--Los Angeles County--Maps|~|Building permits--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the southern portion of Los Angeles County, California, showing approximate location of building permits issued during period June 1-Dec. 31, 1936 for residential buildings","Federal Housing Administration, Division of Economics and Statistics","Annotated by color.|~|""Source of basic data: Southwest builder and contractor.""","[Washington, D.C.?]|~|dcu",1 map : photocopy ; 43 x 56 cm.,Los Angeles County|~|California,24776906,G4363 L.A. Co. .N23 ns FHA [1937?],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504458,,,G4363_LACo_N23_NS_FHA_1937_copy1,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k7x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k7x/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k8f,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_N23_NS_FHA_1937_copy1_color.tif,,,,,,,cartographic,map,pd_usfed,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Housing--California--Los Angeles County--Maps|~|Building permits--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the southern portion of Los Angeles County, California, showing approximate location of building permits issued during period Jan. 1-Oct. 8, 1937 for residential buildings","Federal Housing Administration, Division of Economics and Statistics","""Source: Southwest builder and contractor.""","dcu|~|[Washington, D.C.?]",1 map ; 44 x 56 cm.,California|~|Los Angeles County,24460547,G4363 L.A. Co. .N23 ns FHA [1937?],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504456,,,G4363_LACo_N23_NS_FHA_1937_copy1_color,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k8f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k8f/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1k9z,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_N23_NS_FHA_1937_copy2.tif,,,,,,,cartographic,map,pd_usfed,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,Housing--California--Los Angeles County--Maps|~|Building permits--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the southern portion of Los Angeles County, California, showing approximate location of building permits issued during period June 1, 1936-Oct. 8, 1937 for commercial, industrial, and public buildings and alterations and repairs of $500 or more","Federal Housing Administration, Division of Economics and Statistics","Annotated by color.|~|""Source of basic data: Southwest builder and contractor.""|~|""Source: Southwest builder and contractor.""","[Washington, D.C.?]|~|dcu",1 map ; 44 x 56 cm.|~|1 map : photocopy ; 44 x 56 cm.,Los Angeles County|~|California,24776907,G4363 L.A. Co. .N23 ns FHA [1937?],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3504457,,,G4363_LACo_N23_NS_FHA_1937_copy2,,1937|~|[1937?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1k9z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1k9z/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kbg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_N23_NS_FHA_1937_copy3.tif,,,,,,,cartographic,map,pd_usfed|~|unknown,unknown,,United States. Federal Housing Administration. Division of Economics & Statistics.,eng,,,Los Angeles Aqueduct (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the Southern Portion of Los Angeles County, California Showing Approximate Location of Building Permits Issued During Period June 1 - Dec 31 1936 for Residential Buildings",,,,,Los Angeles County (Calif.),,G4363 L.A. Co. .N23 ns FHA [1937?],,,,,G4363_LACo_N23_NS_FHA_1937_copy3,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kbg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kbg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kc0,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_P61_220_RPC_1939.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Los Angeles County (Calif.). Regional Planning Commission.,eng,Motion picture studios--California--Los Angeles County--Maps|~|Airports--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Location map, Los Angeles County airports, showing motion picture studios",The Commission,"Relief represented by hachures.|~|Includes text.|~|prepared by the Regional Planning Commission, County of Los Angeles, California.","[Los Angeles, Calif.]|~|cau",1 map : col. ; 41 x 57 cm.,Los Angeles County|~|California,25279906,G4363 L.A. Co. .P61 220 RPC 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2244042,220000,,G4363_LACo_P61_220_RPC_1939,,1939,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kc0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kc0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kdh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LosAngeles_G43_140_RPC_1939.tif,,,,,,,cartographic,map,pd_usfed,unknown,United States. Works Progress Administration.,Los Angeles County (Calif.). Regional Planning Commission.,eng,Land use--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,The master plan : land use plan of Los Angeles County : an inventory and classification of natural land types and of existing land cover and uses,"Regional Planning Commission, County of Los Angeles","Outline only; classifications not shown.|~|""W.P.A. Project no. 665-07-3-65.""|~|Brown line print.","cau|~|[Los Angeles, Calif.]",1 map : photocopy ; 101 x 97 cm.,California|~|Los Angeles County,24770326,G4363 .Los Angeles G43 140 RPC 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2244122,137500,Land use plan of Los Angeles County,G4363_LosAngeles_G43_140_RPC_1939,,1939,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kdh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kdh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kf1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_N8_100_1940.tif,,,,,,,cartographic,map,pd_usfed,unknown,"Whitecotton, H. F.",Los Angeles County (Calif.). County Sanitation Districts. Office of Chief Engineer.,eng,--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,General map of Los Angeles County Sanitation Districts,The Office,"In lower right corner: Whitecotton.|~|""G-f-17.""|~|Relief represented by hachures.|~|County Sanitation Districts of Los Angeles County, California, Office of Chief Engineer.|~|""February, 1940.""","cau|~|Los Angeles, Calif",1 map : col. ; 53 x 41 cm.,,24816013,G4363 .N8 100 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2243543,105000,,G4363_N8_100_1940,,1940|~|[1940],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kf1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kf1/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kh2,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_20_C315_75_LABC_1944.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown|~|public domain,unknown,"Saunders, H. R.","Los Angeles (Calif.). Bureau of Engineering.|~|Goucher, Charles I.",eng,Real property--California--Long Beach--Maps|~|Drainage--California--San Fernando Valley--Maps,,Long Beach (Calif.)--Maps|~|Long Beach (Calif.)--Aerial views,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Long Beach, Los Angeles County, California","Dept. of Public Works, Bureau of Engineering|~|American Eng. Co.","Shows unimproved water courses, water courses in city streets, and paved channels or storm drains; also gives water quantities.|~|Gives channel names as established Nov. 21, 1944.|~|""Lloyd Aldrich, city engineer.""|~|On verso: Map of the Southern Pacific Company's roads in Southern California; Bird's eye view of Long Beach, Cal.; and adv. of Long Beach Development Co.|~|San Fernando Valley district, City of Los Angeles, Dept. of Public Works, Bureau of Engineering.|~|""Base map copyrighted by H.R. Saunders, cartographer.""|~|""Details by H.A. Thompson."" Name is written by hand.|~|compiled, from official records and from other reliable data, by C.I. Goucher, C.E.",cau|~|Los Angeles,1 map ; 37 x 57 cm.|~|1 map ; 27 x 33 cm.,California|~|Maps|~|Aerial views|~|San Fernando Valley|~|Long Beach|~|Long Beach (Calif.),748615525,G4363 (.20) C315 DPW 1944,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6778067,75000,,G4363_20_C315_75_LABC_1944,,[190-?]|~|[1944?]|~|1900,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kh2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kh2/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kk3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_51_LACo_F7_19_2_CS_1945_11.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Los Angeles (Calif.)--Administrative and political divisions--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"1945 precinct map no. 11 of the county of Los Angeles / compiled by Alfred Jones, County Surveyor",,,,,Los Angeles (Calif.),26777494,G4363 (.51) L.A. Co. .F7 19.2 CS [1945] no.11,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2243548,,,G4363_51_LACo_F7_19_2_CS_1945_11,,1945,,1945,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kk3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kk3/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kmm,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_51_LACo_F7_19_2_CS_1945_12.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Los Angeles (Calif.)--Administrative and political divisions--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945 precinct map no. 12 of the county of Los Angeles,,,,,Los Angeles (Calif.),26777459,G4363 (.51) L.A. Co. .F7 19.2 CS [1945] no.12,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2243549,,,G4363_51_LACo_F7_19_2_CS_1945_12,,1945,,1945,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kmm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kmm/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kn4,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_51_LACo_F7_19_2_CS_1945_9.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Los Angeles (Calif.)--Administrative and political divisions--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1945 precinct map no. 9 of the county of Los Angeles,,,,,Los Angeles,26777472,G4363 (.51) L.A. Co. .F7 19.2 CS [1945] no.9,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2243547,,,G4363_51_LACo_F7_19_2_CS_1945_9,,1945,,1945,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kn4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kn4/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kpn,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_52_H8_40_LAOA_1941.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Los Angeles OIl Administrator.,eng,Oil fields--California--Los Angeles County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Wilmington Oil Field, Los Angeles County, California",Oil Administrator?,"Oil Administrator, Los Angeles, California.|~|""Revised 6-9-'41."" The date is handwritten.|~|Shows named oil fields, oil rigs, drilling sites, abandoned sites, sites of water and gas, streets and railroads.|~|Water areas, including channels and harbor areas, are hand colored in light blue.|~|In lower right: ""V.M.""|~|Brown line print.|~|Covers area from Lomita Bl. south to Long Beach Outer Harbor area; from Figueroa and Smith's Island on the west to the Los Angeles County flood control channel on the east, including Terminal Island.","[Los Angeles, Calif.?|~|cau",1 map : photocopy : 81 x 120 cm.,California|~|Los Angeles County,748610636,G4363 (.52) .H8 ca.8 OA [1941],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6778064,7500,,G4363_52_H8_40_LAOA_1941,,1941|~|1941],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kpn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1kpn/manifest
