Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svw0m,ark:/21198/zz000svvwk,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,,,,0242_003,page 3,,,,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svw77,ark:/21198/zz000svw6q,7,Needs Review,ChildWork,,,,,pd,Persian language $v Dictionaries $x Arabic|~|Arabic language $v Dictionaries $x Persian,,,,,,,,,,,Persian,Naskh,,0248_001,Qāmūs-i ʿArabī va Fārsī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 40, 248",n.d.,,,,An Arabic-Persian dictionary. Author is unknown.,,,قاموس عربی و فارسی,,,,,"M248, p.670.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svw8r,ark:/21198/zz000svw6q,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Grammar $v Early works to 1800,,,Fārābī,,,,,,,,Arabic,Naskh,,0248_002,al-Muʾanathāt al-samāʿīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 40, 248",n.d.,,,,Two pages on Arabic grammar attributed to al-Fārābī.,,,المؤنثات السماعية,,,,,"M248, p.670.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svwt1,ark:/21198/zz000svwsh,7,Needs Review,ChildWork,,,,,pd,"Persian poetry|~|Sufism $v Early works to 1800|~|Sufi poetry, Persian",,,"ʿAṭṭār, Farīd al-Dīn, $d d. ca. 1230",,,,"Iṣfahānī, Muḥammad Kāẓim",,,,Persian,Nastaʿlīq,,0263_001,Manṭiq al-ṭayr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 42, 263",1279 [1862 or 1863],,,,,,,منطق الطير,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svwvj,ark:/21198/zz000svwsh,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Kirmānī, Muḥammad Taqī ibn Kāẓim, $d d. 1800 or 1801",,,,"Iṣfahānī, Muḥammad Kāẓim",,,,Persian,Nastaʿlīq,,0263_002,Dīvān-i ʿAlī Shāh Muẓaffar,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 42, 263",n.d.,,,,,,,ديوان علی شاه مظفر,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000svzc8,ark:/21198/zz000svzbr,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0307_002,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 46, 307",n.d.,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw00h,ark:/21198/zz000svzz2,7,Needs Review,ChildWork,,,,,pd,"Islamic ethics $v Early works to 1800 |~|Philosophy, Islamic $v Early works to 1800",,,"Shabistarī, Maḥmūd ibn ʿAbd al-Karīm, $d d. ca. 1320",,,,,,,,Persian,Nastaʿlīq,,0325_001,Mirʾāt al-muḥaqqiqīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 48, 325",1060 [1650 or 1651],,,,,,,مرآة المحققين,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw011,ark:/21198/zz000svzz2,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,"Anvār, Shāh Qāsim",,,,,,,,Persian,Nastaʿlīq,,0325_002,Ḥawrāʾiyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 48, 325",1024 [1615 or 1616],,,,,,,حورائيه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw02j,ark:/21198/zz000svzz2,7,Needs Review,ChildWork,,,,,pd,Bible. $p O.T.,,,,,,,,,,,Persian,Nastaʿlīq,,0325_003,Chihil Sūrah-ʾi Tawrāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 48, 325",n.d.,,,,Forty chapters from the Old Testament.,,,چهل سوره تورات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw032,ark:/21198/zz000svzz2,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,,,,,,,,,Persian,Nastaʿlīq,,0325_004,Parākandahʹhā,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 48, 325",n.d.,,,,Author is unknown.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0js,ark:/21198/zz000sw0h8,7,Needs Review,ChildWork,,,,,pd,Sufis $v Biography,,,,,,,,,,,Persian,Nastaʿlīq,,0337_001,Sarguẕasht-i Sayyid Muḥammad Nūrbakhshī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 337",n.d.,,,,Author is unknown.,04716,,سرگذشت سيد محمد نوربخشی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0k9,ark:/21198/zz000sw0h8,7,Needs Review,ChildWork,,,,,pd,Gujarat (India) $x Economic policy $v Congresses,,,,,,,,,,,Arabic,Naskh,,0337_002,Khulāṣah-ʾi mukālamāt-i majlis-i sivvum va chahārum-i ḥākim-i Gujarāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 337",n.d.,,,,Author is unknown.,04716,,خلاصه مکالمات مجلس سوم و چهارم حاکم گجارات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0mt,ark:/21198/zz000sw0h8,7,Needs Review,ChildWork,,,,,pd,Prayer $x Islam|~|Soul $x Islam|~|Islam $x Prayers and devotions|~|Sufism,,,"Nūra Kutuba-ula-Ālama, $d 1350-1415",,,,,,,,Persian,Nastaʿlīq,,0337_003,Muʾnis al-fuqarāʾ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 337",n.d.,,,,"A treatise on the soul, the body and on various prayers recited during the day and on reciting the samāʿ.",04716,,مؤنس الفقراء,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0nb,ark:/21198/zz000sw0h8,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0337_004,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 337",n.d.,,,,,04716,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0qc,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800,,,"Juʿfī, al-Mufaḍḍal ibn ʿUmar, $d d. 762 or 3 ",,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,"Qaṭrāsī, Mūḥammad Bāqir",,,,Persian,Nastaʿlīq,,0338_001,Tarjumah-ʾi Tawḥīd-i mufaḍḍal,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",1279 [1862 or 1863],,,,The name Muḥammad Bāqir appears on folio 131.,,,ترجمه توحيد مفضّل,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0rw,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,treatises -  Islamic,,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,"Qaṭrāsī, Mūḥammad Bāqir",,,,Persian,Nastaʿlīq,,0338_002,Vaṣīyat'namah-ʾi Luqmān,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",1279 [1862 or 1863],,,,Dānish'pazhūh believes the author is Muḥammad Bāqir ibn Muḥammad Taqī Majlisī. Folios 131-153.,,,وصيت نامه لقمان,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0sd,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,Muslims $x Anniversaries $v Early works to 1800|~|Islamic astrology $v Early works to 1800,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,,Persian,Nastaʿlīq,,0338_003,Ikhtiyārāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",n.d.,,,,"Interpretation of the dates of Islamic holidays and birthdates of Qurānic fiqures. Eg. In folio 159 author states that day 23, Joseph's Birthday, is a good day for business, obtaining a wife, approaching a king or sultan [with a request] etc. {see also folios 154-164}.",,,اختيارات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0tx,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,Islam and science $v Early works to 1800|~|Physiognomy $v Early works to 1800,,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,Persian,Nastaʿlīq,,0338_004,ʿIlm-i firāsat,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",n.d.,,,,"According to Dānis'pazhūh, the author is Muḥammad Bāqir ibn Muḥammad Taqī Majlisī. Folios 164-175.",,,علم فراست,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0vf,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,Islamic ethics,,,,,,,,,,,Persian,Nastaʿlīq,,0338_005,Kunūz al-rumūz,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",n.d.,,,,Author is unknown. Folios 175-8.,,,کنوز الرموز,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw0wz,ark:/21198/zz000sw0pv,7,Needs Review,ChildWork,,,,,pd,Islam and science $v Early works to 1800|~|Physiognomy $v Early works to 1800,,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,Persian,Nastaʿlīq,,0338_006,ʿIlm-i firāsat,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 49, 338",n.d.,,,,,,,علم فراست,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw3b4,ark:/21198/zz000sw39m,7,Needs Review,ChildWork,,,,,pd,"Persian poetry|~|Sufi poetry, Persian",,,"Z̲ahbī al-Ḥusaynī, Mīrzā Bābā",,,,,,,,Persian,Naskh,,0906_001,Manāsik al-ʿāshiqīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 906",n.d.,,,,Contains rubrics.,,,مناسک العاشقين,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw3cn,ark:/21198/zz000sw39m,7,Needs Review,ChildWork,,,,,pd,Islamic ethics $v Early works to 1800 |~|Conduct of life $v Early works to 1800|~|Sufism $v Early works to 1800,,,,"Suhrawardī, Yaḥyá ibn Ḥabash, $d 1152 or 3-1191",,,,,,,Persian,Naskh,,0906_002,Risālah ādāb al-murīdīn fī al-sulūk,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 906",n.d.,,,,Dānish'pazhūh supposes this to be by Suhrawardī. Contains rubrics.,,"Munzavī v.2 pt. 1, p.1013.",رساله آداب المريدين في السلوک,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw5xw,ark:/21198/zz000sw5wc,7,Needs Review,ChildWork,,,,,pd,,,,,,,,Muḥammad ʿAlī,,,,Persian,Nastaʿlīq,,0913_001,Kār'nāmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 913",1067 [1656 or 1657],,,,Author is unknown.,,,کار نامه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw5zd,ark:/21198/zz000sw5wc,7,Needs Review,ChildWork,,,,,pd,,,,"S̱anāʾī al-Ghaznavī, Abū al-Majd Majdūd ibn Ādam, $d d. ca. 1150",,,,Muḥammad ʿAlī,,,,Persian,Nastaʿlīq,,0913_002,Siyar al-ʿibād ilá al-maʿād,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 913",n.d.,,,,,,,سير العباد الی المعاد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw61x,ark:/21198/zz000sw60d,7,Needs Review,ChildWork,,,,,pd,,,,"Abū Maʿshar, $d d. 886",,,,,,,,Persian,Nastaʿlīq,,0914_001,Mukhtaṣar az Asrār-i Abū Maʿshar Jaʿfar ibn Muḥammad Balkhī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 914",n.d.,,,,,,,مختصر از اسرار ابو معشر جعفر ابن محمد بلخی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw62f,ark:/21198/zz000sw60d,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,Arabic,,,0914_002,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 914",n.d.,,,,(DB) A set of letters about famous Buyids and 'Abbasids.  17 pages.  Ending missing.  DP 699.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw64g,ark:/21198/zz000sw63z,7,Needs Review,ChildWork,,,,,pd,Persian literature|~|Persian poetry,,,,,,,,,,,Persian,Nastaʿlīq,,0915_001,Dastān-i pādishāh-i Ḥalab va javānī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 915",n.d.,,,,Narrative is interspersed with poems. First folio is illuminated. Author is unknown.,,,داستان پادشاه حلب و جوانی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw650,ark:/21198/zz000sw63z,7,Needs Review,ChildWork,,,,,pd,Persian literature|~|Persian poetry,,,,,,,,,,,Persian,Nastaʿlīq,,0915_002,Khātamah-ʾi inshāʾ-i marḥūmī-i maghfūr-i Mullā Mīr Qārī dar iẓhār-i taʾsuf-i jihatah-yi guẕashtan-i ʿumr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 915",1038 [1628 or 1629],,,,On lamenting the passage of life. Written in prose with verses interspersed. Author is unknown.,,,خاتمه انشاء مرحومی مغفور مللا مير قاری در اظهار تأسف جهته گذشتن عمر,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw68j,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,Rafīqī,,,,,,,,Persian,Nastaʿlīq,,0917_001,Dīvān-i Rafīqī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,,,,ديوان رفيقی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw692,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,"Hātif, Sayyid Aḥmad, $d d. 1783 or 4",,,,,,,,Persian,Nastaʿlīq,,0917_002,Dīvān-i Hātif,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,"Citation: Hātif, Sayyid Aḥmad. Dīvān-i Hātif Iṣfahānī. ed. Vahid Dastgirdi, Tehran: Majallah-ʾi Armaghan. 1332A.H.S/1953 or 4 A.D.",,,ديوان هاتف,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6bk,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,"Niyazī, $d d. 1693 or 4",,,,,,,,Persian,Nastaʿlīq,,0917_003,Dīvān-i Niyāzī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,,,,ديوان نيازي,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6c3,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,"Āz̲ar Baygdilī, Luṭf ʿAlī ibn Āqā Khān, $d 1721 or 2-1780 or 81",,,,,,,,Persian,Nastaʿlīq,,0917_004,Dīvān-i Āẕar,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,,,,ديوان آذر,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6dm,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,Persian,Nastaʿlīq,,0917_005,Mas̱navī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,Author is unknown.,,,مثنوی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6f4,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,Persian,Nastaʿlīq,,0917_006,Tarjīʿ band,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,Author is unknown.,,,ترجيع بند,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6gn,ark:/21198/zz000sw671,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,Persian,Nastaʿlīq,,0917_007,Mas̱navī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 917",n.d.,,,,Author is unknown.,,,مثنوی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6k6,ark:/21198/zz000sw6jp,7,Needs Review,ChildWork,,,,,pd,Sufism $v Early works to 1800,,,"Nasafī, ʿAzīz al-Dīn ibn Muḥammad, $d 13th cent. ",,,,,,,,Persian,Nastaʿlīq,,0919_001,Maqṣad-i aqṣá,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 919",n.d.,,,,,,,مقصد اقصی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6mq,ark:/21198/zz000sw6jp,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800,,,"Nasafī, ʿAzīz al-Dīn ibn Muḥammad, $d 13th cent. ",,,,,,,,Persian,Nastaʿlīq,,0919_002,Risālah-ʾi kufr va tawḥīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 919",n.d.,,,,This treatise begins on page 51.,,,رساله کفر و توحيد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6n7,ark:/21198/zz000sw6jp,7,Needs Review,ChildWork,,,,,pd,"Hadith (Shiites) $x Criticism, interpretation, etc. $v Early works to 1800",,,,,,,,,,,Persian,Nastaʿlīq,,0919_003,Risālah-ʾi aḥādīth-i avāʾil,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 919",n.d.,,,,This treatise begins on page 104.,,,رساله احاديث اوائل,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw6pr,ark:/21198/zz000sw6jp,7,Needs Review,ChildWork,,,,,pd,Sufism $v Early works to 1800,,,"Nasafī, ʿAzīz al-Dīn ibn Muḥammad, $d 13th cent. ",,,,,,,,Persian,Nastaʿlīq,,0919_004,Risālah-ʾi ahl-i taṣavvuf,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 117, 919",n.d.,,,,This treatise begins on page 149.,,,رساله اهل تصوف,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw71d,ark:/21198/zz000sw70w,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,,,,0928_001,title,,,,,,,,,,,,,dsdfds,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw72x,ark:/21198/zz000sw70w,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,,,,0928_002,title,,,,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw7xv,ark:/21198/zz000sw7wb,7,Needs Review,ChildWork,,,,,pd,Shīʿah $x Doctrines $v Early works to 1800|~|Judgment Day (Islam) $v Early works to 1800,,,"Fayd al-Kāshī, Muḥammad ibn Murtaḍá, $d 1598 or 9-1680 or 81",,,,,,,,Arabic,Naskh,,0952_001,Mīzān al-Qiyāmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 952",n.d.,,,,On judgment and the day of judgment.,,,ميزان القيامة,,,,,"M962, p.703.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw7zc,ark:/21198/zz000sw7wb,7,Needs Review,ChildWork,,,,,pd,Shīʿah $x Doctrines $v Early works to 1800,,,"Fayd al-Kāshī, Muḥammad ibn Murtaḍá, $d 1598 or 9-1680 or 81",,,,,,,,Persian,Naskh,,0952_002,Mirʾāt al-ākhirah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 952",n.d.,,,,A theological treatise on the meaning and place of paradise and the resurrection of souls in paradise. It includes two chapters from Ṭūsī's al-Mabdaʿ va al-maʿād in Persian.,,,مرآة الاخرة,,,,,"M952, p.702.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw80c,ark:/21198/zz000sw7wb,7,Needs Review,ChildWork,,,,,pd,God $x Proof $v Early works to 1800|~|Ontology $v Early works to 1800,,,"Jāmī, $d 1414-1492",,,,,,,,Arabic,Naskh,,0952_003,Risālah al-wujūdiyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 952",n.d.,,,,"A philosophical treatise on the unity of being, the attribute of being and the concept of the necessary being.",,,الرسالة الوجودية,,,,,"M952, p.703.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw81w,ark:/21198/zz000sw7wb,7,Needs Review,ChildWork,,,,,pd,Mediation between God and man|~|Imams (Shiites) $v Early works to 1800|~|Shīʿah $x Doctrines $v Early works to 1800,,,"Māzandarānī, Ismāʿīl ibn Muḥammad, $d d. 1759 or 60",,,,,,,,Arabic,Naskh,,0952_004,Fawāʾid,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 952",n.d.,,,,"A theological treatise on the the virtues and status of the twelve Shīʿī Imams in Islam, and their possession of the right of Shafāʿah, the ability to intercede with God on behalf of their followers on judgment day. It is also a commentary on a chapter in Sayūrī's al-Lawāmiʿ al-Ilāhiyah.",,,الفوائد,,,,,"M952, p.703.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw86g,ark:/21198/zz000sw85z,7,Needs Review,ChildWork,,,,,pd,Logic $v Early works to 1800,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Persian,Nastaʿlīq,,0956_001,Kubrá,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 956",n.d.,,,,Includes margins. A philosophical treatise on issues concerning logical propositions and terms.,,,کبری,,,,,"M956, p.702.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw870,ark:/21198/zz000sw85z,7,Needs Review,ChildWork,,,,,pd,"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yūsuf, $d 1250-1325. $t Bāb al-Hādī ʿashar |~|Shīʿah $x Doctrines",,,"Suyūrī, al-Miqdād ibn ʿAbd Allāh, $d d. 1423",,,,Rūḥ Allah ibn Maḥmūd,,,,Arabic,Naskh,,0956_002,Nāfiʿ yawm al-ḥashr fī Sharḥ al-Bāb al-hādī ʿashar,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 956",1071 [1660 or 1661],,,,A commentary on Ibn al-Muṭahhar al-Ḥillī's al-Bāb al-hādī ʿashar on why knowing God and His attributes should be obligatory for all Muslims. Includes notes in the margins.,,,النافع يوم الحشر في شرح الباب الهادي عشر,,,,,"M956, p.702.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw891,ark:/21198/zz000sw88h,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Morphology $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800,,,"Khaṭāʾī, Mullāzādah Niẓām al-Dīn ʿUthmān",,,,,,,,Arabic,Naskh,,0957_001,Ḥāshiyat al-Mukhtaṣar,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 957",982 [1574 or 1575],,,,A commentary on Arabic grammar and morphology. Includes notes in the margins.,,,حاشية المختصر,,,,,"M957, p.702.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sw8bj,ark:/21198/zz000sw88h,7,Needs Review,ChildWork,,,,,pd,"Logic $v Early works to 1800|~|Rāzī, Quṭb al-Dīn, Muḥammad ibn Muḥammad, $d d. 1365. $t Taḥrīr al-qawāʿid al-manṭiqiyah ",,,"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrahīm, $d d. 1641",,,,,,,,Arabic,Naskh,,0957_002,Ḥāshiyat Taḥrīr al-qawāʿid al-manṭiqiyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 121, 957",n.d.,,,,"A commentary on Rāzī's Taḥrīr al-qawāʾid al-manṭiqiyah fī sharḥ al-risālah al-shamsiyah on standard problems in medieval logic, such propositions, syllogism, and models. Missing end folios and includes notes in the margins.",,,حاشية تحرير القواعد المنطقية,,,,,"M957, p.702-3.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcm4,ark:/21198/zz000swckm,7,Needs Review,ChildWork,,,,,pd,Imams (Shiites) $v Biography $v Early works to 1800,,,,,,,,,,,Persian,Nastʿalīq,,1051_004,Ahvāl-i aʾimmah-ʾi aṭhār,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1501",12th. or 13th C. [1689/1883],,,,Anecdotes about the imams.  Pp. 52-72.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 707-8.",احوال ائمه اطهار,,1689/1883,Dānishpazhūh dates manuscript as 12th or 13th C AH.,52-73,,,,,,,,
