Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p8fq,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8fq%2Fst925n70,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",Events|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 1,"Walter L. Gordon, Jr., as master of ceremonies, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,221|~|YRLSC_gordonphotos_0221,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p8fq/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p8ks,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8ks%2Fx480sd9x,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Smith, Jesse, $c photographer",,,,,,,Collection 1867 Box 2 Folder 2,"Research attorney in the Walter L. Gordon, Jr. office library, 1940s",,"Walter L. Gordon, Jr. was unsure of the attorney's name. Possibly Henry Stewart or Henry Davis.|~|All information concerning the content and description of the image was provided by Walter Gordon.",226|~|YRLSC_gordonphotos_0226,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"On back of photo: ""Gordon office library - long time research atty (i.e. attorney)""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p8ks/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p8vx,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8vx%2Fgf91bf1s,,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Cutler, George M. (George Miles), $d 1901-1949",,,,,,,Collection 1867 Box 2 Folder 2,"Visitor from Chicago, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0234,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p8vx/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p92h,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p92h%2Fwm15js02,African American actors $z California $z Los Angeles|~|African American actresses $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"McDaniel, Hattie, $d 1895-1952|~|Beavers, Louise, $d 1902-1962|~|Beavers, William, $d 1877-1963|~|Green, Eddie, $d 1901-1950|~|Green, Norma Ann Amato, $d 1923-2010",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 2 Folder 2,"Norma and Eddie Green, Louise and William Beavers, Hattie McDaniel, Los Angeles, 1940s",,"Mr. Gordon identified the woman on the far right as Mrs. Jennie Bruington, but the woman's identity is undetermined.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Left to right: Norma Green, Eddie Green, Louise Beavers, William Beavers, Hattie McDaniel, unidentified woman.",YRLSC_gordonphotos_0241,"Eddie Green played the character Eddie the waiter on the radio program Duffy's Tavern.|~|Norma Green was the wife of actor Eddie Green. Mrs. Green was a singer, and she played the piano and violin. The couple had a daughter, Elva Diane.|~|Louise Beavers was a well-known film and television actress.|~|Hattie McDaniel was the first African American actress to win an Academy Award, an Oscar for Best Supporting Actress as Mammy in Gone with the Wind.|~|William Beavers was the father of actress Louise Beavers.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p92h/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p9bn,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p9bn%2Fhw953c0p,Actors--California--Los Angeles|~|African American jazz musicians--California--Los Angeles|~|African American actors $z California $z Los Angeles|~|Disc jockeys $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Fain, Elmer, $d 1905-1990|~|Haynes, Dick, $d 1911-1980|~|Jeffries, Herb",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,"Griffin, Earl",,,,,,,Collection 1867 Box 2 Folder 2,"Herb Jeffries receiving two awards, San Francisco, March 1946",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Herb Jeffries and Dick Kaynes,249|~|YRLSC_gordonphotos_0249,"Elmer Fain was the Los Angeles organizer of a black musicians union.|~|Dick Haynes was a disc jockey and an actor. He  was the first African American actor to star in American western films, such as ""Harlem on the Prairie""; he was known as the ""Bronze Buckaroo."" He retired from acting in 1939, and went on to sing and tour with Duke Ellington's orchestra.|~|Herb Jeffries at left, receiving two awards: the S. F. Jazz Foundation Award and the Lampliter Award, both dated March 31, 1946. Presenting him with the awards is Dick Haynes. Elmer Fain is visible between the two men.",1946-03-31,"[March 31, 1946]",1 photograph : b&w,California--San Francisco,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p9bn/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pbd5,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbd5%2Ftj46063w,Drug dealers $z California $z Los Angeles|~|Gamblers $x American $z California $z Los Angeles|~|Bookmakers (Gambling) $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Barker, Jim|~|Pitts, Jimmy|~|George, Arthur|~|Howard, Sonny (Roy)|~|Williams, Specs|~|Reed, Freddie|~|Steen, Tim|~|Raz|~|Hunter, Tim",Crime|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 2 Folder 3,"Bookmakers, gamblers, and drug dealers, Los Angeles, 1945",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Top row (standing), L-R: Specs Williams, Freddie Reed, unknown, Arthur George, unknown, Tim Hunter, Tim Steen. Bottom row (seated), L-R: Sonny Howard, Jimmy Pitts, Jim Barker, ""Raz.""",YRLSC_gordonphotos_0282,"Sonny Howard was a well known ""sportsman"" (gambler) on Central Avenue.|~|Author George ran a big lottery machine in Buffalo; retired because of the mob taking over.",1945,[ca. 1945?],1 photograph : b&w,California--Los Angeles,"Handwritten caption on photo: Sportsmans Convention.|~|Text from back of photograph: This is the most representative group of men in book making, gambling, and narcotic activity that I have seen in one photograph. This is the cream of the crop. Altho Kid North and Rock Bodes are not on it. WLG Jr, May 2005",,,,,Sportsmans Convention,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pbd5/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pbtc,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbtc%2Fh649kf1t,African American physicians--California--Los Angeles|~|Restaurateurs--California--Los Angeles|~|African American bail bond agents $z California $z Los Angeles|~|African American actors $z California $z Los Angeles|~|African Americans in the newspaper industry $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Scheffield, Maceo B.|~|Grant, Daddy|~|Williams, Fred C., $d 1875-1950|~|Weaver, Darrington|~|Bass, J. B. (Joseph Blackburn), $d 1863-1934",Sports,Baseball fields $z California $z Los Angeles County,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 2 Folder 4,"Six men at home plate, Los Angeles, 1920s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Six men posing at the home plate of a baseball diamond with some spectators behind in the stands. Five men are standing while one is kneeling in front. Photo was taken from the perspective of the pitcher's mound. Standing, L-R: Daddy Grant; Fred Williams; J.B. Bass; unnamed bail bondsman; Dr. Darrington Weaver, MD.Kneeling in front: Maceo Scheffield (actor; also a police detective, rumored to be related to the Chief Police)Probable location: Wrigley Field, in Los Angeles",YRLSC_gordonphotos_0295,"Fred Williams was a blind man, real estate broker, and newspaper publisher.|~|J.B. Bass was the husband of Charlotta Bass, editor of the ""California Eagle"".|~|Daddy Grant ran a fast food stand named ""Midnight Rendezvous"".|~|Maceo Scheffield was an actor and a police detective, rumored to be related to the Chief of Police.",1920/1929,[1920s?],1 photograph : b&w,California--Los Angeles,"On back of photograph:Joe B Bass - Charlotta Bass HusbDr Darrington WeaverMaceo Sheffield (i.e. Scheffield), detective, photographer, actorDaddy GrantFred Williams - purest{??}Bail BondsmanPictureAlexander Grant Base BallLong Beach Ca",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pbtc/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pbzf,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbzf%2Fg271bf98,African American actors|~|African American dancers|~|Tap dancers $z United States|~|Actors $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Cotton Club|~|Sissle, Ethel|~|Robinson, Bill, $d 1878-1949",Entertainment|~|People,Nightclubs $z California $z Los Angeles|~|Showgirls $z New York (State) $z New York,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Bojangles (Bill Robinson) at the Cotton Club, New York, 1930s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Bill ""Bojangles"" Robinson onstage with Cotton Club showgirls. Ethel Sissle (later Gordon) is at the far left.",299|~|YRLSC_gordonphotos_0299,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Bill Robinson was an American tap dancer and actor on stage and film.",1930/1939,[1930s?],1 photograph : b&w,New York (State)--New York,,40.8190364,-73.936972,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pbzf/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pc4h,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc4h%2Fqt29vn2c,Legislators--United States|~|African American lawyers--California--Los Angeles|~|African American legislators,still image,copyrighted,unknown,Black-and-white photographs,"Hawkins, Augustus F.|~|Alexander, Titus N. (Titus Nathaniel), $d 1870-1952|~|McDonald, Bert A., 1897-1947|~|MacBeth, Hugh, $d d. 1956.",Transportation|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 4,"Augustus Hawkins and Titus Alexander at the Southern Pacific Station, Los Angeles, 1930s",,"Bert McDonald was the first black law school graduate at the University of Southern California (1923) and the first black lawyer in the Los Angeles City Attorney's office, becoming Chief Deputy City Attorney. He was a member of the Alpha Phi Alpha fraternity.|~|L to R: unidentified man, Augustus Hawkins, Titus Alexander, unidentified woman, Bert McDonald, Hugh MacBeth.|~|Titus Alexander was a well-known African American civic activist in Los angeles. His father, James M. Alexander, was elected to the Arkansas legislature twice, in 1868 and 1870. A long-time employee in the Bureau of Power and Light, Titus Alexander was also an honorary captain in the Los Angeles Fire Department, who received many civic awards (Los Angeles Fellowship League annual award, the Service Award of the Los Angeles Chamber of Commerce, etc.). He died in Los Angeles in 1952.|~|Augustus Freeman Hawkins was elected to the California legislature in 1934, serving until 1963.  From 1963-1991, he represented California in the United States Congress. He was known for his support for civil rights and organized labor. He died in 2007, at the age of 100.|~|Hugh Macbeth came to California in 1913, and practiced law in Los Angeles until his death in 1956. He founded the Los Angeles Lawyers club, and the Society of Truth and Justice and United Races of the World.|~|All information concerning the content and description of the image was provided by Walter Gordon.",304|~|YRLSC_gordonphotos_0304,,1930/1939,[1930s?],1 photograph : b&w,California--Los Angeles,,34.0417015,-118.2398625,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pc4h/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcc4,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcc4%2Fsn092r0t,African American politicians|~|African American judges|~|African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Miller, Loren|~|Younger, Evelle J.|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Taylor, Curtis C. $q (Cavielle), $d 1896-1967|~|Burke, Yvonne Brathwaite",Entertainment|~|Events|~|Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,eng|~|zxx,"Morgan, Walter, $c Lt.",,,,,,,Collection 1867 Box 2 Folder 4,"Taylor Party, Broady residence, Los Angeles, December 16, 1965",,"Photograph taken at the home of Earl C. Broady, an African American man who started his career as a janitor and became a judge on the Los Angeles County Superior Court.|~|All information concerning the content and description of the image was provided by Walter Gordon.",311|~|YRLSC_gordonphotos_0311,"Yvonne Brathwaite Burke is a politician from Los Angeles who served as a member of the U.S. House of Representatives (1973-1979) and as a member of the Los Angeles County Board of Supervisors (1979-1980; 1992-2008).|~|Evelle Jansen Younger served as Los Angeles County District Attorney from 1964 to 1971, and as California Attorney General from 1971 to 1979.|~|Curtis C. Taylor was a successful   attorney. He earned his law degree at Howard University .|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1965-12-16,"December 16, 1965",1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcc4/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcgp,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcgp%2Fcs914n9t,Secretaries $z California $z Los Angeles|~|African American motion picture actors and actresses--California--Los Angeles|~|African American actors $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles|~|Talent scouts $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"McDaniel, Hattie, $d 1895-1952|~|Chase, Jack, $d 1917-1972|~|Beavers, Louise, $d 1902-1962|~|Spurlock, Herman|~|Garner, George, $d 1892-1971|~|Green, Eddie, $d 1901-1950|~|Hill, C. W. $q (Charles Wesley), $c Dr., $d 1900-1977|~|Carter, Ben, $d 1911-1947|~|Cumber, Lil, $d 1920-2002|~|Green, Norma Ann Amato, $d 1923-2010|~|Randolph, Lillian, $d 1898-1980",Entertainment,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 2 Folder 4,"African American actors, Los Angeles, 1940s",,"L to R: Ben Carter, Herman Spurlock (seated), Louise Beavers (seated), Jack Chase, Lillian Randolph Chase, Norma Green, Hattie McDaniel, C. W. Hill, Eddie Green (in profile), George Garner, an unidentified woman, and Lil (Lillian) Cumber.|~|All information concerning the content and description of the image was provided by Walter Gordon.",314|~|YRLSC_gordonphotos_0314,"Ben Carter was an African American character actor on stage, screen, and radio. He often worked as a straight man with Mantan Moreland in vaudeville routines. He acted in many movies, often uncredited, including Maryland (1940) and Reap the Wild Wind (1942). He died in New York in either 1946 or 1947.|~|George Garner was a tenor vocalist and conductor. He was the first African American to sing with the Chicago Symphony Orchestra.|~|Lillian Cumber (Victoria Lillian Fisher)  started as a secretary for Walter L. Gordon, was a newspaper columnist for 25 years, and in 1956 founded the Lil Cumber Attraction Agency for African American actors. She was the first African American woman to represent actors in the Motion Picture and Television industry.|~|Herman Spurlock was known for putting together shows and entertainment for nightclubs and fundraisers. He was well known on Central Avenue.|~|Eddie Greenwas an African American  comedian who performed with the Billy Minsky burlesque show for about five years and played the character Eddie the waiter on the radio program Duffy's Tavern.|~|Louise Beavers was a well known African was a member of the Sigma Gamma Rho sorority and in 1976 was posthumously inducted into the Black Filmmakers Hall of Fame.|~|Lillian Randolph (later Lillian Randolph Chase) was an African American radio, television and film actress, as well as a singer. She was the younger sister of Amanda Randolph (also an actress). Lillian's best known role was the maid Birdie Lee Coggins on the Great Gildersleeve, a radio program that moved to television.|~|Hattie McDaniel was the first African American actress to win an Academy Award, an Oscar for Best Supporting Actress as Mammy in Gone with the Wind.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcgp/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pch6,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pch6%2F3r13m482,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Williams, David W., $d 1910-2000",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 2 Folder 4,"David Williams in a law office, Los Angeles, 1940s",,Attorney David W. Williams in a law library.|~|All information concerning the content and description of the image was provided by Walter Gordon.,315|~|YRLSC_gordonphotos_0315,"David W. Williams, who in 1969 became the first African American judge appointed to the Federal Court west of the Mississippi, was part of a second generation of lawyers in Los Angeles.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pch6/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcn8,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcn8%2Fn159p71b,African American dancers|~|Soldiers $x Recreation,still image,copyrighted,unknown,Black-and-white photographs,"United Service Organizations (U.S.)|~|Robinson, Earl|~|Robinson, Frances Turnham",Entertainment|~|People|~|War,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Frances and Earl Robinson at a U.S.O. camp show in New York, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,319|~|YRLSC_gordonphotos_0319,"Frances Turnham Robinson, along with her husband Earl Robinson, was a dancer. She was the daughter of entertainer Edith Turnham and the sister of musician Floyd Turnham.|~|Earl Robinson was a dancer. He was married to dance partner Frances Turnham Robinson.",1940/1949,[1940s],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcn8/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pcvc,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcvc%2F6b63v036,African American lawyers--California--Los Angeles|~|Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Porter, Everette",,,"University of California, Los Angeles. $b Library Special Collections",,eng,"Woods, Clyde, $e photographer",,,,,,,Collection 1867 Box 2 Folder 5,"Group photograph at a nightclub, Los Angeles, 1940s",,"Everette Porter, who became a judge, is in the back, center.",YRLSC_gordonphotos_0325,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Photographer's stamp on back of photo: CLYDE WOODS / PHOTOGRAPHER / 4365 1/2 South Central / LOS ANGELES, CALIFORNIA / BY APPOINTMENT . . . . CE 21 305",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pcvc/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pczx,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pczx%2F8814jw5s,African American children,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Postcard of baby seated in chair, New Orleans, 1888(?)",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter Gordon identified the baby as his uncle, Robert Lewis. His mother, Vertner Lewis Gordon, had a brother named Robert Lewis (b. 12-29-1887).",YRLSC_gordonphotos_0328,,1888,[1888?],1 photograph : b&w,Louisiana--New Orleans,"Front of postcard: ""I wish I were here""|~|Back of postcard: ""From your baby Robert Lewis Sabastian(?), 8 mo. old""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pczx/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd0x,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd0x%2F1747nx5w,African American women,still image,copyrighted,unknown,Black-and-white photographs|~|postcards,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 5,"Postcard with picture of African American woman, early 20th century",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Postcard depicting an unidentified African American woman, dressed semi-formally, leaning on an ornate chair.",YRLSC_gordonphotos_0329,,1909/1911,[between 1909 and 1911],1 postcard : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd0x/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd2z,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd2z%2Fn368hb4b,Singers $z United States|~|African American lawyers--California--Los Angeles|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Holiday, Billie, $d 1915-1959|~|Gordon, Walter L., $c Jr., $d 1908-2012",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,McLain's Photo Service,,,,,,,Collection 1867 Box 2 Folder 5,"Billie Holiday being questioned by her attorney, Walter L. Gordon, Jr., Los Angeles, 1950",,"Los Angeles attorney Walter L. Gordon, Jr. represented Billie Holiday in a breach of contract case when she was sued for $75,000 by Edward Fishman (her one-time agent).|~|All information concerning the content and description of the image was provided by Walter Gordon.",331|~|YRLSC_gordonphotos_0331,,1950,1950,1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd2z/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pd7j,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd7j%2Ff922rf77,African American motion picture actors and actresses--California--Los Angeles|~|African American boxers|~|Motion picture actors and actresses--United States|~|African American insurance executives $z California $z Los Angeles|~|African American women political activists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Menjou, Adolphe, $d 1890-1963|~|Louis, Joe, $d 1914-1981.|~|Beavers, Louise, $d 1902-1962|~|Houston, Norman O., $d 1893-1981|~|Scott, Randolph, $d 1898-1987|~|Hill, Betty, $d 1876-1960|~|Scott, Joseph, $c attorney|~|Graves, Jesse, $d 1879-1949|~|Houston, Doris Talbot Young, 1897-1977",Activism|~|Entertainment,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 2 Folder 5,"Actors and activists in Los Angeles, 1940s",,"L to R: Joe Louis, Norman O. Houston, Doris Young Houston, Louise Beavers, Adolphe Menjou, Betty Hill, Joseph Scott, unidentified man (possibly actor Jesse Graves, with his back to the camera), Randolph Scott, unidentified man.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Possibly related to war bonds or Double V campaign to beat Hitler abroad and win justice at home.",336|~|YRLSC_gordonphotos_0336,"Betty Hill was born in Nashville, Tennessee, and moved to Los Angeles in 1912 or 1913. Dubbed by the Los Angeles Sentinel the ""Mother of Negro Political Leaders,"" Hill founded the Women's Republican Study Club (later the Women's Political Study Club) in Los Angeles in 1929. (It eventually expanded throughout the state.) Her many causes included fighting Jim Crow in Los Angeles hospitals and public swimming pools, abolishing separate civil service lists for African American school teachers, and getting the Board of Education to approve a child care center program. Hill was married to Sgt. Abraham Hill, who died in 1948.|~|Doris Young Houston was the wife of Norman O. Houston, co-founder of the Golden State Insurance Company.|~|Adolphe Menjou was a French-American actor.|~|Joseph Scott was an attorney and Catholic layperson.|~|Randolph Scott was an actor.|~|Norman O. Houston helped William Nickerson, Jr. to found the Golden State Mutual Life Insruance Company in1925,  and became president in 1945. At one point, Golden State Mutual Life Insurance was the largest black-owned business west of the Mississippi. He expanded the activities of the company over the next 25 years. In 1970 his two sons, Norman B. Houston and Ivan J. Houston, took over active management of the company. He was also first African American to be appointed to the California State Athletic Commission and later served as chairman.|~|Louis, known as the Brown Bomber, was the world heavyweight boxing champion from 1937 to 1949.|~|Louise Beavers was a well known African American film and television actress. She was a member of the Sigma Gamma Rho sorority and in 1976 was posthumously inducted into the Black Filmmakers Hall of Fame.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pd7j/manifest
