Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,Delete in Title,Type.genre,Type.typeOfResource,Subject.descriptiveTopic,Rights.copyrightStatus,Rights.statementLocal,Rights.publicationStatus,Name.subject,Name.landscapeArchitect,Name.illustrator,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.architect,Language,Subject.conceptTopic,Name.repository,Name.photographer,Name.artist,Name.creator,Name.designer,Rights.permission,Subject topic,Name.engineer,Relation.isPartOf,Description.caption,Description.note,AltTitle.other,Relation.relatedTo,Coverage.geographic,Date.normalized,Format.dimensions,Date.creation,Description.fundingNote,Format.extent,Title,Alt ID.local,Description.latitude,Description.longitude,AltTitle.uniform,Format.medium,Description.contents,Description.adminnote,Opac url,Description.abstract,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s1j,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0776.tif,857,,,,black-and-white photographs|~|cellulose nitrate film,still image,"trees|~|memorials|~|gardens|~|planters (containers)|~|fountains |~|exhibitions (events)|~|Parque de María Luisa (Seville, Spain)|~|libraries (rooms)|~|pools",copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Events|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Seville 5-22-29|~|Text from nitrate negative: Mem. Fountain & Lib. - Expo. at Seville 5-26-29,"Rectangular pool lined with potted plants with a sculpted fountain at the end. The fountain has water streaming from a basin upon which rests a relief sculpture of two ships, flanked by twisted columns supporting an entablature and scroll finial, and sculpted library shelves with books and putti friezes below. This structure is part of the Ibero-American Exposition of 1929, a world's fair held in Seville, Spain from May 9, 1929 to June 21, 1930 in the Parque de María Luisa. After a several year period of not contributing buildings to world's fairs, the United States built three structures for Seville.",,,Spain--Seville,1929-05-26,4 x 5 inches,"May 26, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Fountain at the Ibero-American Exposition of 1929, view of the fountain, Seville, 1929",776|~|uclamss_1411_0776,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s1j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s1j/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s22,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0777.tif,858,,,,black-and-white photographs|~|cellulose nitrate film,still image,"trees|~|memorials|~|gardens|~|planters (containers)|~|fountains |~|exhibitions (events)|~|Parque de María Luisa (Seville, Spain)|~|libraries (rooms)|~|pools",copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Events|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative: Mem. Fountain & Lib. - Seville Expo. 5-26-29|~|Text from nitrate negative sleeve: Seville 5-22-29,"Rectangular pool lined with potted plants with a sculpted fountain at the end. The fountain has water streaming from a basin upon which rests a relief sculpture of two ships, flanked by twisted columns supporting an entablature and scroll finial, and sculpted library shelves with books and putti friezes below. This structure is part of the Ibero-American Exposition of 1929, a world's fair held in Seville, Spain from May 9, 1929 to June 21, 1930 in the Parque de María Luisa. After a several year period of not contributing buildings to world's fairs, the United States built three structures for Seville.",,,Spain--Seville,1929-05-26,4 x 5 inches,"May 26, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Fountain at the Ibero-American Exposition of 1929, view of the fountain, Seville, 1929",777|~|uclamss_1411_0777,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s22/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s3k,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0778.tif,859,,,,black-and-white photographs|~|cellulose nitrate film,still image,hedges|~|gardens|~|fountains |~|palaces|~|walkways,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Alcazar Gardens - Seville - 5-25-29|~|Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29","Fountain on a paved walkway in the gardens at Alcázar of Seville, a royal palace in Seville, Spain.",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of a fountain on a paved walkway, Seville, Spain, 1929",uclamss_1411_0778,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s3k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s3k/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s43,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0779.tif,860,,,,black-and-white photographs|~|cellulose nitrate film,still image,trees|~|gardens|~|planters (containers)|~|palaces|~|pools,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29|~|Text from nitrate negative: Alcazar Gardens - Seville - 5-24-29","Palm tree, potted plants and a high, vine-covered wall across a pool in the gardens at Alcázar of Seville, a royal palace in Seville, Spain.",Alcázar Gardens,,Spain--Seville,1929-05-24,4 x 5 inches,"May 24, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of trees across a pool, Seville, Spain, 1929",779|~|uclamss_1411_0779,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s43/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s5m,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0780.tif,861,,,,black-and-white photographs|~|cellulose nitrate film,still image,trees|~|gardens|~|planters (containers)|~|palaces|~|pools,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Alcazar Gardens - Seville - 5-25-29|~|Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29","Palm tree, potted plants and a high, vine-covered wall across a pool in the gardens at Alcázar of Seville, a royal palace in Seville, Spain.",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of trees across a pool, Seville, Spain, 1929",780|~|uclamss_1411_0780,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s5m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s5m/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s64,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0781.tif,862,,,,black-and-white photographs|~|cellulose nitrate film,still image,trees|~|gardens|~|planters (containers)|~|fountains |~|palaces|~|walls,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29|~|Text from nitrate negative: Alcazar Gardens - Seville - 5-25-29","View down a tree-lined walkway towards a courtyard with a high wall at Alcázar of Seville, a royal palace in Seville, Spain. The walkway is bordered by potted plants. the courtyard has a central fountain",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view down a walkway towards a courtyard with a high wall, Seville, Spain, 1929",781|~|uclamss_1411_0781,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s64/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s7n,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0782.tif,863,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|arches|~|palaces|~|walls|~|walkways|~|doorways,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29|~|Text from nitrate negative: Alcazar Gardens - Seville 5-25-29","Two arches made of cypress trees over a walkway that leads to a doorway in a high wall in the gardens at Alcázar of Seville, a royal palace in Seville, Spain.",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of two cypress arches over a walkway, Seville, Spain, 1929",782|~|uclamss_1411_0782,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s7n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s7n/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s85,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0783.tif,864,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|planters (containers)|~|fountains |~|arches|~|palaces|~|courtyards,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Alcazar Gardens - Seville - 5-25-29|~|Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29","View through an arch into a courtyard in the gardens at Alcázar of Seville, a royal palace in Seville, Spain. Groupings of potted flowers encircle the fountain and a vine covers the wall beyond",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view through an arch into a courtyard, Seville, Spain, 1929",uclamss_1411_0783,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s85/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6s9p,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0784.tif,865,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|fountains |~|palaces|~|walkways,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)","Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29|~|Text from nitrate negative: Giralda fn Alcazar Gardens - Seville 5-24-29","Fountain in the middle of a paved walkway in the gardens at Alcázar of Seville, a royal palace in Seville, Spain. Another fountain is further down the walkway. A palace spire is visible in the background.",Alcázar Gardens,,Spain--Seville,1929-05-24,4 x 5 inches,"May 24, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of a fountain on a paved walkway, Seville, Spain, 1929",784|~|uclamss_1411_0784,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6s9p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6s9p/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6sb6,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0785.tif,866,,,,black-and-white photographs|~|cellulose nitrate film,still image,benches (furniture)|~|gardens|~|palaces,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29|~|Text from nitrate negative: Alcazar Gardens - Seville - 5-25-29","Benches framing a circular open space where walkways converge in the gardens at Alcázar of Seville, a royal palace in Seville, Spain.",Alcázar Gardens,,Spain--Seville,1929-05-25,4 x 5 inches,"May 25, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of benches framing a circular space, Seville, Spain, 1929",785|~|uclamss_1411_0785,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6sb6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6sb6/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6scq,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0786.tif,867,,,,black-and-white photographs|~|cellulose nitrate film,still image,trees|~|benches (furniture)|~|gardens|~|fountains |~|palaces|~|walkways,copyrighted,Rights owned by the Regents of the University of California,,"Alcázar (Seville, Spain)",,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Alcazar Gardens - Seville - 5-24-29|~|Text from nitrate negative sleeve: Seville, Alcazar Gardens 5-25-29","Fountain on a paved walkway in the gardens at Alcázar of Seville, a royal palace in Seville, Spain. Another fountain is visible further down the wakway.",Alcázar Gardens,,Spain--Seville,1929-05-24,4 x 5 inches,"May 24, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Alcázar of Seville, view of a fountain on a paved walkway, Seville, Spain, 1929",786|~|uclamss_1411_0786,37.383889,-5.991389,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6scq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6scq/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6sd7,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0787.tif,868,,,,black-and-white photographs|~|aerial views|~|cellulose nitrate film,still image,trees|~|gardens|~|plazas|~|garden walks|~|beds (site elements)|~|pools,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)","Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Casa del Rey Moro, Ronda, Spain 5-28-30|~|Text from nitrate negative sleeve: Ronda, Spain 5-28-29","Aerial view of the gardens at Casa del Rey Moro in Ronda, Spain. Walkway to pool on lower terrace, flanked by planting beds. A narrow channel of water runs down the center of the walkway and feeds the pool below",Casa del Rey Moro,,Spain--Ronda (Málaga),1930-05-28,4 x 5 inches,"May 28, 1930",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens of Casa del Rey Moro, aerial view, Ronda, Spain, 1930",787|~|uclamss_1411_0787,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6sd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6sd7/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6sfr,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0788.tif,869,,,,black-and-white photographs|~|cellulose nitrate film,still image,streets|~|churches (buildings)|~|minarets|~|cities,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)",,,,,,,eng,,,"Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Ronda, Spain - from Casa del Rey Moro - 5-28-29|~|Text from nitrate negative sleeve: Ronda, Spain 5-28-29","Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""|~|View from the Casa del Rey Moro towards a street lined by houses, with a church on the left and a minaret just beyond in the Spanish city of Ronda in the Málaga province.",,,Spain--Ronda (Málaga),1929-05-28,4 x 5 inches,"May 28, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Spanish city of Ronda, view from Casa del Rey Moro, Ronda, 1929",788|~|uclamss_1411_0788,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6sfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6sfr/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6sg8,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0789.tif,870,,,,black-and-white photographs|~|cellulose nitrate film,still image,terraces (landscaped-site elements)|~|gardens|~|fountains |~|plazas|~|mountains|~|pools,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)","Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Ronda, Spain 5-28-29|~|Text from nitrate negative: Casa del Rey Moro - Ronda, Spain 5-28-29","The gardens were designed by French landscape gardener, Jean Claude Forestier in 1912. Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""|~|View across a tiled plaza terrace with a central octagonal pool toward the mountains in the gardens at Casa del Rey Moro in Ronda, Spain. The plantings include palms, cypress trees and pines",,,Spain--Ronda (Málaga),1929-05-28,4 x 5 inches,"May 28, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Casa del Rey Moro, view across a plaza toward the mountains, Ronda, Spain, 1929",789|~|uclamss_1411_0789,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6sg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6sg8/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6shs,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0790.tif,871,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|planters (containers),copyrighted,Rights owned by the Regents of the University of California,,,"Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Casa del Rey Moro - Ronda, Spain - 5-28-29|~|Text from nitrate negative sleeve: Ronda, Spain 5-28-29","The gardens were designed by French landscape gardener, Jean Claude Forestier in 1912. Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""|~|Planter in in form of a stone well in the gardens at Casa del Rey Moro in Ronda, Spain.",,,Spain--Ronda (Málaga),1929-05-28,4 x 5 inches,"May 28, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Casa del Rey Moro, view of a planter, Ronda, Spain, 1929",uclamss_1411_0790,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6shs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6shs/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6sj9,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0791.tif,872,,,,black-and-white photographs|~|cellulose nitrate film,still image,dwellings|~|fountains |~|beds (site elements)|~|watering cans,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)","Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Ronda, Spain 5-28-29|~|Text from nitrate negative: Casa del Rey Moro, Ronda, Spain 5-28-29","Gardener with a watering can waterin g a flower bed and standing next to a concave fountain (a fountain with water flowing into a very narrow channel running down the center of the walkway), in the gardens at Casa del Rey Moro in Ronda, Spain.|~|The gardens were designed by French landscape gardener, Jean Claude Forestier in 1912. Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""",,,Spain--Ronda (Málaga),1929-05-28,4 x 5 inches,"May 28, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Casa del Rey Moro, view of a gardener standing in front of a concave fountain, Ronda, Spain, 1929",uclamss_1411_0791,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6sj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6sj9/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6skt,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0792.tif,873,,,,black-and-white photographs|~|cellulose nitrate film,still image,stairs|~|gardens|~|pools,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)","Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Ronda, Spain 1929-1930|~|Text from nitrate negative: Casa del Rey Moro - Ronda, Spain - 5-30-30","Stairs and pool in the gardens at Casa del Rey Moro in Ronda, Spain. The gardens were designed by French landscape gardener, Jean Claude Forestier in 1912. Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""",,,Spain--Ronda (Málaga),1930-05-30,4 x 5 inches,"May 30, 1930",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Casa del Rey Moro, view of stairs and pool, Ronda, Spain, 1930",792|~|uclamss_1411_0792,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6skt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6skt/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6smb,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0793.tif,874,,,,black-and-white photographs|~|cellulose nitrate film,still image,benches (furniture)|~|fountains |~|plazas,copyrighted,Rights owned by the Regents of the University of California,,"Casa del Rey Moro (Ronda, Spain)","Forestier, J. C. N. (Jean Claude Nicolas), 1861-1930",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Landmarks|~|International,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative: Casa del Rey Moro - Ronda, Spain 5-28-29|~|Text from nitrate negative sleeve: Ronda, Spain 1929-1930","Fountain and benches in the gardens at Casa del Rey Moro in Ronda, Spain. The gardens were designed by French landscape gardener, Jean Claude Forestier in 1912. Casa del Rey Moro was built in the 18th Century and features a Water Mine, a ""secret"" passage that enabled workers to bring water up to the house from the Guadelevin River below. The passage goes through many chambers, including the ""Room of Secrets.""",Casa del Rey Moro,,Spain--Ronda (Málaga),1929-05-28,4 x 5 inches,"May 28, 1929",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Gardens at Casa del Rey Moro, view of fountain and benches, Ronda, Spain, 1929",uclamss_1411_0793,36.73972,-5.16444,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6smb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6smb/manifest
