Project Name,Item ARK,Parent ARK,Item Status ID,Visibility,Object Type,File Name,Item Sequence,Subject,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Name.repository,Name.photographer,Relation.isPartOf,Finding Aid URL,Description.note,Date.creation,Description.longitude,Description.latitude,Title,Date.normalized,Format.dimensions,AltIdentifier.local,Description.abstract,Coverage.geographic,Bucketeer State,IIIF Access URL
Thelner and Louise Photographic Collection,ark:/21198/zz000005dz,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000224_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"An unidentified man stands before the entrance to Royce Hall following the Dedication ceremony. Hoover's identification of this man as ""Dr. [David K.] Bjork"" appears to be incorrect. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44216585159302,34.07239979218838,"Dedication ceremony - Unidentified man, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005dz
Thelner and Louise Photographic Collection,ark:/21198/zz000005fg,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000237_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|Events|~|Lifestyle",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Sir John Arthur Thomson, professor of natural history at Aberdeen University, strolls across the Esplanade in front of Royce Hall with his wife following the Dedication ceremony. Dr. Thomson had given a keynote address titled ""Biology and Human Life"" the day before. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44221949577331,34.07244422727703,"Dedication ceremony - John Arthur Thomson and Mrs. Thomson, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005fg
Thelner and Louise Photographic Collection,ark:/21198/zz000005g0,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000225_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|People|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A. E. Davie, Superintendent of Grounds and Buildings, stands on the Esplanade before Royce Hall following the Dedication ceremony. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44216585159302,34.07239979218838,"Dedication ceremony - A. E. Davie, 1930",1930-03-28,4 x 5 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005g0
Thelner and Louise Photographic Collection,ark:/21198/zz000005hh,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000069_10a.tif,,Ceremonies|~|UCLA dedication|~|UCLA founders|~|Activism|~|Events|~|People,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photograph used in ""UCLA on the Move"", page 64, where it is identified as the first day of classes (September 20, 1929).|~|Standing before the entrance to the Library (Powell Library) following the Dedication ceremony; from L to R: Kenneth Piper (1929 ASUCLA President), Dr. Ernest Carroll Moore (Director of UCLA), Robert Keith (1930 ASUCLA President), and Lowell Stanley (1930 ASUCLA Assistant Graduate Manager). The Associated Students UCLA comprise the elected student government on campus. Piper and Keith both graduated in 1930, whereas Stanley had graduated in 1928 and served his position as an alum. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28.","March 28, 1930",-118.44218730926513,34.07218650343838,"Dedication ceremony - Ernest C. Moore talking with three ASUCLA officers, 1930",1930-03-28,4 x 5 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005hh
Thelner and Louise Photographic Collection,ark:/21198/zz000005j1,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000236_10a.tif,,Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|Education,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"From L to R: William W. Campbell, outgoing President of the University of California, William H. Crocker, Chairman of the Board of Regents, and George E. Vincent, former President of the Rockefeller Institute. Over Dr. Vincent's shoulder is Lieutenant Governor Herschel L. Carnahan, who officially accepted the new campus buildings on behalf of Governor C. C. Young. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44218730926513,34.072462001305944,"Dedication ceremony - Participants in regalia exiting Royce Hall, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005j1
Thelner and Louise Photographic Collection,ark:/21198/zz000005kj,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000070_10a.tif,,Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|People|~|Education,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Dr. Dewey, philosophy professor at Columbia University, passes in front of Royce Hall following the Dedication ceremony. Dr. Dewey had given a keynote address titled ""Philosophy and Education."" Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]",,-118.44220876693725,34.07222205160068,"Dedication ceremony - John Dewey, 1930",1930,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005kj
Thelner and Louise Photographic Collection,ark:/21198/zz000005m2,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000234_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|Government|~|Events|~|People|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Colonel Miles, professor of military science and tactics, appears on Royce Hall steps in uniform following the Dedication ceremony. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28.","March 28, 1930",-118.44218730926513,34.072462001305944,"Dedication ceremony - Perry L. Miles, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005m2
Thelner and Louise Photographic Collection,ark:/21198/zz000005nk,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000235_10a.tif,,Ceremonies|~|UCLA dedication|~|Powell Library|~|People,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Dr. Moore, Director of UCLA (on left), walks with Earl J. Miller(?), Dean of Men (on right), on the unfinished Esplanade with the Library (later Powell Library) in the background. This is likely the opening day on the Westwood campus, September 20, 1929.",c.1929,-118.44218730926513,34.07214206821454,"Ernest C. Moore with Earl J. Miller(?), c.1929",1929,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005nk
Thelner and Louise Photographic Collection,ark:/21198/zz000005p3,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000226_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|Lifestyle|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A man identified by Hoover as ""Ed Dickinson"" (on left) walks with Virgil ""Wes"" Cazel, junior class President, across the Esplanade before Royce Hall. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44216585159302,34.07239979218838,"Dedication ceremony - Unidentified man and Virgil Cazel, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005p3
Thelner and Louise Photographic Collection,ark:/21198/zz000005qm,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000227_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|People|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A man identified by Hoover as Joe Crail stands with Dr. Barrett, philosophy professor, at the entrance to Royce Hall following the Dedication ceremony. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28. [Note: Handwritten date in the margin is incorrect]","March 28, 1930",-118.44217658042908,34.07250643636198,"Dedication ceremony - Joe Crail and Clifford Barrett, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005qm
Thelner and Louise Photographic Collection,ark:/21198/zz000005r4,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000228_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|UCLA founders|~|Events|~|People|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Franz (on left) stands with a man identified by Hoover as [""Todd Cray""] at the entrance to Royce Hall following the Dedication ceremony. Known formally as the ""Dedication of the New Campus and New Buildings of the University of California at Los Angeles"", the event brought together regents, professors, students, alumni, and representatives of other educational institutions for four sessions held on March 27 and 28.","March 28, 1930",-118.44216585159302,34.07239979218838,"Dedication ceremony - Shepherd I. Franz and unidentified man, 1930",1930-03-28,5 x 4 in.,"Record Series 647, Box 21, Folder 3",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005r4
Thelner and Louise Photographic Collection,ark:/21198/zz000005sn,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000233_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Ceremonies|~|UCLA dedication|~|Business|~|Education",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Lawrence Houston (UCLA 1930) and Captain W.A. Ross of the UCLA Police Department joke around during the sale of ASUCLA membership cards at the north (rear) entrance to Royce Hall. Royce Hall was the center of activity during the mid-February registration for the ""second half-year"" (Feb. - June) of the first academic year on the new Westwood campus.",February 1930,-118.44218730926513,34.072462001305944,"Registration - Sale of student ID cards at Royce Hall, 1930",1930/1932,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005sn
Thelner and Louise Photographic Collection,ark:/21198/zz000005t5,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000240_10a.tif,,Mechanical Arts Building|~|Science|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Originally on Westwood Boulevard opposite Stadium Field, the Mechanical Arts Building was demolished in 1964 to make way for Parking Structure 9. This is the west side of the building.",c.1930,,,"Mechanical Arts Building, c.1930",1930,4 x 5 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005t5
Thelner and Louise Photographic Collection,ark:/21198/zz000005vp,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000241_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Kerckhoff Hall|~|Powell Library|~|Education|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Photographed looking south from the grounds of the Provost's Residence (now University Residence).,c.January 1932,-118.44261646270752,34.07115560024319,"Distant view of campus from Provost's Residence, c.1932",1932-01,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005vp
Thelner and Louise Photographic Collection,ark:/21198/zz000005w6,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000242_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Kerckhoff Hall|~|Powell Library|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Photographed looking south from the grounds of the Provost's Residence (now University Residence).,c.January 1932,-118.44261646270752,34.07115560024319,"Distant view of campus from Provost's Residence, c.1932",1932-01,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005w6
Thelner and Louise Photographic Collection,ark:/21198/zz000005xq,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000243_10a.tif,,Kinsey Hall|~|Powell Library|~|Haines Hall|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photographed from a parking lot on the east side of the Bridge looking southwest. From L to R: The Physics Biology Building (Humanities Building), Education Building (Moore Hall), Library (Powell Library), Royce Hall, and Chemistry Building (Haines Hall).",c.1930,-118.44080328941345,34.07346622788306,"Campus viewed from across the arroyo, c.1930",1930,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005xq
Thelner and Louise Photographic Collection,ark:/21198/zz000005z7,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000244_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Powell Library|~|Haines Hall|~|Education|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photographed from the Bridge looking west over the Esplanade, the silhouettes of the Library (Powell Library), Gimbel Flagstaff, and Royce Hall stand out against the sunset.",c.1930,-118.44089984893799,34.07219539048036,"Campus at sunset, c.1930",1930,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000005z7
Thelner and Louise Photographic Collection,ark:/21198/zz00000607,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000245_10a.tif,,Moore Hall|~|Kerckhoff Hall|~|Business|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Photographed looking northeast with Royce Hall visible to the left and the Education Building (Moore Hall) on the right.,,-118.4430992603302,34.070702354350985,"Kerckhoff Hall under construction, 1930",1930,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00000607
Thelner and Louise Photographic Collection,ark:/21198/zz0000061r,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000247_10a.tif,,Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Westwood Village is in the background with Catalina Island on the horizon.,"January 10, 1930",-118.44532012939453,34.063645625171304,"Gayley Avenue looking south, 1930",1930-01-10,5 x 7 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000061r
Thelner and Louise Photographic Collection,ark:/21198/zz00000628,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000248_10a.tif,,Westwood Village|~|Landmarks|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Westwood Village photographed at sunset looking northeast.,"January 10, 1930",-118.44540596008301,34.06368117691715,"Distant view of Westwood Village at sunset, 1930",1930-01-10,5 x 7 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00000628
Thelner and Louise Photographic Collection,ark:/21198/zz0000063s,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000249_10a.tif,,Westwood Village|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Westwood Village photographed at sunset looking northeast.,"January 10, 1930",-118.44532012939453,34.063645625171304,"Distant view of Westwood Village, 1930",1930-01-10,5 x 7 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000063s
Thelner and Louise Photographic Collection,ark:/21198/zz00000649,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000250_10a.tif,,Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Unidentified non-UCLA building near campus shot against the sunset.,"Fall, 1929",-118.44441890716553,34.07207097180793,"Looking west from UCLA, 1929",1929,5 x 7 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00000649
Thelner and Louise Photographic Collection,ark:/21198/zz0000065t,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000251_10a.tif,,"University of California, Los Angeles--Royce Hall|~|Moore Hall|~|Powell Library|~|Education|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photographed looking east. From L to R: Royce Hall, Janss Steps, Library (Powell Library), and Education Building (Moore Hall). The Athletic Field is in the foreground.","January 10, 1930",-118.4440004825592,34.072133181167,"Distant view of campus, 1930",1930-01-10,5 x 7 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000065t
Thelner and Louise Photographic Collection,ark:/21198/zz0000066b,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000046_10a.tif,,Aerial views|~|Transportation|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Distant aerial view of campus and Westwood Hills looking northeast from an unidentified aircraft. Photographed during the first academic year on the Westwood campus, only six structures were present: The Education Building (Moore Hall), Royce Hall, the Library (College Library, subsequently Powell Library), the Chemistry Building (Haines Hall), the Physics-Biology Building (Kinsey Hall, and subsequently the Humanities Building), and the Bridge.","January 21, 1930",-118.444618,34.064429,"Aerial view of UCLA and Westwood Hills, 1930",1930-01-21,10 x 8 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000066b
Thelner and Louise Photographic Collection,ark:/21198/zz0000067v,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000252_10a.tif,,Aerial views|~|Transportation|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Distant aerial view of campus looking west from an unidentified aircraft. Photographed during the first academic year on the Westwood campus, only six structures were present: The Education Building (Moore Hall), Royce Hall, the Library (College Library, subsequently Powell Library), the Chemistry Building (Haines Hall), the Physics-Biology Building (Kinsey Hall, and subsequently the Humanities Building), and the Bridge.","January 21, 1930",-118.444618,34.064429,"Aerial view of UCLA looking west to Santa Monica, 1930",1930-01-21,8 x 10 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000067v
Thelner and Louise Photographic Collection,ark:/21198/zz0000068c,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000253_10a.tif,,"Kinsey Hall|~|Westwood Village|~|Aerial views|~|University of California, Los Angeles--Royce Hall|~|Moore Hall|~|Powell Library|~|Haines Hall|~|Transportation|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Distant aerial view of campus and Westwood Village looking south from an unidentified aircraft. Photographed during the first academic year on the Westwood campus, only six structures were present: The Education Building (Moore Hall), Royce Hall, the Library (College Library, subsequently Powell Library), the Chemistry Building (Haines Hall), the Physics-Biology Building (Kinsey Hall, and subsequently the Humanities Building), and the Bridge.","January 21, 1930",-118.44167232513428,34.063432314382894,"Aerial view of UCLA and Westwood Village, 1930",1930-01-21,8 x 10 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000068c
Thelner and Louise Photographic Collection,ark:/21198/zz0000069w,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000034_10a.tif,,Aerial views|~|Landmarks|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Distant aerial view of campus and Westwood Hills looking southeast from an unidentified aircraft. Photographed during the first academic year on the Westwood campus, only six structures were present: The Education Building (Moore Hall), Royce Hall, the Library (College Library, subsequently Powell Library), the Chemistry Building (Haines Hall), the Physics-Biology Building (Kinsey Hall, and subsequently the Humanities Building), and the Bridge. Construction has begun on Kerckhoff Hall and temporary buildings are seen in the foreground.","January 21, 1930",-118.44265937805176,34.06812502769096,"Aerial view of UCLA and Westwood Hills, 1930",1930-01-21,8 x 10 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000069w
Thelner and Louise Photographic Collection,ark:/21198/zz000006bd,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000254_10a.tif,,"Kinsey Hall|~|Aerial views|~|University of California, Los Angeles--Royce Hall|~|Moore Hall|~|Powell Library|~|Transportation|~|Education|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Campus as viewed from the Goodyear Blimp looking southeast with Janss Steps in the foreground. From L to R: Royce Hall, the Bridge, the Esplanade, Physics-Biology Building (Kinsey Hall, and subsequently Humanities Building), Library (College Library, subsequently Powell Library), and Education Building (Moore Hall).","April 28, 1930",-118.44039559364319,34.07211540706905,"Aerial view of Janss Steps and campus, 1930",1930-04-28,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000006bd
Thelner and Louise Photographic Collection,ark:/21198/zz000006cx,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000256_10a.tif,,"Aerial views|~|University of California, Los Angeles--Royce Hall|~|Powell Library|~|Haines Hall|~|Science|~|Education|~|Environment",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Campus as viewed from the Goodyear Blimp looking southwest. The Chemistry Building (Haines Hall) is in the foreground with the Library (College Library, subsequently Powell Library) in the background on the left and Royce Hall to the right.","April 28, 1930",-118.44107151031494,34.07146664994259,"Aerial view of Chemistry Building (Haines Hall) with Library (Powell Library) and Royce Hall in background, 1930",1930-04-28,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000006cx
