"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdn8","ark:/21198/zz00089bvf","1","In progress","Work","","","","","","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles","1975 Folk Festival-Fiddle Styles IV (Item 14)","clym200203laff186-75_side1-14","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-22","","","",""
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdps","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdps-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/ps/21198=zz002bqdps/ark%2B=21198=zz002bqdps.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","American Folk Songs.","1975 Folk Festival-American Folk Songs. (Item 04)","clym200203laff187-75_side1-04","1975","7 in.","","UCLA Folk Festivals","2008-05-22","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdps%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdq9","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdq9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/q9/21198=zz002bqdq9/ark%2B=21198=zz002bqdq9.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 03)","clym200203laff190-75_side1-03","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdq9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdrt","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdrt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/rt/21198=zz002bqdrt/ark%2B=21198=zz002bqdrt.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","1975 Folk Festival-American Folk Songs. (Item 09)","clym200203laff187-75_side1-09","2008-05-22|~|1975","7 in.","open reel tape","UCLA Folk Festivals","","","","American Folk Songs","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdrt%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdsb","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdsb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/sb/21198=zz002bqdsb/ark%2B=21198=zz002bqdsb.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles","1975 Folk Festival-Fiddle Styles IV (Item 10)","clym200203laff186-75_side1-10","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-22","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdsb%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdtv","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdtv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/tv/21198=zz002bqdtv/ark%2B=21198=zz002bqdtv.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","American Folk Songs.","1975 Folk Festival-American Folk Songs. (Item 02)","clym200203laff187-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-22","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdtv%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqdvc","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqdvc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qd/vc/21198=zz002bqdvc/ark%2B=21198=zz002bqdvc.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","American Folk Songs.","1975 Folk Festival-American Folk Songs. (Item 05)","clym200203laff187-75_side1-05","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-22","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqdvc%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfnr","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfnr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/nr/21198=zz002bqfnr/ark%2B=21198=zz002bqfnr.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 06)","clym200203laff190-75_side1-06","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfnr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfp8","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfp8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/p8/21198=zz002bqfp8/ark%2B=21198=zz002bqfp8.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 03)","clym200203laff192-75_side1-03","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfp8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfqs","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfqs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/qs/21198=zz002bqfqs/ark%2B=21198=zz002bqfqs.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","","sound recording","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 04)","clym200203laff190-75_side1-04","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfqs%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfr9","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfr9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/r9/21198=zz002bqfr9/ark%2B=21198=zz002bqfr9.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 06)","clym200203laff192-75_side1-06","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfr9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfst","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfst-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/st/21198=zz002bqfst/ark%2B=21198=zz002bqfst.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments II(b) (Item 05)","clym200203laff191-75_side1-05","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfst%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqftb","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqftb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/tb/21198=zz002bqftb/ark%2B=21198=zz002bqftb.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 08)","clym200203laff190-75_side1-08","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqftb%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfvv","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfvv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/vv/21198=zz002bqfvv/ark%2B=21198=zz002bqfvv.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","","sound recording","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 04)","clym200203laff192-75_side1-04","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfvv%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfwc","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfwc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/wc/21198=zz002bqfwc/ark%2B=21198=zz002bqfwc.mp4{}","","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments II(b) (Item 02)","clym200203laff191-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfwc%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfxw","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfxw-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/xw/21198=zz002bqfxw/ark%2B=21198=zz002bqfxw.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 09)","clym200203laff190-75_side1-09","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfxw%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqfzd","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqfzd-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qf/zd/21198=zz002bqfzd/ark%2B=21198=zz002bqfzd.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 02)","clym200203laff192-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqfzd%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg0d","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg0d-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/0d/21198=zz002bqg0d/ark%2B=21198=zz002bqg0d.mp4{}","copyrighted","copyrighted","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 10)","clym200203laff190-75_side1-10","1975","7 in.","open reel tape","","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg0d%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg1x","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg1x-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/1x/21198=zz002bqg1x/ark%2B=21198=zz002bqg1x.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","","University of California, Los Angeles. Ethnomusicology Archive","","","","Master copy.|~|Janss Concert","Janss Steps Concert (Item 05)","clym200203laff192-75_side1-05","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg1x%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg2f","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg2f-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/2f/21198=zz002bqg2f/ark%2B=21198=zz002bqg2f.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","1975 Folk Festival. Unusual Instruments II(b) (Item 03)","clym200203laff191-75_side1-03","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","Unusual Instruments","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg2f%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg3z","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg3z-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/3z/21198=zz002bqg3z/ark%2B=21198=zz002bqg3z.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 07)","clym200203laff190-75_side1-07","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg3z%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg4g","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg4g-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/4g/21198=zz002bqg4g/ark%2B=21198=zz002bqg4g.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","","University of California, Los Angeles. Ethnomusicology Archive","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 01)","clym200203laff192-75_side1-01","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg4g%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg50","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg50-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/50/21198=zz002bqg50/ark%2B=21198=zz002bqg50.mp4{}","","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","copyrighted","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments II(b) (Item 01)","clym200203laff191-75_side1-01","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg50%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg6h","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg6h-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/6h/21198=zz002bqg6h/ark%2B=21198=zz002bqg6h.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert (Item 07)","clym200203laff192-75_side1-07","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg6h%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg71","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg71-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/71/21198=zz002bqg71/ark%2B=21198=zz002bqg71.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments II(b) (Item 04)","clym200203laff191-75_side1-04","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg71%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg8j","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg8j-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/8j/21198=zz002bqg8j/ark%2B=21198=zz002bqg8j.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Unusual Instruments","1975 Folk Festival. Unusual Instruments I. (Item 05)","clym200203laff190-75_side1-05","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg8j%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqg92","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqg92-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/92/21198=zz002bqg92/ark%2B=21198=zz002bqg92.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Master copy.|~|Janss Concert","Janss Steps Concert (Item 08)","clym200203laff192-75_side1-08","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqg92%2Faudiowaveform.dat"
